,QUARTER,TIME_REMAINING,NEW YORK_ACTION,LA CLIPPERS_ACTION,NEW YORK_SCORE,LA CLIPPERS_SCORE
52,1,5:00.0,K. Porziņģis misses 2-pt jump shot from 11 ft,,16,19
53,1,4:59.0,,Defensive rebound by J. Redick,16,19
54,1,4:49.0,,J. Green misses 2-pt layup from 1 ft,16,19
55,1,4:48.0,,Offensive rebound by J. Green,16,19
56,1,4:48.0,,J. Green makes 2-pt layup from 1 ft,16,21
57,1,4:42.0,Turnover by Team (back court),,16,21
58,1,4:42.0,,C. Aldrich enters the game for W. Johnson,16,21
59,1,4:29.0,,J. Redick misses 2-pt jump shot from 21 ft,16,21
60,1,4:27.0,,Offensive rebound by C. Aldrich,16,21
61,1,4:27.0,,C. Aldrich makes 2-pt layup from 1 ft,16,23
62,1,4:07.0,Turnover by K. O'Quinn (bad pass; steal by C. Paul),,16,23
63,1,3:59.0,,J. Green makes 2-pt layup from 1 ft (assist by C. Paul),16,25
64,1,3:39.0,C. Anthony makes 2-pt jump shot from 6 ft (assist by S. Vujačić),,18,25
65,1,3:29.0,,J. Crawford enters the game for J. Redick,18,25
66,1,3:29.0,L. Galloway enters the game for S. Vujačić,,18,25
67,1,3:17.0,,Turnover by C. Aldrich (offensive foul),18,25
68,1,3:17.0,,Offensive foul by C. Aldrich (drawn by J. Calderón),18,25
69,1,3:01.0,K. Porziņģis makes 2-pt dunk at rim (assist by K. O'Quinn),,20,25
70,1,2:56.0,,Personal foul by K. Porziņģis,20,25
71,1,2:56.0,New York full timeout,,20,25
72,1,2:56.0,R. Lopez enters the game for K. Porziņģis,,20,25
73,1,2:42.0,,J. Green misses 3-pt jump shot from 24 ft,20,25
74,1,2:42.0,Defensive rebound by K. O'Quinn,,20,25
75,1,2:32.0,Personal foul by J. Green,,20,25
76,1,2:32.0,,A. Rivers enters the game for C. Paul,20,25
77,1,2:20.0,R. Lopez misses 2-pt hook shot from 3 ft,,20,25
78,1,2:18.0,,Defensive rebound by C. Aldrich,20,25
79,1,2:16.0,,Personal foul by J. Calderón,20,25
80,1,2:16.0,,J. Green makes free throw 1 of 2,20,26
81,1,2:16.0,J. Grant enters the game for J. Calderón,,20,26
82,1,2:16.0,,J. Green makes free throw 2 of 2,20,27
83,1,1:53.0,L. Galloway misses 2-pt jump shot from 23 ft,,20,27
84,1,1:50.0,Offensive rebound by R. Lopez,,20,27
85,1,1:50.0,R. Lopez makes 2-pt layup from 1 ft,,22,27
86,1,1:50.0,,Turnover by A. Rivers (discontinued dribble),22,27
87,1,1:37.0,C. Anthony misses 2-pt jump shot from 18 ft,,22,27
88,1,1:36.0,,Defensive rebound by D. Jordan,22,27
89,1,1:24.0,,J. Crawford misses 2-pt jump shot from 18 ft,22,27
90,1,1:22.0,Defensive rebound by L. Galloway,,22,27
91,1,1:14.0,J. Grant misses 2-pt jump shot from 18 ft,,22,27
92,1,1:13.0,,Defensive rebound by J. Green,22,27
93,1,1:02.0,,J. Crawford misses 2-pt jump shot from 17 ft,22,27
94,1,1:00.0,Defensive rebound by C. Anthony,,22,27
95,1,0:56.0,Turnover by C. Anthony (bad pass; steal by C. Aldrich),,22,27
96,1,0:46.0,,D. Jordan misses 2-pt dunk at rim,22,27
97,1,0:43.0,,Offensive rebound by C. Aldrich,22,27
98,1,0:39.0,,J. Crawford makes 2-pt jump shot from 15 ft,22,29
99,1,0:29.0,C. Anthony misses 3-pt jump shot from 25 ft,,22,29
100,1,0:28.0,,Defensive rebound by D. Jordan,22,29
101,1,0:06.0,,A. Rivers misses 2-pt jump shot from 18 ft (block by L. Galloway),22,29
102,1,0:06.0,,Offensive rebound by Team,22,29
103,1,0:06.0,,Turnover by Team (shot clock),22,29
104,1,0:06.0,D. Williams enters the game for K. O'Quinn,,22,29
105,1,0:05.0,Personal foul by A. Rivers,,22,29
106,1,0:00.0,D. Williams misses 2-pt layup from 1 ft (block by D. Jordan),,22,29
107,1,0:00.0,,Defensive rebound by D. Jordan,22,29
108,2,11:58.0,,Technical foul by Team,22,29
109,2,11:58.0,C. Anthony makes technical free throw,,23,29
110,2,11:58.0,,P. Prigioni enters the game for D. Jordan,23,29
111,2,11:58.0,S. Vujačić enters the game for C. Anthony,,23,29
112,2,11:33.0,K. O'Quinn misses 2-pt hook shot from 2 ft,,23,29
113,2,11:31.0,,Defensive rebound by J. Green,23,29
114,2,11:31.0,,Personal foul by J. Grant,23,29
115,2,11:23.0,,J. Green misses 2-pt jump shot from 18 ft,23,29
116,2,11:22.0,,Offensive rebound by C. Aldrich,23,29
117,2,11:15.0,,J. Crawford misses 2-pt jump shot from 16 ft,23,29
118,2,11:14.0,Defensive rebound by D. Williams,,23,29
119,2,10:58.0,D. Williams makes 2-pt jump shot from 17 ft (assist by L. Galloway),,25,29
120,2,10:40.0,,Shooting foul by S. Vujačić (drawn by J. Green),25,29
121,2,10:40.0,,J. Green misses free throw 1 of 2,25,29
122,2,10:40.0,,Offensive rebound by Team,25,29
123,2,10:40.0,R. Lopez enters the game for K. O'Quinn,,25,29
124,2,10:40.0,K. Porziņģis enters the game for S. Vujačić,,25,29
125,2,10:40.0,,J. Green makes free throw 2 of 2,25,30
126,2,10:21.0,Turnover by K. Porziņģis (bad pass),,25,30
127,2,10:06.0,,Turnover by J. Crawford (lost ball; steal by L. Galloway),25,30
128,2,9:59.0,L. Galloway misses 2-pt layup from 1 ft (block by P. Prigioni),,25,30
129,2,9:55.0,Offensive rebound by D. Williams,,25,30
130,2,9:55.0,D. Williams makes 2-pt layup from 1 ft,,27,30
131,2,9:47.0,,C. Aldrich misses 2-pt hook shot from 2 ft,27,30
132,2,9:44.0,Defensive rebound by J. Grant,,27,30
133,2,9:38.0,Personal foul by J. Crawford,,27,30
134,2,9:27.0,L. Galloway misses 2-pt jump shot from 18 ft,,27,30
135,2,9:26.0,,Defensive rebound by J. Green,27,30
136,2,9:22.0,,J. Green makes 2-pt layup from 1 ft,27,32
137,2,9:22.0,,Shooting foul by K. Porziņģis (drawn by J. Green),27,32
138,2,9:22.0,C. Anthony enters the game for K. Porziņģis,,27,32
139,2,9:22.0,,J. Green makes free throw 1 of 1,27,33
140,2,8:56.0,R. Lopez makes 2-pt hook shot from 3 ft (assist by J. Grant),,29,33
141,2,8:37.0,,J. Crawford makes 3-pt jump shot from 26 ft (assist by J. Green),29,36
142,2,8:16.0,C. Anthony misses 2-pt layup from 2 ft (block by C. Aldrich),,29,36
143,2,8:15.0,Offensive rebound by L. Galloway,,29,36
144,2,8:12.0,L. Galloway misses 2-pt jump shot from 18 ft,,29,36
145,2,8:11.0,Offensive rebound by R. Lopez,,29,36
146,2,8:08.0,R. Lopez makes 2-pt layup at rim,,31,36
147,2,7:52.0,,C. Aldrich misses 2-pt hook shot from 8 ft,31,36
148,2,7:50.0,Defensive rebound by R. Lopez,,31,36
149,2,7:46.0,Turnover by L. Galloway (bad pass; steal by P. Prigioni),,31,36
150,2,7:24.0,,J. Green makes 2-pt jump shot from 3 ft (assist by A. Rivers),31,38
151,2,7:19.0,New York full timeout,,31,38
152,2,7:19.0,,W. Johnson enters the game for J. Green,31,38
153,2,7:19.0,J. Calderón enters the game for L. Galloway,,31,38
154,2,7:11.0,Turnover by C. Anthony (bad pass; steal by A. Rivers),,31,38
155,2,7:04.0,,A. Rivers makes 2-pt layup from 1 ft,31,40
156,2,6:46.0,Personal foul by W. Johnson,,31,40
157,2,6:46.0,C. Anthony makes free throw 1 of 2,,32,40
158,2,6:46.0,,J. Redick enters the game for A. Rivers,32,40
159,2,6:46.0,,C. Paul enters the game for P. Prigioni,32,40
160,2,6:46.0,,J. Green enters the game for W. Johnson,32,40
161,2,6:46.0,C. Anthony makes free throw 2 of 2,,33,40
162,2,6:26.0,,J. Crawford misses 2-pt jump shot from 19 ft,33,40
163,2,6:26.0,Defensive rebound by R. Lopez,,33,40
164,2,6:17.0,Shooting foul by J. Crawford (drawn by D. Williams),,33,40
165,2,6:17.0,D. Williams misses free throw 1 of 2,,33,40
166,2,6:17.0,Offensive rebound by Team,,33,40
167,2,6:17.0,,D. Jordan enters the game for C. Aldrich,33,40
168,2,6:17.0,D. Williams makes free throw 2 of 2,,34,40
169,2,5:55.0,,C. Paul makes 2-pt jump shot from 16 ft,34,42
170,2,5:35.0,J. Grant misses 2-pt jump shot from 19 ft,,34,42
171,2,5:34.0,,Defensive rebound by C. Paul,34,42
172,2,5:28.0,,J. Green misses 2-pt jump shot from 7 ft,34,42
173,2,5:25.0,Defensive rebound by J. Calderón,,34,42
174,2,5:14.0,R. Lopez makes 2-pt jump shot from 15 ft (assist by J. Calderón),,36,42
175,2,4:59.0,,Turnover by C. Paul (bad pass; steal by J. Grant),36,42
176,2,4:55.0,J. Grant makes 2-pt layup at rim,,38,42
177,2,4:55.0,,LA Clippers full timeout,38,42
178,2,4:55.0,,A. Rivers enters the game for J. Crawford,38,42
179,2,4:55.0,L. Galloway enters the game for J. Grant,,38,42
180,2,4:43.0,,Personal foul by L. Galloway,38,42
181,2,4:37.0,,J. Redick misses 3-pt jump shot from 26 ft,38,42
182,2,4:36.0,,Offensive rebound by A. Rivers,38,42
183,2,4:31.0,,C. Paul makes 3-pt jump shot from 24 ft (assist by A. Rivers),38,45
184,2,4:13.0,D. Williams misses 2-pt layup from 1 ft (block by J. Green),,38,45
185,2,4:13.0,Offensive rebound by D. Williams,,38,45
186,2,4:13.0,D. Williams makes 2-pt layup from 1 ft,,40,45
187,2,4:13.0,Shooting foul by D. Jordan (drawn by D. Williams),,40,45
188,2,4:13.0,D. Williams misses free throw 1 of 1,,40,45
189,2,4:11.0,,Defensive rebound by D. Jordan,40,45
190,2,3:58.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),40,47
191,2,3:43.0,L. Galloway misses 2-pt jump shot from 18 ft,,40,47
192,2,3:40.0,Offensive rebound by R. Lopez,,40,47
193,2,3:40.0,R. Lopez makes 2-pt layup from 1 ft,,42,47
194,2,3:19.0,,J. Redick misses 3-pt jump shot from 25 ft,42,47
195,2,3:19.0,Defensive rebound by D. Williams,,42,47
196,2,3:07.0,D. Williams makes 2-pt layup from 1 ft (assist by C. Anthony),,44,47
197,2,2:52.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),44,50
198,2,2:36.0,D. Williams misses 2-pt jump shot from 5 ft (block by D. Jordan),,44,50
199,2,2:35.0,,Defensive rebound by D. Jordan,44,50
200,2,2:28.0,,C. Paul makes 3-pt jump shot from 24 ft,44,53
201,2,2:18.0,New York full timeout,,44,53
202,2,2:18.0,Official timeout,,44,53
203,2,2:00.0,J. Calderón misses 3-pt jump shot from 24 ft,,44,53
204,2,1:59.0,Offensive rebound by Team,,44,53
205,2,1:59.0,Turnover by Team (shot clock),,44,53
206,2,1:43.0,,C. Paul makes 2-pt jump shot from 15 ft,44,55
207,2,1:28.0,C. Anthony makes 2-pt jump shot from 10 ft (assist by D. Williams),,46,55
208,2,1:08.0,,Personal take foul by R. Lopez,46,55
209,2,1:08.0,,D. Jordan makes free throw 1 of 2,46,56
210,2,1:08.0,,D. Jordan makes free throw 2 of 2,46,57
211,2,0:56.0,J. Calderón misses 3-pt jump shot from 24 ft,,46,57
212,2,0:56.0,,Defensive rebound by D. Jordan,46,57
213,2,0:50.0,,Personal foul by L. Galloway,46,57
214,2,0:50.0,,J. Redick makes free throw 1 of 2,46,58
215,2,0:50.0,,J. Redick makes free throw 2 of 2,46,59
216,2,0:37.0,R. Lopez makes 2-pt dunk at rim (assist by C. Anthony),,48,59
217,2,0:29.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),48,61
218,2,0:08.0,C. Anthony makes 2-pt jump shot from 20 ft,,50,61
219,2,0:01.0,,C. Paul misses 3-pt jump shot from 28 ft,50,61
220,2,0:00.0,,Offensive rebound by Team,50,61
221,3,11:42.0,S. Vujačić misses 3-pt jump shot from 23 ft,,50,61
222,3,11:42.0,,Defensive rebound by Team,50,61
223,3,11:32.0,Violation by J. Calderón (kicked ball),,50,61
224,3,11:23.0,,C. Paul misses 2-pt jump shot from 15 ft,50,61
225,3,11:21.0,Defensive rebound by K. Porziņģis,,50,61
226,3,11:14.0,R. Lopez misses 2-pt hook shot from 7 ft,,50,61
227,3,11:12.0,,Defensive rebound by D. Jordan,50,61
228,3,11:03.0,,J. Redick makes 2-pt jump shot from 16 ft (assist by C. Paul),50,63
229,3,10:41.0,S. Vujačić misses 3-pt jump shot from 26 ft,,50,63
230,3,10:39.0,Offensive rebound by R. Lopez,,50,63
231,3,10:35.0,C. Anthony misses 3-pt jump shot from 25 ft,,50,63
232,3,10:35.0,,Defensive rebound by D. Jordan,50,63
233,3,10:28.0,,W. Johnson misses 3-pt jump shot from 24 ft,50,63
234,3,10:28.0,Defensive rebound by Team,,50,63
235,3,10:19.0,Turnover by C. Anthony (offensive foul),,50,63
236,3,10:19.0,Offensive foul by C. Anthony (drawn by J. Redick),,50,63
237,3,10:03.0,,J. Redick misses 3-pt jump shot from 24 ft,50,63
238,3,10:02.0,Defensive rebound by C. Anthony,,50,63
239,3,9:52.0,J. Calderón misses 3-pt jump shot from 24 ft,,50,63
240,3,9:52.0,,Defensive rebound by D. Jordan,50,63
241,3,9:42.0,,C. Paul misses 3-pt jump shot from 24 ft,50,63
242,3,9:41.0,Defensive rebound by C. Anthony,,50,63
243,3,9:27.0,Turnover by R. Lopez (bad pass; steal by D. Jordan),,50,63
244,3,9:12.0,,C. Paul misses 2-pt jump shot from 17 ft,50,63
245,3,9:12.0,Defensive rebound by S. Vujačić,,50,63
246,3,9:04.0,K. Porziņģis makes 2-pt jump shot from 13 ft (assist by S. Vujačić),,52,63
247,3,9:04.0,Shooting foul by D. Jordan (drawn by K. Porziņģis),,52,63
248,3,9:04.0,K. Porziņģis makes free throw 1 of 1,,53,63
249,3,8:51.0,,Personal foul by J. Calderón,53,63
250,3,8:40.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by C. Paul),53,66
251,3,8:24.0,Personal foul by W. Johnson,,53,66
252,3,8:24.0,,C. Aldrich enters the game for W. Johnson,53,66
253,3,8:17.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,53,66
254,3,8:17.0,,Defensive rebound by Team,53,66
255,3,8:10.0,,C. Paul makes 2-pt jump shot from 12 ft,53,68
256,3,7:55.0,S. Vujačić makes 3-pt jump shot from 24 ft (assist by R. Lopez),,56,68
257,3,7:44.0,,Turnover by C. Aldrich (traveling),56,68
258,3,7:20.0,S. Vujačić makes 2-pt jump shot from 21 ft (assist by K. Porziņģis),,58,68
259,3,6:56.0,,J. Redick misses 3-pt jump shot from 24 ft,58,68
260,3,6:54.0,Defensive rebound by R. Lopez,,58,68
261,3,6:42.0,R. Lopez misses 2-pt layup from 1 ft,,58,68
262,3,6:41.0,Offensive rebound by R. Lopez,,58,68
263,3,6:38.0,R. Lopez misses 2-pt layup from 1 ft,,58,68
264,3,6:36.0,Offensive rebound by R. Lopez,,58,68
265,3,6:33.0,Turnover by R. Lopez (lost ball; steal by C. Paul),,58,68
266,3,6:26.0,,J. Redick misses 3-pt jump shot from 25 ft,58,68
267,3,6:24.0,Defensive rebound by R. Lopez,,58,68
268,3,6:12.0,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by J. Calderón),,61,68
269,3,5:53.0,,C. Paul misses 2-pt jump shot from 14 ft,61,68
270,3,5:53.0,,Offensive rebound by C. Aldrich,61,68
271,3,5:35.0,,J. Green misses 2-pt jump shot from 18 ft,61,68
272,3,5:35.0,Defensive rebound by Team,,61,68
273,3,5:35.0,,Loose ball foul by C. Aldrich,61,68
274,3,5:35.0,,LA Clippers full timeout,61,68
275,3,5:22.0,J. Calderón misses 3-pt jump shot from 24 ft,,61,68
276,3,5:20.0,,Defensive rebound by J. Green,61,68
277,3,5:07.0,,Offensive foul by C. Aldrich (drawn by C. Anthony),61,68
278,3,5:07.0,,Turnover by C. Aldrich (offensive foul),61,68
279,3,4:54.0,Shooting foul by D. Jordan (drawn by K. Porziņģis),,61,68
280,3,4:54.0,K. Porziņģis makes free throw 1 of 2,,62,68
281,3,4:54.0,K. Porziņģis makes free throw 2 of 2,,63,68
282,3,4:41.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),63,71
283,3,4:21.0,S. Vujačić misses 3-pt jump shot from 26 ft,,63,71
284,3,4:20.0,,Defensive rebound by D. Jordan,63,71
285,3,4:03.0,,D. Jordan makes 2-pt hook shot from 6 ft (assist by C. Paul),63,73
286,3,3:57.0,Personal foul by J. Redick,,63,73
287,3,3:57.0,S. Vujačić makes free throw 1 of 2,,64,73
288,3,3:57.0,,J. Crawford enters the game for J. Redick,64,73
289,3,3:57.0,S. Vujačić makes free throw 2 of 2,,65,73
290,3,3:45.0,,C. Paul misses 2-pt jump shot from 16 ft (block by K. Porziņģis),65,73
291,3,3:42.0,Defensive rebound by S. Vujačić,,65,73
292,3,3:35.0,Personal foul by J. Green,,65,73
293,3,3:35.0,K. Porziņģis makes free throw 1 of 2,,66,73
294,3,3:35.0,L. Galloway enters the game for S. Vujačić,,66,73
295,3,3:35.0,K. Porziņģis makes free throw 2 of 2,,67,73
296,3,3:14.0,,J. Crawford makes 3-pt jump shot from 25 ft (assist by C. Paul),67,76
297,3,2:50.0,C. Anthony makes 2-pt jump shot from 18 ft (assist by J. Calderón),,69,76
298,3,2:34.0,,Turnover by C. Paul (lost ball; steal by K. Porziņģis),69,76
299,3,2:25.0,Turnover by R. Lopez (offensive goaltending),,69,76
300,3,2:25.0,New York full timeout,,69,76
301,3,2:13.0,,Turnover by C. Paul (bad pass; steal by J. Calderón),69,76
302,3,1:55.0,K. Porziņģis makes 2-pt layup from 1 ft (assist by C. Anthony),,71,76
303,3,1:41.0,,Personal foul by L. Galloway,71,76
304,3,1:41.0,,A. Rivers enters the game for C. Paul,71,76
305,3,1:32.0,,D. Jordan misses 2-pt layup from 2 ft,71,76
306,3,1:32.0,Defensive rebound by K. Porziņģis,,71,76
307,3,1:13.0,L. Galloway misses 3-pt jump shot from 23 ft,,71,76
308,3,1:12.0,,Defensive rebound by C. Aldrich,71,76
309,3,1:05.0,,J. Crawford misses 2-pt jump shot from 17 ft,71,76
310,3,1:03.0,Defensive rebound by R. Lopez,,71,76
311,3,0:40.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,71,76
312,3,0:40.0,Offensive rebound by L. Galloway,,71,76
313,3,0:32.0,L. Galloway makes 3-pt jump shot from 22 ft (assist by C. Anthony),,74,76
314,3,0:17.0,,J. Crawford misses 2-pt jump shot from 19 ft,74,76
315,3,0:16.0,Defensive rebound by L. Galloway,,74,76
316,4,11:45.0,,J. Crawford makes 2-pt layup from 1 ft (assist by J. Green),74,78
317,4,11:24.0,C. Anthony makes 2-pt jump shot from 19 ft (assist by R. Lopez),,76,78
318,4,11:04.0,,A. Rivers makes 2-pt layup from 1 ft,76,80
319,4,10:41.0,J. Grant makes 2-pt layup from 2 ft (assist by L. Galloway),,78,80
320,4,10:25.0,,Turnover by W. Johnson (bad pass; steal by L. Galloway),78,80
321,4,10:24.0,Turnover by L. Galloway (step out of bounds),,78,80
322,4,10:24.0,D. Williams enters the game for K. Porziņģis,,78,80
323,4,10:16.0,,A. Rivers makes 2-pt jump shot from 14 ft,78,82
324,4,10:03.0,Personal foul by C. Aldrich,,78,82
325,4,9:53.0,Turnover by J. Grant (bad pass; steal by A. Rivers),,78,82
326,4,9:47.0,,A. Rivers misses 3-pt jump shot from 24 ft,78,82
327,4,9:45.0,Defensive rebound by L. Galloway,,78,82
328,4,9:43.0,Shooting foul by C. Aldrich (drawn by D. Williams),,78,82
329,4,9:43.0,D. Williams makes free throw 1 of 2,,79,82
330,4,9:43.0,J. Calderón enters the game for J. Grant,,79,82
331,4,9:43.0,S. Vujačić enters the game for C. Anthony,,79,82
332,4,9:43.0,,P. Prigioni enters the game for J. Green,79,82
333,4,9:43.0,D. Williams makes free throw 2 of 2,,80,82
334,4,9:22.0,,J. Crawford misses 2-pt jump shot from 3 ft,80,82
335,4,9:19.0,Defensive rebound by R. Lopez,,80,82
336,4,9:10.0,D. Williams misses 3-pt jump shot from 23 ft,,80,82
337,4,9:10.0,,Defensive rebound by J. Crawford,80,82
338,4,9:03.0,,A. Rivers makes 2-pt layup from 2 ft (assist by J. Crawford),80,84
339,4,8:48.0,D. Williams misses 2-pt jump shot from 12 ft,,80,84
340,4,8:45.0,,Defensive rebound by A. Rivers,80,84
341,4,8:31.0,,J. Crawford misses 2-pt layup from 2 ft (block by R. Lopez),80,84
342,4,8:30.0,Defensive rebound by R. Lopez,,80,84
343,4,8:22.0,Offensive foul by J. Calderón (drawn by C. Aldrich),,80,84
344,4,8:22.0,Turnover by J. Calderón (offensive foul),,80,84
345,4,8:22.0,Official timeout,,80,84
346,4,8:05.0,,W. Johnson misses 2-pt jump shot from 16 ft,80,84
347,4,8:04.0,Defensive rebound by D. Williams,,80,84
348,4,7:52.0,S. Vujačić misses 3-pt jump shot from 24 ft,,80,84
349,4,7:52.0,,Defensive rebound by W. Johnson,80,84
350,4,7:36.0,,J. Crawford misses 3-pt jump shot from 24 ft,80,84
351,4,7:35.0,Defensive rebound by J. Calderón,,80,84
352,4,7:26.0,Shooting foul by C. Aldrich (drawn by D. Williams),,80,84
353,4,7:26.0,,C. Paul enters the game for P. Prigioni,80,84
354,4,7:26.0,,D. Jordan enters the game for C. Aldrich,80,84
355,4,7:26.0,D. Williams makes free throw 1 of 2,,81,84
356,4,7:26.0,C. Anthony enters the game for L. Galloway,,81,84
357,4,7:26.0,D. Williams makes free throw 2 of 2,,82,84
358,4,7:16.0,,A. Rivers misses 2-pt jump shot from 19 ft,82,84
359,4,7:16.0,Defensive rebound by D. Williams,,82,84
360,4,7:15.0,Personal foul by A. Rivers,,82,84
361,4,7:15.0,K. Porziņģis enters the game for D. Williams,,82,84
362,4,7:15.0,,J. Redick enters the game for A. Rivers,82,84
363,4,7:15.0,,J. Green enters the game for J. Crawford,82,84
364,4,6:59.0,,Violation by W. Johnson (kicked ball),82,84
365,4,6:44.0,Turnover by R. Lopez (bad pass; steal by W. Johnson),,82,84
366,4,6:31.0,,Turnover by C. Paul (bad pass; steal by R. Lopez),82,84
367,4,6:24.0,S. Vujačić makes 2-pt jump shot from 21 ft (assist by J. Calderón),,84,84
368,4,6:07.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by J. Green),84,86
369,4,5:48.0,C. Anthony misses 2-pt jump shot from 15 ft,,84,86
370,4,5:46.0,,Defensive rebound by W. Johnson,84,86
371,4,5:38.0,,W. Johnson makes 3-pt jump shot from 23 ft (assist by J. Redick),84,89
372,4,5:14.0,C. Anthony misses 2-pt layup from 2 ft (block by D. Jordan),,84,89
373,4,5:12.0,,Defensive rebound by C. Paul,84,89
374,4,5:05.0,,W. Johnson misses 3-pt jump shot from 25 ft,84,89
375,4,5:04.0,Defensive rebound by J. Calderón,,84,89
376,4,5:00.0,K. Porziņģis makes 2-pt layup from 1 ft (assist by J. Calderón),,86,89
377,4,4:41.0,,J. Redick misses 3-pt jump shot from 24 ft,86,89
378,4,4:40.0,Defensive rebound by R. Lopez,,86,89
379,4,4:25.0,Personal foul by C. Paul,,86,89
380,4,4:25.0,,LA Clippers full timeout,86,89
381,4,4:25.0,R. Lopez makes free throw 1 of 2,,87,89
382,4,4:25.0,R. Lopez makes free throw 2 of 2,,88,89
383,4,4:13.0,,J. Green makes 2-pt jump shot from 16 ft (assist by C. Paul),88,91
384,4,3:54.0,Shooting foul by D. Jordan (drawn by K. Porziņģis),,88,91
385,4,3:54.0,K. Porziņģis makes free throw 1 of 2,,89,91
386,4,3:54.0,K. Porziņģis makes free throw 2 of 2,,90,91
387,4,3:48.0,,Personal foul by C. Anthony,90,91
388,4,3:36.0,,W. Johnson misses 3-pt jump shot from 24 ft,90,91
