,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,TORONTO_ACTION,BROOKLYN_SCORE,TORONTO_SCORE
129,2,7:07.0,M. Brown misses 2-pt jump shot from 21 ft,,35,31
130,2,7:07.0,,Defensive rebound by B. Biyombo,35,31
131,2,6:59.0,,Turnover by K. Lowry (bad pass; steal by T. Robinson),35,31
132,2,6:55.0,W. Reed makes 2-pt layup at rim (assist by T. Robinson),,37,31
133,2,6:34.0,,K. Lowry misses 2-pt jump shot from 6 ft,37,31
134,2,6:34.0,,Offensive rebound by T. Ross,37,31
135,2,6:28.0,,P. Patterson misses 3-pt jump shot from 23 ft,37,31
136,2,6:24.0,Defensive rebound by T. Robinson,,37,31
137,2,6:23.0,S. Larkin makes 2-pt layup from 2 ft (assist by T. Robinson),,39,31
138,2,6:23.0,,Violation by P. Patterson (def goaltending),39,31
139,2,6:15.0,,Personal foul by M. Brown,39,31
140,2,6:06.0,,Shooting foul by S. Kilpatrick (drawn by D. DeRozan),39,31
141,2,6:06.0,,D. DeRozan makes free throw 1 of 2,39,32
142,2,6:06.0,,D. DeRozan makes free throw 2 of 2,39,33
143,2,5:56.0,S. Kilpatrick misses 2-pt layup from 4 ft (block by B. Biyombo),,39,33
144,2,5:56.0,Offensive rebound by Team,,39,33
145,2,5:56.0,Official timeout,,39,33
146,2,5:49.0,Personal foul by P. Patterson,,39,33
147,2,5:43.0,T. Robinson makes 2-pt dunk at rim (assist by W. Reed),,41,33
148,2,5:19.0,,Turnover by D. DeRozan (lost ball),41,33
149,2,5:06.0,M. Brown misses 2-pt jump shot from 5 ft,,41,33
150,2,5:05.0,,Defensive rebound by T. Ross,41,33
151,2,5:00.0,,J. Valančiūnas enters the game for P. Patterson,41,33
152,2,5:00.0,,J. Thompson enters the game for B. Biyombo,41,33
153,2,5:00.0,T. Young enters the game for T. Robinson,,41,33
154,2,5:00.0,B. Lopez enters the game for W. Reed,,41,33
155,2,4:47.0,,J. Valančiūnas misses 2-pt hook shot from 4 ft,41,33
156,2,4:46.0,,Offensive rebound by J. Valančiūnas,41,33
157,2,4:46.0,,Shooting foul by T. Young (drawn by J. Valančiūnas),41,33
158,2,4:46.0,,J. Valančiūnas makes free throw 1 of 2,41,34
159,2,4:46.0,,J. Valančiūnas makes free throw 2 of 2,41,35
160,2,4:36.0,S. Larkin makes 2-pt layup from 1 ft (assist by B. Lopez),,43,35
161,2,4:14.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),43,38
162,2,4:00.0,Personal foul by J. Valančiūnas,,43,38
163,2,4:00.0,B. Bogdanović enters the game for M. Brown,,43,38
164,2,4:00.0,W. Ellington enters the game for S. Kilpatrick,,43,38
165,2,4:00.0,,C. Joseph enters the game for K. Lowry,43,38
166,2,3:49.0,B. Lopez misses 2-pt layup from 1 ft (block by J. Thompson),,43,38
167,2,3:48.0,,Defensive rebound by C. Joseph,43,38
168,2,3:27.0,,J. Thompson misses 2-pt jump shot from 3 ft,43,38
169,2,3:27.0,Defensive rebound by Team,,43,38
170,2,3:26.0,,Loose ball foul by J. Thompson,43,38
171,2,3:26.0,B. Lopez makes free throw 1 of 2,,44,38
172,2,3:26.0,B. Lopez makes free throw 2 of 2,,45,38
173,2,3:16.0,,Turnover by D. DeRozan (bad pass),45,38
174,2,2:57.0,T. Young misses 2-pt jump shot from 6 ft,,45,38
175,2,2:57.0,Offensive rebound by B. Lopez,,45,38
176,2,2:54.0,B. Lopez makes 2-pt layup at rim,,47,38
177,2,2:42.0,,Personal block foul by T. Young,47,38
178,2,2:42.0,Brooklyn full timeout,,47,38
179,2,2:42.0,,N. Powell enters the game for T. Ross,47,38
180,2,2:42.0,,D. DeRozan makes free throw 1 of 2,47,39
181,2,2:42.0,,D. DeRozan makes free throw 2 of 2,47,40
182,2,2:28.0,Turnover by B. Lopez (bad pass; steal by D. DeRozan),,47,40
183,2,2:14.0,,D. DeRozan misses 2-pt jump shot from 15 ft,47,40
184,2,2:13.0,Defensive rebound by W. Ellington,,47,40
185,2,2:03.0,W. Ellington makes 2-pt jump shot from 18 ft,,49,40
186,2,1:43.0,,D. DeRozan misses 2-pt jump shot from 10 ft,49,40
187,2,1:43.0,Defensive rebound by B. Bogdanović,,49,40
188,2,1:40.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by S. Larkin),,51,40
189,2,1:15.0,,C. Joseph makes 2-pt layup from 2 ft (assist by J. Valančiūnas),51,42
190,2,1:04.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by S. Larkin),,54,42
191,2,0:45.0,,C. Joseph misses 2-pt jump shot from 5 ft,54,42
192,2,0:44.0,Defensive rebound by Team,,54,42
193,2,0:44.0,,Loose ball foul by C. Joseph,54,42
194,2,0:44.0,B. Lopez makes free throw 1 of 2,,55,42
195,2,0:44.0,,K. Lowry enters the game for C. Joseph,55,42
196,2,0:44.0,M. Brown enters the game for W. Ellington,,55,42
197,2,0:44.0,W. Reed enters the game for T. Young,,55,42
198,2,0:44.0,B. Lopez makes free throw 2 of 2,,56,42
199,2,0:21.0,,J. Thompson misses 3-pt jump shot from 25 ft,56,42
200,2,0:20.0,Defensive rebound by W. Reed,,56,42
201,2,0:00.0,B. Lopez makes 2-pt jump shot from 10 ft (assist by S. Larkin),,58,42
202,3,11:44.0,,D. DeRozan makes 2-pt jump shot from 15 ft (assist by K. Lowry),58,44
203,3,11:19.0,B. Lopez makes 2-pt layup from 2 ft,,60,44
204,3,11:08.0,,J. Valančiūnas misses 2-pt dunk at rim (block by B. Lopez),60,44
205,3,11:07.0,Defensive rebound by B. Lopez,,60,44
206,3,10:53.0,B. Lopez misses 2-pt layup from 2 ft,,60,44
207,3,10:52.0,,Defensive rebound by J. Thompson,60,44
208,3,10:42.0,,N. Powell misses 2-pt layup at rim,60,44
209,3,10:42.0,Defensive rebound by W. Ellington,,60,44
210,3,10:23.0,Loose ball foul by B. Lopez,,60,44
211,3,10:23.0,Turnover by B. Lopez (lost ball),,60,44
212,3,10:13.0,,D. DeRozan makes 2-pt jump shot from 13 ft,60,46
213,3,9:57.0,B. Bogdanović misses 2-pt jump shot from 15 ft,,60,46
214,3,9:57.0,,Defensive rebound by J. Thompson,60,46
215,3,9:49.0,,Personal block foul by T. Young,60,46
216,3,9:40.0,,Turnover by K. Lowry (lost ball),60,46
217,3,9:26.0,T. Young misses 2-pt hook shot from 6 ft,,60,46
218,3,9:25.0,,Defensive rebound by N. Powell,60,46
219,3,9:15.0,,D. DeRozan makes 2-pt jump shot from 3 ft,60,48
220,3,9:15.0,,Shooting foul by T. Young (drawn by D. DeRozan),60,48
221,3,9:15.0,,D. DeRozan makes free throw 1 of 1,60,49
222,3,8:50.0,W. Ellington misses 3-pt jump shot from 24 ft,,60,49
223,3,8:49.0,Offensive rebound by T. Young,,60,49
224,3,8:43.0,T. Young makes 2-pt hook shot from 5 ft (assist by B. Bogdanović),,62,49
225,3,8:27.0,,K. Lowry misses 2-pt jump shot from 5 ft (block by B. Lopez),62,49
226,3,8:27.0,,Offensive rebound by Team,62,49
227,3,8:15.0,,J. Valančiūnas makes 2-pt jump shot from 4 ft (assist by N. Powell),62,51
228,3,8:05.0,Personal foul by D. DeRozan,,62,51
229,3,7:52.0,B. Lopez makes 2-pt hook shot from 4 ft,,64,51
230,3,7:36.0,,Turnover by D. DeRozan (lost ball; steal by D. Sloan),64,51
231,3,7:30.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Sloan),,66,51
232,3,7:21.0,,Toronto full timeout,66,51
233,3,7:08.0,,J. Thompson makes 2-pt dunk at rim (assist by K. Lowry),66,53
234,3,6:52.0,B. Lopez makes 2-pt jump shot from 11 ft (assist by B. Bogdanović),,68,53
235,3,6:52.0,Shooting foul by J. Valančiūnas (drawn by B. Lopez),,68,53
236,3,6:52.0,W. Reed enters the game for T. Young,,68,53
237,3,6:52.0,B. Lopez makes free throw 1 of 1,,69,53
238,3,6:37.0,,Turnover by J. Thompson (bad pass; steal by B. Bogdanović),69,53
239,3,6:35.0,Turnover by B. Bogdanović (lost ball),,69,53
240,3,6:29.0,,K. Lowry makes 3-pt jump shot from 27 ft,69,56
241,3,6:13.0,B. Lopez makes 2-pt jump shot from 19 ft,,71,56
242,3,5:55.0,,N. Powell makes 3-pt jump shot from 26 ft (assist by J. Thompson),71,59
243,3,5:49.0,Offensive foul by D. Sloan (drawn by K. Lowry),,71,59
244,3,5:49.0,Turnover by D. Sloan (offensive foul),,71,59
245,3,5:49.0,Brooklyn full timeout,,71,59
246,3,5:38.0,,J. Thompson makes 2-pt jump shot from 21 ft (assist by K. Lowry),71,61
247,3,5:16.0,Turnover by B. Lopez (traveling),,71,61
248,3,5:11.0,,Shooting foul by D. Sloan (drawn by K. Lowry),71,61
249,3,5:11.0,,K. Lowry makes free throw 1 of 3,71,62
250,3,5:11.0,,K. Lowry makes free throw 2 of 3,71,63
251,3,5:11.0,,K. Lowry makes free throw 3 of 3,71,64
252,3,4:58.0,W. Reed makes 2-pt layup from 2 ft (assist by D. Sloan),,73,64
253,3,4:46.0,Offensive charge foul by J. Thompson (drawn by W. Reed),,73,64
254,3,4:46.0,,Turnover by J. Thompson (offensive foul),73,64
255,3,4:46.0,,B. Biyombo enters the game for J. Valančiūnas,73,64
256,3,4:25.0,D. Sloan misses 2-pt layup from 3 ft,,73,64
257,3,4:24.0,,Defensive rebound by N. Powell,73,64
258,3,4:18.0,,Personal foul by W. Ellington,73,64
259,3,4:18.0,,K. Lowry misses free throw 1 of 2,73,64
260,3,4:18.0,,Offensive rebound by Team,73,64
261,3,4:18.0,,K. Lowry makes free throw 2 of 2,73,65
262,3,4:03.0,Personal foul by B. Biyombo,,73,65
263,3,3:58.0,B. Lopez misses 2-pt jump shot from 14 ft,,73,65
264,3,3:57.0,,Defensive rebound by B. Biyombo,73,65
265,3,3:36.0,,D. DeRozan misses 2-pt jump shot from 21 ft,73,65
266,3,3:35.0,Defensive rebound by D. Sloan,,73,65
267,3,3:29.0,Turnover by B. Bogdanović (lost ball; steal by D. DeRozan),,73,65
268,3,3:23.0,,Shooting foul by D. Sloan (drawn by D. DeRozan),73,65
269,3,3:23.0,,D. DeRozan makes free throw 1 of 2,73,66
270,3,3:23.0,S. Larkin enters the game for D. Sloan,,73,66
271,3,3:23.0,M. Brown enters the game for B. Bogdanović,,73,66
272,3,3:23.0,,C. Joseph enters the game for N. Powell,73,66
273,3,3:23.0,,D. DeRozan makes free throw 2 of 2,73,67
274,3,3:08.0,B. Lopez makes 2-pt layup from 2 ft (assist by W. Reed),,75,67
275,3,3:08.0,Shooting foul by J. Thompson (drawn by B. Lopez),,75,67
276,3,3:08.0,B. Lopez makes free throw 1 of 1,,76,67
277,3,2:48.0,,K. Lowry makes 3-pt jump shot from 25 ft,76,70
278,3,2:20.0,B. Lopez makes 2-pt jump shot from 11 ft,,78,70
279,3,2:08.0,Violation by B. Lopez (kicked ball),,78,70
280,3,2:08.0,,P. Patterson enters the game for J. Thompson,78,70
281,3,2:08.0,S. Kilpatrick enters the game for W. Ellington,,78,70
282,3,2:02.0,,K. Lowry misses 3-pt jump shot from 27 ft,78,70
283,3,2:01.0,Defensive rebound by W. Reed,,78,70
284,3,1:45.0,M. Brown makes 2-pt jump shot from 16 ft,,80,70
285,3,1:32.0,,C. Joseph makes 2-pt layup from 1 ft (assist by P. Patterson),80,72
286,3,1:11.0,S. Kilpatrick misses 3-pt jump shot from 27 ft,,80,72
287,3,1:10.0,,Defensive rebound by B. Biyombo,80,72
288,3,0:59.0,,C. Joseph misses 2-pt jump shot from 10 ft,80,72
289,3,0:58.0,,Offensive rebound by C. Joseph,80,72
290,3,0:51.0,,P. Patterson misses 3-pt jump shot from 25 ft,80,72
291,3,0:51.0,,Offensive rebound by K. Lowry,80,72
292,3,0:50.0,,K. Lowry misses 2-pt layup from 3 ft,80,72
293,3,0:50.0,,Offensive rebound by B. Biyombo,80,72
294,3,0:48.0,,B. Biyombo makes 2-pt layup from 2 ft,80,74
295,3,0:32.0,Turnover by S. Kilpatrick (lost ball; steal by K. Lowry),,80,74
296,3,0:25.0,,D. DeRozan makes 2-pt layup from 2 ft (assist by B. Biyombo),80,76
297,3,0:05.0,Turnover by S. Larkin (bad pass; steal by D. DeRozan),,80,76
298,3,0:01.0,,Shooting foul by B. Lopez (drawn by D. DeRozan),80,76
299,3,0:01.0,,D. DeRozan makes free throw 1 of 2,80,77
300,3,0:01.0,T. Robinson enters the game for B. Lopez,,80,77
301,3,0:01.0,,D. DeRozan makes free throw 2 of 2,80,78
302,4,11:47.0,Turnover by M. Brown (bad pass; steal by B. Biyombo),,80,78
303,4,11:33.0,,P. Patterson makes 3-pt jump shot from 22 ft (assist by K. Lowry),80,81
304,4,11:16.0,S. Larkin misses 2-pt jump shot from 18 ft,,80,81
305,4,11:15.0,,Defensive rebound by B. Biyombo,80,81
306,4,11:11.0,,Turnover by K. Lowry (lost ball; steal by T. Robinson),80,81
307,4,11:05.0,S. Kilpatrick misses 3-pt jump shot from 24 ft,,80,81
308,4,11:05.0,,Defensive rebound by Team,80,81
309,4,11:05.0,Loose ball foul by T. Robinson,,80,81
310,4,11:05.0,Brooklyn full timeout,,80,81
311,4,10:52.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by C. Joseph),80,84
312,4,10:32.0,S. Kilpatrick misses 2-pt jump shot from 6 ft,,80,84
313,4,10:32.0,Offensive rebound by Team,,80,84
314,4,10:31.0,T. Young enters the game for W. Reed,,80,84
315,4,10:24.0,M. Brown makes 2-pt layup from 1 ft,,82,84
316,4,10:01.0,,K. Lowry makes 3-pt jump shot from 28 ft,82,87
317,4,9:46.0,Personal foul by T. Ross,,82,87
318,4,9:39.0,M. Brown misses 2-pt hook shot from 1 ft,,82,87
319,4,9:39.0,,Defensive rebound by P. Patterson,82,87
320,4,9:23.0,,B. Biyombo makes 2-pt dunk at rim (assist by P. Patterson),82,89
321,4,9:22.0,Brooklyn full timeout,,82,89
322,4,9:22.0,B. Lopez enters the game for M. Brown,,82,89
323,4,9:22.0,W. Ellington enters the game for T. Robinson,,82,89
324,4,9:03.0,B. Lopez misses 2-pt layup from 4 ft (block by B. Biyombo),,82,89
325,4,9:01.0,,Defensive rebound by B. Biyombo,82,89
326,4,8:51.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by K. Lowry),82,92
327,4,8:50.0,Brooklyn full timeout,,82,92
328,4,8:37.0,T. Young misses 2-pt hook shot from 4 ft,,82,92
329,4,8:36.0,,Defensive rebound by B. Biyombo,82,92
330,4,8:21.0,,P. Patterson makes 2-pt jump shot from 9 ft (assist by K. Lowry),82,94
331,4,8:04.0,S. Kilpatrick makes 2-pt layup from 2 ft (assist by T. Young),,84,94
332,4,7:50.0,,P. Patterson misses 2-pt layup from 2 ft (block by B. Lopez),84,94
333,4,7:50.0,,Offensive rebound by Team,84,94
334,4,7:50.0,D. Sloan enters the game for S. Larkin,,84,94
335,4,7:50.0,B. Bogdanović enters the game for S. Kilpatrick,,84,94
336,4,7:44.0,,T. Ross makes 2-pt jump shot from 10 ft (assist by C. Joseph),84,96
337,4,7:17.0,D. Sloan misses 2-pt jump shot from 15 ft (block by P. Patterson),,84,96
338,4,7:17.0,Offensive rebound by Team,,84,96
339,4,7:17.0,Turnover by Team (shot clock),,84,96
340,4,7:01.0,,Turnover by B. Biyombo (traveling),84,96
341,4,6:51.0,Turnover by D. Sloan (bad pass; steal by B. Biyombo),,84,96
342,4,6:46.0,,B. Biyombo makes 2-pt dunk at rim (assist by C. Joseph),84,98
343,4,6:45.0,Brooklyn full timeout,,84,98
344,4,6:23.0,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by B. Lopez),,87,98
345,4,6:08.0,,Personal foul by B. Lopez,87,98
346,4,6:08.0,,D. DeRozan enters the game for C. Joseph,87,98
347,4,5:58.0,,D. DeRozan misses 2-pt jump shot from 21 ft,87,98
348,4,5:58.0,Defensive rebound by B. Bogdanović,,87,98
349,4,5:47.0,W. Ellington makes 3-pt jump shot from 27 ft (assist by D. Sloan),,90,98
350,4,5:28.0,,K. Lowry misses 2-pt jump shot from 16 ft,90,98
351,4,5:27.0,,Offensive rebound by B. Biyombo,90,98
352,4,5:21.0,,T. Ross misses 2-pt jump shot from 17 ft,90,98
353,4,5:20.0,Defensive rebound by Team,,90,98
354,4,5:02.0,B. Lopez makes 2-pt hook shot from 4 ft,,92,98
355,4,4:39.0,,P. Patterson misses 3-pt jump shot from 24 ft,92,98
356,4,4:39.0,Defensive rebound by B. Lopez,,92,98
357,4,4:28.0,B. Bogdanović misses 2-pt jump shot from 9 ft,,92,98
358,4,4:27.0,,Defensive rebound by K. Lowry,92,98
359,4,4:22.0,,K. Lowry makes 2-pt layup from 1 ft,92,100
360,4,3:59.0,B. Lopez makes 2-pt hook shot from 5 ft,,94,100
361,4,3:59.0,Shooting foul by B. Biyombo (drawn by B. Lopez),,94,100
362,4,3:59.0,B. Lopez makes free throw 1 of 1,,95,100
363,4,3:53.0,,Toronto full timeout,95,100
364,4,3:36.0,,K. Lowry misses 3-pt jump shot from 26 ft,95,100
365,4,3:35.0,Defensive rebound by B. Bogdanović,,95,100
366,4,3:14.0,Shooting foul by B. Biyombo (drawn by B. Lopez),,95,100
367,4,3:14.0,B. Lopez makes free throw 1 of 2,,96,100
368,4,3:14.0,B. Lopez makes free throw 2 of 2,,97,100
369,4,2:58.0,,D. DeRozan misses 2-pt layup from 2 ft (block by B. Lopez),97,100
370,4,2:58.0,,Offensive rebound by Team,97,100
371,4,2:54.0,,D. DeRozan misses 2-pt jump shot from 14 ft,97,100
372,4,2:54.0,,Offensive rebound by D. DeRozan,97,100
373,4,2:41.0,,D. DeRozan makes 2-pt jump shot from 12 ft,97,102
374,4,2:15.0,T. Young makes 2-pt jump shot from 18 ft,,99,102
375,4,1:50.0,,K. Lowry misses 2-pt layup from 2 ft (block by B. Lopez),99,102
376,4,1:49.0,,Offensive rebound by B. Biyombo,99,102
377,4,1:47.0,,B. Biyombo misses 2-pt layup from 1 ft (block by T. Young),99,102
378,4,1:46.0,Defensive rebound by D. Sloan,,99,102
379,4,1:40.0,T. Young misses 2-pt layup from 3 ft,,99,102
380,4,1:40.0,,Defensive rebound by P. Patterson,99,102
381,4,1:36.0,,T. Ross misses 2-pt layup from 1 ft (block by B. Lopez),99,102
