,QUARTER,TIME_REMAINING,UTAH_ACTION,HOUSTON_ACTION,UTAH_SCORE,HOUSTON_SCORE
0,1,11:40.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),0,2
1,1,11:18.0,G. Hayward misses 3-pt jump shot from 23 ft,,0,2
2,1,11:18.0,,Defensive rebound by J. Harden,0,2
3,1,11:12.0,,J. Harden makes 2-pt layup from 1 ft,0,4
4,1,10:55.0,Turnover by R. Neto (step out of bounds),,0,4
5,1,10:38.0,,Turnover by C. Capela (3 sec),0,4
6,1,10:20.0,Turnover by T. Lyles (bad pass),,0,4
7,1,10:02.0,,T. Jones makes 2-pt hook shot from 4 ft,0,6
8,1,9:56.0,Turnover by R. Neto (lost ball; steal by P. Beverley),,0,6
9,1,9:46.0,,Turnover by T. Ariza (bad pass; steal by R. Neto),0,6
10,1,9:29.0,J. Withey makes 2-pt layup at rim (assist by R. Neto),,2,6
11,1,9:11.0,,J. Harden makes 2-pt layup at rim,2,8
12,1,8:51.0,R. Neto misses 3-pt jump shot from 24 ft,,2,8
13,1,8:50.0,,Defensive rebound by T. Jones,2,8
14,1,8:42.0,,J. Harden makes 2-pt jump shot from 16 ft,2,10
15,1,8:22.0,G. Hayward makes 2-pt jump shot from 6 ft,,4,10
16,1,8:22.0,Shooting block foul by C. Capela (drawn by G. Hayward),,4,10
17,1,8:22.0,G. Hayward misses free throw 1 of 1,,4,10
18,1,8:22.0,,Defensive rebound by C. Capela,4,10
19,1,8:07.0,,T. Ariza misses 2-pt jump shot from 17 ft,4,10
20,1,8:07.0,Defensive rebound by T. Lyles,,4,10
21,1,7:54.0,J. Withey makes 2-pt dunk at rim (assist by R. Neto),,6,10
22,1,7:39.0,,C. Capela misses 2-pt dunk at rim (block by J. Withey),6,10
23,1,7:38.0,Defensive rebound by T. Lyles,,6,10
24,1,7:24.0,J. Withey misses 2-pt layup at rim,,6,10
25,1,7:23.0,,Defensive rebound by T. Jones,6,10
26,1,7:18.0,,Shooting foul by R. Hood (drawn by J. Harden),6,10
27,1,7:18.0,,J. Harden misses free throw 1 of 2,6,10
28,1,7:18.0,,Offensive rebound by Team,6,10
29,1,7:18.0,,M. Harrell enters the game for C. Capela,6,10
30,1,7:18.0,,J. Terry enters the game for P. Beverley,6,10
31,1,7:18.0,R. Gobert enters the game for J. Withey,,6,10
32,1,7:18.0,,J. Harden makes free throw 2 of 2,6,11
33,1,7:03.0,T. Lyles misses 2-pt jump shot from 11 ft,,6,11
34,1,7:02.0,,Defensive rebound by J. Harden,6,11
35,1,6:56.0,Violation by T. Lyles (kicked ball),,6,11
36,1,6:40.0,,J. Harden misses 3-pt jump shot from 24 ft,6,11
37,1,6:39.0,Defensive rebound by T. Lyles,,6,11
38,1,6:31.0,T. Lyles misses 2-pt jump shot from 14 ft,,6,11
39,1,6:30.0,Offensive rebound by R. Gobert,,6,11
40,1,6:30.0,R. Gobert makes 2-pt layup at rim,,8,11
41,1,6:13.0,,Turnover by J. Terry (bad pass; steal by R. Hood),8,11
42,1,6:10.0,Shooting foul by J. Harden (drawn by R. Hood),,8,11
43,1,6:10.0,R. Hood makes free throw 1 of 2,,9,11
44,1,6:10.0,R. Hood makes free throw 2 of 2,,10,11
45,1,5:56.0,,Houston full timeout,10,11
46,1,5:46.0,,T. Jones misses 3-pt jump shot from 25 ft,10,11
