,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,ATLANTA_ACTION,OKLAHOMA CITY_SCORE,ATLANTA_SCORE
57,1,5:15.0,Turnover by R. Westbrook (bad pass; steal by T. Sefolosha),,9,20
58,1,5:05.0,,M. Muscala misses 2-pt jump shot from 18 ft,9,20
59,1,5:03.0,Defensive rebound by S. Adams,,9,20
60,1,4:55.0,S. Ibaka makes 2-pt jump shot from 19 ft (assist by K. Durant),,11,20
61,1,4:34.0,,J. Teague misses 3-pt jump shot from 24 ft,11,20
62,1,4:32.0,,Offensive rebound by P. Millsap,11,20
63,1,4:28.0,,M. Muscala makes 2-pt layup from 1 ft (assist by P. Millsap),11,22
64,1,4:17.0,S. Adams misses 2-pt layup from 1 ft (block by P. Millsap),,11,22
65,1,4:14.0,,Defensive rebound by K. Korver,11,22
66,1,3:59.0,,T. Sefolosha misses 2-pt layup from 1 ft,11,22
67,1,3:57.0,Defensive rebound by A. Roberson,,11,22
68,1,3:49.0,Turnover by K. Durant (lost ball; steal by M. Muscala),,11,22
69,1,3:44.0,,T. Sefolosha misses 2-pt layup from 2 ft,11,22
70,1,3:42.0,Defensive rebound by R. Westbrook,,11,22
71,1,3:38.0,Turnover by R. Westbrook (lost ball; steal by M. Muscala),,11,22
72,1,3:38.0,,Turnover by J. Teague (bad pass),11,22
73,1,3:38.0,D. Waiters enters the game for S. Adams,,11,22
74,1,3:38.0,E. Freedom enters the game for A. Roberson,,11,22
75,1,3:38.0,,K. Bazemore enters the game for K. Korver,11,22
76,1,3:22.0,E. Freedom misses 2-pt jump shot from 10 ft,,11,22
77,1,3:20.0,,Defensive rebound by P. Millsap,11,22
78,1,3:07.0,,P. Millsap makes 2-pt layup from 1 ft (assist by J. Teague),11,24
79,1,2:55.0,Shooting foul by M. Muscala (drawn by R. Westbrook),,11,24
80,1,2:55.0,,Atlanta full timeout,11,24
81,1,2:55.0,N. Collison enters the game for S. Ibaka,,11,24
82,1,2:55.0,R. Westbrook makes free throw 1 of 2,,12,24
83,1,2:55.0,R. Westbrook makes free throw 2 of 2,,13,24
84,1,2:44.0,,P. Millsap makes 2-pt layup at rim (assist by K. Bazemore),13,26
85,1,2:32.0,R. Westbrook makes 2-pt layup from 1 ft,,15,26
86,1,2:23.0,,M. Muscala misses 3-pt jump shot from 24 ft,15,26
87,1,2:21.0,Defensive rebound by D. Waiters,,15,26
88,1,2:13.0,D. Augustin enters the game for R. Westbrook,,15,26
89,1,2:13.0,,D. Schröder enters the game for J. Teague,15,26
90,1,2:13.0,,A. Horford enters the game for P. Millsap,15,26
91,1,2:07.0,K. Durant makes 2-pt layup at rim (assist by N. Collison),,17,26
92,1,1:44.0,,Turnover by D. Schröder (lost ball; steal by D. Waiters),17,26
93,1,1:40.0,Shooting foul by K. Bazemore (drawn by D. Waiters),,17,26
94,1,1:40.0,D. Waiters makes free throw 1 of 2,,18,26
95,1,1:40.0,A. Morrow enters the game for K. Durant,,18,26
96,1,1:40.0,,L. Patterson enters the game for T. Sefolosha,18,26
97,1,1:40.0,D. Waiters misses free throw 2 of 2,,18,26
98,1,1:38.0,,Defensive rebound by A. Horford,18,26
99,1,1:17.0,,K. Bazemore misses 2-pt layup from 1 ft,18,26
100,1,1:15.0,Defensive rebound by E. Freedom,,18,26
101,1,1:07.0,D. Waiters misses 2-pt jump shot from 17 ft,,18,26
102,1,1:05.0,Offensive rebound by N. Collison,,18,26
103,1,1:01.0,A. Morrow makes 3-pt jump shot from 24 ft (assist by D. Waiters),,21,26
104,1,0:37.0,,M. Muscala makes 2-pt hook shot from 5 ft (assist by L. Patterson),21,28
105,1,0:15.0,A. Morrow misses 2-pt jump shot from 12 ft,,21,28
106,1,0:13.0,,Defensive rebound by Team,21,28
107,1,0:06.0,,Personal take foul by D. Augustin (drawn by D. Schröder),21,28
108,1,0:06.0,,K. Korver enters the game for M. Muscala,21,28
109,1,0:06.0,A. Roberson enters the game for A. Morrow,,21,28
110,1,0:00.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by D. Schröder),21,31
111,2,11:35.0,N. Collison misses 2-pt jump shot from 18 ft (block by A. Horford),,21,31
112,2,11:35.0,Offensive rebound by Team,,21,31
113,2,11:35.0,Turnover by Team (shot clock),,21,31
114,2,11:26.0,,Personal foul by N. Collison (drawn by K. Bazemore),21,31
115,2,11:20.0,,K. Korver misses 2-pt jump shot from 17 ft,21,31
116,2,11:18.0,Defensive rebound by D. Waiters,,21,31
117,2,11:12.0,D. Waiters misses 2-pt jump shot from 5 ft (block by K. Bazemore),,21,31
118,2,11:12.0,Offensive rebound by Team,,21,31
119,2,11:12.0,,M. Scott enters the game for M. Muscala,21,31
120,2,11:03.0,Turnover by N. Collison (bad pass; steal by D. Schröder),,21,31
121,2,10:56.0,,M. Scott makes 2-pt layup at rim (assist by D. Schröder),21,33
122,2,10:37.0,A. Morrow makes 3-pt jump shot from 23 ft (assist by D. Waiters),,24,33
123,2,10:18.0,,M. Scott misses 3-pt jump shot from 24 ft,24,33
124,2,10:17.0,Defensive rebound by E. Freedom,,24,33
125,2,10:01.0,A. Morrow misses 2-pt jump shot from 14 ft,,24,33
126,2,9:59.0,,Defensive rebound by K. Bazemore,24,33
127,2,9:49.0,,K. Korver misses 3-pt jump shot from 24 ft,24,33
128,2,9:48.0,Defensive rebound by E. Freedom,,24,33
129,2,9:34.0,Turnover by N. Collison (traveling),,24,33
130,2,9:24.0,,A. Horford misses 2-pt jump shot from 16 ft,24,33
131,2,9:23.0,Defensive rebound by D. Waiters,,24,33
132,2,9:13.0,D. Augustin misses 3-pt jump shot from 24 ft,,24,33
133,2,9:12.0,,Defensive rebound by A. Horford,24,33
134,2,8:58.0,,D. Schröder misses 2-pt layup from 2 ft,24,33
135,2,8:56.0,,Offensive rebound by M. Scott,24,33
136,2,8:53.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by M. Scott),24,36
137,2,8:30.0,E. Freedom makes 2-pt layup at rim (assist by D. Waiters),,26,36
138,2,8:08.0,,D. Schröder misses 3-pt jump shot from 24 ft,26,36
139,2,8:07.0,Defensive rebound by D. Waiters,,26,36
140,2,7:56.0,D. Waiters misses 2-pt jump shot from 17 ft,,26,36
141,2,7:55.0,,Defensive rebound by A. Horford,26,36
142,2,7:49.0,,Shooting foul by N. Collison (drawn by M. Scott),26,36
143,2,7:49.0,Official timeout,,26,36
144,2,7:49.0,R. Westbrook enters the game for E. Freedom,,26,36
145,2,7:49.0,S. Ibaka enters the game for N. Collison,,26,36
146,2,7:49.0,K. Durant enters the game for D. Augustin,,26,36
147,2,7:49.0,,T. Sefolosha enters the game for K. Bazemore,26,36
148,2,7:49.0,,M. Scott misses free throw 1 of 2,26,36
149,2,7:49.0,,Offensive rebound by Team,26,36
150,2,7:49.0,,M. Scott makes free throw 2 of 2,26,37
151,2,7:29.0,S. Ibaka makes 2-pt jump shot from 20 ft,,28,37
152,2,7:09.0,,A. Horford makes 2-pt jump shot from 17 ft,28,39
153,2,6:49.0,S. Ibaka misses 2-pt layup from 1 ft,,28,39
154,2,6:48.0,,Defensive rebound by T. Sefolosha,28,39
155,2,6:41.0,,K. Korver misses 3-pt jump shot from 24 ft,28,39
156,2,6:39.0,,Offensive rebound by A. Horford,28,39
157,2,6:26.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,28,39
158,2,6:25.0,Defensive rebound by K. Durant,,28,39
159,2,6:19.0,Shooting foul by A. Horford (drawn by R. Westbrook),,28,39
160,2,6:19.0,R. Westbrook makes free throw 1 of 2,,29,39
161,2,6:19.0,,P. Millsap enters the game for A. Horford,29,39
162,2,6:19.0,A. Roberson enters the game for A. Morrow,,29,39
163,2,6:19.0,R. Westbrook makes free throw 2 of 2,,30,39
164,2,6:05.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by P. Millsap),30,42
165,2,5:52.0,S. Ibaka makes 2-pt jump shot from 18 ft (assist by R. Westbrook),,32,42
166,2,5:38.0,,Personal foul by A. Roberson (drawn by K. Korver),32,42
167,2,5:38.0,,Atlanta full timeout,32,42
168,2,5:38.0,,J. Teague enters the game for D. Schröder,32,42
169,2,5:38.0,,M. Muscala enters the game for M. Scott,32,42
170,2,5:31.0,,P. Millsap makes 2-pt jump shot from 12 ft (assist by K. Korver),32,44
171,2,5:13.0,K. Durant misses 2-pt jump shot from 15 ft,,32,44
172,2,5:12.0,,Defensive rebound by M. Muscala,32,44
173,2,4:48.0,,P. Millsap misses 2-pt hook shot from 6 ft,32,44
174,2,4:46.0,,Offensive rebound by P. Millsap,32,44
175,2,4:46.0,,Atlanta full timeout,32,44
176,2,4:46.0,,K. Bazemore enters the game for K. Korver,32,44
177,2,4:37.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by P. Millsap),32,46
178,2,4:22.0,R. Westbrook makes 2-pt jump shot from 7 ft,,34,46
179,2,4:01.0,,Turnover by J. Teague (lost ball; steal by D. Waiters),34,46
180,2,3:53.0,A. Roberson misses 3-pt jump shot from 23 ft,,34,46
181,2,3:51.0,,Defensive rebound by M. Muscala,34,46
182,2,3:44.0,,Shooting foul by A. Roberson (drawn by P. Millsap),34,46
183,2,3:44.0,,P. Millsap makes free throw 1 of 2,34,47
184,2,3:44.0,A. Morrow enters the game for A. Roberson,,34,47
185,2,3:44.0,,P. Millsap misses free throw 2 of 2,34,47
186,2,3:43.0,Defensive rebound by K. Durant,,34,47
187,2,3:36.0,A. Morrow misses 3-pt jump shot from 23 ft,,34,47
188,2,3:35.0,,Defensive rebound by J. Teague,34,47
189,2,3:32.0,Technical foul by A. Roberson,,34,47
190,2,3:32.0,,J. Teague makes technical free throw,34,48
191,2,3:26.0,Violation by K. Durant (kicked ball),,34,48
192,2,3:21.0,,Shooting foul by D. Waiters (drawn by P. Millsap),34,48
193,2,3:21.0,,P. Millsap makes free throw 1 of 2,34,49
194,2,3:21.0,,P. Millsap makes free throw 2 of 2,34,50
195,2,3:13.0,R. Westbrook misses 2-pt layup from 1 ft,,34,50
196,2,3:11.0,,Defensive rebound by K. Bazemore,34,50
197,2,3:04.0,,K. Bazemore misses 2-pt jump shot from 16 ft,34,50
198,2,3:03.0,Defensive rebound by A. Morrow,,34,50
199,2,2:54.0,S. Ibaka makes 2-pt jump shot from 4 ft,,36,50
200,2,2:54.0,Shooting foul by M. Muscala (drawn by S. Ibaka),,36,50
201,2,2:54.0,Oklahoma City full timeout,,36,50
202,2,2:54.0,S. Ibaka makes free throw 1 of 1,,37,50
203,2,2:40.0,,Turnover by M. Muscala (bad pass; steal by R. Westbrook),37,50
204,2,2:34.0,K. Durant makes 2-pt jump shot from 3 ft (assist by R. Westbrook),,39,50
205,2,2:28.0,,Turnover by J. Teague (bad pass; steal by R. Westbrook),39,50
206,2,2:22.0,K. Durant misses 2-pt layup from 1 ft,,39,50
207,2,2:20.0,,Defensive rebound by M. Muscala,39,50
208,2,2:10.0,,K. Bazemore makes 3-pt jump shot from 22 ft (assist by T. Sefolosha),39,53
209,2,1:53.0,Shooting foul by T. Sefolosha (drawn by K. Durant),,39,53
210,2,1:53.0,K. Durant makes free throw 1 of 3,,40,53
211,2,1:53.0,K. Durant makes free throw 2 of 3,,41,53
212,2,1:53.0,,A. Horford enters the game for M. Muscala,41,53
213,2,1:53.0,K. Durant makes free throw 3 of 3,,42,53
214,2,1:31.0,,A. Horford misses 2-pt jump shot from 5 ft (block by S. Ibaka),42,53
215,2,1:29.0,,Offensive rebound by A. Horford,42,53
216,2,1:28.0,,A. Horford misses 2-pt jump shot from 12 ft,42,53
217,2,1:28.0,,Offensive rebound by Team,42,53
218,2,1:28.0,,Turnover by Team (shot clock),42,53
219,2,1:28.0,,K. Korver enters the game for K. Bazemore,42,53
220,2,1:17.0,S. Ibaka makes 2-pt dunk at rim (assist by R. Westbrook),,44,53
221,2,1:01.0,,P. Millsap misses 2-pt layup from 1 ft (block by S. Ibaka),44,53
222,2,1:00.0,Defensive rebound by R. Westbrook,,44,53
223,2,0:59.0,Personal foul by T. Sefolosha (drawn by R. Westbrook),,44,53
224,2,0:59.0,R. Westbrook makes free throw 1 of 2,,45,53
225,2,0:59.0,,K. Bazemore enters the game for T. Sefolosha,45,53
226,2,0:59.0,R. Westbrook makes free throw 2 of 2,,46,53
227,2,0:45.0,,K. Bazemore misses 3-pt jump shot from 23 ft,46,53
228,2,0:42.0,Defensive rebound by R. Westbrook,,46,53
229,2,0:38.0,R. Westbrook makes 2-pt layup from 1 ft,,48,53
230,2,0:38.0,Shooting foul by J. Teague (drawn by R. Westbrook),,48,53
231,2,0:38.0,R. Westbrook makes free throw 1 of 1,,49,53
232,2,0:26.0,,J. Teague misses 2-pt jump shot from 7 ft,49,53
233,2,0:25.0,Defensive rebound by K. Durant,,49,53
234,2,0:20.0,A. Morrow makes 3-pt jump shot from 23 ft (assist by K. Durant),,52,53
235,2,0:01.0,,Turnover by J. Teague (lost ball; steal by K. Durant),52,53
236,3,11:49.0,K. Durant misses 2-pt jump shot from 16 ft,,52,53
237,3,11:46.0,,Defensive rebound by T. Sefolosha,52,53
238,3,11:27.0,,A. Horford makes 2-pt jump shot from 18 ft,52,55
239,3,11:14.0,R. Westbrook misses 2-pt jump shot from 17 ft,,52,55
240,3,11:13.0,,Defensive rebound by P. Millsap,52,55
241,3,10:48.0,,J. Teague makes 2-pt jump shot from 8 ft,52,57
242,3,10:28.0,S. Ibaka misses 2-pt jump shot from 18 ft,,52,57
243,3,10:27.0,,Defensive rebound by T. Sefolosha,52,57
244,3,10:13.0,,J. Teague makes 3-pt jump shot from 24 ft,52,60
245,3,10:12.0,Oklahoma City full timeout,,52,60
246,3,9:53.0,A. Roberson misses 2-pt jump shot from 4 ft (block by P. Millsap),,52,60
247,3,9:52.0,,Defensive rebound by P. Millsap,52,60
248,3,9:45.0,,J. Teague makes 2-pt jump shot from 4 ft,52,62
249,3,9:29.0,S. Ibaka makes 2-pt jump shot from 17 ft (assist by K. Durant),,54,62
250,3,9:07.0,,J. Teague misses 2-pt layup from 1 ft,54,62
251,3,9:06.0,Defensive rebound by K. Durant,,54,62
252,3,8:54.0,R. Westbrook misses 3-pt jump shot from 25 ft,,54,62
253,3,8:52.0,,Defensive rebound by P. Millsap,54,62
254,3,8:41.0,,P. Millsap misses 2-pt layup from 1 ft,54,62
255,3,8:40.0,Defensive rebound by R. Westbrook,,54,62
256,3,8:33.0,A. Roberson makes 2-pt layup from 1 ft (assist by R. Westbrook),,56,62
257,3,8:15.0,,P. Millsap misses 2-pt jump shot from 17 ft,56,62
258,3,8:14.0,Defensive rebound by S. Adams,,56,62
259,3,8:02.0,K. Durant makes 2-pt jump shot from 11 ft,,58,62
260,3,7:48.0,D. Waiters enters the game for A. Roberson,,58,62
261,3,7:37.0,,Turnover by Team (shot clock),58,62
262,3,7:27.0,Turnover by R. Westbrook (bad pass; steal by A. Horford),,58,62
263,3,7:19.0,,K. Korver misses 3-pt jump shot from 25 ft,58,62
264,3,7:17.0,,Offensive rebound by P. Millsap,58,62
265,3,7:13.0,,Turnover by P. Millsap (traveling),58,62
266,3,6:59.0,Shooting foul by J. Teague (drawn by K. Durant),,58,62
267,3,6:59.0,K. Durant makes free throw 1 of 2,,59,62
268,3,6:59.0,K. Durant makes free throw 2 of 2,,60,62
269,3,6:38.0,,P. Millsap makes 2-pt layup from 1 ft (assist by T. Sefolosha),60,64
270,3,6:18.0,R. Westbrook misses 2-pt jump shot from 9 ft,,60,64
271,3,6:17.0,,Defensive rebound by Team,60,64
272,3,6:17.0,,M. Muscala enters the game for A. Horford,60,64
273,3,6:17.0,E. Freedom enters the game for S. Adams,,60,64
274,3,6:08.0,,K. Korver misses 3-pt jump shot from 24 ft,60,64
275,3,6:06.0,,Offensive rebound by M. Muscala,60,64
276,3,6:02.0,,T. Sefolosha misses 3-pt jump shot from 24 ft,60,64
277,3,6:00.0,Defensive rebound by S. Ibaka,,60,64
278,3,5:53.0,Turnover by K. Durant (lost ball; steal by T. Sefolosha),,60,64
279,3,5:48.0,,T. Sefolosha misses 2-pt layup at rim (block by S. Ibaka),60,64
280,3,5:46.0,,Offensive rebound by K. Korver,60,64
281,3,5:42.0,,J. Teague makes 3-pt jump shot from 24 ft (assist by T. Sefolosha),60,67
282,3,5:19.0,Personal foul by J. Teague (drawn by R. Westbrook),,60,67
283,3,5:19.0,,K. Bazemore enters the game for K. Korver,60,67
284,3,5:14.0,K. Durant makes 3-pt jump shot from 25 ft,,63,67
285,3,5:00.0,,Personal foul by D. Waiters (drawn by K. Bazemore),63,67
286,3,4:49.0,,J. Teague misses 2-pt jump shot from 7 ft,63,67
287,3,4:47.0,Defensive rebound by D. Waiters,,63,67
288,3,4:40.0,D. Waiters misses 2-pt layup from 1 ft,,63,67
289,3,4:39.0,Offensive rebound by E. Freedom,,63,67
290,3,4:39.0,E. Freedom misses 2-pt layup at rim,,63,67
291,3,4:37.0,Offensive rebound by D. Waiters,,63,67
292,3,4:32.0,S. Ibaka misses 2-pt hook shot from 7 ft,,63,67
293,3,4:30.0,,Defensive rebound by M. Muscala,63,67
294,3,4:22.0,,Turnover by P. Millsap (lost ball; steal by S. Ibaka),63,67
295,3,4:15.0,R. Westbrook misses 2-pt layup from 1 ft,,63,67
296,3,4:14.0,Offensive rebound by R. Westbrook,,63,67
297,3,4:14.0,Shooting foul by J. Teague (drawn by R. Westbrook),,63,67
298,3,4:14.0,R. Westbrook makes free throw 1 of 2,,64,67
299,3,4:14.0,N. Collison enters the game for S. Ibaka,,64,67
300,3,4:14.0,,D. Schröder enters the game for J. Teague,64,67
301,3,4:14.0,,Atlanta full timeout,64,67
302,3,4:14.0,R. Westbrook makes free throw 2 of 2,,65,67
303,3,3:56.0,,K. Bazemore makes 2-pt layup from 1 ft,65,69
304,3,3:43.0,Turnover by N. Collison (lost ball; steal by P. Millsap),,65,69
305,3,3:40.0,,Shooting foul by N. Collison (drawn by P. Millsap),65,69
306,3,3:40.0,,P. Millsap makes free throw 1 of 2,65,70
307,3,3:40.0,,P. Millsap makes free throw 2 of 2,65,71
308,3,3:30.0,R. Westbrook misses 2-pt layup from 1 ft (block by P. Millsap),,65,71
309,3,3:27.0,Offensive rebound by E. Freedom,,65,71
310,3,3:27.0,E. Freedom makes 2-pt layup at rim,,67,71
311,3,3:13.0,,P. Millsap misses 2-pt jump shot from 9 ft,67,71
312,3,3:11.0,Defensive rebound by R. Westbrook,,67,71
313,3,3:09.0,,Offensive charge foul by R. Westbrook (drawn by D. Schröder),67,71
314,3,3:09.0,Turnover by R. Westbrook (offensive foul),,67,71
315,3,3:09.0,D. Augustin enters the game for R. Westbrook,,67,71
316,3,2:47.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by T. Sefolosha),67,74
317,3,2:32.0,K. Durant makes 3-pt jump shot from 24 ft (assist by D. Augustin),,70,74
318,3,2:14.0,,D. Schröder makes 3-pt jump shot from 25 ft,70,77
319,3,1:58.0,K. Durant misses 2-pt jump shot from 6 ft,,70,77
320,3,1:57.0,,Defensive rebound by Team,70,77
321,3,1:49.0,,D. Schröder misses 3-pt jump shot from 24 ft,70,77
322,3,1:48.0,Defensive rebound by K. Durant,,70,77
323,3,1:29.0,D. Waiters misses 2-pt jump shot from 10 ft,,70,77
324,3,1:27.0,Offensive rebound by E. Freedom,,70,77
325,3,1:27.0,E. Freedom misses 2-pt layup at rim,,70,77
326,3,1:27.0,Offensive rebound by E. Freedom,,70,77
327,3,1:27.0,E. Freedom misses 2-pt layup at rim,,70,77
328,3,1:25.0,Offensive rebound by E. Freedom,,70,77
329,3,1:25.0,E. Freedom makes 2-pt layup at rim,,72,77
330,3,1:15.0,,Personal foul by D. Waiters (drawn by D. Schröder),72,77
331,3,1:15.0,,A. Horford enters the game for P. Millsap,72,77
332,3,1:06.0,,A. Horford misses 2-pt jump shot from 18 ft,72,77
333,3,1:03.0,Defensive rebound by E. Freedom,,72,77
334,3,0:57.0,N. Collison misses 2-pt jump shot from 20 ft,,72,77
335,3,0:52.0,Offensive rebound by E. Freedom,,72,77
336,3,0:42.0,D. Waiters misses 3-pt jump shot from 23 ft,,72,77
337,3,0:41.0,,Defensive rebound by A. Horford,72,77
338,3,0:32.0,,A. Horford misses 3-pt jump shot from 24 ft,72,77
339,3,0:31.0,,Offensive rebound by M. Muscala,72,77
340,3,0:31.0,,M. Muscala makes 2-pt layup at rim,72,79
341,3,0:16.0,Personal foul by T. Sefolosha (drawn by K. Durant),,72,79
342,3,0:01.0,N. Collison makes 2-pt jump shot from 20 ft (assist by K. Durant),,74,79
343,4,11:51.0,,D. Schröder makes 2-pt dunk at rim,74,81
344,4,11:24.0,D. Augustin misses 2-pt layup from 1 ft,,74,81
345,4,11:23.0,Offensive rebound by Team,,74,81
346,4,11:23.0,Turnover by Team (shot clock),,74,81
347,4,11:10.0,,K. Korver misses 2-pt jump shot from 17 ft,74,81
348,4,11:07.0,Defensive rebound by N. Collison,,74,81
349,4,10:58.0,A. Morrow misses 2-pt jump shot from 13 ft,,74,81
350,4,10:56.0,Offensive rebound by D. Augustin,,74,81
351,4,10:42.0,A. Morrow misses 2-pt jump shot from 11 ft,,74,81
352,4,10:40.0,Offensive rebound by N. Collison,,74,81
353,4,10:25.0,A. Morrow misses 2-pt layup at rim (block by K. Bazemore),,74,81
354,4,10:23.0,,Defensive rebound by D. Schröder,74,81
355,4,10:22.0,,Shooting foul by N. Collison (drawn by M. Scott),74,81
356,4,10:22.0,,M. Scott makes free throw 1 of 2,74,82
357,4,10:22.0,S. Ibaka enters the game for N. Collison,,74,82
358,4,10:22.0,A. Roberson enters the game for E. Freedom,,74,82
359,4,10:22.0,,M. Scott makes free throw 2 of 2,74,83
360,4,10:07.0,Def 3 sec tech foul by M. Scott,,74,83
361,4,10:07.0,A. Morrow makes technical free throw,,75,83
362,4,9:55.0,A. Morrow misses 3-pt jump shot from 24 ft,,75,83
363,4,9:53.0,Offensive rebound by S. Ibaka,,75,83
364,4,9:41.0,A. Morrow misses 2-pt jump shot from 11 ft (block by A. Horford),,75,83
365,4,9:40.0,Offensive rebound by Team,,75,83
366,4,9:37.0,D. Waiters misses 2-pt jump shot from 20 ft,,75,83
367,4,9:36.0,,Defensive rebound by M. Scott,75,83
368,4,9:30.0,,Personal foul by A. Roberson (drawn by D. Schröder),75,83
369,4,9:30.0,R. Westbrook enters the game for D. Waiters,,75,83
370,4,9:30.0,K. Durant enters the game for A. Roberson,,75,83
371,4,9:30.0,,T. Sefolosha enters the game for K. Bazemore,75,83
372,4,9:30.0,D. Waiters enters the game for D. Augustin,,75,83
373,4,9:22.0,,K. Korver misses 3-pt jump shot from 25 ft,75,83
374,4,9:21.0,Defensive rebound by K. Durant,,75,83
375,4,9:15.0,A. Morrow misses 3-pt jump shot from 25 ft,,75,83
376,4,9:13.0,,Defensive rebound by T. Sefolosha,75,83
377,4,9:00.0,,A. Horford misses 2-pt jump shot from 11 ft (block by K. Durant),75,83
378,4,8:58.0,Defensive rebound by S. Ibaka,,75,83
379,4,8:51.0,R. Westbrook makes 2-pt layup at rim (assist by K. Durant),,77,83
380,4,8:27.0,,D. Schröder misses 2-pt layup from 1 ft (block by K. Durant),77,83
381,4,8:26.0,Defensive rebound by R. Westbrook,,77,83
382,4,8:19.0,Personal foul by D. Schröder (drawn by K. Durant),,77,83
383,4,8:19.0,Official timeout,,77,83
384,4,8:19.0,,J. Teague enters the game for D. Schröder,77,83
385,4,8:19.0,,P. Millsap enters the game for M. Scott,77,83
