,QUARTER,TIME_REMAINING,CHICAGO_ACTION,CHARLOTTE_ACTION,CHICAGO_SCORE,CHARLOTTE_SCORE
203,2,2:29.0,,M. Williams misses 2-pt jump shot from 6 ft,39,54
204,2,2:28.0,Defensive rebound by P. Gasol,,39,54
205,2,2:23.0,K. Hinrich misses 3-pt jump shot from 25 ft,,39,54
206,2,2:20.0,Offensive rebound by T. Gibson,,39,54
207,2,2:20.0,T. Gibson misses 2-pt layup from 1 ft (block by M. Kidd-Gilchrist),,39,54
208,2,2:20.0,,Defensive rebound by Team,39,54
209,2,2:05.0,,K. Walker misses 3-pt jump shot from 24 ft,39,54
210,2,2:03.0,Defensive rebound by Team,,39,54
211,2,1:41.0,T. Gibson misses 2-pt jump shot from 8 ft,,39,54
212,2,1:39.0,,Defensive rebound by N. Batum,39,54
213,2,1:36.0,,Turnover by N. Batum (bad pass; steal by P. Gasol),39,54
214,2,1:29.0,E. Moore misses 3-pt jump shot from 23 ft,,39,54
215,2,1:27.0,,Defensive rebound by M. Williams,39,54
216,2,1:05.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by N. Batum),39,57
217,2,0:46.0,K. Hinrich misses 3-pt jump shot from 23 ft,,39,57
218,2,0:45.0,,Defensive rebound by M. Kidd-Gilchrist,39,57
219,2,0:37.0,,M. Williams misses 3-pt jump shot from 28 ft,39,57
220,2,0:36.0,Defensive rebound by E. Moore,,39,57
221,2,0:29.0,M. Dunleavy misses 2-pt jump shot from 20 ft,,39,57
222,2,0:28.0,,Defensive rebound by M. Kidd-Gilchrist,39,57
223,2,0:07.0,,K. Walker misses 3-pt jump shot from 25 ft,39,57
224,2,0:05.0,Defensive rebound by T. Gibson,,39,57
225,2,0:00.0,P. Gasol makes 3-pt jump shot from 25 ft (assist by M. Dunleavy),,42,57
226,3,11:46.0,Turnover by M. Dunleavy (bad pass; steal by K. Walker),,42,57
227,3,11:41.0,,N. Batum makes 2-pt layup at rim (assist by K. Walker),42,59
228,3,11:19.0,K. Hinrich misses 3-pt jump shot from 26 ft,,42,59
229,3,11:18.0,,Defensive rebound by C. Zeller,42,59
230,3,10:59.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),42,62
231,3,10:43.0,P. Gasol makes 2-pt jump shot from 16 ft (assist by K. Hinrich),,44,62
232,3,10:22.0,,M. Williams misses 3-pt jump shot from 25 ft,44,62
233,3,10:21.0,Defensive rebound by M. Dunleavy,,44,62
234,3,10:06.0,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by P. Gasol),,47,62
235,3,9:45.0,,Offensive foul by K. Walker (drawn by E. Moore),47,62
236,3,9:45.0,,Turnover by K. Walker (offensive foul),47,62
237,3,9:32.0,Turnover by P. Gasol (bad pass; steal by M. Williams),,47,62
238,3,9:29.0,,Turnover by N. Batum (bad pass),47,62
239,3,9:06.0,K. Hinrich misses 2-pt jump shot from 18 ft,,47,62
240,3,9:04.0,,Defensive rebound by N. Batum,47,62
241,3,8:49.0,,N. Batum makes 3-pt jump shot from 27 ft,47,65
242,3,8:34.0,T. Gibson makes 2-pt layup at rim (assist by P. Gasol),,49,65
243,3,8:22.0,,K. Walker misses 3-pt jump shot from 25 ft,49,65
244,3,8:21.0,Defensive rebound by P. Gasol,,49,65
245,3,7:59.0,M. Dunleavy makes 2-pt layup from 1 ft (assist by E. Moore),,51,65
246,3,7:49.0,,Personal foul by T. Gibson (drawn by M. Williams),51,65
247,3,7:49.0,D. McDermott enters the game for M. Dunleavy,,51,65
248,3,7:40.0,,Turnover by C. Zeller (lost ball; steal by K. Hinrich),51,65
249,3,7:33.0,K. Hinrich misses 2-pt layup from 1 ft (block by M. Williams),,51,65
250,3,7:32.0,Offensive rebound by P. Gasol,,51,65
251,3,7:28.0,D. McDermott misses 2-pt layup from 1 ft,,51,65
252,3,7:27.0,,Defensive rebound by C. Zeller,51,65
253,3,7:27.0,,Clear path foul by E. Moore,51,65
254,3,7:27.0,,K. Walker makes clear path free throw 1 of 2,51,66
255,3,7:27.0,,K. Walker misses clear path free throw 2 of 2,51,66
256,3,7:22.0,,Offensive rebound by C. Zeller,51,66
257,3,7:22.0,,Turnover by C. Zeller (lost ball),51,66
258,3,7:12.0,P. Gasol misses 3-pt jump shot from 23 ft,,51,66
259,3,7:11.0,,Defensive rebound by N. Batum,51,66
260,3,6:54.0,,N. Batum misses 2-pt jump shot from 16 ft,51,66
261,3,6:53.0,Defensive rebound by T. Gibson,,51,66
262,3,6:38.0,T. Gibson misses 2-pt dunk at rim (block by M. Kidd-Gilchrist),,51,66
263,3,6:36.0,,Defensive rebound by M. Williams,51,66
264,3,6:34.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by E. Moore),51,66
265,3,6:31.0,,Offensive rebound by K. Walker,51,66
266,3,6:31.0,,K. Walker makes 2-pt layup from 1 ft,51,68
267,3,6:16.0,T. Gibson misses 2-pt layup from 1 ft (block by C. Zeller),,51,68
268,3,6:14.0,,Defensive rebound by C. Zeller,51,68
269,3,6:14.0,,Personal foul by K. Hinrich (drawn by K. Walker),51,68
270,3,6:14.0,B. Portis enters the game for T. Gibson,,51,68
271,3,6:08.0,,K. Walker makes 2-pt jump shot from 6 ft,51,70
272,3,5:48.0,B. Portis misses 2-pt jump shot from 15 ft,,51,70
273,3,5:47.0,,Defensive rebound by C. Zeller,51,70
274,3,5:33.0,,K. Walker misses 3-pt jump shot from 23 ft,51,70
275,3,5:31.0,,Offensive rebound by M. Kidd-Gilchrist,51,70
276,3,5:22.0,,C. Zeller makes 3-pt jump shot from 23 ft (assist by N. Batum),51,73
277,3,5:21.0,Chicago full timeout,,51,73
278,3,5:21.0,A. Brooks enters the game for K. Hinrich,,51,73
279,3,5:02.0,E. Moore misses 2-pt jump shot from 10 ft,,51,73
280,3,4:59.0,Offensive rebound by P. Gasol,,51,73
281,3,4:59.0,P. Gasol makes 2-pt layup at rim,,53,73
282,3,4:33.0,,M. Kidd-Gilchrist makes 3-pt jump shot from 24 ft (assist by K. Walker),53,76
283,3,4:15.0,E. Moore misses 2-pt jump shot from 11 ft,,53,76
284,3,4:14.0,,Defensive rebound by M. Williams,53,76
285,3,4:08.0,,Personal foul by B. Portis (drawn by M. Williams),53,76
286,3,4:08.0,T. Snell enters the game for E. Moore,,53,76
287,3,4:03.0,,Turnover by K. Walker (lost ball; steal by P. Gasol),53,76
288,3,3:47.0,B. Portis misses 2-pt layup from 2 ft (block by C. Zeller),,53,76
289,3,3:46.0,,Defensive rebound by C. Zeller,53,76
290,3,3:42.0,,Personal foul by A. Brooks (drawn by M. Kidd-Gilchrist),53,76
291,3,3:42.0,,M. Kidd-Gilchrist makes free throw 1 of 2,53,77
292,3,3:42.0,,M. Kidd-Gilchrist makes free throw 2 of 2,53,78
293,3,3:32.0,A. Brooks makes 2-pt jump shot from 14 ft,,55,78
294,3,3:23.0,,Turnover by C. Zeller (offensive foul),55,78
295,3,3:23.0,,Offensive foul by C. Zeller (drawn by A. Brooks),55,78
296,3,3:23.0,,J. Lin enters the game for M. Kidd-Gilchrist,55,78
297,3,3:23.0,C. Bairstow enters the game for P. Gasol,,55,78
298,3,3:23.0,,F. Kaminsky enters the game for M. Williams,55,78
299,3,3:13.0,A. Brooks misses 2-pt layup from 1 ft,,55,78
300,3,3:09.0,,Defensive rebound by K. Walker,55,78
301,3,3:02.0,,Offensive foul by F. Kaminsky (drawn by C. Bairstow),55,78
302,3,3:02.0,,Turnover by F. Kaminsky (offensive foul),55,78
303,3,3:02.0,,S. Hawes enters the game for C. Zeller,55,78
304,3,2:48.0,A. Brooks misses 2-pt jump shot from 9 ft,,55,78
305,3,2:46.0,Offensive rebound by T. Snell,,55,78
306,3,2:35.0,C. Bairstow makes 2-pt jump shot from 7 ft,,57,78
307,3,2:16.0,,Personal foul by B. Portis (drawn by F. Kaminsky),57,78
308,3,2:16.0,,Charlotte full timeout,57,78
309,3,2:16.0,,F. Kaminsky makes free throw 1 of 2,57,79
310,3,2:16.0,,F. Kaminsky makes free throw 2 of 2,57,80
311,3,2:01.0,D. McDermott makes 2-pt layup from 1 ft (assist by C. Bairstow),,59,80
312,3,1:47.0,,N. Batum misses 3-pt jump shot from 25 ft,59,80
313,3,1:46.0,Defensive rebound by T. Snell,,59,80
314,3,1:37.0,T. Snell misses 2-pt layup from 2 ft (block by S. Hawes),,59,80
315,3,1:34.0,,Defensive rebound by J. Lin,59,80
316,3,1:22.0,,Shooting foul by A. Brooks (drawn by K. Walker),59,80
317,3,1:22.0,,K. Walker makes free throw 1 of 2,59,81
318,3,1:22.0,,J. Lamb enters the game for N. Batum,59,81
319,3,1:22.0,,K. Walker makes free throw 2 of 2,59,82
320,3,1:04.0,D. McDermott makes 2-pt jump shot from 16 ft,,61,82
321,3,0:49.0,,S. Hawes makes 2-pt hook shot from 7 ft (assist by J. Lin),61,84
322,3,0:38.0,C. Bairstow misses 2-pt jump shot from 13 ft,,61,84
323,3,0:38.0,Offensive rebound by B. Portis,,61,84
324,3,0:38.0,B. Portis makes 2-pt dunk at rim,,63,84
325,3,0:30.0,,K. Walker makes 3-pt jump shot from 24 ft,63,87
326,3,0:23.0,Shooting foul by S. Hawes (drawn by C. Bairstow),,63,87
327,3,0:23.0,C. Bairstow makes free throw 1 of 2,,64,87
328,3,0:23.0,C. Bairstow makes free throw 2 of 2,,65,87
329,3,0:00.0,,K. Walker misses 2-pt jump shot from 9 ft (block by C. Bairstow),65,87
330,3,0:00.0,,Offensive rebound by Team,65,87
331,4,11:47.0,,Turnover by J. Lin (bad pass),65,87
332,4,11:33.0,D. McDermott makes 2-pt layup from 1 ft (assist by B. Portis),,67,87
333,4,11:10.0,,J. Lin misses 3-pt jump shot from 25 ft,67,87
334,4,11:09.0,Defensive rebound by C. Bairstow,,67,87
335,4,10:59.0,B. Portis makes 3-pt jump shot from 25 ft (assist by A. Brooks),,70,87
336,4,10:40.0,,N. Batum misses 3-pt jump shot from 26 ft,70,87
337,4,10:39.0,Defensive rebound by T. Snell,,70,87
338,4,10:31.0,A. Brooks misses 2-pt layup at rim,,70,87
339,4,10:30.0,,Defensive rebound by S. Hawes,70,87
340,4,10:21.0,,J. Lamb misses 2-pt jump shot from 10 ft,70,87
341,4,10:20.0,Defensive rebound by B. Portis,,70,87
342,4,10:16.0,D. McDermott makes 2-pt layup from 2 ft,,72,87
343,4,10:16.0,Shooting foul by S. Hawes (drawn by D. McDermott),,72,87
344,4,10:16.0,D. McDermott makes free throw 1 of 1,,73,87
345,4,10:00.0,,Offensive foul by N. Batum (drawn by D. McDermott),73,87
346,4,10:00.0,,Turnover by N. Batum (offensive foul),73,87
347,4,9:47.0,Personal foul by J. Lin (drawn by A. Brooks),,73,87
348,4,9:32.0,A. Brooks misses 2-pt jump shot from 7 ft (block by J. Lin),,73,87
349,4,9:30.0,,Defensive rebound by F. Kaminsky,73,87
350,4,9:19.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,73,87
351,4,9:18.0,Defensive rebound by T. Snell,,73,87
352,4,9:00.0,C. Bairstow misses 2-pt jump shot from 9 ft,,73,87
353,4,8:58.0,,Defensive rebound by N. Batum,73,87
354,4,8:48.0,,S. Hawes makes 2-pt jump shot from 11 ft (assist by N. Batum),73,89
355,4,8:31.0,T. Snell misses 3-pt jump shot from 25 ft,,73,89
356,4,8:30.0,,Defensive rebound by F. Kaminsky,73,89
357,4,8:24.0,,Personal foul by A. Brooks (drawn by J. Lin),73,89
358,4,8:24.0,Official timeout,,73,89
359,4,8:24.0,E. Moore enters the game for A. Brooks,,73,89
360,4,8:17.0,,Turnover by S. Hawes (bad pass; steal by E. Moore),73,89
361,4,8:04.0,C. Bairstow misses 3-pt jump shot from 25 ft,,73,89
362,4,8:03.0,,Defensive rebound by N. Batum,73,89
363,4,7:41.0,,Offensive foul by S. Hawes (drawn by B. Portis),73,89
364,4,7:41.0,,Turnover by S. Hawes (offensive foul),73,89
365,4,7:23.0,C. Bairstow makes 2-pt layup at rim (assist by T. Snell),,75,89
366,4,7:07.0,,Shooting foul by B. Portis (drawn by F. Kaminsky),75,89
367,4,7:07.0,,F. Kaminsky misses free throw 1 of 2,75,89
368,4,7:07.0,,Offensive rebound by Team,75,89
369,4,7:07.0,P. Gasol enters the game for B. Portis,,75,89
370,4,7:07.0,,M. Kidd-Gilchrist enters the game for S. Hawes,75,89
371,4,7:07.0,,K. Walker enters the game for J. Lamb,75,89
372,4,7:07.0,,C. Zeller enters the game for J. Lin,75,89
373,4,7:07.0,,F. Kaminsky makes free throw 2 of 2,75,90
374,4,6:55.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by P. Gasol),,78,90
375,4,6:41.0,,K. Walker misses 2-pt jump shot from 11 ft (block by P. Gasol),78,90
376,4,6:39.0,,Offensive rebound by K. Walker,78,90
377,4,6:30.0,,C. Zeller misses 2-pt hook shot from 7 ft,78,90
378,4,6:30.0,,Offensive rebound by M. Kidd-Gilchrist,78,90
