,QUARTER,TIME_REMAINING,DETROIT_ACTION,ORLANDO_ACTION,DETROIT_SCORE,ORLANDO_SCORE
31,1,7:53.0,M. Morris misses 2-pt jump shot from 13 ft,,10,4
32,1,7:52.0,Offensive rebound by K. Caldwell-Pope,,10,4
33,1,7:46.0,R. Jackson misses 3-pt jump shot from 25 ft,,10,4
34,1,7:45.0,,Defensive rebound by E. Payton,10,4
35,1,7:37.0,,E. Fournier misses 3-pt jump shot from 25 ft,10,4
36,1,7:36.0,Defensive rebound by A. Drummond,,10,4
37,1,7:19.0,T. Harris makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),,13,4
38,1,7:10.0,,Orlando full timeout,13,4
39,1,7:10.0,,M. Hezonja enters the game for E. Fournier,13,4
40,1,7:10.0,,N. Vučević enters the game for D. Dedmon,13,4
41,1,7:04.0,,N. Vučević misses 2-pt layup from 1 ft (block by A. Drummond),13,4
42,1,7:04.0,,Offensive rebound by Team,13,4
43,1,6:54.0,,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Payton),13,6
44,1,6:28.0,R. Jackson makes 2-pt jump shot from 11 ft (assist by T. Harris),,15,6
45,1,6:12.0,,A. Gordon makes 2-pt jump shot from 17 ft,15,8
46,1,5:54.0,R. Jackson misses 3-pt jump shot from 25 ft,,15,8
47,1,5:52.0,,Defensive rebound by A. Gordon,15,8
48,1,5:45.0,,A. Gordon misses 2-pt layup from 1 ft,15,8
49,1,5:44.0,,Offensive rebound by A. Gordon,15,8
50,1,5:44.0,,A. Gordon makes 2-pt layup from 1 ft,15,10
51,1,5:29.0,Turnover by R. Jackson (bad pass; steal by N. Vučević),,15,10
52,1,5:23.0,,M. Hezonja makes 2-pt layup at rim (assist by A. Gordon),15,12
53,1,5:18.0,Detroit full timeout,,15,12
54,1,5:07.0,K. Caldwell-Pope misses 2-pt jump shot from 10 ft,,15,12
55,1,5:07.0,,Defensive rebound by N. Vučević,15,12
56,1,4:57.0,,E. Payton makes 2-pt jump shot from 7 ft,15,14
57,1,4:43.0,Turnover by K. Caldwell-Pope (bad pass; steal by M. Hezonja),,15,14
58,1,4:38.0,,Shooting foul by M. Morris (drawn by V. Oladipo),15,14
59,1,4:38.0,,V. Oladipo makes free throw 1 of 2,15,15
60,1,4:38.0,,V. Oladipo misses free throw 2 of 2,15,15
61,1,4:37.0,,Offensive rebound by N. Vučević,15,15
62,1,4:25.0,,N. Vučević misses 2-pt jump shot from 5 ft,15,15
63,1,4:24.0,,Offensive rebound by A. Gordon,15,15
64,1,4:24.0,,A. Gordon makes 2-pt layup at rim,15,17
65,1,4:00.0,R. Jackson misses 3-pt jump shot from 23 ft,,15,17
66,1,3:58.0,Offensive rebound by M. Morris,,15,17
67,1,3:55.0,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by M. Morris),,18,17
68,1,3:40.0,,V. Oladipo misses 2-pt jump shot from 13 ft,18,17
69,1,3:39.0,Defensive rebound by T. Harris,,18,17
70,1,3:33.0,K. Caldwell-Pope makes 2-pt layup at rim (assist by R. Jackson),,20,17
71,1,3:17.0,,A. Gordon misses 2-pt jump shot from 19 ft,20,17
72,1,3:16.0,Defensive rebound by R. Jackson,,20,17
73,1,3:09.0,R. Jackson misses 2-pt layup at rim (block by E. Payton),,20,17
74,1,3:09.0,Offensive rebound by Team,,20,17
75,1,3:09.0,R. Bullock enters the game for M. Morris,,20,17
76,1,3:06.0,K. Caldwell-Pope misses 2-pt layup at rim,,20,17
77,1,3:06.0,,Defensive rebound by N. Vučević,20,17
78,1,2:57.0,,N. Vučević makes 2-pt layup at rim (assist by A. Gordon),20,19
79,1,2:36.0,T. Harris misses 2-pt jump shot from 9 ft (block by A. Gordon),,20,19
80,1,2:35.0,,Defensive rebound by A. Gordon,20,19
81,1,2:25.0,,A. Gordon misses 2-pt hook shot from 6 ft,20,19
82,1,2:25.0,Defensive rebound by A. Drummond,,20,19
83,1,2:15.0,R. Jackson misses 2-pt jump shot from 4 ft,,20,19
84,1,2:13.0,Offensive rebound by A. Drummond,,20,19
85,1,2:13.0,A. Drummond misses 2-pt layup from 1 ft,,20,19
86,1,2:12.0,Offensive rebound by A. Drummond,,20,19
87,1,2:12.0,A. Drummond misses 2-pt layup from 1 ft,,20,19
88,1,2:10.0,Offensive rebound by A. Drummond,,20,19
89,1,2:04.0,A. Drummond misses 2-pt dunk at rim,,20,19
90,1,2:04.0,Offensive rebound by A. Drummond,,20,19
91,1,2:04.0,Shooting foul by N. Vučević (drawn by A. Drummond),,20,19
92,1,2:04.0,A. Drummond makes free throw 1 of 2,,21,19
93,1,2:04.0,S. Blake enters the game for R. Jackson,,21,19
94,1,2:04.0,,E. Fournier enters the game for A. Gordon,21,19
95,1,2:04.0,,B. Jennings enters the game for V. Oladipo,21,19
96,1,2:04.0,,A. Nicholson enters the game for E. Payton,21,19
97,1,2:04.0,A. Drummond misses free throw 2 of 2,,21,19
98,1,2:02.0,,Defensive rebound by A. Nicholson,21,19
99,1,1:46.0,,N. Vučević misses 2-pt jump shot from 10 ft (block by A. Drummond),21,19
100,1,1:45.0,Defensive rebound by T. Harris,,21,19
101,1,1:38.0,T. Harris misses 3-pt jump shot from 26 ft,,21,19
102,1,1:38.0,,Defensive rebound by Team,21,19
103,1,1:25.0,,E. Fournier misses 2-pt layup from 2 ft (block by R. Bullock),21,19
104,1,1:24.0,Defensive rebound by T. Harris,,21,19
105,1,1:18.0,T. Harris makes 2-pt jump shot from 5 ft,,23,19
106,1,1:00.0,,A. Nicholson misses 2-pt jump shot from 13 ft,23,19
107,1,0:59.0,Defensive rebound by A. Drummond,,23,19
108,1,0:35.0,K. Caldwell-Pope makes 2-pt jump shot from 16 ft,,25,19
109,1,0:21.0,,E. Fournier misses 3-pt jump shot from 22 ft,25,19
110,1,0:21.0,,Offensive rebound by E. Fournier,25,19
111,1,0:16.0,,B. Jennings misses 3-pt jump shot from 24 ft,25,19
112,1,0:16.0,,Offensive rebound by A. Nicholson,25,19
113,1,0:14.0,,A. Nicholson makes 2-pt hook shot from 5 ft,25,21
114,1,0:00.0,T. Harris misses 2-pt jump shot from 11 ft,,25,21
115,1,0:00.0,,Defensive rebound by N. Vučević,25,21
116,2,11:48.0,,M. Hezonja makes 2-pt layup from 1 ft,25,23
117,2,11:23.0,A. Tolliver makes 2-pt dunk at rim (assist by R. Bullock),,27,23
118,2,11:09.0,,N. Vučević makes 2-pt hook shot from 3 ft (assist by M. Hezonja),27,25
119,2,10:54.0,A. Baynes makes 2-pt hook shot from 6 ft (assist by S. Blake),,29,25
120,2,10:40.0,,Turnover by M. Hezonja (bad pass; steal by M. Morris),29,25
121,2,10:34.0,R. Bullock makes 3-pt jump shot from 22 ft (assist by S. Blake),,32,25
122,2,10:13.0,,M. Hezonja misses 2-pt jump shot from 23 ft,32,25
123,2,10:13.0,Defensive rebound by S. Blake,,32,25
124,2,10:09.0,R. Bullock misses 2-pt layup from 1 ft (block by M. Hezonja),,32,25
125,2,10:08.0,,Defensive rebound by A. Nicholson,32,25
126,2,9:54.0,,B. Jennings misses 2-pt jump shot from 6 ft,32,25
127,2,9:53.0,Defensive rebound by A. Baynes,,32,25
128,2,9:44.0,A. Baynes misses 2-pt jump shot from 18 ft,,32,25
129,2,9:44.0,,Defensive rebound by N. Vučević,32,25
130,2,9:30.0,,Turnover by E. Fournier (lost ball; steal by M. Morris),32,25
131,2,9:18.0,R. Bullock misses 3-pt jump shot from 24 ft,,32,25
132,2,9:18.0,,Defensive rebound by N. Vučević,32,25
133,2,9:06.0,,N. Vučević makes 2-pt hook shot from 7 ft (assist by B. Jennings),32,27
134,2,8:53.0,M. Morris misses 2-pt jump shot from 6 ft,,32,27
135,2,8:51.0,Offensive rebound by R. Bullock,,32,27
136,2,8:41.0,A. Tolliver misses 3-pt jump shot from 23 ft,,32,27
137,2,8:41.0,,Defensive rebound by M. Hezonja,32,27
138,2,8:36.0,,Personal foul by A. Tolliver,32,27
139,2,8:36.0,Official timeout,,32,27
140,2,8:36.0,,J. Smith enters the game for N. Vučević,32,27
141,2,8:19.0,,Turnover by A. Nicholson (bad pass),32,27
142,2,8:09.0,Personal foul by E. Fournier,,32,27
143,2,8:06.0,R. Bullock makes 2-pt layup from 1 ft (assist by M. Morris),,34,27
144,2,7:49.0,,J. Smith misses 2-pt jump shot from 20 ft,34,27
145,2,7:49.0,Defensive rebound by A. Tolliver,,34,27
146,2,7:43.0,Turnover by S. Blake (bad pass),,34,27
147,2,7:27.0,,B. Jennings makes 3-pt jump shot from 24 ft (assist by E. Fournier),34,30
148,2,7:12.0,R. Bullock makes 3-pt jump shot from 22 ft (assist by S. Blake),,37,30
149,2,6:52.0,,A. Nicholson makes 3-pt jump shot from 25 ft (assist by B. Jennings),37,33
150,2,6:43.0,Personal foul by E. Fournier,,37,33
151,2,6:43.0,,V. Oladipo enters the game for E. Fournier,37,33
152,2,6:33.0,M. Morris makes 2-pt jump shot from 14 ft (assist by S. Blake),,39,33
153,2,6:19.0,,B. Jennings makes 2-pt layup from 2 ft,39,35
154,2,6:01.0,M. Morris makes 2-pt layup from 1 ft (assist by S. Blake),,41,35
155,2,5:44.0,,J. Smith misses 2-pt jump shot from 21 ft,41,35
156,2,5:43.0,Defensive rebound by A. Baynes,,41,35
157,2,5:35.0,A. Tolliver misses 3-pt jump shot from 25 ft (block by J. Smith),,41,35
158,2,5:34.0,Offensive rebound by A. Tolliver,,41,35
159,2,5:22.0,R. Bullock misses 3-pt jump shot from 24 ft,,41,35
160,2,5:21.0,,Defensive rebound by M. Hezonja,41,35
161,2,5:15.0,,M. Hezonja misses 2-pt jump shot from 21 ft,41,35
162,2,5:14.0,,Offensive rebound by J. Smith,41,35
163,2,5:06.0,,A. Nicholson makes 3-pt jump shot from 24 ft (assist by V. Oladipo),41,38
164,2,4:51.0,A. Baynes makes 2-pt jump shot from 15 ft (assist by R. Bullock),,43,38
165,2,4:37.0,,B. Jennings misses 3-pt jump shot from 24 ft,43,38
166,2,4:37.0,,Offensive rebound by Team,43,38
167,2,4:37.0,Loose ball foul by S. Blake,,43,38
168,2,4:37.0,,Orlando full timeout,43,38
169,2,4:37.0,T. Harris enters the game for R. Bullock,,43,38
170,2,4:37.0,A. Drummond enters the game for S. Blake,,43,38
171,2,4:37.0,R. Jackson enters the game for A. Baynes,,43,38
172,2,4:37.0,K. Caldwell-Pope enters the game for A. Tolliver,,43,38
173,2,4:37.0,,A. Gordon enters the game for M. Hezonja,43,38
174,2,4:37.0,,E. Payton enters the game for B. Jennings,43,38
175,2,4:26.0,,E. Payton makes 2-pt layup from 1 ft (assist by J. Smith),43,40
176,2,4:26.0,,Shooting foul by R. Jackson (drawn by E. Payton),43,40
177,2,4:26.0,,E. Payton makes free throw 1 of 1,43,41
178,2,4:11.0,Personal foul by A. Nicholson,,43,41
179,2,4:01.0,M. Morris misses 3-pt jump shot from 24 ft,,43,41
180,2,4:01.0,,Defensive rebound by A. Nicholson,43,41
181,2,3:45.0,,V. Oladipo misses 2-pt jump shot from 21 ft,43,41
182,2,3:44.0,Defensive rebound by T. Harris,,43,41
183,2,3:40.0,Turnover by A. Drummond (traveling),,43,41
184,2,3:30.0,,V. Oladipo makes 2-pt layup from 2 ft (assist by J. Smith),43,43
185,2,3:14.0,Shooting foul by J. Smith (drawn by R. Jackson),,43,43
186,2,3:14.0,R. Jackson misses free throw 1 of 2,,43,43
187,2,3:14.0,Offensive rebound by Team,,43,43
188,2,3:14.0,R. Jackson makes free throw 2 of 2,,44,43
189,2,2:59.0,,Turnover by E. Payton (bad pass; steal by A. Drummond),44,43
190,2,2:52.0,Turnover by R. Jackson (bad pass; steal by E. Payton),,44,43
191,2,2:50.0,,Shooting foul by T. Harris (drawn by V. Oladipo),44,43
192,2,2:50.0,Detroit full timeout,,44,43
193,2,2:50.0,A. Tolliver enters the game for T. Harris,,44,43
194,2,2:50.0,,V. Oladipo makes free throw 1 of 2,44,44
195,2,2:50.0,,V. Oladipo makes free throw 2 of 2,44,45
196,2,2:42.0,Personal foul by A. Gordon,,44,45
197,2,2:42.0,M. Morris misses free throw 1 of 2,,44,45
198,2,2:42.0,Offensive rebound by Team,,44,45
199,2,2:42.0,M. Morris misses free throw 2 of 2,,44,45
200,2,2:41.0,,Defensive rebound by J. Smith,44,45
201,2,2:27.0,,Offensive foul by V. Oladipo (drawn by M. Morris),44,45
202,2,2:27.0,,Turnover by V. Oladipo (offensive foul),44,45
203,2,2:14.0,R. Jackson misses 2-pt jump shot from 8 ft,,44,45
204,2,2:13.0,,Defensive rebound by J. Smith,44,45
205,2,2:02.0,,A. Nicholson makes 2-pt hook shot from 9 ft (assist by E. Payton),44,47
206,2,1:44.0,Turnover by M. Morris (bad pass; steal by A. Nicholson),,44,47
207,2,1:25.0,,A. Gordon misses 2-pt jump shot from 12 ft,44,47
208,2,1:24.0,,Offensive rebound by J. Smith,44,47
209,2,1:24.0,,J. Smith misses 2-pt layup at rim,44,47
210,2,1:22.0,Defensive rebound by A. Drummond,,44,47
211,2,1:10.0,R. Jackson misses 2-pt layup from 1 ft (block by J. Smith),,44,47
212,2,1:09.0,,Defensive rebound by J. Smith,44,47
213,2,1:03.0,,V. Oladipo misses 2-pt jump shot from 15 ft,44,47
214,2,1:03.0,Defensive rebound by A. Drummond,,44,47
215,2,0:51.0,M. Morris misses 2-pt jump shot from 19 ft,,44,47
216,2,0:51.0,,Defensive rebound by J. Smith,44,47
217,2,0:40.0,,E. Payton misses 2-pt jump shot from 11 ft,44,47
218,2,0:39.0,,Offensive rebound by E. Payton,44,47
219,2,0:39.0,,E. Payton makes 2-pt layup at rim,44,49
220,2,0:27.0,A. Tolliver misses 3-pt jump shot from 23 ft,,44,49
221,2,0:26.0,,Defensive rebound by J. Smith,44,49
222,2,0:03.0,,V. Oladipo makes 2-pt layup from 1 ft,44,51
223,2,0:03.0,,Shooting foul by K. Caldwell-Pope (drawn by V. Oladipo),44,51
224,2,0:03.0,,V. Oladipo misses free throw 1 of 1,44,51
225,2,0:02.0,,Offensive rebound by J. Smith,44,51
226,2,0:00.0,,E. Payton misses 2-pt jump shot from 18 ft,44,51
227,2,0:00.0,,Offensive rebound by Team,44,51
228,3,11:47.0,,Turnover by E. Fournier (traveling),44,51
229,3,11:32.0,Turnover by M. Morris (bad pass; steal by N. Vučević),,44,51
230,3,11:19.0,,N. Vučević misses 2-pt jump shot from 13 ft,44,51
231,3,11:17.0,Defensive rebound by K. Caldwell-Pope,,44,51
232,3,11:01.0,T. Harris makes 2-pt jump shot from 5 ft,,46,51
233,3,10:35.0,,E. Fournier misses 2-pt jump shot from 8 ft,46,51
234,3,10:35.0,Defensive rebound by A. Drummond,,46,51
235,3,10:15.0,M. Morris misses 3-pt jump shot from 25 ft,,46,51
236,3,10:15.0,,Defensive rebound by N. Vučević,46,51
237,3,10:06.0,,V. Oladipo misses 2-pt jump shot from 20 ft,46,51
238,3,10:06.0,Defensive rebound by R. Jackson,,46,51
239,3,10:02.0,Shooting foul by V. Oladipo (drawn by R. Jackson),,46,51
240,3,10:02.0,R. Jackson makes free throw 1 of 2,,47,51
241,3,10:02.0,R. Jackson makes free throw 2 of 2,,48,51
242,3,9:44.0,,Turnover by N. Vučević (bad pass; steal by M. Morris),48,51
243,3,9:33.0,A. Drummond misses 2-pt hook shot from 9 ft,,48,51
244,3,9:32.0,,Defensive rebound by N. Vučević,48,51
245,3,9:22.0,,E. Payton makes 2-pt jump shot from 18 ft,48,53
246,3,9:02.0,K. Caldwell-Pope makes 2-pt jump shot from 11 ft,,50,53
247,3,9:02.0,Shooting foul by V. Oladipo (drawn by K. Caldwell-Pope),,50,53
248,3,9:02.0,K. Caldwell-Pope makes free throw 1 of 1,,51,53
249,3,8:51.0,,E. Payton misses 2-pt jump shot from 7 ft (block by R. Jackson),51,53
250,3,8:50.0,Defensive rebound by T. Harris,,51,53
251,3,8:46.0,Turnover by R. Jackson (bad pass),,51,53
252,3,8:31.0,,E. Fournier makes 2-pt layup at rim (assist by N. Vučević),51,55
253,3,8:15.0,K. Caldwell-Pope makes 2-pt jump shot from 8 ft (assist by R. Jackson),,53,55
254,3,8:01.0,,Personal foul by T. Harris,53,55
255,3,7:52.0,,Turnover by E. Payton (bad pass; steal by K. Caldwell-Pope),53,55
256,3,7:48.0,Shooting foul by N. Vučević (drawn by T. Harris),,53,55
257,3,7:48.0,T. Harris misses free throw 1 of 2,,53,55
258,3,7:48.0,Offensive rebound by Team,,53,55
259,3,7:48.0,T. Harris makes free throw 2 of 2,,54,55
260,3,7:34.0,,V. Oladipo misses 2-pt jump shot from 16 ft,54,55
261,3,7:32.0,Defensive rebound by T. Harris,,54,55
262,3,7:22.0,T. Harris makes 2-pt jump shot from 6 ft,,56,55
263,3,7:13.0,,E. Payton makes 2-pt layup at rim,56,57
264,3,7:02.0,R. Jackson makes 2-pt jump shot from 9 ft,,58,57
265,3,7:02.0,Shooting foul by E. Payton (drawn by R. Jackson),,58,57
266,3,7:02.0,R. Jackson misses free throw 1 of 1,,58,57
267,3,7:00.0,,Defensive rebound by N. Vučević,58,57
268,3,6:46.0,,Turnover by A. Gordon (bad pass; steal by K. Caldwell-Pope),58,57
269,3,6:37.0,K. Caldwell-Pope makes 2-pt jump shot from 14 ft,,60,57
270,3,6:35.0,,Orlando full timeout,60,57
271,3,6:20.0,,N. Vučević misses 2-pt hook shot from 6 ft,60,57
272,3,6:19.0,Defensive rebound by R. Jackson,,60,57
273,3,6:09.0,T. Harris misses 2-pt jump shot from 12 ft,,60,57
274,3,6:08.0,,Defensive rebound by N. Vučević,60,57
275,3,5:58.0,,N. Vučević makes 2-pt jump shot from 19 ft (assist by A. Gordon),60,59
276,3,5:40.0,A. Drummond makes 2-pt hook shot from 6 ft (assist by R. Jackson),,62,59
277,3,5:24.0,,V. Oladipo makes 2-pt jump shot from 10 ft,62,61
278,3,5:00.0,T. Harris misses 2-pt layup from 1 ft (block by V. Oladipo),,62,61
279,3,4:59.0,,Defensive rebound by E. Fournier,62,61
280,3,4:55.0,,E. Fournier makes 2-pt layup at rim,62,63
281,3,4:43.0,M. Morris misses 3-pt jump shot from 24 ft,,62,63
282,3,4:42.0,,Defensive rebound by N. Vučević,62,63
283,3,4:33.0,,N. Vučević misses 2-pt layup from 1 ft (block by A. Drummond),62,63
284,3,4:33.0,Defensive rebound by Team,,62,63
285,3,4:33.0,R. Bullock enters the game for M. Morris,,62,63
286,3,4:12.0,Shooting foul by N. Vučević (drawn by A. Drummond),,62,63
287,3,4:12.0,A. Drummond makes free throw 1 of 2,,63,63
288,3,4:12.0,A. Drummond makes free throw 2 of 2,,64,63
289,3,3:57.0,,E. Fournier makes 2-pt layup from 2 ft (assist by E. Payton),64,65
290,3,3:36.0,R. Jackson makes 2-pt layup from 1 ft,,66,65
291,3,3:22.0,,E. Payton makes 2-pt layup at rim,66,67
292,3,3:01.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,66,67
293,3,3:00.0,Offensive rebound by T. Harris,,66,67
294,3,2:59.0,,Offensive charge foul by T. Harris (drawn by V. Oladipo),66,67
295,3,2:59.0,Turnover by T. Harris (offensive foul),,66,67
296,3,2:59.0,Detroit full timeout,,66,67
297,3,2:59.0,S. Blake enters the game for T. Harris,,66,67
298,3,2:59.0,A. Tolliver enters the game for R. Jackson,,66,67
299,3,2:49.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Payton),66,69
300,3,2:30.0,S. Blake makes 3-pt jump shot from 24 ft,,69,69
301,3,2:08.0,,A. Gordon misses 2-pt jump shot from 16 ft,69,69
302,3,2:07.0,Defensive rebound by R. Bullock,,69,69
303,3,1:58.0,S. Blake misses 3-pt jump shot from 25 ft,,69,69
304,3,1:56.0,,Defensive rebound by E. Fournier,69,69
305,3,1:50.0,,V. Oladipo misses 2-pt layup from 1 ft,69,69
306,3,1:50.0,,Offensive rebound by Team,69,69
307,3,1:50.0,,B. Jennings enters the game for E. Payton,69,69
308,3,1:50.0,,J. Smith enters the game for N. Vučević,69,69
309,3,1:42.0,,E. Fournier makes 2-pt layup from 2 ft (assist by V. Oladipo),69,71
310,3,1:24.0,A. Drummond misses 2-pt jump shot from 7 ft,,69,71
311,3,1:24.0,,Defensive rebound by A. Gordon,69,71
312,3,1:19.0,,Shooting foul by A. Tolliver (drawn by E. Fournier),69,71
313,3,1:19.0,,E. Fournier makes free throw 1 of 2,69,72
314,3,1:19.0,A. Baynes enters the game for A. Drummond,,69,72
315,3,1:19.0,,M. Hezonja enters the game for V. Oladipo,69,72
316,3,1:19.0,,E. Fournier makes free throw 2 of 2,69,73
317,3,1:04.0,R. Bullock makes 2-pt jump shot from 18 ft,,71,73
318,3,0:53.0,,Personal foul by K. Caldwell-Pope,71,73
319,3,0:53.0,,E. Fournier makes free throw 1 of 2,71,74
320,3,0:53.0,,A. Nicholson enters the game for A. Gordon,71,74
321,3,0:53.0,,E. Fournier makes free throw 2 of 2,71,75
322,3,0:38.0,Shooting foul by B. Jennings (drawn by A. Baynes),,71,75
323,3,0:38.0,A. Baynes makes free throw 1 of 2,,72,75
324,3,0:38.0,A. Baynes misses free throw 2 of 2,,72,75
325,3,0:37.0,,Defensive rebound by A. Nicholson,72,75
326,3,0:25.0,,Personal foul by A. Baynes,72,75
327,3,0:25.0,,A. Nicholson makes free throw 1 of 2,72,76
328,3,0:25.0,,A. Nicholson makes free throw 2 of 2,72,77
329,3,0:05.0,Shooting foul by J. Smith (drawn by A. Tolliver),,72,77
330,3,0:05.0,A. Tolliver misses free throw 1 of 3,,72,77
331,3,0:05.0,Offensive rebound by Team,,72,77
332,3,0:05.0,A. Tolliver makes free throw 2 of 3,,73,77
333,3,0:05.0,A. Tolliver misses free throw 3 of 3,,73,77
334,3,0:04.0,,Defensive rebound by M. Hezonja,73,77
335,4,11:47.0,Turnover by A. Tolliver (bad pass),,73,77
336,4,11:37.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by B. Jennings),73,79
337,4,11:21.0,Personal foul by M. Hezonja,,73,79
338,4,11:07.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by R. Bullock),,76,79
339,4,10:49.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by M. Hezonja),76,81
340,4,10:27.0,S. Blake misses 3-pt jump shot from 23 ft,,76,81
341,4,10:27.0,Offensive rebound by M. Morris,,76,81
342,4,10:24.0,M. Morris misses 2-pt layup from 1 ft,,76,81
343,4,10:24.0,,Defensive rebound by J. Smith,76,81
344,4,10:13.0,,M. Hezonja makes 2-pt jump shot from 14 ft,76,83
345,4,10:12.0,Detroit full timeout,,76,83
346,4,9:55.0,A. Baynes makes 2-pt dunk at rim (assist by R. Bullock),,78,83
347,4,9:38.0,,A. Nicholson misses 2-pt hook shot from 6 ft,78,83
348,4,9:38.0,Defensive rebound by A. Baynes,,78,83
349,4,9:28.0,Personal foul by B. Jennings,,78,83
350,4,9:15.0,A. Baynes makes 2-pt layup from 1 ft (assist by R. Bullock),,80,83
351,4,8:57.0,,J. Smith makes 2-pt jump shot from 10 ft (assist by M. Hezonja),80,85
352,4,8:45.0,R. Bullock misses 3-pt jump shot from 22 ft,,80,85
353,4,8:44.0,,Defensive rebound by A. Nicholson,80,85
354,4,8:35.0,,J. Smith misses 2-pt jump shot from 17 ft,80,85
355,4,8:35.0,Defensive rebound by S. Blake,,80,85
356,4,8:24.0,R. Bullock makes 3-pt jump shot from 24 ft (assist by S. Blake),,83,85
357,4,8:13.0,,Turnover by B. Jennings (lost ball),83,85
358,4,8:13.0,R. Jackson enters the game for S. Blake,,83,85
359,4,7:57.0,R. Jackson makes 2-pt jump shot from 7 ft (assist by M. Morris),,85,85
360,4,7:43.0,,A. Nicholson makes 2-pt layup from 1 ft,85,87
361,4,7:35.0,Personal foul by J. Smith,,85,87
362,4,7:35.0,T. Harris enters the game for A. Tolliver,,85,87
363,4,7:35.0,A. Drummond enters the game for A. Baynes,,85,87
364,4,7:35.0,,E. Payton enters the game for B. Jennings,85,87
365,4,7:35.0,,E. Fournier enters the game for M. Hezonja,85,87
366,4,7:27.0,Turnover by M. Morris (lost ball; steal by V. Oladipo),,85,87
367,4,7:24.0,,Shooting foul by M. Morris (drawn by V. Oladipo),85,87
368,4,7:24.0,,V. Oladipo makes free throw 1 of 2,85,88
369,4,7:24.0,K. Caldwell-Pope enters the game for M. Morris,,85,88
370,4,7:24.0,,V. Oladipo makes free throw 2 of 2,85,89
371,4,7:08.0,A. Drummond misses 2-pt hook shot from 3 ft,,85,89
372,4,7:07.0,,Defensive rebound by V. Oladipo,85,89
373,4,6:49.0,,J. Smith misses 2-pt jump shot from 20 ft,85,89
374,4,6:48.0,Defensive rebound by A. Drummond,,85,89
375,4,6:37.0,A. Drummond makes 2-pt layup at rim (assist by T. Harris),,87,89
376,4,6:37.0,,Orlando full timeout,87,89
377,4,6:37.0,,N. Vučević enters the game for A. Nicholson,87,89
378,4,6:37.0,,A. Gordon enters the game for J. Smith,87,89
379,4,6:21.0,,N. Vučević makes 2-pt jump shot from 19 ft (assist by E. Fournier),87,91
380,4,5:57.0,A. Drummond makes 2-pt hook shot from 6 ft,,89,91
381,4,5:41.0,,V. Oladipo makes 3-pt jump shot from 24 ft (assist by A. Gordon),89,94
382,4,5:23.0,T. Harris makes 3-pt jump shot from 23 ft (assist by A. Drummond),,92,94
383,4,5:05.0,,N. Vučević misses 2-pt jump shot from 18 ft,92,94
