,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,BOSTON_ACTION,PHILADELPHIA_SCORE,BOSTON_SCORE
35,1,6:58.0,J. Okafor makes 2-pt hook shot from 5 ft,,11,14
36,1,6:45.0,,A. Bradley misses 2-pt jump shot from 20 ft,11,14
37,1,6:43.0,,Offensive rebound by J. Sullinger,11,14
38,1,6:40.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by J. Sullinger),11,17
39,1,6:18.0,R. Covington misses 3-pt jump shot from 24 ft,,11,17
40,1,6:17.0,,Defensive rebound by J. Sullinger,11,17
41,1,6:09.0,,I. Thomas misses 2-pt jump shot from 18 ft,11,17
42,1,6:08.0,Defensive rebound by J. Okafor,,11,17
43,1,5:57.0,J. Okafor misses 2-pt jump shot from 5 ft,,11,17
44,1,5:56.0,,Defensive rebound by J. Crowder,11,17
45,1,5:52.0,,Personal foul by T. McConnell (drawn by I. Thomas),11,17
46,1,5:52.0,H. Thompson enters the game for I. Canaan,,11,17
47,1,5:52.0,J. Grant enters the game for J. Okafor,,11,17
48,1,5:45.0,,A. Johnson misses 3-pt jump shot from 24 ft,11,17
49,1,5:43.0,Defensive rebound by T. McConnell,,11,17
50,1,5:36.0,R. Covington misses 3-pt jump shot from 25 ft,,11,17
51,1,5:35.0,,Defensive rebound by A. Johnson,11,17
52,1,5:19.0,,Turnover by J. Crowder (lost ball; steal by R. Covington),11,17
53,1,5:12.0,N. Noel misses 2-pt layup at rim,,11,17
54,1,5:11.0,Offensive rebound by R. Covington,,11,17
55,1,5:10.0,R. Covington makes 2-pt layup at rim,,13,17
56,1,5:03.0,,J. Crowder misses 3-pt jump shot from 25 ft,13,17
57,1,5:02.0,Defensive rebound by R. Covington,,13,17
58,1,4:57.0,Shooting foul by A. Johnson (drawn by N. Noel),,13,17
59,1,4:57.0,N. Noel makes free throw 1 of 2,,14,17
60,1,4:57.0,,E. Turner enters the game for J. Sullinger,14,17
61,1,4:57.0,,K. Olynyk enters the game for J. Crowder,14,17
62,1,4:57.0,J. Sampson enters the game for R. Covington,,14,17
63,1,4:57.0,P. Pressey enters the game for T. McConnell,,14,17
64,1,4:57.0,N. Noel misses free throw 2 of 2,,14,17
65,1,4:57.0,,Defensive rebound by E. Turner,14,17
66,1,4:40.0,,I. Thomas makes 2-pt jump shot from 15 ft,14,19
67,1,4:22.0,J. Sampson misses 2-pt jump shot from 3 ft (block by A. Johnson),,14,19
68,1,4:21.0,Offensive rebound by J. Grant,,14,19
69,1,4:20.0,J. Grant makes 2-pt layup from 4 ft,,16,19
70,1,4:05.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by A. Johnson),16,22
71,1,3:52.0,J. Grant makes 2-pt jump shot from 11 ft (assist by N. Noel),,18,22
72,1,3:37.0,,A. Bradley misses 3-pt jump shot from 25 ft,18,22
73,1,3:36.0,Defensive rebound by J. Grant,,18,22
74,1,3:16.0,H. Thompson misses 3-pt jump shot from 25 ft,,18,22
75,1,3:15.0,,Defensive rebound by A. Johnson,18,22
76,1,3:03.0,,E. Turner misses 2-pt jump shot from 17 ft,18,22
77,1,3:02.0,,Offensive rebound by Team,18,22
78,1,3:02.0,Loose ball foul by H. Thompson (drawn by K. Olynyk),,18,22
79,1,3:02.0,,R. Hunter enters the game for A. Bradley,18,22
80,1,3:02.0,,Boston full timeout,18,22
81,1,2:59.0,,E. Turner misses 2-pt jump shot from 6 ft (block by J. Grant),18,22
82,1,2:58.0,,Offensive rebound by A. Johnson,18,22
83,1,2:54.0,,Personal foul by J. Sampson (drawn by A. Johnson),18,22
84,1,2:45.0,Offensive charge foul by I. Thomas (drawn by J. Grant),,18,22
85,1,2:45.0,,Turnover by I. Thomas (offensive foul),18,22
86,1,2:45.0,J. Okafor enters the game for N. Noel,,18,22
87,1,2:45.0,,D. Lee enters the game for A. Johnson,18,22
88,1,2:29.0,J. Okafor makes 2-pt layup from 2 ft (assist by J. Grant),,20,22
89,1,2:22.0,,T. Rozier enters the game for I. Thomas,20,22
90,1,2:18.0,,Turnover by T. Rozier (bad pass; steal by P. Pressey),20,22
91,1,2:13.0,P. Pressey makes 2-pt layup at rim,,22,22
92,1,2:09.0,,Turnover by T. Rozier (bad pass; steal by P. Pressey),22,22
93,1,2:07.0,Personal foul by R. Hunter (drawn by J. Okafor),,22,22
94,1,2:01.0,Def 3 sec tech foul by K. Olynyk,,22,22
95,1,2:01.0,H. Thompson misses technical free throw,,22,22
96,1,2:01.0,Offensive rebound by Team,,22,22
97,1,1:47.0,P. Pressey makes 2-pt layup from 1 ft,,24,22
98,1,1:34.0,,T. Rozier misses 2-pt jump shot from 3 ft (block by J. Grant),24,22
99,1,1:33.0,Defensive rebound by J. Sampson,,24,22
100,1,1:28.0,J. Sampson misses 2-pt jump shot from 3 ft,,24,22
101,1,1:27.0,,Defensive rebound by D. Lee,24,22
102,1,1:19.0,,Shooting foul by J. Okafor (drawn by E. Turner),24,22
103,1,1:19.0,,E. Turner makes free throw 1 of 2,24,23
104,1,1:19.0,,E. Turner makes free throw 2 of 2,24,24
105,1,1:08.0,P. Pressey misses 2-pt jump shot from 17 ft,,24,24
106,1,1:07.0,,Defensive rebound by E. Turner,24,24
107,1,0:56.0,,K. Olynyk misses 2-pt layup from 1 ft (block by J. Okafor),24,24
108,1,0:55.0,,Offensive rebound by Team,24,24
109,1,0:45.0,,Personal foul by J. Grant (drawn by K. Olynyk),24,24
110,1,0:45.0,,K. Olynyk makes free throw 1 of 2,24,25
111,1,0:45.0,R. Covington enters the game for J. Sampson,,24,25
112,1,0:45.0,,K. Olynyk makes free throw 2 of 2,24,26
113,1,0:30.0,Turnover by J. Grant (traveling),,24,26
114,1,0:30.0,J. Sampson enters the game for R. Covington,,24,26
115,1,0:17.0,,D. Lee misses 2-pt layup from 1 ft (block by J. Sampson),24,26
116,1,0:16.0,,Offensive rebound by T. Rozier,24,26
117,1,0:11.0,,Turnover by E. Turner (bad pass),24,26
118,1,0:11.0,R. Covington enters the game for J. Sampson,,24,26
119,1,0:01.0,J. Grant misses 2-pt hook shot from 7 ft,,24,26
120,1,0:00.0,Offensive rebound by Team,,24,26
121,2,11:41.0,J. Okafor misses 2-pt jump shot from 7 ft,,24,26
122,2,11:40.0,,Defensive rebound by K. Olynyk,24,26
123,2,11:29.0,,E. Turner misses 2-pt jump shot from 15 ft,24,26
124,2,11:28.0,Defensive rebound by J. Okafor,,24,26
125,2,11:10.0,P. Pressey misses 2-pt layup from 2 ft,,24,26
126,2,11:09.0,,Defensive rebound by E. Turner,24,26
127,2,10:56.0,,K. Olynyk misses 2-pt jump shot from 12 ft,24,26
128,2,10:55.0,Defensive rebound by R. Covington,,24,26
129,2,10:42.0,Offensive foul by J. Okafor (drawn by D. Lee),,24,26
130,2,10:42.0,Turnover by J. Okafor (offensive foul),,24,26
131,2,10:42.0,,J. Crowder enters the game for K. Olynyk,24,26
132,2,10:42.0,J. Sampson enters the game for J. Grant,,24,26
133,2,10:33.0,,Shooting foul by R. Covington (drawn by D. Lee),24,26
134,2,10:33.0,,D. Lee misses free throw 1 of 2,24,26
135,2,10:33.0,,Offensive rebound by Team,24,26
136,2,10:33.0,,D. Lee misses free throw 2 of 2,24,26
137,2,10:32.0,Defensive rebound by P. Pressey,,24,26
138,2,10:23.0,Turnover by J. Okafor (lost ball; steal by D. Lee),,24,26
139,2,10:17.0,,R. Hunter misses 2-pt jump shot from 17 ft,24,26
140,2,10:16.0,Defensive rebound by R. Covington,,24,26
141,2,10:09.0,J. Sampson makes 2-pt layup from 1 ft (assist by P. Pressey),,26,26
142,2,10:08.0,,Boston full timeout,26,26
143,2,10:08.0,,J. Sullinger enters the game for D. Lee,26,26
144,2,10:08.0,I. Canaan enters the game for P. Pressey,,26,26
145,2,10:04.0,,Turnover by J. Crowder (bad pass; steal by R. Covington),26,26
146,2,10:03.0,R. Covington makes 2-pt layup from 1 ft,,28,26
147,2,9:41.0,,J. Sullinger misses 2-pt jump shot from 19 ft,28,26
148,2,9:40.0,,Offensive rebound by J. Crowder,28,26
149,2,9:32.0,,E. Turner misses 2-pt jump shot from 18 ft,28,26
150,2,9:31.0,Defensive rebound by J. Okafor,,28,26
151,2,9:08.0,J. Okafor misses 3-pt jump shot from 25 ft,,28,26
152,2,9:06.0,,Defensive rebound by R. Hunter,28,26
153,2,8:53.0,,J. Crowder misses 3-pt jump shot from 25 ft,28,26
154,2,8:52.0,Defensive rebound by Team,,28,26
155,2,8:52.0,Personal foul by J. Jerebko (drawn by J. Sampson),,28,26
156,2,8:52.0,N. Noel enters the game for J. Sampson,,28,26
157,2,8:52.0,,T. Zeller enters the game for J. Jerebko,28,26
158,2,8:33.0,J. Okafor makes 2-pt hook shot from 7 ft,,30,26
159,2,8:20.0,,Turnover by R. Hunter (lost ball; steal by R. Covington),30,26
160,2,8:13.0,R. Covington misses 2-pt layup from 1 ft,,30,26
161,2,8:12.0,,Defensive rebound by J. Sullinger,30,26
162,2,8:06.0,,J. Crowder misses 2-pt jump shot from 6 ft,30,26
163,2,8:05.0,Defensive rebound by J. Okafor,,30,26
164,2,7:45.0,Shooting foul by J. Sullinger (drawn by R. Covington),,30,26
165,2,7:45.0,R. Covington makes free throw 1 of 3,,31,26
166,2,7:45.0,R. Covington misses free throw 2 of 3,,31,26
167,2,7:45.0,Offensive rebound by Team,,31,26
168,2,7:45.0,,I. Thomas enters the game for E. Turner,31,26
169,2,7:45.0,,A. Bradley enters the game for R. Hunter,31,26
170,2,7:45.0,T. McConnell enters the game for H. Thompson,,31,26
171,2,7:45.0,R. Covington misses free throw 3 of 3,,31,26
172,2,7:45.0,,Defensive rebound by J. Sullinger,31,26
173,2,7:29.0,,Turnover by J. Sullinger (lost ball; steal by I. Canaan),31,26
174,2,7:23.0,R. Covington makes 3-pt jump shot from 24 ft (assist by T. McConnell),,34,26
175,2,7:02.0,,I. Thomas makes 2-pt jump shot from 14 ft,34,28
176,2,6:47.0,J. Okafor misses 2-pt jump shot from 10 ft,,34,28
177,2,6:46.0,Offensive rebound by N. Noel,,34,28
178,2,6:46.0,N. Noel makes 2-pt dunk at rim,,36,28
179,2,6:33.0,,J. Crowder makes 2-pt layup from 1 ft,36,30
180,2,6:33.0,Philadelphia full timeout,,36,30
181,2,6:33.0,J. Grant enters the game for J. Okafor,,36,30
182,2,6:10.0,R. Covington misses 2-pt jump shot from 4 ft (block by T. Zeller),,36,30
183,2,6:09.0,Offensive rebound by T. McConnell,,36,30
184,2,5:45.0,J. Grant makes 2-pt layup from 1 ft,,38,30
185,2,5:32.0,,A. Bradley misses 2-pt jump shot from 19 ft,38,30
186,2,5:31.0,Defensive rebound by J. Grant,,38,30
187,2,5:25.0,I. Canaan misses 3-pt jump shot from 26 ft,,38,30
188,2,5:24.0,,Defensive rebound by J. Crowder,38,30
189,2,5:11.0,,A. Johnson enters the game for J. Sullinger,38,30
190,2,5:11.0,H. Thompson enters the game for R. Covington,,38,30
191,2,5:09.0,,Shooting foul by N. Noel (drawn by T. Zeller),38,30
192,2,5:09.0,,T. Zeller makes free throw 1 of 2,38,31
193,2,5:09.0,,T. Zeller makes free throw 2 of 2,38,32
194,2,4:52.0,H. Thompson makes 2-pt jump shot from 6 ft (assist by I. Canaan),,40,32
195,2,4:36.0,,A. Johnson makes 2-pt layup from 1 ft (assist by J. Crowder),40,34
196,2,4:20.0,Turnover by T. McConnell (step out of bounds),,40,34
197,2,4:11.0,,I. Thomas makes 2-pt jump shot from 19 ft,40,36
198,2,3:59.0,Personal foul by T. Zeller (drawn by N. Noel),,40,36
199,2,3:47.0,J. Grant misses 2-pt hook shot from 6 ft,,40,36
200,2,3:46.0,,Defensive rebound by J. Crowder,40,36
201,2,3:39.0,,A. Bradley misses 3-pt jump shot from 22 ft (block by I. Canaan),40,36
202,2,3:38.0,Defensive rebound by N. Noel,,40,36
203,2,3:32.0,H. Thompson misses 3-pt jump shot from 23 ft,,40,36
204,2,3:31.0,,Defensive rebound by T. Zeller,40,36
205,2,3:21.0,,A. Bradley misses 2-pt jump shot from 19 ft,40,36
206,2,3:20.0,Defensive rebound by I. Canaan,,40,36
207,2,3:00.0,Shooting foul by T. Zeller (drawn by I. Canaan),,40,36
208,2,3:00.0,I. Canaan makes free throw 1 of 2,,41,36
209,2,3:00.0,J. Okafor enters the game for T. McConnell,,41,36
210,2,3:00.0,,J. Sullinger enters the game for T. Zeller,41,36
211,2,3:00.0,I. Canaan makes free throw 2 of 2,,42,36
212,2,2:52.0,,Personal foul by J. Grant (drawn by I. Thomas),42,36
213,2,2:52.0,Official timeout,,42,36
214,2,2:52.0,,E. Turner enters the game for J. Crowder,42,36
215,2,2:50.0,,Turnover by I. Thomas (bad pass; steal by J. Grant),42,36
216,2,2:38.0,Personal foul by A. Bradley (drawn by I. Canaan),,42,36
217,2,2:38.0,I. Canaan makes free throw 1 of 2,,43,36
218,2,2:38.0,I. Canaan makes free throw 2 of 2,,44,36
219,2,2:19.0,,E. Turner makes 2-pt jump shot from 12 ft,44,38
220,2,2:00.0,H. Thompson misses 2-pt jump shot from 16 ft,,44,38
221,2,1:59.0,,Defensive rebound by A. Johnson,44,38
222,2,1:54.0,,Personal foul by I. Canaan (drawn by I. Thomas),44,38
223,2,1:54.0,R. Covington enters the game for J. Grant,,44,38
224,2,1:39.0,,E. Turner misses 2-pt layup from 1 ft,44,38
225,2,1:38.0,Defensive rebound by I. Canaan,,44,38
226,2,1:18.0,N. Noel misses 2-pt hook shot from 5 ft,,44,38
227,2,1:17.0,,Defensive rebound by J. Sullinger,44,38
228,2,1:09.0,,E. Turner misses 3-pt jump shot from 23 ft,44,38
229,2,1:08.0,Defensive rebound by J. Okafor,,44,38
230,2,0:49.0,R. Covington misses 3-pt jump shot from 25 ft,,44,38
231,2,0:49.0,,Defensive rebound by J. Sullinger,44,38
232,2,0:41.0,,I. Thomas misses 3-pt jump shot from 24 ft,44,38
233,2,0:40.0,,Offensive rebound by J. Sullinger,44,38
234,2,0:35.0,,A. Johnson makes 2-pt dunk at rim (assist by I. Thomas),44,40
235,2,0:35.0,Philadelphia full timeout,,44,40
236,2,0:35.0,T. McConnell enters the game for N. Noel,,44,40
237,2,0:14.0,J. Okafor misses 2-pt jump shot from 6 ft,,44,40
238,2,0:13.0,,Defensive rebound by J. Sullinger,44,40
239,2,0:10.0,,A. Bradley misses 2-pt layup at rim,44,40
240,2,0:08.0,Defensive rebound by R. Covington,,44,40
241,2,0:00.0,I. Canaan makes 3-pt jump shot from 26 ft,,47,40
242,3,11:35.0,T. McConnell makes 2-pt jump shot from 9 ft,,49,40
243,3,11:21.0,,J. Sullinger misses 3-pt jump shot from 24 ft,49,40
244,3,11:20.0,Defensive rebound by R. Covington,,49,40
245,3,11:15.0,Turnover by T. McConnell (lost ball),,49,40
246,3,11:03.0,,J. Sullinger misses 3-pt jump shot from 25 ft,49,40
247,3,11:02.0,Defensive rebound by R. Covington,,49,40
248,3,10:41.0,Turnover by I. Canaan (lost ball),,49,40
249,3,10:28.0,,I. Thomas makes 2-pt jump shot from 13 ft,49,42
250,3,10:03.0,I. Canaan misses 3-pt jump shot from 25 ft,,49,42
251,3,10:02.0,,Defensive rebound by E. Turner,49,42
252,3,9:55.0,,Turnover by E. Turner (bad pass; steal by R. Covington),49,42
253,3,9:47.0,J. Okafor misses 2-pt layup at rim,,49,42
254,3,9:46.0,,Defensive rebound by E. Turner,49,42
255,3,9:40.0,,A. Bradley makes 3-pt jump shot from 25 ft (assist by E. Turner),49,45
256,3,9:20.0,T. McConnell makes 2-pt jump shot from 20 ft,,51,45
257,3,9:09.0,,A. Bradley misses 2-pt jump shot from 20 ft,51,45
258,3,9:08.0,Defensive rebound by N. Noel,,51,45
259,3,8:46.0,J. Okafor misses 2-pt jump shot from 12 ft,,51,45
260,3,8:45.0,,Defensive rebound by I. Thomas,51,45
261,3,8:37.0,,E. Turner makes 2-pt jump shot from 8 ft,51,47
262,3,8:37.0,Philadelphia full timeout,,51,47
263,3,8:33.0,Turnover by T. McConnell (lost ball; steal by A. Johnson),,51,47
264,3,8:27.0,,E. Turner misses 3-pt jump shot from 24 ft,51,47
265,3,8:26.0,Defensive rebound by N. Noel,,51,47
266,3,8:06.0,N. Noel misses 2-pt layup at rim,,51,47
267,3,8:05.0,,Defensive rebound by J. Sullinger,51,47
268,3,7:57.0,,Turnover by A. Johnson (3 sec),51,47
269,3,7:46.0,Turnover by N. Noel (3 sec),,51,47
270,3,7:32.0,,E. Turner misses 2-pt jump shot from 11 ft,51,47
271,3,7:30.0,Defensive rebound by I. Canaan,,51,47
272,3,7:26.0,J. Okafor makes 2-pt layup at rim (assist by I. Canaan),,53,47
273,3,7:26.0,,Violation by A. Johnson (def goaltending),53,47
274,3,7:15.0,,Turnover by A. Johnson (bad pass; steal by T. McConnell),53,47
275,3,7:05.0,Turnover by J. Okafor (bad pass; steal by A. Bradley),,53,47
276,3,6:54.0,,I. Thomas makes 2-pt jump shot from 17 ft,53,49
277,3,6:33.0,I. Canaan misses 3-pt jump shot from 25 ft,,53,49
278,3,6:32.0,,Defensive rebound by A. Johnson,53,49
279,3,6:31.0,,Turnover by A. Johnson (bad pass; steal by R. Covington),53,49
280,3,6:27.0,N. Noel misses 2-pt layup from 1 ft (block by J. Sullinger),,53,49
281,3,6:25.0,Offensive rebound by R. Covington,,53,49
282,3,6:12.0,N. Noel misses 2-pt jump shot from 4 ft,,53,49
283,3,6:11.0,,Defensive rebound by A. Johnson,53,49
284,3,6:03.0,,Personal foul by R. Covington (drawn by A. Johnson),53,49
285,3,6:03.0,J. Grant enters the game for N. Noel,,53,49
286,3,6:03.0,H. Thompson enters the game for T. McConnell,,53,49
287,3,5:54.0,,I. Thomas misses 2-pt jump shot from 13 ft,53,49
288,3,5:53.0,Defensive rebound by J. Okafor,,53,49
289,3,5:43.0,H. Thompson misses 3-pt jump shot from 23 ft,,53,49
290,3,5:42.0,,Defensive rebound by E. Turner,53,49
291,3,5:33.0,,E. Turner makes 2-pt jump shot from 18 ft,53,51
292,3,5:15.0,Turnover by J. Grant (traveling),,53,51
293,3,5:15.0,,K. Olynyk enters the game for A. Johnson,53,51
294,3,5:03.0,,I. Thomas misses 3-pt jump shot from 25 ft,53,51
295,3,5:01.0,Defensive rebound by J. Okafor,,53,51
296,3,4:46.0,H. Thompson makes 3-pt jump shot from 23 ft (assist by J. Grant),,56,51
297,3,4:29.0,,I. Thomas misses 2-pt layup at rim (block by R. Covington),56,51
298,3,4:28.0,Defensive rebound by I. Canaan,,56,51
299,3,4:25.0,I. Canaan makes 2-pt layup at rim,,58,51
300,3,4:04.0,,E. Turner makes 2-pt jump shot from 18 ft,58,53
301,3,3:48.0,R. Covington misses 2-pt jump shot from 3 ft,,58,53
302,3,3:47.0,,Defensive rebound by J. Sullinger,58,53
303,3,3:46.0,,Personal foul by R. Covington (drawn by I. Thomas),58,53
304,3,3:46.0,,J. Crowder enters the game for J. Sullinger,58,53
305,3,3:46.0,N. Noel enters the game for J. Okafor,,58,53
306,3,3:46.0,P. Pressey enters the game for I. Canaan,,58,53
307,3,3:35.0,,A. Bradley misses 3-pt jump shot from 24 ft,58,53
308,3,3:34.0,Defensive rebound by H. Thompson,,58,53
309,3,3:28.0,P. Pressey makes 2-pt layup from 1 ft,,60,53
310,3,3:10.0,,E. Turner misses 2-pt jump shot from 4 ft (block by N. Noel),60,53
311,3,3:09.0,,Offensive rebound by J. Crowder,60,53
312,3,3:04.0,,J. Crowder misses 3-pt jump shot from 24 ft,60,53
313,3,3:03.0,,Offensive rebound by K. Olynyk,60,53
314,3,2:57.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by K. Olynyk),60,56
315,3,2:33.0,J. Grant misses 3-pt jump shot from 24 ft,,60,56
316,3,2:32.0,,Defensive rebound by E. Turner,60,56
317,3,2:25.0,,Personal foul by N. Noel (drawn by A. Bradley),60,56
318,3,2:25.0,,Boston full timeout,60,56
319,3,2:25.0,,J. Jerebko enters the game for A. Bradley,60,56
320,3,2:25.0,J. Sampson enters the game for R. Covington,,60,56
321,3,2:09.0,,E. Turner misses 3-pt jump shot from 23 ft,60,56
322,3,2:08.0,Defensive rebound by N. Noel,,60,56
323,3,1:57.0,H. Thompson makes 2-pt jump shot from 4 ft (assist by P. Pressey),,62,56
324,3,1:43.0,,J. Crowder misses 2-pt layup from 1 ft (block by H. Thompson),62,56
325,3,1:42.0,Defensive rebound by J. Grant,,62,56
326,3,1:32.0,Turnover by P. Pressey (bad pass),,62,56
327,3,1:08.0,,I. Thomas misses 3-pt jump shot from 35 ft,62,56
328,3,1:08.0,,Offensive rebound by Team,62,56
329,3,1:08.0,,Turnover by Team (shot clock),62,56
330,3,0:48.0,J. Sampson misses 3-pt jump shot from 25 ft,,62,56
331,3,0:47.0,,Defensive rebound by J. Jerebko,62,56
332,3,0:32.0,,J. Jerebko misses 2-pt jump shot from 22 ft,62,56
333,3,0:30.0,Defensive rebound by N. Noel,,62,56
334,3,0:08.0,P. Pressey misses 2-pt jump shot from 3 ft (block by K. Olynyk),,62,56
335,3,0:07.0,Offensive rebound by J. Grant,,62,56
336,3,0:07.0,Turnover by Team (shot clock),,62,56
337,3,0:07.0,,R. Hunter enters the game for E. Turner,62,56
338,3,0:02.0,,Shooting foul by H. Thompson (drawn by K. Olynyk),62,56
339,3,0:02.0,,K. Olynyk makes free throw 1 of 2,62,57
340,3,0:02.0,,E. Turner enters the game for I. Thomas,62,57
341,3,0:02.0,R. Covington enters the game for J. Sampson,,62,57
342,3,0:02.0,I. Canaan enters the game for J. Grant,,62,57
343,3,0:02.0,,K. Olynyk misses free throw 2 of 2,62,57
344,3,0:02.0,Defensive rebound by R. Covington,,62,57
345,3,0:00.0,R. Covington misses 3-pt jump shot from 80 ft,,62,57
346,3,0:00.0,Offensive rebound by Team,,62,57
347,4,11:44.0,,R. Hunter misses 2-pt jump shot from 17 ft,62,57
348,4,11:43.0,Defensive rebound by Team,,62,57
349,4,11:33.0,Turnover by R. Covington (offensive foul),,62,57
350,4,11:33.0,Offensive foul by R. Covington (drawn by K. Olynyk),,62,57
351,4,11:23.0,,E. Turner misses 2-pt jump shot from 18 ft,62,57
352,4,11:22.0,Defensive rebound by R. Covington,,62,57
353,4,11:09.0,R. Covington misses 2-pt layup at rim,,62,57
354,4,11:08.0,Offensive rebound by R. Covington,,62,57
355,4,11:07.0,R. Covington misses 2-pt layup from 1 ft (block by E. Turner),,62,57
356,4,11:06.0,,Defensive rebound by R. Hunter,62,57
357,4,10:54.0,,K. Olynyk misses 3-pt jump shot from 24 ft,62,57
358,4,10:53.0,Defensive rebound by P. Pressey,,62,57
359,4,10:45.0,H. Thompson makes 3-pt jump shot from 23 ft (assist by P. Pressey),,65,57
360,4,10:41.0,,J. Crowder misses 2-pt layup from 2 ft,65,57
361,4,10:40.0,,Offensive rebound by Team,65,57
362,4,10:40.0,,A. Bradley enters the game for R. Hunter,65,57
363,4,10:34.0,,K. Olynyk misses 2-pt jump shot from 3 ft (block by J. Okafor),65,57
364,4,10:33.0,,Offensive rebound by K. Olynyk,65,57
365,4,10:32.0,,K. Olynyk misses 2-pt layup from 2 ft,65,57
366,4,10:31.0,,Offensive rebound by J. Crowder,65,57
367,4,10:24.0,,E. Turner makes 2-pt layup from 2 ft (assist by J. Crowder),65,59
368,4,9:56.0,I. Canaan misses 2-pt jump shot from 7 ft,,65,59
369,4,9:55.0,,Defensive rebound by E. Turner,65,59
370,4,9:48.0,,J. Crowder misses 2-pt layup from 1 ft (block by J. Okafor),65,59
371,4,9:47.0,Defensive rebound by P. Pressey,,65,59
372,4,9:41.0,H. Thompson makes 3-pt jump shot from 26 ft (assist by P. Pressey),,68,59
373,4,9:39.0,,Boston full timeout,68,59
374,4,9:39.0,,A. Johnson enters the game for J. Jerebko,68,59
375,4,9:28.0,,A. Bradley misses 3-pt jump shot from 25 ft,68,59
376,4,9:27.0,Defensive rebound by J. Okafor,,68,59
377,4,9:09.0,Shooting foul by A. Johnson (drawn by J. Okafor),,68,59
378,4,9:09.0,J. Okafor makes free throw 1 of 2,,69,59
379,4,9:09.0,J. Grant enters the game for R. Covington,,69,59
380,4,9:09.0,,I. Thomas enters the game for K. Olynyk,69,59
381,4,9:09.0,,J. Sullinger enters the game for J. Crowder,69,59
382,4,9:09.0,J. Okafor makes free throw 2 of 2,,70,59
383,4,9:00.0,,I. Thomas makes 2-pt layup from 1 ft,70,61
384,4,8:35.0,J. Grant misses 3-pt jump shot from 24 ft,,70,61
385,4,8:34.0,,Defensive rebound by Team,70,61
386,4,8:34.0,Loose ball foul by I. Canaan (drawn by A. Bradley),,70,61
387,4,8:24.0,,J. Sullinger misses 2-pt layup from 2 ft,70,61
388,4,8:23.0,Defensive rebound by H. Thompson,,70,61
389,4,8:07.0,J. Okafor makes 2-pt jump shot from 13 ft,,72,61
390,4,7:51.0,,I. Thomas misses 2-pt jump shot from 9 ft,72,61
391,4,7:50.0,Defensive rebound by J. Okafor,,72,61
