,QUARTER,TIME_REMAINING,HOUSTON_ACTION,NEW YORK_ACTION,HOUSTON_SCORE,NEW YORK_SCORE
106,1,0:14.0,Defensive rebound by D. Howard,,21,25
107,1,0:00.0,M. Thornton misses 2-pt jump shot from 9 ft,,21,25
108,1,0:00.0,Offensive rebound by Team,,21,25
109,2,11:42.0,,K. Séraphin makes 2-pt hook shot from 5 ft (assist by J. Grant),21,27
110,2,11:17.0,C. Capela makes 2-pt layup from 1 ft (assist by P. Beverley),,23,27
111,2,10:58.0,,Turnover by K. Séraphin (bad pass; steal by P. Beverley),23,27
112,2,10:40.0,D. Howard misses 2-pt jump shot from 4 ft,,23,27
113,2,10:40.0,,Defensive rebound by J. Grant,23,27
114,2,10:33.0,,J. Grant makes 2-pt layup from 1 ft,23,29
115,2,10:15.0,K. McDaniels misses 2-pt layup from 2 ft,,23,29
116,2,10:14.0,,Defensive rebound by K. Séraphin,23,29
117,2,10:08.0,,Personal foul by K. McDaniels (drawn by J. Grant),23,29
118,2,10:08.0,,K. O'Quinn enters the game for K. Séraphin,23,29
119,2,10:08.0,T. Jones enters the game for D. Howard,,23,29
120,2,10:08.0,T. Ariza enters the game for K. McDaniels,,23,29
121,2,9:57.0,,D. Williams misses 2-pt jump shot from 10 ft,23,29
122,2,9:56.0,Defensive rebound by T. Ariza,,23,29
123,2,9:45.0,M. Thornton misses 3-pt jump shot from 23 ft,,23,29
124,2,9:44.0,Offensive rebound by T. Ariza,,23,29
125,2,9:38.0,T. Jones misses 2-pt layup from 1 ft,,23,29
126,2,9:37.0,,Defensive rebound by D. Williams,23,29
127,2,9:36.0,,Personal foul by P. Beverley (drawn by D. Williams),23,29
128,2,9:36.0,J. Harden enters the game for M. Thornton,,23,29
129,2,9:14.0,,C. Early misses 3-pt jump shot from 22 ft,23,29
130,2,9:13.0,Defensive rebound by Team,,23,29
131,2,8:51.0,T. Jones makes 3-pt jump shot from 26 ft (assist by J. Harden),,26,29
132,2,8:42.0,,D. Williams makes 2-pt layup at rim (assist by L. Galloway),26,31
133,2,8:42.0,,Shooting foul by T. Jones (drawn by D. Williams),26,31
134,2,8:42.0,Official timeout,,26,31
135,2,8:42.0,,L. Thomas enters the game for C. Early,26,31
136,2,8:42.0,,D. Williams makes free throw 1 of 1,26,32
137,2,8:25.0,J. Harden misses 2-pt jump shot from 9 ft,,26,32
138,2,8:24.0,,Defensive rebound by L. Thomas,26,32
139,2,8:04.0,,Turnover by J. Grant (bad pass; steal by P. Beverley),26,32
140,2,7:58.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,28,32
141,2,7:39.0,,D. Williams makes 2-pt dunk at rim (assist by L. Galloway),28,34
142,2,7:29.0,Offensive foul by P. Beverley (drawn by K. O'Quinn),,28,34
143,2,7:29.0,Turnover by P. Beverley (offensive foul),,28,34
144,2,7:29.0,,K. Porziņģis enters the game for D. Williams,28,34
145,2,7:29.0,,A. Afflalo enters the game for J. Grant,28,34
146,2,7:28.0,D. Howard enters the game for C. Capela,,28,34
147,2,7:07.0,,K. Porziņģis misses 2-pt jump shot from 9 ft (block by T. Jones),28,34
148,2,7:06.0,Defensive rebound by Team,,28,34
149,2,6:56.0,Shooting foul by K. O'Quinn (drawn by J. Harden),,28,34
150,2,6:56.0,J. Harden makes free throw 1 of 2,,29,34
151,2,6:56.0,J. Harden makes free throw 2 of 2,,30,34
152,2,6:37.0,,Shooting foul by P. Beverley (drawn by K. O'Quinn),30,34
153,2,6:37.0,,K. O'Quinn makes free throw 1 of 2,30,35
154,2,6:37.0,J. Terry enters the game for P. Beverley,,30,35
155,2,6:37.0,,K. O'Quinn misses free throw 2 of 2,30,35
156,2,6:36.0,Defensive rebound by D. Howard,,30,35
157,2,6:25.0,J. Terry misses 3-pt jump shot from 23 ft,,30,35
158,2,6:24.0,Offensive rebound by T. Jones,,30,35
159,2,6:24.0,Shooting foul by L. Galloway (drawn by T. Jones),,30,35
160,2,6:24.0,T. Jones makes free throw 1 of 2,,31,35
161,2,6:24.0,,R. Lopez enters the game for K. O'Quinn,31,35
162,2,6:24.0,,J. Calderón enters the game for L. Galloway,31,35
163,2,6:24.0,T. Jones makes free throw 2 of 2,,32,35
164,2,6:13.0,,Personal foul by J. Harden (drawn by L. Thomas),32,35
165,2,6:13.0,,L. Thomas makes free throw 1 of 2,32,36
166,2,6:13.0,,L. Thomas makes free throw 2 of 2,32,37
167,2,5:57.0,T. Ariza makes 2-pt layup from 1 ft (assist by J. Harden),,34,37
168,2,5:43.0,,J. Calderón makes 2-pt jump shot from 15 ft (assist by R. Lopez),34,39
169,2,5:25.0,J. Harden misses 3-pt jump shot from 24 ft,,34,39
170,2,5:24.0,,Defensive rebound by J. Calderón,34,39
171,2,5:20.0,,Turnover by J. Calderón (bad pass),34,39
172,2,5:20.0,,New York full timeout,34,39
173,2,5:01.0,T. Jones misses 2-pt layup from 2 ft (block by K. Porziņģis),,34,39
174,2,5:00.0,,Defensive rebound by R. Lopez,34,39
175,2,4:47.0,,A. Afflalo makes 2-pt jump shot from 16 ft,34,41
176,2,4:25.0,Shooting foul by L. Thomas (drawn by J. Harden),,34,41
177,2,4:25.0,J. Harden makes free throw 1 of 3,,35,41
178,2,4:25.0,J. Harden makes free throw 2 of 3,,36,41
179,2,4:25.0,C. Capela enters the game for D. Howard,,36,41
180,2,4:25.0,J. Harden misses free throw 3 of 3,,36,41
181,2,4:24.0,,Defensive rebound by K. Porziņģis,36,41
182,2,4:13.0,,Turnover by L. Thomas (bad pass; steal by T. Ariza),36,41
183,2,3:59.0,J. Harden misses 2-pt jump shot from 11 ft,,36,41
184,2,3:58.0,,Defensive rebound by K. Porziņģis,36,41
185,2,3:46.0,,R. Lopez misses 2-pt layup at rim,36,41
186,2,3:46.0,,Offensive rebound by K. Porziņģis,36,41
187,2,3:46.0,,K. Porziņģis makes 2-pt layup from 1 ft,36,43
188,2,3:31.0,T. Ariza misses 2-pt jump shot from 3 ft (block by R. Lopez),,36,43
189,2,3:30.0,,Defensive rebound by A. Afflalo,36,43
190,2,3:27.0,,L. Thomas makes 2-pt dunk at rim,36,45
191,2,3:25.0,Houston full timeout,,36,45
192,2,3:04.0,Turnover by J. Harden (bad pass; steal by J. Calderón),,36,45
193,2,2:54.0,,L. Thomas makes 2-pt layup from 1 ft,36,47
194,2,2:35.0,Shooting foul by K. Porziņģis (drawn by T. Jones),,36,47
195,2,2:35.0,T. Jones makes free throw 1 of 2,,37,47
196,2,2:35.0,,K. Séraphin enters the game for R. Lopez,37,47
197,2,2:35.0,,L. Galloway enters the game for L. Thomas,37,47
198,2,2:35.0,T. Jones misses free throw 2 of 2,,37,47
199,2,2:34.0,,Defensive rebound by K. Séraphin,37,47
200,2,2:20.0,,K. Porziņģis makes 2-pt jump shot from 15 ft (assist by A. Afflalo),37,49
201,2,2:03.0,J. Terry misses 3-pt jump shot from 23 ft,,37,49
202,2,2:02.0,Offensive rebound by C. Capela,,37,49
203,2,1:59.0,Turnover by C. Capela (bad pass; steal by K. Porziņģis),,37,49
204,2,1:50.0,,L. Galloway misses 2-pt jump shot from 12 ft,37,49
205,2,1:50.0,,Offensive rebound by A. Afflalo,37,49
206,2,1:37.0,,Personal foul by T. Ariza (drawn by K. Porziņģis),37,49
207,2,1:37.0,,K. Porziņģis makes free throw 1 of 2,37,50
208,2,1:37.0,,K. Porziņģis makes free throw 2 of 2,37,51
209,2,1:22.0,J. Harden misses 2-pt jump shot from 20 ft,,37,51
210,2,1:22.0,,Defensive rebound by K. Porziņģis,37,51
211,2,1:11.0,,Turnover by L. Galloway (bad pass; steal by J. Terry),37,51
212,2,1:06.0,,D. Williams enters the game for K. Porziņģis,37,51
213,2,0:58.0,J. Harden makes 2-pt jump shot from 19 ft,,39,51
214,2,0:46.0,,J. Calderón makes 3-pt jump shot from 25 ft (assist by L. Galloway),39,54
215,2,0:31.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,41,54
216,2,0:24.0,,New York full timeout,41,54
217,2,0:11.0,,Turnover by J. Calderón (bad pass; steal by C. Capela),41,54
218,2,0:01.0,T. Ariza misses 3-pt jump shot from 24 ft,,41,54
219,2,0:00.0,Offensive rebound by J. Harden,,41,54
220,3,11:41.0,,Personal foul by J. Harden (drawn by A. Afflalo),41,54
221,3,11:31.0,,K. Porziņģis misses 2-pt jump shot from 10 ft,41,54
222,3,11:29.0,Defensive rebound by J. Harden,,41,54
223,3,11:26.0,P. Beverley makes 2-pt jump shot from 3 ft,,43,54
224,3,11:26.0,Shooting foul by J. Calderón (drawn by P. Beverley),,43,54
225,3,11:26.0,P. Beverley makes free throw 1 of 1,,44,54
226,3,11:08.0,,A. Afflalo misses 2-pt jump shot from 18 ft,44,54
227,3,11:08.0,Defensive rebound by C. Capela,,44,54
228,3,10:58.0,D. Howard misses 2-pt hook shot from 5 ft,,44,54
229,3,10:56.0,,Defensive rebound by J. Calderón,44,54
230,3,10:49.0,,J. Calderón misses 3-pt jump shot from 24 ft,44,54
231,3,10:49.0,Defensive rebound by J. Harden,,44,54
232,3,10:39.0,J. Harden misses 2-pt jump shot from 9 ft,,44,54
233,3,10:39.0,Offensive rebound by J. Harden,,44,54
234,3,10:31.0,P. Beverley misses 2-pt jump shot from 7 ft,,44,54
235,3,10:30.0,Offensive rebound by D. Howard,,44,54
236,3,10:30.0,D. Howard makes 2-pt dunk at rim,,46,54
237,3,10:08.0,,A. Afflalo makes 2-pt jump shot from 7 ft,46,56
238,3,9:59.0,Shooting foul by J. Calderón (drawn by C. Capela),,46,56
239,3,9:59.0,C. Capela misses free throw 1 of 2,,46,56
240,3,9:59.0,Offensive rebound by Team,,46,56
241,3,9:59.0,C. Capela misses free throw 2 of 2,,46,56
242,3,9:58.0,Offensive rebound by T. Ariza,,46,56
243,3,9:38.0,C. Capela misses 2-pt layup at rim,,46,56
244,3,9:37.0,Offensive rebound by C. Capela,,46,56
245,3,9:37.0,C. Capela makes 2-pt layup at rim,,48,56
246,3,9:37.0,,New York full timeout,48,56
247,3,9:13.0,,A. Afflalo misses 3-pt jump shot from 24 ft,48,56
248,3,9:12.0,Defensive rebound by P. Beverley,,48,56
249,3,9:02.0,J. Harden makes 2-pt jump shot from 19 ft,,50,56
250,3,8:47.0,,Shooting foul by C. Capela (drawn by K. Porziņģis),50,56
251,3,8:47.0,,K. Porziņģis makes free throw 1 of 2,50,57
252,3,8:47.0,,K. Porziņģis makes free throw 2 of 2,50,58
253,3,8:26.0,Shooting foul by R. Lopez (drawn by D. Howard),,50,58
254,3,8:26.0,D. Howard misses free throw 1 of 2,,50,58
255,3,8:26.0,Offensive rebound by Team,,50,58
256,3,8:26.0,D. Howard makes free throw 2 of 2,,51,58
257,3,8:02.0,,A. Afflalo makes 2-pt layup from 1 ft,51,60
258,3,7:47.0,D. Howard makes 2-pt dunk at rim (assist by J. Harden),,53,60
259,3,7:46.0,,Turnover by R. Lopez (bad pass),53,60
260,3,7:41.0,J. Harden misses 3-pt jump shot from 24 ft,,53,60
261,3,7:40.0,,Defensive rebound by K. Porziņģis,53,60
262,3,7:16.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,53,60
263,3,7:15.0,,Offensive rebound by Team,53,60
264,3,7:15.0,,Turnover by Team (shot clock),53,60
265,3,6:58.0,Shooting foul by K. Porziņģis (drawn by C. Capela),,53,60
266,3,6:58.0,C. Capela makes free throw 1 of 2,,54,60
267,3,6:58.0,C. Capela makes free throw 2 of 2,,55,60
268,3,6:43.0,,A. Afflalo makes 2-pt jump shot from 19 ft,55,62
269,3,6:32.0,Personal block foul by J. Calderón (drawn by P. Beverley),,55,62
270,3,6:32.0,P. Beverley makes free throw 1 of 2,,56,62
271,3,6:32.0,T. Jones enters the game for C. Capela,,56,62
272,3,6:32.0,P. Beverley makes free throw 2 of 2,,57,62
273,3,6:07.0,,Turnover by Team (shot clock),57,62
274,3,5:54.0,T. Jones misses 3-pt jump shot from 22 ft,,57,62
275,3,5:54.0,,Defensive rebound by R. Lopez,57,62
276,3,5:47.0,,A. Afflalo misses 2-pt jump shot from 3 ft,57,62
277,3,5:45.0,,Offensive rebound by K. Porziņģis,57,62
278,3,5:45.0,,K. Porziņģis makes 2-pt dunk at rim,57,64
279,3,5:26.0,D. Howard misses 2-pt layup from 1 ft,,57,64
280,3,5:26.0,,Defensive rebound by K. Porziņģis,57,64
281,3,5:12.0,,J. Calderón misses 3-pt jump shot from 24 ft,57,64
282,3,5:11.0,,Offensive rebound by L. Thomas,57,64
283,3,5:11.0,,L. Thomas makes 2-pt dunk at rim,57,66
284,3,5:09.0,Houston full timeout,,57,66
285,3,5:09.0,C. Brewer enters the game for T. Ariza,,57,66
286,3,5:09.0,J. Terry enters the game for P. Beverley,,57,66
287,3,4:52.0,J. Harden makes 2-pt jump shot from 9 ft,,59,66
288,3,4:38.0,,Turnover by K. Porziņģis (bad pass; steal by J. Harden),59,66
289,3,4:33.0,J. Harden makes 2-pt layup from 1 ft,,61,66
290,3,4:22.0,,Personal foul by T. Jones (drawn by K. Porziņģis),61,66
291,3,4:22.0,C. Capela enters the game for D. Howard,,61,66
292,3,4:22.0,,K. Séraphin enters the game for R. Lopez,61,66
293,3,4:08.0,,Turnover by K. Séraphin (offensive goaltending),61,66
294,3,3:49.0,J. Terry makes 3-pt jump shot from 23 ft (assist by J. Harden),,64,66
295,3,3:33.0,,A. Afflalo makes 3-pt jump shot from 23 ft,64,69
296,3,3:11.0,T. Jones misses 3-pt jump shot from 25 ft,,64,69
297,3,3:10.0,,Defensive rebound by K. Séraphin,64,69
298,3,2:54.0,,K. Séraphin makes 2-pt layup from 1 ft,64,71
299,3,2:39.0,J. Harden makes 2-pt layup from 1 ft,,66,71
300,3,2:26.0,,Turnover by L. Thomas (lost ball; steal by C. Capela),66,71
301,3,2:21.0,C. Brewer makes 2-pt layup at rim,,68,71
302,3,1:57.0,,K. Séraphin makes 2-pt jump shot from 13 ft (assist by J. Calderón),68,73
303,3,1:31.0,J. Harden misses 2-pt jump shot from 19 ft,,68,73
304,3,1:30.0,,Defensive rebound by K. Porziņģis,68,73
305,3,1:18.0,,K. Porziņģis makes 2-pt layup at rim (assist by K. Séraphin),68,75
306,3,0:53.0,J. Harden misses 2-pt jump shot from 13 ft,,68,75
307,3,0:53.0,,Defensive rebound by A. Afflalo,68,75
308,3,0:31.0,,L. Thomas makes 2-pt jump shot from 9 ft (assist by A. Afflalo),68,77
309,3,0:11.0,Shooting foul by J. Calderón (drawn by J. Harden),,68,77
310,3,0:11.0,J. Harden misses free throw 1 of 2,,68,77
311,3,0:11.0,Offensive rebound by Team,,68,77
312,3,0:11.0,,D. Williams enters the game for K. Porziņģis,68,77
313,3,0:11.0,,L. Galloway enters the game for J. Calderón,68,77
314,3,0:11.0,J. Harden makes free throw 2 of 2,,69,77
315,3,0:04.0,,Personal foul by J. Terry (drawn by L. Galloway),69,77
316,3,0:04.0,T. Ariza enters the game for J. Terry,,69,77
317,3,0:04.0,,K. Porziņģis enters the game for L. Thomas,69,77
318,3,0:01.0,,A. Afflalo misses 2-pt jump shot from 4 ft,69,77
319,3,0:00.0,,Offensive rebound by Team,69,77
320,4,11:44.0,,Violation by K. Porziņģis (def goaltending),69,77
321,4,11:44.0,D. Howard makes 2-pt hook shot from 2 ft,,71,77
322,4,11:28.0,,K. Porziņģis makes 2-pt jump shot from 17 ft (assist by L. Galloway),71,79
323,4,11:13.0,Turnover by C. Brewer (lost ball),,71,79
324,4,10:59.0,,L. Galloway misses 2-pt jump shot from 18 ft,71,79
325,4,10:59.0,Defensive rebound by D. Howard,,71,79
326,4,10:49.0,D. Howard misses 2-pt layup at rim,,71,79
327,4,10:49.0,Offensive rebound by C. Capela,,71,79
328,4,10:48.0,C. Capela misses 2-pt layup at rim (block by K. Séraphin),,71,79
329,4,10:46.0,,Defensive rebound by D. Williams,71,79
330,4,10:36.0,,Turnover by K. Porziņģis (bad pass; steal by C. Capela),71,79
331,4,10:30.0,Turnover by C. Brewer (lost ball; steal by L. Galloway),,71,79
332,4,10:26.0,,Personal foul by C. Capela (drawn by K. Séraphin),71,79
333,4,10:26.0,T. Ariza enters the game for C. Capela,,71,79
334,4,10:26.0,P. Beverley enters the game for C. Brewer,,71,79
335,4,10:19.0,,K. Séraphin makes 2-pt hook shot from 10 ft,71,81
336,4,10:05.0,M. Thornton makes 2-pt jump shot from 20 ft,,73,81
337,4,9:54.0,,Shooting foul by J. Terry (drawn by D. Williams),73,81
338,4,9:54.0,,D. Williams makes free throw 1 of 2,73,82
339,4,9:54.0,,D. Williams makes free throw 2 of 2,73,83
340,4,9:40.0,T. Ariza makes 2-pt jump shot from 18 ft,,75,83
341,4,9:24.0,,J. Grant makes 2-pt jump shot from 7 ft,75,85
342,4,9:10.0,Turnover by M. Thornton (lost ball; steal by K. Séraphin),,75,85
343,4,9:06.0,,Turnover by K. Séraphin (lost ball),75,85
344,4,9:06.0,J. Harden enters the game for J. Terry,,75,85
345,4,8:50.0,D. Howard misses 2-pt jump shot from 4 ft,,75,85
346,4,8:49.0,,Defensive rebound by D. Williams,75,85
347,4,8:42.0,,J. Grant makes 3-pt jump shot from 24 ft (assist by D. Williams),75,88
348,4,8:42.0,Houston full timeout,,75,88
349,4,8:42.0,,L. Thomas enters the game for K. Porziņģis,75,88
350,4,8:23.0,D. Howard misses 2-pt layup from 1 ft (block by K. Séraphin),,75,88
351,4,8:22.0,Offensive rebound by Team,,75,88
352,4,8:20.0,Shooting foul by L. Galloway (drawn by M. Thornton),,75,88
353,4,8:20.0,M. Thornton makes free throw 1 of 2,,76,88
354,4,8:20.0,C. Capela enters the game for D. Howard,,76,88
355,4,8:20.0,M. Thornton makes free throw 2 of 2,,77,88
356,4,8:05.0,,D. Williams makes 3-pt jump shot from 23 ft (assist by J. Grant),77,91
357,4,7:48.0,C. Capela makes 2-pt layup from 2 ft (assist by P. Beverley),,79,91
358,4,7:48.0,Shooting foul by D. Williams (drawn by C. Capela),,79,91
359,4,7:48.0,C. Capela makes free throw 1 of 1,,80,91
360,4,7:40.0,,Personal foul by P. Beverley (drawn by J. Grant),80,91
361,4,7:28.0,,L. Thomas misses 2-pt jump shot from 15 ft,80,91
362,4,7:28.0,Defensive rebound by J. Harden,,80,91
363,4,7:21.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),,83,91
364,4,6:52.0,,L. Galloway misses 3-pt jump shot from 25 ft,83,91
365,4,6:51.0,Defensive rebound by C. Capela,,83,91
366,4,6:35.0,,A. Afflalo enters the game for J. Grant,83,91
367,4,6:35.0,Houston full timeout,,83,91
368,4,6:33.0,,Violation by L. Galloway (def goaltending),83,91
369,4,6:33.0,P. Beverley makes 2-pt layup at rim,,85,91
370,4,6:17.0,,Turnover by D. Williams (bad pass; steal by P. Beverley),85,91
371,4,6:08.0,Shooting foul by K. Séraphin (drawn by J. Harden),,85,91
372,4,6:08.0,J. Harden misses free throw 1 of 2,,85,91
373,4,6:08.0,Offensive rebound by Team,,85,91
374,4,6:08.0,,J. Calderón enters the game for D. Williams,85,91
375,4,6:08.0,J. Harden misses free throw 2 of 2,,85,91
376,4,6:07.0,,Defensive rebound by L. Thomas,85,91
377,4,5:42.0,,L. Galloway misses 3-pt jump shot from 26 ft,85,91
378,4,5:42.0,Defensive rebound by T. Ariza,,85,91
379,4,5:36.0,J. Harden misses 2-pt layup from 1 ft,,85,91
380,4,5:35.0,Offensive rebound by C. Capela,,85,91
381,4,5:35.0,C. Capela makes 2-pt layup at rim,,87,91
382,4,5:32.0,,Turnover by K. Séraphin (bad pass; steal by M. Thornton),87,91
383,4,5:29.0,M. Thornton makes 2-pt layup at rim,,89,91
384,4,5:29.0,,New York full timeout,89,91
385,4,5:29.0,,K. Porziņģis enters the game for K. Séraphin,89,91
386,4,5:08.0,,A. Afflalo makes 2-pt jump shot from 9 ft,89,93
387,4,4:48.0,Turnover by J. Harden (bad pass; steal by A. Afflalo),,89,93
388,4,4:36.0,,K. Porziņģis makes 2-pt jump shot from 3 ft (assist by J. Calderón),89,95
389,4,4:13.0,M. Thornton makes 2-pt jump shot from 19 ft,,91,95
