,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,NEW YORK_ACTION,SACRAMENTO_SCORE,NEW YORK_SCORE
191,2,2:31.0,,Turnover by J. Grant (bad pass; steal by D. Cousins),45,36
192,2,2:27.0,Personal foul by J. Grant,,45,36
193,2,2:27.0,,New York full timeout,45,36
194,2,2:27.0,J. Anderson enters the game for R. Gay,,45,36
195,2,2:18.0,Q. Acy makes 2-pt dunk at rim (assist by D. Cousins),,47,36
196,2,2:18.0,Shooting foul by K. Porziņģis (drawn by Q. Acy),,47,36
197,2,2:18.0,Q. Acy makes free throw 1 of 1,,48,36
198,2,2:01.0,,J. Calderón makes 3-pt jump shot from 25 ft (assist by J. Grant),48,39
199,2,1:49.0,R. Rondo misses 2-pt layup from 1 ft,,48,39
200,2,1:48.0,,Defensive rebound by R. Lopez,48,39
201,2,1:36.0,,K. Porziņģis makes 2-pt jump shot from 10 ft,48,41
202,2,1:19.0,D. Collison misses 2-pt layup from 1 ft,,48,41
203,2,1:18.0,,Defensive rebound by R. Lopez,48,41
204,2,1:12.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by J. Calderón),48,44
205,2,0:59.0,Turnover by R. Rondo (bad pass; steal by J. Grant),,48,44
206,2,0:49.0,,J. Grant misses 3-pt jump shot from 24 ft,48,44
207,2,0:48.0,Defensive rebound by D. Cousins,,48,44
208,2,0:39.0,D. Cousins misses 3-pt jump shot from 24 ft,,48,44
209,2,0:38.0,,Defensive rebound by A. Afflalo,48,44
210,2,0:22.0,,K. Porziņģis misses 2-pt jump shot from 13 ft,48,44
211,2,0:21.0,,Offensive rebound by R. Lopez,48,44
212,2,0:19.0,,Personal foul by Q. Acy,48,44
213,2,0:19.0,,R. Lopez misses free throw 1 of 2,48,44
214,2,0:19.0,,Offensive rebound by Team,48,44
215,2,0:19.0,,C. Early enters the game for A. Afflalo,48,44
216,2,0:19.0,,S. Vujačić enters the game for K. Porziņģis,48,44
217,2,0:19.0,R. Gay enters the game for Q. Acy,,48,44
218,2,0:19.0,,R. Lopez makes free throw 2 of 2,48,45
219,2,0:09.0,R. Gay makes 2-pt jump shot from 18 ft (assist by R. Rondo),,50,45
220,2,0:04.0,,R. Lopez misses 2-pt layup from 2 ft,50,45
221,2,0:03.0,,Offensive rebound by R. Lopez,50,45
222,2,0:03.0,,R. Lopez makes 2-pt layup from 2 ft,50,47
223,3,11:40.0,,A. Afflalo misses 3-pt jump shot from 23 ft,50,47
224,3,11:39.0,Defensive rebound by Q. Acy,,50,47
225,3,11:23.0,R. Gay misses 2-pt jump shot from 10 ft,,50,47
226,3,11:22.0,,Defensive rebound by J. Calderón,50,47
227,3,11:12.0,,S. Vujačić misses 2-pt jump shot from 19 ft,50,47
228,3,11:11.0,,Offensive rebound by R. Lopez,50,47
229,3,11:11.0,,R. Lopez misses 2-pt layup from 2 ft,50,47
230,3,11:10.0,,Offensive rebound by R. Lopez,50,47
231,3,11:10.0,,R. Lopez misses 2-pt layup from 2 ft,50,47
232,3,11:09.0,Defensive rebound by Q. Acy,,50,47
233,3,11:07.0,Personal foul by S. Vujačić,,50,47
234,3,10:48.0,D. Cousins misses 2-pt jump shot from 13 ft,,50,47
235,3,10:47.0,,Defensive rebound by S. Vujačić,50,47
236,3,10:30.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,50,47
237,3,10:29.0,,Offensive rebound by S. Vujačić,50,47
238,3,10:24.0,,Violation by R. Lopez (kicked ball),50,47
239,3,10:14.0,,A. Afflalo misses 2-pt jump shot from 21 ft,50,47
240,3,10:13.0,Defensive rebound by Q. Acy,,50,47
241,3,10:04.0,R. Gay makes 2-pt jump shot from 7 ft,,52,47
242,3,9:53.0,,J. Calderón misses 3-pt jump shot from 24 ft,52,47
243,3,9:52.0,,Offensive rebound by K. Porziņģis,52,47
244,3,9:52.0,,K. Porziņģis makes 2-pt layup at rim,52,49
245,3,9:37.0,R. Gay makes 3-pt jump shot from 25 ft (assist by D. Cousins),,55,49
246,3,9:14.0,,R. Lopez makes 2-pt hook shot from 7 ft (assist by J. Calderón),55,51
247,3,8:55.0,D. Collison misses 2-pt layup at rim,,55,51
248,3,8:54.0,,Defensive rebound by R. Lopez,55,51
249,3,8:48.0,,S. Vujačić misses 3-pt jump shot from 22 ft,55,51
250,3,8:47.0,,Offensive rebound by R. Lopez,55,51
251,3,8:47.0,,R. Lopez makes 2-pt layup at rim,55,53
252,3,8:28.0,R. Gay makes 2-pt layup from 1 ft (assist by R. Rondo),,57,53
253,3,8:12.0,,S. Vujačić misses 2-pt jump shot from 21 ft,57,53
254,3,8:11.0,Defensive rebound by D. Cousins,,57,53
255,3,8:02.0,Q. Acy misses 3-pt jump shot from 22 ft,,57,53
256,3,8:01.0,,Defensive rebound by A. Afflalo,57,53
257,3,7:43.0,,Shooting foul by D. Collison (drawn by R. Lopez),57,53
258,3,7:43.0,,R. Lopez makes free throw 1 of 2,57,54
259,3,7:43.0,,D. Williams enters the game for S. Vujačić,57,54
260,3,7:43.0,,R. Lopez makes free throw 2 of 2,57,55
261,3,7:29.0,R. Rondo misses 2-pt jump shot from 21 ft,,57,55
262,3,7:28.0,Offensive rebound by Team,,57,55
263,3,7:28.0,,Loose ball foul by K. Porziņģis,57,55
264,3,7:11.0,D. Collison misses 3-pt jump shot from 26 ft,,57,55
265,3,7:10.0,,Defensive rebound by J. Calderón,57,55
266,3,7:07.0,,Turnover by J. Calderón (lost ball; steal by R. Rondo),57,55
267,3,7:05.0,R. Rondo makes 2-pt layup at rim,,59,55
268,3,7:05.0,Violation by Team (jump ball),,59,55
269,3,6:43.0,,D. Williams misses 2-pt layup from 2 ft,59,55
270,3,6:42.0,Defensive rebound by D. Cousins,,59,55
271,3,6:28.0,D. Cousins misses 2-pt layup from 2 ft,,59,55
272,3,6:27.0,,Defensive rebound by Team,59,55
273,3,6:06.0,,R. Lopez misses 2-pt jump shot from 15 ft,59,55
274,3,6:05.0,Defensive rebound by D. Collison,,59,55
275,3,5:59.0,D. Cousins makes 2-pt jump shot from 5 ft (assist by D. Collison),,61,55
276,3,5:38.0,,K. Porziņģis misses 2-pt jump shot from 4 ft (block by D. Cousins),61,55
277,3,5:37.0,,Offensive rebound by Team,61,55
278,3,5:37.0,,New York full timeout,61,55
279,3,5:37.0,,Shooting foul by R. Gay (drawn by K. Porziņģis),61,55
280,3,5:37.0,,K. Porziņģis makes free throw 1 of 2,61,56
281,3,5:37.0,,K. Porziņģis misses free throw 2 of 2,61,56
282,3,5:36.0,Defensive rebound by D. Cousins,,61,56
283,3,5:19.0,D. Cousins makes 2-pt jump shot from 19 ft,,63,56
284,3,5:04.0,,K. Porziņģis makes 2-pt jump shot from 7 ft,63,58
285,3,4:47.0,R. Gay misses 2-pt jump shot from 15 ft,,63,58
286,3,4:46.0,Offensive rebound by R. Rondo,,63,58
287,3,4:40.0,D. Cousins misses 2-pt jump shot from 19 ft,,63,58
288,3,4:39.0,,Defensive rebound by R. Lopez,63,58
289,3,4:20.0,,R. Lopez makes 2-pt hook shot from 7 ft (assist by K. Porziņģis),63,60
290,3,3:55.0,Turnover by R. Gay (bad pass),,63,60
291,3,3:55.0,M. Belinelli enters the game for Q. Acy,,63,60
292,3,3:55.0,O. Casspi enters the game for R. Gay,,63,60
293,3,3:55.0,K. Koufos enters the game for D. Collison,,63,60
294,3,3:41.0,,Turnover by A. Afflalo (lost ball; steal by M. Belinelli),63,60
295,3,3:35.0,Shooting foul by J. Calderón (drawn by O. Casspi),,63,60
296,3,3:35.0,O. Casspi makes free throw 1 of 2,,64,60
297,3,3:35.0,O. Casspi makes free throw 2 of 2,,65,60
298,3,3:13.0,,D. Williams misses 2-pt jump shot from 18 ft,65,60
299,3,3:12.0,Defensive rebound by K. Koufos,,65,60
300,3,2:56.0,M. Belinelli misses 3-pt jump shot from 25 ft,,65,60
301,3,2:55.0,Offensive rebound by O. Casspi,,65,60
302,3,2:52.0,O. Casspi misses 2-pt layup from 1 ft,,65,60
303,3,2:51.0,,Defensive rebound by R. Lopez,65,60
304,3,2:34.0,,R. Lopez makes 2-pt layup at rim (assist by D. Williams),65,62
305,3,2:34.0,,Shooting foul by R. Rondo (drawn by R. Lopez),65,62
306,3,2:34.0,Sacramento full timeout,,65,62
307,3,2:34.0,,J. Grant enters the game for K. Porziņģis,65,62
308,3,2:34.0,,L. Amundson enters the game for J. Calderón,65,62
309,3,2:34.0,,R. Lopez makes free throw 1 of 1,65,63
310,3,2:11.0,O. Casspi misses 3-pt jump shot from 25 ft,,65,63
311,3,2:10.0,Offensive rebound by R. Rondo,,65,63
312,3,2:05.0,D. Cousins misses 2-pt layup from 1 ft,,65,63
313,3,2:04.0,Offensive rebound by D. Cousins,,65,63
314,3,2:03.0,D. Cousins makes 2-pt layup from 1 ft,,67,63
315,3,1:41.0,,R. Lopez misses 2-pt hook shot at rim,67,63
316,3,1:40.0,,Offensive rebound by R. Lopez,67,63
317,3,1:40.0,,R. Lopez makes 2-pt layup at rim,67,65
318,3,1:19.0,D. Cousins makes 2-pt jump shot from 13 ft (assist by M. Belinelli),,69,65
319,3,0:56.0,,L. Amundson misses 2-pt layup from 2 ft,69,65
320,3,0:55.0,Defensive rebound by D. Cousins,,69,65
321,3,0:50.0,Turnover by K. Koufos (lost ball),,69,65
322,3,0:50.0,,L. Galloway enters the game for A. Afflalo,69,65
323,3,0:50.0,R. Gay enters the game for D. Cousins,,69,65
324,3,0:35.0,,L. Galloway misses 2-pt jump shot from 20 ft,69,65
325,3,0:34.0,,Offensive rebound by L. Amundson,69,65
326,3,0:34.0,,L. Amundson misses 2-pt layup from 1 ft,69,65
327,3,0:32.0,Defensive rebound by O. Casspi,,69,65
328,3,0:20.0,K. Koufos misses 2-pt layup from 2 ft (block by L. Amundson),,69,65
329,3,0:19.0,,Defensive rebound by L. Galloway,69,65
330,3,0:06.0,,Personal foul by R. Rondo,69,65
331,3,0:01.0,,J. Grant misses 2-pt jump shot from 17 ft,69,65
332,3,0:00.0,,Offensive rebound by Team,69,65
333,4,11:39.0,K. Koufos misses 2-pt layup from 1 ft,,69,65
334,4,11:38.0,Offensive rebound by K. Koufos,,69,65
335,4,11:38.0,K. Koufos makes 2-pt layup from 1 ft,,71,65
336,4,11:15.0,,Turnover by J. Grant (bad pass; steal by D. Collison),71,65
337,4,11:09.0,O. Casspi makes 2-pt layup from 1 ft (assist by D. Collison),,73,65
338,4,11:07.0,,New York full timeout,73,65
339,4,11:07.0,,A. Afflalo enters the game for L. Amundson,73,65
340,4,10:46.0,,K. O'Quinn makes 2-pt jump shot from 20 ft (assist by D. Williams),73,67
341,4,10:23.0,O. Casspi makes 2-pt jump shot from 5 ft,,75,67
342,4,10:08.0,,D. Williams makes 2-pt layup from 1 ft,75,69
343,4,9:46.0,D. Collison misses 3-pt jump shot from 25 ft,,75,69
344,4,9:45.0,Offensive rebound by K. Koufos,,75,69
345,4,9:45.0,K. Koufos makes 2-pt layup at rim,,77,69
346,4,9:30.0,,J. Grant makes 2-pt layup from 1 ft,77,71
347,4,9:11.0,O. Casspi misses 3-pt jump shot from 26 ft,,77,71
348,4,9:10.0,,Defensive rebound by K. O'Quinn,77,71
349,4,9:04.0,,Personal foul by O. Casspi,77,71
350,4,8:46.0,,Turnover by Team (shot clock),77,71
351,4,8:29.0,Turnover by R. Gay (bad pass),,77,71
352,4,8:18.0,,J. Grant misses 2-pt layup from 3 ft,77,71
353,4,8:17.0,Defensive rebound by R. Gay,,77,71
354,4,8:12.0,D. Collison misses 2-pt layup from 1 ft (block by D. Williams),,77,71
355,4,8:11.0,Offensive rebound by Team,,77,71
356,4,8:11.0,,R. Lopez enters the game for K. O'Quinn,77,71
357,4,8:11.0,D. Cousins enters the game for K. Koufos,,77,71
358,4,8:09.0,M. Belinelli makes 2-pt jump shot from 23 ft (assist by D. Collison),,79,71
359,4,7:44.0,,R. Lopez misses 2-pt hook shot from 10 ft,79,71
360,4,7:43.0,Defensive rebound by M. Belinelli,,79,71
361,4,7:28.0,M. Belinelli misses 2-pt jump shot from 22 ft,,79,71
362,4,7:27.0,Offensive rebound by D. Cousins,,79,71
363,4,7:21.0,R. Gay misses 3-pt jump shot from 25 ft,,79,71
364,4,7:20.0,,Defensive rebound by D. Williams,79,71
365,4,7:14.0,,Turnover by D. Williams (lost ball),79,71
366,4,7:01.0,D. Collison misses 2-pt layup from 2 ft,,79,71
367,4,7:00.0,,Defensive rebound by R. Lopez,79,71
368,4,6:56.0,,Turnover by J. Grant (bad pass; steal by R. Gay),79,71
369,4,6:50.0,M. Belinelli misses 2-pt jump shot from 13 ft,,79,71
370,4,6:49.0,,Defensive rebound by R. Lopez,79,71
371,4,6:45.0,R. Rondo enters the game for O. Casspi,,79,71
372,4,6:45.0,,K. Porziņģis enters the game for D. Williams,79,71
373,4,6:45.0,,J. Calderón enters the game for J. Grant,79,71
374,4,6:39.0,,L. Galloway misses 2-pt jump shot from 19 ft,79,71
375,4,6:38.0,,Offensive rebound by K. Porziņģis,79,71
376,4,6:36.0,,Shooting foul by M. Belinelli (drawn by R. Lopez),79,71
377,4,6:36.0,,R. Lopez makes free throw 1 of 2,79,72
378,4,6:36.0,,R. Lopez misses free throw 2 of 2,79,72
379,4,6:35.0,,Offensive rebound by A. Afflalo,79,72
380,4,6:32.0,,A. Afflalo misses 2-pt jump shot from 7 ft,79,72
381,4,6:31.0,Defensive rebound by D. Cousins,,79,72
382,4,6:12.0,R. Gay misses 2-pt jump shot from 22 ft,,79,72
383,4,6:11.0,,Defensive rebound by L. Galloway,79,72
384,4,5:56.0,,K. Porziņģis makes 2-pt jump shot from 5 ft (assist by J. Calderón),79,74
385,4,5:40.0,D. Cousins makes 2-pt jump shot from 16 ft,,81,74
386,4,5:25.0,,R. Lopez makes 2-pt jump shot from 12 ft (assist by L. Galloway),81,76
387,4,5:07.0,D. Cousins makes 2-pt layup from 2 ft (assist by R. Rondo),,83,76
388,4,5:05.0,,New York full timeout,83,76
