,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MILWAUKEE_ACTION,CHARLOTTE_SCORE,MILWAUKEE_SCORE
74,1,2:38.0,A. Jefferson misses free throw 2 of 2,,27,13
75,1,2:37.0,,Defensive rebound by M. Plumlee,27,13
76,1,2:19.0,,Turnover by M. Plumlee (lost ball; steal by J. Lin),27,13
77,1,2:03.0,A. Jefferson misses 2-pt jump shot from 10 ft,,27,13
78,1,2:02.0,,Defensive rebound by J. Henson,27,13
79,1,1:53.0,,Turnover by T. Ennis (bad pass; steal by J. Lin),27,13
80,1,1:38.0,N. Batum misses 2-pt layup from 2 ft,,27,13
81,1,1:36.0,,Defensive rebound by T. Ennis,27,13
82,1,1:29.0,,J. Henson makes 2-pt layup from 1 ft (assist by T. Ennis),27,15
83,1,1:11.0,N. Batum misses 2-pt layup from 3 ft,,27,15
84,1,1:10.0,,Defensive rebound by J. Henson,27,15
85,1,0:58.0,,T. Ennis misses 2-pt jump shot from 14 ft,27,15
86,1,0:56.0,Defensive rebound by Team,,27,15
87,1,0:36.0,F. Kaminsky misses 2-pt jump shot from 11 ft (block by J. Henson),,27,15
88,1,0:33.0,,Defensive rebound by T. Ennis,27,15
89,1,0:31.0,,K. Middleton makes 2-pt layup at rim (assist by T. Ennis),27,17
90,1,0:12.0,A. Jefferson makes 2-pt layup from 1 ft (assist by J. Lin),,29,17
91,1,0:05.0,,Personal foul by N. Batum,29,17
92,1,0:00.0,,K. Middleton misses 2-pt jump shot from 18 ft,29,17
93,1,0:00.0,,Offensive rebound by Team,29,17
94,2,11:51.0,Turnover by J. Lamb (step out of bounds),,29,17
95,2,11:40.0,,M. Plumlee misses 2-pt layup from 1 ft (block by J. Lamb),29,17
96,2,11:38.0,Defensive rebound by F. Kaminsky,,29,17
97,2,11:20.0,F. Kaminsky makes 2-pt jump shot from 18 ft (assist by C. Lee),,31,17
98,2,10:58.0,,Shooting foul by C. Lee (drawn by J. Parker),31,17
99,2,10:58.0,,J. Parker makes free throw 1 of 2,31,18
100,2,10:58.0,,J. Parker makes free throw 2 of 2,31,19
101,2,10:34.0,F. Kaminsky makes 2-pt jump shot from 15 ft,,33,19
102,2,10:17.0,,M. Plumlee misses 2-pt layup from 2 ft,33,19
103,2,10:13.0,,Offensive rebound by J. Henson,33,19
104,2,10:13.0,,J. Henson makes 2-pt layup from 1 ft,33,21
105,2,10:02.0,A. Jefferson misses 2-pt layup at rim,,33,21
106,2,10:00.0,,Defensive rebound by J. Henson,33,21
107,2,9:51.0,,Personal foul by J. Lamb,33,21
108,2,9:51.0,M. Williams enters the game for J. Lamb,,33,21
109,2,9:41.0,,T. Ennis misses 3-pt jump shot from 24 ft,33,21
110,2,9:39.0,Defensive rebound by C. Lee,,33,21
111,2,9:28.0,C. Lee makes 2-pt jump shot from 14 ft (assist by A. Jefferson),,35,21
112,2,9:07.0,,G. Antetokounmpo makes 2-pt hook shot from 7 ft,35,23
113,2,8:44.0,A. Jefferson misses 2-pt jump shot from 7 ft,,35,23
114,2,8:43.0,Offensive rebound by M. Williams,,35,23
115,2,8:37.0,Official timeout,,35,23
116,2,8:37.0,C. Zeller enters the game for A. Jefferson,,35,23
117,2,8:30.0,J. Lin misses 3-pt jump shot from 25 ft,,35,23
118,2,8:29.0,,Defensive rebound by J. Parker,35,23
119,2,8:23.0,,M. Plumlee makes 2-pt dunk at rim (assist by J. Parker),35,25
120,2,8:09.0,J. Lin makes 2-pt layup from 2 ft,,37,25
121,2,7:57.0,,M. Plumlee makes 2-pt dunk at rim (assist by T. Ennis),37,27
122,2,7:33.0,C. Lee misses 2-pt jump shot from 21 ft,,37,27
123,2,7:31.0,,Defensive rebound by T. Ennis,37,27
124,2,7:12.0,,G. Antetokounmpo misses 3-pt jump shot from 24 ft,37,27
125,2,7:10.0,,Offensive rebound by J. Henson,37,27
126,2,6:56.0,,J. Parker misses 2-pt hook shot from 5 ft,37,27
127,2,6:54.0,Defensive rebound by M. Williams,,37,27
128,2,6:45.0,Turnover by J. Lin (bad pass),,37,27
129,2,6:30.0,,J. Parker misses 3-pt jump shot from 24 ft,37,27
130,2,6:28.0,Defensive rebound by J. Lin,,37,27
131,2,6:22.0,C. Zeller misses 2-pt dunk at rim (block by J. Henson),,37,27
132,2,6:17.0,,Defensive rebound by T. Ennis,37,27
133,2,6:13.0,,G. Antetokounmpo misses 3-pt jump shot from 24 ft,37,27
134,2,6:10.0,Defensive rebound by M. Williams,,37,27
135,2,5:57.0,C. Lee misses 3-pt jump shot from 26 ft,,37,27
136,2,5:52.0,,Defensive rebound by G. Antetokounmpo,37,27
137,2,5:39.0,,T. Ennis makes 3-pt jump shot from 24 ft (assist by J. Parker),37,30
138,2,5:30.0,Charlotte full timeout,,37,30
139,2,5:30.0,N. Batum enters the game for C. Lee,,37,30
140,2,5:30.0,K. Walker enters the game for J. Lin,,37,30
141,2,5:30.0,,G. Monroe enters the game for J. Henson,37,30
142,2,5:30.0,,J. Bayless enters the game for M. Plumlee,37,30
143,2,5:13.0,N. Batum misses 2-pt jump shot from 12 ft,,37,30
144,2,5:12.0,,Defensive rebound by G. Monroe,37,30
145,2,4:52.0,,J. Parker makes 2-pt jump shot from 19 ft (assist by T. Ennis),37,32
146,2,4:38.0,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),,40,32
147,2,4:38.0,Shooting foul by J. Bayless (drawn by N. Batum),,40,32
148,2,4:38.0,N. Batum makes free throw 1 of 1,,41,32
149,2,4:24.0,,Shooting block foul by C. Zeller (drawn by G. Monroe),41,32
150,2,4:24.0,,G. Monroe makes free throw 1 of 2,41,33
151,2,4:24.0,C. Lee enters the game for F. Kaminsky,,41,33
152,2,4:24.0,,G. Monroe misses free throw 2 of 2,41,33
153,2,4:23.0,Defensive rebound by M. Williams,,41,33
154,2,4:08.0,N. Batum makes 3-pt jump shot from 25 ft (assist by M. Williams),,44,33
155,2,3:48.0,,G. Monroe misses 2-pt layup from 2 ft (block by M. Williams),44,33
156,2,3:46.0,Defensive rebound by N. Batum,,44,33
157,2,3:35.0,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),,47,33
158,2,3:13.0,,Shooting block foul by C. Zeller (drawn by G. Monroe),47,33
159,2,3:13.0,,G. Monroe misses free throw 1 of 2,47,33
160,2,3:13.0,,Offensive rebound by Team,47,33
161,2,3:13.0,,K. Middleton enters the game for T. Ennis,47,33
162,2,3:13.0,A. Jefferson enters the game for C. Zeller,,47,33
163,2,3:13.0,,G. Monroe makes free throw 2 of 2,47,34
164,2,3:00.0,N. Batum makes 3-pt jump shot from 23 ft (assist by K. Walker),,50,34
165,2,2:36.0,,J. Bayless misses 2-pt jump shot from 12 ft,50,34
166,2,2:35.0,,Offensive rebound by G. Monroe,50,34
167,2,2:35.0,,Personal foul by M. Williams,50,34
168,2,2:35.0,,Milwaukee full timeout,50,34
169,2,2:35.0,,G. Monroe makes free throw 1 of 2,50,35
170,2,2:35.0,,G. Monroe makes free throw 2 of 2,50,36
171,2,2:16.0,M. Williams makes 2-pt jump shot from 21 ft (assist by C. Lee),,52,36
172,2,2:02.0,,J. Parker misses 2-pt jump shot from 6 ft,52,36
173,2,2:01.0,Defensive rebound by Team,,52,36
174,2,2:01.0,,Loose ball foul by J. Parker,52,36
175,2,1:41.0,Charlotte full timeout,,52,36
176,2,1:39.0,N. Batum misses 3-pt jump shot from 24 ft,,52,36
177,2,1:38.0,,Defensive rebound by G. Monroe,52,36
178,2,1:19.0,,J. Parker misses 2-pt jump shot from 15 ft,52,36
179,2,1:18.0,Defensive rebound by A. Jefferson,,52,36
180,2,1:08.0,Turnover by K. Walker (bad pass; steal by G. Antetokounmpo),,52,36
181,2,0:50.0,,K. Middleton misses 3-pt jump shot from 24 ft,52,36
182,2,0:48.0,,Offensive rebound by Team,52,36
183,2,0:47.0,,J. Bayless makes 2-pt jump shot from 17 ft (assist by G. Antetokounmpo),52,38
184,2,0:25.0,Shooting block foul by J. Parker (drawn by K. Walker),,52,38
185,2,0:25.0,K. Walker makes free throw 1 of 3,,53,38
186,2,0:25.0,K. Walker makes free throw 2 of 3,,54,38
187,2,0:25.0,K. Walker makes free throw 3 of 3,,55,38
188,2,0:05.0,,J. Bayless misses 2-pt jump shot from 21 ft,55,38
189,2,0:04.0,Defensive rebound by A. Jefferson,,55,38
190,2,0:01.0,C. Lee misses 3-pt jump shot from 24 ft,,55,38
191,2,0:00.0,Offensive rebound by Team,,55,38
192,3,11:43.0,K. Walker misses 3-pt jump shot from 27 ft,,55,38
193,3,11:41.0,,Defensive rebound by J. Parker,55,38
194,3,11:23.0,,Shooting foul by C. Zeller (drawn by G. Monroe),55,38
195,3,11:23.0,,G. Monroe makes free throw 1 of 2,55,39
196,3,11:23.0,,G. Monroe makes free throw 2 of 2,55,40
197,3,11:11.0,M. Williams makes 2-pt jump shot from 18 ft (assist by C. Zeller),,57,40
198,3,10:43.0,,J. Bayless misses 2-pt hook shot from 6 ft,57,40
199,3,10:42.0,Defensive rebound by M. Williams,,57,40
200,3,10:36.0,N. Batum misses 3-pt jump shot from 25 ft,,57,40
201,3,10:36.0,Offensive rebound by Team,,57,40
202,3,10:36.0,,Loose ball foul by G. Antetokounmpo,57,40
203,3,10:19.0,C. Lee makes 2-pt layup at rim,,59,40
204,3,9:57.0,,Shooting foul by M. Williams (drawn by G. Antetokounmpo),59,40
205,3,9:57.0,,G. Antetokounmpo makes free throw 1 of 2,59,41
206,3,9:57.0,,G. Antetokounmpo makes free throw 2 of 2,59,42
207,3,9:34.0,N. Batum misses 3-pt jump shot from 27 ft,,59,42
208,3,9:33.0,,Defensive rebound by G. Antetokounmpo,59,42
209,3,9:25.0,,J. Parker makes 2-pt dunk at rim,59,44
210,3,9:25.0,Charlotte full timeout,,59,44
211,3,9:07.0,Personal foul by G. Antetokounmpo,,59,44
212,3,8:53.0,Turnover by Team (shot clock),,59,44
213,3,8:31.0,,G. Antetokounmpo misses 3-pt jump shot from 24 ft,59,44
214,3,8:30.0,Defensive rebound by M. Williams,,59,44
215,3,8:22.0,M. Williams makes 3-pt jump shot from 26 ft (assist by C. Lee),,62,44
216,3,8:03.0,,G. Monroe makes 2-pt layup at rim (assist by K. Middleton),62,46
217,3,7:38.0,M. Williams makes 3-pt jump shot from 22 ft (assist by K. Walker),,65,46
218,3,7:13.0,,K. Middleton makes 2-pt jump shot from 18 ft,65,48
219,3,7:02.0,K. Walker makes 3-pt jump shot from 27 ft (assist by N. Batum),,68,48
220,3,6:36.0,,J. Parker makes 2-pt dunk at rim (assist by K. Middleton),68,50
221,3,6:18.0,Turnover by M. Williams (bad pass; steal by G. Antetokounmpo),,68,50
222,3,6:14.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),68,52
223,3,5:50.0,C. Lee makes 3-pt jump shot from 26 ft (assist by N. Batum),,71,52
224,3,5:31.0,,K. Middleton misses 2-pt jump shot from 18 ft,71,52
225,3,5:29.0,,Offensive rebound by J. Parker,71,52
226,3,5:20.0,,J. Parker misses 2-pt jump shot from 15 ft,71,52
227,3,5:18.0,,Offensive rebound by G. Monroe,71,52
228,3,5:12.0,,G. Antetokounmpo misses 2-pt hook shot from 2 ft,71,52
229,3,5:11.0,Defensive rebound by Team,,71,52
230,3,5:11.0,A. Jefferson enters the game for C. Zeller,,71,52
231,3,5:04.0,Shooting foul by J. Bayless (drawn by K. Walker),,71,52
232,3,5:04.0,K. Walker makes free throw 1 of 2,,72,52
233,3,5:04.0,,T. Ennis enters the game for J. Bayless,72,52
234,3,5:04.0,J. Lin enters the game for C. Lee,,72,52
235,3,5:04.0,K. Walker makes free throw 2 of 2,,73,52
236,3,4:43.0,,G. Monroe makes 2-pt hook shot from 3 ft,73,54
237,3,4:27.0,M. Williams misses 3-pt jump shot from 23 ft,,73,54
238,3,4:26.0,Offensive rebound by A. Jefferson,,73,54
239,3,4:21.0,J. Lin makes 3-pt jump shot from 26 ft (assist by N. Batum),,76,54
240,3,4:07.0,,G. Monroe makes 2-pt jump shot from 15 ft (assist by K. Middleton),76,56
241,3,3:56.0,Personal foul by K. Middleton,,76,56
242,3,3:48.0,K. Walker makes 3-pt jump shot from 27 ft,,79,56
243,3,3:39.0,,Offensive foul by K. Middleton (drawn by J. Lin),79,56
244,3,3:39.0,,Turnover by K. Middleton (offensive foul),79,56
245,3,3:20.0,Shooting foul by G. Monroe (drawn by A. Jefferson),,79,56
246,3,3:20.0,A. Jefferson makes free throw 1 of 2,,80,56
247,3,3:20.0,A. Jefferson misses free throw 2 of 2,,80,56
248,3,3:18.0,,Defensive rebound by G. Monroe,80,56
249,3,3:06.0,,Turnover by K. Middleton (lost ball; steal by J. Lin),80,56
250,3,2:58.0,K. Walker makes 3-pt jump shot from 26 ft (assist by J. Lin),,83,56
251,3,2:57.0,,Milwaukee full timeout,83,56
252,3,2:57.0,F. Kaminsky enters the game for M. Williams,,83,56
253,3,2:57.0,,M. Plumlee enters the game for G. Antetokounmpo,83,56
254,3,2:57.0,,R. Vaughn enters the game for G. Monroe,83,56
255,3,2:57.0,,J. Henson enters the game for K. Middleton,83,56
256,3,2:40.0,,R. Vaughn misses 2-pt jump shot from 11 ft,83,56
257,3,2:39.0,,Offensive rebound by R. Vaughn,83,56
258,3,2:35.0,,R. Vaughn misses 2-pt jump shot from 5 ft,83,56
259,3,2:34.0,Defensive rebound by A. Jefferson,,83,56
260,3,2:14.0,J. Lin makes 2-pt layup at rim,,85,56
261,3,2:05.0,,J. Henson makes 2-pt layup from 2 ft (assist by T. Ennis),85,58
262,3,2:05.0,,Shooting foul by A. Jefferson (drawn by J. Henson),85,58
263,3,2:05.0,,J. Henson makes free throw 1 of 1,85,59
264,3,1:51.0,Shooting foul by J. Henson (drawn by A. Jefferson),,85,59
265,3,1:51.0,A. Jefferson misses free throw 1 of 2,,85,59
266,3,1:51.0,Offensive rebound by Team,,85,59
267,3,1:51.0,A. Jefferson makes free throw 2 of 2,,86,59
268,3,1:41.0,,Turnover by T. Ennis (bad pass; steal by J. Lin),86,59
269,3,1:37.0,Turnover by J. Lin (bad pass; steal by T. Ennis),,86,59
270,3,1:23.0,,Turnover by R. Vaughn (lost ball; steal by J. Lin),86,59
271,3,1:14.0,Shooting foul by J. Henson (drawn by A. Jefferson),,86,59
272,3,1:14.0,A. Jefferson makes free throw 1 of 2,,87,59
273,3,1:14.0,A. Jefferson makes free throw 2 of 2,,88,59
274,3,0:58.0,,T. Ennis misses 3-pt jump shot from 27 ft,88,59
275,3,0:57.0,,Offensive rebound by J. Henson,88,59
276,3,0:57.0,,J. Henson makes 2-pt layup from 2 ft,88,61
277,3,0:48.0,K. Walker misses 2-pt layup from 2 ft,,88,61
278,3,0:46.0,,Defensive rebound by J. Parker,88,61
279,3,0:42.0,,Turnover by J. Parker (bad pass),88,61
280,3,0:26.0,N. Batum makes 2-pt jump shot from 15 ft (assist by F. Kaminsky),,90,61
281,3,0:12.0,,J. Parker makes 3-pt jump shot from 24 ft (assist by T. Ennis),90,64
282,3,0:03.0,K. Walker misses 3-pt jump shot from 26 ft,,90,64
283,3,0:02.0,,Defensive rebound by M. Plumlee,90,64
284,4,11:41.0,,J. Henson misses 2-pt layup at rim,90,64
285,4,11:39.0,Defensive rebound by A. Jefferson,,90,64
286,4,11:18.0,K. Walker misses 3-pt jump shot from 42 ft,,90,64
287,4,11:18.0,Offensive rebound by Team,,90,64
288,4,11:18.0,Turnover by Team (shot clock),,90,64
289,4,11:07.0,,J. Parker makes 2-pt dunk at rim (assist by T. Ennis),90,66
290,4,10:46.0,Turnover by J. Lin (bad pass; steal by J. Parker),,90,66
291,4,10:35.0,,J. Henson makes 2-pt hook shot from 3 ft (assist by T. Ennis),90,68
292,4,10:19.0,K. Walker makes 2-pt jump shot from 18 ft,,92,68
293,4,10:05.0,,R. Vaughn makes 3-pt jump shot from 24 ft (assist by T. Ennis),92,71
294,4,9:48.0,A. Jefferson makes 2-pt layup at rim (assist by K. Walker),,94,71
295,4,9:34.0,,T. Ennis misses 2-pt jump shot from 7 ft,94,71
296,4,9:33.0,Defensive rebound by J. Lin,,94,71
297,4,9:26.0,K. Walker misses 2-pt layup from 2 ft (block by J. Henson),,94,71
298,4,9:24.0,,Defensive rebound by J. Parker,94,71
299,4,9:21.0,,R. Vaughn makes 2-pt layup at rim (assist by J. Parker),94,73
300,4,9:20.0,Charlotte full timeout,,94,73
301,4,9:05.0,A. Jefferson misses 2-pt hook shot from 12 ft,,94,73
302,4,9:04.0,,Defensive rebound by J. Parker,94,73
303,4,8:54.0,,M. Plumlee makes 2-pt dunk at rim (assist by T. Ennis),94,75
304,4,8:36.0,Shooting foul by M. Plumlee (drawn by A. Jefferson),,94,75
305,4,8:36.0,A. Jefferson makes free throw 1 of 2,,95,75
306,4,8:36.0,M. Williams enters the game for F. Kaminsky,,95,75
307,4,8:36.0,N. Batum enters the game for K. Walker,,95,75
308,4,8:36.0,A. Jefferson makes free throw 2 of 2,,96,75
309,4,8:20.0,,R. Vaughn misses 2-pt jump shot from 15 ft (block by C. Lee),96,75
310,4,8:20.0,,Offensive rebound by Team,96,75
311,4,8:10.0,,T. Ennis makes 2-pt jump shot from 21 ft (assist by R. Vaughn),96,77
312,4,7:49.0,A. Jefferson makes 2-pt dunk at rim (assist by N. Batum),,98,77
313,4,7:42.0,,J. Parker misses 2-pt jump shot from 3 ft (block by M. Williams),98,77
314,4,7:41.0,Defensive rebound by J. Lin,,98,77
315,4,7:30.0,M. Williams misses 3-pt jump shot from 25 ft,,98,77
316,4,7:29.0,Offensive rebound by C. Lee,,98,77
317,4,7:17.0,M. Williams misses 3-pt jump shot from 23 ft,,98,77
318,4,7:16.0,,Defensive rebound by M. Plumlee,98,77
319,4,7:03.0,,T. Ennis makes 2-pt jump shot from 14 ft,98,79
320,4,6:38.0,M. Williams makes 3-pt jump shot from 26 ft (assist by N. Batum),,101,79
321,4,6:20.0,,J. Henson makes 2-pt hook shot from 10 ft (assist by T. Ennis),101,81
322,4,6:07.0,A. Jefferson makes 2-pt layup from 1 ft (assist by J. Lin),,103,81
323,4,5:52.0,,Turnover by M. Plumlee (offensive goaltending),103,81
324,4,5:52.0,Official timeout,,103,81
325,4,5:52.0,S. Hawes enters the game for A. Jefferson,,103,81
326,4,5:52.0,,J. O'Bryant enters the game for J. Parker,103,81
327,4,5:52.0,,D. Inglis enters the game for M. Plumlee,103,81
328,4,5:37.0,C. Lee makes 2-pt jump shot from 19 ft (assist by S. Hawes),,105,81
329,4,5:21.0,,J. O'Bryant misses 2-pt jump shot from 15 ft,105,81
330,4,5:20.0,Defensive rebound by N. Batum,,105,81
331,4,5:07.0,Turnover by J. Lin (lost ball; steal by J. Henson),,105,81
332,4,5:02.0,,D. Inglis misses 2-pt layup from 2 ft,105,81
333,4,4:59.0,Defensive rebound by N. Batum,,105,81
334,4,4:43.0,S. Hawes misses 2-pt jump shot from 17 ft,,105,81
335,4,4:42.0,,Defensive rebound by J. Henson,105,81
336,4,4:31.0,,T. Ennis makes 2-pt jump shot from 13 ft (assist by R. Vaughn),105,83
337,4,4:13.0,M. Williams makes 3-pt jump shot from 24 ft (assist by J. Lin),,108,83
338,4,3:47.0,,D. Inglis misses 3-pt jump shot from 23 ft,108,83
339,4,3:45.0,Defensive rebound by J. Lin,,108,83
340,4,3:33.0,S. Hawes misses 2-pt jump shot from 9 ft,,108,83
341,4,3:32.0,,Defensive rebound by D. Inglis,108,83
342,4,3:15.0,T. Hansbrough enters the game for N. Batum,,108,83
343,4,3:15.0,J. Lamb enters the game for M. Williams,,108,83
344,4,3:15.0,T. Daniels enters the game for C. Lee,,108,83
345,4,3:14.0,,Shooting foul by T. Hansbrough (drawn by J. Henson),108,83
346,4,3:14.0,,J. Henson makes free throw 1 of 2,108,84
347,4,3:14.0,,J. Henson makes free throw 2 of 2,108,85
348,4,2:52.0,T. Daniels makes 3-pt jump shot from 23 ft (assist by S. Hawes),,111,85
349,4,2:41.0,,T. Ennis misses 2-pt layup from 1 ft (block by S. Hawes),111,85
350,4,2:41.0,,Offensive rebound by Team,111,85
351,4,2:41.0,,Milwaukee full timeout,111,85
352,4,2:41.0,J. Gutiérrez enters the game for J. Lin,,111,85
353,4,2:31.0,,J. O'Bryant misses 2-pt hook shot from 5 ft,111,85
354,4,2:31.0,,Offensive rebound by Team,111,85
355,4,2:31.0,Loose ball foul by J. Lamb,,111,85
356,4,2:19.0,,T. Ennis misses 3-pt jump shot from 26 ft,111,85
357,4,2:18.0,Defensive rebound by J. Lamb,,111,85
358,4,1:58.0,T. Hansbrough misses 2-pt hook shot from 3 ft,,111,85
359,4,1:57.0,,Defensive rebound by J. O'Bryant,111,85
360,4,1:44.0,,J. O'Bryant makes 2-pt jump shot from 17 ft (assist by T. Ennis),111,87
361,4,1:23.0,J. Lamb misses 2-pt layup at rim,,111,87
362,4,1:22.0,,Defensive rebound by J. O'Bryant,111,87
363,4,1:15.0,,J. Henson misses 2-pt layup at rim,111,87
364,4,1:15.0,,Offensive rebound by J. Henson,111,87
365,4,1:15.0,,J. Henson makes 2-pt layup at rim,111,89
366,4,1:00.0,T. Daniels makes 2-pt hook shot from 5 ft (assist by J. Gutiérrez),,113,89
367,4,0:49.0,,J. Henson makes 2-pt hook shot from 5 ft (assist by D. Inglis),113,91
368,4,0:36.0,T. Daniels makes 2-pt jump shot from 5 ft,,115,91
369,4,0:22.0,,J. O'Bryant misses 2-pt jump shot from 14 ft,115,91
370,4,0:21.0,Defensive rebound by J. Lamb,,115,91
