,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PHOENIX_ACTION,MEMPHIS_SCORE,PHOENIX_SCORE
0,1,11:44.0,,A. Len makes 2-pt dunk at rim (assist by T. Chandler),0,2
1,1,11:28.0,M. Conley misses 2-pt jump shot from 21 ft,,0,2
2,1,11:27.0,,Defensive rebound by T. Chandler,0,2
3,1,11:13.0,,A. Len misses 2-pt hook shot from 7 ft,0,2
4,1,11:11.0,Defensive rebound by P. Hairston,,0,2
5,1,11:00.0,Personal foul by A. Len (drawn by B. Wright),,0,2
6,1,10:47.0,B. Wright makes 2-pt hook shot from 9 ft (assist by M. Conley),,2,2
7,1,10:33.0,,Turnover by R. Price (bad pass; steal by M. Conley),2,2
8,1,10:24.0,Shooting foul by R. Price (drawn by M. Conley),,2,2
9,1,10:24.0,M. Conley misses free throw 1 of 2,,2,2
10,1,10:24.0,Offensive rebound by Team,,2,2
11,1,10:24.0,M. Conley makes free throw 2 of 2,,3,2
12,1,10:14.0,,Turnover by D. Booker (bad pass; steal by B. Wright),3,2
13,1,10:03.0,Z. Randolph misses 2-pt jump shot from 19 ft,,3,2
14,1,10:03.0,Offensive rebound by M. Conley,,3,2
15,1,9:52.0,Z. Randolph misses 2-pt jump shot from 19 ft,,3,2
16,1,9:51.0,,Defensive rebound by T. Chandler,3,2
17,1,9:39.0,,D. Booker makes 2-pt jump shot from 20 ft,3,4
18,1,9:15.0,M. Barnes misses 3-pt jump shot from 25 ft,,3,4
19,1,9:15.0,,Defensive rebound by T. Chandler,3,4
20,1,9:08.0,,D. Booker misses 3-pt jump shot from 26 ft,3,4
21,1,9:06.0,Defensive rebound by P. Hairston,,3,4
22,1,8:56.0,P. Hairston misses 2-pt jump shot from 20 ft,,3,4
23,1,8:56.0,,Defensive rebound by T. Chandler,3,4
24,1,8:43.0,,D. Booker misses 2-pt jump shot from 6 ft,3,4
25,1,8:42.0,,Offensive rebound by T. Chandler,3,4
26,1,8:42.0,,T. Chandler makes 2-pt dunk at rim,3,6
27,1,8:21.0,Z. Randolph misses 2-pt layup from 1 ft (block by A. Len),,3,6
28,1,8:20.0,,Defensive rebound by A. Len,3,6
29,1,8:16.0,,P. Tucker misses 2-pt layup from 1 ft,3,6
30,1,8:11.0,,Offensive rebound by T. Chandler,3,6
31,1,8:11.0,,T. Chandler misses 2-pt layup at rim,3,6
32,1,8:09.0,Defensive rebound by B. Wright,,3,6
33,1,7:53.0,B. Wright makes 2-pt hook shot from 4 ft,,5,6
34,1,7:37.0,,Personal foul by M. Barnes (drawn by D. Booker),5,6
35,1,7:29.0,,Shooting foul by B. Wright (drawn by A. Len),5,6
36,1,7:29.0,,A. Len makes free throw 1 of 2,5,7
37,1,7:29.0,,A. Len makes free throw 2 of 2,5,8
38,1,7:14.0,Shooting foul by D. Booker (drawn by P. Hairston),,5,8
39,1,7:14.0,P. Hairston makes free throw 1 of 2,,6,8
40,1,7:14.0,P. Hairston misses free throw 2 of 2,,6,8
41,1,7:14.0,,Defensive rebound by A. Len,6,8
42,1,6:56.0,,R. Price misses 3-pt jump shot from 24 ft,6,8
43,1,6:56.0,Defensive rebound by Z. Randolph,,6,8
44,1,6:35.0,M. Conley misses 2-pt jump shot from 18 ft,,6,8
45,1,6:35.0,,Defensive rebound by P. Tucker,6,8
46,1,6:22.0,,Turnover by R. Price (bad pass; steal by B. Wright),6,8
47,1,6:10.0,Shooting foul by T. Chandler (drawn by Z. Randolph),,6,8
48,1,6:10.0,,Violation by Team (delay of game),6,8
49,1,6:10.0,Z. Randolph makes free throw 1 of 2,,7,8
50,1,6:10.0,J. Green enters the game for B. Wright,,7,8
51,1,6:10.0,M. Chalmers enters the game for M. Conley,,7,8
52,1,6:10.0,Z. Randolph makes free throw 2 of 2,,8,8
53,1,6:02.0,,Turnover by T. Chandler (bad pass; steal by M. Barnes),8,8
54,1,5:56.0,J. Green misses 2-pt dunk at rim,,8,8
55,1,5:54.0,,Defensive rebound by A. Len,8,8
