,QUARTER,TIME_REMAINING,DALLAS_ACTION,PORTLAND_ACTION,DALLAS_SCORE,PORTLAND_SCORE
38,1,7:21.0,D. Williams makes 3-pt jump shot from 23 ft (assist by D. Nowitzki),,18,5
39,1,7:04.0,,Turnover by A. Aminu (traveling),18,5
40,1,7:04.0,D. Powell enters the game for D. Nowitzki,,18,5
41,1,7:04.0,,M. Harkless enters the game for A. Aminu,18,5
42,1,6:41.0,D. Powell makes 2-pt jump shot from 19 ft (assist by D. Williams),,20,5
43,1,6:20.0,,D. Lillard misses 2-pt jump shot from 13 ft,20,5
44,1,6:19.0,Defensive rebound by Z. Pachulia,,20,5
45,1,6:15.0,Personal foul by D. Lillard (drawn by D. Williams),,20,5
46,1,6:15.0,,A. Crabbe enters the game for D. Lillard,20,5
47,1,6:15.0,D. Harris enters the game for R. Felton,,20,5
48,1,6:15.0,,M. Leonard enters the game for N. Vonleh,20,5
49,1,6:02.0,W. Matthews misses 3-pt jump shot from 23 ft,,20,5
50,1,6:01.0,,Defensive rebound by M. Plumlee,20,5
51,1,5:40.0,,C. McCollum misses 2-pt jump shot from 9 ft,20,5
52,1,5:39.0,Defensive rebound by Z. Pachulia,,20,5
53,1,5:16.0,W. Matthews misses 3-pt jump shot from 24 ft,,20,5
54,1,5:15.0,,Defensive rebound by M. Plumlee,20,5
55,1,5:09.0,J. Anderson enters the game for W. Matthews,,20,5
56,1,5:05.0,,A. Crabbe misses 2-pt jump shot from 18 ft,20,5
57,1,5:04.0,Defensive rebound by Z. Pachulia,,20,5
58,1,4:48.0,Z. Pachulia misses 2-pt jump shot from 5 ft,,20,5
59,1,4:47.0,,Defensive rebound by M. Leonard,20,5
60,1,4:34.0,,Personal foul by Z. Pachulia (drawn by M. Plumlee),20,5
61,1,4:34.0,,E. Davis enters the game for M. Plumlee,20,5
62,1,4:25.0,,C. McCollum makes 2-pt jump shot from 14 ft,20,7
63,1,4:10.0,D. Powell misses 2-pt jump shot from 19 ft,,20,7
64,1,4:09.0,,Defensive rebound by E. Davis,20,7
65,1,4:02.0,,Personal foul by D. Powell (drawn by M. Leonard),20,7
66,1,3:56.0,,M. Leonard makes 3-pt jump shot from 24 ft (assist by M. Harkless),20,10
67,1,3:55.0,Dallas full timeout,,20,10
68,1,3:47.0,Turnover by D. Harris (traveling),,20,10
69,1,3:33.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by C. McCollum),20,13
70,1,3:23.0,D. Powell misses 2-pt jump shot from 19 ft,,20,13
71,1,3:22.0,,Defensive rebound by E. Davis,20,13
72,1,3:01.0,,A. Crabbe misses 3-pt jump shot from 24 ft,20,13
73,1,3:01.0,Defensive rebound by Z. Pachulia,,20,13
74,1,2:39.0,Z. Pachulia misses 2-pt hook shot from 5 ft,,20,13
75,1,2:36.0,Offensive rebound by D. Powell,,20,13
76,1,2:36.0,D. Powell misses 2-pt layup at rim,,20,13
77,1,2:35.0,,Defensive rebound by M. Harkless,20,13
78,1,2:25.0,,C. McCollum misses 2-pt jump shot from 20 ft,20,13
79,1,2:24.0,,Offensive rebound by Team,20,13
80,1,2:24.0,D. Nowitzki enters the game for Z. Pachulia,,20,13
81,1,2:24.0,R. Felton enters the game for D. Williams,,20,13
82,1,2:24.0,W. Matthews enters the game for J. Anderson,,20,13
83,1,2:14.0,,Turnover by C. McCollum (lost ball; steal by D. Powell),20,13
84,1,2:13.0,Personal foul by M. Harkless (drawn by W. Matthews),,20,13
85,1,2:13.0,W. Matthews makes free throw 1 of 2,,21,13
86,1,2:13.0,W. Matthews makes free throw 2 of 2,,22,13
87,1,1:54.0,,M. Leonard misses 2-pt jump shot from 17 ft,22,13
88,1,1:54.0,Defensive rebound by W. Matthews,,22,13
89,1,1:36.0,R. Felton misses 3-pt jump shot from 23 ft,,22,13
90,1,1:35.0,Offensive rebound by D. Powell,,22,13
91,1,1:33.0,Turnover by R. Felton (lost ball),,22,13
92,1,1:33.0,,D. Lillard enters the game for C. McCollum,22,13
93,1,1:10.0,,M. Harkless misses 3-pt jump shot from 22 ft,22,13
94,1,1:10.0,,Offensive rebound by D. Lillard,22,13
95,1,1:06.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by D. Lillard),22,16
96,1,0:49.0,D. Nowitzki makes 2-pt jump shot from 12 ft,,24,16
97,1,0:34.0,,M. Leonard misses 3-pt jump shot from 25 ft,24,16
98,1,0:32.0,,Offensive rebound by E. Davis,24,16
99,1,0:31.0,,E. Davis makes 2-pt layup at rim,24,18
100,1,0:31.0,,Shooting foul by D. Nowitzki (drawn by E. Davis),24,18
101,1,0:31.0,,E. Davis misses free throw 1 of 1,24,18
102,1,0:30.0,Defensive rebound by D. Powell,,24,18
103,1,0:11.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by R. Felton),,27,18
104,1,0:02.0,,D. Lillard misses 2-pt jump shot from 5 ft,27,18
105,1,0:01.0,,Offensive rebound by M. Leonard,27,18
106,1,0:00.0,,M. Leonard misses 3-pt jump shot from 24 ft,27,18
107,1,0:00.0,,Offensive rebound by Team,27,18
108,2,11:36.0,,M. Leonard makes 3-pt jump shot from 24 ft (assist by A. Crabbe),27,21
109,2,11:24.0,Personal foul by M. Harkless (drawn by D. Powell),,27,21
110,2,11:12.0,R. Felton misses 2-pt jump shot from 20 ft,,27,21
111,2,11:10.0,,Defensive rebound by M. Harkless,27,21
112,2,11:02.0,,E. Davis makes 2-pt hook shot from 5 ft (assist by D. Lillard),27,23
113,2,10:45.0,Turnover by W. Matthews (lost ball; steal by M. Leonard),,27,23
114,2,10:40.0,,A. Crabbe makes 2-pt layup at rim (assist by D. Lillard),27,25
115,2,10:40.0,Dallas full timeout,,27,25
116,2,10:40.0,,G. Henderson enters the game for M. Harkless,27,25
117,2,10:25.0,D. Nowitzki makes 2-pt jump shot from 22 ft (assist by D. Powell),,29,25
118,2,10:13.0,,M. Leonard makes 2-pt layup from 1 ft (assist by D. Lillard),29,27
119,2,9:54.0,D. Powell misses 2-pt jump shot from 21 ft,,29,27
120,2,9:54.0,,Defensive rebound by E. Davis,29,27
121,2,9:45.0,,D. Lillard misses 2-pt jump shot from 4 ft,29,27
122,2,9:44.0,Defensive rebound by D. Nowitzki,,29,27
123,2,9:38.0,D. Powell makes 2-pt layup from 1 ft (assist by R. Felton),,31,27
124,2,9:27.0,,Turnover by A. Crabbe (step out of bounds),31,27
125,2,9:05.0,Shooting foul by G. Henderson (drawn by D. Nowitzki),,31,27
126,2,9:05.0,D. Nowitzki makes free throw 1 of 2,,32,27
127,2,9:05.0,D. Williams enters the game for W. Matthews,,32,27
128,2,9:05.0,D. Nowitzki makes free throw 2 of 2,,33,27
129,2,8:51.0,,Shooting foul by J. Jenkins (drawn by G. Henderson),33,27
130,2,8:51.0,,G. Henderson makes free throw 1 of 2,33,28
131,2,8:51.0,C. Villanueva enters the game for D. Powell,,33,28
132,2,8:51.0,Z. Pachulia enters the game for D. Nowitzki,,33,28
133,2,8:51.0,,C. McCollum enters the game for D. Lillard,33,28
134,2,8:51.0,,G. Henderson makes free throw 2 of 2,33,29
135,2,8:33.0,Turnover by D. Williams (lost ball; steal by C. McCollum),,33,29
136,2,8:22.0,,G. Henderson misses 2-pt jump shot from 18 ft,33,29
137,2,8:22.0,Defensive rebound by C. Villanueva,,33,29
138,2,8:00.0,C. Villanueva misses 2-pt hook shot from 5 ft,,33,29
139,2,8:00.0,Offensive rebound by Z. Pachulia,,33,29
140,2,7:51.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by D. Williams),,35,29
141,2,7:32.0,,E. Davis makes 2-pt layup from 1 ft (assist by A. Crabbe),35,31
142,2,7:32.0,,Away from play foul by C. Villanueva (drawn by M. Leonard),35,31
143,2,7:32.0,D. Harris enters the game for R. Felton,,35,31
144,2,7:32.0,,M. Leonard makes free throw 1 of 1,35,32
145,2,7:10.0,D. Williams misses 3-pt jump shot from 25 ft,,35,32
146,2,7:09.0,,Defensive rebound by M. Leonard,35,32
147,2,7:01.0,,C. McCollum misses 2-pt layup at rim,35,32
148,2,6:59.0,Defensive rebound by C. Villanueva,,35,32
149,2,6:55.0,C. Villanueva misses 2-pt layup at rim,,35,32
150,2,6:53.0,,Defensive rebound by G. Henderson,35,32
151,2,6:43.0,,G. Henderson misses 2-pt jump shot from 20 ft,35,32
152,2,6:42.0,Defensive rebound by Z. Pachulia,,35,32
153,2,6:32.0,C. Villanueva misses 3-pt jump shot from 25 ft,,35,32
154,2,6:32.0,,Defensive rebound by G. Henderson,35,32
155,2,6:20.0,,A. Crabbe misses 3-pt jump shot from 23 ft,35,32
156,2,6:20.0,Defensive rebound by Team,,35,32
157,2,6:12.0,Shooting foul by E. Davis (drawn by Z. Pachulia),,35,32
158,2,6:12.0,Z. Pachulia makes free throw 1 of 2,,36,32
159,2,6:12.0,,A. Aminu enters the game for M. Leonard,36,32
160,2,6:12.0,Z. Pachulia makes free throw 2 of 2,,37,32
161,2,5:59.0,,A. Crabbe misses 2-pt jump shot from 15 ft,37,32
162,2,5:58.0,Defensive rebound by D. Harris,,37,32
163,2,5:42.0,D. Williams makes 2-pt jump shot from 2 ft,,39,32
164,2,5:42.0,,Portland full timeout,39,32
165,2,5:42.0,,D. Lillard enters the game for A. Crabbe,39,32
166,2,5:42.0,,M. Plumlee enters the game for E. Davis,39,32
167,2,5:30.0,,Turnover by C. McCollum (bad pass),39,32
168,2,5:18.0,Z. Pachulia makes 2-pt hook shot from 2 ft (assist by D. Harris),,41,32
169,2,5:02.0,,Turnover by D. Lillard (lost ball; steal by C. Villanueva),41,32
170,2,4:53.0,C. Villanueva makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),,44,32
171,2,4:30.0,,D. Lillard makes 2-pt jump shot from 9 ft (assist by M. Plumlee),44,34
172,2,4:11.0,C. Villanueva makes 2-pt jump shot from 5 ft,,46,34
173,2,3:49.0,,G. Henderson makes 2-pt layup at rim,46,36
174,2,3:40.0,J. Jenkins misses 3-pt jump shot from 24 ft,,46,36
175,2,3:39.0,,Defensive rebound by M. Plumlee,46,36
176,2,3:26.0,,G. Henderson makes 3-pt jump shot from 22 ft (assist by C. McCollum),46,39
177,2,3:26.0,Dallas full timeout,,46,39
178,2,3:26.0,W. Matthews enters the game for C. Villanueva,,46,39
179,2,3:26.0,D. Nowitzki enters the game for J. Jenkins,,46,39
180,2,3:17.0,Turnover by Z. Pachulia (lost ball; steal by M. Plumlee),,46,39
181,2,3:12.0,,M. Plumlee makes 2-pt layup from 1 ft,46,41
182,2,3:03.0,Turnover by D. Harris (lost ball; steal by D. Lillard),,46,41
183,2,2:58.0,,D. Lillard makes 2-pt jump shot from 6 ft,46,43
184,2,2:46.0,D. Williams misses 3-pt jump shot from 23 ft,,46,43
185,2,2:45.0,,Defensive rebound by Team,46,43
186,2,2:45.0,Official timeout,,46,43
187,2,2:27.0,,G. Henderson makes 2-pt jump shot from 11 ft,46,45
188,2,2:14.0,D. Harris makes 2-pt layup from 1 ft (assist by D. Williams),,48,45
189,2,1:56.0,,C. McCollum makes 3-pt jump shot from 23 ft,48,48
190,2,1:42.0,D. Williams makes 2-pt layup at rim,,50,48
191,2,1:31.0,,M. Plumlee misses 2-pt jump shot from 3 ft,50,48
192,2,1:31.0,,Offensive rebound by M. Plumlee,50,48
193,2,1:31.0,,Personal foul by Z. Pachulia (drawn by M. Plumlee),50,48
194,2,1:21.0,,C. McCollum misses 3-pt jump shot from 26 ft,50,48
195,2,1:20.0,,Offensive rebound by C. McCollum,50,48
196,2,1:12.0,,G. Henderson misses 3-pt jump shot from 24 ft,50,48
197,2,1:11.0,,Offensive rebound by D. Lillard,50,48
198,2,1:07.0,,C. McCollum misses 2-pt layup from 2 ft,50,48
199,2,1:06.0,Defensive rebound by Z. Pachulia,,50,48
200,2,1:00.0,Turnover by D. Nowitzki (bad pass; steal by A. Aminu),,50,48
201,2,0:55.0,,Shooting foul by D. Williams (drawn by M. Plumlee),50,48
202,2,0:55.0,,M. Plumlee makes free throw 1 of 2,50,49
203,2,0:55.0,,A. Crabbe enters the game for C. McCollum,50,49
204,2,0:55.0,,M. Plumlee misses free throw 2 of 2,50,49
205,2,0:55.0,Defensive rebound by Z. Pachulia,,50,49
206,2,0:37.0,Turnover by D. Harris (step out of bounds),,50,49
207,2,0:37.0,,Portland full timeout,50,49
208,2,0:37.0,,C. McCollum enters the game for A. Aminu,50,49
209,2,0:31.0,,D. Lillard misses 2-pt layup from 1 ft,50,49
210,2,0:30.0,Defensive rebound by Z. Pachulia,,50,49
211,2,0:11.0,D. Nowitzki misses 2-pt jump shot from 10 ft,,50,49
212,2,0:10.0,,Defensive rebound by D. Lillard,50,49
213,2,0:00.0,,G. Henderson makes 3-pt jump shot from 22 ft (assist by D. Lillard),50,52
214,3,11:45.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by D. Lillard),50,55
215,3,11:31.0,Personal foul by M. Leonard (drawn by D. Nowitzki),,50,55
216,3,11:22.0,D. Williams makes 2-pt jump shot from 6 ft,,52,55
217,3,11:06.0,,M. Leonard makes 3-pt jump shot from 24 ft (assist by C. McCollum),52,58
218,3,10:47.0,W. Matthews misses 2-pt jump shot from 13 ft,,52,58
219,3,10:46.0,,Defensive rebound by M. Leonard,52,58
220,3,10:38.0,,D. Lillard makes 3-pt jump shot from 27 ft,52,61
221,3,10:38.0,Dallas full timeout,,52,61
222,3,10:26.0,W. Matthews misses 2-pt layup from 1 ft,,52,61
223,3,10:25.0,,Defensive rebound by D. Lillard,52,61
224,3,10:19.0,Violation by Z. Pachulia (kicked ball),,52,61
225,3,10:11.0,,M. Leonard makes 2-pt hook shot from 9 ft (assist by C. McCollum),52,63
226,3,9:51.0,R. Felton misses 2-pt jump shot from 17 ft,,52,63
227,3,9:51.0,,Defensive rebound by M. Leonard,52,63
228,3,9:46.0,,Personal foul by D. Williams (drawn by D. Lillard),52,63
229,3,9:33.0,,Turnover by D. Lillard (bad pass; steal by R. Felton),52,63
230,3,9:15.0,D. Nowitzki misses 2-pt jump shot from 7 ft,,52,63
231,3,9:13.0,Offensive rebound by Z. Pachulia,,52,63
232,3,9:13.0,Z. Pachulia makes 2-pt layup at rim,,54,63
233,3,8:58.0,,M. Leonard misses 3-pt jump shot from 24 ft,54,63
234,3,8:57.0,Defensive rebound by D. Williams,,54,63
235,3,8:50.0,Z. Pachulia makes 2-pt layup at rim (assist by R. Felton),,56,63
236,3,8:26.0,,D. Lillard misses 2-pt jump shot from 20 ft,56,63
237,3,8:26.0,Defensive rebound by W. Matthews,,56,63
238,3,8:18.0,D. Williams misses 2-pt layup from 2 ft,,56,63
239,3,8:17.0,,Defensive rebound by A. Aminu,56,63
240,3,8:10.0,,Turnover by A. Aminu (lost ball; steal by W. Matthews),56,63
241,3,7:51.0,D. Nowitzki makes 2-pt jump shot from 15 ft,,58,63
242,3,7:33.0,,M. Leonard misses 3-pt jump shot from 25 ft,58,63
243,3,7:31.0,Defensive rebound by D. Williams,,58,63
244,3,7:26.0,Personal foul by M. Leonard (drawn by D. Nowitzki),,58,63
245,3,7:26.0,,Violation by Team (delay of game),58,63
246,3,7:15.0,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by D. Williams),,60,63
247,3,7:00.0,,C. McCollum misses 2-pt layup from 1 ft,60,63
248,3,6:59.0,Defensive rebound by D. Nowitzki,,60,63
249,3,6:50.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,60,63
250,3,6:50.0,Offensive rebound by Z. Pachulia,,60,63
251,3,6:47.0,Z. Pachulia misses 2-pt layup from 2 ft (block by A. Aminu),,60,63
252,3,6:45.0,,Defensive rebound by M. Plumlee,60,63
253,3,6:27.0,,M. Leonard makes 2-pt hook shot from 8 ft (assist by A. Aminu),60,65
254,3,6:11.0,Shooting foul by C. McCollum (drawn by D. Williams),,60,65
255,3,6:11.0,D. Williams makes free throw 1 of 2,,61,65
256,3,6:11.0,C. Villanueva enters the game for D. Nowitzki,,61,65
257,3,6:11.0,D. Williams makes free throw 2 of 2,,62,65
258,3,5:47.0,,A. Aminu misses 3-pt jump shot from 23 ft,62,65
259,3,5:47.0,Defensive rebound by R. Felton,,62,65
260,3,5:24.0,Z. Pachulia misses 2-pt jump shot from 17 ft,,62,65
261,3,5:22.0,,Defensive rebound by C. McCollum,62,65
262,3,5:13.0,,C. McCollum misses 3-pt jump shot from 25 ft,62,65
263,3,5:13.0,Defensive rebound by R. Felton,,62,65
264,3,4:52.0,D. Williams makes 2-pt layup at rim,,64,65
265,3,4:28.0,,M. Leonard misses 2-pt jump shot from 8 ft,64,65
266,3,4:28.0,Defensive rebound by C. Villanueva,,64,65
267,3,4:17.0,C. Villanueva misses 2-pt jump shot from 8 ft,,64,65
268,3,4:15.0,Offensive rebound by Z. Pachulia,,64,65
269,3,4:15.0,Turnover by Z. Pachulia (lost ball),,64,65
270,3,4:15.0,,Portland full timeout,64,65
271,3,4:15.0,,M. Harkless enters the game for A. Aminu,64,65
272,3,4:15.0,,A. Crabbe enters the game for M. Plumlee,64,65
273,3,4:15.0,,E. Davis enters the game for C. McCollum,64,65
274,3,4:15.0,,G. Henderson enters the game for M. Leonard,64,65
275,3,4:15.0,D. Harris enters the game for R. Felton,,64,65
276,3,4:02.0,,A. Crabbe makes 2-pt jump shot from 17 ft (assist by D. Lillard),64,67
277,3,3:43.0,D. Williams makes 2-pt jump shot from 13 ft,,66,67
278,3,3:23.0,,Shooting foul by D. Williams (drawn by D. Lillard),66,67
279,3,3:23.0,,D. Lillard makes free throw 1 of 2,66,68
280,3,3:23.0,,D. Lillard makes free throw 2 of 2,66,69
281,3,3:02.0,C. Villanueva makes 2-pt jump shot from 8 ft (assist by D. Williams),,68,69
282,3,2:44.0,,D. Lillard misses 2-pt layup from 1 ft,68,69
283,3,2:44.0,,Offensive rebound by M. Harkless,68,69
284,3,2:42.0,,M. Harkless makes 2-pt layup at rim,68,71
285,3,2:28.0,D. Williams misses 3-pt jump shot from 24 ft,,68,71
286,3,2:27.0,,Defensive rebound by M. Harkless,68,71
287,3,2:22.0,,Offensive foul by E. Davis (drawn by D. Williams),68,71
288,3,2:22.0,,Turnover by E. Davis (offensive foul),68,71
289,3,2:22.0,D. Nowitzki enters the game for Z. Pachulia,,68,71
290,3,2:22.0,R. Felton enters the game for D. Williams,,68,71
291,3,2:04.0,R. Felton makes 2-pt layup from 1 ft (assist by D. Nowitzki),,70,71
292,3,1:42.0,,Turnover by M. Harkless (lost ball; steal by C. Villanueva),70,71
293,3,1:32.0,R. Felton makes 2-pt layup at rim,,72,71
294,3,1:19.0,,Personal foul by R. Felton (drawn by D. Lillard),72,71
295,3,1:13.0,,G. Henderson misses 3-pt jump shot from 24 ft,72,71
296,3,1:13.0,Defensive rebound by D. Nowitzki,,72,71
297,3,0:59.0,D. Nowitzki makes 2-pt jump shot from 15 ft,,74,71
298,3,0:43.0,,D. Lillard misses 2-pt layup from 1 ft,74,71
299,3,0:40.0,,Offensive rebound by E. Davis,74,71
300,3,0:36.0,,A. Crabbe makes 2-pt jump shot from 16 ft,74,73
301,3,0:14.0,W. Matthews misses 2-pt jump shot from 22 ft,,74,73
302,3,0:14.0,,Defensive rebound by M. Harkless,74,73
303,3,0:07.0,,Turnover by M. Harkless (lost ball; steal by W. Matthews),74,73
304,3,0:00.0,R. Felton misses 2-pt jump shot from 20 ft,,74,73
305,3,0:00.0,Offensive rebound by Team,,74,73
306,4,11:45.0,C. Villanueva makes 3-pt jump shot from 22 ft (assist by R. Felton),,77,73
307,4,11:26.0,,Personal foul by W. Matthews (drawn by G. Henderson),77,73
308,4,11:26.0,D. Williams enters the game for W. Matthews,,77,73
309,4,11:14.0,,G. Henderson makes 2-pt jump shot from 10 ft,77,75
310,4,10:53.0,C. Villanueva misses 3-pt jump shot from 24 ft,,77,75
311,4,10:52.0,,Defensive rebound by G. Henderson,77,75
312,4,10:40.0,,C. McCollum misses 3-pt jump shot from 25 ft,77,75
313,4,10:39.0,,Offensive rebound by E. Davis,77,75
314,4,10:35.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by E. Davis),77,78
315,4,10:12.0,D. Nowitzki misses 2-pt jump shot from 13 ft,,77,78
316,4,10:12.0,,Defensive rebound by A. Crabbe,77,78
317,4,10:06.0,,Personal foul by D. Harris (drawn by G. Henderson),77,78
318,4,9:52.0,,G. Henderson misses 2-pt jump shot from 20 ft,77,78
319,4,9:51.0,,Offensive rebound by E. Davis,77,78
320,4,9:42.0,,G. Henderson misses 3-pt jump shot from 22 ft,77,78
321,4,9:41.0,Defensive rebound by D. Harris,,77,78
322,4,9:35.0,D. Harris misses 2-pt layup from 1 ft,,77,78
323,4,9:34.0,,Defensive rebound by E. Davis,77,78
324,4,9:30.0,,Turnover by C. McCollum (bad pass),77,78
325,4,9:30.0,D. Powell enters the game for C. Villanueva,,77,78
326,4,9:18.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,77,78
327,4,9:17.0,,Defensive rebound by M. Harkless,77,78
328,4,9:09.0,,C. McCollum misses 2-pt jump shot from 4 ft,77,78
329,4,9:08.0,,Offensive rebound by C. McCollum,77,78
330,4,9:06.0,,C. McCollum misses 2-pt jump shot from 4 ft (block by D. Powell),77,78
331,4,9:05.0,Defensive rebound by Team,,77,78
332,4,9:05.0,,Loose ball foul by C. McCollum (drawn by D. Williams),77,78
333,4,9:05.0,C. Villanueva enters the game for D. Nowitzki,,77,78
334,4,8:52.0,C. Villanueva misses 3-pt jump shot from 23 ft,,77,78
335,4,8:51.0,,Defensive rebound by M. Harkless,77,78
336,4,8:42.0,,Turnover by E. Davis (traveling),77,78
337,4,8:42.0,Official timeout,,77,78
338,4,8:30.0,Shooting foul by C. McCollum (drawn by D. Williams),,77,78
339,4,8:30.0,D. Williams makes free throw 1 of 2,,78,78
340,4,8:30.0,D. Williams makes free throw 2 of 2,,79,78
341,4,8:20.0,,Shooting foul by D. Powell (drawn by A. Crabbe),79,78
342,4,8:20.0,,A. Crabbe makes free throw 1 of 3,79,79
343,4,8:20.0,,A. Crabbe makes free throw 2 of 3,79,80
344,4,8:20.0,,A. Crabbe makes free throw 3 of 3,79,81
345,4,8:06.0,Turnover by D. Harris (step out of bounds),,79,81
346,4,8:06.0,,D. Lillard enters the game for C. McCollum,79,81
347,4,7:45.0,,G. Henderson makes 2-pt jump shot from 10 ft,79,83
348,4,7:28.0,C. Villanueva misses 3-pt jump shot from 24 ft,,79,83
349,4,7:27.0,,Defensive rebound by E. Davis,79,83
350,4,7:16.0,,Shooting foul by D. Harris (drawn by G. Henderson),79,83
351,4,7:16.0,,G. Henderson makes free throw 1 of 2,79,84
352,4,7:16.0,,M. Leonard enters the game for M. Harkless,79,84
353,4,7:16.0,D. Nowitzki enters the game for D. Powell,,79,84
354,4,7:16.0,W. Matthews enters the game for D. Harris,,79,84
355,4,7:16.0,Z. Pachulia enters the game for C. Villanueva,,79,84
356,4,7:16.0,,G. Henderson makes free throw 2 of 2,79,85
357,4,7:07.0,Personal foul by M. Leonard (drawn by D. Nowitzki),,79,85
358,4,6:56.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,79,85
359,4,6:55.0,,Defensive rebound by G. Henderson,79,85
360,4,6:49.0,,A. Crabbe misses 3-pt jump shot from 22 ft,79,85
361,4,6:48.0,Defensive rebound by Z. Pachulia,,79,85
362,4,6:32.0,Turnover by D. Nowitzki (lost ball),,79,85
363,4,6:17.0,,D. Lillard makes 2-pt layup from 2 ft,79,87
364,4,6:17.0,Dallas full timeout,,79,87
365,4,6:06.0,R. Felton misses 2-pt jump shot from 19 ft,,79,87
366,4,6:05.0,,Defensive rebound by M. Leonard,79,87
367,4,5:42.0,,D. Lillard misses 3-pt jump shot from 25 ft,79,87
368,4,5:41.0,,Offensive rebound by D. Lillard,79,87
369,4,5:35.0,,M. Leonard misses 3-pt jump shot from 24 ft,79,87
370,4,5:34.0,Defensive rebound by D. Williams,,79,87
371,4,5:24.0,D. Nowitzki misses 3-pt jump shot from 22 ft,,79,87
372,4,5:23.0,,Defensive rebound by D. Lillard,79,87
373,4,5:17.0,,M. Leonard makes 2-pt layup from 1 ft (assist by D. Lillard),79,89
374,4,5:00.0,W. Matthews makes 3-pt jump shot from 24 ft,,82,89
375,4,4:43.0,,Turnover by A. Crabbe (lost ball; steal by Z. Pachulia),82,89
376,4,4:30.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),,85,89
377,4,4:04.0,,Portland full timeout,85,89
378,4,4:04.0,,C. McCollum enters the game for G. Henderson,85,89
379,4,4:01.0,,M. Leonard misses 3-pt jump shot from 24 ft,85,89
380,4,4:01.0,Defensive rebound by Team,,85,89
381,4,3:38.0,R. Felton misses 2-pt jump shot from 21 ft,,85,89
382,4,3:38.0,,Defensive rebound by E. Davis,85,89
