,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,BOSTON_ACTION,SACRAMENTO_SCORE,BOSTON_SCORE
60,1,5:58.0,D. Cousins makes free throw 2 of 2,,15,26
61,1,5:47.0,,J. Sullinger misses 2-pt jump shot from 18 ft,15,26
62,1,5:46.0,Defensive rebound by M. Belinelli,,15,26
63,1,5:40.0,,M. Smart enters the game for A. Bradley,15,26
64,1,5:40.0,,E. Turner enters the game for J. Sullinger,15,26
65,1,5:27.0,R. Rondo makes 3-pt jump shot from 24 ft (assist by O. Casspi),,18,26
66,1,5:15.0,,A. Johnson makes 2-pt dunk at rim (assist by J. Crowder),18,28
67,1,5:04.0,D. Cousins misses 2-pt layup from 1 ft,,18,28
68,1,5:03.0,,Defensive rebound by I. Thomas,18,28
69,1,5:00.0,,I. Thomas makes 2-pt layup from 1 ft,18,30
70,1,5:00.0,,Shooting foul by R. Rondo (drawn by I. Thomas),18,30
71,1,5:00.0,,I. Thomas makes free throw 1 of 1,18,31
72,1,4:46.0,Turnover by D. Cousins (lost ball; steal by J. Crowder),,18,31
73,1,4:44.0,,Turnover by J. Crowder (bad pass; steal by R. Rondo),18,31
74,1,4:36.0,Turnover by M. Belinelli (bad pass; steal by A. Johnson),,18,31
75,1,4:31.0,,I. Thomas misses 2-pt jump shot from 16 ft,18,31
76,1,4:30.0,,Offensive rebound by I. Thomas,18,31
77,1,4:26.0,,M. Smart makes 3-pt jump shot from 24 ft (assist by I. Thomas),18,34
78,1,4:07.0,Shooting block foul by J. Crowder (drawn by K. Koufos),,18,34
79,1,4:07.0,K. Koufos misses free throw 1 of 2,,18,34
80,1,4:07.0,Offensive rebound by Team,,18,34
81,1,4:07.0,D. Collison enters the game for D. Cousins,,18,34
82,1,4:07.0,K. Koufos makes free throw 2 of 2,,19,34
83,1,3:53.0,,I. Thomas misses 3-pt jump shot from 24 ft,19,34
84,1,3:52.0,Defensive rebound by M. Belinelli,,19,34
85,1,3:43.0,R. Rondo makes 2-pt layup from 1 ft,,21,34
86,1,3:30.0,,J. Crowder misses 3-pt jump shot from 24 ft,21,34
87,1,3:29.0,Defensive rebound by R. Rondo,,21,34
88,1,3:18.0,Turnover by D. Collison (bad pass; steal by J. Crowder),,21,34
89,1,3:15.0,,J. Crowder makes 2-pt dunk at rim,21,36
90,1,2:59.0,Shooting foul by I. Thomas (drawn by R. Rondo),,21,36
91,1,2:59.0,,Boston full timeout,21,36
92,1,2:59.0,,K. Olynyk enters the game for I. Thomas,21,36
93,1,2:59.0,R. Rondo misses free throw 1 of 2,,21,36
94,1,2:59.0,Offensive rebound by Team,,21,36
95,1,2:59.0,R. Rondo makes free throw 2 of 2,,22,36
96,1,2:39.0,,A. Johnson misses 2-pt layup at rim,22,36
97,1,2:38.0,,Offensive rebound by A. Johnson,22,36
98,1,2:37.0,,A. Johnson makes 2-pt layup at rim,22,38
99,1,2:24.0,O. Casspi makes 2-pt layup from 2 ft (assist by K. Koufos),,24,38
100,1,2:16.0,,M. Smart misses 3-pt jump shot from 24 ft,24,38
101,1,2:15.0,Defensive rebound by R. Rondo,,24,38
102,1,2:10.0,R. Rondo misses 2-pt layup from 2 ft,,24,38
103,1,2:09.0,Offensive rebound by Team,,24,38
104,1,2:09.0,,Loose ball foul by A. Johnson (drawn by K. Koufos),24,38
105,1,2:09.0,K. Koufos makes free throw 1 of 2,,25,38
106,1,2:09.0,,J. Jerebko enters the game for A. Johnson,25,38
107,1,2:09.0,K. Koufos makes free throw 2 of 2,,26,38
108,1,1:59.0,,Turnover by M. Smart (bad pass; steal by R. Rondo),26,38
109,1,1:45.0,O. Casspi makes 2-pt layup from 1 ft (assist by R. Rondo),,28,38
110,1,1:33.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by E. Turner),28,40
111,1,1:20.0,K. Koufos makes 2-pt dunk at rim (assist by R. Rondo),,30,40
112,1,1:05.0,,Turnover by K. Olynyk (lost ball; steal by K. Koufos),30,40
113,1,1:01.0,D. Collison makes 2-pt layup from 1 ft (assist by R. Rondo),,32,40
114,1,0:45.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by M. Smart),32,43
115,1,0:31.0,O. Casspi makes 2-pt jump shot from 3 ft,,34,43
116,1,0:23.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by E. Turner),34,46
117,1,0:01.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by K. Koufos),,37,46
118,1,0:00.0,,M. Smart misses 3-pt jump shot from 63 ft,37,46
119,1,0:00.0,,Offensive rebound by Team,37,46
120,2,11:49.0,,Turnover by K. Olynyk (bad pass; steal by O. Casspi),37,46
121,2,11:39.0,K. Koufos makes 2-pt layup from 1 ft (assist by D. Collison),,39,46
122,2,11:15.0,,M. Smart makes 3-pt jump shot from 24 ft (assist by E. Turner),39,49
123,2,10:58.0,O. Casspi misses 3-pt jump shot from 25 ft,,39,49
124,2,10:57.0,,Defensive rebound by M. Smart,39,49
125,2,10:51.0,,T. Zeller misses 2-pt layup from 1 ft (block by W. Cauley-Stein),39,49
126,2,10:50.0,,Offensive rebound by J. Jerebko,39,49
127,2,10:41.0,,M. Smart misses 3-pt jump shot from 24 ft,39,49
128,2,10:40.0,Defensive rebound by K. Koufos,,39,49
129,2,10:34.0,D. Collison misses 2-pt jump shot from 16 ft,,39,49
130,2,10:33.0,,Defensive rebound by E. Turner,39,49
131,2,10:22.0,,E. Turner misses 2-pt jump shot from 12 ft,39,49
132,2,10:21.0,,Offensive rebound by Team,39,49
133,2,10:21.0,,A. Bradley enters the game for J. Jerebko,39,49
134,2,10:15.0,,A. Bradley makes 2-pt jump shot from 15 ft (assist by E. Turner),39,51
135,2,10:11.0,Shooting block foul by M. Smart (drawn by D. Collison),,39,51
136,2,10:11.0,D. Collison makes free throw 1 of 2,,40,51
137,2,10:11.0,D. Collison makes free throw 2 of 2,,41,51
138,2,9:59.0,,E. Turner makes 2-pt layup from 2 ft,41,53
139,2,9:34.0,O. Casspi misses 2-pt jump shot from 10 ft,,41,53
140,2,9:33.0,,Defensive rebound by K. Olynyk,41,53
141,2,9:26.0,,E. Turner makes 2-pt layup from 1 ft,41,55
142,2,9:08.0,D. Collison makes 2-pt layup from 1 ft,,43,55
143,2,8:44.0,,Turnover by A. Bradley (traveling),43,55
144,2,8:44.0,Official timeout,,43,55
145,2,8:44.0,D. Cousins enters the game for K. Koufos,,43,55
146,2,8:27.0,J. Anderson misses 2-pt jump shot from 11 ft,,43,55
147,2,8:26.0,Offensive rebound by W. Cauley-Stein,,43,55
148,2,8:25.0,W. Cauley-Stein makes 2-pt layup at rim,,45,55
149,2,8:08.0,,A. Bradley misses 2-pt jump shot from 21 ft,45,55
150,2,8:07.0,,Offensive rebound by K. Olynyk,45,55
151,2,8:00.0,,K. Olynyk misses 3-pt jump shot from 25 ft,45,55
152,2,7:59.0,Defensive rebound by D. Cousins,,45,55
153,2,7:47.0,W. Cauley-Stein makes 2-pt jump shot from 12 ft (assist by D. Cousins),,47,55
154,2,7:33.0,,E. Turner makes 2-pt jump shot from 15 ft (assist by T. Zeller),47,57
155,2,7:15.0,D. Collison misses 2-pt layup from 2 ft,,47,57
156,2,7:14.0,,Defensive rebound by E. Turner,47,57
157,2,7:11.0,,Personal foul by W. Cauley-Stein (drawn by E. Turner),47,57
158,2,7:11.0,R. Rondo enters the game for O. Casspi,,47,57
159,2,7:11.0,Q. Acy enters the game for W. Cauley-Stein,,47,57
160,2,7:02.0,,T. Zeller makes 2-pt layup from 2 ft,47,59
161,2,6:48.0,Personal foul by T. Zeller (drawn by Q. Acy),,47,59
162,2,6:35.0,D. Cousins misses 2-pt jump shot from 18 ft,,47,59
163,2,6:34.0,,Defensive rebound by T. Zeller,47,59
164,2,6:26.0,,Turnover by E. Turner (bad pass; steal by R. Rondo),47,59
165,2,6:13.0,D. Cousins makes 2-pt jump shot from 7 ft,,49,59
166,2,5:54.0,,Offensive foul by E. Turner (drawn by R. Rondo),49,59
167,2,5:54.0,,Turnover by E. Turner (offensive foul),49,59
168,2,5:54.0,,Boston full timeout,49,59
169,2,5:54.0,M. Belinelli enters the game for J. Anderson,,49,59
170,2,5:54.0,,J. Sullinger enters the game for K. Olynyk,49,59
171,2,5:36.0,M. Belinelli misses 3-pt jump shot from 24 ft,,49,59
172,2,5:34.0,Offensive rebound by Q. Acy,,49,59
173,2,5:24.0,D. Cousins makes 2-pt layup from 2 ft (assist by D. Collison),,51,59
174,2,5:11.0,,T. Zeller makes 2-pt jump shot from 18 ft (assist by M. Smart),51,61
175,2,4:57.0,D. Cousins misses 3-pt jump shot from 24 ft,,51,61
176,2,4:56.0,,Defensive rebound by T. Zeller,51,61
177,2,4:42.0,,Turnover by T. Zeller (lost ball),51,61
178,2,4:42.0,,I. Thomas enters the game for E. Turner,51,61
179,2,4:29.0,R. Rondo misses 2-pt layup from 2 ft,,51,61
180,2,4:29.0,,Defensive rebound by T. Zeller,51,61
181,2,4:17.0,,T. Zeller makes 2-pt layup from 1 ft (assist by A. Bradley),51,63
182,2,3:58.0,D. Collison misses 3-pt jump shot from 22 ft,,51,63
183,2,3:57.0,,Defensive rebound by Team,51,63
184,2,3:57.0,Loose ball foul by D. Cousins (drawn by J. Sullinger),,51,63
185,2,3:57.0,S. Curry enters the game for D. Collison,,51,63
186,2,3:57.0,O. Casspi enters the game for Q. Acy,,51,63
187,2,3:38.0,,A. Bradley makes 3-pt jump shot from 24 ft,51,66
188,2,3:24.0,M. Belinelli misses 2-pt jump shot from 16 ft,,51,66
189,2,3:23.0,,Defensive rebound by T. Zeller,51,66
190,2,3:16.0,,J. Sullinger makes 2-pt layup from 1 ft (assist by M. Smart),51,68
191,2,2:58.0,Shooting foul by T. Zeller (drawn by D. Cousins),,51,68
192,2,2:58.0,Sacramento full timeout,,51,68
193,2,2:58.0,,A. Johnson enters the game for M. Smart,51,68
194,2,2:58.0,,J. Crowder enters the game for T. Zeller,51,68
195,2,2:58.0,D. Cousins makes free throw 1 of 2,,52,68
196,2,2:58.0,D. Cousins makes free throw 2 of 2,,53,68
197,2,2:41.0,,A. Bradley misses 2-pt jump shot from 18 ft (block by S. Curry),53,68
198,2,2:40.0,Defensive rebound by D. Cousins,,53,68
199,2,2:32.0,M. Belinelli misses 3-pt jump shot from 24 ft,,53,68
200,2,2:31.0,,Defensive rebound by A. Bradley,53,68
201,2,2:21.0,,A. Bradley misses 2-pt jump shot from 18 ft,53,68
202,2,2:21.0,Defensive rebound by D. Cousins,,53,68
203,2,2:17.0,Turnover by D. Cousins (lost ball; steal by J. Sullinger),,53,68
204,2,2:15.0,,Turnover by A. Johnson (bad pass; steal by R. Rondo),53,68
205,2,2:10.0,O. Casspi makes 2-pt layup from 2 ft (assist by R. Rondo),,55,68
206,2,1:56.0,,I. Thomas misses 2-pt jump shot from 17 ft,55,68
207,2,1:55.0,Defensive rebound by Team,,55,68
208,2,1:55.0,,Loose ball foul by J. Sullinger (drawn by D. Cousins),55,68
209,2,1:31.0,O. Casspi misses 3-pt jump shot from 26 ft,,55,68
210,2,1:30.0,,Defensive rebound by A. Bradley,55,68
211,2,1:19.0,,J. Sullinger makes 2-pt jump shot from 6 ft,55,70
212,2,1:00.0,O. Casspi misses 2-pt layup from 1 ft,,55,70
213,2,0:59.0,,Defensive rebound by J. Sullinger,55,70
214,2,0:50.0,,I. Thomas misses 2-pt jump shot from 7 ft,55,70
215,2,0:49.0,,Offensive rebound by A. Johnson,55,70
216,2,0:49.0,,A. Johnson misses 2-pt layup from 1 ft,55,70
217,2,0:48.0,,Offensive rebound by J. Sullinger,55,70
218,2,0:47.0,,J. Sullinger makes 2-pt layup from 2 ft,55,72
219,2,0:41.0,S. Curry makes 3-pt jump shot from 23 ft,,58,72
220,2,0:30.0,,J. Sullinger makes 2-pt jump shot from 12 ft (assist by I. Thomas),58,74
221,2,0:23.0,Turnover by D. Cousins (lost ball; steal by J. Sullinger),,58,74
222,2,0:02.0,,Personal foul by S. Curry (drawn by J. Sullinger),58,74
223,2,0:02.0,,Boston full timeout,58,74
224,2,0:02.0,J. Anderson enters the game for D. Cousins,,58,74
225,2,0:02.0,W. Cauley-Stein enters the game for O. Casspi,,58,74
226,2,0:02.0,,Turnover by J. Sullinger (bad pass; steal by S. Curry),58,74
227,3,11:49.0,,Turnover by I. Thomas (bad pass),58,74
228,3,11:36.0,D. Cousins misses 2-pt jump shot from 18 ft,,58,74
229,3,11:36.0,,Defensive rebound by J. Crowder,58,74
230,3,11:24.0,,J. Sullinger misses 2-pt jump shot from 17 ft,58,74
231,3,11:24.0,Defensive rebound by D. Cousins,,58,74
232,3,11:05.0,M. Belinelli misses 2-pt jump shot from 6 ft,,58,74
233,3,11:04.0,,Defensive rebound by A. Johnson,58,74
234,3,10:54.0,,I. Thomas makes 2-pt layup from 2 ft,58,76
235,3,10:43.0,R. Rondo misses 2-pt layup from 2 ft,,58,76
236,3,10:42.0,Offensive rebound by Team,,58,76
237,3,10:41.0,Shooting foul by J. Sullinger (drawn by D. Cousins),,58,76
238,3,10:41.0,D. Cousins makes free throw 1 of 2,,59,76
239,3,10:41.0,D. Cousins makes free throw 2 of 2,,60,76
240,3,10:31.0,,Personal foul by D. Cousins (drawn by J. Sullinger),60,76
241,3,10:25.0,,J. Sullinger misses 2-pt jump shot from 18 ft,60,76
242,3,10:24.0,,Offensive rebound by A. Bradley,60,76
243,3,10:17.0,,A. Johnson makes 2-pt jump shot from 6 ft (assist by A. Bradley),60,78
244,3,10:07.0,Turnover by R. Rondo (bad pass),,60,78
245,3,9:53.0,,Turnover by J. Sullinger (traveling),60,78
246,3,9:42.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by R. Rondo),,62,78
247,3,9:26.0,,J. Sullinger makes 2-pt jump shot from 10 ft (assist by I. Thomas),62,80
248,3,9:11.0,J. Anderson makes 2-pt layup from 1 ft (assist by R. Rondo),,64,80
249,3,8:58.0,,A. Johnson makes 2-pt layup from 2 ft (assist by J. Crowder),64,82
250,3,8:40.0,Turnover by R. Rondo (bad pass),,64,82
251,3,8:23.0,,A. Bradley misses 2-pt jump shot from 18 ft,64,82
252,3,8:23.0,Defensive rebound by J. Anderson,,64,82
253,3,8:10.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Cousins),,66,82
254,3,7:54.0,,I. Thomas makes 2-pt layup from 1 ft (assist by J. Sullinger),66,84
255,3,7:36.0,D. Cousins misses 2-pt jump shot from 19 ft,,66,84
256,3,7:36.0,,Defensive rebound by J. Sullinger,66,84
257,3,7:31.0,,A. Bradley misses 2-pt jump shot from 3 ft (block by J. Anderson),66,84
258,3,7:30.0,,Offensive rebound by I. Thomas,66,84
259,3,7:27.0,,I. Thomas makes 3-pt jump shot from 25 ft,66,87
260,3,7:25.0,Sacramento full timeout,,66,87
261,3,7:11.0,D. Cousins misses 2-pt layup at rim (block by I. Thomas),,66,87
262,3,7:10.0,Offensive rebound by W. Cauley-Stein,,66,87
263,3,7:09.0,W. Cauley-Stein makes 2-pt layup from 1 ft,,68,87
264,3,7:09.0,Shooting foul by A. Johnson (drawn by W. Cauley-Stein),,68,87
265,3,7:09.0,W. Cauley-Stein makes free throw 1 of 1,,69,87
266,3,6:48.0,,A. Bradley misses 2-pt jump shot from 19 ft,69,87
267,3,6:47.0,Defensive rebound by Team,,69,87
268,3,6:31.0,Turnover by W. Cauley-Stein (bad pass; steal by I. Thomas),,69,87
269,3,6:25.0,,I. Thomas misses 2-pt jump shot from 4 ft,69,87
270,3,6:25.0,Defensive rebound by M. Belinelli,,69,87
271,3,6:25.0,K. Koufos enters the game for J. Anderson,,69,87
272,3,6:25.0,D. Collison enters the game for W. Cauley-Stein,,69,87
273,3,6:07.0,D. Cousins makes 2-pt jump shot from 7 ft,,71,87
274,3,5:49.0,,Turnover by J. Sullinger (bad pass; steal by R. Rondo),71,87
275,3,5:49.0,Personal foul by I. Thomas (drawn by D. Collison),,71,87
276,3,5:26.0,M. Belinelli misses 2-pt jump shot from 8 ft,,71,87
277,3,5:25.0,Offensive rebound by Team,,71,87
278,3,5:25.0,,K. Olynyk enters the game for A. Johnson,71,87
279,3,5:18.0,M. Belinelli makes 2-pt jump shot from 20 ft (assist by D. Cousins),,73,87
280,3,5:02.0,,I. Thomas misses 2-pt layup from 2 ft (block by K. Koufos),73,87
281,3,5:01.0,,Offensive rebound by J. Sullinger,73,87
282,3,5:00.0,,J. Sullinger makes 2-pt layup from 1 ft,73,89
283,3,4:49.0,D. Collison makes 2-pt jump shot from 14 ft (assist by R. Rondo),,75,89
284,3,4:32.0,,E. Turner enters the game for J. Crowder,75,89
285,3,4:32.0,,M. Smart enters the game for A. Bradley,75,89
286,3,4:26.0,,Turnover by M. Smart (bad pass; steal by D. Collison),75,89
287,3,4:20.0,M. Belinelli misses 3-pt jump shot from 23 ft,,75,89
288,3,4:18.0,Offensive rebound by D. Collison,,75,89
289,3,4:13.0,D. Cousins makes 3-pt jump shot from 25 ft (assist by D. Collison),,78,89
290,3,4:13.0,,Boston full timeout,78,89
291,3,4:13.0,O. Casspi enters the game for M. Belinelli,,78,89
292,3,3:57.0,,I. Thomas misses 2-pt jump shot from 9 ft,78,89
293,3,3:57.0,Defensive rebound by O. Casspi,,78,89
294,3,3:49.0,Turnover by R. Rondo (bad pass; steal by I. Thomas),,78,89
295,3,3:37.0,,M. Smart misses 3-pt jump shot from 24 ft,78,89
296,3,3:35.0,Defensive rebound by R. Rondo,,78,89
297,3,3:29.0,R. Rondo misses 2-pt layup from 1 ft,,78,89
298,3,3:28.0,,Defensive rebound by M. Smart,78,89
299,3,3:26.0,,Personal foul by O. Casspi (drawn by I. Thomas),78,89
300,3,3:26.0,,T. Zeller enters the game for J. Sullinger,78,89
301,3,3:12.0,,Turnover by T. Zeller (offensive goaltending),78,89
302,3,3:03.0,Personal foul by I. Thomas (drawn by D. Cousins),,78,89
303,3,3:03.0,,J. Jerebko enters the game for I. Thomas,78,89
304,3,2:57.0,D. Cousins misses 2-pt jump shot from 18 ft,,78,89
305,3,2:56.0,,Defensive rebound by K. Olynyk,78,89
306,3,2:48.0,,K. Olynyk misses 3-pt jump shot from 25 ft,78,89
307,3,2:47.0,Defensive rebound by R. Rondo,,78,89
308,3,2:42.0,D. Collison makes 3-pt jump shot from 25 ft (assist by R. Rondo),,81,89
309,3,2:24.0,,Turnover by J. Jerebko (bad pass; steal by D. Collison),81,89
310,3,2:19.0,O. Casspi misses 2-pt layup from 2 ft (block by J. Jerebko),,81,89
311,3,2:18.0,Offensive rebound by Team,,81,89
312,3,2:14.0,Shooting foul by T. Zeller (drawn by D. Cousins),,81,89
313,3,2:14.0,D. Cousins misses free throw 1 of 2,,81,89
314,3,2:14.0,Offensive rebound by Team,,81,89
315,3,2:14.0,D. Cousins misses free throw 2 of 2,,81,89
316,3,2:14.0,Offensive rebound by K. Koufos,,81,89
317,3,2:11.0,Sacramento full timeout,,81,89
318,3,1:56.0,D. Cousins misses 2-pt jump shot from 4 ft,,81,89
319,3,1:55.0,,Defensive rebound by J. Jerebko,81,89
320,3,1:37.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by E. Turner),81,91
321,3,1:26.0,Personal foul by M. Smart (drawn by R. Rondo),,81,91
322,3,1:26.0,W. Cauley-Stein enters the game for D. Cousins,,81,91
323,3,1:26.0,R. Rondo makes free throw 1 of 2,,82,91
324,3,1:26.0,R. Rondo makes free throw 2 of 2,,83,91
325,3,1:16.0,,Turnover by J. Jerebko (traveling),83,91
326,3,1:02.0,K. Koufos makes 2-pt jump shot from 7 ft (assist by O. Casspi),,85,91
327,3,0:45.0,,Personal foul by W. Cauley-Stein (drawn by T. Zeller),85,91
328,3,0:40.0,,T. Zeller makes 2-pt jump shot from 18 ft (assist by E. Turner),85,93
329,3,0:29.0,K. Koufos misses 2-pt jump shot from 8 ft,,85,93
330,3,0:28.0,,Defensive rebound by K. Olynyk,85,93
331,3,0:06.0,,T. Zeller makes 2-pt jump shot from 17 ft (assist by E. Turner),85,95
332,3,0:00.0,R. Rondo makes 2-pt jump shot from 5 ft,,87,95
333,4,11:53.0,Personal foul by J. Jerebko (drawn by O. Casspi),,87,95
334,4,11:37.0,O. Casspi misses 2-pt layup from 2 ft (block by T. Zeller),,87,95
335,4,11:36.0,,Defensive rebound by T. Zeller,87,95
336,4,11:35.0,,Turnover by T. Zeller (bad pass; steal by K. Koufos),87,95
337,4,11:31.0,D. Collison misses 3-pt jump shot from 25 ft,,87,95
338,4,11:30.0,,Defensive rebound by J. Jerebko,87,95
339,4,11:15.0,,M. Smart makes 2-pt hook shot from 3 ft,87,97
340,4,11:12.0,Turnover by O. Casspi (bad pass),,87,97
341,4,11:03.0,,E. Turner misses 2-pt jump shot from 16 ft,87,97
342,4,11:02.0,Defensive rebound by O. Casspi,,87,97
343,4,10:45.0,M. Belinelli makes 2-pt jump shot from 20 ft,,89,97
344,4,10:36.0,,Turnover by E. Turner (bad pass; steal by W. Cauley-Stein),89,97
345,4,10:31.0,O. Casspi misses 2-pt layup from 1 ft,,89,97
346,4,10:30.0,,Defensive rebound by M. Smart,89,97
347,4,10:22.0,,Personal foul by M. Belinelli (drawn by K. Olynyk),89,97
348,4,10:12.0,,M. Smart misses 2-pt jump shot from 17 ft,89,97
349,4,10:11.0,Defensive rebound by O. Casspi,,89,97
350,4,9:59.0,Personal foul by M. Smart (drawn by D. Collison),,89,97
351,4,9:59.0,,A. Bradley enters the game for K. Olynyk,89,97
352,4,9:46.0,D. Collison makes 2-pt jump shot from 7 ft,,91,97
353,4,9:29.0,,Turnover by E. Turner (bad pass; steal by K. Koufos),91,97
354,4,9:10.0,M. Belinelli misses 3-pt jump shot from 24 ft,,91,97
355,4,9:09.0,,Defensive rebound by T. Zeller,91,97
356,4,8:58.0,,T. Zeller misses 2-pt hook shot from 3 ft,91,97
357,4,8:57.0,Defensive rebound by O. Casspi,,91,97
358,4,8:50.0,D. Collison misses 2-pt layup at rim (block by T. Zeller),,91,97
359,4,8:50.0,,Defensive rebound by E. Turner,91,97
360,4,8:50.0,,Personal foul by K. Koufos (drawn by E. Turner),91,97
361,4,8:50.0,Official timeout,,91,97
362,4,8:50.0,D. Cousins enters the game for K. Koufos,,91,97
363,4,8:50.0,,J. Crowder enters the game for J. Jerebko,91,97
364,4,8:28.0,,A. Bradley makes 3-pt jump shot from 24 ft (assist by E. Turner),91,100
365,4,8:08.0,O. Casspi makes 2-pt layup from 1 ft,,93,100
366,4,7:51.0,,Shooting foul by D. Cousins (drawn by T. Zeller),93,100
367,4,7:51.0,,T. Zeller makes free throw 1 of 2,93,101
368,4,7:51.0,R. Rondo enters the game for D. Collison,,93,101
369,4,7:51.0,,T. Zeller makes free throw 2 of 2,93,102
370,4,7:40.0,Personal foul by E. Turner (drawn by D. Cousins),,93,102
371,4,7:34.0,M. Belinelli misses 2-pt jump shot from 16 ft,,93,102
372,4,7:33.0,Offensive rebound by W. Cauley-Stein,,93,102
373,4,7:31.0,O. Casspi misses 3-pt jump shot from 28 ft,,93,102
