,QUARTER,TIME_REMAINING,PHOENIX_ACTION,NEW YORK_ACTION,PHOENIX_SCORE,NEW YORK_SCORE
384,4,4:11.0,J. McRae misses 2-pt layup from 2 ft (block by K. O'Quinn),,75,92
385,4,4:10.0,,Defensive rebound by K. O'Quinn,75,92
386,4,3:52.0,,S. Vujačić makes 2-pt jump shot from 19 ft,75,94
387,4,3:42.0,A. Goodwin makes 2-pt layup from 1 ft,,77,94
388,4,3:38.0,,New York full timeout,77,94
389,4,3:38.0,D. Booker enters the game for J. McRae,,77,94
390,4,3:38.0,,L. Amundson enters the game for A. Afflalo,77,94
391,4,3:25.0,,J. Grant makes 2-pt layup from 2 ft,77,96
392,4,3:09.0,M. Morris misses 3-pt jump shot from 24 ft,,77,96
393,4,3:06.0,,Defensive rebound by J. Grant,77,96
394,4,2:52.0,,K. O'Quinn makes 2-pt layup from 1 ft (assist by J. Grant),77,98
395,4,2:48.0,Turnover by M. Morris (bad pass; steal by S. Vujačić),,77,98
396,4,2:43.0,,Turnover by K. O'Quinn (bad pass; steal by M. Morris),77,98
397,4,2:32.0,A. Goodwin misses 2-pt jump shot from 5 ft,,77,98
398,4,2:30.0,,Defensive rebound by D. Williams,77,98
399,4,2:15.0,,K. O'Quinn misses 3-pt jump shot from 25 ft,77,98
400,4,2:12.0,Defensive rebound by A. Len,,77,98
401,4,2:11.0,Personal foul by S. Vujačić (drawn by D. Booker),,77,98
402,4,2:11.0,,T. Antetokounmpo enters the game for D. Williams,77,98
403,4,2:03.0,S. Weems makes 3-pt jump shot from 23 ft (assist by D. Booker),,80,98
404,4,1:48.0,,T. Antetokounmpo makes 2-pt layup from 1 ft,80,100
405,4,1:39.0,A. Goodwin misses 2-pt layup from 2 ft (block by K. O'Quinn),,80,100
406,4,1:36.0,Offensive rebound by A. Goodwin,,80,100
407,4,1:34.0,S. Weems misses 3-pt jump shot from 24 ft,,80,100
408,4,1:32.0,,Defensive rebound by S. Vujačić,80,100
409,4,1:22.0,,Turnover by K. O'Quinn (traveling),80,100
410,4,1:22.0,J. McRae enters the game for A. Goodwin,,80,100
411,4,1:09.0,Shooting foul by T. Antetokounmpo (drawn by D. Booker),,80,100
412,4,1:09.0,D. Booker makes free throw 1 of 2,,81,100
413,4,1:09.0,D. Booker makes free throw 2 of 2,,82,100
414,4,0:52.0,,J. Grant makes 2-pt jump shot from 12 ft,82,102
415,4,0:42.0,D. Booker misses 2-pt jump shot from 16 ft,,82,102
416,4,0:40.0,Offensive rebound by A. Len,,82,102
417,4,0:36.0,D. Booker misses 2-pt layup from 2 ft (block by K. O'Quinn),,82,102
418,4,0:35.0,Offensive rebound by Team,,82,102
419,4,0:34.0,D. Booker makes 2-pt jump shot from 4 ft (assist by S. Weems),,84,102
420,4,0:34.0,Shooting foul by S. Vujačić (drawn by D. Booker),,84,102
421,4,0:34.0,D. Booker misses free throw 1 of 1,,84,102
422,4,0:33.0,,Defensive rebound by L. Amundson,84,102
423,4,0:19.0,,J. Grant misses 2-pt jump shot from 13 ft,84,102
424,4,0:17.0,Defensive rebound by M. Morris,,84,102
