,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,BROOKLYN_ACTION,PHILADELPHIA_SCORE,BROOKLYN_SCORE
0,1,11:43.0,,B. Lopez misses 2-pt jump shot from 18 ft,0,0
1,1,11:42.0,Defensive rebound by I. Smith,,0,0
2,1,11:25.0,I. Smith makes 3-pt jump shot from 25 ft,,3,0
3,1,11:06.0,,W. Ellington misses 2-pt jump shot from 19 ft,3,0
4,1,11:05.0,Defensive rebound by N. Noel,,3,0
5,1,10:54.0,Turnover by N. Noel (bad pass; steal by T. Young),,3,0
6,1,10:47.0,,T. Young misses 2-pt jump shot from 15 ft,3,0
7,1,10:46.0,,Offensive rebound by B. Bogdanović,3,0
8,1,10:45.0,,Shooting foul by I. Smith (drawn by B. Bogdanović),3,0
9,1,10:45.0,,B. Bogdanović makes free throw 1 of 2,3,1
10,1,10:45.0,,B. Bogdanović makes free throw 2 of 2,3,2
11,1,10:35.0,N. Noel misses 2-pt layup from 2 ft,,3,2
12,1,10:32.0,,Defensive rebound by T. Young,3,2
13,1,10:23.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by T. Young),3,4
14,1,10:10.0,I. Smith misses 2-pt layup from 1 ft (block by T. Young),,3,4
15,1,10:09.0,Offensive rebound by Team,,3,4
16,1,9:57.0,N. Noel misses 2-pt layup at rim,,3,4
17,1,9:56.0,,Defensive rebound by T. Young,3,4
18,1,9:35.0,,B. Lopez misses 2-pt jump shot from 8 ft,3,4
19,1,9:34.0,Defensive rebound by C. Landry,,3,4
20,1,9:23.0,I. Smith misses 2-pt jump shot from 9 ft,,3,4
21,1,9:18.0,Offensive rebound by Team,,3,4
22,1,9:14.0,I. Canaan misses 3-pt jump shot from 23 ft,,3,4
23,1,9:13.0,,Defensive rebound by B. Bogdanović,3,4
24,1,9:09.0,,Shooting foul by H. Thompson (drawn by B. Bogdanović),3,4
25,1,9:09.0,,B. Bogdanović makes 2-pt layup from 2 ft,3,6
26,1,9:09.0,,B. Bogdanović makes free throw 1 of 1,3,7
27,1,9:00.0,H. Thompson makes 2-pt dunk at rim (assist by N. Noel),,5,7
28,1,8:43.0,,B. Bogdanović makes 2-pt hook shot from 4 ft,5,9
29,1,8:33.0,N. Noel misses 2-pt jump shot from 16 ft,,5,9
30,1,8:32.0,,Defensive rebound by W. Ellington,5,9
31,1,8:18.0,,Turnover by B. Bogdanović (5 sec),5,9
32,1,8:05.0,C. Landry misses 2-pt jump shot from 19 ft,,5,9
33,1,8:04.0,,Defensive rebound by W. Ellington,5,9
34,1,7:51.0,,W. Ellington makes 3-pt jump shot from 22 ft (assist by B. Bogdanović),5,12
35,1,7:51.0,Philadelphia full timeout,,5,12
36,1,7:37.0,C. Landry misses 3-pt jump shot from 24 ft,,5,12
37,1,7:36.0,,Defensive rebound by T. Young,5,12
38,1,7:22.0,,T. Young misses 2-pt hook shot from 4 ft,5,12
39,1,7:21.0,Defensive rebound by C. Landry,,5,12
40,1,7:12.0,N. Noel misses 2-pt jump shot from 18 ft,,5,12
41,1,7:10.0,,Defensive rebound by T. Young,5,12
42,1,6:54.0,,B. Lopez makes 2-pt jump shot from 4 ft (assist by W. Ellington),5,14
43,1,6:35.0,N. Noel misses 2-pt hook shot from 11 ft,,5,14
44,1,6:34.0,,Defensive rebound by T. Young,5,14
45,1,6:21.0,,B. Lopez misses 2-pt jump shot from 18 ft,5,14
46,1,6:20.0,Defensive rebound by N. Noel,,5,14
47,1,6:08.0,I. Canaan misses 3-pt jump shot from 26 ft,,5,14
48,1,6:06.0,Offensive rebound by N. Noel,,5,14
49,1,5:59.0,Personal block foul by T. Young,,5,14
50,1,5:59.0,E. Brand enters the game for C. Landry,,5,14
51,1,5:59.0,N. Stauskas enters the game for H. Thompson,,5,14
52,1,5:51.0,Turnover by I. Canaan (bad pass; steal by D. Sloan),,5,14
53,1,5:43.0,,T. Young misses 2-pt layup from 2 ft,5,14
54,1,5:42.0,Defensive rebound by I. Canaan,,5,14
55,1,5:33.0,I. Canaan misses 3-pt jump shot from 23 ft,,5,14
56,1,5:32.0,,Defensive rebound by T. Young,5,14
57,1,5:26.0,,W. Ellington misses 3-pt jump shot from 23 ft,5,14
58,1,5:25.0,,Offensive rebound by W. Ellington,5,14
59,1,5:20.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by W. Ellington),5,17
60,1,5:03.0,Turnover by N. Stauskas (bad pass; steal by W. Ellington),,5,17
61,1,4:58.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by W. Ellington),5,19
62,1,4:41.0,Shooting foul by W. Ellington (drawn by I. Canaan),,5,19
63,1,4:41.0,I. Canaan makes free throw 1 of 2,,6,19
64,1,4:41.0,K. Marshall enters the game for N. Noel,,6,19
65,1,4:41.0,I. Canaan makes free throw 2 of 2,,7,19
66,1,4:26.0,,B. Lopez misses 2-pt hook shot from 8 ft,7,19
67,1,4:25.0,Defensive rebound by N. Stauskas,,7,19
68,1,4:14.0,E. Brand misses 2-pt jump shot from 14 ft,,7,19
69,1,4:13.0,,Defensive rebound by T. Young,7,19
70,1,4:07.0,,D. Sloan misses 2-pt jump shot from 3 ft,7,19
71,1,4:06.0,Defensive rebound by Team,,7,19
72,1,4:06.0,,Loose ball foul by T. Young,7,19
73,1,3:54.0,N. Stauskas misses 3-pt jump shot from 24 ft,,7,19
74,1,3:53.0,,Defensive rebound by D. Sloan,7,19
75,1,3:40.0,,W. Ellington misses 3-pt jump shot from 24 ft,7,19
76,1,3:39.0,,Offensive rebound by T. Young,7,19
77,1,3:32.0,,T. Young makes 2-pt hook shot from 3 ft (assist by B. Lopez),7,21
78,1,3:20.0,I. Smith misses 2-pt layup from 2 ft,,7,21
79,1,3:19.0,Offensive rebound by I. Smith,,7,21
80,1,3:14.0,I. Smith makes 2-pt jump shot from 5 ft,,9,21
81,1,2:56.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by T. Young),9,24
82,1,2:49.0,I. Smith makes 2-pt jump shot from 6 ft,,11,24
