,QUARTER,TIME_REMAINING,UTAH_ACTION,CHICAGO_ACTION,UTAH_SCORE,CHICAGO_SCORE
228,3,5:34.0,R. Hood misses 3-pt jump shot from 23 ft,,53,64
229,3,5:32.0,Offensive rebound by T. Lyles,,53,64
230,3,5:32.0,T. Lyles makes 2-pt layup from 1 ft,,55,64
231,3,5:15.0,,T. Gibson makes 2-pt layup from 2 ft,55,66
232,3,5:15.0,,Shooting foul by D. Favors (drawn by T. Gibson),55,66
233,3,5:15.0,,A. Brooks enters the game for D. Rose,55,66
234,3,5:15.0,,D. McDermott enters the game for M. Dunleavy,55,66
235,3,5:15.0,,T. Gibson makes free throw 1 of 1,55,67
236,3,5:01.0,G. Hayward misses 3-pt jump shot from 25 ft,,55,67
237,3,5:00.0,Offensive rebound by S. Mack,,55,67
238,3,4:50.0,D. Favors misses 2-pt layup from 2 ft (block by T. Gibson),,55,67
239,3,4:50.0,,Defensive rebound by Team,55,67
240,3,4:26.0,,Turnover by T. Gibson (bad pass; steal by D. Favors),55,67
241,3,4:07.0,T. Lyles misses 2-pt hook shot from 4 ft,,55,67
242,3,4:06.0,,Defensive rebound by N. Mirotić,55,67
243,3,3:52.0,,J. Butler makes 2-pt jump shot from 12 ft,55,69
244,3,3:45.0,Shooting foul by A. Brooks (drawn by S. Mack),,55,69
245,3,3:45.0,S. Mack makes free throw 1 of 2,,56,69
246,3,3:45.0,C. Johnson enters the game for R. Hood,,56,69
247,3,3:45.0,,B. Portis enters the game for T. Gibson,56,69
248,3,3:45.0,,J. Holiday enters the game for J. Butler,56,69
249,3,3:45.0,S. Mack makes free throw 2 of 2,,57,69
250,3,3:32.0,,N. Mirotić makes 3-pt jump shot from 22 ft (assist by A. Brooks),57,72
251,3,3:13.0,S. Mack makes 3-pt jump shot from 24 ft (assist by D. Favors),,60,72
252,3,2:49.0,,A. Brooks misses 3-pt jump shot from 25 ft,60,72
253,3,2:48.0,Defensive rebound by D. Favors,,60,72
254,3,2:38.0,D. Favors misses 2-pt jump shot from 16 ft,,60,72
255,3,2:37.0,,Defensive rebound by N. Mirotić,60,72
256,3,2:28.0,,Turnover by A. Brooks (bad pass; steal by S. Mack),60,72
257,3,2:18.0,S. Mack misses 3-pt jump shot from 25 ft,,60,72
258,3,2:17.0,Offensive rebound by C. Johnson,,60,72
259,3,2:13.0,G. Hayward makes 2-pt layup from 1 ft,,62,72
260,3,2:12.0,,Chicago full timeout,62,72
261,3,2:12.0,R. Neto enters the game for D. Favors,,62,72
262,3,2:12.0,R. Gobert enters the game for S. Mack,,62,72
263,3,1:57.0,,A. Brooks misses 3-pt jump shot from 25 ft,62,72
264,3,1:55.0,Defensive rebound by G. Hayward,,62,72
265,3,1:40.0,G. Hayward misses 2-pt layup from 3 ft,,62,72
266,3,1:39.0,,Defensive rebound by N. Mirotić,62,72
267,3,1:33.0,,J. Holiday misses 2-pt jump shot from 4 ft (block by R. Gobert),62,72
268,3,1:33.0,,Offensive rebound by Team,62,72
269,3,1:27.0,,Personal foul by C. Johnson,62,72
270,3,1:22.0,,D. McDermott makes 2-pt layup at rim (assist by N. Mirotić),62,74
271,3,1:04.0,R. Neto makes 3-pt jump shot from 24 ft (assist by G. Hayward),,65,74
272,3,0:48.0,,N. Mirotić makes 2-pt layup from 1 ft,65,76
273,3,0:39.0,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),,67,76
274,3,0:34.0,,Personal foul by T. Lyles,67,76
275,3,0:34.0,,N. Mirotić misses free throw 1 of 2,67,76
276,3,0:34.0,,Offensive rebound by Team,67,76
277,3,0:34.0,,N. Mirotić makes free throw 2 of 2,67,77
278,3,0:26.0,T. Lyles misses 3-pt jump shot from 24 ft,,67,77
279,3,0:24.0,,Defensive rebound by B. Portis,67,77
280,3,0:02.0,,D. McDermott makes 2-pt jump shot from 16 ft (assist by A. Brooks),67,79
281,4,11:42.0,R. Hood misses 2-pt jump shot from 20 ft,,67,79
282,4,11:41.0,,Defensive rebound by D. McDermott,67,79
283,4,11:26.0,,D. McDermott misses 2-pt jump shot from 7 ft,67,79
284,4,11:25.0,Defensive rebound by Team,,67,79
285,4,11:01.0,R. Hood misses 2-pt jump shot from 8 ft,,67,79
286,4,11:00.0,,Defensive rebound by J. Holiday,67,79
287,4,10:53.0,,J. Holiday misses 3-pt jump shot from 25 ft,67,79
288,4,10:52.0,Defensive rebound by R. Neto,,67,79
289,4,10:35.0,R. Neto makes 2-pt jump shot from 6 ft,,69,79
290,4,10:13.0,,N. Mirotić misses 3-pt jump shot from 25 ft,69,79
291,4,10:12.0,Defensive rebound by R. Gobert,,69,79
292,4,10:01.0,R. Gobert misses 2-pt layup at rim,,69,79
293,4,9:58.0,,Defensive rebound by A. Brooks,69,79
294,4,9:55.0,,Shooting foul by J. Ingles (drawn by B. Portis),69,79
295,4,9:55.0,,B. Portis misses free throw 1 of 2,69,79
296,4,9:55.0,,Offensive rebound by Team,69,79
297,4,9:55.0,D. Favors enters the game for R. Gobert,,69,79
298,4,9:55.0,,B. Portis makes free throw 2 of 2,69,80
299,4,9:40.0,D. Favors misses 2-pt hook shot from 7 ft,,69,80
300,4,9:40.0,,Defensive rebound by Team,69,80
301,4,9:24.0,,Turnover by J. Holiday (lost ball; steal by R. Neto),69,80
302,4,9:19.0,R. Neto makes 2-pt layup from 2 ft (assist by T. Booker),,71,80
303,4,9:01.0,,Shooting foul by T. Booker (drawn by N. Mirotić),71,80
304,4,9:01.0,,N. Mirotić makes free throw 1 of 2,71,81
305,4,9:01.0,G. Hayward enters the game for R. Neto,,71,81
306,4,9:01.0,,J. Butler enters the game for J. Holiday,71,81
307,4,9:01.0,,N. Mirotić makes free throw 2 of 2,71,82
308,4,8:51.0,Personal foul by N. Mirotić,,71,82
309,4,8:51.0,Utah full timeout,,71,82
310,4,8:51.0,,D. Rose enters the game for A. Brooks,71,82
311,4,8:36.0,J. Ingles misses 2-pt layup from 1 ft,,71,82
312,4,8:35.0,Offensive rebound by T. Booker,,71,82
313,4,8:35.0,T. Booker makes 2-pt layup from 1 ft,,73,82
314,4,8:12.0,,N. Mirotić makes 3-pt jump shot from 23 ft (assist by D. McDermott),73,85
315,4,7:51.0,G. Hayward misses 2-pt jump shot from 18 ft,,73,85
316,4,7:50.0,,Defensive rebound by J. Butler,73,85
317,4,7:38.0,,D. Rose misses 2-pt layup from 1 ft,73,85
318,4,7:37.0,Defensive rebound by T. Booker,,73,85
319,4,7:23.0,Turnover by G. Hayward (traveling),,73,85
320,4,7:23.0,S. Mack enters the game for T. Booker,,73,85
321,4,7:07.0,,B. Portis misses 2-pt jump shot from 17 ft,73,85
322,4,7:06.0,,Offensive rebound by D. Rose,73,85
323,4,6:51.0,,J. Butler makes 2-pt jump shot from 17 ft (assist by B. Portis),73,87
324,4,6:34.0,Shooting foul by N. Mirotić (drawn by D. Favors),,73,87
325,4,6:34.0,D. Favors makes free throw 1 of 2,,74,87
326,4,6:34.0,,T. Gibson enters the game for B. Portis,74,87
327,4,6:34.0,D. Favors misses free throw 2 of 2,,74,87
328,4,6:32.0,Offensive rebound by J. Ingles,,74,87
329,4,6:18.0,J. Ingles misses 3-pt jump shot from 24 ft,,74,87
330,4,6:17.0,,Defensive rebound by D. McDermott,74,87
331,4,5:52.0,,N. Mirotić misses 2-pt jump shot from 21 ft,74,87
332,4,5:51.0,Defensive rebound by D. Favors,,74,87
333,4,5:31.0,S. Mack makes 2-pt layup from 1 ft,,76,87
334,4,5:21.0,,Personal foul by G. Hayward,76,87
335,4,5:21.0,,Chicago full timeout,76,87
336,4,5:17.0,,Offensive foul by J. Butler (drawn by G. Hayward),76,87
337,4,5:17.0,,Turnover by J. Butler (offensive foul),76,87
338,4,5:03.0,J. Ingles misses 2-pt layup from 1 ft (block by N. Mirotić),,76,87
339,4,5:01.0,Offensive rebound by J. Ingles,,76,87
340,4,4:55.0,R. Hood misses 3-pt jump shot from 24 ft,,76,87
341,4,4:54.0,,Defensive rebound by J. Butler,76,87
342,4,4:40.0,,D. McDermott misses 2-pt jump shot from 6 ft,76,87
343,4,4:38.0,Defensive rebound by G. Hayward,,76,87
344,4,4:24.0,R. Hood misses 2-pt layup from 1 ft (block by T. Gibson),,76,87
345,4,4:22.0,Offensive rebound by D. Favors,,76,87
346,4,4:18.0,D. Favors misses 2-pt layup from 1 ft,,76,87
347,4,4:17.0,Offensive rebound by R. Hood,,76,87
348,4,4:17.0,R. Hood makes 2-pt layup at rim,,78,87
349,4,3:53.0,,J. Butler misses 2-pt jump shot from 16 ft,78,87
350,4,3:52.0,Defensive rebound by J. Ingles,,78,87
351,4,3:45.0,,Offensive charge foul by D. Favors (drawn by T. Gibson),78,87
352,4,3:45.0,Turnover by D. Favors (offensive foul),,78,87
353,4,3:45.0,R. Gobert enters the game for D. Favors,,78,87
354,4,3:45.0,C. Johnson enters the game for J. Ingles,,78,87
355,4,3:45.0,,M. Dunleavy enters the game for D. McDermott,78,87
356,4,3:33.0,,D. Rose makes 2-pt jump shot from 15 ft,78,89
357,4,3:16.0,R. Hood makes 2-pt jump shot from 8 ft (assist by S. Mack),,80,89
358,4,2:56.0,,D. Rose misses 2-pt jump shot from 18 ft,80,89
359,4,2:55.0,Defensive rebound by R. Gobert,,80,89
360,4,2:44.0,G. Hayward misses 3-pt jump shot from 24 ft,,80,89
361,4,2:43.0,Offensive rebound by C. Johnson,,80,89
362,4,2:39.0,R. Hood misses 3-pt jump shot from 25 ft,,80,89
363,4,2:38.0,Offensive rebound by R. Gobert,,80,89
364,4,2:38.0,Personal foul by M. Dunleavy,,80,89
365,4,2:38.0,Utah full timeout,,80,89
366,4,2:38.0,D. Favors enters the game for R. Gobert,,80,89
367,4,2:38.0,C. Johnson misses free throw 1 of 2,,80,89
368,4,2:38.0,Offensive rebound by Team,,80,89
369,4,2:38.0,C. Johnson makes free throw 2 of 2,,81,89
370,4,2:13.0,,M. Dunleavy misses 3-pt jump shot from 24 ft,81,89
371,4,2:12.0,Defensive rebound by R. Hood,,81,89
372,4,2:01.0,S. Mack misses 2-pt jump shot from 8 ft,,81,89
373,4,2:00.0,Offensive rebound by D. Favors,,81,89
374,4,2:00.0,D. Favors makes 2-pt layup at rim,,83,89
375,4,1:44.0,,T. Gibson makes 2-pt jump shot from 15 ft (assist by J. Butler),83,91
376,4,1:32.0,C. Johnson misses 2-pt layup from 2 ft (block by N. Mirotić),,83,91
377,4,1:31.0,,Defensive rebound by J. Butler,83,91
378,4,1:31.0,,Personal foul by D. Favors,83,91
379,4,1:11.0,,J. Butler misses 2-pt jump shot from 17 ft,83,91
380,4,1:10.0,Defensive rebound by G. Hayward,,83,91
381,4,1:04.0,G. Hayward makes 2-pt jump shot from 7 ft,,85,91
382,4,0:45.0,,Turnover by D. Rose (bad pass),85,91
383,4,0:35.0,C. Johnson misses 3-pt jump shot from 24 ft,,85,91
384,4,0:33.0,,Defensive rebound by T. Gibson,85,91
385,4,0:18.0,,Personal take foul by C. Johnson,85,91
386,4,0:18.0,,J. Butler misses free throw 1 of 2,85,91
387,4,0:18.0,,Offensive rebound by Team,85,91
388,4,0:18.0,,J. Butler makes free throw 2 of 2,85,92
389,4,0:18.0,Utah full timeout,,85,92
390,4,0:18.0,J. Ingles enters the game for C. Johnson,,85,92
391,4,0:11.0,R. Hood misses 3-pt jump shot from 24 ft,,85,92
392,4,0:10.0,,Defensive rebound by T. Gibson,85,92
