,QUARTER,TIME_REMAINING,DETROIT_ACTION,UTAH_ACTION,DETROIT_SCORE,UTAH_SCORE
106,2,11:45.0,,Turnover by D. Favors (traveling),22,13
107,2,11:26.0,M. Morris misses 2-pt jump shot from 15 ft,,22,13
108,2,11:25.0,,Defensive rebound by D. Favors,22,13
109,2,11:17.0,,R. Hood misses 2-pt layup from 2 ft,22,13
110,2,11:16.0,Defensive rebound by S. Johnson,,22,13
111,2,11:11.0,M. Morris misses 2-pt layup from 2 ft (block by J. Withey),,22,13
112,2,11:09.0,Offensive rebound by A. Tolliver,,22,13
113,2,11:06.0,A. Tolliver misses 2-pt jump shot from 5 ft,,22,13
114,2,11:06.0,Offensive rebound by M. Morris,,22,13
115,2,11:05.0,M. Morris misses 2-pt layup from 1 ft,,22,13
116,2,11:04.0,,Defensive rebound by D. Favors,22,13
117,2,11:00.0,,Shooting foul by B. Jennings (drawn by D. Favors),22,13
118,2,11:00.0,,D. Favors misses free throw 1 of 2,22,13
119,2,11:00.0,,Offensive rebound by Team,22,13
120,2,11:00.0,,D. Favors makes free throw 2 of 2,22,14
121,2,10:45.0,S. Johnson makes 3-pt jump shot from 24 ft (assist by A. Baynes),,25,14
122,2,10:24.0,,D. Favors makes 2-pt dunk at rim (assist by T. Burke),25,16
123,2,9:58.0,A. Tolliver makes 3-pt jump shot from 22 ft (assist by B. Jennings),,28,16
124,2,9:29.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by T. Burke),28,19
125,2,9:16.0,B. Jennings misses 2-pt jump shot from 19 ft,,28,19
126,2,9:15.0,,Defensive rebound by J. Withey,28,19
127,2,9:07.0,,J. Ingles misses 3-pt jump shot from 24 ft,28,19
128,2,9:06.0,Defensive rebound by A. Baynes,,28,19
129,2,8:57.0,A. Tolliver misses 2-pt layup from 2 ft (block by J. Withey),,28,19
130,2,8:57.0,Offensive rebound by Team,,28,19
131,2,8:57.0,Detroit full timeout,,28,19
132,2,8:57.0,,T. Lyles enters the game for D. Favors,28,19
133,2,8:54.0,Shooting foul by J. Withey (drawn by A. Baynes),,28,19
134,2,8:54.0,A. Baynes misses free throw 1 of 2,,28,19
135,2,8:54.0,Offensive rebound by Team,,28,19
136,2,8:54.0,A. Baynes makes free throw 2 of 2,,29,19
137,2,8:47.0,,Personal foul by S. Johnson (drawn by R. Hood),29,19
138,2,8:41.0,,T. Burke misses 2-pt jump shot from 17 ft,29,19
139,2,8:41.0,Defensive rebound by Team,,29,19
140,2,8:28.0,A. Baynes makes 2-pt dunk at rim (assist by S. Johnson),,31,19
141,2,8:07.0,,J. Withey makes 2-pt layup from 3 ft,31,21
142,2,7:51.0,A. Baynes misses 2-pt hook shot from 3 ft,,31,21
143,2,7:51.0,,Defensive rebound by R. Hood,31,21
144,2,7:42.0,,T. Lyles misses 2-pt layup from 1 ft,31,21
145,2,7:41.0,Defensive rebound by A. Tolliver,,31,21
146,2,7:38.0,Personal foul by J. Ingles (drawn by B. Jennings),,31,21
147,2,7:38.0,,C. Johnson enters the game for T. Burke,31,21
148,2,7:38.0,,G. Hayward enters the game for R. Hood,31,21
149,2,7:29.0,B. Jennings misses 2-pt layup from 1 ft,,31,21
150,2,7:29.0,,Defensive rebound by G. Hayward,31,21
151,2,7:15.0,,J. Ingles makes 2-pt layup from 2 ft,31,23
152,2,7:03.0,Personal foul by J. Ingles (drawn by M. Morris),,31,23
153,2,7:03.0,,R. Gobert enters the game for J. Withey,31,23
154,2,6:56.0,A. Baynes misses 2-pt hook shot from 5 ft,,31,23
155,2,6:55.0,,Defensive rebound by J. Ingles,31,23
156,2,6:46.0,,Shooting foul by B. Jennings (drawn by G. Hayward),31,23
157,2,6:46.0,,G. Hayward makes free throw 1 of 2,31,24
158,2,6:46.0,R. Jackson enters the game for B. Jennings,,31,24
159,2,6:46.0,A. Drummond enters the game for A. Baynes,,31,24
160,2,6:46.0,,G. Hayward makes free throw 2 of 2,31,25
161,2,6:33.0,S. Johnson makes 2-pt jump shot from 18 ft,,33,25
162,2,6:16.0,,G. Hayward makes 2-pt jump shot from 16 ft,33,27
163,2,6:09.0,Detroit full timeout,,33,27
164,2,6:00.0,M. Morris misses 2-pt jump shot from 11 ft,,33,27
165,2,6:00.0,,Defensive rebound by R. Gobert,33,27
166,2,5:46.0,,Personal foul by M. Morris (drawn by G. Hayward),33,27
167,2,5:32.0,,T. Lyles misses 2-pt jump shot from 6 ft,33,27
168,2,5:32.0,Defensive rebound by A. Drummond,,33,27
169,2,5:25.0,A. Drummond misses 2-pt layup from 2 ft (block by G. Hayward),,33,27
170,2,5:25.0,,Defensive rebound by Team,33,27
171,2,5:20.0,,Shooting foul by A. Drummond (drawn by G. Hayward),33,27
172,2,5:20.0,,G. Hayward makes free throw 1 of 2,33,28
173,2,5:20.0,,T. Booker enters the game for T. Lyles,33,28
174,2,5:20.0,K. Caldwell-Pope enters the game for M. Morris,,33,28
175,2,5:20.0,,G. Hayward makes free throw 2 of 2,33,29
176,2,5:03.0,R. Jackson makes 2-pt jump shot from 6 ft,,35,29
177,2,4:54.0,,Offensive foul by T. Booker (drawn by S. Johnson),35,29
178,2,4:54.0,,Turnover by T. Booker (offensive foul),35,29
179,2,4:44.0,Personal foul by T. Booker (drawn by R. Jackson),,35,29
180,2,4:31.0,A. Tolliver misses 2-pt jump shot from 20 ft,,35,29
181,2,4:30.0,,Defensive rebound by C. Johnson,35,29
182,2,4:19.0,,G. Hayward misses 3-pt jump shot from 24 ft,35,29
183,2,4:18.0,Defensive rebound by A. Tolliver,,35,29
184,2,4:09.0,R. Jackson makes 3-pt jump shot from 25 ft (assist by S. Johnson),,38,29
185,2,3:56.0,,T. Booker misses 2-pt layup from 1 ft,38,29
186,2,3:55.0,Defensive rebound by A. Tolliver,,38,29
187,2,3:48.0,R. Jackson misses 3-pt jump shot from 24 ft,,38,29
188,2,3:48.0,,Defensive rebound by R. Gobert,38,29
189,2,3:34.0,,G. Hayward makes 2-pt layup from 1 ft,38,31
190,2,3:34.0,,Shooting foul by A. Drummond (drawn by G. Hayward),38,31
191,2,3:34.0,E. İlyasova enters the game for A. Tolliver,,38,31
192,2,3:34.0,,R. Hood enters the game for J. Ingles,38,31
193,2,3:34.0,A. Baynes enters the game for A. Drummond,,38,31
194,2,3:34.0,,T. Burke enters the game for C. Johnson,38,31
195,2,3:34.0,,G. Hayward makes free throw 1 of 1,38,32
196,2,3:15.0,A. Baynes misses 2-pt hook shot from 3 ft,,38,32
197,2,3:14.0,,Defensive rebound by T. Booker,38,32
198,2,3:10.0,Offensive charge foul by G. Hayward (drawn by E. İlyasova),,38,32
199,2,3:10.0,,Turnover by G. Hayward (offensive foul),38,32
200,2,2:56.0,A. Baynes makes 2-pt jump shot from 14 ft (assist by R. Jackson),,40,32
201,2,2:49.0,,Utah full timeout,40,32
202,2,2:31.0,,G. Hayward misses 3-pt jump shot from 22 ft,40,32
203,2,2:30.0,Defensive rebound by E. İlyasova,,40,32
204,2,2:18.0,E. İlyasova misses 2-pt jump shot from 16 ft,,40,32
205,2,2:17.0,Offensive rebound by A. Baynes,,40,32
206,2,2:14.0,Shooting foul by T. Booker (drawn by E. İlyasova),,40,32
207,2,2:14.0,E. İlyasova makes free throw 1 of 2,,41,32
208,2,2:14.0,,T. Lyles enters the game for T. Booker,41,32
209,2,2:14.0,E. İlyasova makes free throw 2 of 2,,42,32
210,2,1:58.0,,T. Lyles misses 3-pt jump shot from 23 ft,42,32
211,2,1:57.0,Defensive rebound by S. Johnson,,42,32
212,2,1:54.0,Shooting block foul by R. Hood (drawn by S. Johnson),,42,32
213,2,1:54.0,S. Johnson misses free throw 1 of 2,,42,32
214,2,1:54.0,Offensive rebound by Team,,42,32
215,2,1:54.0,S. Johnson misses free throw 2 of 2,,42,32
216,2,1:53.0,,Defensive rebound by R. Gobert,42,32
217,2,1:38.0,,G. Hayward makes 2-pt layup from 3 ft,42,34
218,2,1:25.0,Shooting foul by G. Hayward (drawn by K. Caldwell-Pope),,42,34
219,2,1:25.0,K. Caldwell-Pope makes free throw 1 of 2,,43,34
220,2,1:25.0,K. Caldwell-Pope makes free throw 2 of 2,,44,34
221,2,1:11.0,,G. Hayward misses 2-pt layup from 2 ft (block by A. Baynes),44,34
222,2,1:10.0,Defensive rebound by R. Jackson,,44,34
223,2,1:07.0,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by R. Jackson),,46,34
224,2,0:42.0,,Turnover by G. Hayward (lost ball; steal by K. Caldwell-Pope),46,34
225,2,0:29.0,Shooting foul by R. Gobert (drawn by A. Baynes),,46,34
226,2,0:29.0,,Technical foul by R. Gobert,46,34
227,2,0:29.0,R. Jackson misses technical free throw,,46,34
228,2,0:29.0,Offensive rebound by Team,,46,34
229,2,0:29.0,A. Baynes makes free throw 1 of 2,,47,34
230,2,0:29.0,A. Baynes makes free throw 2 of 2,,48,34
231,2,0:08.0,,T. Burke misses 3-pt jump shot from 23 ft,48,34
232,2,0:07.0,,Offensive rebound by R. Hood,48,34
233,2,0:07.0,,R. Hood makes 2-pt layup from 3 ft,48,36
234,2,0:02.0,S. Johnson misses 3-pt jump shot from 24 ft,,48,36
235,2,0:01.0,,Defensive rebound by T. Lyles,48,36
236,3,11:43.0,,R. Hood misses 2-pt jump shot from 8 ft,48,36
237,3,11:43.0,,Offensive rebound by Team,48,36
238,3,11:43.0,Loose ball foul by E. İlyasova (drawn by T. Lyles),,48,36
239,3,11:28.0,,T. Lyles misses 3-pt jump shot from 23 ft,48,36
240,3,11:28.0,Defensive rebound by K. Caldwell-Pope,,48,36
241,3,11:05.0,R. Jackson makes 2-pt jump shot from 12 ft,,50,36
242,3,10:43.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by T. Burke),50,39
243,3,10:25.0,A. Drummond makes 2-pt hook shot from 2 ft (assist by M. Morris),,52,39
244,3,10:06.0,,T. Burke misses 2-pt layup from 1 ft,52,39
245,3,10:05.0,,Offensive rebound by R. Gobert,52,39
246,3,10:05.0,,R. Gobert misses 2-pt layup from 1 ft,52,39
247,3,10:03.0,,Offensive rebound by R. Gobert,52,39
248,3,9:54.0,,Personal foul by K. Caldwell-Pope (drawn by R. Gobert),52,39
249,3,9:45.0,,Shooting foul by E. İlyasova (drawn by R. Gobert),52,39
250,3,9:45.0,,R. Gobert makes free throw 1 of 2,52,40
251,3,9:45.0,,J. Ingles enters the game for T. Burke,52,40
252,3,9:45.0,,R. Gobert makes free throw 2 of 2,52,41
253,3,9:30.0,K. Caldwell-Pope misses 2-pt jump shot from 3 ft,,52,41
254,3,9:29.0,,Defensive rebound by R. Gobert,52,41
255,3,9:21.0,,R. Hood misses 3-pt jump shot from 24 ft,52,41
256,3,9:20.0,Defensive rebound by E. İlyasova,,52,41
257,3,9:10.0,A. Drummond misses 2-pt hook shot from 3 ft,,52,41
258,3,9:09.0,,Defensive rebound by J. Ingles,52,41
259,3,9:02.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by R. Hood),52,44
260,3,9:02.0,Detroit full timeout,,52,44
261,3,8:50.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,52,44
262,3,8:49.0,,Defensive rebound by J. Ingles,52,44
263,3,8:34.0,,G. Hayward misses 3-pt jump shot from 24 ft,52,44
264,3,8:33.0,Defensive rebound by E. İlyasova,,52,44
265,3,8:33.0,,Loose ball foul by R. Gobert (drawn by E. İlyasova),52,44
266,3,8:18.0,R. Jackson makes 2-pt layup from 1 ft,,54,44
267,3,7:56.0,,Turnover by T. Lyles (lost ball; steal by A. Drummond),54,44
268,3,7:52.0,Turnover by R. Jackson (lost ball),,54,44
269,3,7:52.0,,D. Favors enters the game for T. Lyles,54,44
270,3,7:46.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by G. Hayward),54,46
271,3,7:29.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,54,46
272,3,7:28.0,,Defensive rebound by J. Ingles,54,46
273,3,7:17.0,,R. Gobert makes 2-pt jump shot from 8 ft (assist by J. Ingles),54,48
274,3,6:57.0,Shooting foul by J. Ingles (drawn by K. Caldwell-Pope),,54,48
275,3,6:57.0,K. Caldwell-Pope makes free throw 1 of 2,,55,48
276,3,6:57.0,K. Caldwell-Pope makes free throw 2 of 2,,56,48
277,3,6:44.0,,G. Hayward misses 2-pt layup from 2 ft,56,48
278,3,6:43.0,Defensive rebound by E. İlyasova,,56,48
279,3,6:29.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by M. Morris),,59,48
280,3,6:11.0,,Offensive foul by D. Favors (drawn by E. İlyasova),59,48
281,3,6:11.0,,Turnover by D. Favors (offensive foul),59,48
282,3,6:11.0,,T. Burke enters the game for R. Hood,59,48
283,3,5:50.0,R. Jackson makes 2-pt jump shot from 14 ft,,61,48
284,3,5:35.0,,D. Favors misses 2-pt jump shot from 17 ft,61,48
285,3,5:33.0,Defensive rebound by A. Drummond,,61,48
286,3,5:23.0,E. İlyasova misses 3-pt jump shot from 26 ft,,61,48
287,3,5:23.0,,Defensive rebound by Team,61,48
288,3,5:23.0,Loose ball foul by A. Drummond (drawn by R. Gobert),,61,48
289,3,5:23.0,Violation by Team (delay of game),,61,48
290,3,5:09.0,,T. Burke misses 2-pt jump shot from 12 ft,61,48
291,3,5:09.0,,Offensive rebound by D. Favors,61,48
292,3,5:01.0,,D. Favors makes 2-pt dunk at rim (assist by J. Ingles),61,50
293,3,4:44.0,R. Jackson makes 2-pt hook shot from 5 ft,,63,50
294,3,4:31.0,,Turnover by J. Ingles (bad pass; steal by M. Morris),63,50
295,3,4:25.0,M. Morris misses 3-pt jump shot from 24 ft,,63,50
296,3,4:23.0,,Defensive rebound by Team,63,50
297,3,4:08.0,,D. Favors makes 2-pt layup from 2 ft (assist by T. Burke),63,52
298,3,4:08.0,,Shooting foul by E. İlyasova (drawn by D. Favors),63,52
299,3,4:08.0,,T. Booker enters the game for R. Gobert,63,52
300,3,4:08.0,A. Tolliver enters the game for E. İlyasova,,63,52
301,3,4:08.0,,D. Favors makes free throw 1 of 1,63,53
302,3,4:00.0,R. Jackson makes 2-pt layup from 2 ft,,65,53
303,3,4:00.0,Shooting foul by T. Burke (drawn by R. Jackson),,65,53
304,3,4:00.0,S. Johnson enters the game for M. Morris,,65,53
305,3,4:00.0,R. Jackson misses free throw 1 of 1,,65,53
306,3,3:59.0,,Defensive rebound by D. Favors,65,53
307,3,3:45.0,,D. Favors makes 2-pt jump shot from 15 ft (assist by T. Burke),65,55
308,3,3:25.0,A. Drummond misses 2-pt hook shot from 9 ft,,65,55
309,3,3:24.0,,Defensive rebound by G. Hayward,65,55
310,3,3:02.0,,G. Hayward misses 3-pt jump shot from 23 ft,65,55
311,3,3:02.0,Defensive rebound by A. Drummond,,65,55
312,3,2:40.0,Turnover by K. Caldwell-Pope (bad pass; steal by J. Ingles),,65,55
313,3,2:37.0,,Shooting foul by S. Johnson (drawn by G. Hayward),65,55
314,3,2:37.0,,Utah full timeout,65,55
315,3,2:37.0,,C. Johnson enters the game for J. Ingles,65,55
316,3,2:37.0,B. Jennings enters the game for R. Jackson,,65,55
317,3,2:37.0,,G. Hayward makes free throw 1 of 2,65,56
318,3,2:37.0,,G. Hayward makes free throw 2 of 2,65,57
319,3,2:20.0,A. Drummond makes 2-pt layup from 2 ft (assist by B. Jennings),,67,57
320,3,2:02.0,,D. Favors misses 2-pt jump shot from 14 ft,67,57
321,3,2:01.0,,Offensive rebound by T. Booker,67,57
322,3,1:59.0,,T. Booker makes 2-pt layup at rim,67,59
323,3,1:47.0,Turnover by A. Tolliver (dbl dribble),,67,59
324,3,1:47.0,,R. Gobert enters the game for D. Favors,67,59
325,3,1:36.0,,G. Hayward misses 3-pt jump shot from 23 ft,67,59
326,3,1:35.0,Defensive rebound by Team,,67,59
327,3,1:20.0,Turnover by K. Caldwell-Pope (bad pass),,67,59
328,3,1:08.0,,T. Burke misses 2-pt jump shot from 18 ft,67,59
329,3,1:08.0,Defensive rebound by B. Jennings,,67,59
330,3,1:02.0,Flagrant foul type 1 by C. Johnson (drawn by A. Drummond),,67,59
331,3,1:02.0,A. Drummond misses flagrant free throw 1 of 2,,67,59
332,3,1:02.0,Offensive rebound by Team,,67,59
333,3,1:02.0,,R. Hood enters the game for G. Hayward,67,59
334,3,1:02.0,A. Drummond misses flagrant free throw 2 of 2,,67,59
335,3,1:02.0,Offensive rebound by Team,,67,59
336,3,0:59.0,Personal foul by C. Johnson (drawn by A. Drummond),,67,59
337,3,0:59.0,A. Drummond misses free throw 1 of 2,,67,59
338,3,0:59.0,Offensive rebound by Team,,67,59
339,3,0:59.0,A. Drummond misses free throw 2 of 2,,67,59
340,3,0:59.0,Offensive rebound by A. Tolliver,,67,59
341,3,0:55.0,Personal take foul by C. Johnson (drawn by A. Drummond),,67,59
342,3,0:55.0,A. Drummond makes free throw 1 of 2,,68,59
343,3,0:55.0,A. Drummond misses free throw 2 of 2,,68,59
344,3,0:55.0,,Defensive rebound by R. Gobert,68,59
345,3,0:33.0,,T. Burke misses 3-pt jump shot from 24 ft,68,59
346,3,0:33.0,Defensive rebound by K. Caldwell-Pope,,68,59
347,3,0:28.0,Personal foul by T. Burke (drawn by B. Jennings),,68,59
348,3,0:28.0,B. Jennings misses free throw 1 of 2,,68,59
349,3,0:28.0,Offensive rebound by Team,,68,59
350,3,0:28.0,A. Baynes enters the game for A. Drummond,,68,59
351,3,0:28.0,B. Jennings makes free throw 2 of 2,,69,59
352,3,0:03.0,,C. Johnson misses 3-pt jump shot from 24 ft,69,59
353,3,0:01.0,Defensive rebound by A. Tolliver,,69,59
354,4,11:48.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by B. Jennings),,72,59
355,4,11:28.0,,R. Hood makes 3-pt jump shot from 23 ft (assist by J. Ingles),72,62
356,4,11:03.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by A. Baynes),,75,62
357,4,10:48.0,,Personal foul by S. Johnson (drawn by R. Hood),75,62
358,4,10:48.0,,D. Favors enters the game for T. Booker,75,62
359,4,10:48.0,,J. Withey enters the game for R. Gobert,75,62
360,4,10:39.0,,R. Hood makes 3-pt jump shot from 24 ft,75,65
361,4,10:25.0,Shooting foul by D. Favors (drawn by A. Baynes),,75,65
362,4,10:25.0,A. Baynes makes free throw 1 of 2,,76,65
363,4,10:25.0,A. Baynes misses free throw 2 of 2,,76,65
364,4,10:25.0,,Defensive rebound by J. Withey,76,65
365,4,10:07.0,,R. Hood makes 2-pt jump shot from 18 ft,76,67
366,4,9:49.0,Def 3 sec tech foul by D. Favors,,76,67
367,4,9:49.0,B. Jennings misses technical free throw,,76,67
368,4,9:49.0,Offensive rebound by Team,,76,67
369,4,9:36.0,M. Morris misses 3-pt jump shot from 24 ft,,76,67
370,4,9:33.0,,Defensive rebound by J. Ingles,76,67
371,4,9:15.0,,R. Hood makes 3-pt jump shot from 24 ft,76,70
372,4,8:56.0,B. Jennings misses 2-pt jump shot from 3 ft,,76,70
373,4,8:56.0,,Defensive rebound by J. Ingles,76,70
374,4,8:49.0,,J. Ingles misses 3-pt jump shot from 24 ft,76,70
375,4,8:48.0,Defensive rebound by A. Baynes,,76,70
376,4,8:34.0,S. Johnson makes 3-pt jump shot from 24 ft (assist by B. Jennings),,79,70
377,4,8:27.0,,Personal foul by S. Johnson (drawn by R. Hood),79,70
378,4,8:27.0,,Utah full timeout,79,70
379,4,8:27.0,K. Caldwell-Pope enters the game for S. Johnson,,79,70
380,4,8:27.0,,G. Hayward enters the game for J. Ingles,79,70
381,4,8:12.0,,R. Hood misses 3-pt jump shot from 23 ft,79,70
382,4,8:11.0,Defensive rebound by A. Baynes,,79,70
383,4,7:52.0,K. Caldwell-Pope makes 2-pt layup from 2 ft,,81,70
384,4,7:33.0,,G. Hayward makes 2-pt jump shot from 11 ft,81,72
385,4,7:15.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),,84,72
386,4,6:57.0,,G. Hayward makes 2-pt jump shot from 14 ft,84,74
387,4,6:37.0,B. Jennings misses 3-pt jump shot from 24 ft,,84,74
388,4,6:36.0,,Defensive rebound by C. Johnson,84,74
