,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,CHICAGO_ACTION,CHARLOTTE_SCORE,CHICAGO_SCORE
0,1,11:55.0,,D. Rose misses 2-pt layup from 3 ft (block by K. Walker),0,0
1,1,11:54.0,Defensive rebound by K. Walker,,0,0
2,1,11:41.0,M. Williams makes 2-pt jump shot from 22 ft (assist by K. Walker),,2,0
3,1,11:18.0,,Turnover by P. Gasol (bad pass; steal by P. Hairston),2,0
4,1,11:03.0,M. Williams misses 3-pt jump shot from 24 ft,,2,0
5,1,11:02.0,,Defensive rebound by Team,2,0
6,1,10:41.0,,N. Mirotić misses 2-pt layup from 2 ft,2,0
7,1,10:40.0,Defensive rebound by M. Williams,,2,0
8,1,10:23.0,C. Zeller makes 2-pt jump shot from 14 ft (assist by M. Williams),,4,0
9,1,10:03.0,,D. Rose makes 3-pt jump shot from 23 ft (assist by J. Butler),4,3
10,1,9:46.0,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),,7,3
11,1,9:31.0,,D. Rose misses 3-pt jump shot from 24 ft,7,3
12,1,9:30.0,Defensive rebound by N. Batum,,7,3
13,1,9:20.0,M. Williams makes 2-pt layup from 2 ft,,9,3
14,1,9:12.0,,J. Butler misses 2-pt jump shot from 15 ft,9,3
15,1,9:11.0,Defensive rebound by C. Zeller,,9,3
16,1,9:01.0,Shooting foul by N. Mirotić (drawn by C. Zeller),,9,3
17,1,9:01.0,C. Zeller misses free throw 2 of 2,,9,3
18,1,9:00.0,,Defensive rebound by P. Gasol,9,3
19,1,9:01.0,C. Zeller makes free throw 1 of 2,,10,3
20,1,8:43.0,,J. Butler misses 3-pt jump shot from 24 ft,10,3
21,1,8:42.0,Defensive rebound by M. Williams,,10,3
22,1,8:34.0,N. Batum makes 2-pt layup from 1 ft,,12,3
23,1,8:30.0,,Chicago full timeout,12,3
24,1,8:08.0,,N. Mirotić makes 2-pt jump shot from 15 ft,12,5
25,1,7:49.0,N. Batum misses 2-pt jump shot from 16 ft,,12,5
26,1,7:48.0,,Defensive rebound by D. Rose,12,5
27,1,7:45.0,,J. Butler misses 2-pt layup from 2 ft (block by N. Batum),12,5
28,1,7:45.0,,Offensive rebound by Team,12,5
29,1,7:36.0,,J. Butler misses 2-pt jump shot from 12 ft,12,5
30,1,7:34.0,Defensive rebound by N. Batum,,12,5
31,1,7:24.0,C. Zeller misses 3-pt jump shot from 24 ft,,12,5
32,1,7:23.0,,Defensive rebound by P. Gasol,12,5
33,1,7:17.0,,D. Rose misses 2-pt layup from 2 ft (block by C. Zeller),12,5
34,1,7:15.0,,Offensive rebound by P. Gasol,12,5
35,1,7:15.0,,P. Gasol makes 2-pt dunk at rim,12,7
36,1,6:50.0,M. Williams makes 3-pt jump shot from 26 ft (assist by K. Walker),,15,7
37,1,6:25.0,,D. Rose makes 2-pt layup from 2 ft (assist by T. Snell),15,9
