,QUARTER,TIME_REMAINING,NEW YORK_ACTION,TORONTO_ACTION,NEW YORK_SCORE,TORONTO_SCORE
0,1,12:00.0,Violation by Team (jump ball),,0,0
1,1,11:41.0,,J. Johnson misses 2-pt jump shot from 2 ft,0,0
2,1,11:41.0,Defensive rebound by A. Afflalo,,0,0
3,1,11:26.0,K. O'Quinn misses 2-pt jump shot from 17 ft,,0,0
4,1,11:26.0,,Defensive rebound by J. Valančiūnas,0,0
5,1,11:19.0,,L. Scola makes 2-pt layup from 1 ft (assist by D. DeRozan),0,2
6,1,10:54.0,K. O'Quinn misses 2-pt jump shot from 20 ft,,0,2
7,1,10:49.0,Offensive rebound by R. Lopez,,0,2
8,1,10:46.0,R. Lopez makes 2-pt layup from 2 ft,,2,2
9,1,10:34.0,,D. DeRozan misses 3-pt jump shot from 23 ft,2,2
10,1,10:33.0,Defensive rebound by Team,,2,2
11,1,10:10.0,K. O'Quinn misses 2-pt jump shot from 13 ft,,2,2
12,1,10:10.0,Offensive rebound by R. Lopez,,2,2
13,1,10:07.0,R. Lopez makes 2-pt layup at rim,,4,2
14,1,9:48.0,,J. Valančiūnas makes 2-pt jump shot from 14 ft (assist by J. Johnson),4,4
15,1,9:30.0,L. Galloway makes 2-pt layup from 1 ft,,6,4
16,1,9:23.0,,J. Valančiūnas misses 2-pt jump shot from 21 ft,6,4
17,1,9:22.0,Defensive rebound by L. Galloway,,6,4
18,1,9:14.0,K. O'Quinn makes 2-pt jump shot from 15 ft (assist by L. Galloway),,8,4
19,1,8:51.0,,L. Scola makes 2-pt hook shot from 4 ft,8,6
20,1,8:36.0,L. Thomas misses 2-pt jump shot from 14 ft,,8,6
21,1,8:36.0,,Defensive rebound by L. Scola,8,6
22,1,8:24.0,,L. Scola makes 3-pt jump shot from 25 ft,8,9
23,1,8:05.0,Turnover by L. Thomas (lost ball; steal by L. Scola),,8,9
24,1,7:56.0,,L. Scola misses 3-pt jump shot from 25 ft,8,9
25,1,7:55.0,Defensive rebound by R. Lopez,,8,9
26,1,7:43.0,A. Afflalo makes 2-pt jump shot from 15 ft (assist by K. O'Quinn),,10,9
27,1,7:24.0,,D. DeRozan misses 2-pt jump shot from 6 ft,10,9
28,1,7:23.0,Defensive rebound by R. Lopez,,10,9
29,1,7:17.0,L. Galloway makes 2-pt layup from 3 ft,,12,9
30,1,6:59.0,,K. Lowry misses 2-pt jump shot from 19 ft,12,9
31,1,6:59.0,Defensive rebound by L. Galloway,,12,9
