,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,UTAH_ACTION,MEMPHIS_SCORE,UTAH_SCORE
68,1,2:27.0,,Defensive rebound by T. Pleiß,17,20
69,1,2:10.0,,T. Pleiß makes 2-pt jump shot from 20 ft (assist by C. Johnson),17,22
70,1,1:51.0,M. Chalmers makes 3-pt jump shot from 24 ft (assist by Z. Randolph),,20,22
71,1,1:28.0,,G. Hayward misses 2-pt jump shot from 14 ft,20,22
72,1,1:28.0,Defensive rebound by M. Gasol,,20,22
73,1,1:16.0,Z. Randolph misses 2-pt jump shot from 17 ft,,20,22
74,1,1:16.0,,Defensive rebound by G. Hayward,20,22
75,1,1:11.0,,Personal foul by M. Chalmers (drawn by G. Hayward),20,22
76,1,1:11.0,R. Hollins enters the game for M. Gasol,,20,22
77,1,1:11.0,V. Carter enters the game for J. Green,,20,22
78,1,1:02.0,,T. Burke misses 2-pt jump shot from 19 ft,20,22
79,1,1:01.0,,Offensive rebound by T. Pleiß,20,22
80,1,0:56.0,,C. Johnson makes 3-pt jump shot from 24 ft (assist by T. Pleiß),20,25
81,1,0:40.0,M. Chalmers makes 3-pt jump shot from 24 ft (assist by V. Carter),,23,25
82,1,0:24.0,,T. Burke makes 2-pt layup from 2 ft,23,27
83,1,0:24.0,,Shooting foul by M. Chalmers (drawn by T. Burke),23,27
84,1,0:24.0,,T. Burke makes free throw 1 of 1,23,28
85,1,0:02.0,M. Chalmers makes 2-pt jump shot from 22 ft,,25,28
86,2,11:50.0,Personal foul by T. Pleiß (drawn by M. Chalmers),,25,28
87,2,11:37.0,Z. Randolph misses 2-pt jump shot from 11 ft,,25,28
88,2,11:36.0,Offensive rebound by R. Hollins,,25,28
89,2,11:36.0,Turnover by Team (shot clock),,25,28
90,2,11:19.0,,J. Ingles misses 3-pt jump shot from 23 ft,25,28
91,2,11:19.0,,Offensive rebound by T. Booker,25,28
92,2,11:12.0,,T. Pleiß makes 2-pt layup from 1 ft (assist by T. Burke),25,30
93,2,11:00.0,Turnover by M. Chalmers (bad pass; steal by T. Burke),,25,30
94,2,10:56.0,,Shooting foul by V. Carter (drawn by T. Burke),25,30
95,2,10:56.0,,T. Burke misses free throw 1 of 2,25,30
96,2,10:56.0,,Offensive rebound by Team,25,30
97,2,10:56.0,J. Green enters the game for Z. Randolph,,25,30
98,2,10:56.0,,T. Burke makes free throw 2 of 2,25,31
99,2,10:45.0,Turnover by M. Chalmers (lost ball),,25,31
100,2,10:45.0,Memphis full timeout,,25,31
101,2,10:27.0,Violation by V. Carter (kicked ball),,25,31
102,2,10:21.0,,T. Burke misses 2-pt jump shot from 17 ft,25,31
103,2,10:21.0,Defensive rebound by V. Carter,,25,31
104,2,10:06.0,C. Lee misses 2-pt jump shot from 16 ft,,25,31
105,2,10:03.0,Offensive rebound by Team,,25,31
106,2,10:03.0,Personal foul by T. Pleiß (drawn by R. Hollins),,25,31
107,2,10:03.0,,J. Withey enters the game for T. Pleiß,25,31
108,2,9:55.0,V. Carter misses 3-pt jump shot from 24 ft,,25,31
109,2,9:55.0,,Defensive rebound by J. Withey,25,31
110,2,9:32.0,,T. Booker misses 2-pt jump shot from 3 ft,25,31
111,2,9:30.0,,Offensive rebound by J. Withey,25,31
112,2,9:30.0,,J. Withey makes 2-pt hook shot from 2 ft,25,33
113,2,9:09.0,R. Hollins misses 2-pt hook shot from 5 ft,,25,33
114,2,9:09.0,,Defensive rebound by R. Hood,25,33
115,2,9:01.0,,Shooting foul by J. Green (drawn by J. Withey),25,33
116,2,9:01.0,,J. Withey makes free throw 1 of 2,25,34
117,2,9:01.0,M. Gasol enters the game for R. Hollins,,25,34
118,2,9:01.0,T. Allen enters the game for C. Lee,,25,34
119,2,9:01.0,M. Conley enters the game for M. Chalmers,,25,34
120,2,9:01.0,,J. Withey makes free throw 2 of 2,25,35
121,2,8:44.0,T. Allen makes 2-pt layup from 2 ft,,27,35
122,2,8:44.0,Violation by Team (delay of game),,27,35
123,2,8:33.0,,T. Burke misses 2-pt jump shot from 21 ft,27,35
124,2,8:32.0,Defensive rebound by T. Allen,,27,35
125,2,8:16.0,T. Allen misses 2-pt jump shot from 5 ft (block by J. Withey),,27,35
126,2,8:15.0,,Defensive rebound by T. Burke,27,35
127,2,8:10.0,,T. Burke misses 2-pt layup from 2 ft,27,35
128,2,8:10.0,Defensive rebound by T. Allen,,27,35
129,2,8:07.0,Personal foul by J. Ingles (drawn by T. Allen),,27,35
130,2,8:07.0,,T. Lyles enters the game for T. Booker,27,35
131,2,8:00.0,M. Gasol makes 2-pt layup from 2 ft,,29,35
132,2,8:00.0,Shooting foul by J. Withey (drawn by M. Gasol),,29,35
133,2,8:00.0,M. Gasol makes free throw 1 of 1,,30,35
134,2,7:42.0,,Shooting foul by T. Allen (drawn by R. Hood),30,35
135,2,7:42.0,,R. Hood makes free throw 1 of 2,30,36
136,2,7:42.0,,R. Hood makes free throw 2 of 2,30,37
137,2,7:31.0,M. Gasol misses 2-pt layup from 2 ft,,30,37
138,2,7:31.0,,Defensive rebound by Team,30,37
139,2,7:10.0,,J. Withey makes 2-pt layup from 1 ft (assist by J. Ingles),30,39
140,2,6:46.0,M. Conley misses 2-pt jump shot from 17 ft,,30,39
141,2,6:44.0,,Defensive rebound by T. Lyles,30,39
142,2,6:28.0,,R. Hood misses 3-pt jump shot from 24 ft,30,39
143,2,6:28.0,Defensive rebound by J. Green,,30,39
144,2,6:19.0,M. Conley makes 2-pt layup from 1 ft,,32,39
145,2,6:03.0,,Turnover by J. Withey (3 sec),32,39
146,2,6:03.0,,T. Pleiß enters the game for J. Withey,32,39
147,2,6:03.0,,R. Neto enters the game for T. Burke,32,39
148,2,6:03.0,,G. Hayward enters the game for J. Ingles,32,39
149,2,6:03.0,J. Green enters the game for V. Carter,,32,39
150,2,5:52.0,Shooting foul by R. Hood (drawn by T. Allen),,32,39
151,2,5:52.0,Memphis full timeout,,32,39
152,2,5:52.0,T. Allen misses free throw 1 of 2,,32,39
153,2,5:52.0,Offensive rebound by Team,,32,39
154,2,5:52.0,T. Allen makes free throw 2 of 2,,33,39
155,2,5:35.0,,R. Hood makes 3-pt jump shot from 23 ft (assist by G. Hayward),33,42
156,2,5:17.0,Turnover by J. Green (step out of bounds),,33,42
157,2,5:06.0,,Offensive foul by T. Pleiß (drawn by M. Conley),33,42
158,2,5:06.0,,Turnover by T. Pleiß (offensive foul),33,42
159,2,5:06.0,,C. Johnson enters the game for R. Hood,33,42
160,2,5:06.0,Z. Randolph enters the game for J. Green,,33,42
161,2,5:06.0,,J. Withey enters the game for T. Pleiß,33,42
162,2,5:06.0,,T. Booker enters the game for T. Lyles,33,42
163,2,4:46.0,M. Gasol makes 2-pt layup from 2 ft (assist by T. Allen),,35,42
164,2,4:23.0,,J. Withey misses 2-pt jump shot from 3 ft,35,42
165,2,4:22.0,Defensive rebound by Z. Randolph,,35,42
166,2,4:17.0,Shooting foul by C. Johnson (drawn by Z. Randolph),,35,42
167,2,4:17.0,Z. Randolph misses free throw 1 of 2,,35,42
168,2,4:17.0,Offensive rebound by Team,,35,42
169,2,4:17.0,Z. Randolph misses free throw 2 of 2,,35,42
170,2,4:16.0,,Defensive rebound by T. Booker,35,42
171,2,4:04.0,,Personal foul by J. Green (drawn by G. Hayward),35,42
172,2,3:51.0,,C. Johnson misses 2-pt jump shot from 14 ft,35,42
173,2,3:51.0,Defensive rebound by Z. Randolph,,35,42
174,2,3:43.0,Shooting foul by R. Neto (drawn by M. Conley),,35,42
175,2,3:43.0,M. Conley misses free throw 1 of 2,,35,42
176,2,3:43.0,Offensive rebound by Team,,35,42
177,2,3:43.0,,R. Hood enters the game for C. Johnson,35,42
178,2,3:43.0,,T. Burke enters the game for R. Neto,35,42
179,2,3:43.0,M. Conley makes free throw 2 of 2,,36,42
180,2,3:24.0,,J. Withey misses 2-pt layup from 1 ft (block by M. Gasol),36,42
181,2,3:22.0,Defensive rebound by Z. Randolph,,36,42
182,2,3:11.0,Turnover by M. Gasol (bad pass; steal by J. Withey),,36,42
183,2,3:05.0,,G. Hayward makes 2-pt jump shot from 14 ft,36,44
184,2,2:53.0,Def 3 sec tech foul by R. Hood,,36,44
185,2,2:53.0,,Utah full timeout,36,44
186,2,2:53.0,M. Conley misses technical free throw,,36,44
187,2,2:53.0,Offensive rebound by Team,,36,44
188,2,2:41.0,M. Gasol makes 2-pt hook shot from 4 ft,,38,44
189,2,2:25.0,,T. Burke misses 3-pt jump shot from 24 ft,38,44
190,2,2:24.0,Defensive rebound by T. Allen,,38,44
191,2,2:08.0,Turnover by Z. Randolph (lost ball),,38,44
192,2,1:49.0,,Offensive foul by J. Withey (drawn by M. Conley),38,44
193,2,1:49.0,,Turnover by J. Withey (offensive foul),38,44
194,2,1:49.0,,T. Lyles enters the game for J. Withey,38,44
195,2,1:32.0,Z. Randolph makes 2-pt jump shot from 5 ft,,40,44
196,2,1:20.0,,Turnover by R. Hood (bad pass; steal by M. Conley),40,44
197,2,1:08.0,M. Gasol makes 2-pt jump shot from 17 ft (assist by M. Conley),,42,44
198,2,0:51.0,,Turnover by G. Hayward (lost ball; steal by Z. Randolph),42,44
199,2,0:45.0,M. Conley makes 3-pt jump shot from 24 ft (assist by Z. Randolph),,45,44
200,2,0:44.0,,Utah full timeout,45,44
201,2,0:27.0,,T. Lyles makes 2-pt jump shot from 9 ft,45,46
202,2,0:08.0,M. Conley misses 3-pt jump shot from 24 ft,,45,46
203,2,0:08.0,,Defensive rebound by T. Booker,45,46
204,2,0:01.0,,R. Hood misses 3-pt jump shot from 24 ft,45,46
205,2,0:00.0,,Offensive rebound by Team,45,46
206,3,11:38.0,M. Conley makes 3-pt jump shot from 23 ft (assist by M. Gasol),,48,46
207,3,11:12.0,,J. Withey makes 2-pt layup from 2 ft (assist by G. Hayward),48,48
208,3,10:57.0,J. Green misses 2-pt layup from 2 ft,,48,48
209,3,10:57.0,,Defensive rebound by J. Withey,48,48
210,3,10:43.0,,G. Hayward makes 2-pt jump shot from 13 ft,48,50
211,3,10:16.0,Def 3 sec tech foul by J. Withey,,48,50
212,3,10:16.0,C. Lee makes technical free throw,,49,50
213,3,10:06.0,Turnover by M. Gasol (lost ball),,49,50
214,3,9:53.0,,R. Hood misses 2-pt jump shot from 6 ft,49,50
215,3,9:53.0,Defensive rebound by M. Conley,,49,50
216,3,9:47.0,C. Lee makes 2-pt layup from 3 ft,,51,50
217,3,9:47.0,Shooting foul by R. Hood (drawn by C. Lee),,51,50
218,3,9:47.0,C. Lee misses free throw 1 of 1,,51,50
219,3,9:46.0,,Defensive rebound by T. Lyles,51,50
220,3,9:26.0,,R. Neto misses 2-pt jump shot from 9 ft,51,50
221,3,9:26.0,Defensive rebound by J. Green,,51,50
222,3,9:12.0,M. Gasol misses 2-pt jump shot from 17 ft,,51,50
223,3,9:12.0,,Defensive rebound by J. Withey,51,50
224,3,9:10.0,,Personal foul by T. Allen (drawn by J. Withey),51,50
225,3,8:46.0,,R. Neto misses 3-pt jump shot from 23 ft,51,50
226,3,8:46.0,Defensive rebound by M. Gasol,,51,50
227,3,8:42.0,T. Allen makes 2-pt layup from 2 ft (assist by M. Gasol),,53,50
228,3,8:42.0,,Utah full timeout,53,50
229,3,8:23.0,,R. Neto misses 3-pt jump shot from 24 ft,53,50
230,3,8:22.0,,Offensive rebound by J. Withey,53,50
231,3,8:22.0,,J. Withey makes 2-pt layup from 1 ft,53,52
232,3,8:03.0,J. Green misses 2-pt layup from 3 ft (block by J. Withey),,53,52
233,3,8:01.0,,Defensive rebound by J. Withey,53,52
234,3,7:55.0,,T. Lyles makes 3-pt jump shot from 23 ft (assist by R. Neto),53,55
235,3,7:30.0,J. Green makes 2-pt jump shot from 21 ft (assist by C. Lee),,55,55
236,3,7:05.0,,Turnover by T. Lyles (bad pass; steal by C. Lee),55,55
237,3,6:56.0,M. Gasol makes 2-pt jump shot from 18 ft (assist by C. Lee),,57,55
238,3,6:29.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by T. Lyles),57,58
239,3,6:10.0,T. Allen misses 2-pt layup from 2 ft,,57,58
240,3,6:09.0,Offensive rebound by T. Allen,,57,58
241,3,6:08.0,T. Allen makes 2-pt layup from 1 ft,,59,58
242,3,6:08.0,Shooting foul by G. Hayward (drawn by T. Allen),,59,58
243,3,6:08.0,,T. Booker enters the game for T. Lyles,59,58
244,3,6:08.0,,T. Burke enters the game for R. Neto,59,58
245,3,6:08.0,T. Allen makes free throw 1 of 1,,60,58
246,3,5:50.0,,G. Hayward misses 3-pt jump shot from 24 ft,60,58
247,3,5:48.0,Defensive rebound by C. Lee,,60,58
248,3,5:41.0,J. Green makes 2-pt jump shot from 17 ft,,62,58
249,3,5:24.0,,R. Hood misses 2-pt layup from 2 ft,62,58
250,3,5:24.0,,Offensive rebound by J. Withey,62,58
251,3,5:24.0,,Shooting foul by M. Gasol (drawn by J. Withey),62,58
252,3,5:24.0,,J. Withey misses free throw 1 of 2,62,58
253,3,5:24.0,,Offensive rebound by Team,62,58
254,3,5:24.0,,J. Withey misses free throw 2 of 2,62,58
255,3,5:23.0,Defensive rebound by J. Green,,62,58
256,3,5:02.0,M. Gasol misses 2-pt jump shot from 6 ft (block by J. Withey),,62,58
257,3,5:02.0,,Defensive rebound by Team,62,58
258,3,5:02.0,,Personal foul by J. Green (drawn by T. Burke),62,58
259,3,5:02.0,,J. Ingles enters the game for R. Hood,62,58
260,3,4:49.0,,J. Withey misses 2-pt jump shot from 6 ft (block by M. Gasol),62,58
261,3,4:49.0,,Offensive rebound by Team,62,58
262,3,4:41.0,,J. Withey misses 2-pt dunk at rim,62,58
263,3,4:41.0,Defensive rebound by J. Green,,62,58
264,3,4:21.0,T. Allen misses 2-pt jump shot from 5 ft,,62,58
265,3,4:20.0,,Defensive rebound by J. Withey,62,58
266,3,4:04.0,,G. Hayward misses 3-pt jump shot from 24 ft,62,58
267,3,4:04.0,Defensive rebound by Team,,62,58
268,3,4:04.0,,T. Pleiß enters the game for J. Withey,62,58
269,3,4:04.0,Z. Randolph enters the game for T. Allen,,62,58
270,3,3:48.0,M. Gasol makes 2-pt jump shot from 14 ft (assist by Z. Randolph),,64,58
271,3,3:28.0,,T. Burke misses 3-pt jump shot from 25 ft,64,58
272,3,3:27.0,Defensive rebound by M. Gasol,,64,58
273,3,3:18.0,Personal foul by T. Booker (drawn by Z. Randolph),,64,58
274,3,3:04.0,J. Green misses 3-pt jump shot from 25 ft,,64,58
275,3,3:03.0,,Defensive rebound by G. Hayward,64,58
276,3,2:47.0,,T. Burke makes 2-pt jump shot from 4 ft,64,60
277,3,2:43.0,Memphis full timeout,,64,60
278,3,2:43.0,,C. Johnson enters the game for G. Hayward,64,60
279,3,2:43.0,M. Chalmers enters the game for M. Conley,,64,60
280,3,2:23.0,Z. Randolph makes 2-pt jump shot from 15 ft,,66,60
281,3,1:59.0,,J. Ingles misses 3-pt jump shot from 23 ft,66,60
282,3,1:59.0,Defensive rebound by Team,,66,60
283,3,1:59.0,Personal foul by T. Booker (drawn by M. Gasol),,66,60
284,3,1:43.0,Personal foul by T. Booker (drawn by Z. Randolph),,66,60
285,3,1:43.0,Z. Randolph misses free throw 1 of 2,,66,60
286,3,1:43.0,Offensive rebound by Team,,66,60
287,3,1:43.0,Z. Randolph misses free throw 2 of 2,,66,60
288,3,1:42.0,,Defensive rebound by T. Pleiß,66,60
289,3,1:27.0,,J. Ingles misses 2-pt jump shot from 19 ft,66,60
290,3,1:26.0,Defensive rebound by J. Green,,66,60
291,3,1:17.0,Z. Randolph misses 2-pt hook shot from 8 ft,,66,60
292,3,1:16.0,,Defensive rebound by C. Johnson,66,60
293,3,1:09.0,,J. Ingles makes 3-pt jump shot from 24 ft,66,63
294,3,0:49.0,C. Lee makes 3-pt jump shot from 23 ft (assist by M. Chalmers),,69,63
295,3,0:37.0,,T. Burke makes 2-pt jump shot from 18 ft,69,65
296,3,0:37.0,,Shooting foul by Z. Randolph (drawn by T. Burke),69,65
297,3,0:37.0,,T. Burke makes free throw 1 of 1,69,66
298,3,0:28.0,M. Chalmers misses 2-pt jump shot from 7 ft,,69,66
299,3,0:27.0,,Defensive rebound by T. Pleiß,69,66
300,3,0:05.0,,C. Johnson misses 2-pt jump shot from 9 ft,69,66
301,3,0:05.0,Defensive rebound by J. Green,,69,66
302,3,0:01.0,J. Green misses 3-pt jump shot from 24 ft,,69,66
303,3,0:00.0,Offensive rebound by Team,,69,66
304,4,11:49.0,,Offensive foul by T. Pleiß (drawn by M. Chalmers),69,66
305,4,11:49.0,,Turnover by T. Pleiß (offensive foul),69,66
306,4,11:33.0,C. Lee misses 2-pt jump shot from 19 ft,,69,66
307,4,11:33.0,,Defensive rebound by R. Hood,69,66
308,4,11:19.0,,T. Pleiß makes 2-pt jump shot from 18 ft (assist by T. Burke),69,68
309,4,10:50.0,Z. Randolph misses 2-pt jump shot from 20 ft,,69,68
310,4,10:49.0,Offensive rebound by R. Hollins,,69,68
311,4,10:42.0,M. Chalmers misses 2-pt jump shot from 17 ft,,69,68
312,4,10:41.0,,Defensive rebound by T. Booker,69,68
313,4,10:28.0,,J. Ingles misses 3-pt jump shot from 24 ft,69,68
314,4,10:28.0,Defensive rebound by C. Lee,,69,68
315,4,10:19.0,Shooting foul by T. Booker (drawn by J. Green),,69,68
316,4,10:19.0,J. Green misses free throw 1 of 2,,69,68
317,4,10:19.0,Offensive rebound by Team,,69,68
318,4,10:19.0,J. Green misses free throw 2 of 2,,69,68
319,4,10:19.0,,Defensive rebound by Team,69,68
320,4,10:19.0,,Personal foul by Z. Randolph (drawn by T. Booker),69,68
321,4,10:10.0,,T. Burke misses 2-pt layup from 3 ft (block by R. Hollins),69,68
322,4,10:10.0,,Offensive rebound by Team,69,68
323,4,10:10.0,V. Carter enters the game for R. Hollins,,69,68
324,4,10:08.0,,G. Hayward enters the game for J. Ingles,69,68
325,4,9:59.0,,Shooting foul by J. Green (drawn by R. Hood),69,68
326,4,9:59.0,,R. Hood makes free throw 1 of 2,69,69
327,4,9:59.0,,R. Neto enters the game for T. Burke,69,69
328,4,9:59.0,,R. Hood makes free throw 2 of 2,69,70
329,4,9:42.0,Z. Randolph makes 2-pt hook shot from 2 ft,,71,70
330,4,9:24.0,,Personal foul by C. Lee (drawn by G. Hayward),71,70
331,4,9:24.0,,J. Withey enters the game for T. Pleiß,71,70
332,4,9:17.0,,Personal foul by M. Chalmers (drawn by R. Neto),71,70
333,4,9:17.0,,J. Ingles enters the game for T. Booker,71,70
334,4,9:04.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by G. Hayward),71,73
335,4,8:50.0,Z. Randolph misses 2-pt layup from 2 ft,,71,73
336,4,8:49.0,,Defensive rebound by R. Hood,71,73
337,4,8:37.0,,R. Hood misses 2-pt jump shot from 5 ft,71,73
338,4,8:36.0,Defensive rebound by J. Green,,71,73
339,4,8:36.0,Memphis full timeout,,71,73
340,4,8:36.0,M. Gasol enters the game for V. Carter,,71,73
341,4,8:36.0,M. Conley enters the game for M. Chalmers,,71,73
342,4,8:14.0,M. Conley misses 2-pt jump shot from 18 ft,,71,73
343,4,8:13.0,,Defensive rebound by G. Hayward,71,73
344,4,7:57.0,,J. Ingles misses 3-pt jump shot from 24 ft,71,73
345,4,7:56.0,Defensive rebound by M. Conley,,71,73
346,4,7:43.0,Z. Randolph misses 2-pt jump shot from 3 ft,,71,73
347,4,7:42.0,,Defensive rebound by R. Hood,71,73
348,4,7:30.0,Offensive charge foul by R. Hood (drawn by M. Gasol),,71,73
349,4,7:30.0,,Turnover by R. Hood (offensive foul),71,73
350,4,7:30.0,T. Allen enters the game for J. Green,,71,73
351,4,7:30.0,,T. Booker enters the game for J. Ingles,71,73
352,4,7:16.0,M. Gasol misses 2-pt jump shot from 18 ft,,71,73
353,4,7:14.0,,Defensive rebound by R. Neto,71,73
354,4,7:06.0,,R. Neto misses 2-pt jump shot from 10 ft,71,73
355,4,7:05.0,Defensive rebound by T. Allen,,71,73
356,4,6:50.0,M. Conley makes 2-pt layup from 2 ft,,73,73
357,4,6:50.0,Shooting foul by J. Withey (drawn by M. Conley),,73,73
358,4,6:50.0,,T. Burke enters the game for R. Neto,73,73
359,4,6:50.0,M. Conley makes free throw 1 of 1,,74,73
360,4,6:33.0,,R. Hood makes 2-pt jump shot from 7 ft,74,75
361,4,6:06.0,C. Lee misses 2-pt layup from 3 ft,,74,75
362,4,6:06.0,,Defensive rebound by T. Burke,74,75
363,4,5:50.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by J. Withey),74,78
364,4,5:33.0,Turnover by M. Gasol (lost ball; steal by G. Hayward),,74,78
365,4,5:30.0,,Personal foul by T. Allen (drawn by G. Hayward),74,78
366,4,5:30.0,,Utah full timeout,74,78
367,4,5:30.0,J. Green enters the game for Z. Randolph,,74,78
368,4,5:30.0,,G. Hayward makes free throw 1 of 2,74,79
369,4,5:30.0,,G. Hayward misses free throw 2 of 2,74,79
370,4,5:29.0,Defensive rebound by T. Allen,,74,79
371,4,5:10.0,M. Conley misses 3-pt jump shot from 24 ft,,74,79
372,4,5:09.0,Offensive rebound by J. Green,,74,79
373,4,5:00.0,M. Conley misses 3-pt jump shot from 24 ft,,74,79
374,4,4:59.0,,Defensive rebound by T. Booker,74,79
375,4,4:46.0,,Turnover by J. Withey (lost ball),74,79
376,4,4:35.0,M. Conley misses 2-pt layup from 2 ft,,74,79
377,4,4:34.0,,Defensive rebound by R. Hood,74,79
378,4,4:28.0,,T. Burke misses 3-pt jump shot from 23 ft,74,79
379,4,4:26.0,Defensive rebound by Team,,74,79
380,4,4:14.0,M. Conley misses 2-pt layup from 1 ft (block by J. Withey),,74,79
381,4,4:13.0,Offensive rebound by M. Gasol,,74,79
382,4,4:10.0,M. Gasol misses 2-pt layup at rim (block by R. Hood),,74,79
383,4,4:08.0,Offensive rebound by M. Gasol,,74,79
384,4,4:05.0,T. Allen misses 2-pt layup from 1 ft (block by T. Booker),,74,79
385,4,4:03.0,,Defensive rebound by J. Withey,74,79
386,4,3:43.0,,Turnover by T. Burke (lost ball; steal by T. Allen),74,79
387,4,3:40.0,Shooting foul by R. Hood (drawn by C. Lee),,74,79
388,4,3:40.0,C. Lee makes free throw 1 of 2,,75,79
389,4,3:40.0,C. Lee makes free throw 2 of 2,,76,79
390,4,3:23.0,,Turnover by T. Booker (back court),76,79
391,4,2:59.0,M. Gasol misses 2-pt jump shot from 16 ft,,76,79
392,4,2:58.0,Offensive rebound by M. Conley,,76,79
393,4,2:53.0,M. Gasol makes 2-pt jump shot from 7 ft (assist by M. Conley),,78,79
394,4,2:53.0,,Utah full timeout,78,79
395,4,2:34.0,,G. Hayward misses 2-pt jump shot from 17 ft,78,79
396,4,2:32.0,,Offensive rebound by T. Booker,78,79
