,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DETROIT_ACTION,PHILADELPHIA_SCORE,DETROIT_SCORE
0,1,11:35.0,N. Noel misses 2-pt jump shot from 12 ft,,0,0
1,1,11:34.0,,Defensive rebound by E. İlyasova,0,0
2,1,11:11.0,,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,0,0
3,1,11:11.0,,Offensive rebound by E. İlyasova,0,0
4,1,11:11.0,,Turnover by Team (shot clock),0,0
5,1,11:00.0,Turnover by N. Noel (lost ball),,0,0
6,1,10:38.0,,R. Jackson makes 3-pt jump shot from 26 ft,0,3
7,1,10:25.0,J. Grant misses 3-pt jump shot from 22 ft,,0,3
8,1,10:25.0,Offensive rebound by Team,,0,3
9,1,10:05.0,Shooting foul by A. Drummond (drawn by N. Noel),,0,3
10,1,10:05.0,N. Noel makes free throw 1 of 2,,1,3
11,1,10:05.0,N. Noel makes free throw 2 of 2,,2,3
12,1,9:47.0,,M. Morris misses 2-pt layup at rim (block by R. Covington),2,3
13,1,9:46.0,Defensive rebound by J. Grant,,2,3
14,1,9:36.0,J. Grant makes 2-pt layup at rim (assist by I. Smith),,4,3
15,1,9:22.0,,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,4,3
16,1,9:22.0,,Offensive rebound by A. Drummond,4,3
17,1,9:18.0,,A. Drummond misses 2-pt layup at rim,4,3
18,1,9:18.0,Defensive rebound by N. Noel,,4,3
19,1,8:59.0,J. Grant makes 2-pt dunk at rim (assist by N. Stauskas),,6,3
20,1,8:40.0,,Shooting foul by N. Noel (drawn by A. Drummond),6,3
21,1,8:40.0,,A. Drummond misses free throw 1 of 2,6,3
22,1,8:40.0,,Offensive rebound by Team,6,3
23,1,8:40.0,,A. Drummond makes free throw 2 of 2,6,4
24,1,8:30.0,R. Covington misses 2-pt layup at rim,,6,4
25,1,8:30.0,,Defensive rebound by E. İlyasova,6,4
26,1,8:24.0,,Turnover by R. Jackson (bad pass; steal by J. Grant),6,4
27,1,8:21.0,Personal foul by E. İlyasova (drawn by J. Grant),,6,4
28,1,8:16.0,Personal foul by M. Morris (drawn by R. Covington),,6,4
