,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,WASHINGTON_ACTION,MILWAUKEE_SCORE,WASHINGTON_SCORE
0,1,11:44.0,Turnover by K. Middleton (lost ball; steal by G. Temple),,0,0
1,1,11:37.0,,N. Hilário makes 2-pt layup from 1 ft (assist by J. Wall),0,2
2,1,11:18.0,G. Antetokounmpo misses 2-pt layup at rim,,0,2
3,1,11:17.0,,Defensive rebound by J. Dudley,0,2
4,1,11:04.0,,O. Porter misses 2-pt jump shot from 7 ft,0,2
5,1,11:03.0,Defensive rebound by J. Parker,,0,2
6,1,10:47.0,Turnover by G. Monroe (lost ball; steal by N. Hilário),,0,2
7,1,10:27.0,,J. Wall misses 3-pt jump shot from 24 ft,0,2
8,1,10:26.0,Defensive rebound by M. Carter-Williams,,0,2
9,1,10:22.0,K. Middleton makes 2-pt layup at rim (assist by M. Carter-Williams),,2,2
10,1,10:05.0,,Turnover by N. Hilário (lost ball; steal by G. Monroe),2,2
11,1,10:01.0,Shooting foul by O. Porter (drawn by J. Parker),,2,2
12,1,10:01.0,J. Parker misses free throw 1 of 2,,2,2
13,1,10:01.0,Offensive rebound by Team,,2,2
14,1,10:01.0,J. Parker makes free throw 2 of 2,,3,2
15,1,9:46.0,,N. Hilário makes 2-pt hook shot from 7 ft (assist by G. Temple),3,4
16,1,9:24.0,G. Monroe makes 2-pt hook shot from 11 ft (assist by G. Antetokounmpo),,5,4
17,1,9:04.0,,G. Temple misses 3-pt jump shot from 26 ft,5,4
18,1,9:03.0,Defensive rebound by M. Carter-Williams,,5,4
19,1,8:42.0,K. Middleton misses 2-pt jump shot from 19 ft,,5,4
20,1,8:41.0,,Defensive rebound by J. Wall,5,4
21,1,8:36.0,,J. Wall misses 2-pt layup at rim,5,4
22,1,8:34.0,,Offensive rebound by J. Dudley,5,4
23,1,8:29.0,,G. Temple makes 3-pt jump shot from 24 ft (assist by J. Wall),5,7
24,1,8:04.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,7,7
25,1,7:42.0,,O. Porter makes 2-pt jump shot from 5 ft (assist by J. Wall),7,9
26,1,7:26.0,Turnover by G. Antetokounmpo (bad pass; steal by G. Temple),,7,9
27,1,7:20.0,,O. Porter makes 3-pt jump shot from 24 ft (assist by J. Wall),7,12
28,1,7:06.0,K. Middleton misses 3-pt jump shot from 24 ft,,7,12
29,1,7:05.0,,Defensive rebound by Team,7,12
30,1,7:05.0,,D. Gooden enters the game for N. Hilário,7,12
31,1,6:48.0,,Turnover by O. Porter (lost ball; steal by M. Carter-Williams),7,12
32,1,6:41.0,M. Carter-Williams makes 2-pt jump shot from 6 ft,,9,12
33,1,6:24.0,,D. Gooden misses 2-pt layup at rim (block by G. Antetokounmpo),9,12
34,1,6:23.0,,Offensive rebound by J. Dudley,9,12
35,1,6:20.0,,J. Dudley makes 2-pt jump shot from 14 ft,9,14
36,1,6:04.0,J. Parker makes 2-pt jump shot from 3 ft (assist by M. Carter-Williams),,11,14
37,1,5:54.0,,Turnover by J. Wall (bad pass),11,14
38,1,5:54.0,,Washington full timeout,11,14
39,1,5:54.0,J. Henson enters the game for G. Monroe,,11,14
40,1,5:43.0,Shooting foul by G. Temple (drawn by K. Middleton),,11,14
41,1,5:43.0,K. Middleton misses free throw 1 of 2,,11,14
42,1,5:43.0,Offensive rebound by Team,,11,14
43,1,5:43.0,K. Middleton makes free throw 2 of 2,,12,14
44,1,5:30.0,,D. Gooden makes 2-pt jump shot from 13 ft (assist by J. Wall),12,16
45,1,5:13.0,Turnover by J. Parker (bad pass; steal by G. Temple),,12,16
46,1,5:00.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by J. Wall),12,19
47,1,4:45.0,Turnover by M. Carter-Williams (bad pass; steal by G. Temple),,12,19
48,1,4:37.0,,O. Porter makes 2-pt jump shot from 17 ft (assist by G. Temple),12,21
49,1,4:35.0,Milwaukee full timeout,,12,21
50,1,4:35.0,O. Mayo enters the game for J. Parker,,12,21
51,1,4:19.0,O. Mayo misses 2-pt jump shot from 9 ft,,12,21
52,1,4:17.0,,Defensive rebound by D. Gooden,12,21
53,1,4:13.0,,J. Wall makes 2-pt dunk at rim,12,23
54,1,3:47.0,J. Henson makes 2-pt layup at rim (assist by K. Middleton),,14,23
55,1,3:29.0,,Turnover by O. Porter (bad pass),14,23
56,1,3:29.0,J. O'Bryant enters the game for G. Antetokounmpo,,14,23
57,1,3:29.0,,B. Beal enters the game for O. Porter,14,23
58,1,3:08.0,K. Middleton makes 2-pt jump shot from 16 ft,,16,23
59,1,2:46.0,,D. Gooden misses 2-pt layup at rim,16,23
60,1,2:45.0,Defensive rebound by J. Henson,,16,23
61,1,2:42.0,K. Middleton makes 2-pt dunk at rim (assist by O. Mayo),,18,23
