,QUARTER,TIME_REMAINING,BOSTON_ACTION,NEW YORK_ACTION,BOSTON_SCORE,NEW YORK_SCORE
0,1,11:45.0,,C. Anthony misses 2-pt jump shot from 13 ft,0,0
1,1,11:43.0,Defensive rebound by J. Crowder,,0,0
2,1,11:31.0,J. Crowder misses 3-pt jump shot from 24 ft,,0,0
3,1,11:29.0,,Defensive rebound by C. Anthony,0,0
4,1,11:13.0,,K. Porziņģis misses 2-pt jump shot from 17 ft,0,0
5,1,11:11.0,,Offensive rebound by R. Lopez,0,0
6,1,11:11.0,,R. Lopez makes 2-pt layup at rim,0,2
7,1,10:57.0,I. Thomas misses 3-pt jump shot from 25 ft,,0,2
8,1,10:55.0,,Defensive rebound by C. Anthony,0,2
9,1,10:46.0,,A. Afflalo makes 2-pt layup at rim,0,4
10,1,10:29.0,J. Crowder misses 3-pt jump shot from 24 ft,,0,4
11,1,10:27.0,,Defensive rebound by L. Galloway,0,4
12,1,10:19.0,,A. Afflalo makes 2-pt jump shot from 14 ft,0,6
13,1,10:00.0,Shooting foul by R. Lopez (drawn by A. Johnson),,0,6
14,1,10:00.0,A. Johnson misses free throw 1 of 2,,0,6
15,1,10:00.0,Offensive rebound by Team,,0,6
16,1,10:00.0,A. Johnson misses free throw 2 of 2,,0,6
17,1,9:59.0,,Defensive rebound by C. Anthony,0,6
18,1,9:45.0,,Turnover by K. Porziņģis (bad pass; steal by J. Sullinger),0,6
19,1,9:33.0,I. Thomas misses 3-pt jump shot from 23 ft,,0,6
20,1,9:31.0,,Defensive rebound by L. Galloway,0,6
21,1,9:25.0,,A. Afflalo makes 3-pt jump shot from 25 ft (assist by C. Anthony),0,9
22,1,9:24.0,Boston full timeout,,0,9
23,1,9:04.0,I. Thomas makes 2-pt jump shot from 6 ft,,2,9
24,1,8:51.0,,A. Afflalo misses 2-pt jump shot from 9 ft,2,9
25,1,8:49.0,Defensive rebound by A. Johnson,,2,9
26,1,8:38.0,A. Bradley misses 3-pt jump shot from 24 ft,,2,9
27,1,8:36.0,,Defensive rebound by L. Galloway,2,9
28,1,8:20.0,,R. Lopez misses 2-pt hook shot from 1 ft,2,9
29,1,8:19.0,,Offensive rebound by R. Lopez,2,9
30,1,8:19.0,,R. Lopez misses 2-pt layup from 1 ft,2,9
31,1,8:17.0,Defensive rebound by I. Thomas,,2,9
32,1,8:02.0,J. Sullinger misses 2-pt jump shot from 7 ft,,2,9
33,1,8:00.0,,Defensive rebound by C. Anthony,2,9
34,1,7:40.0,,L. Galloway misses 2-pt jump shot from 14 ft,2,9
35,1,7:39.0,,Offensive rebound by R. Lopez,2,9
36,1,7:39.0,,Personal foul by I. Thomas (drawn by R. Lopez),2,9
37,1,7:39.0,K. Olynyk enters the game for A. Johnson,,2,9
