,QUARTER,TIME_REMAINING,INDIANA_ACTION,MILWAUKEE_ACTION,INDIANA_SCORE,MILWAUKEE_SCORE
0,1,11:44.0,,J. Parker misses 2-pt jump shot from 14 ft,0,0
1,1,11:42.0,Defensive rebound by P. George,,0,0
2,1,11:29.0,I. Mahinmi makes 2-pt dunk at rim (assist by P. George),,2,0
3,1,11:12.0,,Turnover by G. Antetokounmpo (bad pass; steal by I. Mahinmi),2,0
4,1,10:54.0,G. Hill misses 2-pt jump shot from 13 ft,,2,0
5,1,10:53.0,,Defensive rebound by G. Antetokounmpo,2,0
6,1,10:48.0,,Shooting foul by I. Mahinmi (drawn by G. Antetokounmpo),2,0
7,1,10:48.0,,G. Antetokounmpo makes free throw 1 of 2,2,1
8,1,10:48.0,,G. Antetokounmpo makes free throw 2 of 2,2,2
9,1,10:36.0,Shooting foul by O. Mayo (drawn by I. Mahinmi),,2,2
10,1,10:36.0,I. Mahinmi misses free throw 1 of 2,,2,2
11,1,10:36.0,Offensive rebound by Team,,2,2
12,1,10:36.0,I. Mahinmi makes free throw 2 of 2,,3,2
13,1,10:19.0,,K. Middleton makes 2-pt jump shot from 12 ft,3,4
14,1,10:07.0,M. Turner misses 2-pt jump shot from 8 ft,,3,4
15,1,10:05.0,,Defensive rebound by M. Plumlee,3,4
16,1,10:00.0,,J. Parker misses 2-pt layup from 1 ft,3,4
17,1,9:58.0,Defensive rebound by I. Mahinmi,,3,4
18,1,9:51.0,P. George misses 2-pt jump shot from 18 ft,,3,4
19,1,9:50.0,,Defensive rebound by K. Middleton,3,4
20,1,9:43.0,,K. Middleton misses 2-pt jump shot from 15 ft,3,4
21,1,9:41.0,Defensive rebound by P. George,,3,4
22,1,9:30.0,I. Mahinmi makes 2-pt hook shot from 1 ft (assist by P. George),,5,4
23,1,9:14.0,,J. Parker misses 2-pt jump shot from 19 ft,5,4
24,1,9:12.0,Defensive rebound by M. Ellis,,5,4
25,1,8:59.0,I. Mahinmi misses 2-pt hook shot from 9 ft,,5,4
26,1,8:58.0,,Defensive rebound by M. Plumlee,5,4
27,1,8:40.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),5,6
28,1,8:14.0,G. Hill misses 2-pt jump shot from 17 ft,,5,6
29,1,8:13.0,,Defensive rebound by G. Antetokounmpo,5,6
30,1,8:07.0,,Turnover by K. Middleton (lost ball; steal by M. Ellis),5,6
31,1,8:00.0,M. Ellis misses 2-pt jump shot from 17 ft,,5,6
32,1,7:58.0,Offensive rebound by G. Hill,,5,6
33,1,7:58.0,Personal foul by G. Antetokounmpo (drawn by G. Hill),,5,6
34,1,7:39.0,M. Turner misses 2-pt jump shot from 10 ft,,5,6
35,1,7:39.0,,Defensive rebound by Team,5,6
36,1,7:39.0,Loose ball foul by I. Mahinmi (drawn by M. Plumlee),,5,6
37,1,7:28.0,,J. Parker misses 2-pt dunk at rim (block by M. Turner),5,6
38,1,7:26.0,Defensive rebound by P. George,,5,6
39,1,7:12.0,Turnover by M. Turner (lost ball),,5,6
40,1,7:12.0,J. Hill enters the game for I. Mahinmi,,5,6
41,1,7:03.0,,M. Plumlee makes 2-pt dunk at rim (assist by G. Antetokounmpo),5,8
42,1,7:03.0,Indiana full timeout,,5,8
43,1,6:51.0,Turnover by P. George (bad pass),,5,8
44,1,6:43.0,,Turnover by J. Parker (lost ball),5,8
45,1,6:26.0,G. Hill misses 3-pt jump shot from 24 ft,,5,8
46,1,6:24.0,,Defensive rebound by M. Plumlee,5,8
47,1,6:18.0,,O. Mayo misses 3-pt jump shot from 25 ft,5,8
48,1,6:16.0,Defensive rebound by P. George,,5,8
49,1,6:09.0,Personal foul by G. Antetokounmpo (drawn by M. Turner),,5,8
50,1,6:09.0,,J. Bayless enters the game for O. Mayo,5,8
51,1,6:09.0,,G. Monroe enters the game for M. Plumlee,5,8
52,1,5:59.0,M. Ellis misses 2-pt jump shot from 21 ft,,5,8
53,1,5:58.0,Offensive rebound by J. Hill,,5,8
54,1,5:48.0,P. George misses 2-pt jump shot from 16 ft,,5,8
55,1,5:45.0,,Defensive rebound by G. Monroe,5,8
56,1,5:36.0,,G. Antetokounmpo misses 2-pt jump shot from 18 ft,5,8
57,1,5:34.0,Defensive rebound by G. Hill,,5,8
58,1,5:20.0,P. George makes 3-pt jump shot from 23 ft (assist by J. Hill),,8,8
59,1,5:05.0,Violation by G. Hill (kicked ball),,8,8
60,1,4:56.0,,Shooting foul by J. Hill (drawn by J. Parker),8,8
61,1,4:56.0,,J. Parker makes free throw 1 of 2,8,9
62,1,4:56.0,,O. Mayo enters the game for G. Antetokounmpo,8,9
63,1,4:56.0,,J. Parker makes free throw 2 of 2,8,10
64,1,4:34.0,P. George misses 2-pt layup at rim,,8,10
65,1,4:32.0,,Defensive rebound by G. Monroe,8,10
66,1,4:19.0,,J. Bayless misses 3-pt jump shot from 24 ft,8,10
67,1,4:17.0,,Offensive rebound by Team,8,10
68,1,4:15.0,,Turnover by J. Parker (back court),8,10
69,1,3:54.0,J. Hill makes 2-pt hook shot from 9 ft (assist by M. Ellis),,10,10
70,1,3:34.0,,G. Monroe misses 2-pt jump shot from 8 ft,10,10
71,1,3:32.0,Defensive rebound by P. George,,10,10
72,1,3:17.0,P. George misses 2-pt jump shot from 20 ft,,10,10
73,1,3:15.0,,Defensive rebound by J. Parker,10,10
74,1,3:07.0,,J. Parker makes 2-pt jump shot from 13 ft (assist by J. Bayless),10,12
75,1,2:50.0,Personal foul by J. Bayless (drawn by J. Hill),,10,12
76,1,2:50.0,,Milwaukee full timeout,10,12
77,1,2:50.0,R. Stuckey enters the game for G. Hill,,10,12
78,1,2:35.0,Turnover by Team (shot clock),,10,12
79,1,2:27.0,,Turnover by K. Middleton (bad pass; steal by M. Turner),10,12
80,1,2:19.0,J. Hill makes 2-pt layup from 1 ft (assist by M. Ellis),,12,12
81,1,1:54.0,,O. Mayo makes 3-pt jump shot from 24 ft (assist by K. Middleton),12,15
82,1,1:39.0,J. Hill misses 2-pt jump shot from 5 ft,,12,15
83,1,1:36.0,Offensive rebound by P. George,,12,15
84,1,1:36.0,M. Turner makes 2-pt layup from 2 ft,,14,15
85,1,1:26.0,,K. Middleton makes 2-pt jump shot from 12 ft,14,17
86,1,1:12.0,M. Turner makes 2-pt hook shot from 2 ft (assist by M. Ellis),,16,17
87,1,1:12.0,Shooting foul by J. Parker (drawn by M. Turner),,16,17
88,1,1:12.0,M. Turner makes free throw 1 of 1,,17,17
89,1,1:01.0,,J. Bayless misses 3-pt jump shot from 24 ft,17,17
90,1,1:00.0,,Offensive rebound by K. Middleton,17,17
91,1,0:48.0,,G. Monroe makes 2-pt layup from 2 ft (assist by K. Middleton),17,19
92,1,0:48.0,,Shooting foul by J. Hill (drawn by G. Monroe),17,19
93,1,0:48.0,L. Allen enters the game for M. Turner,,17,19
94,1,0:48.0,,G. Monroe makes free throw 1 of 1,17,20
95,1,0:38.0,P. George makes 3-pt jump shot from 25 ft (assist by R. Stuckey),,20,20
96,1,0:32.0,,K. Middleton makes 2-pt jump shot from 20 ft,20,22
97,1,0:15.0,J. Hill makes 2-pt layup from 1 ft (assist by P. George),,22,22
98,1,0:00.0,,Turnover by G. Monroe (bad pass),22,22
99,2,11:52.0,Personal foul by R. Vaughn (drawn by C. Budinger),,22,22
100,2,11:48.0,C. Budinger misses 2-pt jump shot from 5 ft,,22,22
101,2,11:45.0,Offensive rebound by L. Allen,,22,22
102,2,11:45.0,L. Allen misses 2-pt layup from 1 ft,,22,22
103,2,11:44.0,,Defensive rebound by R. Vaughn,22,22
104,2,11:28.0,,G. Monroe misses 2-pt hook shot from 6 ft,22,22
105,2,11:26.0,Defensive rebound by J. Hill,,22,22
106,2,11:04.0,J. Hill makes 2-pt jump shot from 13 ft,,24,22
107,2,10:46.0,,G. Antetokounmpo misses 2-pt jump shot from 18 ft,24,22
108,2,10:45.0,Defensive rebound by G. Hill,,24,22
109,2,10:30.0,J. Hill makes 2-pt jump shot from 14 ft (assist by L. Allen),,26,22
110,2,10:11.0,,R. Vaughn misses 2-pt jump shot from 18 ft,26,22
111,2,10:09.0,Defensive rebound by J. Hill,,26,22
112,2,9:57.0,G. Hill makes 3-pt jump shot from 25 ft (assist by L. Allen),,29,22
113,2,9:57.0,,Milwaukee full timeout,29,22
114,2,9:57.0,,M. Plumlee enters the game for G. Monroe,29,22
115,2,9:42.0,,O. Mayo misses 3-pt jump shot from 24 ft,29,22
116,2,9:40.0,Defensive rebound by L. Allen,,29,22
117,2,9:36.0,G. Hill makes 2-pt layup from 1 ft,,31,22
118,2,9:16.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,31,24
119,2,8:49.0,G. Hill makes 2-pt jump shot from 21 ft (assist by C. Budinger),,33,24
120,2,8:20.0,,J. Bayless misses 3-pt jump shot from 24 ft,33,24
121,2,8:18.0,Defensive rebound by L. Allen,,33,24
122,2,8:00.0,R. Stuckey makes 3-pt jump shot from 25 ft (assist by G. Hill),,36,24
123,2,7:41.0,,G. Antetokounmpo makes 2-pt jump shot from 16 ft,36,26
124,2,7:13.0,Turnover by Team (shot clock),,36,26
125,2,7:05.0,,J. Bayless makes 2-pt layup from 1 ft,36,28
126,2,7:05.0,Indiana full timeout,,36,28
127,2,7:05.0,S. Hill enters the game for R. Stuckey,,36,28
128,2,6:48.0,J. Hill misses 2-pt jump shot from 20 ft,,36,28
129,2,6:46.0,,Defensive rebound by O. Mayo,36,28
130,2,6:36.0,,Turnover by G. Antetokounmpo (bad pass; steal by S. Hill),36,28
131,2,6:26.0,J. Hill misses 2-pt jump shot from 10 ft,,36,28
132,2,6:24.0,Offensive rebound by L. Allen,,36,28
133,2,6:17.0,C. Budinger misses 3-pt jump shot from 23 ft,,36,28
134,2,6:17.0,,Defensive rebound by M. Plumlee,36,28
135,2,6:17.0,Violation by J. Hill (kicked ball),,36,28
136,2,6:02.0,,J. Bayless misses 2-pt jump shot from 10 ft,36,28
137,2,6:01.0,Defensive rebound by J. Hill,,36,28
138,2,5:58.0,Shooting foul by R. Vaughn (drawn by C. Budinger),,36,28
139,2,5:58.0,C. Budinger makes free throw 1 of 2,,37,28
140,2,5:58.0,M. Ellis enters the game for G. Hill,,37,28
141,2,5:58.0,,K. Middleton enters the game for M. Plumlee,37,28
142,2,5:58.0,,J. Parker enters the game for O. Mayo,37,28
143,2,5:58.0,,G. Monroe enters the game for R. Vaughn,37,28
144,2,5:58.0,C. Budinger misses free throw 2 of 2,,37,28
145,2,5:57.0,Offensive rebound by C. Budinger,,37,28
