,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DETROIT_ACTION,SAN ANTONIO_SCORE,DETROIT_SCORE
203,2,3:45.0,,Defensive rebound by M. Morris,43,38
204,2,3:26.0,,R. Jackson misses 2-pt jump shot from 6 ft,43,38
205,2,3:24.0,,Offensive rebound by A. Baynes,43,38
206,2,3:21.0,,A. Baynes misses 2-pt layup at rim,43,38
207,2,3:20.0,Defensive rebound by T. Duncan,,43,38
208,2,3:15.0,Personal foul by K. Caldwell-Pope (drawn by T. Parker),,43,38
209,2,3:15.0,T. Parker makes free throw 1 of 2,,44,38
210,2,3:15.0,B. Diaw enters the game for L. Aldridge,,44,38
211,2,3:15.0,T. Parker makes free throw 2 of 2,,45,38
212,2,3:02.0,,Turnover by R. Jackson (lost ball; steal by T. Parker),45,38
213,2,2:50.0,T. Parker misses 2-pt jump shot from 16 ft,,45,38
214,2,2:50.0,,Defensive rebound by M. Morris,45,38
215,2,2:40.0,,A. Baynes misses 2-pt jump shot from 4 ft (block by T. Duncan),45,38
216,2,2:39.0,Defensive rebound by T. Duncan,,45,38
217,2,2:31.0,T. Parker makes 2-pt jump shot from 5 ft,,47,38
218,2,2:18.0,,A. Baynes makes 2-pt hook shot from 5 ft (assist by R. Jackson),47,40
219,2,1:59.0,T. Parker makes 2-pt jump shot from 6 ft,,49,40
220,2,1:48.0,,R. Jackson misses 2-pt jump shot from 7 ft,49,40
221,2,1:48.0,Defensive rebound by Team,,49,40
222,2,1:48.0,,S. Johnson enters the game for M. Morris,49,40
223,2,1:33.0,K. Leonard misses 3-pt jump shot from 26 ft,,49,40
224,2,1:33.0,,Defensive rebound by A. Baynes,49,40
225,2,1:22.0,,S. Johnson misses 3-pt jump shot from 23 ft,49,40
226,2,1:22.0,,Offensive rebound by Team,49,40
227,2,1:22.0,,Personal foul by B. Diaw (drawn by E. İlyasova),49,40
228,2,1:16.0,,Personal foul by T. Parker (drawn by R. Jackson),49,40
229,2,1:16.0,,R. Jackson makes free throw 1 of 2,49,41
230,2,1:16.0,L. Aldridge enters the game for T. Duncan,,49,41
231,2,1:16.0,,J. Anthony enters the game for A. Baynes,49,41
232,2,1:16.0,,A. Tolliver enters the game for E. İlyasova,49,41
233,2,1:16.0,,R. Jackson makes free throw 2 of 2,49,42
234,2,1:03.0,K. Leonard misses 2-pt jump shot from 8 ft,,49,42
235,2,1:03.0,Offensive rebound by L. Aldridge,,49,42
236,2,1:03.0,Personal foul by J. Anthony (drawn by L. Aldridge),,49,42
237,2,1:03.0,L. Aldridge makes free throw 1 of 2,,50,42
238,2,1:03.0,L. Aldridge makes free throw 2 of 2,,51,42
239,2,0:47.0,,S. Johnson misses 2-pt jump shot from 8 ft,51,42
240,2,0:46.0,Defensive rebound by K. Leonard,,51,42
241,2,0:29.0,B. Diaw makes 2-pt jump shot from 11 ft,,53,42
242,2,0:05.0,,J. Anthony makes 2-pt layup at rim (assist by R. Jackson),53,44
243,2,0:05.0,San Antonio full timeout,,53,44
244,2,0:05.0,D. Green enters the game for B. Diaw,,53,44
245,2,0:00.0,M. Ginóbili misses 3-pt jump shot from 28 ft,,53,44
246,2,0:00.0,Offensive rebound by Team,,53,44
247,3,11:46.0,,Turnover by A. Drummond (bad pass; steal by K. Leonard),53,44
248,3,11:39.0,K. Leonard misses 2-pt jump shot from 6 ft,,53,44
249,3,11:38.0,,Defensive rebound by A. Drummond,53,44
250,3,11:33.0,,K. Caldwell-Pope makes 2-pt layup at rim (assist by R. Jackson),53,46
251,3,11:18.0,T. Parker makes 2-pt layup from 1 ft,,55,46
252,3,10:58.0,,A. Drummond makes 2-pt layup at rim,55,48
253,3,10:39.0,T. Parker makes 2-pt jump shot from 13 ft (assist by D. Green),,57,48
254,3,10:23.0,,K. Caldwell-Pope makes 2-pt jump shot from 12 ft (assist by M. Morris),57,50
255,3,10:12.0,T. Parker makes 2-pt jump shot from 11 ft,,59,50
256,3,10:02.0,,R. Jackson misses 2-pt jump shot from 12 ft,59,50
257,3,10:01.0,Defensive rebound by L. Aldridge,,59,50
258,3,9:44.0,T. Parker makes 2-pt jump shot from 13 ft,,61,50
259,3,9:44.0,,Detroit full timeout,61,50
260,3,9:42.0,,K. Caldwell-Pope makes 2-pt dunk at rim (assist by M. Morris),61,52
261,3,9:17.0,T. Duncan makes 2-pt layup at rim,,63,52
262,3,9:06.0,,Turnover by R. Jackson (bad pass; steal by T. Duncan),63,52
263,3,8:58.0,T. Parker makes 2-pt layup at rim,,65,52
264,3,8:35.0,,E. İlyasova makes 2-pt jump shot from 12 ft,65,54
265,3,8:17.0,Turnover by T. Duncan (lost ball; steal by A. Drummond),,65,54
266,3,8:10.0,,R. Jackson misses 2-pt jump shot from 3 ft,65,54
267,3,8:09.0,Defensive rebound by K. Leonard,,65,54
268,3,8:03.0,D. Green misses 3-pt jump shot from 27 ft,,65,54
269,3,8:02.0,,Defensive rebound by E. İlyasova,65,54
270,3,7:53.0,,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,65,54
271,3,7:52.0,Defensive rebound by K. Leonard,,65,54
272,3,7:45.0,T. Parker makes 2-pt layup at rim,,67,54
273,3,7:28.0,,Shooting foul by T. Duncan (drawn by A. Drummond),67,54
274,3,7:28.0,,A. Drummond misses free throw 1 of 2,67,54
275,3,7:28.0,,Offensive rebound by Team,67,54
276,3,7:28.0,,A. Drummond misses free throw 2 of 2,67,54
277,3,7:27.0,Defensive rebound by L. Aldridge,,67,54
278,3,7:09.0,T. Parker makes 2-pt jump shot from 5 ft,,69,54
279,3,6:55.0,,A. Drummond misses 2-pt layup at rim,69,54
280,3,6:54.0,Defensive rebound by L. Aldridge,,69,54
281,3,6:40.0,Shooting foul by M. Morris (drawn by K. Leonard),,69,54
282,3,6:40.0,K. Leonard makes free throw 1 of 2,,70,54
283,3,6:40.0,K. Leonard makes free throw 2 of 2,,71,54
284,3,6:27.0,,K. Caldwell-Pope misses 2-pt jump shot from 5 ft,71,54
285,3,6:26.0,,Offensive rebound by A. Drummond,71,54
286,3,6:24.0,,A. Drummond makes 2-pt layup at rim,71,56
287,3,6:14.0,Turnover by L. Aldridge (bad pass),,71,56
288,3,5:56.0,,E. İlyasova misses 2-pt jump shot from 13 ft,71,56
289,3,5:55.0,Defensive rebound by T. Duncan,,71,56
290,3,5:42.0,Turnover by K. Leonard (bad pass; steal by A. Drummond),,71,56
291,3,5:37.0,,E. İlyasova makes 2-pt layup at rim (assist by R. Jackson),71,58
292,3,5:37.0,San Antonio full timeout,,71,58
293,3,5:37.0,M. Ginóbili enters the game for D. Green,,71,58
294,3,5:18.0,L. Aldridge makes 2-pt jump shot from 9 ft (assist by T. Duncan),,73,58
295,3,5:05.0,,Shooting foul by L. Aldridge (drawn by A. Drummond),73,58
296,3,5:05.0,,A. Drummond misses free throw 1 of 2,73,58
297,3,5:05.0,,Offensive rebound by Team,73,58
298,3,5:05.0,P. Mills enters the game for T. Parker,,73,58
299,3,5:05.0,B. Diaw enters the game for T. Duncan,,73,58
300,3,5:05.0,,A. Drummond makes free throw 2 of 2,73,59
301,3,4:49.0,Turnover by B. Diaw (lost ball; steal by K. Caldwell-Pope),,73,59
302,3,4:32.0,,E. İlyasova misses 3-pt jump shot from 23 ft,73,59
303,3,4:32.0,Defensive rebound by K. Leonard,,73,59
304,3,4:20.0,M. Ginóbili misses 2-pt layup at rim (block by A. Drummond),,73,59
305,3,4:19.0,Offensive rebound by L. Aldridge,,73,59
306,3,4:18.0,L. Aldridge makes 2-pt layup at rim,,75,59
307,3,3:59.0,,A. Drummond misses 2-pt hook shot from 5 ft,75,59
308,3,3:56.0,Defensive rebound by L. Aldridge,,75,59
309,3,3:45.0,K. Leonard misses 3-pt jump shot from 26 ft,,75,59
310,3,3:44.0,,Defensive rebound by A. Drummond,75,59
311,3,3:42.0,,Personal foul by M. Ginóbili (drawn by R. Jackson),75,59
312,3,3:33.0,,M. Morris misses 3-pt jump shot from 23 ft,75,59
313,3,3:32.0,Defensive rebound by P. Mills,,75,59
314,3,3:15.0,M. Ginóbili makes 3-pt jump shot from 26 ft (assist by B. Diaw),,78,59
315,3,2:50.0,,A. Drummond misses 2-pt hook shot from 6 ft,78,59
316,3,2:48.0,Defensive rebound by L. Aldridge,,78,59
317,3,2:42.0,Turnover by M. Ginóbili (bad pass; steal by M. Morris),,78,59
318,3,2:33.0,,R. Jackson makes 2-pt layup at rim,78,61
319,3,2:11.0,Personal foul by K. Caldwell-Pope (drawn by M. Ginóbili),,78,61
320,3,2:11.0,K. Anderson enters the game for K. Leonard,,78,61
321,3,2:11.0,,B. Jennings enters the game for R. Jackson,78,61
322,3,2:11.0,,S. Johnson enters the game for E. İlyasova,78,61
323,3,2:11.0,,A. Tolliver enters the game for M. Morris,78,61
324,3,1:59.0,L. Aldridge misses 2-pt jump shot from 9 ft,,78,61
325,3,1:59.0,,Defensive rebound by A. Drummond,78,61
326,3,1:44.0,,B. Jennings makes 2-pt jump shot from 8 ft (assist by A. Tolliver),78,63
327,3,1:26.0,M. Ginóbili misses 2-pt layup from 2 ft,,78,63
328,3,1:25.0,,Defensive rebound by Team,78,63
329,3,1:14.0,,A. Tolliver makes 3-pt jump shot from 26 ft (assist by B. Jennings),78,66
330,3,0:58.0,B. Diaw makes 2-pt layup at rim,,80,66
331,3,0:42.0,,Turnover by K. Caldwell-Pope (lost ball; steal by M. Ginóbili),80,66
332,3,0:38.0,Personal foul by K. Caldwell-Pope (drawn by M. Ginóbili),,80,66
333,3,0:38.0,K. Leonard enters the game for M. Ginóbili,,80,66
334,3,0:38.0,T. Duncan enters the game for L. Aldridge,,80,66
335,3,0:27.0,P. Mills misses 2-pt jump shot from 19 ft,,80,66
336,3,0:26.0,,Defensive rebound by A. Tolliver,80,66
337,3,0:04.0,,B. Jennings misses 2-pt jump shot from 14 ft,80,66
338,3,0:04.0,,Offensive rebound by A. Drummond,80,66
339,3,0:03.0,,A. Drummond misses 2-pt jump shot from 4 ft (block by T. Duncan),80,66
340,3,0:03.0,Defensive rebound by Team,,80,66
341,3,0:03.0,,Technical foul by A. Drummond,80,66
342,3,0:03.0,K. Leonard makes technical free throw,,81,66
343,4,11:32.0,P. Mills misses 3-pt jump shot from 25 ft,,81,66
344,4,11:32.0,Offensive rebound by K. Leonard,,81,66
345,4,11:21.0,P. Mills misses 2-pt jump shot from 18 ft,,81,66
346,4,11:21.0,,Defensive rebound by K. Caldwell-Pope,81,66
347,4,11:16.0,,Turnover by B. Jennings (bad pass; steal by T. Duncan),81,66
348,4,11:09.0,P. Mills misses 2-pt layup at rim,,81,66
349,4,11:08.0,,Defensive rebound by A. Tolliver,81,66
350,4,11:06.0,,A. Drummond makes 2-pt dunk at rim (assist by B. Jennings),81,68
351,4,10:44.0,P. Mills makes 2-pt jump shot from 16 ft (assist by B. Diaw),,83,68
352,4,10:34.0,,B. Jennings makes 2-pt layup from 1 ft,83,70
353,4,10:34.0,,Shooting foul by P. Mills (drawn by B. Jennings),83,70
354,4,10:34.0,,B. Jennings makes free throw 1 of 1,83,71
355,4,10:15.0,B. Diaw misses 2-pt jump shot from 8 ft,,83,71
356,4,10:14.0,,Defensive rebound by A. Drummond,83,71
357,4,10:07.0,,A. Drummond makes 2-pt layup at rim (assist by B. Jennings),83,73
358,4,10:07.0,San Antonio full timeout,,83,73
359,4,10:07.0,M. Ginóbili enters the game for K. Leonard,,83,73
360,4,10:07.0,T. Parker enters the game for T. Duncan,,83,73
361,4,10:07.0,L. Aldridge enters the game for P. Mills,,83,73
362,4,9:49.0,L. Aldridge misses 2-pt jump shot from 10 ft,,83,73
363,4,9:48.0,,Defensive rebound by S. Johnson,83,73
364,4,9:42.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,83,73
365,4,9:41.0,,Offensive rebound by A. Drummond,83,73
366,4,9:37.0,,A. Drummond makes 2-pt layup from 1 ft,83,75
367,4,9:24.0,T. Parker makes 2-pt jump shot from 6 ft,,85,75
368,4,9:08.0,,S. Johnson misses 2-pt jump shot from 5 ft,85,75
369,4,9:08.0,,Offensive rebound by A. Drummond,85,75
370,4,9:07.0,,A. Drummond makes 2-pt layup at rim,85,77
371,4,8:56.0,Personal foul by S. Johnson (drawn by M. Ginóbili),,85,77
372,4,8:47.0,L. Aldridge makes 2-pt jump shot from 7 ft (assist by M. Ginóbili),,87,77
373,4,8:35.0,,Shooting foul by B. Diaw (drawn by A. Tolliver),87,77
374,4,8:35.0,,A. Tolliver misses free throw 1 of 3,87,77
375,4,8:35.0,,Offensive rebound by Team,87,77
376,4,8:35.0,,A. Tolliver makes free throw 2 of 3,87,78
377,4,8:35.0,,A. Tolliver misses free throw 3 of 3,87,78
378,4,8:34.0,Defensive rebound by L. Aldridge,,87,78
379,4,8:14.0,D. Green makes 3-pt jump shot from 23 ft (assist by L. Aldridge),,90,78
380,4,7:55.0,,B. Jennings misses 2-pt layup at rim,90,78
381,4,7:55.0,Defensive rebound by T. Parker,,90,78
382,4,7:43.0,T. Parker misses 2-pt jump shot from 6 ft,,90,78
