,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DETROIT_ACTION,SAN ANTONIO_SCORE,DETROIT_SCORE
0,1,11:41.0,T. Parker misses 2-pt jump shot from 17 ft,,0,0
1,1,11:40.0,,Defensive rebound by E. İlyasova,0,0
2,1,11:29.0,,A. Drummond makes 2-pt hook shot from 6 ft (assist by R. Jackson),0,2
3,1,11:20.0,L. Aldridge makes 2-pt jump shot from 13 ft (assist by D. Green),,2,2
4,1,11:04.0,,R. Jackson makes 2-pt layup at rim,2,4
5,1,10:46.0,Turnover by T. Parker (bad pass; steal by K. Caldwell-Pope),,2,4
6,1,10:41.0,,K. Caldwell-Pope makes 2-pt layup at rim,2,6
7,1,10:23.0,T. Duncan misses 2-pt jump shot from 9 ft,,2,6
8,1,10:22.0,Offensive rebound by L. Aldridge,,2,6
9,1,10:18.0,L. Aldridge makes 2-pt layup at rim,,4,6
10,1,9:58.0,,A. Drummond misses 2-pt hook shot from 6 ft,4,6
11,1,9:57.0,Defensive rebound by T. Duncan,,4,6
12,1,9:47.0,L. Aldridge makes 2-pt jump shot from 16 ft (assist by D. Green),,6,6
13,1,9:32.0,,E. İlyasova misses 2-pt jump shot from 17 ft,6,6
14,1,9:32.0,Defensive rebound by D. Green,,6,6
15,1,9:21.0,K. Leonard misses 2-pt jump shot from 6 ft,,6,6
16,1,9:19.0,Offensive rebound by L. Aldridge,,6,6
17,1,9:15.0,L. Aldridge misses 2-pt jump shot from 8 ft,,6,6
18,1,9:14.0,,Defensive rebound by E. İlyasova,6,6
19,1,9:03.0,,E. İlyasova misses 3-pt jump shot from 26 ft,6,6
20,1,9:03.0,,Offensive rebound by K. Caldwell-Pope,6,6
21,1,8:50.0,,Shooting foul by T. Parker (drawn by R. Jackson),6,6
22,1,8:50.0,,R. Jackson makes free throw 1 of 2,6,7
23,1,8:50.0,,R. Jackson makes free throw 2 of 2,6,8
24,1,8:37.0,,Offensive charge foul by L. Aldridge (drawn by E. İlyasova),6,8
25,1,8:37.0,Turnover by L. Aldridge (offensive foul),,6,8
26,1,8:25.0,,A. Drummond makes 2-pt dunk at rim (assist by K. Caldwell-Pope),6,10
27,1,8:11.0,K. Leonard misses 2-pt jump shot from 4 ft,,6,10
28,1,8:11.0,,Defensive rebound by E. İlyasova,6,10
29,1,8:01.0,,Turnover by R. Jackson (bad pass; steal by L. Aldridge),6,10
30,1,7:45.0,Turnover by T. Duncan (lost ball; steal by K. Caldwell-Pope),,6,10
31,1,7:39.0,,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by M. Morris),6,13
32,1,7:39.0,San Antonio full timeout,,6,13
33,1,7:18.0,D. Green makes 3-pt jump shot from 25 ft (assist by K. Leonard),,9,13
34,1,6:59.0,,M. Morris misses 2-pt jump shot from 12 ft,9,13
35,1,6:58.0,Defensive rebound by D. Green,,9,13
36,1,6:49.0,L. Aldridge misses 2-pt hook shot from 4 ft,,9,13
37,1,6:48.0,,Defensive rebound by A. Drummond,9,13
38,1,6:24.0,,R. Jackson misses 2-pt jump shot from 17 ft,9,13
39,1,6:23.0,Defensive rebound by D. Green,,9,13
40,1,6:07.0,T. Duncan misses 2-pt hook shot from 6 ft,,9,13
41,1,6:06.0,,Defensive rebound by R. Jackson,9,13
42,1,6:00.0,,Turnover by E. İlyasova (dbl dribble),9,13
43,1,5:49.0,Personal foul by A. Drummond (drawn by T. Duncan),,9,13
44,1,5:49.0,M. Ginóbili enters the game for D. Green,,9,13
45,1,5:49.0,B. Diaw enters the game for T. Duncan,,9,13
46,1,5:44.0,Turnover by T. Parker (bad pass; steal by R. Jackson),,9,13
47,1,5:37.0,,M. Morris makes 2-pt layup at rim (assist by R. Jackson),9,15
48,1,5:25.0,Turnover by L. Aldridge (bad pass),,9,15
49,1,5:25.0,P. Mills enters the game for T. Parker,,9,15
50,1,5:05.0,,M. Morris misses 2-pt jump shot from 13 ft,9,15
51,1,5:04.0,Defensive rebound by M. Ginóbili,,9,15
52,1,4:57.0,B. Diaw misses 2-pt jump shot from 17 ft,,9,15
53,1,4:56.0,,Defensive rebound by E. İlyasova,9,15
54,1,4:50.0,,E. İlyasova misses 3-pt jump shot from 26 ft,9,15
55,1,4:50.0,Defensive rebound by Team,,9,15
56,1,4:50.0,,Loose ball foul by A. Drummond (drawn by K. Leonard),9,15
57,1,4:50.0,,A. Baynes enters the game for A. Drummond,9,15
58,1,4:33.0,B. Diaw misses 3-pt jump shot from 25 ft,,9,15
59,1,4:31.0,,Defensive rebound by K. Caldwell-Pope,9,15
60,1,4:23.0,,E. İlyasova makes 2-pt layup at rim (assist by K. Caldwell-Pope),9,17
61,1,4:16.0,Offensive foul by K. Leonard (drawn by E. İlyasova),,9,17
62,1,4:16.0,Turnover by K. Leonard (offensive foul),,9,17
63,1,4:02.0,,A. Baynes misses 2-pt jump shot from 11 ft,9,17
64,1,4:02.0,Defensive rebound by P. Mills,,9,17
65,1,3:56.0,Personal foul by E. İlyasova (drawn by B. Diaw),,9,17
66,1,3:56.0,J. Simmons enters the game for K. Leonard,,9,17
67,1,3:44.0,L. Aldridge makes 2-pt jump shot from 18 ft (assist by P. Mills),,11,17
68,1,3:40.0,,Turnover by R. Jackson (traveling),11,17
69,1,3:40.0,B. Marjanović enters the game for L. Aldridge,,11,17
70,1,3:40.0,,S. Johnson enters the game for M. Morris,11,17
71,1,3:29.0,M. Ginóbili misses 2-pt layup at rim,,11,17
72,1,3:28.0,,Defensive rebound by A. Baynes,11,17
73,1,3:18.0,,A. Baynes makes 2-pt layup at rim (assist by R. Jackson),11,19
74,1,2:55.0,B. Diaw makes 2-pt layup at rim,,13,19
75,1,2:35.0,,R. Jackson misses 2-pt jump shot from 11 ft,13,19
76,1,2:34.0,Defensive rebound by M. Ginóbili,,13,19
77,1,2:32.0,Personal foul by S. Johnson (drawn by J. Simmons),,13,19
78,1,2:32.0,,Detroit full timeout,13,19
79,1,2:32.0,,B. Jennings enters the game for R. Jackson,13,19
80,1,2:19.0,B. Diaw misses 2-pt hook shot from 5 ft,,13,19
81,1,2:18.0,Offensive rebound by B. Diaw,,13,19
82,1,2:16.0,Turnover by B. Diaw (lost ball),,13,19
83,1,2:01.0,,S. Johnson misses 2-pt jump shot from 10 ft,13,19
84,1,2:01.0,Defensive rebound by M. Ginóbili,,13,19
85,1,2:01.0,,Loose ball foul by A. Baynes (drawn by M. Ginóbili),13,19
86,1,2:01.0,M. Ginóbili makes free throw 1 of 2,,14,19
87,1,2:01.0,M. Ginóbili makes free throw 2 of 2,,15,19
88,1,1:42.0,,E. İlyasova misses 2-pt jump shot from 6 ft,15,19
89,1,1:39.0,Defensive rebound by M. Ginóbili,,15,19
90,1,1:32.0,B. Diaw makes 2-pt layup at rim (assist by B. Marjanović),,17,19
91,1,1:32.0,,Turnover by E. İlyasova (bad pass; steal by P. Mills),17,19
92,1,1:30.0,P. Mills misses 2-pt layup from 1 ft,,17,19
93,1,1:29.0,,Defensive rebound by E. İlyasova,17,19
94,1,1:09.0,,S. Johnson misses 2-pt jump shot from 10 ft,17,19
95,1,1:08.0,,Offensive rebound by A. Baynes,17,19
96,1,1:03.0,,A. Baynes misses 2-pt layup at rim,17,19
97,1,1:03.0,Defensive rebound by B. Marjanović,,17,19
98,1,1:00.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by B. Diaw),,20,19
99,1,0:48.0,,A. Baynes misses 2-pt layup at rim (block by J. Simmons),20,19
100,1,0:45.0,Defensive rebound by B. Diaw,,20,19
101,1,0:45.0,Personal foul by E. İlyasova (drawn by B. Diaw),,20,19
102,1,0:45.0,B. Diaw makes free throw 1 of 2,,21,19
103,1,0:45.0,,A. Tolliver enters the game for E. İlyasova,21,19
104,1,0:45.0,B. Diaw makes free throw 2 of 2,,22,19
105,1,0:36.0,,Shooting foul by J. Simmons (drawn by K. Caldwell-Pope),22,19
106,1,0:36.0,,K. Caldwell-Pope makes free throw 1 of 2,22,20
107,1,0:36.0,,K. Caldwell-Pope misses free throw 2 of 2,22,20
108,1,0:35.0,,Offensive rebound by A. Baynes,22,20
109,1,0:34.0,,A. Baynes makes 2-pt layup at rim,22,22
110,1,0:16.0,M. Ginóbili makes 2-pt jump shot from 9 ft,,24,22
111,1,0:01.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft,24,25
112,1,0:00.0,M. Ginóbili misses 3-pt jump shot from 48 ft,,24,25
113,1,0:00.0,Offensive rebound by Team,,24,25
114,2,11:33.0,,A. Baynes makes 2-pt jump shot from 10 ft (assist by S. Johnson),24,27
115,2,11:14.0,J. Simmons misses 3-pt jump shot from 25 ft,,24,27
116,2,11:13.0,,Defensive rebound by S. Johnson,24,27
117,2,11:00.0,,A. Tolliver misses 3-pt jump shot from 25 ft,24,27
118,2,11:00.0,Defensive rebound by T. Duncan,,24,27
119,2,10:57.0,Turnover by J. Simmons (palming),,24,27
120,2,10:57.0,,A. Drummond enters the game for A. Baynes,24,27
121,2,10:32.0,,B. Jennings makes 2-pt jump shot from 9 ft,24,29
122,2,10:09.0,J. Simmons misses 2-pt jump shot from 8 ft,,24,29
123,2,10:08.0,Offensive rebound by T. Duncan,,24,29
124,2,10:05.0,T. Duncan makes 2-pt layup at rim,,26,29
125,2,9:54.0,,Shooting foul by J. Simmons (drawn by M. Morris),26,29
126,2,9:54.0,,M. Morris makes free throw 1 of 2,26,30
127,2,9:54.0,K. Leonard enters the game for J. Simmons,,26,30
128,2,9:54.0,,M. Morris makes free throw 2 of 2,26,31
129,2,9:40.0,M. Ginóbili makes 2-pt layup at rim,,28,31
130,2,9:27.0,,Shooting foul by T. Duncan (drawn by A. Drummond),28,31
131,2,9:27.0,,A. Drummond misses free throw 1 of 2,28,31
132,2,9:27.0,,Offensive rebound by Team,28,31
133,2,9:27.0,D. Green enters the game for M. Ginóbili,,28,31
134,2,9:27.0,,A. Drummond misses free throw 2 of 2,28,31
135,2,9:27.0,Defensive rebound by P. Mills,,28,31
136,2,9:09.0,Shooting foul by M. Morris (drawn by B. Diaw),,28,31
137,2,9:09.0,B. Diaw makes free throw 1 of 2,,29,31
138,2,9:09.0,B. Diaw makes free throw 2 of 2,,30,31
139,2,8:56.0,,M. Morris misses 3-pt jump shot from 23 ft,30,31
140,2,8:55.0,Defensive rebound by T. Duncan,,30,31
141,2,8:49.0,P. Mills misses 2-pt jump shot from 18 ft,,30,31
142,2,8:48.0,Offensive rebound by D. Green,,30,31
143,2,8:41.0,T. Duncan misses 2-pt layup from 1 ft,,30,31
144,2,8:40.0,Offensive rebound by T. Duncan,,30,31
145,2,8:40.0,Shooting foul by A. Drummond (drawn by T. Duncan),,30,31
146,2,8:40.0,Official timeout,,30,31
147,2,8:40.0,L. Aldridge enters the game for B. Diaw,,30,31
148,2,8:40.0,T. Parker enters the game for P. Mills,,30,31
149,2,8:40.0,,A. Baynes enters the game for A. Drummond,30,31
150,2,8:40.0,T. Duncan makes free throw 1 of 2,,31,31
151,2,8:40.0,T. Duncan makes free throw 2 of 2,,32,31
152,2,8:29.0,,Shooting foul by T. Duncan (drawn by S. Johnson),32,31
153,2,8:29.0,,S. Johnson makes free throw 1 of 2,32,32
154,2,8:29.0,,S. Johnson makes free throw 2 of 2,32,33
155,2,8:18.0,K. Leonard makes 2-pt dunk at rim (assist by T. Duncan),,34,33
156,2,7:59.0,,A. Baynes misses 2-pt hook shot from 4 ft,34,33
157,2,7:59.0,Defensive rebound by Team,,34,33
158,2,7:42.0,L. Aldridge makes 2-pt jump shot from 14 ft (assist by T. Parker),,36,33
159,2,7:28.0,Offensive charge foul by S. Johnson (drawn by L. Aldridge),,36,33
160,2,7:28.0,,Turnover by S. Johnson (offensive foul),36,33
161,2,7:28.0,,K. Caldwell-Pope enters the game for S. Johnson,36,33
162,2,7:17.0,L. Aldridge misses 2-pt jump shot from 15 ft,,36,33
163,2,7:14.0,,Defensive rebound by M. Morris,36,33
164,2,7:08.0,,B. Jennings misses 2-pt jump shot from 11 ft,36,33
165,2,7:07.0,,Offensive rebound by A. Baynes,36,33
166,2,7:04.0,,A. Baynes makes 2-pt layup at rim,36,35
167,2,6:57.0,L. Aldridge misses 2-pt layup at rim,,36,35
168,2,6:57.0,Offensive rebound by Team,,36,35
169,2,6:57.0,,Loose ball foul by M. Morris (drawn by L. Aldridge),36,35
170,2,6:45.0,L. Aldridge misses 2-pt layup from 1 ft (block by A. Baynes),,36,35
171,2,6:44.0,,Defensive rebound by A. Tolliver,36,35
172,2,6:39.0,,M. Morris misses 3-pt jump shot from 25 ft,36,35
173,2,6:38.0,Defensive rebound by L. Aldridge,,36,35
174,2,6:28.0,T. Duncan makes 2-pt layup at rim (assist by D. Green),,38,35
175,2,6:12.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,38,35
176,2,6:11.0,Defensive rebound by T. Parker,,38,35
177,2,5:57.0,T. Parker misses 2-pt jump shot from 4 ft,,38,35
178,2,5:56.0,,Defensive rebound by M. Morris,38,35
179,2,5:48.0,,K. Caldwell-Pope misses 2-pt layup from 1 ft (block by K. Leonard),38,35
180,2,5:47.0,Defensive rebound by D. Green,,38,35
181,2,5:45.0,,Offensive charge foul by K. Leonard (drawn by A. Baynes),38,35
182,2,5:45.0,Turnover by K. Leonard (offensive foul),,38,35
183,2,5:45.0,,Detroit full timeout,38,35
184,2,5:45.0,,R. Jackson enters the game for B. Jennings,38,35
185,2,5:45.0,,E. İlyasova enters the game for A. Tolliver,38,35
186,2,5:28.0,,A. Baynes misses 2-pt hook shot from 5 ft,38,35
187,2,5:26.0,Defensive rebound by L. Aldridge,,38,35
188,2,5:15.0,T. Duncan makes 2-pt hook shot from 6 ft,,40,35
189,2,5:15.0,Shooting foul by A. Baynes (drawn by T. Duncan),,40,35
190,2,5:15.0,T. Duncan makes free throw 1 of 1,,41,35
191,2,5:00.0,,Turnover by E. İlyasova (bad pass; steal by T. Duncan),41,35
192,2,4:47.0,T. Parker makes 2-pt jump shot from 14 ft (assist by T. Duncan),,43,35
193,2,4:33.0,,R. Jackson misses 2-pt layup at rim,43,35
194,2,4:32.0,Defensive rebound by T. Duncan,,43,35
195,2,4:27.0,Turnover by D. Green (bad pass; steal by E. İlyasova),,43,35
196,2,4:19.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by R. Jackson),43,38
197,2,4:18.0,San Antonio full timeout,,43,38
198,2,4:18.0,M. Ginóbili enters the game for D. Green,,43,38
199,2,4:03.0,L. Aldridge misses 2-pt jump shot from 5 ft,,43,38
200,2,4:03.0,,Defensive rebound by M. Morris,43,38
201,2,3:57.0,,Turnover by R. Jackson (lost ball; steal by T. Duncan),43,38
202,2,3:46.0,M. Ginóbili misses 2-pt jump shot from 4 ft,,43,38
