,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CLEVELAND_ACTION,PHILADELPHIA_SCORE,CLEVELAND_SCORE
99,1,0:43.0,T. Wroten makes 2-pt layup from 2 ft,,23,21
100,1,0:35.0,,M. Dellavedova misses 3-pt jump shot from 26 ft,23,21
101,1,0:35.0,Defensive rebound by R. Holmes,,23,21
102,1,0:27.0,T. Wroten misses 3-pt jump shot from 24 ft,,23,21
103,1,0:26.0,,Defensive rebound by Team,23,21
104,1,0:02.0,,Turnover by M. Dellavedova (bad pass; steal by R. Holmes),23,21
105,1,0:01.0,T. Wroten makes 2-pt layup at rim (assist by R. Holmes),,25,21
106,2,11:41.0,,K. Irving misses 2-pt layup from 2 ft,25,21
107,2,11:39.0,Defensive rebound by J. Sampson,,25,21
108,2,11:33.0,H. Thompson misses 3-pt jump shot from 23 ft,,25,21
109,2,11:32.0,Offensive rebound by J. Grant,,25,21
110,2,11:29.0,Shooting foul by K. Love (drawn by J. Sampson),,25,21
111,2,11:29.0,J. Sampson makes free throw 1 of 2,,26,21
112,2,11:29.0,J. Sampson misses free throw 2 of 2,,26,21
113,2,11:28.0,,Defensive rebound by A. Varejão,26,21
114,2,11:06.0,,R. Jefferson makes 3-pt jump shot from 24 ft (assist by I. Shumpert),26,24
115,2,10:56.0,J. Grant misses 2-pt layup from 2 ft,,26,24
116,2,10:56.0,,Defensive rebound by Team,26,24
117,2,10:56.0,,Personal foul by J. Okafor (drawn by A. Varejão),26,24
118,2,10:56.0,I. Canaan enters the game for H. Thompson,,26,24
119,2,10:56.0,K. Marshall enters the game for T. Wroten,,26,24
120,2,10:56.0,R. Covington enters the game for J. Sampson,,26,24
121,2,10:46.0,,Personal foul by J. Grant (drawn by K. Love),26,24
122,2,10:35.0,,K. Irving misses 2-pt jump shot from 8 ft,26,24
123,2,10:35.0,Defensive rebound by Team,,26,24
124,2,10:35.0,,Loose ball foul by K. Love (drawn by J. Grant),26,24
125,2,10:35.0,,T. Thompson enters the game for K. Love,26,24
126,2,10:16.0,I. Canaan misses 3-pt jump shot from 22 ft,,26,24
127,2,10:16.0,,Defensive rebound by A. Varejão,26,24
128,2,10:03.0,,A. Varejão misses 2-pt jump shot from 14 ft,26,24
129,2,10:03.0,Defensive rebound by R. Covington,,26,24
130,2,9:54.0,Turnover by I. Canaan (bad pass; steal by A. Varejão),,26,24
131,2,9:45.0,,L. James enters the game for R. Jefferson,26,24
132,2,9:45.0,,J. Smith enters the game for I. Shumpert,26,24
133,2,9:40.0,,J. Smith makes 2-pt jump shot from 9 ft (assist by A. Varejão),26,26
134,2,9:40.0,,Shooting foul by K. Marshall (drawn by J. Smith),26,26
135,2,9:40.0,,J. Smith makes free throw 1 of 1,26,27
136,2,9:16.0,K. Marshall misses 3-pt jump shot from 41 ft,,26,27
137,2,9:16.0,Offensive rebound by Team,,26,27
138,2,9:16.0,Turnover by Team (shot clock),,26,27
139,2,9:05.0,,K. Irving misses 2-pt layup from 3 ft (block by J. Grant),26,27
140,2,9:04.0,Defensive rebound by R. Covington,,26,27
141,2,9:02.0,Turnover by R. Covington (bad pass; steal by L. James),,26,27
142,2,8:58.0,,K. Irving makes 2-pt layup at rim (assist by L. James),26,29
143,2,8:56.0,Philadelphia full timeout,,26,29
144,2,8:44.0,Turnover by K. Marshall (bad pass),,26,29
145,2,8:20.0,,L. James misses 3-pt jump shot from 24 ft,26,29
146,2,8:19.0,Defensive rebound by Team,,26,29
147,2,8:06.0,N. Noel enters the game for J. Grant,,26,29
148,2,8:06.0,,T. Mozgov enters the game for A. Varejão,26,29
149,2,8:06.0,Turnover by K. Marshall (lost ball; steal by K. Irving),,26,29
150,2,8:00.0,,Turnover by L. James (bad pass; steal by N. Noel),26,29
151,2,7:48.0,R. Covington misses 2-pt layup from 1 ft,,26,29
152,2,7:47.0,,Defensive rebound by K. Irving,26,29
153,2,7:41.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by L. James),26,32
154,2,7:20.0,K. Marshall makes 2-pt layup from 1 ft,,28,32
155,2,7:16.0,,Cleveland full timeout,28,32
156,2,7:16.0,H. Thompson enters the game for R. Covington,,28,32
157,2,7:16.0,,M. Dellavedova enters the game for K. Irving,28,32
158,2,7:07.0,,J. Smith misses 2-pt jump shot from 8 ft,28,32
159,2,7:07.0,,Offensive rebound by Team,28,32
160,2,6:54.0,,J. Smith misses 2-pt jump shot from 20 ft,28,32
161,2,6:54.0,Defensive rebound by I. Canaan,,28,32
162,2,6:43.0,J. Okafor misses 2-pt jump shot from 9 ft,,28,32
163,2,6:42.0,,Defensive rebound by L. James,28,32
164,2,6:35.0,,L. James makes 2-pt jump shot from 18 ft,28,34
165,2,6:12.0,I. Canaan misses 3-pt jump shot from 23 ft,,28,34
166,2,6:11.0,Offensive rebound by N. Noel,,28,34
167,2,6:06.0,J. Okafor makes 2-pt dunk at rim (assist by N. Noel),,30,34
168,2,5:45.0,,M. Dellavedova makes 2-pt jump shot from 16 ft,30,36
169,2,5:26.0,Turnover by K. Marshall (back court),,30,36
170,2,5:18.0,,L. James misses 2-pt jump shot from 22 ft,30,36
171,2,5:17.0,Defensive rebound by J. Okafor,,30,36
172,2,5:03.0,I. Canaan misses 2-pt layup from 2 ft (block by T. Mozgov),,30,36
173,2,5:03.0,Offensive rebound by Team,,30,36
174,2,5:03.0,T. Wroten enters the game for K. Marshall,,30,36
175,2,5:03.0,R. Holmes enters the game for J. Okafor,,30,36
176,2,4:57.0,Turnover by T. Wroten (step out of bounds),,30,36
177,2,4:46.0,,L. James makes 2-pt jump shot from 6 ft,30,38
178,2,4:34.0,I. Canaan makes 3-pt jump shot from 23 ft (assist by T. Wroten),,33,38
179,2,4:19.0,,Personal foul by N. Noel (drawn by T. Thompson),33,38
180,2,4:08.0,,L. James misses 2-pt jump shot from 7 ft,33,38
181,2,4:07.0,,Offensive rebound by T. Mozgov,33,38
182,2,4:03.0,,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by T. Mozgov),33,41
183,2,4:03.0,Philadelphia full timeout,,33,41
184,2,3:49.0,Turnover by T. Wroten (bad pass; steal by J. Smith),,33,41
185,2,3:45.0,,Shooting foul by I. Canaan (drawn by T. Thompson),33,41
186,2,3:45.0,,T. Thompson makes free throw 1 of 2,33,42
187,2,3:45.0,,T. Thompson makes free throw 2 of 2,33,43
188,2,3:30.0,T. Wroten misses 2-pt layup from 1 ft,,33,43
189,2,3:29.0,,Defensive rebound by T. Thompson,33,43
190,2,3:24.0,,L. James makes 2-pt layup at rim,33,45
191,2,3:08.0,Turnover by R. Holmes (lost ball; steal by L. James),,33,45
192,2,3:02.0,,L. James makes 2-pt dunk at rim (assist by J. Smith),33,47
193,2,3:02.0,Philadelphia full timeout,,33,47
194,2,3:02.0,R. Covington enters the game for N. Noel,,33,47
195,2,3:02.0,J. Okafor enters the game for I. Canaan,,33,47
196,2,3:02.0,T. McConnell enters the game for H. Thompson,,33,47
197,2,3:02.0,J. Sampson enters the game for T. Wroten,,33,47
198,2,3:02.0,J. Grant enters the game for R. Holmes,,33,47
199,2,2:48.0,J. Sampson misses 2-pt layup from 2 ft,,33,47
200,2,2:47.0,Offensive rebound by J. Okafor,,33,47
201,2,2:47.0,J. Okafor misses 2-pt layup from 1 ft,,33,47
202,2,2:47.0,Offensive rebound by J. Okafor,,33,47
203,2,2:47.0,Shooting foul by J. Smith (drawn by J. Okafor),,33,47
204,2,2:47.0,J. Okafor makes free throw 1 of 2,,34,47
205,2,2:47.0,J. Okafor makes free throw 2 of 2,,35,47
206,2,2:44.0,,Personal foul by T. McConnell (drawn by M. Dellavedova),35,47
207,2,2:44.0,,M. Dellavedova makes free throw 1 of 2,35,48
208,2,2:44.0,,M. Dellavedova makes free throw 2 of 2,35,49
209,2,2:34.0,J. Grant misses 2-pt layup at rim,,35,49
210,2,2:33.0,Offensive rebound by J. Grant,,35,49
211,2,2:32.0,J. Grant misses 2-pt layup from 2 ft (block by M. Dellavedova),,35,49
212,2,2:32.0,Offensive rebound by Team,,35,49
213,2,2:31.0,Personal foul by M. Dellavedova (drawn by J. Grant),,35,49
214,2,2:16.0,Turnover by T. McConnell (bad pass; steal by L. James),,35,49
215,2,2:12.0,,Shooting foul by J. Sampson (drawn by L. James),35,49
216,2,2:12.0,,L. James misses free throw 1 of 2,35,49
217,2,2:12.0,,Offensive rebound by Team,35,49
218,2,2:12.0,,L. James makes free throw 2 of 2,35,50
219,2,1:59.0,Shooting foul by T. Mozgov (drawn by J. Okafor),,35,50
220,2,1:59.0,J. Okafor makes free throw 1 of 2,,36,50
221,2,1:59.0,J. Okafor misses free throw 2 of 2,,36,50
222,2,1:58.0,,Defensive rebound by L. James,36,50
223,2,1:37.0,,T. Mozgov misses 3-pt jump shot from 23 ft,36,50
224,2,1:37.0,Defensive rebound by T. McConnell,,36,50
225,2,1:28.0,R. Covington misses 3-pt jump shot from 24 ft,,36,50
226,2,1:27.0,,Defensive rebound by T. Mozgov,36,50
227,2,1:22.0,,L. James makes 2-pt dunk at rim (assist by J. Smith),36,52
228,2,1:00.0,J. Okafor misses 2-pt jump shot from 15 ft,,36,52
229,2,1:00.0,,Defensive rebound by J. Smith,36,52
230,2,0:51.0,,M. Dellavedova makes 3-pt jump shot from 23 ft (assist by L. James),36,55
231,2,0:45.0,J. Sampson misses 2-pt layup from 1 ft,,36,55
232,2,0:42.0,Offensive rebound by R. Covington,,36,55
233,2,0:42.0,R. Covington makes 2-pt layup at rim,,38,55
234,2,0:22.0,,L. James misses 3-pt jump shot from 25 ft,38,55
235,2,0:21.0,Defensive rebound by T. McConnell,,38,55
236,2,0:00.0,J. Grant misses 3-pt jump shot from 40 ft (block by L. James),,38,55
237,2,0:00.0,Offensive rebound by Team,,38,55
238,3,11:46.0,,L. James misses 2-pt jump shot from 8 ft,38,55
239,3,11:45.0,Defensive rebound by N. Noel,,38,55
240,3,11:37.0,Shooting foul by K. Irving (drawn by K. Marshall),,38,55
241,3,11:37.0,K. Marshall makes free throw 1 of 2,,39,55
242,3,11:37.0,K. Marshall makes free throw 2 of 2,,40,55
243,3,11:18.0,,Shooting foul by N. Noel (drawn by K. Love),40,55
244,3,11:18.0,,K. Love makes free throw 1 of 2,40,56
245,3,11:18.0,,K. Love makes free throw 2 of 2,40,57
246,3,11:04.0,K. Marshall misses 2-pt jump shot from 11 ft,,40,57
247,3,11:02.0,,Defensive rebound by T. Mozgov,40,57
248,3,10:57.0,,K. Irving makes 2-pt layup at rim,40,59
249,3,10:49.0,R. Covington misses 3-pt jump shot from 24 ft,,40,59
250,3,10:49.0,Offensive rebound by J. Okafor,,40,59
251,3,10:41.0,J. Okafor misses 2-pt layup from 2 ft,,40,59
252,3,10:39.0,,Defensive rebound by T. Mozgov,40,59
253,3,10:31.0,,K. Irving makes 3-pt jump shot from 24 ft,40,62
254,3,10:31.0,Philadelphia full timeout,,40,62
255,3,10:06.0,I. Canaan misses 2-pt jump shot from 6 ft,,40,62
256,3,10:04.0,,Defensive rebound by K. Love,40,62
257,3,9:51.0,,K. Irving misses 2-pt layup from 1 ft,40,62
258,3,9:49.0,Defensive rebound by K. Marshall,,40,62
259,3,9:41.0,R. Covington makes 3-pt jump shot from 28 ft (assist by K. Marshall),,43,62
260,3,9:29.0,,K. Love makes 3-pt jump shot from 26 ft (assist by K. Irving),43,65
261,3,9:13.0,I. Canaan misses 3-pt jump shot from 25 ft,,43,65
262,3,9:12.0,,Defensive rebound by J. Smith,43,65
263,3,9:07.0,,J. Smith makes 2-pt jump shot from 7 ft,43,67
264,3,8:46.0,Shooting foul by T. Mozgov (drawn by N. Noel),,43,67
265,3,8:46.0,N. Noel misses free throw 1 of 2,,43,67
266,3,8:46.0,Offensive rebound by Team,,43,67
267,3,8:46.0,N. Noel makes free throw 2 of 2,,44,67
268,3,8:36.0,,Turnover by L. James (bad pass),44,67
269,3,8:29.0,Turnover by N. Noel (lost ball; steal by K. Love),,44,67
270,3,8:23.0,,K. Irving makes 2-pt layup at rim,44,69
271,3,8:11.0,J. Okafor misses 2-pt jump shot from 7 ft,,44,69
272,3,8:10.0,,Defensive rebound by T. Mozgov,44,69
273,3,8:08.0,,Shooting foul by I. Canaan (drawn by L. James),44,69
274,3,8:08.0,,L. James makes free throw 1 of 2,44,70
275,3,8:08.0,,M. Dellavedova enters the game for K. Irving,44,70
276,3,8:08.0,J. Sampson enters the game for R. Covington,,44,70
277,3,8:08.0,,L. James makes free throw 2 of 2,44,71
278,3,7:54.0,K. Marshall makes 2-pt jump shot from 12 ft,,46,71
279,3,7:34.0,,K. Love misses 3-pt jump shot from 25 ft,46,71
280,3,7:33.0,Defensive rebound by J. Okafor,,46,71
281,3,7:25.0,K. Marshall misses 2-pt jump shot from 16 ft,,46,71
282,3,7:25.0,,Defensive rebound by T. Mozgov,46,71
283,3,7:10.0,,L. James makes 2-pt layup from 1 ft,46,73
284,3,6:47.0,N. Noel misses 2-pt jump shot from 9 ft,,46,73
285,3,6:46.0,,Defensive rebound by T. Mozgov,46,73
286,3,6:43.0,,L. James makes 2-pt dunk at rim (assist by J. Smith),46,75
287,3,6:26.0,J. Okafor misses 2-pt jump shot from 6 ft,,46,75
288,3,6:25.0,,Defensive rebound by K. Love,46,75
289,3,6:18.0,,L. James misses 3-pt jump shot from 25 ft,46,75
290,3,6:17.0,Defensive rebound by N. Noel,,46,75
291,3,6:03.0,I. Canaan misses 3-pt jump shot from 24 ft,,46,75
292,3,6:03.0,Offensive rebound by N. Noel,,46,75
293,3,6:03.0,Shooting foul by K. Love (drawn by N. Noel),,46,75
294,3,6:03.0,N. Noel misses free throw 1 of 2,,46,75
295,3,6:03.0,Offensive rebound by Team,,46,75
296,3,6:03.0,T. Wroten enters the game for K. Marshall,,46,75
297,3,6:03.0,,I. Shumpert enters the game for J. Smith,46,75
298,3,6:03.0,,R. Jefferson enters the game for L. James,46,75
299,3,6:03.0,N. Noel makes free throw 2 of 2,,47,75
300,3,5:53.0,,Personal foul by I. Canaan (drawn by I. Shumpert),47,75
301,3,5:53.0,J. Grant enters the game for N. Noel,,47,75
302,3,5:53.0,H. Thompson enters the game for I. Canaan,,47,75
303,3,5:46.0,,I. Shumpert misses 2-pt jump shot from 9 ft,47,75
304,3,5:45.0,Defensive rebound by T. Wroten,,47,75
305,3,5:38.0,H. Thompson misses 3-pt jump shot from 24 ft,,47,75
306,3,5:38.0,Offensive rebound by J. Sampson,,47,75
307,3,5:31.0,J. Grant misses 2-pt jump shot from 4 ft,,47,75
308,3,5:30.0,Offensive rebound by J. Okafor,,47,75
309,3,5:28.0,Shooting foul by R. Jefferson (drawn by T. Wroten),,47,75
310,3,5:28.0,T. Wroten makes free throw 1 of 2,,48,75
311,3,5:28.0,T. Wroten makes free throw 2 of 2,,49,75
312,3,5:12.0,,M. Dellavedova makes 2-pt jump shot from 7 ft (assist by R. Jefferson),49,77
313,3,4:56.0,T. Wroten misses 3-pt jump shot from 25 ft,,49,77
314,3,4:56.0,,Defensive rebound by Team,49,77
315,3,4:40.0,,Personal foul by H. Thompson (drawn by K. Love),49,77
316,3,4:34.0,,T. Mozgov misses 2-pt jump shot from 7 ft,49,77
317,3,4:33.0,Defensive rebound by J. Sampson,,49,77
318,3,4:24.0,J. Sampson makes 2-pt layup from 1 ft (assist by T. Wroten),,51,77
319,3,4:12.0,,M. Dellavedova misses 2-pt jump shot from 9 ft,51,77
320,3,4:11.0,Defensive rebound by T. Wroten,,51,77
321,3,4:02.0,H. Thompson makes 3-pt jump shot from 25 ft (assist by J. Sampson),,54,77
322,3,3:45.0,,R. Jefferson misses 3-pt jump shot from 24 ft,54,77
323,3,3:44.0,Defensive rebound by J. Okafor,,54,77
324,3,3:23.0,T. Wroten misses 3-pt jump shot from 24 ft,,54,77
325,3,3:23.0,Offensive rebound by H. Thompson,,54,77
326,3,3:13.0,H. Thompson makes 3-pt jump shot from 26 ft,,57,77
327,3,3:10.0,,Cleveland full timeout,57,77
328,3,3:10.0,R. Holmes enters the game for J. Okafor,,57,77
329,3,3:10.0,,T. Thompson enters the game for T. Mozgov,57,77
330,3,2:56.0,,Personal foul by J. Grant (drawn by K. Love),57,77
331,3,2:56.0,,K. Love misses free throw 1 of 2,57,77
332,3,2:56.0,,Offensive rebound by Team,57,77
333,3,2:56.0,,K. Love makes free throw 2 of 2,57,78
334,3,2:38.0,J. Grant makes 2-pt dunk at rim (assist by J. Sampson),,59,78
335,3,2:20.0,,M. Dellavedova makes 3-pt jump shot from 24 ft,59,81
336,3,2:14.0,Turnover by T. Wroten (lost ball),,59,81
337,3,1:52.0,,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by T. Thompson),59,84
338,3,1:38.0,Turnover by J. Sampson (lost ball; steal by M. Dellavedova),,59,84
339,3,1:30.0,,M. Dellavedova makes 2-pt layup from 1 ft,59,86
340,3,1:16.0,T. Wroten misses 3-pt jump shot from 25 ft,,59,86
341,3,1:16.0,,Defensive rebound by T. Thompson,59,86
342,3,1:01.0,,T. Thompson misses 2-pt hook shot from 12 ft,59,86
343,3,1:00.0,Defensive rebound by J. Sampson,,59,86
344,3,0:51.0,T. Wroten misses 2-pt jump shot from 6 ft (block by M. Dellavedova),,59,86
345,3,0:49.0,,Defensive rebound by I. Shumpert,59,86
346,3,0:41.0,,Shooting foul by R. Holmes (drawn by K. Love),59,86
347,3,0:41.0,,Technical foul by Team,59,86
348,3,0:41.0,R. Holmes makes technical free throw,,60,86
349,3,0:41.0,,K. Love makes free throw 1 of 2,60,87
350,3,0:41.0,,J. Cunningham enters the game for M. Dellavedova,60,87
351,3,0:41.0,I. Canaan enters the game for J. Sampson,,60,87
352,3,0:41.0,,K. Love makes free throw 2 of 2,60,88
353,3,0:17.0,R. Holmes misses 3-pt jump shot from 24 ft,,60,88
354,3,0:17.0,Offensive rebound by Team,,60,88
355,3,0:17.0,Turnover by Team (shot clock),,60,88
356,3,0:00.0,,J. Cunningham misses 3-pt jump shot from 24 ft,60,88
357,3,0:00.0,,Offensive rebound by Team,60,88
358,4,11:42.0,H. Thompson misses 2-pt jump shot from 21 ft,,60,88
359,4,11:42.0,,Defensive rebound by T. Thompson,60,88
360,4,11:31.0,,I. Shumpert misses 2-pt jump shot from 17 ft,60,88
361,4,11:31.0,Defensive rebound by N. Noel,,60,88
362,4,11:18.0,T. McConnell misses 2-pt jump shot from 9 ft,,60,88
363,4,11:18.0,Offensive rebound by N. Stauskas,,60,88
364,4,11:11.0,Turnover by T. McConnell (bad pass; steal by I. Shumpert),,60,88
365,4,10:59.0,,I. Shumpert makes 2-pt jump shot from 12 ft,60,90
366,4,10:40.0,N. Noel misses 2-pt hook shot from 7 ft,,60,90
367,4,10:40.0,,Defensive rebound by J. Jones,60,90
368,4,10:29.0,,J. Jones makes 2-pt jump shot from 23 ft (assist by I. Shumpert),60,92
369,4,10:29.0,Philadelphia full timeout,,60,92
370,4,10:29.0,J. Sampson enters the game for R. Holmes,,60,92
371,4,10:29.0,,K. Irving enters the game for I. Shumpert,60,92
372,4,10:16.0,J. Sampson makes 2-pt dunk at rim (assist by T. McConnell),,62,92
373,4,9:59.0,,J. Jones misses 3-pt jump shot from 24 ft,62,92
374,4,9:58.0,,Offensive rebound by T. Thompson,62,92
375,4,9:38.0,,K. Irving misses 2-pt jump shot from 16 ft,62,92
376,4,9:38.0,Defensive rebound by Team,,62,92
377,4,9:38.0,,Loose ball foul by T. Thompson (drawn by T. McConnell),62,92
378,4,9:31.0,Turnover by T. McConnell (bad pass; steal by K. Irving),,62,92
379,4,9:23.0,,R. Jefferson makes 3-pt jump shot from 22 ft (assist by K. Irving),62,95
380,4,8:56.0,N. Noel makes 2-pt jump shot from 14 ft,,64,95
381,4,8:36.0,,Turnover by K. Irving (bad pass; steal by N. Stauskas),64,95
382,4,8:25.0,H. Thompson misses 2-pt layup from 2 ft,,64,95
383,4,8:25.0,,Defensive rebound by Team,64,95
384,4,8:09.0,,K. Irving makes 3-pt jump shot from 27 ft,64,98
385,4,8:08.0,Philadelphia full timeout,,64,98
386,4,8:08.0,,A. Varejão enters the game for T. Thompson,64,98
387,4,8:08.0,R. Covington enters the game for H. Thompson,,64,98
388,4,7:59.0,Shooting foul by A. Varejão (drawn by N. Noel),,64,98
389,4,7:59.0,N. Noel makes free throw 1 of 2,,65,98
390,4,7:59.0,N. Noel misses free throw 2 of 2,,65,98
391,4,7:58.0,,Defensive rebound by J. Jones,65,98
392,4,7:37.0,,J. Cunningham makes 2-pt dunk at rim (assist by K. Irving),65,100
393,4,7:26.0,N. Noel misses 2-pt jump shot from 18 ft,,65,100
