,QUARTER,TIME_REMAINING,MIAMI_ACTION,GOLDEN STATE_ACTION,MIAMI_SCORE,GOLDEN STATE_SCORE
391,4,5:16.0,Turnover by C. Bosh (bad pass; steal by D. Green),,88,98
392,4,5:10.0,,S. Curry misses 3-pt jump shot from 26 ft,88,98
393,4,5:09.0,,Offensive rebound by S. Livingston,88,98
394,4,4:52.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by S. Livingston),88,101
395,4,4:36.0,G. Dragić enters the game for G. Green,,88,101
396,4,4:25.0,D. Wade makes 2-pt layup from 2 ft (assist by T. Johnson),,90,101
397,4,4:10.0,,Offensive foul by S. Livingston (drawn by T. Johnson),90,101
398,4,4:10.0,,Turnover by S. Livingston (offensive foul),90,101
399,4,4:10.0,,A. Iguodala enters the game for S. Livingston,90,101
400,4,3:53.0,L. Deng misses 2-pt jump shot from 4 ft,,90,101
401,4,3:51.0,Offensive rebound by C. Bosh,,90,101
402,4,3:51.0,C. Bosh misses 2-pt layup from 2 ft,,90,101
403,4,3:49.0,Offensive rebound by L. Deng,,90,101
404,4,3:49.0,L. Deng makes 2-pt layup at rim,,92,101
405,4,3:31.0,,K. Thompson makes 2-pt jump shot from 8 ft,92,103
406,4,3:06.0,L. Deng makes 2-pt jump shot from 7 ft (assist by C. Bosh),,94,103
407,4,2:44.0,,K. Thompson misses 2-pt jump shot from 10 ft,94,103
408,4,2:42.0,Defensive rebound by L. Deng,,94,103
409,4,2:35.0,L. Deng makes 3-pt jump shot from 25 ft (assist by D. Wade),,97,103
410,4,2:34.0,,Golden State full timeout,97,103
411,4,2:34.0,,H. Barnes enters the game for A. Bogut,97,103
412,4,2:18.0,,D. Green makes 2-pt dunk at rim (assist by S. Curry),97,105
413,4,1:51.0,D. Wade misses 2-pt jump shot from 13 ft,,97,105
414,4,1:51.0,,Defensive rebound by S. Curry,97,105
415,4,1:42.0,,S. Curry makes 2-pt jump shot from 18 ft,97,107
416,4,1:42.0,Miami full timeout,,97,107
417,4,1:35.0,T. Johnson makes 2-pt layup from 2 ft (assist by D. Wade),,99,107
418,4,1:19.0,,K. Thompson misses 2-pt jump shot from 12 ft,99,107
419,4,1:18.0,,Offensive rebound by D. Green,99,107
420,4,1:01.0,,Turnover by K. Thompson (lost ball),99,107
421,4,0:51.0,D. Wade misses 2-pt layup from 1 ft,,99,107
422,4,0:50.0,Offensive rebound by D. Wade,,99,107
423,4,0:48.0,D. Wade misses 2-pt jump shot from 4 ft,,99,107
424,4,0:47.0,Offensive rebound by D. Wade,,99,107
425,4,0:47.0,D. Wade misses 2-pt layup from 1 ft,,99,107
426,4,0:46.0,Offensive rebound by D. Wade,,99,107
427,4,0:46.0,D. Wade misses 2-pt layup from 1 ft,,99,107
428,4,0:46.0,Offensive rebound by D. Wade,,99,107
429,4,0:46.0,Personal foul by S. Curry (drawn by D. Wade),,99,107
430,4,0:46.0,D. Wade makes free throw 1 of 2,,100,107
431,4,0:46.0,D. Wade makes free throw 2 of 2,,101,107
432,4,0:42.0,,Personal foul by T. Johnson (drawn by S. Curry),101,107
433,4,0:27.0,,S. Curry makes 3-pt jump shot from 25 ft,101,110
434,4,0:27.0,Miami full timeout,,101,110
435,4,0:27.0,G. Green enters the game for T. Johnson,,101,110
436,4,0:20.0,C. Bosh misses 3-pt jump shot from 25 ft,,101,110
437,4,0:19.0,Offensive rebound by L. Deng,,101,110
438,4,0:15.0,D. Wade makes 2-pt dunk at rim (assist by G. Dragić),,103,110
439,4,0:14.0,,Personal foul by G. Dragić (drawn by S. Curry),103,110
440,4,0:14.0,,S. Curry makes free throw 1 of 2,103,111
441,4,0:14.0,,S. Curry misses free throw 2 of 2,103,111
442,4,0:14.0,Defensive rebound by C. Bosh,,103,111
443,4,0:14.0,Miami full timeout,,103,111
444,4,0:08.0,G. Green misses 2-pt jump shot from 19 ft,,103,111
445,4,0:07.0,,Defensive rebound by K. Thompson,103,111
