,QUARTER,TIME_REMAINING,MIAMI_ACTION,INDIANA_ACTION,MIAMI_SCORE,INDIANA_SCORE
0,1,11:46.0,,I. Mahinmi makes 2-pt layup from 1 ft (assist by M. Ellis),0,2
1,1,11:28.0,C. Bosh makes 2-pt jump shot from 18 ft,,2,2
2,1,11:12.0,,M. Ellis misses 3-pt jump shot from 24 ft,2,2
3,1,11:11.0,Defensive rebound by H. Whiteside,,2,2
4,1,10:50.0,Turnover by H. Whiteside (lost ball; steal by I. Mahinmi),,2,2
5,1,10:40.0,,P. George misses 2-pt layup from 3 ft,2,2
6,1,10:40.0,Defensive rebound by H. Whiteside,,2,2
7,1,10:34.0,D. Wade misses 2-pt layup from 2 ft (block by L. Allen),,2,2
8,1,10:32.0,Offensive rebound by G. Dragić,,2,2
9,1,10:32.0,G. Dragić makes 2-pt jump shot from 3 ft,,4,2
10,1,10:24.0,,Shooting foul by H. Whiteside (drawn by I. Mahinmi),4,2
11,1,10:24.0,,I. Mahinmi makes free throw 1 of 2,4,3
12,1,10:24.0,,I. Mahinmi makes free throw 2 of 2,4,4
13,1,10:07.0,Turnover by G. Dragić (bad pass; steal by I. Mahinmi),,4,4
14,1,9:50.0,,Turnover by P. George (bad pass),4,4
15,1,9:36.0,C. Bosh misses 2-pt layup at rim,,4,4
16,1,9:35.0,Offensive rebound by H. Whiteside,,4,4
17,1,9:32.0,H. Whiteside makes 2-pt hook shot from 2 ft,,6,4
18,1,9:24.0,,M. Ellis makes 2-pt jump shot from 20 ft,6,6
19,1,9:01.0,D. Wade misses 2-pt layup from 1 ft,,6,6
20,1,9:01.0,,Defensive rebound by L. Allen,6,6
21,1,8:50.0,,P. George misses 3-pt jump shot from 23 ft,6,6
22,1,8:50.0,Defensive rebound by H. Whiteside,,6,6
23,1,8:41.0,C. Bosh misses 3-pt jump shot from 24 ft,,6,6
24,1,8:39.0,,Defensive rebound by I. Mahinmi,6,6
25,1,8:39.0,,Personal foul by H. Whiteside (drawn by I. Mahinmi),6,6
26,1,8:39.0,A. Stoudemire enters the game for H. Whiteside,,6,6
27,1,8:28.0,,M. Ellis misses 2-pt jump shot from 18 ft,6,6
28,1,8:28.0,Defensive rebound by L. Deng,,6,6
29,1,8:13.0,C. Bosh makes 2-pt jump shot from 16 ft (assist by G. Dragić),,8,6
30,1,8:09.0,,Turnover by G. Hill (bad pass; steal by C. Bosh),8,6
31,1,8:03.0,D. Wade makes 2-pt jump shot from 11 ft,,10,6
32,1,7:55.0,,G. Hill makes 2-pt layup from 2 ft,10,8
33,1,7:39.0,D. Wade makes 2-pt jump shot from 15 ft (assist by G. Dragić),,12,8
34,1,7:26.0,,Turnover by P. George (bad pass),12,8
35,1,7:10.0,Turnover by D. Wade (bad pass),,12,8
36,1,6:55.0,,P. George misses 2-pt layup from 2 ft,12,8
37,1,6:54.0,,Offensive rebound by I. Mahinmi,12,8
38,1,6:54.0,,I. Mahinmi makes 2-pt layup from 2 ft,12,10
39,1,6:38.0,L. Deng misses 3-pt jump shot from 22 ft,,12,10
40,1,6:37.0,,Defensive rebound by G. Hill,12,10
41,1,6:22.0,,Turnover by M. Ellis (bad pass),12,10
42,1,6:12.0,C. Bosh misses 2-pt jump shot from 15 ft,,12,10
43,1,6:11.0,,Defensive rebound by M. Ellis,12,10
44,1,5:58.0,,Shooting foul by C. Bosh (drawn by I. Mahinmi),12,10
45,1,5:58.0,,Indiana full timeout,12,10
46,1,5:58.0,,C. Miles enters the game for L. Allen,12,10
47,1,5:58.0,J. Winslow enters the game for G. Dragić,,12,10
48,1,5:58.0,,I. Mahinmi makes free throw 1 of 2,12,11
49,1,5:58.0,,I. Mahinmi makes free throw 2 of 2,12,12
50,1,5:40.0,D. Wade makes 2-pt jump shot from 15 ft,,14,12
51,1,5:20.0,,P. George makes 2-pt layup from 1 ft,14,14
52,1,5:03.0,L. Deng misses 3-pt jump shot from 24 ft,,14,14
53,1,5:02.0,,Defensive rebound by I. Mahinmi,14,14
54,1,4:55.0,,C. Miles misses 2-pt layup from 4 ft,14,14
55,1,4:54.0,Defensive rebound by J. Winslow,,14,14
56,1,4:37.0,Turnover by J. Winslow (bad pass; steal by M. Ellis),,14,14
57,1,4:32.0,,C. Miles misses 3-pt jump shot from 26 ft (block by A. Stoudemire),14,14
58,1,4:32.0,,Offensive rebound by Team,14,14
59,1,4:32.0,G. Green enters the game for C. Bosh,,14,14
60,1,4:32.0,,J. Hill enters the game for I. Mahinmi,14,14
