,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,NEW YORK_ACTION,MILWAUKEE_SCORE,NEW YORK_SCORE
381,4,8:25.0,G. Antetokounmpo enters the game for C. Copeland,,79,79
382,4,8:12.0,G. Vásquez makes 2-pt jump shot from 20 ft,,81,79
383,4,7:55.0,,Shooting foul by J. Henson (drawn by D. Williams),81,79
384,4,7:55.0,,D. Williams makes free throw 1 of 2,81,80
385,4,7:55.0,,S. Vujačić enters the game for J. Grant,81,80
386,4,7:55.0,,D. Williams makes free throw 2 of 2,81,81
387,4,7:34.0,G. Antetokounmpo makes 2-pt jump shot from 18 ft (assist by G. Vásquez),,83,81
388,4,7:19.0,,D. Williams misses 2-pt layup from 2 ft,83,81
389,4,7:17.0,Defensive rebound by K. Middleton,,83,81
390,4,6:58.0,J. Henson makes 2-pt hook shot from 5 ft (assist by G. Antetokounmpo),,85,81
391,4,6:40.0,,C. Anthony enters the game for L. Thomas,85,81
392,4,6:40.0,,K. Porziņģis enters the game for K. O'Quinn,85,81
393,4,6:30.0,,Turnover by Team (shot clock),85,81
394,4,6:19.0,J. Henson makes 2-pt layup from 1 ft (assist by G. Vásquez),,87,81
395,4,6:19.0,Shooting foul by K. Porziņģis (drawn by J. Henson),,87,81
396,4,6:19.0,,New York full timeout,87,81
397,4,6:19.0,J. Henson makes free throw 1 of 1,,88,81
398,4,6:04.0,,Personal foul by G. Antetokounmpo (drawn by C. Anthony),88,81
399,4,5:55.0,,C. Anthony misses 2-pt jump shot from 14 ft,88,81
400,4,5:53.0,,Offensive rebound by D. Williams,88,81
401,4,5:53.0,,D. Williams misses 2-pt layup from 2 ft,88,81
402,4,5:50.0,,Offensive rebound by K. Porziņģis,88,81
403,4,5:50.0,,K. Porziņģis makes 2-pt layup at rim,88,83
404,4,5:32.0,J. Henson makes 2-pt hook shot from 3 ft (assist by K. Middleton),,90,83
405,4,5:17.0,,C. Anthony misses 2-pt jump shot from 3 ft (block by J. Henson),90,83
406,4,5:14.0,Defensive rebound by G. Antetokounmpo,,90,83
407,4,5:13.0,Personal foul by L. Galloway (drawn by G. Antetokounmpo),,90,83
408,4,5:13.0,,L. Thomas enters the game for D. Williams,90,83
409,4,5:05.0,G. Antetokounmpo misses 2-pt jump shot from 14 ft,,90,83
410,4,5:03.0,,Defensive rebound by S. Vujačić,90,83
411,4,4:55.0,,Turnover by C. Anthony (lost ball; steal by J. Bayless),90,83
412,4,4:51.0,J. Bayless makes 2-pt layup from 2 ft,,92,83
413,4,4:32.0,,Turnover by K. Porziņģis (lost ball; steal by J. Henson),92,83
414,4,4:20.0,J. Henson misses 2-pt layup from 2 ft,,92,83
415,4,4:18.0,,Defensive rebound by C. Anthony,92,83
416,4,4:08.0,,C. Anthony misses 2-pt layup from 2 ft,92,83
417,4,4:07.0,Defensive rebound by G. Antetokounmpo,,92,83
418,4,3:47.0,G. Vásquez misses 3-pt jump shot from 23 ft,,92,83
419,4,3:45.0,,Defensive rebound by S. Vujačić,92,83
420,4,3:34.0,,K. Porziņģis misses 3-pt jump shot from 24 ft,92,83
421,4,3:32.0,Defensive rebound by Team,,92,83
422,4,3:32.0,Milwaukee full timeout,,92,83
423,4,3:32.0,,J. Grant enters the game for S. Vujačić,92,83
424,4,3:32.0,G. Monroe enters the game for J. Henson,,92,83
425,4,3:11.0,K. Middleton misses 2-pt jump shot from 16 ft,,92,83
426,4,3:10.0,,Defensive rebound by C. Anthony,92,83
427,4,3:05.0,,Shooting foul by K. Middleton (drawn by J. Grant),92,83
428,4,3:05.0,,J. Grant makes free throw 1 of 2,92,84
429,4,3:05.0,,J. Grant misses free throw 2 of 2,92,84
430,4,3:04.0,Defensive rebound by G. Antetokounmpo,,92,84
431,4,2:39.0,G. Antetokounmpo misses 2-pt jump shot from 4 ft,,92,84
432,4,2:37.0,,Defensive rebound by J. Grant,92,84
433,4,2:26.0,,K. Porziņģis misses 2-pt jump shot from 13 ft,92,84
