,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MINNESOTA_ACTION,NEW ORLEANS_SCORE,MINNESOTA_SCORE
68,1,4:01.0,K. Perkins makes free throw 2 of 2,,15,21
69,1,3:49.0,,A. Wiggins misses 3-pt jump shot from 24 ft,15,21
70,1,3:47.0,,Offensive rebound by G. Dieng,15,21
71,1,3:47.0,,G. Dieng makes 2-pt layup from 1 ft,15,23
72,1,3:34.0,J. Hamilton misses 2-pt layup from 2 ft (block by G. Dieng),,15,23
73,1,3:33.0,,Defensive rebound by Z. LaVine,15,23
74,1,3:24.0,,Z. LaVine makes 3-pt jump shot from 24 ft (assist by R. Rubio),15,26
75,1,3:07.0,D. Cunningham misses 3-pt jump shot from 22 ft,,15,26
76,1,3:05.0,Offensive rebound by K. Perkins,,15,26
77,1,3:01.0,Turnover by K. Perkins (bad pass; steal by K. Towns),,15,26
78,1,2:54.0,,K. Towns makes 2-pt layup at rim,15,28
79,1,2:46.0,T. Frazier misses 3-pt jump shot from 24 ft,,15,28
80,1,2:44.0,,Defensive rebound by K. Towns,15,28
81,1,2:30.0,,A. Wiggins makes 2-pt jump shot from 4 ft (assist by Z. LaVine),15,30
82,1,2:23.0,New Orleans full timeout,,15,30
83,1,2:23.0,,T. Jones enters the game for R. Rubio,15,30
84,1,2:23.0,,S. Muhammad enters the game for Z. LaVine,15,30
85,1,2:14.0,Offensive foul by K. Perkins (drawn by K. Towns),,15,30
86,1,2:14.0,Turnover by K. Perkins (offensive foul),,15,30
87,1,2:02.0,,K. Towns misses 2-pt jump shot from 22 ft,15,30
88,1,2:02.0,,Offensive rebound by Team,15,30
89,1,1:52.0,,S. Muhammad makes 2-pt jump shot from 9 ft,15,32
90,1,1:41.0,T. Frazier misses 2-pt jump shot from 16 ft (block by K. Towns),,15,32
91,1,1:40.0,,Defensive rebound by K. Towns,15,32
92,1,1:36.0,,N. Bjelica enters the game for K. Towns,15,32
93,1,1:20.0,,A. Wiggins makes 2-pt jump shot from 6 ft,15,34
94,1,1:04.0,T. Frazier misses 3-pt jump shot from 24 ft,,15,34
95,1,1:03.0,,Defensive rebound by T. Jones,15,34
96,1,0:57.0,,N. Bjelica makes 2-pt layup at rim (assist by G. Dieng),15,36
97,1,0:50.0,D. Cunningham makes 2-pt layup at rim (assist by T. Frazier),,17,36
98,1,0:40.0,,Shooting foul by T. Frazier (drawn by T. Jones),17,36
99,1,0:40.0,,T. Jones misses free throw 1 of 2,17,36
100,1,0:40.0,,Offensive rebound by Team,17,36
101,1,0:40.0,,T. Jones makes free throw 2 of 2,17,37
102,1,0:31.0,J. Ennis makes 3-pt jump shot from 27 ft,,20,37
103,1,0:12.0,,S. Muhammad makes 3-pt jump shot from 25 ft (assist by T. Jones),20,40
104,1,0:01.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by K. Perkins),,23,40
105,1,0:00.0,,S. Muhammad misses 3-pt jump shot from 58 ft,23,40
106,1,0:00.0,,Offensive rebound by Team,23,40
107,2,11:47.0,Turnover by K. Perkins (bad pass; steal by N. Bjelica),,23,40
108,2,11:41.0,,Turnover by Z. LaVine (bad pass; steal by T. Frazier),23,40
109,2,11:34.0,T. Frazier misses 2-pt jump shot from 11 ft,,23,40
110,2,11:31.0,Offensive rebound by T. Frazier,,23,40
111,2,11:27.0,J. Hamilton misses 3-pt jump shot from 24 ft,,23,40
112,2,11:26.0,Offensive rebound by J. Hamilton,,23,40
113,2,11:23.0,Turnover by J. Hamilton (bad pass; steal by Z. LaVine),,23,40
114,2,11:19.0,,S. Muhammad makes 2-pt dunk at rim (assist by Z. LaVine),23,42
115,2,11:04.0,T. Douglas misses 2-pt jump shot from 22 ft,,23,42
116,2,11:01.0,,Defensive rebound by Z. LaVine,23,42
117,2,10:47.0,,Z. LaVine makes 3-pt jump shot from 23 ft (assist by T. Jones),23,45
118,2,10:34.0,Ö. Aşık makes 2-pt layup from 1 ft (assist by T. Frazier),,25,45
119,2,10:34.0,Shooting foul by G. Dieng (drawn by Ö. Aşık),,25,45
120,2,10:34.0,Ö. Aşık makes free throw 1 of 1,,26,45
121,2,10:16.0,,N. Bjelica makes 3-pt jump shot from 22 ft (assist by S. Muhammad),26,48
122,2,10:01.0,J. Hamilton misses 2-pt layup at rim,,26,48
123,2,10:00.0,,Defensive rebound by G. Dieng,26,48
124,2,9:55.0,,Turnover by Z. LaVine (dbl dribble),26,48
125,2,9:55.0,,K. Towns enters the game for G. Dieng,26,48
126,2,9:43.0,T. Douglas misses 2-pt jump shot from 8 ft,,26,48
127,2,9:42.0,Offensive rebound by T. Douglas,,26,48
128,2,9:31.0,Personal foul by N. Bjelica,,26,48
129,2,9:31.0,J. Ennis enters the game for J. Hamilton,,26,48
130,2,9:23.0,Turnover by K. Perkins (lost ball; steal by N. Bjelica),,26,48
131,2,9:18.0,,Z. LaVine makes 2-pt jump shot from 1 ft (assist by N. Bjelica),26,50
132,2,9:09.0,T. Frazier makes 2-pt layup at rim,,28,50
133,2,9:02.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by T. Jones),28,52
134,2,8:49.0,T. Frazier misses 2-pt jump shot from 3 ft,,28,52
135,2,8:48.0,Offensive rebound by Ö. Aşık,,28,52
136,2,8:47.0,Ö. Aşık makes 2-pt layup at rim,,30,52
137,2,8:29.0,,N. Bjelica makes 3-pt jump shot from 24 ft,30,55
138,2,8:11.0,Turnover by T. Douglas (bad pass; steal by S. Muhammad),,30,55
139,2,8:07.0,,Z. LaVine makes 2-pt dunk at rim (assist by S. Muhammad),30,57
140,2,7:52.0,K. Perkins misses 2-pt jump shot from 20 ft,,30,57
141,2,7:51.0,,Defensive rebound by K. Towns,30,57
142,2,7:41.0,,N. Bjelica misses 3-pt jump shot from 24 ft,30,57
143,2,7:40.0,Defensive rebound by Team,,30,57
144,2,7:40.0,New Orleans full timeout,,30,57
145,2,7:40.0,D. Cunningham enters the game for K. Perkins,,30,57
146,2,7:27.0,J. Ennis misses 2-pt layup at rim,,30,57
147,2,7:26.0,,Defensive rebound by K. Towns,30,57
148,2,7:06.0,,K. Towns misses 3-pt jump shot from 25 ft,30,57
149,2,7:04.0,Defensive rebound by T. Frazier,,30,57
150,2,6:59.0,J. Ennis makes 2-pt dunk at rim (assist by T. Frazier),,32,57
151,2,6:44.0,,K. Towns makes 2-pt layup from 1 ft,32,59
152,2,6:37.0,Shooting foul by N. Bjelica (drawn by D. Cunningham),,32,59
153,2,6:37.0,D. Cunningham misses free throw 1 of 2,,32,59
154,2,6:37.0,Offensive rebound by Team,,32,59
155,2,6:37.0,D. Cunningham makes free throw 2 of 2,,33,59
156,2,6:27.0,,K. Towns makes 2-pt layup from 1 ft (assist by T. Jones),33,61
157,2,6:09.0,Turnover by Ö. Aşık (bad pass; steal by N. Bjelica),,33,61
158,2,5:57.0,,Turnover by K. Towns (lost ball),33,61
159,2,5:57.0,,Minnesota full timeout,33,61
160,2,5:57.0,,A. Wiggins enters the game for S. Muhammad,33,61
161,2,5:45.0,J. Ennis misses 3-pt jump shot from 26 ft,,33,61
162,2,5:44.0,,Defensive rebound by K. Towns,33,61
163,2,5:26.0,,N. Bjelica makes 2-pt layup from 1 ft (assist by K. Towns),33,63
164,2,5:12.0,Ö. Aşık makes 2-pt layup at rim (assist by T. Frazier),,35,63
165,2,4:53.0,,A. Wiggins misses 2-pt layup from 2 ft,35,63
166,2,4:51.0,Defensive rebound by T. Frazier,,35,63
167,2,4:41.0,Ö. Aşık makes 2-pt layup from 1 ft (assist by T. Frazier),,37,63
168,2,4:18.0,,Z. LaVine misses 3-pt jump shot from 22 ft,37,63
169,2,4:17.0,Defensive rebound by Ö. Aşık,,37,63
170,2,4:04.0,Ö. Aşık makes 2-pt layup from 1 ft (assist by T. Frazier),,39,63
171,2,3:51.0,,T. Jones misses 2-pt jump shot from 18 ft,39,63
172,2,3:50.0,Defensive rebound by Ö. Aşık,,39,63
173,2,3:37.0,Ö. Aşık makes 2-pt layup at rim (assist by T. Frazier),,41,63
174,2,3:24.0,,A. Wiggins misses 2-pt jump shot from 17 ft,41,63
175,2,3:22.0,Defensive rebound by Team,,41,63
176,2,3:22.0,,Loose ball foul by K. Towns,41,63
177,2,3:22.0,,R. Rubio enters the game for T. Jones,41,63
178,2,3:22.0,,G. Dieng enters the game for N. Bjelica,41,63
179,2,3:02.0,Ö. Aşık makes 2-pt layup from 3 ft,,43,63
180,2,2:47.0,,Turnover by G. Dieng (3 sec),43,63
181,2,2:47.0,New Orleans full timeout,,43,63
182,2,2:33.0,T. Frazier misses 2-pt jump shot from 19 ft,,43,63
183,2,2:32.0,,Defensive rebound by K. Towns,43,63
184,2,2:19.0,,A. Wiggins misses 2-pt jump shot from 20 ft,43,63
185,2,2:18.0,Defensive rebound by T. Douglas,,43,63
186,2,2:06.0,T. Frazier misses 2-pt layup from 2 ft (block by A. Wiggins),,43,63
187,2,2:04.0,,Defensive rebound by R. Rubio,43,63
188,2,2:00.0,,Shooting foul by Ö. Aşık (drawn by K. Towns),43,63
189,2,2:00.0,,K. Towns makes free throw 1 of 2,43,64
190,2,2:00.0,,K. Towns makes free throw 2 of 2,43,65
191,2,1:41.0,Shooting foul by A. Wiggins (drawn by T. Douglas),,43,65
192,2,1:41.0,T. Douglas makes free throw 1 of 2,,44,65
193,2,1:41.0,T. Douglas makes free throw 2 of 2,,45,65
194,2,1:26.0,,R. Rubio misses 2-pt jump shot from 17 ft,45,65
195,2,1:25.0,,Offensive rebound by A. Wiggins,45,65
196,2,1:25.0,,A. Wiggins makes 2-pt layup from 1 ft,45,67
197,2,1:09.0,J. Ennis makes 3-pt jump shot from 23 ft (assist by T. Douglas),,48,67
198,2,0:57.0,,Shooting foul by J. Ennis (drawn by A. Wiggins),48,67
199,2,0:57.0,,A. Wiggins makes free throw 1 of 2,48,68
200,2,0:57.0,J. Hamilton enters the game for J. Ennis,,48,68
201,2,0:57.0,,A. Wiggins misses free throw 2 of 2,48,68
202,2,0:57.0,Defensive rebound by Ö. Aşık,,48,68
203,2,0:50.0,Turnover by T. Frazier (lost ball; steal by R. Rubio),,48,68
204,2,0:46.0,,Shooting foul by T. Frazier (drawn by R. Rubio),48,68
205,2,0:46.0,,R. Rubio makes free throw 1 of 2,48,69
206,2,0:46.0,,R. Rubio makes free throw 2 of 2,48,70
207,2,0:36.0,D. Cunningham makes 2-pt layup from 1 ft (assist by T. Douglas),,50,70
208,2,0:25.0,,G. Dieng makes 2-pt dunk at rim (assist by R. Rubio),50,72
209,2,0:13.0,New Orleans full timeout,,50,72
210,2,0:02.0,T. Frazier misses 2-pt jump shot from 14 ft,,50,72
211,2,0:01.0,,Defensive rebound by A. Wiggins,50,72
212,3,11:42.0,J. Ennis misses 2-pt jump shot from 20 ft,,50,72
213,3,11:41.0,,Defensive rebound by K. Towns,50,72
214,3,11:28.0,,A. Wiggins makes 2-pt jump shot from 12 ft (assist by K. Towns),50,74
215,3,11:13.0,J. Hamilton makes 2-pt jump shot from 19 ft,,52,74
216,3,10:51.0,,Z. LaVine misses 3-pt jump shot from 24 ft,52,74
217,3,10:50.0,Defensive rebound by Ö. Aşık,,52,74
218,3,10:45.0,Turnover by T. Douglas (bad pass; steal by Z. LaVine),,52,74
219,3,10:39.0,,Z. LaVine makes 2-pt layup from 1 ft,52,76
220,3,10:27.0,Personal foul by K. Towns,,52,76
221,3,10:20.0,T. Douglas misses 3-pt jump shot from 25 ft,,52,76
222,3,10:19.0,,Defensive rebound by G. Dieng,52,76
223,3,10:04.0,,Z. LaVine makes 3-pt jump shot from 24 ft,52,79
224,3,9:47.0,J. Hamilton misses 2-pt jump shot from 18 ft,,52,79
225,3,9:46.0,Offensive rebound by Ö. Aşık,,52,79
226,3,9:45.0,Personal foul by R. Rubio,,52,79
227,3,9:37.0,Offensive foul by T. Douglas (drawn by R. Rubio),,52,79
228,3,9:37.0,Turnover by T. Douglas (offensive foul),,52,79
229,3,9:28.0,,K. Towns makes 2-pt layup at rim (assist by R. Rubio),52,81
230,3,9:22.0,Personal foul by Z. LaVine,,52,81
231,3,9:11.0,D. Cunningham misses 3-pt jump shot from 22 ft,,52,81
232,3,9:10.0,,Defensive rebound by R. Rubio,52,81
233,3,8:59.0,,Z. LaVine misses 2-pt jump shot from 16 ft,52,81
234,3,8:58.0,,Offensive rebound by G. Dieng,52,81
235,3,8:49.0,,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),52,83
236,3,8:47.0,New Orleans full timeout,,52,83
237,3,8:30.0,J. Ennis makes 3-pt jump shot from 24 ft,,55,83
238,3,8:12.0,,A. Wiggins makes 2-pt jump shot from 4 ft (assist by Z. LaVine),55,85
239,3,7:56.0,J. Ennis misses 3-pt jump shot from 24 ft,,55,85
240,3,7:54.0,Offensive rebound by T. Douglas,,55,85
241,3,7:54.0,T. Douglas misses 2-pt layup from 1 ft,,55,85
242,3,7:53.0,,Defensive rebound by K. Towns,55,85
243,3,7:32.0,,R. Rubio makes 3-pt jump shot from 24 ft (assist by Z. LaVine),55,88
244,3,7:10.0,T. Douglas misses 3-pt jump shot from 25 ft,,55,88
245,3,7:09.0,,Defensive rebound by K. Towns,55,88
246,3,7:05.0,,Shooting foul by D. Cunningham (drawn by G. Dieng),55,88
247,3,7:05.0,,G. Dieng makes free throw 1 of 2,55,89
248,3,7:05.0,,G. Dieng makes free throw 2 of 2,55,90
249,3,6:52.0,T. Douglas makes 2-pt layup from 2 ft (assist by Ö. Aşık),,57,90
250,3,6:26.0,,A. Wiggins makes 2-pt layup at rim (assist by K. Towns),57,92
251,3,6:21.0,Shooting foul by R. Rubio (drawn by T. Douglas),,57,92
252,3,6:21.0,T. Douglas makes free throw 1 of 2,,58,92
253,3,6:21.0,T. Frazier enters the game for J. Hamilton,,58,92
254,3,6:21.0,T. Douglas makes free throw 2 of 2,,59,92
255,3,6:07.0,,Turnover by R. Rubio (bad pass; steal by J. Ennis),59,92
256,3,6:03.0,T. Douglas makes 2-pt layup from 1 ft (assist by T. Frazier),,61,92
257,3,5:49.0,,K. Towns misses 2-pt layup at rim,61,92
258,3,5:48.0,,Offensive rebound by G. Dieng,61,92
259,3,5:47.0,,Shooting foul by D. Cunningham (drawn by G. Dieng),61,92
260,3,5:47.0,,G. Dieng makes free throw 1 of 2,61,93
261,3,5:47.0,,G. Dieng makes free throw 2 of 2,61,94
262,3,5:37.0,D. Cunningham makes 3-pt jump shot from 25 ft (assist by T. Frazier),,64,94
263,3,5:27.0,,Personal foul by T. Douglas,64,94
264,3,5:23.0,,Z. LaVine misses 3-pt jump shot from 24 ft,64,94
265,3,5:21.0,Defensive rebound by Ö. Aşık,,64,94
266,3,5:13.0,Turnover by D. Cunningham (lost ball; steal by R. Rubio),,64,94
267,3,5:08.0,,Z. LaVine misses 2-pt layup at rim,64,94
268,3,5:06.0,Defensive rebound by Ö. Aşık,,64,94
269,3,5:02.0,Shooting foul by G. Dieng (drawn by D. Cunningham),,64,94
270,3,5:02.0,D. Cunningham makes free throw 1 of 2,,65,94
271,3,5:02.0,D. Cunningham makes free throw 2 of 2,,66,94
272,3,4:48.0,,A. Wiggins misses 2-pt jump shot from 13 ft,66,94
273,3,4:47.0,Defensive rebound by T. Frazier,,66,94
274,3,4:32.0,J. Ennis misses 3-pt jump shot from 24 ft,,66,94
275,3,4:30.0,,Defensive rebound by G. Dieng,66,94
276,3,4:21.0,,Turnover by K. Towns (traveling),66,94
277,3,4:21.0,K. Perkins enters the game for Ö. Aşık,,66,94
278,3,4:06.0,T. Frazier misses 2-pt jump shot from 9 ft,,66,94
279,3,4:05.0,,Defensive rebound by G. Dieng,66,94
280,3,3:47.0,,Z. LaVine misses 3-pt jump shot from 24 ft,66,94
281,3,3:46.0,Defensive rebound by K. Perkins,,66,94
282,3,3:30.0,Turnover by K. Perkins (bad pass; steal by R. Rubio),,66,94
283,3,3:24.0,,Z. LaVine makes 2-pt dunk at rim (assist by G. Dieng),66,96
284,3,3:06.0,J. Ennis makes 2-pt jump shot from 18 ft (assist by T. Frazier),,68,96
285,3,2:48.0,Violation by D. Cunningham (kicked ball),,68,96
286,3,2:48.0,,Minnesota full timeout,68,96
287,3,2:48.0,,T. Jones enters the game for R. Rubio,68,96
288,3,2:48.0,,S. Muhammad enters the game for Z. LaVine,68,96
289,3,2:48.0,,N. Bjelica enters the game for K. Towns,68,96
290,3,2:32.0,,G. Dieng misses 2-pt jump shot from 14 ft,68,96
291,3,2:31.0,Defensive rebound by K. Perkins,,68,96
292,3,2:10.0,D. Cunningham makes 2-pt jump shot from 20 ft (assist by K. Perkins),,70,96
293,3,1:53.0,,A. Wiggins makes 2-pt hook shot from 9 ft (assist by T. Jones),70,98
294,3,1:44.0,J. Ennis misses 3-pt jump shot from 25 ft,,70,98
295,3,1:43.0,,Defensive rebound by N. Bjelica,70,98
296,3,1:36.0,,Turnover by N. Bjelica (bad pass; steal by T. Douglas),70,98
297,3,1:31.0,Personal foul by G. Dieng,,70,98
298,3,1:31.0,T. Douglas makes free throw 1 of 2,,71,98
299,3,1:31.0,J. Hamilton enters the game for J. Ennis,,71,98
300,3,1:31.0,T. Douglas makes free throw 2 of 2,,72,98
301,3,1:19.0,,G. Dieng makes 3-pt jump shot from 23 ft (assist by T. Jones),72,101
302,3,1:03.0,J. Hamilton makes 3-pt jump shot from 25 ft (assist by D. Cunningham),,75,101
303,3,0:49.0,,G. Dieng makes 3-pt jump shot from 23 ft (assist by S. Muhammad),75,104
304,3,0:36.0,T. Douglas makes 2-pt layup from 2 ft,,77,104
305,3,0:24.0,,S. Muhammad makes 2-pt layup from 1 ft (assist by T. Jones),77,106
306,3,0:00.0,K. Perkins makes 2-pt jump shot from 21 ft (assist by J. Hamilton),,79,106
307,4,11:44.0,,Shooting foul by D. Cunningham (drawn by A. Wiggins),79,106
308,4,11:44.0,,A. Wiggins makes free throw 1 of 2,79,107
309,4,11:44.0,,A. Wiggins makes free throw 2 of 2,79,108
310,4,11:32.0,D. Cunningham misses 2-pt layup from 2 ft,,79,108
311,4,11:31.0,,Defensive rebound by G. Dieng,79,108
312,4,11:19.0,,T. Jones makes 3-pt jump shot from 24 ft (assist by G. Dieng),79,111
313,4,11:02.0,D. Cunningham misses 3-pt jump shot from 24 ft,,79,111
314,4,11:01.0,,Defensive rebound by G. Dieng,79,111
315,4,10:50.0,,A. Wiggins makes 3-pt jump shot from 24 ft,79,114
316,4,10:31.0,T. Douglas makes 3-pt jump shot from 25 ft,,82,114
317,4,10:18.0,,A. Wiggins misses 2-pt layup from 2 ft,82,114
318,4,10:18.0,Defensive rebound by J. Hamilton,,82,114
319,4,10:04.0,K. Perkins misses 2-pt jump shot from 5 ft (block by A. Wiggins),,82,114
320,4,10:02.0,,Defensive rebound by N. Bjelica,82,114
321,4,9:57.0,,Personal foul by T. Frazier,82,114
322,4,9:52.0,,S. Muhammad makes 2-pt layup from 1 ft (assist by G. Dieng),82,116
323,4,9:35.0,Turnover by T. Frazier (lost ball; steal by T. Jones),,82,116
324,4,9:30.0,,S. Muhammad makes 2-pt layup from 1 ft (assist by T. Jones),82,118
325,4,9:18.0,K. Perkins misses 2-pt jump shot from 18 ft,,82,118
326,4,9:17.0,,Defensive rebound by A. Wiggins,82,118
327,4,9:08.0,,S. Muhammad misses 2-pt jump shot from 7 ft,82,118
328,4,9:07.0,,Offensive rebound by G. Dieng,82,118
329,4,9:04.0,,Turnover by S. Muhammad (lost ball),82,118
330,4,8:55.0,J. Hamilton misses 3-pt jump shot from 23 ft,,82,118
331,4,8:54.0,,Defensive rebound by N. Bjelica,82,118
332,4,8:47.0,,T. Jones makes 2-pt jump shot from 5 ft,82,120
333,4,8:47.0,,Shooting foul by T. Frazier (drawn by T. Jones),82,120
334,4,8:47.0,,Minnesota full timeout,82,120
335,4,8:47.0,,K. Towns enters the game for G. Dieng,82,120
336,4,8:47.0,,D. Rudež enters the game for A. Wiggins,82,120
337,4,8:47.0,Ö. Aşık enters the game for K. Perkins,,82,120
338,4,8:47.0,J. Ennis enters the game for D. Cunningham,,82,120
339,4,8:47.0,,T. Jones misses free throw 1 of 1,82,120
340,4,8:47.0,Defensive rebound by Ö. Aşık,,82,120
341,4,8:29.0,T. Douglas makes 3-pt jump shot from 24 ft (assist by T. Frazier),,85,120
342,4,8:09.0,,S. Muhammad makes 2-pt jump shot from 10 ft,85,122
343,4,7:46.0,Shooting foul by N. Bjelica (drawn by Ö. Aşık),,85,122
344,4,7:46.0,Ö. Aşık misses free throw 1 of 2,,85,122
345,4,7:46.0,Offensive rebound by Team,,85,122
346,4,7:46.0,Ö. Aşık misses free throw 2 of 2,,85,122
347,4,7:44.0,,Defensive rebound by K. Towns,85,122
348,4,7:31.0,,K. Towns makes 2-pt dunk at rim (assist by N. Bjelica),85,124
349,4,7:21.0,T. Frazier misses 2-pt layup from 2 ft (block by N. Bjelica),,85,124
350,4,7:20.0,Offensive rebound by Team,,85,124
351,4,7:17.0,Personal foul by D. Rudež,,85,124
352,4,7:14.0,Personal foul by N. Bjelica,,85,124
353,4,7:07.0,J. Ennis makes 3-pt jump shot from 25 ft (assist by J. Hamilton),,88,124
354,4,6:51.0,,K. Towns makes 2-pt jump shot from 22 ft (assist by N. Bjelica),88,126
355,4,6:25.0,T. Frazier misses 2-pt layup from 1 ft,,88,126
356,4,6:24.0,,Defensive rebound by K. Towns,88,126
357,4,6:22.0,,Turnover by K. Towns (bad pass; steal by T. Douglas),88,126
358,4,6:21.0,Personal foul by D. Rudež,,88,126
359,4,6:21.0,Technical foul by T. Frazier,,88,126
360,4,6:21.0,,T. Jones makes technical free throw,88,127
361,4,6:21.0,,A. Payne enters the game for K. Towns,88,127
362,4,6:21.0,,G. Smith enters the game for N. Bjelica,88,127
363,4,6:05.0,Turnover by T. Frazier (bad pass; steal by G. Smith),,88,127
364,4,6:01.0,,S. Muhammad makes 2-pt dunk at rim (assist by T. Jones),88,129
365,4,5:40.0,Ö. Aşık makes 2-pt layup at rim (assist by J. Hamilton),,90,129
366,4,5:25.0,,S. Muhammad misses 2-pt jump shot from 15 ft,90,129
367,4,5:24.0,Defensive rebound by J. Hamilton,,90,129
368,4,5:10.0,Ö. Aşık misses 2-pt layup at rim,,90,129
369,4,5:09.0,,Defensive rebound by D. Rudež,90,129
370,4,5:03.0,,S. Muhammad makes 2-pt layup from 1 ft (assist by T. Jones),90,131
371,4,4:52.0,Shooting foul by S. Muhammad (drawn by T. Douglas),,90,131
372,4,4:52.0,,Minnesota full timeout,90,131
