,QUARTER,TIME_REMAINING,TORONTO_ACTION,WASHINGTON_ACTION,TORONTO_SCORE,WASHINGTON_SCORE
0,1,11:44.0,,G. Temple misses 2-pt jump shot from 18 ft,0,0
1,1,11:43.0,Defensive rebound by J. Johnson,,0,0
2,1,11:20.0,K. Lowry misses 2-pt layup from 1 ft,,0,0
3,1,11:19.0,,Defensive rebound by J. Dudley,0,0
4,1,11:15.0,,O. Porter makes 2-pt layup at rim (assist by J. Dudley),0,2
5,1,10:45.0,L. Scola misses 2-pt jump shot from 17 ft,,0,2
6,1,10:44.0,,Defensive rebound by O. Porter,0,2
7,1,10:36.0,,J. Wall misses 3-pt jump shot from 25 ft,0,2
8,1,10:35.0,Defensive rebound by L. Scola,,0,2
9,1,10:21.0,L. Scola misses 2-pt jump shot from 12 ft (block by O. Porter),,0,2
10,1,10:21.0,Offensive rebound by Team,,0,2
11,1,10:18.0,Turnover by K. Lowry (bad pass; steal by O. Porter),,0,2
12,1,10:14.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),0,4
13,1,9:58.0,Turnover by J. Johnson (bad pass; steal by J. Dudley),,0,4
14,1,9:52.0,,Turnover by J. Wall (traveling),0,4
15,1,9:37.0,D. DeRozan makes 2-pt layup from 1 ft (assist by J. Valančiūnas),,2,4
16,1,9:23.0,,O. Porter makes 2-pt jump shot from 15 ft,2,6
17,1,9:00.0,D. DeRozan misses 2-pt jump shot from 17 ft,,2,6
18,1,8:58.0,,Defensive rebound by M. Gortat,2,6
19,1,8:54.0,,Turnover by J. Wall (bad pass),2,6
20,1,8:39.0,D. DeRozan misses 2-pt layup from 1 ft,,2,6
21,1,8:38.0,Offensive rebound by D. DeRozan,,2,6
22,1,8:31.0,L. Scola misses 2-pt layup at rim,,2,6
23,1,8:29.0,Offensive rebound by L. Scola,,2,6
24,1,8:23.0,K. Lowry misses 3-pt jump shot from 25 ft,,2,6
25,1,8:21.0,,Defensive rebound by G. Temple,2,6
26,1,8:15.0,,G. Temple misses 2-pt jump shot from 15 ft,2,6
27,1,8:14.0,Defensive rebound by K. Lowry,,2,6
28,1,8:13.0,Turnover by K. Lowry (lost ball),,2,6
29,1,8:03.0,,M. Gortat misses 2-pt jump shot from 13 ft,2,6
30,1,8:02.0,Defensive rebound by J. Johnson,,2,6
31,1,7:53.0,Toronto full timeout,,2,6
32,1,7:49.0,L. Scola makes 2-pt layup at rim (assist by J. Valančiūnas),,4,6
33,1,7:36.0,,Personal foul by L. Scola (drawn by M. Gortat),4,6
34,1,7:26.0,,J. Wall misses 2-pt jump shot from 14 ft,4,6
35,1,7:25.0,Defensive rebound by J. Johnson,,4,6
36,1,7:12.0,D. DeRozan makes 2-pt layup from 1 ft,,6,6
37,1,6:59.0,,M. Gortat misses 2-pt jump shot from 15 ft,6,6
38,1,6:58.0,Defensive rebound by D. DeRozan,,6,6
39,1,6:51.0,Turnover by D. DeRozan (bad pass; steal by J. Dudley),,6,6
40,1,6:50.0,,Clear path foul by L. Scola,6,6
41,1,6:50.0,,J. Dudley makes clear path free throw 1 of 2,6,7
42,1,6:50.0,,J. Dudley makes clear path free throw 2 of 2,6,8
43,1,6:50.0,P. Patterson enters the game for L. Scola,,6,8
44,1,6:41.0,,J. Dudley makes 3-pt jump shot from 26 ft (assist by J. Wall),6,11
45,1,6:17.0,J. Valančiūnas makes 2-pt jump shot from 3 ft (assist by P. Patterson),,8,11
46,1,6:03.0,,M. Gortat misses 2-pt layup from 1 ft (block by J. Valančiūnas),8,11
47,1,6:01.0,,Offensive rebound by M. Gortat,8,11
48,1,5:58.0,,O. Porter makes 3-pt jump shot from 27 ft (assist by M. Gortat),8,14
49,1,5:45.0,Turnover by K. Lowry (step out of bounds),,8,14
50,1,5:36.0,,J. Wall makes 2-pt layup from 1 ft,8,16
51,1,5:14.0,Shooting foul by O. Porter (drawn by J. Valančiūnas),,8,16
52,1,5:14.0,J. Valančiūnas makes free throw 1 of 2,,9,16
53,1,5:14.0,J. Valančiūnas makes free throw 2 of 2,,10,16
54,1,5:07.0,,Turnover by J. Wall (lost ball),10,16
55,1,4:56.0,D. DeRozan misses 3-pt jump shot from 24 ft,,10,16
56,1,4:56.0,,Defensive rebound by M. Gortat,10,16
57,1,4:42.0,,O. Porter misses 3-pt jump shot from 23 ft,10,16
58,1,4:41.0,Defensive rebound by J. Johnson,,10,16
59,1,4:34.0,J. Johnson misses 2-pt layup from 1 ft,,10,16
60,1,4:33.0,,Defensive rebound by O. Porter,10,16
61,1,4:30.0,,G. Temple makes 2-pt layup from 2 ft (assist by O. Porter),10,18
62,1,4:25.0,Toronto full timeout,,10,18
63,1,4:25.0,T. Ross enters the game for J. Johnson,,10,18
64,1,4:12.0,K. Lowry misses 2-pt jump shot from 21 ft,,10,18
65,1,4:11.0,,Defensive rebound by M. Gortat,10,18
66,1,4:04.0,,Def 3 sec tech foul by J. Valančiūnas,10,18
67,1,4:04.0,,J. Wall makes technical free throw,10,19
68,1,4:04.0,,G. Neal enters the game for O. Porter,10,19
69,1,3:58.0,,Turnover by J. Wall (lost ball; steal by J. Valančiūnas),10,19
70,1,3:51.0,P. Patterson misses 2-pt jump shot from 13 ft (block by J. Wall),,10,19
71,1,3:51.0,Offensive rebound by Team,,10,19
72,1,3:46.0,D. DeRozan misses 2-pt jump shot from 11 ft,,10,19
73,1,3:45.0,,Defensive rebound by M. Gortat,10,19
74,1,3:40.0,,J. Dudley misses 3-pt jump shot from 25 ft,10,19
75,1,3:37.0,Defensive rebound by T. Ross,,10,19
76,1,3:23.0,K. Lowry misses 2-pt jump shot from 5 ft (block by M. Gortat),,10,19
77,1,3:23.0,Offensive rebound by Team,,10,19
78,1,3:23.0,,D. Gooden enters the game for J. Dudley,10,19
79,1,3:16.0,T. Ross makes 2-pt jump shot from 20 ft,,12,19
80,1,3:04.0,,J. Wall makes 2-pt jump shot from 18 ft,12,21
81,1,2:50.0,D. DeRozan makes 2-pt jump shot from 3 ft (assist by J. Valančiūnas),,14,21
82,1,2:29.0,,M. Gortat makes 2-pt hook shot from 6 ft,14,23
83,1,2:20.0,Turnover by K. Lowry (bad pass),,14,23
