,QUARTER,TIME_REMAINING,DENVER_ACTION,GOLDEN STATE_ACTION,DENVER_SCORE,GOLDEN STATE_SCORE
0,1,11:46.0,,F. Ezeli makes 2-pt dunk at rim (assist by D. Green),0,2
1,1,11:30.0,K. Faried makes 2-pt hook shot from 8 ft (assist by G. Harris),,2,2
2,1,11:14.0,,K. Thompson misses 2-pt jump shot from 18 ft,2,2
3,1,11:13.0,Defensive rebound by K. Faried,,2,2
4,1,11:04.0,E. Mudiay misses 2-pt jump shot from 9 ft,,2,2
5,1,11:03.0,,Defensive rebound by S. Curry,2,2
6,1,10:49.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),2,5
7,1,10:28.0,G. Harris misses 2-pt layup from 2 ft,,2,5
8,1,10:28.0,,Defensive rebound by D. Green,2,5
9,1,10:18.0,,K. Thompson makes 2-pt jump shot from 22 ft (assist by S. Curry),2,7
10,1,10:05.0,D. Gallinari makes 2-pt layup at rim (assist by E. Mudiay),,4,7
11,1,9:59.0,,Turnover by S. Curry (bad pass),4,7
12,1,9:47.0,W. Barton misses 2-pt jump shot from 17 ft,,4,7
13,1,9:46.0,,Defensive rebound by S. Curry,4,7
14,1,9:37.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by S. Curry),4,10
15,1,9:31.0,Personal foul by F. Ezeli (drawn by K. Faried),,4,10
16,1,9:25.0,Offensive foul by E. Mudiay (drawn by S. Curry),,4,10
17,1,9:25.0,Turnover by E. Mudiay (offensive foul),,4,10
18,1,9:10.0,,K. Thompson misses 2-pt jump shot from 11 ft,4,10
19,1,9:09.0,,Offensive rebound by F. Ezeli,4,10
20,1,9:06.0,,H. Barnes makes 2-pt jump shot from 18 ft (assist by F. Ezeli),4,12
21,1,9:01.0,Denver full timeout,,4,12
22,1,8:48.0,D. Gallinari misses 2-pt jump shot from 11 ft,,4,12
23,1,8:47.0,,Defensive rebound by K. Thompson,4,12
24,1,8:44.0,,K. Thompson misses 2-pt layup from 1 ft (block by K. Faried),4,12
25,1,8:44.0,,Offensive rebound by Team,4,12
26,1,8:39.0,,F. Ezeli makes 2-pt layup at rim (assist by D. Green),4,14
27,1,8:25.0,W. Barton misses 2-pt layup from 2 ft,,4,14
28,1,8:24.0,,Defensive rebound by F. Ezeli,4,14
29,1,8:17.0,,S. Curry misses 3-pt jump shot from 25 ft,4,14
30,1,8:17.0,Defensive rebound by K. Faried,,4,14
31,1,8:07.0,D. Gallinari makes 2-pt layup from 2 ft,,6,14
32,1,7:54.0,,H. Barnes makes 2-pt layup from 1 ft (assist by S. Curry),6,16
33,1,7:47.0,E. Mudiay makes 2-pt layup from 1 ft,,8,16
34,1,7:25.0,,F. Ezeli makes 2-pt dunk at rim (assist by D. Green),8,18
35,1,7:04.0,K. Faried misses 2-pt layup from 2 ft,,8,18
36,1,7:03.0,,Defensive rebound by K. Thompson,8,18
37,1,6:46.0,,Offensive foul by F. Ezeli (drawn by D. Gallinari),8,18
38,1,6:46.0,,Turnover by F. Ezeli (offensive foul),8,18
39,1,6:46.0,J. Hickson enters the game for K. Faried,,8,18
40,1,6:31.0,J. Hickson makes 2-pt jump shot from 16 ft (assist by G. Harris),,10,18
41,1,6:16.0,,S. Curry misses 2-pt layup from 1 ft,10,18
42,1,6:16.0,,Offensive rebound by Team,10,18
43,1,6:16.0,J. Nelson enters the game for E. Mudiay,,10,18
44,1,6:16.0,,A. Iguodala enters the game for F. Ezeli,10,18
45,1,6:14.0,,H. Barnes makes 2-pt dunk at rim (assist by K. Thompson),10,20
46,1,6:14.0,,Shooting foul by G. Harris (drawn by H. Barnes),10,20
47,1,6:14.0,,H. Barnes makes free throw 1 of 1,10,21
48,1,5:54.0,J. Nelson makes 2-pt jump shot from 19 ft,,12,21
49,1,5:37.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),12,24
50,1,5:25.0,G. Harris makes 3-pt jump shot from 24 ft,,15,24
51,1,5:12.0,,S. Curry misses 3-pt jump shot from 25 ft,15,24
52,1,5:12.0,,Offensive rebound by D. Green,15,24
53,1,5:10.0,,D. Green makes 2-pt layup at rim,15,26
54,1,4:56.0,Personal foul by A. Iguodala (drawn by D. Gallinari),,15,26
55,1,4:56.0,R. Foye enters the game for G. Harris,,15,26
56,1,4:56.0,,M. Speights enters the game for H. Barnes,15,26
57,1,4:46.0,Turnover by J. Nelson (bad pass; steal by M. Speights),,15,26
