,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MEMPHIS_ACTION,LA CLIPPERS_SCORE,MEMPHIS_SCORE
0,1,11:42.0,D. Jordan makes 2-pt layup from 2 ft (assist by J. Redick),,2,0
1,1,11:22.0,,Z. Randolph makes 2-pt jump shot from 20 ft (assist by R. McCallum),2,2
2,1,11:08.0,J. Redick misses 2-pt jump shot from 21 ft,,2,2
3,1,11:07.0,,Defensive rebound by R. Hollins,2,2
4,1,10:57.0,,Z. Randolph makes 2-pt jump shot from 21 ft (assist by L. Stephenson),2,4
5,1,10:35.0,Shooting foul by L. Stephenson (drawn by J. Green),,2,4
6,1,10:35.0,J. Green misses free throw 1 of 2,,2,4
7,1,10:35.0,Offensive rebound by Team,,2,4
8,1,10:35.0,J. Green makes free throw 2 of 2,,3,4
9,1,10:22.0,,R. Hollins makes 2-pt jump shot from 3 ft,3,6
10,1,10:12.0,D. Jordan makes 2-pt layup from 2 ft (assist by C. Paul),,5,6
11,1,9:51.0,,Z. Randolph makes 2-pt jump shot from 15 ft,5,8
12,1,9:37.0,Turnover by C. Paul (bad pass; steal by L. Stephenson),,5,8
13,1,9:24.0,,Z. Randolph makes 2-pt jump shot from 4 ft,5,10
14,1,9:07.0,J. Redick misses 3-pt jump shot from 23 ft,,5,10
15,1,9:04.0,,Defensive rebound by Team,5,10
16,1,8:55.0,,T. Allen makes 2-pt layup from 2 ft (assist by Z. Randolph),5,12
17,1,8:55.0,,Shooting foul by J. Redick (drawn by T. Allen),5,12
18,1,8:55.0,,T. Allen makes free throw 1 of 1,5,13
19,1,8:36.0,J. Redick makes 2-pt jump shot from 22 ft (assist by L. Mbah a Moute),,7,13
20,1,8:19.0,,R. McCallum makes 2-pt jump shot from 22 ft (assist by Z. Randolph),7,15
21,1,8:12.0,J. Redick misses 3-pt jump shot from 24 ft,,7,15
22,1,8:09.0,,Defensive rebound by Z. Randolph,7,15
23,1,8:01.0,,Z. Randolph misses 3-pt jump shot from 26 ft,7,15
24,1,7:59.0,,Offensive rebound by R. Hollins,7,15
25,1,7:49.0,,Z. Randolph makes 2-pt jump shot from 15 ft,7,17
26,1,7:30.0,L. Mbah a Moute misses 2-pt jump shot from 18 ft,,7,17
27,1,7:29.0,,Defensive rebound by R. McCallum,7,17
28,1,7:16.0,,Z. Randolph misses 2-pt hook shot from 5 ft,7,17
29,1,7:14.0,Defensive rebound by D. Jordan,,7,17
30,1,7:08.0,C. Paul misses 2-pt jump shot from 18 ft,,7,17
31,1,7:08.0,,Defensive rebound by Team,7,17
32,1,7:08.0,Loose ball foul by D. Jordan,,7,17
33,1,6:56.0,,L. Stephenson misses 2-pt jump shot from 20 ft,7,17
34,1,6:54.0,Defensive rebound by J. Green,,7,17
35,1,6:46.0,Shooting foul by L. Stephenson (drawn by J. Green),,7,17
36,1,6:46.0,J. Green makes free throw 1 of 2,,8,17
37,1,6:46.0,J. Green makes free throw 2 of 2,,9,17
38,1,6:30.0,,R. McCallum misses 2-pt jump shot from 19 ft,9,17
39,1,6:29.0,Defensive rebound by C. Paul,,9,17
40,1,6:23.0,Shooting foul by R. Hollins (drawn by D. Jordan),,9,17
41,1,6:23.0,D. Jordan makes free throw 1 of 2,,10,17
42,1,6:23.0,,V. Carter enters the game for L. Stephenson,10,17
43,1,6:23.0,D. Jordan misses free throw 2 of 2,,10,17
44,1,6:19.0,,Defensive rebound by Z. Randolph,10,17
45,1,6:08.0,,Shooting foul by J. Green (drawn by T. Allen),10,17
46,1,6:08.0,,T. Allen makes free throw 1 of 2,10,18
47,1,6:08.0,,T. Allen misses free throw 2 of 2,10,18
48,1,6:06.0,Defensive rebound by D. Jordan,,10,18
49,1,5:54.0,Personal foul by R. McCallum,,10,18
50,1,5:54.0,,Memphis full timeout,10,18
51,1,5:54.0,,J. Green enters the game for R. Hollins,10,18
52,1,5:44.0,C. Paul makes 3-pt jump shot from 23 ft (assist by J. Redick),,13,18
53,1,5:29.0,,Def 3 sec tech foul by J. Green,13,18
54,1,5:29.0,,V. Carter misses technical free throw,13,18
55,1,5:29.0,,Offensive rebound by Team,13,18
56,1,5:29.0,P. Pierce enters the game for L. Mbah a Moute,,13,18
57,1,5:29.0,J. Crawford enters the game for J. Redick,,13,18
58,1,5:15.0,,V. Carter makes 3-pt jump shot from 23 ft (assist by Z. Randolph),13,21
59,1,4:58.0,D. Jordan makes 2-pt layup from 1 ft (assist by C. Paul),,15,21
60,1,4:36.0,,T. Allen makes 2-pt jump shot from 20 ft (assist by Z. Randolph),15,23
61,1,4:22.0,Def 3 sec tech foul by Z. Randolph,,15,23
62,1,4:22.0,C. Paul makes technical free throw,,16,23
63,1,4:16.0,J. Green makes 3-pt jump shot from 24 ft (assist by J. Crawford),,19,23
64,1,3:56.0,,Z. Randolph misses 2-pt jump shot from 15 ft,19,23
65,1,3:55.0,Defensive rebound by P. Pierce,,19,23
66,1,3:35.0,P. Pierce misses 3-pt jump shot from 23 ft,,19,23
67,1,3:33.0,,Defensive rebound by T. Allen,19,23
68,1,3:25.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by V. Carter),19,25
69,1,3:06.0,Turnover by D. Jordan (lost ball; steal by J. Green),,19,25
70,1,2:56.0,,J. Green makes 2-pt jump shot from 20 ft (assist by R. McCallum),19,27
71,1,2:37.0,D. Jordan makes 2-pt layup from 1 ft,,21,27
72,1,2:23.0,,T. Allen makes 2-pt layup from 2 ft,21,29
73,1,2:14.0,LA Clippers full timeout,,21,29
74,1,2:14.0,W. Johnson enters the game for J. Green,,21,29
75,1,2:14.0,A. Rivers enters the game for C. Paul,,21,29
76,1,2:14.0,,J. Martin enters the game for Z. Randolph,21,29
77,1,2:14.0,,X. Munford enters the game for T. Allen,21,29
78,1,2:01.0,W. Johnson makes 3-pt jump shot from 23 ft (assist by P. Pierce),,24,29
79,1,1:44.0,,R. McCallum makes 2-pt jump shot from 18 ft (assist by J. Green),24,31
80,1,1:24.0,W. Johnson makes 2-pt jump shot from 20 ft,,26,31
81,1,1:18.0,,Personal foul by W. Johnson,26,31
82,1,1:07.0,,R. McCallum misses 3-pt jump shot from 24 ft,26,31
83,1,1:06.0,Defensive rebound by P. Pierce,,26,31
84,1,0:57.0,J. Crawford makes 3-pt jump shot from 25 ft (assist by P. Pierce),,29,31
85,1,0:42.0,,J. Martin misses 2-pt jump shot from 11 ft,29,31
86,1,0:41.0,Defensive rebound by D. Jordan,,29,31
87,1,0:26.0,C. Aldrich enters the game for D. Jordan,,29,31
88,1,0:15.0,A. Rivers misses 3-pt jump shot from 23 ft,,29,31
89,1,0:14.0,,Defensive rebound by J. Green,29,31
90,1,0:00.0,,R. McCallum misses 3-pt jump shot from 24 ft,29,31
91,1,0:00.0,,Offensive rebound by Team,29,31
92,2,11:47.0,,V. Carter misses 2-pt jump shot from 21 ft,29,31
93,2,11:45.0,,Offensive rebound by J. Martin,29,31
94,2,11:27.0,,J. Green misses 2-pt jump shot from 19 ft,29,31
95,2,11:27.0,Defensive rebound by W. Johnson,,29,31
96,2,11:20.0,Shooting foul by J. Martin (drawn by P. Pierce),,29,31
97,2,11:20.0,P. Pierce makes free throw 1 of 2,,30,31
98,2,11:20.0,P. Pierce makes free throw 2 of 2,,31,31
99,2,11:01.0,,V. Carter misses 3-pt jump shot from 24 ft,31,31
100,2,11:00.0,Defensive rebound by C. Aldrich,,31,31
101,2,10:48.0,A. Rivers makes 2-pt layup from 2 ft (assist by C. Aldrich),,33,31
102,2,10:36.0,,B. Weber misses 2-pt jump shot from 5 ft,33,31
103,2,10:34.0,,Offensive rebound by J. Martin,33,31
104,2,10:34.0,,J. Martin makes 2-pt layup from 2 ft,33,33
105,2,10:22.0,Personal foul by X. Munford,,33,33
106,2,10:08.0,A. Rivers misses 3-pt jump shot from 25 ft,,33,33
107,2,10:08.0,,Defensive rebound by J. Martin,33,33
108,2,9:57.0,,X. Munford makes 2-pt jump shot from 19 ft,33,35
109,2,9:41.0,J. Crawford misses 3-pt jump shot from 25 ft,,33,35
110,2,9:40.0,,Defensive rebound by J. Green,33,35
111,2,9:30.0,,Turnover by J. Martin (lost ball),33,35
112,2,9:30.0,,Loose ball foul by J. Martin,33,35
113,2,9:20.0,Turnover by C. Aldrich (bad pass; steal by B. Weber),,33,35
114,2,9:16.0,,J. Martin makes 2-pt dunk at rim (assist by B. Weber),33,37
115,2,9:01.0,W. Johnson makes 3-pt jump shot from 23 ft (assist by A. Rivers),,36,37
116,2,8:54.0,,Personal foul by W. Johnson,36,37
117,2,8:54.0,,Memphis full timeout,36,37
118,2,8:43.0,,B. Weber misses 3-pt jump shot from 25 ft,36,37
119,2,8:39.0,,Offensive rebound by J. Green,36,37
120,2,8:39.0,,J. Green misses 2-pt dunk at rim,36,37
121,2,8:37.0,,Offensive rebound by J. Martin,36,37
122,2,8:37.0,,Turnover by J. Martin (lost ball; steal by C. Aldrich),36,37
123,2,8:30.0,P. Pierce makes 3-pt jump shot from 26 ft (assist by A. Rivers),,39,37
124,2,8:07.0,,X. Munford misses 3-pt jump shot from 24 ft,39,37
125,2,8:06.0,Defensive rebound by W. Johnson,,39,37
126,2,7:51.0,P. Pierce makes 3-pt jump shot from 24 ft (assist by C. Aldrich),,42,37
127,2,7:35.0,,V. Carter misses 3-pt jump shot from 24 ft,42,37
128,2,7:35.0,,Offensive rebound by J. Martin,42,37
129,2,7:32.0,,J. Green makes 2-pt layup from 2 ft (assist by J. Martin),42,39
130,2,7:32.0,,Shooting foul by C. Aldrich (drawn by J. Green),42,39
131,2,7:32.0,,Z. Randolph enters the game for J. Martin,42,39
132,2,7:32.0,,T. Allen enters the game for V. Carter,42,39
133,2,7:32.0,,J. Green makes free throw 1 of 1,42,40
134,2,7:20.0,J. Crawford misses 3-pt jump shot from 26 ft,,42,40
135,2,7:19.0,,Defensive rebound by B. Weber,42,40
136,2,7:08.0,,Turnover by J. Green (bad pass; steal by C. Aldrich),42,40
137,2,7:01.0,Shooting foul by B. Weber (drawn by A. Rivers),,42,40
138,2,7:01.0,A. Rivers misses free throw 1 of 2,,42,40
139,2,7:01.0,Offensive rebound by Team,,42,40
140,2,7:01.0,A. Rivers makes free throw 2 of 2,,43,40
141,2,6:45.0,,Personal foul by A. Rivers,43,40
142,2,6:45.0,J. Redick enters the game for W. Johnson,,43,40
143,2,6:32.0,,X. Munford makes 2-pt dunk at rim (assist by Z. Randolph),43,42
144,2,6:14.0,Turnover by C. Aldrich (bad pass; steal by T. Allen),,43,42
145,2,6:13.0,,Personal take foul by C. Aldrich,43,42
146,2,6:13.0,D. Jordan enters the game for C. Aldrich,,43,42
147,2,6:13.0,C. Paul enters the game for A. Rivers,,43,42
148,2,5:54.0,,J. Green makes 2-pt dunk at rim (assist by Z. Randolph),43,44
149,2,5:34.0,Personal foul by B. Weber,,43,44
150,2,5:34.0,,Memphis full timeout,43,44
151,2,5:34.0,J. Green enters the game for J. Crawford,,43,44
152,2,5:34.0,,L. Stephenson enters the game for J. Green,43,44
153,2,5:34.0,,V. Carter enters the game for B. Weber,43,44
154,2,5:34.0,C. Paul makes free throw 1 of 2,,44,44
155,2,5:34.0,C. Paul makes free throw 2 of 2,,45,44
156,2,5:20.0,,Shooting foul by P. Pierce (drawn by V. Carter),45,44
157,2,5:20.0,,V. Carter makes free throw 1 of 2,45,45
158,2,5:20.0,,V. Carter makes free throw 2 of 2,45,46
159,2,5:06.0,Turnover by J. Redick (step out of bounds),,45,46
160,2,4:50.0,,Z. Randolph misses 2-pt jump shot from 18 ft (block by D. Jordan),45,46
161,2,4:47.0,,Offensive rebound by X. Munford,45,46
162,2,4:42.0,,X. Munford misses 2-pt layup from 2 ft (block by J. Redick),45,46
163,2,4:41.0,Defensive rebound by C. Paul,,45,46
164,2,4:31.0,J. Green misses 3-pt jump shot from 23 ft,,45,46
165,2,4:30.0,,Defensive rebound by Z. Randolph,45,46
