,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,DENVER_ACTION,MEMPHIS_SCORE,DENVER_SCORE
31,1,6:55.0,C. Lee makes 2-pt jump shot from 15 ft (assist by M. Gasol),,18,13
32,1,6:43.0,,G. Harris misses 2-pt jump shot from 22 ft,18,13
33,1,6:42.0,Defensive rebound by Team,,18,13
34,1,6:33.0,Personal foul by D. Gallinari (drawn by M. Conley),,18,13
35,1,6:33.0,,W. Barton enters the game for D. Gallinari,18,13
36,1,6:18.0,C. Lee misses 3-pt jump shot from 23 ft,,18,13
37,1,6:16.0,,Defensive rebound by K. Faried,18,13
38,1,6:07.0,,W. Barton misses 3-pt jump shot from 24 ft,18,13
39,1,6:06.0,Defensive rebound by C. Lee,,18,13
40,1,5:59.0,Shooting foul by N. Jokić (drawn by M. Conley),,18,13
41,1,5:59.0,M. Conley misses free throw 1 of 2,,18,13
42,1,5:59.0,Offensive rebound by Team,,18,13
43,1,5:59.0,,J. Nurkić enters the game for N. Jokić,18,13
44,1,5:59.0,M. Conley makes free throw 2 of 2,,19,13
45,1,5:44.0,,E. Mudiay misses 2-pt layup from 2 ft (block by M. Barnes),19,13
46,1,5:42.0,Defensive rebound by M. Barnes,,19,13
47,1,5:41.0,Turnover by M. Barnes (bad pass),,19,13
48,1,5:41.0,M. Chalmers enters the game for M. Conley,,19,13
49,1,5:18.0,,G. Harris misses 2-pt layup from 1 ft,19,13
50,1,5:18.0,Defensive rebound by Team,,19,13
51,1,5:18.0,,Loose ball foul by J. Nurkić (drawn by M. Gasol),19,13
52,1,5:18.0,M. Gasol makes free throw 1 of 2,,20,13
53,1,5:18.0,M. Gasol makes free throw 2 of 2,,21,13
54,1,5:00.0,,G. Harris makes 2-pt layup from 1 ft (assist by E. Mudiay),21,15
55,1,4:44.0,Def 3 sec tech foul by J. Nurkić,,21,15
56,1,4:44.0,C. Lee makes technical free throw,,22,15
57,1,4:44.0,,R. Foye enters the game for G. Harris,22,15
58,1,4:34.0,Personal foul by K. Faried (drawn by Z. Randolph),,22,15
59,1,4:34.0,Z. Randolph makes free throw 1 of 2,,23,15
60,1,4:34.0,J. Green enters the game for M. Barnes,,23,15
61,1,4:34.0,Z. Randolph makes free throw 2 of 2,,24,15
62,1,4:19.0,,Turnover by J. Nurkić (lost ball; steal by M. Gasol),24,15
63,1,4:11.0,M. Chalmers misses 3-pt jump shot from 24 ft,,24,15
64,1,4:10.0,,Defensive rebound by K. Faried,24,15
65,1,4:03.0,,Shooting foul by C. Lee (drawn by E. Mudiay),24,15
66,1,4:03.0,,E. Mudiay misses free throw 1 of 2,24,15
67,1,4:03.0,,Offensive rebound by Team,24,15
68,1,4:03.0,J. Green enters the game for Z. Randolph,,24,15
69,1,4:03.0,,D. Arthur enters the game for K. Faried,24,15
70,1,4:03.0,,E. Mudiay misses free throw 2 of 2,24,15
71,1,4:02.0,Defensive rebound by J. Green,,24,15
72,1,3:45.0,J. Green makes 2-pt jump shot from 17 ft,,26,15
73,1,3:24.0,,W. Barton makes 2-pt hook shot from 6 ft (assist by D. Arthur),26,17
74,1,3:06.0,C. Lee makes 2-pt jump shot from 1 ft (assist by M. Gasol),,28,17
75,1,3:06.0,Shooting foul by J. Nurkić (drawn by C. Lee),,28,17
76,1,3:06.0,C. Lee makes free throw 1 of 1,,29,17
77,1,2:48.0,,D. Arthur misses 3-pt jump shot from 25 ft,29,17
78,1,2:47.0,Defensive rebound by M. Chalmers,,29,17
79,1,2:37.0,M. Gasol makes 2-pt jump shot from 7 ft,,31,17
80,1,2:37.0,Shooting foul by J. Nurkić (drawn by M. Gasol),,31,17
81,1,2:37.0,Memphis full timeout,,31,17
82,1,2:37.0,,S. Kilpatrick enters the game for E. Mudiay,31,17
83,1,2:37.0,,J. Lauvergne enters the game for J. Nurkić,31,17
84,1,2:37.0,M. Gasol makes free throw 1 of 1,,32,17
85,1,2:23.0,,R. Foye misses 2-pt jump shot from 16 ft,32,17
86,1,2:22.0,,Offensive rebound by J. Lauvergne,32,17
87,1,2:15.0,,S. Kilpatrick misses 3-pt jump shot from 22 ft,32,17
88,1,2:14.0,,Offensive rebound by J. Lauvergne,32,17
89,1,2:02.0,,R. Foye misses 2-pt jump shot from 3 ft,32,17
90,1,2:01.0,Defensive rebound by M. Gasol,,32,17
91,1,1:38.0,J. Green misses 2-pt hook shot from 7 ft,,32,17
92,1,1:37.0,,Defensive rebound by D. Arthur,32,17
93,1,1:30.0,,W. Barton misses 3-pt jump shot from 24 ft,32,17
94,1,1:28.0,Defensive rebound by J. Green,,32,17
95,1,1:10.0,J. Green makes 2-pt jump shot from 15 ft (assist by M. Gasol),,34,17
96,1,0:47.0,,J. Lauvergne makes 2-pt layup from 1 ft (assist by D. Arthur),34,19
97,1,0:34.0,J. Green makes 3-pt jump shot from 24 ft (assist by M. Chalmers),,37,19
98,1,0:34.0,,Denver full timeout,37,19
99,1,0:34.0,V. Carter enters the game for M. Gasol,,37,19
100,1,0:34.0,R. Hollins enters the game for C. Lee,,37,19
101,1,0:22.0,,D. Arthur makes 2-pt dunk at rim (assist by W. Barton),37,21
102,1,0:05.0,Turnover by J. Green (lost ball; steal by S. Kilpatrick),,37,21
103,1,0:00.0,,W. Barton makes 2-pt layup at rim,37,23
104,2,11:34.0,,R. Foye misses 2-pt jump shot from 13 ft,37,23
105,2,11:32.0,Defensive rebound by R. Hollins,,37,23
106,2,11:15.0,J. Green makes 2-pt jump shot from 17 ft (assist by V. Carter),,39,23
107,2,10:57.0,,J. Lauvergne makes 3-pt jump shot from 26 ft (assist by W. Barton),39,26
108,2,10:35.0,J. Green misses 2-pt jump shot from 15 ft,,39,26
109,2,10:33.0,Offensive rebound by Team,,39,26
110,2,10:20.0,M. Chalmers makes 2-pt layup from 2 ft,,41,26
111,2,10:09.0,,R. Foye makes 2-pt layup from 2 ft,41,28
112,2,10:09.0,,Shooting foul by J. Green (drawn by R. Foye),41,28
113,2,10:09.0,M. Barnes enters the game for J. Green,,41,28
114,2,10:09.0,,R. Foye makes free throw 1 of 1,41,29
115,2,9:49.0,R. Hollins makes 2-pt dunk at rim (assist by M. Chalmers),,43,29
116,2,9:27.0,,S. Kilpatrick makes 3-pt jump shot from 25 ft (assist by J. Lauvergne),43,32
117,2,9:05.0,M. Barnes misses 3-pt jump shot from 24 ft,,43,32
118,2,9:04.0,,Defensive rebound by J. Lauvergne,43,32
119,2,8:58.0,,Turnover by W. Barton (lost ball; steal by M. Chalmers),43,32
120,2,8:52.0,M. Barnes makes 2-pt jump shot from 2 ft (assist by J. Green),,45,32
121,2,8:27.0,,S. Kilpatrick misses 3-pt jump shot from 24 ft,45,32
122,2,8:27.0,Defensive rebound by R. Hollins,,45,32
123,2,8:07.0,Shooting block foul by D. Arthur (drawn by J. Green),,45,32
124,2,8:07.0,Official timeout,,45,32
125,2,8:07.0,M. Conley enters the game for M. Chalmers,,45,32
126,2,8:07.0,J. Green makes free throw 1 of 2,,46,32
127,2,8:07.0,J. Green misses free throw 2 of 2,,46,32
128,2,8:06.0,,Defensive rebound by D. Arthur,46,32
129,2,7:51.0,,S. Kilpatrick misses 3-pt jump shot from 24 ft,46,32
130,2,7:50.0,Defensive rebound by J. Green,,46,32
131,2,7:37.0,J. Green misses 3-pt jump shot from 23 ft,,46,32
132,2,7:36.0,,Defensive rebound by W. Barton,46,32
133,2,7:26.0,,Turnover by D. Arthur (lost ball; steal by M. Conley),46,32
134,2,7:25.0,Personal foul by W. Barton (drawn by J. Green),,46,32
135,2,7:25.0,,D. Gallinari enters the game for S. Kilpatrick,46,32
136,2,7:25.0,,K. Faried enters the game for J. Lauvergne,46,32
137,2,7:08.0,J. Green misses 2-pt jump shot from 18 ft,,46,32
138,2,7:07.0,,Defensive rebound by W. Barton,46,32
139,2,6:53.0,,K. Faried makes 2-pt jump shot from 6 ft (assist by R. Foye),46,34
140,2,6:53.0,,Shooting foul by R. Hollins (drawn by K. Faried),46,34
141,2,6:53.0,Z. Randolph enters the game for J. Green,,46,34
142,2,6:53.0,,E. Mudiay enters the game for D. Arthur,46,34
143,2,6:53.0,,K. Faried misses free throw 1 of 1,46,34
144,2,6:52.0,Defensive rebound by M. Barnes,,46,34
145,2,6:33.0,V. Carter misses 3-pt jump shot from 24 ft,,46,34
146,2,6:32.0,,Defensive rebound by K. Faried,46,34
147,2,6:24.0,,W. Barton misses 3-pt jump shot from 25 ft,46,34
148,2,6:22.0,Defensive rebound by Team,,46,34
149,2,6:12.0,M. Conley misses 3-pt jump shot from 26 ft,,46,34
150,2,6:12.0,,Defensive rebound by K. Faried,46,34
151,2,6:01.0,,D. Gallinari makes 3-pt jump shot from 22 ft (assist by E. Mudiay),46,37
152,2,5:56.0,,Denver full timeout,46,37
153,2,5:56.0,M. Gasol enters the game for R. Hollins,,46,37
154,2,5:48.0,V. Carter misses 2-pt jump shot from 4 ft,,46,37
155,2,5:47.0,,Defensive rebound by K. Faried,46,37
156,2,5:26.0,,D. Gallinari misses 3-pt jump shot from 24 ft,46,37
157,2,5:26.0,,Offensive rebound by W. Barton,46,37
158,2,5:20.0,,R. Foye misses 3-pt jump shot from 25 ft,46,37
159,2,5:19.0,Defensive rebound by M. Barnes,,46,37
160,2,5:05.0,V. Carter misses 3-pt jump shot from 22 ft,,46,37
161,2,5:04.0,,Defensive rebound by E. Mudiay,46,37
162,2,4:54.0,,R. Foye makes 2-pt jump shot from 17 ft (assist by E. Mudiay),46,39
163,2,4:31.0,M. Barnes misses 3-pt jump shot from 24 ft,,46,39
164,2,4:31.0,Offensive rebound by Team,,46,39
165,2,4:31.0,,Loose ball foul by W. Barton (drawn by Z. Randolph),46,39
166,2,4:31.0,C. Lee enters the game for V. Carter,,46,39
167,2,4:31.0,,J. Lauvergne enters the game for W. Barton,46,39
168,2,4:14.0,Z. Randolph makes 2-pt layup from 2 ft (assist by M. Gasol),,48,39
169,2,3:56.0,,E. Mudiay misses 3-pt jump shot from 23 ft,48,39
170,2,3:55.0,Defensive rebound by M. Barnes,,48,39
171,2,3:44.0,M. Gasol misses 2-pt jump shot from 14 ft,,48,39
172,2,3:43.0,Offensive rebound by Z. Randolph,,48,39
173,2,3:41.0,Z. Randolph makes 2-pt layup from 2 ft,,50,39
174,2,3:27.0,,Personal foul by M. Barnes (drawn by D. Gallinari),50,39
175,2,3:27.0,,G. Harris enters the game for R. Foye,50,39
176,2,3:21.0,,D. Gallinari makes 2-pt layup from 2 ft (assist by J. Lauvergne),50,41
177,2,3:05.0,M. Conley makes 2-pt layup at rim,,52,41
178,2,2:52.0,,Turnover by D. Gallinari (bad pass),52,41
179,2,2:52.0,Memphis full timeout,,52,41
180,2,2:37.0,M. Gasol misses 2-pt jump shot from 15 ft,,52,41
181,2,2:36.0,,Defensive rebound by D. Gallinari,52,41
182,2,2:23.0,,Turnover by E. Mudiay (bad pass; steal by C. Lee),52,41
183,2,2:17.0,M. Barnes misses 2-pt layup from 1 ft (block by K. Faried),,52,41
184,2,2:15.0,,Defensive rebound by E. Mudiay,52,41
185,2,2:09.0,,D. Gallinari makes 3-pt jump shot from 24 ft (assist by E. Mudiay),52,44
186,2,1:40.0,Z. Randolph misses 2-pt hook shot from 5 ft,,52,44
187,2,1:39.0,,Defensive rebound by K. Faried,52,44
188,2,1:32.0,,K. Faried makes 2-pt dunk at rim (assist by E. Mudiay),52,46
189,2,1:32.0,Memphis full timeout,,52,46
190,2,1:32.0,,W. Barton enters the game for D. Gallinari,52,46
191,2,1:20.0,M. Gasol misses 2-pt jump shot from 14 ft,,52,46
192,2,1:19.0,,Defensive rebound by K. Faried,52,46
193,2,1:08.0,,K. Faried makes 2-pt layup from 2 ft (assist by E. Mudiay),52,48
194,2,0:58.0,M. Barnes misses 3-pt jump shot from 25 ft,,52,48
195,2,0:58.0,,Defensive rebound by G. Harris,52,48
196,2,0:49.0,,Turnover by W. Barton (bad pass; steal by M. Barnes),52,48
197,2,0:41.0,Turnover by Z. Randolph (lost ball),,52,48
198,2,0:17.0,,G. Harris misses 3-pt jump shot from 27 ft,52,48
199,2,0:16.0,Defensive rebound by Z. Randolph,,52,48
200,2,0:05.0,Personal take foul by G. Harris (drawn by M. Conley),,52,48
201,2,0:05.0,,S. Kilpatrick enters the game for W. Barton,52,48
202,2,0:00.0,M. Conley makes 3-pt jump shot from 25 ft (assist by M. Gasol),,55,48
203,3,11:45.0,,E. Mudiay makes 2-pt jump shot from 20 ft (assist by G. Harris),55,50
204,3,11:31.0,Turnover by M. Gasol (lost ball; steal by N. Jokić),,55,50
205,3,11:27.0,,N. Jokić makes 2-pt dunk at rim,55,52
206,3,11:01.0,M. Gasol misses 2-pt jump shot from 20 ft,,55,52
207,3,11:00.0,Offensive rebound by Z. Randolph,,55,52
208,3,10:59.0,Turnover by Z. Randolph (bad pass),,55,52
209,3,10:49.0,,N. Jokić makes 2-pt jump shot from 7 ft (assist by E. Mudiay),55,54
210,3,10:49.0,,Shooting block foul by M. Conley (drawn by N. Jokić),55,54
211,3,10:49.0,,N. Jokić makes free throw 1 of 1,55,55
212,3,10:32.0,C. Lee makes 2-pt jump shot from 20 ft,,57,55
213,3,10:18.0,,E. Mudiay makes 2-pt jump shot from 22 ft,57,57
214,3,10:05.0,Shooting block foul by K. Faried (drawn by M. Conley),,57,57
215,3,10:05.0,M. Conley misses free throw 1 of 2,,57,57
216,3,10:05.0,Offensive rebound by Team,,57,57
217,3,10:05.0,M. Conley makes free throw 2 of 2,,58,57
218,3,9:53.0,,N. Jokić misses 2-pt layup from 2 ft (block by Z. Randolph),58,57
219,3,9:52.0,,Offensive rebound by N. Jokić,58,57
220,3,9:49.0,,K. Faried makes 2-pt layup from 1 ft (assist by N. Jokić),58,59
221,3,9:26.0,M. Conley misses 2-pt layup from 2 ft,,58,59
222,3,9:25.0,,Defensive rebound by D. Gallinari,58,59
223,3,9:22.0,,D. Gallinari misses 2-pt layup from 2 ft (block by M. Gasol),58,59
224,3,9:21.0,,Offensive rebound by D. Gallinari,58,59
225,3,9:20.0,,D. Gallinari misses 2-pt layup from 2 ft (block by M. Gasol),58,59
226,3,9:19.0,Defensive rebound by M. Barnes,,58,59
227,3,9:11.0,M. Conley makes 2-pt layup from 1 ft (assist by M. Barnes),,60,59
228,3,8:52.0,,E. Mudiay makes 2-pt jump shot from 17 ft,60,61
229,3,8:33.0,Z. Randolph makes 2-pt hook shot from 9 ft,,62,61
230,3,8:24.0,,Personal foul by M. Gasol (drawn by N. Jokić),62,61
231,3,8:18.0,,D. Gallinari misses 3-pt jump shot from 25 ft,62,61
232,3,8:17.0,,Offensive rebound by K. Faried,62,61
233,3,8:14.0,,K. Faried misses 2-pt jump shot from 16 ft,62,61
234,3,8:13.0,Defensive rebound by M. Gasol,,62,61
235,3,8:07.0,M. Barnes misses 3-pt jump shot from 23 ft,,62,61
236,3,8:06.0,,Defensive rebound by K. Faried,62,61
237,3,7:56.0,,E. Mudiay makes 2-pt jump shot from 10 ft,62,63
238,3,7:56.0,Memphis full timeout,,62,63
239,3,7:38.0,M. Conley misses 2-pt jump shot from 4 ft,,62,63
240,3,7:37.0,,Defensive rebound by K. Faried,62,63
241,3,7:30.0,,K. Faried misses 2-pt layup from 2 ft,62,63
242,3,7:29.0,Defensive rebound by C. Lee,,62,63
243,3,7:11.0,Z. Randolph misses 2-pt jump shot from 18 ft,,62,63
244,3,7:11.0,Offensive rebound by M. Barnes,,62,63
245,3,7:09.0,M. Barnes makes 2-pt layup from 2 ft,,64,63
246,3,6:55.0,,E. Mudiay misses 2-pt jump shot from 3 ft (block by M. Gasol),64,63
247,3,6:52.0,Defensive rebound by C. Lee,,64,63
248,3,6:47.0,M. Barnes misses 3-pt jump shot from 25 ft,,64,63
249,3,6:44.0,,Defensive rebound by N. Jokić,64,63
250,3,6:39.0,,K. Faried makes 2-pt dunk at rim (assist by G. Harris),64,65
251,3,6:15.0,M. Gasol makes 2-pt hook shot from 6 ft,,66,65
252,3,5:49.0,,Flagrant foul type 1 by Z. Randolph (drawn by K. Faried),66,65
253,3,5:49.0,,K. Faried makes flagrant free throw 1 of 2,66,66
254,3,5:49.0,,K. Faried misses flagrant free throw 2 of 2,66,66
255,3,5:49.0,,Offensive rebound by Team,66,66
256,3,5:49.0,M. Chalmers enters the game for M. Barnes,,66,66
257,3,5:49.0,J. Green enters the game for M. Conley,,66,66
258,3,5:30.0,,G. Harris makes 3-pt jump shot from 25 ft,66,69
259,3,5:10.0,Shooting foul by N. Jokić (drawn by M. Gasol),,66,69
260,3,5:10.0,M. Gasol makes 2-pt jump shot from 9 ft,,68,69
261,3,5:10.0,M. Gasol makes free throw 1 of 1,,69,69
262,3,4:52.0,,E. Mudiay misses 3-pt jump shot from 26 ft,69,69
263,3,4:52.0,Defensive rebound by M. Chalmers,,69,69
264,3,4:38.0,M. Chalmers makes 3-pt jump shot from 25 ft (assist by M. Gasol),,72,69
265,3,4:30.0,Violation by M. Chalmers (kicked ball),,72,69
266,3,4:30.0,,J. Lauvergne enters the game for N. Jokić,72,69
267,3,4:21.0,,K. Faried misses 2-pt layup at rim,72,69
268,3,4:20.0,Defensive rebound by M. Chalmers,,72,69
269,3,4:03.0,M. Gasol makes 2-pt jump shot from 10 ft,,74,69
270,3,3:46.0,,K. Faried makes 2-pt hook shot from 4 ft (assist by G. Harris),74,71
271,3,3:30.0,M. Gasol makes 2-pt jump shot from 11 ft (assist by M. Chalmers),,76,71
272,3,3:30.0,Shooting foul by J. Lauvergne (drawn by M. Gasol),,76,71
273,3,3:30.0,J. Green enters the game for Z. Randolph,,76,71
274,3,3:30.0,,D. Arthur enters the game for K. Faried,76,71
275,3,3:30.0,M. Gasol makes free throw 1 of 1,,77,71
276,3,3:10.0,,G. Harris misses 2-pt layup from 2 ft,77,71
277,3,3:09.0,Defensive rebound by M. Gasol,,77,71
278,3,2:56.0,Turnover by M. Gasol (lost ball; steal by G. Harris),,77,71
279,3,2:50.0,,G. Harris makes 2-pt layup from 1 ft,77,73
280,3,2:26.0,M. Gasol makes 2-pt jump shot from 11 ft,,79,73
281,3,2:17.0,,D. Gallinari misses 3-pt jump shot from 24 ft,79,73
282,3,2:16.0,,Offensive rebound by G. Harris,79,73
283,3,2:00.0,,D. Gallinari misses 2-pt layup from 1 ft,79,73
284,3,1:59.0,Defensive rebound by J. Green,,79,73
285,3,1:53.0,M. Chalmers misses 3-pt jump shot from 27 ft,,79,73
286,3,1:51.0,,Defensive rebound by E. Mudiay,79,73
287,3,1:44.0,,Personal foul by M. Gasol (drawn by D. Gallinari),79,73
288,3,1:44.0,,Denver full timeout,79,73
289,3,1:44.0,,W. Barton enters the game for G. Harris,79,73
290,3,1:42.0,R. Hollins enters the game for M. Gasol,,79,73
291,3,1:39.0,,Personal foul by J. Green (drawn by D. Gallinari),79,73
292,3,1:39.0,,D. Gallinari makes free throw 1 of 2,79,74
293,3,1:39.0,,R. Foye enters the game for E. Mudiay,79,74
294,3,1:39.0,,D. Gallinari makes free throw 2 of 2,79,75
295,3,1:25.0,Turnover by M. Chalmers (traveling),,79,75
296,3,1:07.0,,Offensive foul by J. Lauvergne (drawn by C. Lee),79,75
297,3,1:07.0,,Turnover by J. Lauvergne (offensive foul),79,75
298,3,0:51.0,J. Green misses 2-pt jump shot from 11 ft,,79,75
299,3,0:50.0,,Defensive rebound by D. Arthur,79,75
300,3,0:47.0,,Shooting foul by C. Lee (drawn by D. Gallinari),79,75
301,3,0:47.0,,D. Gallinari makes free throw 1 of 2,79,76
302,3,0:47.0,,D. Gallinari makes free throw 2 of 2,79,77
303,3,0:21.0,J. Green misses 2-pt jump shot from 20 ft,,79,77
304,3,0:21.0,,Defensive rebound by W. Barton,79,77
305,3,0:01.0,,D. Gallinari misses 3-pt jump shot from 24 ft,79,77
306,3,0:00.0,,Offensive rebound by Team,79,77
307,4,11:43.0,J. Green misses 2-pt hook shot from 3 ft,,79,77
308,4,11:42.0,,Defensive rebound by J. Lauvergne,79,77
309,4,11:41.0,,Personal foul by J. Green (drawn by J. Lauvergne),79,77
310,4,11:28.0,,Shooting foul by R. Hollins (drawn by R. Foye),79,77
311,4,11:28.0,,R. Foye makes free throw 1 of 2,79,78
312,4,11:28.0,,R. Foye misses free throw 2 of 2,79,78
313,4,11:26.0,Defensive rebound by R. Hollins,,79,78
314,4,11:09.0,J. Green makes 3-pt jump shot from 23 ft (assist by M. Chalmers),,82,78
315,4,10:48.0,,Turnover by W. Barton (lost ball; steal by M. Barnes),82,78
316,4,10:39.0,M. Chalmers misses 2-pt jump shot from 19 ft,,82,78
317,4,10:38.0,,Defensive rebound by J. Lauvergne,82,78
318,4,10:24.0,,Personal block foul by R. Hollins (drawn by S. Kilpatrick),82,78
319,4,10:18.0,,Turnover by W. Barton (lost ball; steal by M. Barnes),82,78
320,4,9:59.0,J. Green makes 2-pt jump shot from 22 ft (assist by M. Chalmers),,84,78
321,4,9:45.0,,Personal foul by M. Chalmers (drawn by D. Arthur),84,78
322,4,9:39.0,,Shooting foul by J. Green (drawn by J. Lauvergne),84,78
323,4,9:39.0,,J. Lauvergne makes free throw 1 of 2,84,79
324,4,9:39.0,,J. Lauvergne makes free throw 2 of 2,84,80
325,4,9:28.0,R. Hollins misses 2-pt layup at rim,,84,80
326,4,9:28.0,,Defensive rebound by Team,84,80
327,4,9:17.0,,R. Foye misses 3-pt jump shot from 24 ft,84,80
328,4,9:16.0,Defensive rebound by J. Green,,84,80
329,4,9:09.0,Personal foul by R. Foye (drawn by M. Chalmers),,84,80
330,4,9:01.0,M. Chalmers misses 2-pt layup from 2 ft,,84,80
331,4,9:01.0,Offensive rebound by Team,,84,80
332,4,9:01.0,,Loose ball foul by R. Foye (drawn by R. Hollins),84,80
333,4,8:52.0,R. Hollins makes 2-pt dunk at rim (assist by M. Chalmers),,86,80
334,4,8:39.0,,D. Arthur misses 2-pt jump shot from 18 ft,86,80
335,4,8:38.0,Defensive rebound by R. Hollins,,86,80
336,4,8:36.0,,Technical foul by D. Arthur,86,80
337,4,8:36.0,Official timeout,,86,80
338,4,8:36.0,J. Green makes technical free throw,,87,80
339,4,8:21.0,M. Chalmers misses 3-pt jump shot from 25 ft,,87,80
340,4,8:21.0,,Defensive rebound by D. Arthur,87,80
341,4,8:10.0,,D. Arthur misses 2-pt layup from 1 ft (block by R. Hollins),87,80
342,4,8:08.0,,Offensive rebound by J. Lauvergne,87,80
343,4,8:06.0,,Shooting foul by M. Chalmers (drawn by S. Kilpatrick),87,80
344,4,8:06.0,,S. Kilpatrick misses free throw 1 of 2,87,80
345,4,8:06.0,,Offensive rebound by Team,87,80
346,4,8:06.0,,S. Kilpatrick makes free throw 2 of 2,87,81
347,4,7:51.0,Turnover by J. Green (lost ball; steal by W. Barton),,87,81
348,4,7:47.0,,W. Barton makes 2-pt dunk at rim (assist by S. Kilpatrick),87,83
349,4,7:47.0,Technical foul by Team,,87,83
350,4,7:47.0,,W. Barton makes technical free throw,87,84
351,4,7:47.0,,D. Gallinari enters the game for S. Kilpatrick,87,84
352,4,7:34.0,Offensive foul by J. Green (drawn by D. Gallinari),,87,84
353,4,7:34.0,Turnover by J. Green (offensive foul),,87,84
354,4,7:34.0,M. Gasol enters the game for R. Hollins,,87,84
355,4,7:19.0,,D. Gallinari misses 3-pt jump shot from 26 ft,87,84
356,4,7:16.0,Defensive rebound by J. Green,,87,84
357,4,7:16.0,Memphis full timeout,,87,84
358,4,7:16.0,C. Lee enters the game for J. Green,,87,84
359,4,7:00.0,Personal foul by J. Lauvergne (drawn by M. Gasol),,87,84
360,4,6:45.0,M. Gasol misses 2-pt jump shot from 12 ft,,87,84
361,4,6:43.0,,Defensive rebound by W. Barton,87,84
362,4,6:33.0,,W. Barton misses 2-pt jump shot from 6 ft,87,84
363,4,6:32.0,Defensive rebound by M. Barnes,,87,84
364,4,6:19.0,Shooting foul by J. Lauvergne (drawn by M. Gasol),,87,84
365,4,6:19.0,M. Gasol makes free throw 1 of 2,,88,84
366,4,6:19.0,Z. Randolph enters the game for J. Green,,88,84
367,4,6:19.0,M. Conley enters the game for M. Chalmers,,88,84
368,4,6:19.0,,E. Mudiay enters the game for R. Foye,88,84
369,4,6:19.0,M. Gasol makes free throw 2 of 2,,89,84
370,4,6:03.0,,Shooting foul by Z. Randolph (drawn by D. Arthur),89,84
371,4,6:03.0,,D. Arthur makes free throw 1 of 2,89,85
372,4,6:03.0,,D. Arthur makes free throw 2 of 2,89,86
373,4,5:42.0,C. Lee makes 2-pt jump shot from 22 ft,,91,86
374,4,5:25.0,,E. Mudiay makes 3-pt jump shot from 25 ft,91,89
375,4,5:00.0,C. Lee misses 3-pt jump shot from 22 ft,,91,89
376,4,4:59.0,,Defensive rebound by J. Lauvergne,91,89
377,4,4:48.0,,J. Lauvergne makes 2-pt layup from 2 ft (assist by D. Arthur),91,91
378,4,4:48.0,Memphis full timeout,,91,91
379,4,4:32.0,,Violation by W. Barton (def goaltending),91,91
380,4,4:32.0,M. Conley makes 2-pt layup from 2 ft (assist by M. Barnes),,93,91
381,4,4:12.0,,E. Mudiay misses 3-pt jump shot from 25 ft,93,91
382,4,4:10.0,Defensive rebound by M. Gasol,,93,91
383,4,3:54.0,Shooting foul by D. Arthur (drawn by Z. Randolph),,93,91
384,4,3:54.0,Z. Randolph misses free throw 1 of 2,,93,91
