,QUARTER,TIME_REMAINING,PHOENIX_ACTION,NEW ORLEANS_ACTION,PHOENIX_SCORE,NEW ORLEANS_SCORE
35,1,7:14.0,,Turnover by J. Ennis (offensive goaltending),8,7
36,1,7:01.0,A. Len makes 2-pt layup at rim (assist by D. Booker),,10,7
37,1,6:43.0,,Turnover by A. Ajinça (lost ball; steal by P. Tucker),10,7
38,1,6:39.0,P. Tucker misses 2-pt layup from 1 ft,,10,7
39,1,6:38.0,Offensive rebound by D. Booker,,10,7
40,1,6:38.0,D. Booker misses 2-pt layup from 2 ft,,10,7
41,1,6:37.0,,Defensive rebound by T. Douglas,10,7
42,1,6:31.0,,T. Douglas makes 2-pt jump shot from 21 ft,10,9
43,1,6:15.0,D. Booker makes 2-pt jump shot from 13 ft,,12,9
44,1,5:55.0,,Turnover by T. Douglas (bad pass; steal by R. Price),12,9
45,1,5:43.0,R. Price makes 3-pt jump shot from 25 ft (assist by P. Tucker),,15,9
46,1,5:14.0,,J. Ennis makes 3-pt jump shot from 25 ft (assist by T. Douglas),15,12
47,1,5:03.0,,New Orleans full timeout,15,12
48,1,5:03.0,M. Teletović enters the game for A. Len,,15,12
49,1,5:03.0,A. Goodwin enters the game for R. Price,,15,12
50,1,4:54.0,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),,17,12
51,1,4:32.0,,D. Cunningham misses 2-pt jump shot from 19 ft,17,12
52,1,4:31.0,Defensive rebound by P. Tucker,,17,12
53,1,4:20.0,M. Teletović makes 3-pt jump shot from 25 ft,,20,12
54,1,3:56.0,,Personal foul by A. Goodwin,20,12
55,1,3:56.0,,K. Perkins enters the game for Ö. Aşık,20,12
56,1,3:50.0,,T. Douglas makes 2-pt jump shot from 19 ft,20,14
57,1,3:42.0,,L. Babbitt enters the game for A. Ajinça,20,14
58,1,3:38.0,T. Chandler misses 2-pt jump shot from 15 ft,,20,14
59,1,3:37.0,Offensive rebound by T. Chandler,,20,14
60,1,3:35.0,T. Chandler makes 2-pt layup from 1 ft,,22,14
61,1,3:11.0,,D. Cunningham misses 2-pt jump shot from 9 ft,22,14
62,1,3:09.0,,Offensive rebound by J. Ennis,22,14
63,1,3:09.0,,J. Ennis misses 2-pt layup from 1 ft,22,14
64,1,3:08.0,Defensive rebound by M. Teletović,,22,14
65,1,3:01.0,Turnover by M. Teletović (bad pass; steal by J. Ennis),,22,14
66,1,2:57.0,,J. Ennis makes 2-pt dunk at rim (assist by T. Douglas),22,16
67,1,2:43.0,Turnover by M. Teletović (bad pass),,22,16
68,1,2:43.0,Phoenix full timeout,,22,16
69,1,2:43.0,,J. Hamilton enters the game for J. Ennis,22,16
70,1,2:43.0,A. Williams enters the game for T. Chandler,,22,16
71,1,2:33.0,,Turnover by K. Perkins (lost ball; steal by P. Tucker),22,16
72,1,2:30.0,A. Goodwin makes 2-pt dunk at rim (assist by P. Tucker),,24,16
73,1,2:08.0,,K. Perkins misses 2-pt layup at rim (block by M. Teletović),24,16
74,1,2:07.0,,Offensive rebound by Team,24,16
75,1,2:04.0,,J. Hamilton makes 2-pt jump shot from 14 ft,24,18
76,1,1:50.0,M. Teletović makes 3-pt jump shot from 26 ft (assist by D. Booker),,27,18
77,1,1:50.0,,Loose ball foul by K. Perkins,27,18
78,1,1:50.0,A. Williams makes free throw 1 of 1,,28,18
79,1,1:36.0,,J. Hamilton misses 3-pt jump shot from 25 ft,28,18
80,1,1:34.0,Defensive rebound by P. Tucker,,28,18
81,1,1:20.0,Shooting foul by L. Babbitt (drawn by M. Teletović),,28,18
82,1,1:20.0,,Technical foul by K. Perkins,28,18
83,1,1:20.0,D. Booker makes technical free throw,,29,18
84,1,1:20.0,M. Teletović makes free throw 1 of 2,,30,18
85,1,1:20.0,,T. Frazier enters the game for T. Douglas,30,18
86,1,1:20.0,M. Teletović makes free throw 2 of 2,,31,18
87,1,1:10.0,,Shooting foul by A. Williams (drawn by D. Cunningham),31,18
88,1,1:10.0,,D. Cunningham makes free throw 1 of 2,31,19
89,1,1:10.0,,D. Cunningham makes free throw 2 of 2,31,20
90,1,0:52.0,A. Williams misses 2-pt jump shot from 9 ft,,31,20
91,1,0:51.0,,Defensive rebound by J. Hamilton,31,20
92,1,0:32.0,,D. Cunningham makes 2-pt dunk at rim (assist by K. Perkins),31,22
93,1,0:24.0,Shooting foul by T. Frazier (drawn by A. Goodwin),,31,22
94,1,0:24.0,A. Goodwin makes free throw 1 of 2,,32,22
95,1,0:24.0,A. Goodwin misses free throw 2 of 2,,32,22
96,1,0:23.0,,Defensive rebound by L. Babbitt,32,22
97,1,0:03.0,,L. Babbitt misses 2-pt layup from 1 ft (block by D. Booker),32,22
98,1,0:01.0,Defensive rebound by P. Tucker,,32,22
99,1,0:00.0,P. Tucker misses 3-pt jump shot from 47 ft,,32,22
100,1,0:00.0,Offensive rebound by Team,,32,22
101,2,11:37.0,,T. Frazier misses 3-pt jump shot from 25 ft,32,22
102,2,11:36.0,Defensive rebound by A. Len,,32,22
103,2,11:22.0,M. Teletović misses 3-pt jump shot from 25 ft,,32,22
104,2,11:21.0,,Defensive rebound by K. Perkins,32,22
105,2,11:12.0,,J. Ennis misses 2-pt layup at rim,32,22
106,2,11:11.0,,Offensive rebound by J. Ennis,32,22
107,2,11:11.0,,J. Ennis makes 2-pt layup at rim,32,24
108,2,10:59.0,Turnover by J. Jenkins (bad pass; steal by T. Frazier),,32,24
109,2,10:56.0,,T. Frazier makes 2-pt layup at rim,32,26
110,2,10:55.0,Phoenix full timeout,,32,26
111,2,10:55.0,C. Budinger enters the game for J. Jenkins,,32,26
112,2,10:39.0,A. Len misses 2-pt jump shot from 14 ft,,32,26
113,2,10:38.0,,Defensive rebound by L. Babbitt,32,26
114,2,10:31.0,,J. Hamilton makes 3-pt jump shot from 24 ft,32,29
115,2,10:15.0,A. Len misses 2-pt jump shot from 14 ft,,32,29
116,2,10:15.0,,Defensive rebound by T. Frazier,32,29
117,2,10:04.0,,T. Frazier misses 2-pt layup from 1 ft (block by A. Goodwin),32,29
118,2,10:02.0,,Offensive rebound by T. Frazier,32,29
119,2,9:55.0,,L. Babbitt misses 3-pt jump shot from 23 ft,32,29
120,2,9:54.0,Defensive rebound by J. Leuer,,32,29
121,2,9:44.0,A. Goodwin misses 3-pt jump shot from 25 ft,,32,29
122,2,9:43.0,Offensive rebound by A. Len,,32,29
123,2,9:40.0,A. Goodwin misses 2-pt layup from 2 ft,,32,29
124,2,9:40.0,,Defensive rebound by L. Babbitt,32,29
125,2,9:40.0,Loose ball foul by A. Len,,32,29
126,2,9:28.0,,L. Babbitt makes 2-pt layup from 2 ft (assist by T. Frazier),32,31
127,2,9:28.0,,Shooting foul by A. Goodwin (drawn by L. Babbitt),32,31
128,2,9:28.0,,L. Babbitt makes free throw 1 of 1,32,32
129,2,9:17.0,M. Teletović makes 2-pt jump shot from 12 ft,,34,32
130,2,9:17.0,Shooting foul by J. Hamilton (drawn by M. Teletović),,34,32
131,2,9:17.0,M. Teletović misses free throw 1 of 1,,34,32
132,2,9:16.0,,Defensive rebound by L. Babbitt,34,32
133,2,9:09.0,,J. Hamilton misses 3-pt jump shot from 24 ft,34,32
134,2,9:08.0,Defensive rebound by M. Teletović,,34,32
135,2,9:01.0,J. Leuer misses 2-pt jump shot from 18 ft,,34,32
136,2,9:00.0,Offensive rebound by A. Len,,34,32
137,2,8:59.0,A. Len makes 2-pt layup at rim,,36,32
138,2,8:47.0,,T. Frazier makes 2-pt jump shot from 19 ft,36,34
139,2,8:29.0,A. Goodwin misses 3-pt jump shot from 25 ft,,36,34
140,2,8:28.0,,Defensive rebound by L. Babbitt,36,34
141,2,8:06.0,,Turnover by T. Frazier (lost ball; steal by A. Len),36,34
142,2,7:55.0,A. Goodwin makes 2-pt layup from 2 ft,,38,34
143,2,7:34.0,,L. Babbitt makes 2-pt jump shot from 11 ft,38,36
144,2,7:16.0,A. Goodwin makes 3-pt jump shot from 25 ft (assist by M. Teletović),,41,36
145,2,7:12.0,,New Orleans full timeout,41,36
146,2,7:12.0,T. Chandler enters the game for A. Len,,41,36
147,2,7:12.0,D. Booker enters the game for C. Budinger,,41,36
148,2,7:12.0,,A. Ajinça enters the game for K. Perkins,41,36
149,2,6:49.0,,J. Hamilton misses 3-pt jump shot from 26 ft,41,36
150,2,6:48.0,Defensive rebound by T. Chandler,,41,36
151,2,6:39.0,M. Teletović misses 3-pt jump shot from 23 ft,,41,36
152,2,6:38.0,,Defensive rebound by L. Babbitt,41,36
153,2,6:30.0,,A. Ajinça misses 2-pt jump shot from 10 ft,41,36
154,2,6:29.0,Defensive rebound by J. Leuer,,41,36
155,2,6:14.0,M. Teletović misses 2-pt jump shot from 12 ft,,41,36
156,2,6:14.0,Offensive rebound by T. Chandler,,41,36
157,2,6:14.0,Shooting foul by A. Ajinça (drawn by T. Chandler),,41,36
158,2,6:14.0,T. Chandler makes free throw 1 of 2,,42,36
159,2,6:14.0,T. Chandler misses free throw 2 of 2,,42,36
160,2,6:14.0,,Defensive rebound by J. Hamilton,42,36
161,2,5:58.0,,A. Ajinça misses 2-pt hook shot from 10 ft,42,36
162,2,5:57.0,Defensive rebound by A. Goodwin,,42,36
163,2,5:56.0,Personal foul by J. Ennis,,42,36
164,2,5:44.0,A. Goodwin makes 2-pt layup from 1 ft,,44,36
165,2,5:28.0,,L. Babbitt misses 2-pt jump shot from 15 ft,44,36
166,2,5:27.0,Defensive rebound by M. Teletović,,44,36
167,2,5:18.0,Turnover by M. Teletović (bad pass; steal by J. Hamilton),,44,36
168,2,5:07.0,,J. Ennis misses 3-pt jump shot from 23 ft,44,36
169,2,5:06.0,Defensive rebound by J. Leuer,,44,36
170,2,4:47.0,Turnover by A. Goodwin (offensive goaltending),,44,36
171,2,4:47.0,P. Tucker enters the game for A. Goodwin,,44,36
172,2,4:47.0,R. Price enters the game for J. Leuer,,44,36
173,2,4:37.0,,Personal foul by P. Tucker,44,36
174,2,4:24.0,,T. Frazier makes 2-pt jump shot from 20 ft,44,38
175,2,3:58.0,R. Price misses 3-pt jump shot from 24 ft,,44,38
176,2,3:57.0,,Defensive rebound by J. Hamilton,44,38
177,2,3:52.0,,T. Frazier misses 2-pt layup from 4 ft,44,38
178,2,3:51.0,Defensive rebound by D. Booker,,44,38
179,2,3:34.0,T. Chandler makes 2-pt layup at rim (assist by M. Teletović),,46,38
180,2,3:22.0,,T. Frazier misses 3-pt jump shot from 25 ft,46,38
181,2,3:20.0,Defensive rebound by D. Booker,,46,38
182,2,3:15.0,Turnover by D. Booker (bad pass),,46,38
183,2,3:15.0,,D. Cunningham enters the game for J. Hamilton,46,38
184,2,2:53.0,,J. Ennis makes 3-pt jump shot from 25 ft (assist by T. Frazier),46,41
185,2,2:38.0,M. Teletović makes 3-pt jump shot from 24 ft (assist by P. Tucker),,49,41
186,2,2:24.0,,J. Ennis misses 3-pt jump shot from 26 ft,49,41
187,2,2:22.0,,Offensive rebound by T. Frazier,49,41
188,2,2:17.0,,L. Babbitt makes 2-pt layup from 1 ft (assist by T. Frazier),49,43
189,2,1:57.0,Personal foul by J. Ennis,,49,43
190,2,1:57.0,Official timeout,,49,43
191,2,1:57.0,A. Len enters the game for M. Teletović,,49,43
192,2,1:57.0,,T. Douglas enters the game for J. Ennis,49,43
193,2,1:52.0,,Violation by A. Ajinça (def goaltending),49,43
194,2,1:52.0,D. Booker makes 2-pt layup from 4 ft (assist by T. Chandler),,51,43
195,2,1:40.0,,Personal foul by D. Booker,51,43
196,2,1:30.0,,L. Babbitt makes 2-pt layup from 3 ft,51,45
197,2,1:10.0,Shooting foul by A. Ajinça (drawn by P. Tucker),,51,45
198,2,1:10.0,P. Tucker makes free throw 1 of 2,,52,45
199,2,1:10.0,,Ö. Aşık enters the game for L. Babbitt,52,45
200,2,1:10.0,P. Tucker makes free throw 2 of 2,,53,45
201,2,0:49.0,,A. Ajinça makes 2-pt jump shot from 21 ft (assist by D. Cunningham),53,47
202,2,0:40.0,D. Booker misses 3-pt jump shot from 25 ft,,53,47
203,2,0:40.0,,Defensive rebound by Team,53,47
204,2,0:31.0,,Turnover by Ö. Aşık (lost ball),53,47
205,2,0:21.0,A. Len misses 2-pt jump shot from 17 ft,,53,47
206,2,0:20.0,,Defensive rebound by T. Frazier,53,47
207,2,0:05.0,,A. Ajinça misses 2-pt layup from 2 ft (block by T. Chandler),53,47
208,2,0:04.0,Defensive rebound by D. Booker,,53,47
209,2,0:00.0,D. Booker makes 2-pt layup from 1 ft,,55,47
210,3,11:51.0,,Ö. Aşık misses 2-pt layup from 3 ft (block by T. Chandler),55,47
211,3,11:51.0,,Offensive rebound by Team,55,47
212,3,11:37.0,,T. Douglas misses 3-pt jump shot from 24 ft,55,47
213,3,11:36.0,Defensive rebound by A. Len,,55,47
214,3,11:24.0,Turnover by D. Booker (bad pass; steal by J. Ennis),,55,47
215,3,11:20.0,,Personal foul by D. Booker,55,47
216,3,11:03.0,,D. Cunningham misses 2-pt jump shot from 18 ft,55,47
217,3,11:02.0,Defensive rebound by A. Len,,55,47
218,3,10:56.0,D. Booker makes 3-pt jump shot from 24 ft (assist by R. Price),,58,47
219,3,10:28.0,,J. Ennis misses 2-pt layup from 1 ft,58,47
220,3,10:27.0,Defensive rebound by A. Len,,58,47
221,3,10:23.0,Turnover by T. Chandler (lost ball),,58,47
222,3,10:15.0,,T. Douglas misses 2-pt jump shot from 18 ft,58,47
223,3,10:14.0,,Offensive rebound by J. Ennis,58,47
224,3,10:04.0,,Turnover by J. Ennis (lost ball; steal by R. Price),58,47
225,3,9:57.0,Shooting foul by Ö. Aşık (drawn by T. Chandler),,58,47
226,3,9:57.0,T. Chandler makes free throw 1 of 2,,59,47
227,3,9:57.0,T. Chandler makes free throw 2 of 2,,60,47
228,3,9:46.0,,Personal foul by D. Booker,60,47
229,3,9:37.0,,D. Cunningham makes 2-pt jump shot from 20 ft (assist by A. Ajinça),60,49
230,3,9:27.0,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),,62,49
231,3,9:15.0,,T. Douglas misses 3-pt jump shot from 26 ft,62,49
232,3,9:14.0,Defensive rebound by A. Len,,62,49
233,3,9:05.0,P. Tucker makes 3-pt jump shot from 26 ft (assist by A. Len),,65,49
234,3,8:56.0,,Personal foul by R. Price,65,49
235,3,8:56.0,,New Orleans full timeout,65,49
236,3,8:44.0,,D. Cunningham makes 2-pt jump shot from 15 ft (assist by T. Douglas),65,51
237,3,8:21.0,A. Len misses 2-pt layup from 4 ft,,65,51
238,3,8:17.0,,Defensive rebound by J. Ennis,65,51
239,3,8:07.0,,T. Douglas misses 2-pt jump shot from 13 ft,65,51
240,3,8:06.0,Defensive rebound by P. Tucker,,65,51
241,3,7:46.0,T. Chandler misses 2-pt layup from 2 ft,,65,51
242,3,7:45.0,Offensive rebound by T. Chandler,,65,51
243,3,7:44.0,Shooting foul by Ö. Aşık (drawn by T. Chandler),,65,51
244,3,7:44.0,Phoenix full timeout,,65,51
245,3,7:44.0,,K. Perkins enters the game for Ö. Aşık,65,51
246,3,7:44.0,T. Chandler makes free throw 1 of 2,,66,51
247,3,7:44.0,T. Chandler makes free throw 2 of 2,,67,51
248,3,7:42.0,,Personal take foul by R. Price,67,51
249,3,7:42.0,M. Teletović enters the game for T. Chandler,,67,51
250,3,7:42.0,,L. Babbitt enters the game for A. Ajinça,67,51
251,3,7:27.0,,T. Douglas makes 2-pt jump shot from 15 ft,67,53
252,3,7:13.0,M. Teletović misses 3-pt jump shot from 24 ft,,67,53
253,3,7:12.0,,Defensive rebound by T. Douglas,67,53
254,3,7:07.0,,Offensive foul by K. Perkins (drawn by D. Booker),67,53
255,3,7:07.0,,Turnover by K. Perkins (offensive foul),67,53
256,3,6:48.0,M. Teletović misses 3-pt jump shot from 26 ft,,67,53
257,3,6:47.0,,Defensive rebound by K. Perkins,67,53
258,3,6:39.0,,D. Cunningham misses 3-pt jump shot from 24 ft,67,53
259,3,6:38.0,Defensive rebound by P. Tucker,,67,53
260,3,6:34.0,D. Booker misses 3-pt jump shot from 24 ft,,67,53
261,3,6:33.0,,Defensive rebound by Team,67,53
262,3,6:20.0,,T. Douglas makes 3-pt jump shot from 24 ft (assist by L. Babbitt),67,56
263,3,6:00.0,Personal foul by K. Perkins,,67,56
264,3,6:00.0,,T. Frazier enters the game for J. Ennis,67,56
265,3,6:00.0,,Violation by Team (jump ball),67,56
266,3,5:54.0,Personal foul by L. Babbitt,,67,56
267,3,5:50.0,A. Len misses 2-pt hook shot from 8 ft,,67,56
268,3,5:50.0,Offensive rebound by Team,,67,56
269,3,5:50.0,,Loose ball foul by L. Babbitt,67,56
270,3,5:50.0,P. Tucker makes free throw 1 of 2,,68,56
271,3,5:50.0,P. Tucker makes free throw 2 of 2,,69,56
272,3,5:39.0,,L. Babbitt makes 2-pt layup from 1 ft,69,58
273,3,5:26.0,M. Teletović makes 2-pt jump shot from 9 ft,,71,58
274,3,5:01.0,,K. Perkins misses 2-pt jump shot from 8 ft,71,58
275,3,5:00.0,Defensive rebound by P. Tucker,,71,58
276,3,4:54.0,M. Teletović makes 3-pt jump shot from 24 ft,,74,58
277,3,4:40.0,,L. Babbitt makes 2-pt hook shot from 6 ft (assist by T. Frazier),74,60
278,3,4:27.0,Turnover by P. Tucker (discontinued dribble),,74,60
279,3,4:16.0,,Shooting foul by D. Booker (drawn by T. Douglas),74,60
280,3,4:16.0,,T. Douglas makes free throw 1 of 2,74,61
281,3,4:16.0,J. Jenkins enters the game for D. Booker,,74,61
282,3,4:16.0,A. Goodwin enters the game for R. Price,,74,61
283,3,4:16.0,,T. Douglas makes free throw 2 of 2,74,62
284,3,3:59.0,A. Len makes 2-pt jump shot from 16 ft (assist by A. Goodwin),,76,62
285,3,3:39.0,,Shooting foul by A. Goodwin (drawn by T. Frazier),76,62
286,3,3:39.0,,T. Frazier misses free throw 1 of 2,76,62
287,3,3:39.0,,Offensive rebound by Team,76,62
288,3,3:39.0,,T. Frazier misses free throw 2 of 2,76,62
289,3,3:38.0,Defensive rebound by A. Len,,76,62
290,3,3:23.0,A. Len makes 2-pt jump shot from 21 ft (assist by M. Teletović),,78,62
291,3,3:12.0,,T. Douglas misses 2-pt jump shot from 13 ft,78,62
292,3,3:11.0,Defensive rebound by A. Len,,78,62
293,3,3:02.0,Offensive foul by A. Len (drawn by T. Frazier),,78,62
294,3,3:02.0,Turnover by A. Len (offensive foul),,78,62
295,3,3:02.0,,J. Hamilton enters the game for D. Cunningham,78,62
296,3,2:54.0,,T. Frazier misses 2-pt jump shot from 20 ft,78,62
297,3,2:53.0,Defensive rebound by M. Teletović,,78,62
298,3,2:35.0,M. Teletović misses 2-pt jump shot from 1 ft (block by J. Hamilton),,78,62
299,3,2:35.0,Offensive rebound by M. Teletović,,78,62
300,3,2:35.0,M. Teletović makes 2-pt layup from 1 ft,,80,62
301,3,2:21.0,,L. Babbitt makes 2-pt jump shot from 5 ft,80,64
302,3,2:12.0,M. Teletović makes 2-pt layup from 1 ft,,82,64
303,3,1:51.0,,J. Hamilton misses 2-pt jump shot from 18 ft,82,64
304,3,1:50.0,Defensive rebound by J. Jenkins,,82,64
305,3,1:39.0,A. Goodwin misses 2-pt layup at rim,,82,64
306,3,1:38.0,Offensive rebound by A. Len,,82,64
307,3,1:32.0,J. Jenkins makes 2-pt jump shot from 19 ft (assist by A. Goodwin),,84,64
308,3,1:26.0,,T. Douglas makes 2-pt layup from 2 ft,84,66
309,3,1:05.0,Turnover by A. Goodwin (bad pass; steal by J. Hamilton),,84,66
310,3,0:52.0,,L. Babbitt misses 2-pt jump shot from 4 ft,84,66
311,3,0:51.0,Defensive rebound by A. Len,,84,66
312,3,0:47.0,Personal block foul by T. Douglas,,84,66
313,3,0:47.0,Phoenix full timeout,,84,66
314,3,0:47.0,C. Budinger enters the game for P. Tucker,,84,66
315,3,0:47.0,J. Leuer enters the game for A. Len,,84,66
316,3,0:47.0,,J. Ennis enters the game for T. Douglas,84,66
317,3,0:47.0,A. Goodwin misses free throw 1 of 2,,84,66
318,3,0:47.0,Offensive rebound by Team,,84,66
319,3,0:47.0,A. Goodwin makes free throw 2 of 2,,85,66
320,3,0:34.0,,L. Babbitt misses 2-pt layup from 2 ft,85,66
321,3,0:33.0,,Offensive rebound by K. Perkins,85,66
322,3,0:33.0,,Personal foul by C. Budinger,85,66
323,3,0:33.0,,K. Perkins misses free throw 1 of 2,85,66
324,3,0:33.0,,Offensive rebound by Team,85,66
325,3,0:33.0,,K. Perkins makes free throw 2 of 2,85,67
326,3,0:21.0,J. Leuer misses 2-pt jump shot from 4 ft,,85,67
327,3,0:20.0,,Defensive rebound by K. Perkins,85,67
328,3,0:00.0,,J. Ennis misses 3-pt jump shot from 26 ft,85,67
329,3,0:00.0,,Offensive rebound by Team,85,67
330,4,11:39.0,C. Budinger misses 2-pt layup from 4 ft (block by A. Ajinça),,85,67
331,4,11:38.0,,Defensive rebound by L. Babbitt,85,67
332,4,11:17.0,,A. Ajinça misses 2-pt jump shot from 17 ft,85,67
333,4,11:16.0,,Offensive rebound by T. Frazier,85,67
334,4,11:12.0,,T. Frazier misses 2-pt jump shot from 14 ft,85,67
335,4,11:11.0,,Offensive rebound by A. Ajinça,85,67
336,4,11:11.0,Loose ball foul by A. Goodwin,,85,67
337,4,11:00.0,,Turnover by A. Ajinça (3 sec),85,67
338,4,10:43.0,J. Leuer misses 2-pt jump shot from 15 ft,,85,67
339,4,10:42.0,,Defensive rebound by L. Babbitt,85,67
340,4,10:25.0,,L. Babbitt misses 2-pt layup from 2 ft,85,67
341,4,10:24.0,,Offensive rebound by A. Ajinça,85,67
342,4,10:16.0,,J. Ennis misses 3-pt jump shot from 23 ft,85,67
343,4,10:16.0,Defensive rebound by J. Leuer,,85,67
344,4,10:03.0,Shooting foul by J. Hamilton (drawn by C. Budinger),,85,67
345,4,10:03.0,C. Budinger makes free throw 1 of 2,,86,67
346,4,10:03.0,C. Budinger makes free throw 2 of 2,,87,67
347,4,10:00.0,,Personal foul by M. Teletović,87,67
348,4,9:55.0,,T. Frazier makes 3-pt jump shot from 25 ft (assist by L. Babbitt),87,70
349,4,9:40.0,J. Leuer makes 2-pt jump shot from 20 ft (assist by C. Budinger),,89,70
350,4,9:28.0,,J. Hamilton misses 2-pt jump shot from 11 ft,89,70
351,4,9:27.0,Defensive rebound by A. Goodwin,,89,70
352,4,9:23.0,A. Goodwin makes 2-pt layup from 1 ft,,91,70
353,4,9:23.0,Shooting foul by L. Babbitt (drawn by A. Goodwin),,91,70
354,4,9:23.0,A. Goodwin makes free throw 1 of 1,,92,70
355,4,9:10.0,,J. Ennis misses 2-pt dunk at rim,92,70
356,4,9:09.0,Defensive rebound by A. Goodwin,,92,70
357,4,9:09.0,Personal foul by A. Ajinça,,92,70
358,4,8:54.0,A. Goodwin makes 3-pt jump shot from 23 ft (assist by J. Jenkins),,95,70
359,4,8:44.0,,T. Frazier makes 2-pt layup at rim,95,72
360,4,8:37.0,Personal take foul by T. Frazier,,95,72
361,4,8:37.0,Official timeout,,95,72
362,4,8:37.0,,D. Cunningham enters the game for A. Ajinça,95,72
363,4,8:25.0,A. Goodwin makes 3-pt jump shot from 25 ft (assist by M. Teletović),,98,72
364,4,8:15.0,,D. Cunningham misses 2-pt jump shot from 18 ft,98,72
365,4,8:14.0,Defensive rebound by J. Leuer,,98,72
366,4,8:02.0,Turnover by A. Goodwin (bad pass; steal by D. Cunningham),,98,72
367,4,7:56.0,,J. Ennis makes 2-pt layup from 1 ft (assist by J. Hamilton),98,74
368,4,7:40.0,Turnover by C. Budinger (bad pass; steal by J. Ennis),,98,74
369,4,7:32.0,,J. Hamilton misses 2-pt layup from 2 ft,98,74
370,4,7:31.0,Defensive rebound by J. Leuer,,98,74
371,4,7:29.0,J. Jenkins misses 3-pt jump shot from 24 ft,,98,74
372,4,7:27.0,Offensive rebound by C. Budinger,,98,74
373,4,7:26.0,C. Budinger makes 2-pt layup from 2 ft,,100,74
374,4,7:09.0,,T. Frazier misses 2-pt jump shot from 23 ft,100,74
375,4,7:08.0,,Offensive rebound by J. Hamilton,100,74
376,4,7:03.0,,J. Hamilton makes 2-pt layup from 2 ft,100,76
377,4,6:49.0,C. Budinger misses 3-pt jump shot from 24 ft,,100,76
378,4,6:48.0,,Defensive rebound by T. Frazier,100,76
379,4,6:42.0,,Personal foul by M. Teletović,100,76
380,4,6:42.0,,T. Douglas enters the game for J. Ennis,100,76
381,4,6:30.0,,J. Hamilton misses 2-pt layup at rim,100,76
382,4,6:29.0,Defensive rebound by J. Leuer,,100,76
383,4,6:25.0,Shooting foul by J. Hamilton (drawn by A. Goodwin),,100,76
384,4,6:25.0,A. Goodwin makes free throw 1 of 2,,101,76
385,4,6:25.0,A. Goodwin makes free throw 2 of 2,,102,76
386,4,6:14.0,,T. Douglas makes 2-pt layup from 2 ft (assist by D. Cunningham),102,78
387,4,5:59.0,Turnover by C. Budinger (bad pass; steal by T. Douglas),,102,78
388,4,5:54.0,,J. Hamilton makes 2-pt layup at rim (assist by T. Douglas),102,80
389,4,5:43.0,Shooting foul by J. Hamilton (drawn by J. Leuer),,102,80
