,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,LA CLIPPERS_ACTION,SAN ANTONIO_SCORE,LA CLIPPERS_SCORE
88,1,1:24.0,D. West misses 2-pt jump shot from 20 ft,,10,16
89,1,1:20.0,,Defensive rebound by C. Aldrich,10,16
90,1,1:10.0,,Turnover by J. Crawford (lost ball),10,16
91,1,0:57.0,D. West makes 2-pt layup from 1 ft (assist by P. Mills),,12,16
92,1,0:46.0,,Personal foul by J. Simmons (drawn by C. Wilcox),12,16
93,1,0:41.0,,J. Crawford makes 3-pt jump shot from 24 ft,12,19
94,1,0:31.0,B. Diaw makes 3-pt jump shot from 24 ft (assist by P. Mills),,15,19
95,1,0:18.0,,Shooting foul by P. Mills (drawn by C. Wilcox),15,19
96,1,0:18.0,,C. Wilcox misses free throw 1 of 3,15,19
97,1,0:18.0,,Offensive rebound by Team,15,19
98,1,0:18.0,,C. Wilcox makes free throw 2 of 3,15,20
99,1,0:18.0,,C. Wilcox makes free throw 3 of 3,15,21
100,1,0:04.0,B. Diaw misses 2-pt jump shot from 3 ft,,15,21
101,1,0:02.0,,Defensive rebound by C. Aldrich,15,21
102,2,11:39.0,P. Mills misses 2-pt jump shot from 18 ft,,15,21
103,2,11:38.0,,Defensive rebound by W. Johnson,15,21
104,2,11:14.0,,Turnover by Team (shot clock),15,21
105,2,10:57.0,B. Diaw misses 2-pt jump shot from 5 ft,,15,21
106,2,10:57.0,Offensive rebound by B. Diaw,,15,21
107,2,10:52.0,D. Green misses 3-pt jump shot from 24 ft,,15,21
108,2,10:51.0,,Defensive rebound by P. Pierce,15,21
109,2,10:41.0,,P. Pierce misses 2-pt jump shot from 16 ft,15,21
110,2,10:39.0,Defensive rebound by D. Green,,15,21
111,2,10:34.0,B. Diaw makes 2-pt layup from 1 ft (assist by D. Green),,17,21
112,2,10:15.0,,J. Crawford makes 2-pt layup from 1 ft,17,23
113,2,10:08.0,R. Butler misses 2-pt layup at rim (block by C. Aldrich),,17,23
114,2,10:06.0,,Defensive rebound by P. Pierce,17,23
115,2,9:46.0,,J. Crawford misses 3-pt jump shot from 25 ft,17,23
116,2,9:45.0,Defensive rebound by D. Green,,17,23
117,2,9:33.0,Turnover by B. Diaw (lost ball; steal by W. Johnson),,17,23
118,2,9:19.0,,C. Aldrich makes 2-pt hook shot from 4 ft (assist by J. Crawford),17,25
119,2,9:10.0,P. Mills makes 3-pt jump shot from 24 ft,,20,25
120,2,8:51.0,,J. Crawford misses 2-pt layup from 1 ft,20,25
121,2,8:49.0,Defensive rebound by R. Butler,,20,25
122,2,8:43.0,R. Butler makes 2-pt jump shot from 17 ft (assist by D. West),,22,25
123,2,8:36.0,,LA Clippers full timeout,22,25
124,2,8:36.0,T. Parker enters the game for P. Mills,,22,25
125,2,8:36.0,,C. Paul enters the game for C. Wilcox,22,25
126,2,8:26.0,,Turnover by J. Crawford (bad pass; steal by D. West),22,25
127,2,8:01.0,R. Butler misses 3-pt jump shot from 23 ft,,22,25
128,2,8:01.0,Offensive rebound by Team,,22,25
129,2,8:01.0,Turnover by Team (shot clock),,22,25
130,2,8:01.0,T. Duncan enters the game for D. West,,22,25
131,2,7:50.0,,W. Johnson makes 2-pt jump shot from 8 ft (assist by C. Aldrich),22,27
132,2,7:37.0,Personal foul by P. Pierce (drawn by R. Butler),,22,27
133,2,7:37.0,K. Anderson enters the game for R. Butler,,22,27
134,2,7:37.0,,J. Redick enters the game for W. Johnson,22,27
135,2,7:37.0,,D. Jordan enters the game for C. Aldrich,22,27
136,2,7:27.0,D. Green misses 2-pt jump shot from 16 ft,,22,27
137,2,7:25.0,,Defensive rebound by D. Jordan,22,27
138,2,7:12.0,,P. Pierce makes 3-pt jump shot from 24 ft (assist by C. Paul),22,30
139,2,6:51.0,B. Diaw misses 2-pt hook shot from 5 ft,,22,30
140,2,6:50.0,,Defensive rebound by D. Jordan,22,30
141,2,6:42.0,,Turnover by J. Crawford (lost ball; steal by K. Anderson),22,30
142,2,6:36.0,T. Parker misses 2-pt layup at rim,,22,30
143,2,6:34.0,,Defensive rebound by P. Pierce,22,30
144,2,6:33.0,,Personal foul by T. Duncan (drawn by J. Redick),22,30
145,2,6:27.0,,Turnover by J. Redick (bad pass; steal by T. Parker),22,30
146,2,6:25.0,Personal take foul by C. Paul (drawn by T. Parker),,22,30
147,2,6:25.0,L. Aldridge enters the game for B. Diaw,,22,30
148,2,6:25.0,,L. Mbah a Moute enters the game for P. Pierce,22,30
149,2,6:01.0,L. Aldridge misses 3-pt jump shot from 25 ft,,22,30
150,2,6:01.0,,Defensive rebound by J. Redick,22,30
151,2,5:49.0,,Turnover by D. Jordan (lost ball),22,30
152,2,5:49.0,Official timeout,,22,30
153,2,5:49.0,J. Simmons enters the game for D. Green,,22,30
154,2,5:38.0,T. Parker makes 2-pt jump shot from 20 ft,,24,30
155,2,5:18.0,,L. Mbah a Moute misses 2-pt jump shot from 3 ft,24,30
156,2,5:18.0,Defensive rebound by J. Simmons,,24,30
157,2,5:06.0,T. Parker makes 2-pt jump shot from 10 ft,,26,30
158,2,4:49.0,,J. Redick makes 2-pt jump shot from 20 ft (assist by C. Paul),26,32
159,2,4:24.0,Turnover by J. Simmons (bad pass; steal by D. Jordan),,26,32
160,2,4:21.0,,Personal foul by K. Anderson (drawn by J. Redick),26,32
161,2,4:21.0,,J. Redick makes free throw 1 of 2,26,33
162,2,4:21.0,P. Mills enters the game for K. Anderson,,26,33
163,2,4:21.0,,W. Johnson enters the game for J. Crawford,26,33
164,2,4:21.0,,J. Redick misses free throw 2 of 2,26,33
165,2,4:20.0,Defensive rebound by T. Duncan,,26,33
166,2,4:10.0,Personal foul by C. Paul (drawn by T. Parker),,26,33
167,2,4:00.0,Turnover by T. Parker (bad pass),,26,33
168,2,3:36.0,,L. Mbah a Moute misses 2-pt layup from 2 ft,26,33
169,2,3:35.0,Defensive rebound by T. Duncan,,26,33
170,2,3:27.0,L. Aldridge misses 2-pt jump shot from 11 ft,,26,33
171,2,3:27.0,,Defensive rebound by D. Jordan,26,33
172,2,3:22.0,,Personal foul by T. Parker (drawn by C. Paul),26,33
173,2,3:22.0,D. Green enters the game for J. Simmons,,26,33
174,2,3:12.0,,J. Redick misses 2-pt jump shot from 18 ft,26,33
175,2,3:11.0,Defensive rebound by T. Duncan,,26,33
176,2,2:58.0,L. Aldridge makes 2-pt layup from 1 ft (assist by T. Duncan),,28,33
177,2,2:48.0,,C. Paul makes 2-pt jump shot from 14 ft,28,35
178,2,2:34.0,P. Mills makes 2-pt jump shot from 17 ft (assist by T. Parker),,30,35
179,2,2:31.0,,Turnover by W. Johnson (bad pass; steal by P. Mills),30,35
180,2,2:27.0,P. Mills misses 2-pt layup from 2 ft (block by W. Johnson),,30,35
181,2,2:26.0,,Defensive rebound by W. Johnson,30,35
182,2,2:21.0,,L. Mbah a Moute makes 3-pt jump shot from 22 ft (assist by C. Paul),30,38
183,2,2:02.0,T. Duncan misses 2-pt layup from 1 ft,,30,38
184,2,2:02.0,Offensive rebound by L. Aldridge,,30,38
185,2,2:02.0,Shooting foul by D. Jordan (drawn by L. Aldridge),,30,38
186,2,2:02.0,San Antonio full timeout,,30,38
187,2,2:02.0,,J. Crawford enters the game for W. Johnson,30,38
188,2,2:02.0,L. Aldridge makes free throw 1 of 2,,31,38
189,2,2:02.0,L. Aldridge makes free throw 2 of 2,,32,38
190,2,1:35.0,,C. Paul misses 2-pt jump shot from 14 ft,32,38
191,2,1:32.0,Defensive rebound by T. Parker,,32,38
192,2,1:28.0,T. Parker misses 2-pt jump shot from 14 ft,,32,38
193,2,1:28.0,,Defensive rebound by Team,32,38
194,2,1:17.0,,Shooting foul by T. Parker (drawn by J. Crawford),32,38
195,2,1:17.0,,J. Crawford makes free throw 1 of 2,32,39
196,2,1:17.0,,C. Aldrich enters the game for D. Jordan,32,39
197,2,1:17.0,,J. Crawford makes free throw 2 of 2,32,40
198,2,1:01.0,T. Duncan misses 2-pt jump shot at rim (block by C. Aldrich),,32,40
199,2,1:00.0,,Defensive rebound by C. Aldrich,32,40
200,2,1:00.0,,LA Clippers full timeout,32,40
201,2,0:43.0,,J. Crawford makes 2-pt jump shot from 2 ft,32,42
202,2,0:35.0,Turnover by T. Parker (traveling),,32,42
203,2,0:35.0,,W. Johnson enters the game for L. Mbah a Moute,32,42
204,2,0:16.0,,J. Crawford misses 2-pt jump shot from 20 ft,32,42
205,2,0:15.0,Defensive rebound by P. Mills,,32,42
206,2,0:03.0,P. Mills makes 2-pt jump shot from 19 ft,,34,42
207,2,0:01.0,,C. Paul misses 3-pt jump shot from 45 ft,34,42
208,2,0:00.0,,Offensive rebound by Team,34,42
209,3,11:37.0,D. Green misses 3-pt jump shot from 28 ft,,34,42
210,3,11:37.0,,Defensive rebound by Team,34,42
211,3,11:37.0,Loose ball foul by T. Duncan (drawn by D. Jordan),,34,42
212,3,11:19.0,,P. Pierce makes 2-pt jump shot from 11 ft (assist by C. Paul),34,44
213,3,11:05.0,T. Parker makes 2-pt jump shot from 11 ft (assist by D. Green),,36,44
214,3,10:46.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by D. Jordan),36,47
215,3,10:24.0,Turnover by T. Duncan (lost ball; steal by D. Jordan),,36,47
216,3,10:19.0,,C. Paul makes 3-pt jump shot from 24 ft,36,50
217,3,9:53.0,T. Duncan misses 2-pt jump shot from 5 ft,,36,50
218,3,9:52.0,,Defensive rebound by D. Jordan,36,50
219,3,9:40.0,,P. Pierce misses 3-pt jump shot from 24 ft,36,50
220,3,9:38.0,,Offensive rebound by D. Jordan,36,50
221,3,9:32.0,,J. Redick makes 2-pt jump shot from 8 ft (assist by P. Pierce),36,52
222,3,9:16.0,T. Duncan misses 2-pt jump shot from 3 ft,,36,52
223,3,9:15.0,Offensive rebound by D. Green,,36,52
224,3,9:12.0,D. Green makes 2-pt jump shot from 13 ft,,38,52
225,3,8:56.0,,P. Pierce misses 2-pt jump shot from 18 ft,38,52
226,3,8:55.0,Defensive rebound by T. Duncan,,38,52
227,3,8:49.0,Turnover by K. Anderson (bad pass; steal by J. Redick),,38,52
228,3,8:44.0,,Shooting foul by T. Parker (drawn by C. Paul),38,52
229,3,8:44.0,,C. Paul makes free throw 1 of 2,38,53
230,3,8:44.0,,C. Paul makes free throw 2 of 2,38,54
231,3,8:28.0,L. Aldridge misses 2-pt jump shot from 6 ft,,38,54
232,3,8:27.0,,Defensive rebound by D. Jordan,38,54
233,3,8:02.0,,C. Paul misses 3-pt jump shot from 26 ft,38,54
234,3,8:01.0,Defensive rebound by D. Green,,38,54
235,3,7:59.0,Personal foul by J. Redick (drawn by K. Anderson),,38,54
236,3,7:59.0,J. Simmons enters the game for T. Parker,,38,54
237,3,7:49.0,Turnover by J. Simmons (traveling),,38,54
238,3,7:41.0,,Shooting foul by K. Anderson (drawn by P. Pierce),38,54
239,3,7:41.0,,P. Pierce makes free throw 1 of 2,38,55
240,3,7:41.0,P. Mills enters the game for K. Anderson,,38,55
241,3,7:41.0,,P. Pierce makes free throw 2 of 2,38,56
242,3,7:22.0,Shooting foul by L. Mbah a Moute (drawn by L. Aldridge),,38,56
243,3,7:22.0,L. Aldridge makes free throw 1 of 2,,39,56
244,3,7:22.0,L. Aldridge makes free throw 2 of 2,,40,56
245,3,7:08.0,,L. Mbah a Moute misses 2-pt jump shot from 18 ft,40,56
246,3,7:07.0,Defensive rebound by J. Simmons,,40,56
247,3,7:01.0,D. Green misses 3-pt jump shot from 24 ft,,40,56
248,3,7:00.0,,Defensive rebound by D. Jordan,40,56
249,3,6:52.0,,P. Pierce misses 3-pt jump shot from 24 ft,40,56
250,3,6:52.0,,Offensive rebound by Team,40,56
251,3,6:52.0,Loose ball foul by J. Simmons (drawn by D. Jordan),,40,56
252,3,6:52.0,,W. Johnson enters the game for P. Pierce,40,56
253,3,6:48.0,,Turnover by D. Jordan (bad pass; steal by D. Green),40,56
254,3,6:42.0,P. Mills misses 3-pt jump shot from 24 ft,,40,56
255,3,6:34.0,Offensive rebound by L. Aldridge,,40,56
256,3,6:34.0,L. Aldridge makes 2-pt layup from 1 ft,,42,56
257,3,6:20.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),42,59
258,3,6:08.0,Turnover by T. Duncan (bad pass; steal by L. Mbah a Moute),,42,59
259,3,5:55.0,,Personal foul by P. Mills (drawn by D. Jordan),42,59
260,3,5:55.0,,LA Clippers full timeout,42,59
261,3,5:55.0,D. West enters the game for T. Duncan,,42,59
262,3,5:55.0,,D. Jordan makes free throw 1 of 2,42,60
263,3,5:55.0,,D. Jordan misses free throw 2 of 2,42,60
264,3,5:54.0,Defensive rebound by J. Simmons,,42,60
265,3,5:49.0,Personal foul by L. Mbah a Moute (drawn by L. Aldridge),,42,60
266,3,5:49.0,,C. Aldrich enters the game for L. Mbah a Moute,42,60
267,3,5:42.0,Turnover by D. West (lost ball; steal by C. Paul),,42,60
268,3,5:36.0,,C. Paul makes 2-pt layup from 1 ft (assist by C. Aldrich),42,62
269,3,5:23.0,L. Aldridge misses 2-pt jump shot from 13 ft,,42,62
270,3,5:23.0,Offensive rebound by Team,,42,62
271,3,5:23.0,B. Marjanović enters the game for L. Aldridge,,42,62
272,3,5:12.0,D. Green makes 2-pt layup from 1 ft (assist by D. West),,44,62
273,3,4:45.0,,C. Paul misses 3-pt jump shot from 30 ft,44,62
274,3,4:44.0,Defensive rebound by J. Simmons,,44,62
275,3,4:39.0,J. Simmons makes 2-pt layup at rim,,46,62
276,3,4:21.0,,J. Redick misses 2-pt jump shot from 19 ft,46,62
277,3,4:21.0,Defensive rebound by B. Marjanović,,46,62
278,3,4:10.0,Turnover by D. West (bad pass),,46,62
279,3,4:10.0,K. Anderson enters the game for D. Green,,46,62
280,3,4:10.0,,J. Crawford enters the game for C. Paul,46,62
281,3,4:00.0,,J. Redick misses 2-pt layup from 1 ft (block by J. Simmons),46,62
282,3,3:59.0,Defensive rebound by D. West,,46,62
283,3,3:51.0,J. Simmons misses 3-pt jump shot from 24 ft,,46,62
284,3,3:49.0,,Defensive rebound by D. Jordan,46,62
285,3,3:30.0,,J. Redick makes 2-pt layup from 1 ft,46,64
286,3,3:19.0,P. Mills misses 3-pt jump shot from 24 ft,,46,64
287,3,3:19.0,Offensive rebound by B. Marjanović,,46,64
288,3,3:13.0,D. West makes 2-pt jump shot from 15 ft (assist by B. Marjanović),,48,64
289,3,3:03.0,,Turnover by J. Crawford (lost ball; steal by J. Simmons),48,64
290,3,3:00.0,Shooting foul by D. Jordan (drawn by J. Simmons),,48,64
291,3,3:00.0,J. Simmons misses free throw 1 of 2,,48,64
292,3,3:00.0,Offensive rebound by Team,,48,64
293,3,3:00.0,J. Simmons makes free throw 2 of 2,,49,64
294,3,2:46.0,,J. Redick makes 2-pt jump shot from 20 ft (assist by J. Crawford),49,66
295,3,2:37.0,D. West misses 2-pt jump shot from 19 ft,,49,66
296,3,2:37.0,Offensive rebound by Team,,49,66
297,3,2:37.0,,Loose ball foul by C. Aldrich (drawn by B. Marjanović),49,66
298,3,2:37.0,San Antonio full timeout,,49,66
299,3,2:37.0,B. Marjanović makes free throw 1 of 2,,50,66
300,3,2:37.0,B. Marjanović makes free throw 2 of 2,,51,66
301,3,2:23.0,,W. Johnson misses 3-pt jump shot from 24 ft,51,66
302,3,2:23.0,Defensive rebound by Team,,51,66
303,3,2:23.0,,Loose ball foul by C. Aldrich (drawn by D. West),51,66
304,3,2:23.0,D. West makes free throw 1 of 2,,52,66
305,3,2:23.0,,C. Paul enters the game for J. Redick,52,66
306,3,2:23.0,T. Parker enters the game for J. Simmons,,52,66
307,3,2:23.0,D. West makes free throw 2 of 2,,53,66
308,3,2:09.0,,J. Crawford makes 2-pt jump shot from 18 ft,53,68
309,3,1:49.0,T. Parker makes 3-pt jump shot from 23 ft (assist by D. West),,56,68
310,3,1:32.0,,J. Crawford misses 2-pt jump shot from 15 ft,56,68
311,3,1:31.0,,Offensive rebound by C. Aldrich,56,68
312,3,1:17.0,,C. Paul makes 2-pt jump shot from 18 ft,56,70
313,3,1:00.0,B. Marjanović makes 2-pt layup from 1 ft (assist by D. West),,58,70
314,3,0:47.0,,Shooting foul by T. Parker (drawn by C. Paul),58,70
315,3,0:47.0,,C. Paul makes free throw 1 of 2,58,71
316,3,0:47.0,,P. Pierce enters the game for D. Jordan,58,71
317,3,0:47.0,,C. Paul makes free throw 2 of 2,58,72
318,3,0:32.0,T. Parker makes 2-pt jump shot from 17 ft,,60,72
319,3,0:13.0,,C. Paul misses 2-pt jump shot from 17 ft,60,72
320,3,0:12.0,Defensive rebound by D. West,,60,72
321,3,0:02.0,D. West makes 3-pt jump shot from 24 ft (assist by T. Parker),,63,72
322,4,11:44.0,,C. Aldrich misses 2-pt layup from 1 ft,63,72
323,4,11:43.0,Defensive rebound by B. Marjanović,,63,72
324,4,11:35.0,Shooting foul by P. Pierce (drawn by D. West),,63,72
325,4,11:35.0,D. West makes 2-pt jump shot from 4 ft,,65,72
326,4,11:35.0,R. Butler enters the game for B. Marjanović,,65,72
327,4,11:35.0,D. West makes free throw 1 of 1,,66,72
328,4,11:24.0,,W. Johnson misses 3-pt jump shot from 23 ft,66,72
329,4,11:22.0,Defensive rebound by D. West,,66,72
330,4,11:12.0,K. Anderson misses 2-pt jump shot from 9 ft,,66,72
331,4,11:11.0,,Defensive rebound by C. Aldrich,66,72
332,4,11:03.0,,J. Crawford misses 3-pt jump shot from 23 ft,66,72
333,4,11:02.0,Defensive rebound by K. Anderson,,66,72
334,4,10:57.0,San Antonio full timeout,,66,72
335,4,10:57.0,D. Green enters the game for P. Mills,,66,72
336,4,10:45.0,Turnover by K. Anderson (traveling),,66,72
337,4,10:36.0,,Turnover by P. Pierce (lost ball; steal by K. Anderson),66,72
338,4,10:33.0,D. Green misses 2-pt layup at rim (block by C. Paul),,66,72
339,4,10:33.0,Offensive rebound by Team,,66,72
340,4,10:26.0,Shooting foul by C. Aldrich (drawn by T. Parker),,66,72
341,4,10:26.0,T. Parker misses free throw 1 of 2,,66,72
342,4,10:26.0,Offensive rebound by Team,,66,72
343,4,10:26.0,,D. Jordan enters the game for C. Aldrich,66,72
344,4,10:26.0,T. Parker makes free throw 2 of 2,,67,72
345,4,10:15.0,,J. Crawford makes 3-pt jump shot from 22 ft (assist by C. Paul),67,75
346,4,9:53.0,K. Anderson makes 2-pt jump shot from 4 ft,,69,75
347,4,9:37.0,,C. Paul makes 2-pt layup from 1 ft,69,77
348,4,9:23.0,Turnover by K. Anderson (bad pass; steal by D. Jordan),,69,77
349,4,9:17.0,,W. Johnson misses 3-pt jump shot from 23 ft,69,77
350,4,9:16.0,Defensive rebound by D. West,,69,77
351,4,9:06.0,K. Anderson makes 2-pt layup from 1 ft (assist by T. Parker),,71,77
352,4,8:45.0,,C. Paul makes 3-pt jump shot from 24 ft,71,80
353,4,8:33.0,T. Parker makes 2-pt layup from 1 ft,,73,80
354,4,8:20.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),73,82
355,4,8:06.0,T. Parker misses 2-pt jump shot from 11 ft,,73,82
356,4,8:06.0,,Defensive rebound by D. Jordan,73,82
357,4,7:57.0,,Personal foul by K. Anderson (drawn by D. Jordan),73,82
358,4,7:57.0,,J. Redick enters the game for P. Pierce,73,82
359,4,7:57.0,P. Mills enters the game for D. Green,,73,82
360,4,7:57.0,J. Simmons enters the game for T. Parker,,73,82
361,4,7:53.0,,Shooting foul by J. Simmons (drawn by C. Paul),73,82
362,4,7:53.0,,C. Paul makes free throw 1 of 3,73,83
363,4,7:53.0,,C. Paul makes free throw 2 of 3,73,84
364,4,7:53.0,R. McCallum enters the game for J. Simmons,,73,84
365,4,7:53.0,L. Aldridge enters the game for D. West,,73,84
366,4,7:53.0,,C. Paul makes free throw 3 of 3,73,85
367,4,7:40.0,P. Mills makes 2-pt jump shot from 16 ft,,75,85
368,4,7:24.0,,J. Crawford misses 3-pt jump shot from 23 ft,75,85
369,4,7:24.0,Defensive rebound by K. Anderson,,75,85
370,4,7:12.0,K. Anderson makes 2-pt jump shot from 19 ft (assist by L. Aldridge),,77,85
371,4,6:44.0,,D. Jordan makes 2-pt dunk at rim (assist by J. Crawford),77,87
372,4,6:34.0,Personal foul by J. Redick (drawn by P. Mills),,77,87
373,4,6:32.0,Personal foul by J. Redick (drawn by P. Mills),,77,87
374,4,6:23.0,P. Mills misses 3-pt jump shot from 24 ft,,77,87
375,4,6:22.0,,Defensive rebound by C. Paul,77,87
376,4,6:11.0,,C. Paul makes 2-pt jump shot from 10 ft,77,89
377,4,5:54.0,R. Butler misses 3-pt jump shot from 24 ft,,77,89
378,4,5:54.0,,Defensive rebound by C. Paul,77,89
379,4,5:42.0,Official timeout,,77,89
380,4,5:42.0,T. Parker enters the game for K. Anderson,,77,89
381,4,5:32.0,,J. Redick makes 2-pt layup from 1 ft (assist by C. Paul),77,91
382,4,5:12.0,R. Butler makes 2-pt layup from 1 ft,,79,91
383,4,4:59.0,,J. Crawford misses 2-pt jump shot from 18 ft,79,91
384,4,4:58.0,,Offensive rebound by W. Johnson,79,91
385,4,4:48.0,,C. Paul makes 3-pt jump shot from 24 ft,79,94
386,4,4:37.0,,Violation by W. Johnson (kicked ball),79,94
387,4,4:37.0,J. Simmons enters the game for P. Mills,,79,94
