,QUARTER,TIME_REMAINING,UTAH_ACTION,MIAMI_ACTION,UTAH_SCORE,MIAMI_SCORE
393,4,4:36.0,,H. Whiteside makes 2-pt dunk at rim (assist by T. Johnson),75,81
394,4,4:21.0,Shooting foul by J. Winslow (drawn by G. Hayward),,75,81
395,4,4:21.0,G. Hayward misses free throw 1 of 2,,75,81
396,4,4:21.0,Offensive rebound by Team,,75,81
397,4,4:21.0,T. Booker enters the game for T. Burke,,75,81
398,4,4:21.0,G. Hayward misses free throw 2 of 2,,75,81
399,4,4:20.0,,Defensive rebound by T. Johnson,75,81
400,4,3:55.0,,H. Whiteside misses 2-pt hook shot from 10 ft,75,81
401,4,3:54.0,Defensive rebound by D. Favors,,75,81
402,4,3:41.0,A. Burks makes 3-pt jump shot from 25 ft,,78,81
403,4,3:21.0,,T. Johnson misses 2-pt layup from 1 ft,78,81
404,4,3:20.0,,Offensive rebound by H. Whiteside,78,81
405,4,3:19.0,,H. Whiteside makes 2-pt dunk at rim,78,83
406,4,3:04.0,G. Hayward makes 2-pt layup at rim (assist by D. Favors),,80,83
407,4,2:55.0,,Miami full timeout,80,83
408,4,2:55.0,T. Burke enters the game for R. Hood,,80,83
409,4,2:48.0,,T. Johnson misses 2-pt layup from 2 ft,80,83
410,4,2:47.0,Defensive rebound by D. Favors,,80,83
411,4,2:30.0,Turnover by A. Burks (bad pass; steal by H. Whiteside),,80,83
412,4,2:15.0,,Shooting foul by T. Booker (drawn by C. Bosh),80,83
413,4,2:15.0,R. Hood enters the game for T. Booker,,80,83
414,4,2:15.0,,C. Bosh misses free throw 1 of 2,80,83
415,4,2:15.0,,Offensive rebound by Team,80,83
416,4,2:15.0,,C. Bosh makes free throw 2 of 2,80,84
417,4,2:05.0,D. Favors makes 2-pt dunk at rim (assist by G. Hayward),,82,84
418,4,1:48.0,,T. Johnson makes 2-pt jump shot from 3 ft,82,86
419,4,1:27.0,G. Hayward misses 2-pt jump shot from 10 ft,,82,86
420,4,1:25.0,,Defensive rebound by H. Whiteside,82,86
421,4,1:15.0,,J. Winslow misses 2-pt jump shot from 13 ft (block by D. Favors),82,86
422,4,1:14.0,,Offensive rebound by Team,82,86
423,4,1:09.0,,C. Bosh misses 2-pt jump shot from 19 ft,82,86
424,4,1:08.0,Defensive rebound by G. Hayward,,82,86
425,4,0:55.0,A. Burks makes 2-pt layup from 1 ft,,84,86
426,4,0:50.0,,Miami full timeout,84,86
427,4,0:50.0,R. Neto enters the game for T. Burke,,84,86
428,4,0:38.0,,T. Johnson makes 2-pt jump shot from 18 ft,84,88
429,4,0:38.0,Utah full timeout,,84,88
430,4,0:38.0,T. Burke enters the game for R. Neto,,84,88
431,4,0:32.0,G. Hayward misses 2-pt jump shot from 14 ft,,84,88
432,4,0:30.0,,Defensive rebound by H. Whiteside,84,88
433,4,0:28.0,,Personal foul by D. Favors (drawn by H. Whiteside),84,88
434,4,0:28.0,,H. Whiteside misses free throw 1 of 2,84,88
435,4,0:28.0,,Offensive rebound by Team,84,88
436,4,0:28.0,,H. Whiteside misses free throw 2 of 2,84,88
437,4,0:27.0,Defensive rebound by D. Favors,,84,88
438,4,0:23.0,A. Burks misses 2-pt layup at rim (block by C. Bosh),,84,88
439,4,0:20.0,,Defensive rebound by G. Dragić,84,88
440,4,0:20.0,,Personal foul by R. Hood (drawn by G. Dragić),84,88
441,4,0:20.0,,G. Dragić makes free throw 1 of 2,84,89
442,4,0:20.0,,G. Dragić misses free throw 2 of 2,84,89
443,4,0:19.0,Defensive rebound by G. Hayward,,84,89
444,4,0:19.0,Utah full timeout,,84,89
445,4,0:19.0,,L. Deng enters the game for H. Whiteside,84,89
446,4,0:12.0,Shooting foul by J. Winslow (drawn by G. Hayward),,84,89
447,4,0:12.0,G. Hayward makes free throw 1 of 2,,85,89
448,4,0:12.0,R. Neto enters the game for T. Burke,,85,89
449,4,0:12.0,G. Hayward makes free throw 2 of 2,,86,89
450,4,0:12.0,,Miami full timeout,86,89
451,4,0:11.0,,Personal foul by A. Burks (drawn by G. Dragić),86,89
452,4,0:11.0,,G. Dragić makes free throw 1 of 2,86,90
453,4,0:11.0,,G. Dragić makes free throw 2 of 2,86,91
454,4,0:11.0,Utah full timeout,,86,91
455,4,0:11.0,J. Ingles enters the game for R. Neto,,86,91
456,4,0:07.0,G. Hayward misses 3-pt jump shot from 25 ft,,86,91
457,4,0:06.0,Offensive rebound by G. Hayward,,86,91
458,4,0:06.0,G. Hayward makes 2-pt layup from 1 ft,,88,91
459,4,0:05.0,,Personal foul by G. Hayward (drawn by G. Dragić),88,91
460,4,0:05.0,,G. Dragić misses free throw 1 of 2,88,91
461,4,0:05.0,,Offensive rebound by Team,88,91
462,4,0:05.0,,G. Dragić makes free throw 2 of 2,88,92
463,4,0:00.0,A. Burks makes 3-pt jump shot from 24 ft,,91,92
