,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DETROIT_ACTION,ORLANDO_SCORE,DETROIT_SCORE
28,1,9:16.0,Turnover by V. Oladipo (lost ball; steal by D. Hilliard),,2,10
29,1,9:03.0,,Turnover by R. Jackson (lost ball; steal by V. Oladipo),2,10
30,1,8:51.0,E. Fournier makes 2-pt layup at rim,,4,10
31,1,8:37.0,,R. Jackson makes 2-pt dunk at rim,4,12
32,1,8:13.0,Turnover by D. Dedmon (lost ball; steal by M. Morris),,4,12
33,1,8:06.0,,Turnover by M. Morris (bad pass; steal by D. Dedmon),4,12
34,1,7:57.0,V. Oladipo misses 2-pt layup at rim,,4,12
35,1,7:57.0,Offensive rebound by A. Gordon,,4,12
36,1,7:54.0,A. Gordon makes 2-pt layup at rim,,6,12
37,1,7:31.0,,Shooting foul by V. Oladipo (drawn by D. Hilliard),6,12
38,1,7:31.0,,D. Hilliard makes free throw 1 of 2,6,13
39,1,7:31.0,,D. Hilliard misses free throw 2 of 2,6,13
40,1,7:31.0,Defensive rebound by V. Oladipo,,6,13
41,1,7:11.0,E. Fournier misses 3-pt jump shot from 26 ft,,6,13
42,1,7:11.0,,Defensive rebound by A. Drummond,6,13
43,1,7:00.0,,M. Morris misses 2-pt jump shot from 13 ft,6,13
44,1,7:00.0,Defensive rebound by B. Jennings,,6,13
45,1,6:57.0,Turnover by B. Jennings (bad pass; steal by M. Morris),,6,13
46,1,6:48.0,,D. Hilliard makes 3-pt jump shot from 26 ft (assist by R. Jackson),6,16
47,1,6:39.0,Orlando full timeout,,6,16
48,1,6:39.0,E. Payton enters the game for D. Dedmon,,6,16
49,1,6:39.0,J. Smith enters the game for B. Jennings,,6,16
50,1,6:28.0,J. Smith misses 2-pt jump shot from 18 ft,,6,16
51,1,6:27.0,,Defensive rebound by D. Hilliard,6,16
52,1,6:16.0,,A. Drummond misses 2-pt hook shot from 8 ft,6,16
53,1,6:15.0,Defensive rebound by A. Gordon,,6,16
54,1,6:07.0,V. Oladipo misses 3-pt jump shot from 25 ft,,6,16
55,1,6:06.0,,Defensive rebound by A. Drummond,6,16
56,1,5:56.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by R. Jackson),6,19
57,1,5:42.0,J. Smith makes 2-pt jump shot from 18 ft (assist by E. Payton),,8,19
58,1,5:19.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by T. Harris),8,22
59,1,5:01.0,E. Fournier makes 2-pt layup at rim,,10,22
60,1,4:45.0,,A. Drummond misses 2-pt jump shot from 5 ft,10,22
61,1,4:43.0,Defensive rebound by V. Oladipo,,10,22
62,1,4:37.0,V. Oladipo misses 2-pt jump shot from 4 ft,,10,22
63,1,4:36.0,,Defensive rebound by A. Drummond,10,22
64,1,4:26.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by A. Drummond),10,25
65,1,4:02.0,E. Payton misses 2-pt jump shot from 15 ft,,10,25
66,1,4:02.0,Offensive rebound by J. Smith,,10,25
67,1,3:56.0,J. Smith makes 2-pt jump shot from 16 ft (assist by A. Gordon),,12,25
68,1,3:47.0,,Personal foul by E. Payton,12,25
69,1,3:47.0,,R. Jackson makes free throw 1 of 2,12,26
70,1,3:47.0,,S. Johnson enters the game for M. Morris,12,26
71,1,3:47.0,,R. Jackson makes free throw 2 of 2,12,27
72,1,3:36.0,J. Smith misses 2-pt jump shot from 17 ft,,12,27
73,1,3:36.0,,Defensive rebound by S. Johnson,12,27
74,1,3:19.0,,Shooting foul by J. Smith (drawn by A. Drummond),12,27
75,1,3:19.0,,A. Drummond makes free throw 1 of 2,12,28
76,1,3:19.0,M. Hezonja enters the game for A. Gordon,,12,28
77,1,3:19.0,E. İlyasova enters the game for V. Oladipo,,12,28
78,1,3:19.0,,A. Drummond makes free throw 2 of 2,12,29
79,1,3:03.0,J. Smith misses 2-pt jump shot from 18 ft,,12,29
80,1,3:03.0,,Defensive rebound by D. Hilliard,12,29
81,1,3:02.0,,Personal foul by E. Fournier,12,29
82,1,3:02.0,,D. Hilliard makes free throw 1 of 2,12,30
83,1,3:02.0,,D. Hilliard misses free throw 2 of 2,12,30
84,1,3:01.0,Defensive rebound by J. Smith,,12,30
85,1,2:48.0,M. Hezonja makes 2-pt jump shot from 13 ft (assist by J. Smith),,14,30
86,1,2:33.0,,T. Harris misses 3-pt jump shot from 23 ft,14,30
87,1,2:33.0,Defensive rebound by E. Payton,,14,30
88,1,2:18.0,E. Payton makes 2-pt layup at rim (assist by J. Smith),,16,30
89,1,2:00.0,,T. Harris misses 2-pt jump shot from 19 ft,16,30
90,1,2:00.0,Defensive rebound by M. Hezonja,,16,30
91,1,1:52.0,,Violation by R. Jackson (kicked ball),16,30
92,1,1:52.0,,Detroit full timeout,16,30
93,1,1:52.0,,S. Blake enters the game for R. Jackson,16,30
94,1,1:36.0,E. Payton misses 3-pt jump shot from 22 ft,,16,30
95,1,1:36.0,,Defensive rebound by S. Johnson,16,30
96,1,1:26.0,,S. Johnson misses 2-pt jump shot from 9 ft,16,30
97,1,1:25.0,,Offensive rebound by A. Drummond,16,30
98,1,1:19.0,,A. Drummond makes 2-pt hook shot from 4 ft,16,32
99,1,1:09.0,Turnover by M. Hezonja (lost ball; steal by S. Johnson),,16,32
100,1,0:56.0,,A. Drummond misses 2-pt layup at rim,16,32
101,1,0:56.0,Defensive rebound by M. Hezonja,,16,32
102,1,0:49.0,E. Fournier misses 3-pt jump shot from 24 ft,,16,32
103,1,0:49.0,Offensive rebound by E. Payton,,16,32
104,1,0:43.0,M. Hezonja makes 3-pt jump shot from 25 ft (assist by E. Fournier),,19,32
105,1,0:21.0,,D. Hilliard misses 2-pt jump shot from 6 ft,19,32
106,1,0:20.0,Defensive rebound by J. Smith,,19,32
107,1,0:02.0,J. Smith makes 2-pt jump shot from 21 ft (assist by E. Payton),,21,32
108,1,0:01.0,,D. Hilliard misses 3-pt jump shot from 49 ft,21,32
109,1,0:00.0,,Offensive rebound by Team,21,32
110,2,11:47.0,J. Smith makes 2-pt jump shot from 19 ft (assist by E. Payton),,23,32
111,2,11:30.0,,S. Blake misses 3-pt jump shot from 25 ft,23,32
112,2,11:29.0,Defensive rebound by E. İlyasova,,23,32
113,2,11:20.0,E. Payton makes 2-pt layup at rim,,25,32
114,2,11:00.0,,Shooting foul by M. Hezonja (drawn by M. Morris),25,32
115,2,11:00.0,,M. Morris makes 2-pt layup at rim,25,34
116,2,11:00.0,,M. Morris makes free throw 1 of 1,25,35
117,2,10:46.0,V. Oladipo makes 2-pt jump shot from 8 ft (assist by J. Smith),,27,35
118,2,10:28.0,,S. Johnson makes 2-pt jump shot from 6 ft (assist by S. Blake),27,37
119,2,10:07.0,E. Payton makes 2-pt layup at rim,,29,37
120,2,9:48.0,,S. Johnson makes 3-pt jump shot from 23 ft (assist by M. Morris),29,40
121,2,9:38.0,J. Smith misses 2-pt jump shot from 18 ft,,29,40
122,2,9:37.0,,Defensive rebound by M. Morris,29,40
123,2,9:21.0,,Shooting foul by E. İlyasova (drawn by A. Baynes),29,40
124,2,9:21.0,,A. Baynes makes free throw 1 of 2,29,41
125,2,9:21.0,,A. Baynes makes free throw 2 of 2,29,42
126,2,9:04.0,V. Oladipo misses 2-pt layup at rim,,29,42
127,2,9:01.0,,Defensive rebound by S. Johnson,29,42
128,2,8:47.0,,Shooting foul by J. Smith (drawn by A. Baynes),29,42
129,2,8:47.0,Official timeout,,29,42
130,2,8:47.0,,A. Baynes makes free throw 1 of 2,29,43
131,2,8:47.0,,A. Baynes makes free throw 2 of 2,29,44
132,2,8:35.0,V. Oladipo misses 2-pt jump shot from 18 ft,,29,44
133,2,8:34.0,,Defensive rebound by A. Tolliver,29,44
134,2,8:27.0,,A. Baynes makes 2-pt dunk at rim (assist by S. Blake),29,46
135,2,8:10.0,M. Hezonja misses 3-pt jump shot from 26 ft,,29,46
136,2,8:10.0,Offensive rebound by Team,,29,46
137,2,8:03.0,V. Oladipo makes 2-pt layup at rim (assist by E. Payton),,31,46
138,2,8:03.0,Shooting foul by S. Johnson (drawn by V. Oladipo),,31,46
139,2,8:03.0,D. Dedmon enters the game for J. Smith,,31,46
140,2,8:03.0,V. Oladipo makes free throw 1 of 1,,32,46
141,2,7:48.0,,M. Morris makes 2-pt layup at rim (assist by S. Blake),32,48
142,2,7:37.0,E. İlyasova makes 3-pt jump shot from 26 ft (assist by E. Payton),,35,48
143,2,7:26.0,Violation by D. Dedmon (def goaltending),,35,48
144,2,7:26.0,,S. Blake makes 2-pt layup at rim,35,50
145,2,7:03.0,V. Oladipo makes 3-pt jump shot from 25 ft,,38,50
146,2,6:37.0,,S. Johnson makes 3-pt jump shot from 25 ft (assist by S. Blake),38,53
147,2,6:20.0,V. Oladipo misses 2-pt jump shot from 16 ft,,38,53
148,2,6:20.0,,Defensive rebound by A. Tolliver,38,53
149,2,6:02.0,,Turnover by S. Johnson (lost ball; steal by M. Hezonja),38,53
150,2,5:53.0,E. Payton makes 2-pt layup at rim (assist by V. Oladipo),,40,53
151,2,5:45.0,,Detroit full timeout,40,53
152,2,5:45.0,,R. Jackson enters the game for S. Blake,40,53
153,2,5:45.0,,A. Drummond enters the game for A. Baynes,40,53
154,2,5:35.0,,A. Drummond makes 2-pt layup at rim (assist by R. Jackson),40,55
155,2,5:23.0,M. Hezonja misses 3-pt jump shot from 26 ft,,40,55
156,2,5:23.0,Offensive rebound by E. İlyasova,,40,55
157,2,5:19.0,E. İlyasova makes 2-pt layup at rim,,42,55
158,2,5:06.0,,Turnover by S. Johnson (bad pass; steal by M. Hezonja),42,55
159,2,4:55.0,E. Payton makes 2-pt layup at rim (assist by E. İlyasova),,44,55
160,2,4:38.0,,R. Jackson misses 3-pt jump shot from 25 ft,44,55
161,2,4:38.0,Defensive rebound by D. Dedmon,,44,55
162,2,4:24.0,E. İlyasova makes 3-pt jump shot from 26 ft (assist by E. Payton),,47,55
163,2,4:16.0,,Detroit full timeout,47,55
164,2,4:16.0,,T. Harris enters the game for S. Johnson,47,55
165,2,4:16.0,,D. Hilliard enters the game for A. Tolliver,47,55
166,2,4:16.0,E. Fournier enters the game for M. Hezonja,,47,55
167,2,4:07.0,,T. Harris misses 3-pt jump shot from 26 ft,47,55
168,2,4:06.0,Defensive rebound by D. Dedmon,,47,55
169,2,3:55.0,E. Payton makes 2-pt jump shot from 4 ft,,49,55
170,2,3:45.0,,Personal foul by E. Fournier,49,55
171,2,3:31.0,,Turnover by Team (shot clock),49,55
172,2,3:17.0,E. Payton misses 2-pt jump shot from 7 ft,,49,55
173,2,3:17.0,,Defensive rebound by M. Morris,49,55
174,2,3:08.0,,A. Drummond misses 2-pt jump shot from 3 ft (block by V. Oladipo),49,55
175,2,3:05.0,Defensive rebound by D. Dedmon,,49,55
176,2,3:02.0,Shooting foul by D. Hilliard (drawn by V. Oladipo),,49,55
177,2,3:02.0,V. Oladipo makes free throw 1 of 2,,50,55
178,2,3:02.0,A. Gordon enters the game for E. İlyasova,,50,55
179,2,3:02.0,J. Smith enters the game for D. Dedmon,,50,55
180,2,3:02.0,V. Oladipo makes free throw 2 of 2,,51,55
181,2,2:43.0,,T. Harris makes 2-pt layup at rim (assist by R. Jackson),51,57
182,2,2:22.0,J. Smith makes 2-pt jump shot from 21 ft (assist by V. Oladipo),,53,57
183,2,2:03.0,,R. Jackson makes 3-pt jump shot from 27 ft (assist by M. Morris),53,60
184,2,1:54.0,Orlando full timeout,,53,60
185,2,1:45.0,J. Smith misses 2-pt jump shot from 15 ft,,53,60
186,2,1:44.0,Offensive rebound by A. Gordon,,53,60
187,2,1:39.0,A. Gordon makes 2-pt layup at rim,,55,60
188,2,1:18.0,,R. Jackson makes 3-pt jump shot from 24 ft (assist by D. Hilliard),55,63
189,2,1:07.0,Shooting foul by M. Morris (drawn by E. Fournier),,55,63
190,2,1:07.0,E. Fournier makes free throw 1 of 2,,56,63
191,2,1:07.0,,S. Johnson enters the game for M. Morris,56,63
192,2,1:07.0,E. Fournier makes free throw 2 of 2,,57,63
193,2,0:57.0,,Personal foul by V. Oladipo,57,63
194,2,0:57.0,,D. Hilliard misses free throw 1 of 2,57,63
195,2,0:57.0,,Offensive rebound by Team,57,63
196,2,0:57.0,D. Dedmon enters the game for J. Smith,,57,63
197,2,0:57.0,,D. Hilliard makes free throw 2 of 2,57,64
198,2,0:50.0,V. Oladipo misses 2-pt layup at rim,,57,64
199,2,0:49.0,,Defensive rebound by D. Hilliard,57,64
200,2,0:42.0,,R. Jackson misses 2-pt jump shot from 5 ft,57,64
201,2,0:40.0,Defensive rebound by E. Fournier,,57,64
202,2,0:35.0,E. Fournier misses 2-pt layup at rim,,57,64
203,2,0:35.0,,Defensive rebound by Team,57,64
204,2,0:28.0,,A. Drummond makes 2-pt layup from 1 ft (assist by R. Jackson),57,66
205,2,0:04.0,E. Payton misses 3-pt jump shot from 23 ft,,57,66
206,2,0:03.0,,Defensive rebound by D. Hilliard,57,66
207,2,0:01.0,,R. Jackson misses 3-pt jump shot from 60 ft,57,66
208,2,0:00.0,,Offensive rebound by Team,57,66
209,3,11:49.0,A. Gordon misses 3-pt jump shot from 26 ft,,57,66
210,3,11:49.0,Offensive rebound by D. Dedmon,,57,66
211,3,11:42.0,B. Jennings misses 3-pt jump shot from 25 ft,,57,66
212,3,11:41.0,,Defensive rebound by R. Jackson,57,66
213,3,11:36.0,,Turnover by R. Jackson (bad pass; steal by E. Fournier),57,66
214,3,11:32.0,Shooting foul by R. Jackson (drawn by E. Fournier),,57,66
215,3,11:32.0,E. Fournier misses free throw 1 of 2,,57,66
216,3,11:32.0,Offensive rebound by Team,,57,66
217,3,11:32.0,E. Fournier makes free throw 2 of 2,,58,66
218,3,11:20.0,Offensive charge foul by A. Drummond (drawn by V. Oladipo),,58,66
219,3,11:20.0,,Turnover by A. Drummond (offensive foul),58,66
220,3,11:09.0,B. Jennings makes 2-pt jump shot from 8 ft (assist by V. Oladipo),,60,66
221,3,10:54.0,,T. Harris makes 2-pt layup at rim (assist by M. Morris),60,68
222,3,10:36.0,V. Oladipo misses 2-pt layup at rim,,60,68
223,3,10:35.0,Offensive rebound by A. Gordon,,60,68
224,3,10:32.0,A. Gordon misses 2-pt layup from 1 ft,,60,68
225,3,10:31.0,,Defensive rebound by A. Drummond,60,68
226,3,10:24.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),60,70
227,3,10:14.0,Shooting foul by A. Drummond (drawn by B. Jennings),,60,70
228,3,10:14.0,B. Jennings makes free throw 1 of 2,,61,70
229,3,10:14.0,B. Jennings makes free throw 2 of 2,,62,70
230,3,10:03.0,,Shooting foul by D. Dedmon (drawn by T. Harris),62,70
231,3,10:03.0,,T. Harris makes free throw 1 of 2,62,71
232,3,10:03.0,E. İlyasova enters the game for D. Dedmon,,62,71
233,3,10:03.0,,T. Harris makes free throw 2 of 2,62,72
234,3,9:55.0,A. Gordon misses 2-pt layup at rim,,62,72
235,3,9:54.0,Offensive rebound by A. Gordon,,62,72
236,3,9:52.0,A. Gordon makes 2-pt layup at rim,,64,72
237,3,9:36.0,,Turnover by R. Jackson (lost ball; steal by B. Jennings),64,72
238,3,9:30.0,B. Jennings makes 2-pt layup at rim (assist by A. Gordon),,66,72
239,3,9:04.0,,T. Harris misses 2-pt jump shot from 12 ft,66,72
240,3,9:04.0,Defensive rebound by E. İlyasova,,66,72
241,3,8:55.0,E. İlyasova misses 3-pt jump shot from 26 ft,,66,72
242,3,8:55.0,,Defensive rebound by Team,66,72
243,3,8:55.0,,Detroit full timeout,66,72
244,3,8:35.0,,A. Drummond makes 2-pt layup at rim (assist by R. Jackson),66,74
245,3,8:14.0,A. Gordon makes 2-pt dunk at rim,,68,74
246,3,8:01.0,,Turnover by R. Jackson (bad pass),68,74
247,3,7:43.0,A. Gordon misses 3-pt jump shot from 27 ft,,68,74
248,3,7:43.0,,Defensive rebound by D. Hilliard,68,74
249,3,7:29.0,,Turnover by D. Hilliard (lost ball; steal by V. Oladipo),68,74
250,3,7:23.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by V. Oladipo),,71,74
251,3,7:01.0,,R. Jackson misses 2-pt jump shot from 11 ft,71,74
252,3,7:01.0,,Offensive rebound by A. Drummond,71,74
253,3,6:57.0,,A. Drummond makes 2-pt layup at rim,71,76
254,3,6:48.0,A. Gordon misses 3-pt jump shot from 24 ft,,71,76
255,3,6:47.0,,Defensive rebound by M. Morris,71,76
256,3,6:32.0,,M. Morris makes 2-pt jump shot from 18 ft,71,78
257,3,6:22.0,Personal foul by D. Hilliard,,71,78
258,3,6:22.0,E. Payton enters the game for B. Jennings,,71,78
259,3,6:04.0,E. Payton misses 2-pt jump shot from 14 ft,,71,78
260,3,6:03.0,,Defensive rebound by D. Hilliard,71,78
261,3,6:02.0,,Shooting foul by E. Payton (drawn by D. Hilliard),71,78
262,3,6:02.0,,D. Hilliard makes free throw 1 of 2,71,79
263,3,6:02.0,,D. Hilliard makes free throw 2 of 2,71,80
264,3,5:52.0,A. Gordon misses 2-pt jump shot from 5 ft (block by A. Drummond),,71,80
265,3,5:52.0,Offensive rebound by A. Gordon,,71,80
266,3,5:52.0,Shooting foul by A. Drummond (drawn by A. Gordon),,71,80
267,3,5:52.0,A. Gordon makes free throw 1 of 2,,72,80
268,3,5:52.0,A. Gordon makes free throw 2 of 2,,73,80
269,3,5:45.0,,Personal foul by E. Payton,73,80
270,3,5:31.0,,A. Drummond makes 2-pt jump shot from 7 ft (assist by T. Harris),73,82
271,3,5:18.0,A. Gordon misses 2-pt jump shot from 5 ft,,73,82
272,3,5:16.0,Offensive rebound by E. Payton,,73,82
273,3,5:13.0,E. Payton makes 2-pt layup from 1 ft,,75,82
274,3,4:51.0,,R. Jackson makes 3-pt jump shot from 25 ft,75,85
275,3,4:35.0,Shooting foul by T. Harris (drawn by A. Gordon),,75,85
276,3,4:35.0,A. Gordon makes free throw 1 of 2,,76,85
277,3,4:35.0,,S. Johnson enters the game for M. Morris,76,85
278,3,4:35.0,A. Gordon makes free throw 2 of 2,,77,85
279,3,4:14.0,,A. Drummond makes 2-pt hook shot from 6 ft (assist by D. Hilliard),77,87
280,3,4:02.0,V. Oladipo misses 2-pt jump shot from 12 ft,,77,87
281,3,4:02.0,,Defensive rebound by Team,77,87
282,3,4:02.0,,Personal foul by V. Oladipo,77,87
283,3,3:39.0,,D. Hilliard makes 3-pt jump shot from 22 ft (assist by S. Johnson),77,90
284,3,3:25.0,E. Payton misses 2-pt jump shot from 3 ft (block by A. Drummond),,77,90
285,3,3:24.0,,Defensive rebound by A. Drummond,77,90
286,3,3:21.0,,T. Harris misses 2-pt dunk at rim,77,90
287,3,3:20.0,Defensive rebound by A. Gordon,,77,90
288,3,3:12.0,V. Oladipo makes 2-pt layup at rim (assist by A. Gordon),,79,90
289,3,2:53.0,Offensive charge foul by R. Jackson (drawn by E. İlyasova),,79,90
290,3,2:53.0,,Turnover by R. Jackson (offensive foul),79,90
291,3,2:53.0,Orlando full timeout,,79,90
292,3,2:53.0,,S. Blake enters the game for R. Jackson,79,90
293,3,2:38.0,V. Oladipo misses 3-pt jump shot from 23 ft,,79,90
294,3,2:38.0,Offensive rebound by E. Payton,,79,90
295,3,2:38.0,Shooting foul by S. Johnson (drawn by E. Payton),,79,90
296,3,2:38.0,E. Payton makes free throw 1 of 2,,80,90
297,3,2:38.0,J. Smith enters the game for A. Gordon,,80,90
298,3,2:38.0,E. Payton makes free throw 2 of 2,,81,90
299,3,2:18.0,,A. Drummond makes 2-pt hook shot from 3 ft (assist by T. Harris),81,92
300,3,1:50.0,E. Fournier makes 2-pt layup at rim,,83,92
301,3,1:45.0,,Personal take foul by J. Smith,83,92
302,3,1:45.0,,A. Drummond misses free throw 1 of 2,83,92
303,3,1:45.0,,Offensive rebound by Team,83,92
304,3,1:45.0,,Turnover by S. Johnson (lane violation.),83,92
305,3,1:45.0,,A. Baynes enters the game for A. Drummond,83,92
306,3,1:34.0,E. Payton makes 2-pt jump shot from 6 ft,,85,92
307,3,1:11.0,,T. Harris misses 2-pt jump shot from 4 ft,85,92
308,3,1:10.0,,Offensive rebound by A. Baynes,85,92
309,3,1:09.0,,A. Baynes misses 2-pt layup from 1 ft,85,92
310,3,1:08.0,,Offensive rebound by T. Harris,85,92
311,3,1:07.0,,T. Harris makes 2-pt layup at rim,85,94
312,3,0:46.0,J. Smith misses 2-pt jump shot from 3 ft (block by A. Baynes),,85,94
313,3,0:45.0,,Defensive rebound by S. Blake,85,94
314,3,0:38.0,,Turnover by A. Baynes (lost ball),85,94
315,3,0:30.0,E. Payton misses 2-pt jump shot from 10 ft,,85,94
316,3,0:30.0,,Defensive rebound by T. Harris,85,94
317,3,0:15.0,,Turnover by S. Johnson (bad pass; steal by E. Payton),85,94
318,3,0:11.0,E. Fournier makes 2-pt layup from 1 ft (assist by E. Payton),,87,94
319,3,0:01.0,,T. Harris makes 2-pt jump shot from 15 ft (assist by S. Blake),87,96
320,4,11:46.0,,A. Baynes makes 2-pt jump shot from 13 ft (assist by S. Blake),87,98
321,4,11:28.0,M. Hezonja misses 2-pt jump shot from 20 ft,,87,98
322,4,11:27.0,,Defensive rebound by M. Morris,87,98
323,4,11:16.0,,S. Johnson makes 3-pt jump shot from 25 ft (assist by S. Blake),87,101
324,4,10:58.0,E. Fournier misses 2-pt jump shot from 11 ft,,87,101
325,4,10:57.0,,Defensive rebound by S. Johnson,87,101
326,4,10:52.0,,A. Baynes makes 2-pt dunk at rim (assist by S. Johnson),87,103
327,4,10:52.0,,Shooting foul by M. Hezonja (drawn by A. Baynes),87,103
328,4,10:52.0,V. Oladipo enters the game for E. Fournier,,87,103
329,4,10:52.0,,A. Baynes makes free throw 1 of 1,87,104
330,4,10:42.0,E. Payton misses 2-pt jump shot from 4 ft,,87,104
331,4,10:42.0,,Defensive rebound by A. Baynes,87,104
332,4,10:19.0,,M. Morris misses 3-pt jump shot from 23 ft,87,104
333,4,10:19.0,Defensive rebound by E. Payton,,87,104
334,4,9:59.0,A. Gordon enters the game for E. İlyasova,,87,104
335,4,9:59.0,Turnover by E. Payton (lost ball),,87,104
336,4,9:30.0,,A. Tolliver misses 3-pt jump shot from 24 ft,87,104
337,4,9:30.0,Defensive rebound by A. Gordon,,87,104
338,4,9:20.0,J. Smith makes 2-pt jump shot from 19 ft (assist by E. Payton),,89,104
339,4,8:59.0,,A. Baynes makes 2-pt hook shot from 5 ft (assist by A. Tolliver),89,106
340,4,8:45.0,M. Hezonja makes 3-pt jump shot from 24 ft (assist by E. Payton),,92,106
341,4,8:26.0,,S. Johnson misses 3-pt jump shot from 24 ft,92,106
342,4,8:26.0,Defensive rebound by E. Payton,,92,106
343,4,8:16.0,V. Oladipo misses 2-pt jump shot from 17 ft,,92,106
344,4,8:16.0,,Defensive rebound by A. Tolliver,92,106
345,4,8:02.0,,M. Morris misses 2-pt jump shot from 17 ft,92,106
346,4,8:01.0,Defensive rebound by E. Payton,,92,106
347,4,7:56.0,E. Payton makes 2-pt layup at rim,,94,106
348,4,7:56.0,,Detroit full timeout,94,106
349,4,7:56.0,,A. Drummond enters the game for S. Blake,94,106
350,4,7:56.0,,R. Jackson enters the game for A. Baynes,94,106
351,4,7:32.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),94,108
352,4,7:13.0,E. Payton misses 3-pt jump shot from 23 ft,,94,108
353,4,7:12.0,,Defensive rebound by S. Johnson,94,108
354,4,7:09.0,,Shooting foul by M. Hezonja (drawn by S. Johnson),94,108
355,4,7:09.0,,S. Johnson makes free throw 1 of 2,94,109
356,4,7:09.0,,S. Johnson makes free throw 2 of 2,94,110
357,4,6:44.0,A. Gordon makes 3-pt jump shot from 23 ft (assist by E. Payton),,97,110
358,4,6:26.0,,A. Drummond makes 2-pt dunk at rim (assist by M. Morris),97,112
359,4,6:01.0,J. Smith misses 2-pt jump shot from 21 ft,,97,112
360,4,6:01.0,,Defensive rebound by A. Drummond,97,112
361,4,5:53.0,,R. Jackson misses 3-pt jump shot from 25 ft,97,112
362,4,5:52.0,Defensive rebound by E. Payton,,97,112
363,4,5:48.0,,T. Harris enters the game for A. Tolliver,97,112
364,4,5:47.0,Personal foul by M. Morris,,97,112
365,4,5:47.0,Official timeout,,97,112
366,4,5:42.0,A. Gordon misses 2-pt layup at rim,,97,112
367,4,5:42.0,Offensive rebound by A. Gordon,,97,112
368,4,5:41.0,A. Gordon misses 2-pt layup at rim,,97,112
369,4,5:39.0,,Defensive rebound by S. Johnson,97,112
370,4,5:16.0,,T. Harris misses 2-pt jump shot from 4 ft,97,112
371,4,5:16.0,,Offensive rebound by A. Drummond,97,112
372,4,5:13.0,,A. Drummond makes 2-pt layup at rim,97,114
373,4,4:56.0,V. Oladipo makes 2-pt layup at rim (assist by J. Smith),,99,114
374,4,4:31.0,,S. Johnson misses 3-pt jump shot from 25 ft,99,114
375,4,4:31.0,,Offensive rebound by S. Johnson,99,114
376,4,4:31.0,,M. Morris misses 3-pt jump shot from 24 ft,99,114
377,4,4:29.0,Defensive rebound by A. Gordon,,99,114
378,4,4:23.0,E. Payton misses 2-pt jump shot from 11 ft,,99,114
379,4,4:23.0,,Defensive rebound by Team,99,114
380,4,4:23.0,A. Nicholson enters the game for J. Smith,,99,114
381,4,4:08.0,,S. Johnson misses 3-pt jump shot from 23 ft,99,114
382,4,4:07.0,Defensive rebound by A. Nicholson,,99,114
383,4,3:55.0,A. Nicholson makes 3-pt jump shot from 26 ft (assist by V. Oladipo),,102,114
384,4,3:31.0,,R. Jackson misses 2-pt jump shot from 14 ft,102,114
385,4,3:30.0,,Offensive rebound by A. Drummond,102,114
