,QUARTER,TIME_REMAINING,MIAMI_ACTION,BOSTON_ACTION,MIAMI_SCORE,BOSTON_SCORE
0,1,11:34.0,L. Deng misses 3-pt jump shot from 25 ft,,0,0
1,1,11:33.0,,Defensive rebound by J. Crowder,0,0
2,1,11:10.0,,J. Crowder misses 3-pt jump shot from 24 ft (block by H. Whiteside),0,0
3,1,11:09.0,,Offensive rebound by J. Sullinger,0,0
4,1,11:06.0,,J. Sullinger misses 2-pt jump shot from 8 ft,0,0
5,1,11:06.0,Defensive rebound by L. Deng,,0,0
6,1,10:49.0,H. Whiteside misses 2-pt jump shot from 5 ft,,0,0
7,1,10:48.0,Offensive rebound by L. Deng,,0,0
8,1,10:48.0,L. Deng makes 2-pt layup at rim,,2,0
9,1,10:41.0,,A. Bradley makes 2-pt layup at rim (assist by I. Thomas),2,2
10,1,10:25.0,J. Johnson misses 3-pt jump shot from 24 ft,,2,2
11,1,10:23.0,Offensive rebound by L. Deng,,2,2
12,1,10:18.0,D. Wade misses 2-pt jump shot from 10 ft,,2,2
13,1,10:17.0,Offensive rebound by G. Dragić,,2,2
14,1,10:16.0,G. Dragić makes 2-pt layup from 1 ft,,4,2
15,1,10:05.0,,I. Thomas misses 2-pt layup at rim,4,2
16,1,10:04.0,,Offensive rebound by A. Johnson,4,2
17,1,10:04.0,,A. Johnson makes 2-pt layup at rim,4,4
18,1,9:47.0,L. Deng makes 2-pt layup from 1 ft (assist by G. Dragić),,6,4
19,1,9:42.0,,Personal foul by G. Dragić,6,4
20,1,9:30.0,,J. Sullinger misses 2-pt jump shot from 15 ft (block by H. Whiteside),6,4
21,1,9:29.0,Defensive rebound by J. Johnson,,6,4
22,1,9:22.0,G. Dragić makes 2-pt jump shot from 6 ft,,8,4
23,1,9:13.0,,I. Thomas misses 2-pt layup at rim (block by G. Dragić),8,4
24,1,9:12.0,,Offensive rebound by Team,8,4
25,1,9:04.0,,J. Sullinger misses 2-pt jump shot from 20 ft,8,4
26,1,9:04.0,Defensive rebound by H. Whiteside,,8,4
27,1,8:51.0,L. Deng makes 2-pt jump shot from 19 ft,,10,4
28,1,8:37.0,,A. Bradley makes 3-pt jump shot from 25 ft (assist by A. Johnson),10,7
29,1,8:13.0,H. Whiteside makes 2-pt jump shot from 7 ft (assist by J. Johnson),,12,7
30,1,8:00.0,,J. Sullinger makes 2-pt hook shot from 6 ft,12,9
31,1,7:38.0,G. Dragić misses 2-pt layup from 1 ft (block by J. Sullinger),,12,9
32,1,7:37.0,Offensive rebound by G. Dragić,,12,9
33,1,7:36.0,G. Dragić makes 2-pt layup at rim,,14,9
34,1,7:26.0,,Turnover by I. Thomas (lost ball; steal by H. Whiteside),14,9
35,1,7:17.0,J. Johnson makes 2-pt jump shot from 12 ft (assist by D. Wade),,16,9
36,1,7:17.0,,Boston full timeout,16,9
37,1,7:03.0,,J. Sullinger misses 2-pt jump shot from 17 ft,16,9
38,1,7:02.0,Defensive rebound by L. Deng,,16,9
39,1,6:53.0,D. Wade misses 2-pt jump shot from 13 ft,,16,9
40,1,6:52.0,Offensive rebound by Team,,16,9
41,1,6:52.0,,Loose ball foul by A. Johnson,16,9
42,1,6:52.0,,E. Turner enters the game for A. Johnson,16,9
43,1,6:42.0,H. Whiteside makes 2-pt jump shot from 5 ft (assist by D. Wade),,18,9
44,1,6:42.0,Shooting foul by J. Crowder (drawn by H. Whiteside),,18,9
45,1,6:42.0,J. Richardson enters the game for G. Dragić,,18,9
46,1,6:42.0,H. Whiteside makes free throw 1 of 1,,19,9
47,1,6:28.0,,J. Sullinger misses 2-pt jump shot from 17 ft,19,9
48,1,6:27.0,Defensive rebound by H. Whiteside,,19,9
49,1,6:06.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),,21,9
50,1,5:45.0,,J. Crowder misses 2-pt jump shot from 6 ft (block by H. Whiteside),21,9
51,1,5:44.0,,Offensive rebound by J. Crowder,21,9
52,1,5:40.0,,A. Bradley misses 2-pt jump shot from 11 ft,21,9
53,1,5:39.0,Defensive rebound by H. Whiteside,,21,9
54,1,5:21.0,J. Johnson makes 2-pt jump shot from 7 ft,,23,9
55,1,5:13.0,,Personal foul by J. Richardson,23,9
56,1,5:13.0,,M. Smart enters the game for J. Crowder,23,9
57,1,5:13.0,,K. Olynyk enters the game for J. Sullinger,23,9
58,1,5:08.0,,I. Thomas misses 2-pt layup from 1 ft (block by J. Richardson),23,9
59,1,5:08.0,Defensive rebound by Team,,23,9
60,1,4:52.0,J. Johnson misses 2-pt jump shot from 11 ft,,23,9
61,1,4:51.0,,Defensive rebound by E. Turner,23,9
62,1,4:42.0,,E. Turner misses 2-pt jump shot from 12 ft,23,9
63,1,4:41.0,Defensive rebound by J. Richardson,,23,9
64,1,4:31.0,J. Richardson misses 3-pt jump shot from 25 ft,,23,9
65,1,4:30.0,,Defensive rebound by M. Smart,23,9
66,1,4:22.0,,I. Thomas misses 2-pt layup from 1 ft,23,9
67,1,4:21.0,Defensive rebound by D. Wade,,23,9
68,1,4:10.0,Turnover by D. Wade (bad pass; steal by E. Turner),,23,9
69,1,4:05.0,,Turnover by E. Turner (bad pass; steal by J. Johnson),23,9
70,1,3:59.0,D. Wade makes 2-pt layup from 1 ft,,25,9
71,1,3:52.0,,A. Bradley makes 2-pt layup from 1 ft (assist by K. Olynyk),25,11
72,1,3:44.0,Miami full timeout,,25,11
73,1,3:44.0,G. Dragić enters the game for L. Deng,,25,11
