,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MILWAUKEE_ACTION,LA CLIPPERS_SCORE,MILWAUKEE_SCORE
380,4,6:24.0,B. Griffin makes 2-pt layup at rim (assist by C. Paul),,85,77
381,4,6:07.0,,G. Monroe misses 2-pt jump shot from 4 ft,85,77
382,4,6:07.0,,Offensive rebound by J. Parker,85,77
383,4,6:07.0,,Personal foul by D. Jordan (drawn by J. Parker),85,77
384,4,6:07.0,,O. Mayo enters the game for R. Vaughn,85,77
385,4,5:54.0,,M. Carter-Williams misses 2-pt jump shot from 15 ft,85,77
386,4,5:54.0,,Offensive rebound by Team,85,77
387,4,5:54.0,Loose ball foul by C. Paul (drawn by J. Parker),,85,77
388,4,5:54.0,,Milwaukee full timeout,85,77
389,4,5:47.0,,G. Monroe misses 2-pt hook shot from 2 ft,85,77
390,4,5:45.0,Defensive rebound by D. Jordan,,85,77
391,4,5:38.0,J. Crawford makes 3-pt jump shot from 23 ft (assist by C. Paul),,88,77
392,4,5:16.0,,J. Parker misses 2-pt layup from 1 ft (block by D. Jordan),88,77
393,4,5:15.0,Defensive rebound by D. Jordan,,88,77
394,4,5:15.0,Turnover by D. Jordan (bad pass),,88,77
395,4,5:05.0,,O. Mayo misses 2-pt jump shot from 7 ft,88,77
396,4,5:03.0,Defensive rebound by B. Griffin,,88,77
397,4,5:02.0,Personal take foul by J. Parker (drawn by D. Jordan),,88,77
398,4,5:02.0,D. Jordan misses free throw 1 of 2,,88,77
399,4,5:02.0,Offensive rebound by Team,,88,77
400,4,5:02.0,D. Jordan misses free throw 2 of 2,,88,77
401,4,5:01.0,Offensive rebound by D. Jordan,,88,77
402,4,4:56.0,J. Redick makes 3-pt jump shot from 25 ft (assist by D. Jordan),,91,77
403,4,4:50.0,,Shooting foul by J. Redick (drawn by K. Middleton),91,77
404,4,4:50.0,,K. Middleton makes free throw 1 of 2,91,78
405,4,4:50.0,,K. Middleton misses free throw 2 of 2,91,78
406,4,4:48.0,Defensive rebound by B. Griffin,,91,78
407,4,4:48.0,Personal take foul by M. Carter-Williams (drawn by D. Jordan),,91,78
408,4,4:48.0,D. Jordan misses free throw 1 of 2,,91,78
409,4,4:48.0,Offensive rebound by Team,,91,78
410,4,4:48.0,,G. Antetokounmpo enters the game for J. Parker,91,78
411,4,4:48.0,D. Jordan makes free throw 2 of 2,,92,78
412,4,4:34.0,,M. Carter-Williams misses 2-pt jump shot from 3 ft (block by B. Griffin),92,78
413,4,4:31.0,,Offensive rebound by G. Monroe,92,78
414,4,4:29.0,,G. Antetokounmpo makes 2-pt jump shot from 12 ft (assist by M. Carter-Williams),92,80
415,4,4:22.0,Personal take foul by G. Antetokounmpo (drawn by D. Jordan),,92,80
416,4,4:22.0,D. Jordan makes free throw 1 of 2,,93,80
417,4,4:22.0,D. Jordan makes free throw 2 of 2,,94,80
418,4,4:11.0,,O. Mayo makes 2-pt jump shot from 15 ft (assist by M. Carter-Williams),94,82
419,4,4:05.0,Personal take foul by M. Carter-Williams (drawn by D. Jordan),,94,82
420,4,4:05.0,D. Jordan misses free throw 1 of 2,,94,82
421,4,4:05.0,Offensive rebound by Team,,94,82
422,4,4:05.0,D. Jordan makes free throw 2 of 2,,95,82
423,4,3:52.0,,K. Middleton misses 3-pt jump shot from 27 ft,95,82
424,4,3:51.0,Defensive rebound by D. Jordan,,95,82
425,4,3:45.0,J. Crawford misses 3-pt jump shot from 25 ft,,95,82
426,4,3:44.0,,Defensive rebound by G. Monroe,95,82
427,4,3:35.0,,O. Mayo makes 2-pt jump shot from 6 ft,95,84
428,4,3:19.0,J. Redick makes 2-pt jump shot from 4 ft (assist by C. Paul),,97,84
429,4,3:18.0,,Milwaukee full timeout,97,84
430,4,3:04.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Carter-Williams),97,86
431,4,2:43.0,B. Griffin makes 2-pt jump shot from 18 ft (assist by C. Paul),,99,86
432,4,2:32.0,,Shooting foul by D. Jordan (drawn by G. Antetokounmpo),99,86
433,4,2:32.0,,G. Antetokounmpo makes free throw 1 of 2,99,87
434,4,2:32.0,,G. Antetokounmpo makes free throw 2 of 2,99,88
435,4,2:23.0,Personal foul by K. Middleton (drawn by J. Redick),,99,88
436,4,2:23.0,J. Redick makes free throw 1 of 2,,100,88
437,4,2:23.0,J. Redick makes free throw 2 of 2,,101,88
438,4,2:15.0,,G. Monroe makes 2-pt layup at rim (assist by O. Mayo),101,90
439,4,2:03.0,Personal foul by O. Mayo (drawn by C. Paul),,101,90
440,4,2:03.0,C. Paul makes free throw 1 of 2,,102,90
441,4,2:03.0,C. Paul makes free throw 2 of 2,,103,90
442,4,1:54.0,,G. Antetokounmpo makes 2-pt jump shot from 18 ft,103,92
443,4,1:35.0,Personal foul by K. Middleton (drawn by D. Jordan),,103,92
444,4,1:35.0,D. Jordan misses free throw 1 of 2,,103,92
445,4,1:35.0,Offensive rebound by Team,,103,92
446,4,1:35.0,D. Jordan makes free throw 2 of 2,,104,92
447,4,1:24.0,,Shooting block foul by D. Jordan (drawn by G. Antetokounmpo),104,92
448,4,1:24.0,,G. Antetokounmpo makes free throw 1 of 2,104,93
449,4,1:24.0,,G. Antetokounmpo misses free throw 2 of 2,104,93
450,4,1:21.0,Defensive rebound by B. Griffin,,104,93
451,4,1:08.0,B. Griffin makes 2-pt jump shot from 19 ft (assist by C. Paul),,106,93
452,4,1:03.0,,Turnover by M. Carter-Williams (bad pass),106,93
453,4,0:45.0,C. Paul makes 3-pt jump shot from 27 ft,,109,93
454,4,0:34.0,,M. Carter-Williams makes 2-pt jump shot from 9 ft,109,95
455,4,0:12.0,B. Griffin misses 2-pt jump shot from 23 ft,,109,95
456,4,0:11.0,,Defensive rebound by G. Monroe,109,95
457,4,0:01.0,,O. Mayo misses 3-pt jump shot from 24 ft,109,95
458,4,0:01.0,Defensive rebound by Team,,109,95
