,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,SACRAMENTO_ACTION,MEMPHIS_SCORE,SACRAMENTO_SCORE
0,1,11:43.0,Personal foul by W. Cauley-Stein (drawn by M. Gasol),,0,0
1,1,11:33.0,C. Lee makes 2-pt jump shot from 7 ft (assist by M. Conley),,2,0
2,1,11:12.0,,R. Rondo misses 2-pt jump shot from 13 ft,2,0
3,1,11:11.0,Defensive rebound by T. Allen,,2,0
4,1,10:47.0,T. Allen misses 2-pt jump shot from 12 ft,,2,0
5,1,10:47.0,,Defensive rebound by K. Koufos,2,0
6,1,10:41.0,,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by R. Gay),2,2
7,1,10:21.0,C. Lee misses 3-pt jump shot from 24 ft,,2,2
8,1,10:21.0,,Defensive rebound by B. McLemore,2,2
9,1,10:09.0,,R. Gay misses 2-pt jump shot from 9 ft,2,2
10,1,10:08.0,Defensive rebound by M. Gasol,,2,2
11,1,10:00.0,M. Conley makes 3-pt jump shot from 25 ft,,5,2
12,1,9:48.0,,Offensive foul by K. Koufos (drawn by M. Gasol),5,2
13,1,9:48.0,,Turnover by K. Koufos (offensive foul),5,2
14,1,9:32.0,C. Lee makes 2-pt jump shot from 16 ft (assist by M. Gasol),,7,2
15,1,9:10.0,,R. Gay misses 2-pt layup from 1 ft,7,2
16,1,9:09.0,Defensive rebound by Z. Randolph,,7,2
17,1,8:49.0,Z. Randolph makes 2-pt jump shot from 10 ft (assist by T. Allen),,9,2
18,1,8:38.0,,R. Rondo makes 2-pt layup from 2 ft,9,4
19,1,8:15.0,Z. Randolph misses 2-pt jump shot from 17 ft,,9,4
20,1,8:14.0,,Defensive rebound by B. McLemore,9,4
21,1,8:08.0,,Shooting block foul by M. Conley (drawn by R. Rondo),9,4
22,1,8:08.0,,R. Rondo misses free throw 1 of 2,9,4
23,1,8:08.0,,Offensive rebound by Team,9,4
24,1,8:08.0,,R. Rondo makes free throw 2 of 2,9,5
25,1,7:49.0,Z. Randolph misses 2-pt jump shot from 16 ft,,9,5
26,1,7:49.0,,Defensive rebound by R. Rondo,9,5
27,1,7:42.0,,K. Koufos misses 2-pt jump shot from 5 ft,9,5
28,1,7:42.0,Defensive rebound by M. Gasol,,9,5
29,1,7:23.0,M. Gasol misses 2-pt jump shot from 12 ft,,9,5
30,1,7:22.0,,Defensive rebound by R. Rondo,9,5
31,1,7:17.0,,K. Koufos makes 2-pt layup from 3 ft (assist by B. McLemore),9,7
32,1,6:50.0,M. Conley makes 2-pt jump shot from 20 ft,,11,7
33,1,6:33.0,,B. McLemore misses 3-pt jump shot from 24 ft,11,7
34,1,6:32.0,,Offensive rebound by R. Gay,11,7
35,1,6:30.0,,R. Gay makes 2-pt jump shot from 4 ft,11,9
36,1,6:12.0,M. Gasol makes 2-pt jump shot from 18 ft,,13,9
37,1,6:06.0,,Shooting foul by T. Allen (drawn by R. Gay),13,9
38,1,6:06.0,,R. Gay makes free throw 1 of 2,13,10
39,1,6:06.0,,O. Casspi enters the game for W. Cauley-Stein,13,10
40,1,6:06.0,,R. Gay makes free throw 2 of 2,13,11
41,1,5:50.0,M. Gasol makes 2-pt jump shot from 11 ft (assist by M. Conley),,15,11
42,1,5:29.0,,K. Koufos makes 2-pt layup from 3 ft (assist by B. McLemore),15,13
43,1,5:08.0,M. Conley makes 2-pt jump shot from 7 ft (assist by M. Gasol),,17,13
44,1,5:00.0,Offensive charge foul by R. Gay (drawn by M. Gasol),,17,13
45,1,5:00.0,,Turnover by R. Gay (offensive foul),17,13
46,1,5:00.0,,Sacramento full timeout,17,13
47,1,5:00.0,J. Green enters the game for T. Allen,,17,13
48,1,4:50.0,M. Gasol misses 2-pt jump shot from 10 ft,,17,13
49,1,4:49.0,,Defensive rebound by R. Rondo,17,13
50,1,4:28.0,,D. Collison enters the game for B. McLemore,17,13
51,1,4:27.0,,O. Casspi misses 2-pt jump shot from 6 ft (block by M. Gasol),17,13
52,1,4:27.0,,Offensive rebound by Team,17,13
53,1,4:23.0,,O. Casspi makes 3-pt jump shot from 22 ft (assist by R. Rondo),17,16
54,1,4:05.0,J. Green makes 2-pt jump shot from 7 ft (assist by M. Conley),,19,16
55,1,3:54.0,,R. Gay makes 2-pt jump shot from 14 ft (assist by R. Rondo),19,18
56,1,3:34.0,C. Lee misses 2-pt jump shot from 11 ft,,19,18
57,1,3:33.0,,Defensive rebound by K. Koufos,19,18
58,1,3:25.0,,Turnover by R. Rondo (bad pass),19,18
59,1,3:25.0,B. Udrih enters the game for M. Conley,,19,18
60,1,3:25.0,,M. Belinelli enters the game for R. Rondo,19,18
61,1,3:10.0,C. Lee misses 2-pt jump shot from 16 ft,,19,18
62,1,3:09.0,Offensive rebound by Z. Randolph,,19,18
63,1,3:06.0,Z. Randolph misses 2-pt layup from 1 ft,,19,18
64,1,3:04.0,Offensive rebound by Z. Randolph,,19,18
65,1,3:04.0,Z. Randolph makes 2-pt layup from 2 ft,,21,18
66,1,3:00.0,,Turnover by D. Collison (lost ball),21,18
67,1,3:00.0,,W. Cauley-Stein enters the game for K. Koufos,21,18
68,1,3:00.0,M. Barnes enters the game for C. Lee,,21,18
69,1,2:41.0,Turnover by Z. Randolph (lost ball),,21,18
70,1,2:41.0,Memphis full timeout,,21,18
71,1,2:27.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by R. Gay),21,21
72,1,2:07.0,M. Gasol makes 2-pt jump shot from 21 ft (assist by B. Udrih),,23,21
73,1,1:53.0,,D. Collison misses 3-pt jump shot from 24 ft,23,21
74,1,1:53.0,Defensive rebound by Z. Randolph,,23,21
75,1,1:39.0,M. Gasol makes 2-pt hook shot from 8 ft,,25,21
76,1,1:32.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by R. Gay),25,24
77,1,1:04.0,Z. Randolph misses 2-pt jump shot from 14 ft,,25,24
78,1,1:04.0,,Defensive rebound by R. Gay,25,24
79,1,0:58.0,,R. Gay makes 2-pt jump shot from 8 ft,25,26
80,1,0:44.0,Turnover by M. Gasol (lost ball; steal by D. Collison),,25,26
81,1,0:43.0,J. Green enters the game for M. Gasol,,25,26
82,1,0:43.0,,Personal foul by M. Gasol (drawn by D. Collison),25,26
83,1,0:43.0,B. Wright enters the game for Z. Randolph,,25,26
84,1,0:38.0,,Personal foul by J. Green (drawn by M. Belinelli),25,26
85,1,0:38.0,,M. Belinelli makes free throw 1 of 2,25,27
86,1,0:38.0,,M. Belinelli makes free throw 2 of 2,25,28
87,1,0:27.0,M. Barnes misses 3-pt jump shot from 25 ft,,25,28
88,1,0:27.0,,Defensive rebound by Team,25,28
89,1,0:27.0,,Personal foul by J. Green (drawn by W. Cauley-Stein),25,28
90,1,0:27.0,,W. Cauley-Stein misses free throw 1 of 2,25,28
91,1,0:27.0,,Offensive rebound by Team,25,28
92,1,0:27.0,,C. Butler enters the game for R. Gay,25,28
93,1,0:27.0,Violation by M. Barnes (lane),,25,28
94,1,0:27.0,,W. Cauley-Stein misses free throw 2 of 2,25,28
95,1,0:27.0,Defensive rebound by M. Barnes,,25,28
96,1,0:07.0,J. Green misses 2-pt jump shot from 10 ft,,25,28
97,1,0:07.0,Offensive rebound by J. Green,,25,28
98,1,0:04.0,Turnover by J. Green (lost ball; steal by O. Casspi),,25,28
99,1,0:01.0,,Shooting foul by M. Barnes (drawn by W. Cauley-Stein),25,28
100,1,0:01.0,,W. Cauley-Stein makes free throw 1 of 2,25,29
101,1,0:01.0,,W. Cauley-Stein misses free throw 2 of 2,25,29
102,1,0:00.0,Defensive rebound by J. Green,,25,29
103,2,11:43.0,,Turnover by O. Casspi (step out of bounds),25,29
104,2,11:25.0,J. Green misses 2-pt jump shot from 20 ft,,25,29
105,2,11:25.0,,Defensive rebound by W. Cauley-Stein,25,29
106,2,11:15.0,,D. Collison misses 2-pt jump shot from 20 ft,25,29
107,2,11:14.0,Defensive rebound by J. Green,,25,29
108,2,11:02.0,J. Green misses 2-pt jump shot from 4 ft,,25,29
109,2,11:02.0,Offensive rebound by J. Green,,25,29
110,2,11:02.0,J. Green makes 2-pt layup from 4 ft,,27,29
111,2,10:39.0,,Turnover by W. Cauley-Stein (bad pass; steal by B. Udrih),27,29
112,2,10:35.0,Offensive foul by J. Green (drawn by W. Cauley-Stein),,27,29
113,2,10:35.0,Turnover by J. Green (offensive foul),,27,29
114,2,10:35.0,,K. Koufos enters the game for W. Cauley-Stein,27,29
115,2,10:28.0,,Shooting foul by B. Udrih (drawn by D. Collison),27,29
116,2,10:28.0,,D. Collison makes free throw 1 of 2,27,30
117,2,10:28.0,,D. Collison makes free throw 2 of 2,27,31
118,2,10:07.0,J. Green misses 3-pt jump shot from 25 ft,,27,31
119,2,10:06.0,Offensive rebound by J. Green,,27,31
120,2,10:06.0,J. Green makes 2-pt dunk at rim,,29,31
121,2,10:06.0,Technical foul by J. Green,,29,31
122,2,10:06.0,,M. Belinelli misses technical free throw,29,31
123,2,10:06.0,,Offensive rebound by Team,29,31
124,2,9:55.0,,M. Belinelli misses 3-pt jump shot from 24 ft,29,31
125,2,9:55.0,Defensive rebound by B. Wright,,29,31
126,2,9:55.0,Personal foul by K. Koufos (drawn by B. Wright),,29,31
127,2,9:43.0,Personal foul by D. Collison (drawn by B. Udrih),,29,31
128,2,9:32.0,J. Green misses 2-pt jump shot from 7 ft,,29,31
129,2,9:32.0,Offensive rebound by Team,,29,31
130,2,9:32.0,,Loose ball foul by O. Casspi (drawn by B. Wright),29,31
131,2,9:24.0,M. Barnes misses 2-pt jump shot from 20 ft,,29,31
132,2,9:24.0,,Defensive rebound by K. Koufos,29,31
133,2,9:07.0,,Turnover by M. Belinelli (traveling),29,31
134,2,8:54.0,B. Udrih misses 2-pt jump shot from 19 ft,,29,31
135,2,8:53.0,Offensive rebound by J. Green,,29,31
136,2,8:53.0,J. Green makes 2-pt layup from 2 ft,,31,31
137,2,8:31.0,,C. Butler misses 3-pt jump shot from 25 ft,31,31
138,2,8:31.0,Defensive rebound by J. Green,,31,31
139,2,8:25.0,Shooting foul by M. Belinelli (drawn by M. Barnes),,31,31
140,2,8:25.0,Official timeout,,31,31
141,2,8:25.0,M. Barnes makes free throw 1 of 2,,32,31
142,2,8:25.0,M. Barnes makes free throw 2 of 2,,33,31
143,2,7:59.0,,O. Casspi misses 3-pt jump shot from 23 ft,33,31
144,2,7:59.0,Defensive rebound by B. Wright,,33,31
