,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,OKLAHOMA CITY_ACTION,SAN ANTONIO_SCORE,OKLAHOMA CITY_SCORE
97,1,1:01.0,,Offensive rebound by S. Ibaka,25,25
98,1,0:54.0,,S. Ibaka makes 2-pt jump shot from 18 ft (assist by R. Westbrook),25,27
99,1,0:47.0,Personal foul by R. Westbrook (drawn by P. Mills),,25,27
100,1,0:47.0,,D. Augustin enters the game for R. Westbrook,25,27
101,1,0:47.0,D. West enters the game for L. Aldridge,,25,27
102,1,0:35.0,Turnover by M. Ginóbili (bad pass; steal by D. Augustin),,25,27
103,1,0:29.0,,D. Waiters makes 2-pt layup from 1 ft (assist by D. Augustin),25,29
104,1,0:09.0,P. Mills misses 2-pt jump shot from 17 ft,,25,29
105,1,0:08.0,Offensive rebound by D. West,,25,29
106,1,0:08.0,D. West makes 2-pt layup from 2 ft,,27,29
107,1,0:01.0,,Turnover by D. Waiters (offensive foul),27,29
108,1,0:01.0,,Offensive foul by D. Waiters (drawn by P. Mills),27,29
109,2,11:49.0,D. West misses 2-pt jump shot from 18 ft,,27,29
110,2,11:49.0,,Defensive rebound by E. Freedom,27,29
111,2,11:26.0,,A. Morrow misses 3-pt jump shot from 25 ft,27,29
112,2,11:25.0,Defensive rebound by D. West,,27,29
113,2,11:17.0,M. Ginóbili makes 2-pt jump shot from 5 ft,,29,29
114,2,11:03.0,,Shooting foul by T. Parker (drawn by D. Augustin),29,29
115,2,11:03.0,,D. Augustin makes free throw 1 of 2,29,30
116,2,11:03.0,,D. Augustin makes free throw 2 of 2,29,31
117,2,10:45.0,K. Anderson makes 2-pt jump shot from 7 ft (assist by T. Parker),,31,31
118,2,10:21.0,,D. Waiters makes 2-pt jump shot from 7 ft,31,33
119,2,10:09.0,D. West misses 2-pt jump shot from 7 ft,,31,33
120,2,10:09.0,,Defensive rebound by E. Freedom,31,33
121,2,10:01.0,,D. Augustin makes 2-pt layup from 2 ft,31,35
122,2,9:46.0,T. Parker makes 2-pt layup at rim (assist by M. Ginóbili),,33,35
123,2,9:27.0,,Turnover by S. Ibaka (lost ball; steal by B. Diaw),33,35
124,2,9:07.0,M. Ginóbili misses 2-pt jump shot from 12 ft,,33,35
125,2,9:07.0,,Defensive rebound by E. Freedom,33,35
126,2,8:58.0,,S. Ibaka makes 2-pt jump shot from 13 ft (assist by D. Augustin),33,37
127,2,8:35.0,D. West makes 2-pt layup from 1 ft (assist by B. Diaw),,35,37
128,2,8:10.0,,E. Freedom makes 2-pt layup from 1 ft (assist by D. Augustin),35,39
129,2,7:48.0,M. Ginóbili makes 2-pt jump shot from 10 ft (assist by B. Diaw),,37,39
130,2,7:35.0,,S. Ibaka misses 2-pt jump shot from 18 ft,37,39
131,2,7:34.0,Defensive rebound by K. Anderson,,37,39
132,2,7:25.0,K. Anderson makes 2-pt jump shot from 10 ft,,39,39
133,2,7:24.0,,Oklahoma City full timeout,39,39
134,2,7:24.0,,N. Collison enters the game for S. Ibaka,39,39
135,2,7:24.0,,S. Adams enters the game for A. Morrow,39,39
136,2,7:24.0,,K. Durant enters the game for E. Freedom,39,39
137,2,7:24.0,D. Green enters the game for B. Diaw,,39,39
138,2,7:24.0,T. Duncan enters the game for M. Ginóbili,,39,39
139,2,7:24.0,K. Leonard enters the game for K. Anderson,,39,39
140,2,7:05.0,,Turnover by N. Collison (bad pass; steal by T. Duncan),39,39
141,2,7:00.0,T. Parker misses 2-pt layup from 1 ft,,39,39
142,2,6:59.0,Offensive rebound by Team,,39,39
143,2,6:58.0,,Loose ball foul by N. Collison (drawn by T. Duncan),39,39
144,2,6:47.0,T. Duncan misses 2-pt jump shot from 6 ft,,39,39
145,2,6:46.0,,Defensive rebound by K. Durant,39,39
146,2,6:40.0,,Turnover by K. Durant (lost ball; steal by D. Green),39,39
147,2,6:38.0,Turnover by D. Green (lost ball; steal by D. Augustin),,39,39
148,2,6:32.0,,D. Waiters misses 3-pt jump shot from 23 ft,39,39
149,2,6:32.0,Defensive rebound by K. Leonard,,39,39
150,2,6:25.0,Personal foul by D. Waiters (drawn by K. Leonard),,39,39
151,2,6:25.0,,R. Westbrook enters the game for D. Augustin,39,39
152,2,6:13.0,D. Green misses 3-pt jump shot from 24 ft,,39,39
153,2,6:13.0,,Defensive rebound by Team,39,39
154,2,5:55.0,,K. Durant misses 2-pt jump shot from 17 ft (block by K. Leonard),39,39
155,2,5:54.0,Defensive rebound by K. Leonard,,39,39
156,2,5:49.0,K. Leonard misses 2-pt jump shot from 20 ft,,39,39
157,2,5:48.0,,Defensive rebound by K. Durant,39,39
158,2,5:47.0,Official timeout,,39,39
159,2,5:47.0,L. Aldridge enters the game for T. Parker,,39,39
160,2,5:47.0,P. Mills enters the game for D. West,,39,39
161,2,5:39.0,,Offensive foul by S. Adams (drawn by P. Mills),39,39
162,2,5:39.0,,Turnover by S. Adams (offensive foul),39,39
163,2,5:28.0,Turnover by K. Leonard (traveling),,39,39
164,2,5:13.0,,K. Durant misses 2-pt jump shot from 17 ft,39,39
165,2,5:12.0,Defensive rebound by L. Aldridge,,39,39
166,2,4:52.0,D. Green misses 2-pt jump shot from 15 ft,,39,39
167,2,4:52.0,,Defensive rebound by N. Collison,39,39
168,2,4:37.0,,Turnover by D. Waiters (bad pass),39,39
169,2,4:37.0,,A. Roberson enters the game for D. Waiters,39,39
170,2,4:24.0,Shooting foul by N. Collison (drawn by L. Aldridge),,39,39
171,2,4:24.0,L. Aldridge makes free throw 1 of 2,,40,39
172,2,4:24.0,,S. Ibaka enters the game for N. Collison,40,39
173,2,4:24.0,L. Aldridge makes free throw 2 of 2,,41,39
174,2,4:14.0,,R. Westbrook makes 2-pt layup from 1 ft,41,41
175,2,3:56.0,K. Leonard makes 2-pt jump shot from 5 ft,,43,41
176,2,3:44.0,,R. Westbrook misses 2-pt jump shot from 13 ft,43,41
177,2,3:44.0,Defensive rebound by D. Green,,43,41
178,2,3:38.0,K. Leonard misses 3-pt jump shot from 24 ft,,43,41
179,2,3:37.0,Offensive rebound by Team,,43,41
180,2,3:36.0,,E. Freedom enters the game for S. Adams,43,41
181,2,3:28.0,K. Leonard makes 2-pt dunk at rim,,45,41
182,2,3:11.0,,K. Durant makes 2-pt layup from 1 ft (assist by A. Roberson),45,43
183,2,2:57.0,K. Leonard makes 2-pt jump shot from 14 ft (assist by D. Green),,47,43
184,2,2:39.0,,R. Westbrook makes 2-pt layup from 1 ft,47,45
185,2,2:21.0,P. Mills makes 2-pt layup at rim (assist by L. Aldridge),,49,45
186,2,2:01.0,,K. Durant misses 2-pt jump shot from 9 ft,49,45
187,2,2:01.0,,Offensive rebound by Team,49,45
188,2,2:01.0,Loose ball foul by L. Aldridge (drawn by S. Ibaka),,49,45
189,2,2:01.0,San Antonio full timeout,,49,45
190,2,2:01.0,T. Parker enters the game for P. Mills,,49,45
191,2,1:54.0,,R. Westbrook misses 2-pt jump shot from 13 ft,49,45
192,2,1:53.0,Defensive rebound by L. Aldridge,,49,45
193,2,1:30.0,D. Green misses 2-pt jump shot from 8 ft (block by A. Roberson),,49,45
194,2,1:29.0,,Defensive rebound by E. Freedom,49,45
195,2,1:19.0,,K. Durant misses 2-pt layup from 1 ft (block by K. Leonard),49,45
196,2,1:18.0,Defensive rebound by D. Green,,49,45
197,2,1:17.0,Turnover by D. Green (discontinued dribble),,49,45
198,2,1:17.0,M. Ginóbili enters the game for D. Green,,49,45
199,2,1:17.0,,A. Morrow enters the game for A. Roberson,49,45
200,2,1:06.0,,E. Freedom makes 2-pt layup from 2 ft (assist by R. Westbrook),49,47
201,2,0:43.0,Shooting foul by E. Freedom (drawn by T. Duncan),,49,47
202,2,0:43.0,T. Duncan makes free throw 1 of 2,,50,47
203,2,0:43.0,T. Duncan makes free throw 2 of 2,,51,47
204,2,0:35.0,,R. Westbrook misses 2-pt layup from 2 ft (block by T. Duncan),51,47
205,2,0:35.0,Defensive rebound by Team,,51,47
206,2,0:30.0,M. Ginóbili makes 2-pt jump shot from 16 ft,,53,47
207,2,0:06.0,,R. Westbrook makes 3-pt jump shot from 24 ft,53,50
208,2,0:01.0,T. Parker misses 2-pt layup from 1 ft,,53,50
209,2,0:01.0,Offensive rebound by L. Aldridge,,53,50
210,2,0:01.0,L. Aldridge makes 2-pt layup at rim,,55,50
211,3,11:41.0,L. Aldridge makes 2-pt jump shot from 9 ft,,57,50
212,3,11:17.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),57,53
213,3,10:52.0,T. Duncan makes 2-pt jump shot from 8 ft,,59,53
214,3,10:40.0,,Shooting foul by T. Parker (drawn by S. Ibaka),59,53
215,3,10:40.0,,S. Ibaka makes free throw 1 of 2,59,54
216,3,10:40.0,,S. Ibaka makes free throw 2 of 2,59,55
217,3,10:21.0,Personal foul by S. Adams (drawn by L. Aldridge),,59,55
218,3,10:18.0,Offensive foul by T. Duncan (drawn by R. Westbrook),,59,55
219,3,10:18.0,Turnover by T. Duncan (offensive foul),,59,55
220,3,10:05.0,,K. Durant misses 3-pt jump shot from 24 ft,59,55
221,3,10:04.0,Defensive rebound by T. Duncan,,59,55
222,3,9:55.0,K. Leonard makes 2-pt layup from 1 ft,,61,55
223,3,9:55.0,Shooting block foul by K. Durant (drawn by K. Leonard),,61,55
224,3,9:55.0,K. Leonard makes free throw 1 of 1,,62,55
225,3,9:35.0,,S. Ibaka makes 2-pt jump shot from 17 ft (assist by R. Westbrook),62,57
226,3,9:19.0,T. Parker misses 2-pt layup from 1 ft,,62,57
227,3,9:19.0,Offensive rebound by T. Duncan,,62,57
228,3,9:19.0,T. Duncan makes 2-pt layup from 1 ft,,64,57
229,3,9:06.0,,K. Durant misses 2-pt jump shot from 14 ft,64,57
230,3,9:05.0,Defensive rebound by L. Aldridge,,64,57
231,3,8:46.0,K. Leonard misses 2-pt jump shot from 17 ft,,64,57
232,3,8:45.0,,Defensive rebound by S. Adams,64,57
233,3,8:40.0,,Shooting foul by D. Green (drawn by R. Westbrook),64,57
234,3,8:40.0,,R. Westbrook makes free throw 1 of 2,64,58
235,3,8:40.0,,N. Collison enters the game for S. Adams,64,58
236,3,8:40.0,,R. Westbrook misses free throw 2 of 2,64,58
237,3,8:40.0,Defensive rebound by K. Leonard,,64,58
238,3,8:21.0,L. Aldridge misses 2-pt layup from 1 ft,,64,58
239,3,8:19.0,Offensive rebound by L. Aldridge,,64,58
240,3,8:19.0,L. Aldridge misses 2-pt layup from 1 ft,,64,58
241,3,8:18.0,,Defensive rebound by S. Ibaka,64,58
242,3,8:12.0,,K. Durant misses 2-pt jump shot from 11 ft,64,58
243,3,8:12.0,Defensive rebound by T. Parker,,64,58
244,3,8:05.0,D. Green misses 3-pt jump shot from 25 ft,,64,58
245,3,8:05.0,,Defensive rebound by N. Collison,64,58
246,3,8:02.0,,Shooting foul by T. Parker (drawn by K. Durant),64,58
247,3,8:02.0,,K. Durant makes free throw 1 of 2,64,59
248,3,8:02.0,,K. Durant makes free throw 2 of 2,64,60
249,3,7:47.0,Personal foul by A. Roberson (drawn by D. Green),,64,60
250,3,7:34.0,K. Leonard misses 2-pt jump shot from 6 ft,,64,60
251,3,7:33.0,,Defensive rebound by N. Collison,64,60
252,3,7:27.0,,Turnover by S. Ibaka (bad pass; steal by K. Leonard),64,60
253,3,7:24.0,Turnover by K. Leonard (lost ball),,64,60
254,3,7:13.0,,S. Ibaka makes 2-pt jump shot from 18 ft (assist by N. Collison),64,62
255,3,7:11.0,San Antonio full timeout,,64,62
256,3,6:53.0,T. Duncan misses 2-pt jump shot from 8 ft,,64,62
257,3,6:52.0,,Defensive rebound by K. Durant,64,62
258,3,6:43.0,Violation by T. Duncan (kicked ball),,64,62
259,3,6:32.0,,S. Ibaka misses 2-pt jump shot from 17 ft,64,62
260,3,6:32.0,Defensive rebound by T. Duncan,,64,62
261,3,6:18.0,Turnover by T. Parker (lost ball; steal by R. Westbrook),,64,62
262,3,6:15.0,,R. Westbrook makes 2-pt dunk at rim (assist by A. Roberson),64,64
263,3,5:48.0,T. Parker makes 2-pt jump shot from 19 ft,,66,64
264,3,5:32.0,,Offensive foul by N. Collison (drawn by K. Leonard),66,64
265,3,5:32.0,,Turnover by N. Collison (offensive foul),66,64
266,3,5:32.0,M. Ginóbili enters the game for T. Duncan,,66,64
267,3,5:32.0,B. Diaw enters the game for D. Green,,66,64
268,3,5:13.0,T. Parker makes 2-pt layup from 1 ft (assist by M. Ginóbili),,68,64
269,3,5:03.0,,Personal foul by T. Parker (drawn by R. Westbrook),68,64
270,3,5:03.0,P. Mills enters the game for T. Parker,,68,64
271,3,5:03.0,,A. Morrow enters the game for A. Roberson,68,64
272,3,5:00.0,,Personal foul by K. Leonard (drawn by K. Durant),68,64
273,3,5:00.0,,K. Durant makes free throw 1 of 2,68,65
274,3,5:00.0,,K. Durant makes free throw 2 of 2,68,66
275,3,4:53.0,Personal foul by R. Westbrook (drawn by P. Mills),,68,66
276,3,4:53.0,,E. Freedom enters the game for S. Ibaka,68,66
277,3,4:38.0,B. Diaw makes 2-pt hook shot from 2 ft,,70,66
278,3,4:27.0,,Turnover by N. Collison (bad pass),70,66
279,3,4:27.0,D. West enters the game for L. Aldridge,,70,66
280,3,4:16.0,,D. Waiters enters the game for K. Durant,70,66
281,3,4:10.0,Turnover by D. West (traveling),,70,66
282,3,3:58.0,,Turnover by R. Westbrook (bad pass; steal by M. Ginóbili),70,66
283,3,3:53.0,K. Leonard makes 2-pt layup from 1 ft (assist by M. Ginóbili),,72,66
284,3,3:34.0,,D. Waiters misses 2-pt jump shot from 17 ft,72,66
285,3,3:33.0,Defensive rebound by P. Mills,,72,66
286,3,3:28.0,B. Diaw makes 2-pt layup from 1 ft (assist by P. Mills),,74,66
287,3,3:27.0,,Oklahoma City full timeout,74,66
288,3,3:27.0,K. Anderson enters the game for K. Leonard,,74,66
289,3,3:18.0,,Offensive foul by R. Westbrook (drawn by B. Diaw),74,66
290,3,3:18.0,,Turnover by R. Westbrook (offensive foul),74,66
291,3,3:18.0,,S. Adams enters the game for N. Collison,74,66
292,3,3:12.0,,Violation by E. Freedom (kicked ball),74,66
293,3,2:57.0,B. Diaw misses 2-pt layup at rim,,74,66
294,3,2:56.0,,Defensive rebound by E. Freedom,74,66
295,3,2:46.0,,R. Westbrook makes 2-pt layup from 1 ft,74,68
296,3,2:38.0,P. Mills misses 2-pt jump shot from 19 ft,,74,68
297,3,2:38.0,,Defensive rebound by D. Waiters,74,68
298,3,2:28.0,,E. Freedom makes 2-pt jump shot from 13 ft (assist by D. Waiters),74,70
299,3,2:15.0,P. Mills makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),,77,70
300,3,2:00.0,,S. Adams makes 2-pt jump shot from 6 ft (assist by R. Westbrook),77,72
301,3,1:45.0,M. Ginóbili makes 2-pt jump shot from 14 ft (assist by B. Diaw),,79,72
302,3,1:30.0,,S. Adams makes 2-pt jump shot from 8 ft (assist by R. Westbrook),79,74
303,3,1:09.0,M. Ginóbili misses 2-pt jump shot from 12 ft,,79,74
304,3,1:08.0,,Defensive rebound by D. Waiters,79,74
305,3,0:56.0,,A. Morrow makes 3-pt jump shot from 23 ft (assist by R. Westbrook),79,77
306,3,0:42.0,D. West makes 2-pt jump shot from 10 ft,,81,77
307,3,0:28.0,,R. Westbrook misses 2-pt jump shot from 15 ft,81,77
308,3,0:28.0,,Offensive rebound by R. Westbrook,81,77
309,3,0:27.0,,R. Westbrook misses 2-pt layup from 1 ft,81,77
310,3,0:26.0,,Offensive rebound by E. Freedom,81,77
311,3,0:26.0,,E. Freedom makes 2-pt layup from 1 ft,81,79
312,3,0:03.0,D. West makes 2-pt jump shot from 16 ft (assist by M. Ginóbili),,83,79
313,3,0:00.0,,D. Waiters misses 3-pt jump shot from 43 ft,83,79
314,3,0:00.0,,Offensive rebound by Team,83,79
315,4,11:39.0,,A. Morrow makes 2-pt jump shot from 23 ft (assist by S. Adams),83,81
316,4,11:20.0,P. Mills makes 3-pt jump shot from 23 ft (assist by B. Diaw),,86,81
317,4,11:06.0,,Shooting foul by P. Mills (drawn by D. Augustin),86,81
318,4,11:06.0,,D. Augustin makes free throw 1 of 2,86,82
319,4,11:06.0,,D. Augustin makes free throw 2 of 2,86,83
320,4,10:57.0,Turnover by M. Ginóbili (bad pass; steal by D. Augustin),,86,83
321,4,10:52.0,,D. Augustin misses 2-pt layup from 2 ft,86,83
322,4,10:51.0,,Offensive rebound by D. Waiters,86,83
323,4,10:51.0,,D. Waiters misses 2-pt layup from 1 ft,86,83
324,4,10:49.0,,Offensive rebound by E. Freedom,86,83
325,4,10:49.0,,E. Freedom makes 2-pt layup from 1 ft,86,85
326,4,10:42.0,K. Anderson misses 2-pt jump shot from 6 ft,,86,85
327,4,10:41.0,,Defensive rebound by S. Adams,86,85
328,4,10:17.0,,A. Morrow misses 2-pt jump shot from 16 ft,86,85
329,4,10:16.0,,Offensive rebound by E. Freedom,86,85
330,4,10:16.0,,E. Freedom makes 2-pt layup from 1 ft,86,87
331,4,10:16.0,,Shooting foul by B. Diaw (drawn by E. Freedom),86,87
332,4,10:16.0,,E. Freedom makes free throw 1 of 1,86,88
333,4,10:02.0,B. Diaw makes 2-pt jump shot from 8 ft,,88,88
334,4,10:01.0,Violation by Team (jump ball),,88,88
335,4,9:57.0,,Turnover by D. Augustin (lost ball),88,88
336,4,9:57.0,,Loose ball foul by D. Augustin (drawn by M. Ginóbili),88,88
337,4,9:57.0,D. Green enters the game for M. Ginóbili,,88,88
338,4,9:44.0,K. Anderson misses 3-pt jump shot from 23 ft,,88,88
339,4,9:41.0,,Defensive rebound by D. Waiters,88,88
340,4,9:40.0,,Turnover by D. Waiters (bad pass; steal by K. Anderson),88,88
341,4,9:38.0,Personal foul by A. Morrow (drawn by P. Mills),,88,88
342,4,9:38.0,P. Mills misses free throw 1 of 2,,88,88
343,4,9:38.0,Offensive rebound by Team,,88,88
344,4,9:38.0,K. Leonard enters the game for K. Anderson,,88,88
345,4,9:38.0,,K. Durant enters the game for D. Waiters,88,88
346,4,9:38.0,P. Mills makes free throw 2 of 2,,89,88
347,4,9:17.0,,K. Durant misses 3-pt jump shot from 24 ft,89,88
348,4,9:16.0,Defensive rebound by D. Green,,89,88
349,4,9:02.0,K. Leonard makes 2-pt jump shot from 14 ft (assist by B. Diaw),,91,88
350,4,8:44.0,,S. Adams makes 2-pt dunk at rim (assist by D. Augustin),91,90
351,4,8:30.0,K. Leonard makes 2-pt jump shot from 16 ft (assist by P. Mills),,93,90
352,4,8:17.0,,D. Augustin misses 2-pt jump shot from 14 ft,93,90
353,4,8:17.0,Defensive rebound by P. Mills,,93,90
354,4,8:03.0,D. West misses 2-pt jump shot from 8 ft,,93,90
355,4,8:02.0,,Defensive rebound by E. Freedom,93,90
356,4,7:51.0,,E. Freedom misses 2-pt layup from 2 ft (block by B. Diaw),93,90
357,4,7:49.0,,Offensive rebound by E. Freedom,93,90
358,4,7:44.0,,D. Augustin misses 2-pt jump shot from 4 ft (block by B. Diaw),93,90
359,4,7:42.0,Defensive rebound by D. Green,,93,90
360,4,7:35.0,D. Green misses 3-pt jump shot from 25 ft,,93,90
361,4,7:34.0,,Defensive rebound by D. Augustin,93,90
362,4,7:28.0,,K. Durant misses 2-pt layup from 1 ft,93,90
363,4,7:27.0,Defensive rebound by K. Leonard,,93,90
364,4,7:21.0,San Antonio full timeout,,93,90
365,4,7:21.0,L. Aldridge enters the game for B. Diaw,,93,90
366,4,7:21.0,,R. Westbrook enters the game for S. Adams,93,90
367,4,7:21.0,,S. Ibaka enters the game for A. Morrow,93,90
368,4,7:09.0,K. Leonard makes 2-pt layup from 1 ft (assist by D. West),,95,90
369,4,6:51.0,,E. Freedom misses 2-pt jump shot from 9 ft,95,90
370,4,6:50.0,Defensive rebound by K. Leonard,,95,90
371,4,6:35.0,K. Leonard makes 2-pt jump shot from 13 ft,,97,90
372,4,6:10.0,,Turnover by R. Westbrook (lost ball; steal by K. Leonard),97,90
373,4,6:02.0,K. Leonard misses 2-pt jump shot from 18 ft,,97,90
374,4,6:01.0,,Defensive rebound by E. Freedom,97,90
375,4,5:44.0,,D. Augustin makes 2-pt jump shot from 3 ft,97,92
376,4,5:27.0,L. Aldridge misses 2-pt layup from 2 ft,,97,92
377,4,5:27.0,,Defensive rebound by Team,97,92
378,4,5:27.0,Loose ball foul by D. West (drawn by S. Ibaka),,97,92
379,4,5:27.0,Official timeout,,97,92
380,4,5:27.0,,D. Waiters enters the game for D. Augustin,97,92
