,QUARTER,TIME_REMAINING,PHOENIX_ACTION,GOLDEN STATE_ACTION,PHOENIX_SCORE,GOLDEN STATE_SCORE
39,1,6:44.0,,Defensive rebound by A. Bogut,10,11
40,1,6:32.0,,K. Thompson misses 3-pt jump shot from 24 ft (block by D. Booker),10,11
41,1,6:31.0,,Offensive rebound by K. Thompson,10,11
42,1,6:30.0,,K. Thompson misses 2-pt jump shot from 21 ft,10,11
43,1,6:28.0,Defensive rebound by T. Chandler,,10,11
44,1,6:12.0,A. Len makes 2-pt dunk at rim (assist by B. Knight),,12,11
45,1,5:56.0,,S. Curry makes 2-pt jump shot from 7 ft,12,13
46,1,5:38.0,D. Booker makes 2-pt jump shot from 10 ft,,14,13
47,1,5:22.0,,H. Barnes misses 3-pt jump shot from 23 ft,14,13
48,1,5:21.0,Defensive rebound by T. Chandler,,14,13
49,1,5:05.0,A. Len makes 2-pt layup from 1 ft (assist by D. Booker),,16,13
50,1,5:04.0,,Golden State full timeout,16,13
51,1,5:04.0,,L. Barbosa enters the game for K. Thompson,16,13
52,1,4:52.0,,D. Green misses 3-pt jump shot from 24 ft,16,13
53,1,4:51.0,Defensive rebound by A. Len,,16,13
54,1,4:38.0,,Violation by D. Green (kicked ball),16,13
55,1,4:34.0,D. Booker misses 2-pt jump shot from 16 ft,,16,13
56,1,4:33.0,,Defensive rebound by L. Barbosa,16,13
57,1,4:22.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by H. Barnes),16,16
58,1,4:07.0,D. Booker misses 2-pt layup from 2 ft (block by A. Bogut),,16,16
59,1,4:07.0,Offensive rebound by Team,,16,16
60,1,4:07.0,,M. Speights enters the game for A. Bogut,16,16
61,1,4:07.0,,S. Livingston enters the game for H. Barnes,16,16
62,1,3:58.0,B. Knight misses 3-pt jump shot from 28 ft,,16,16
63,1,3:57.0,,Defensive rebound by M. Speights,16,16
64,1,3:52.0,,D. Green misses 2-pt layup from 2 ft (block by B. Knight),16,16
65,1,3:50.0,Defensive rebound by T. Chandler,,16,16
66,1,3:42.0,Offensive foul by T. Chandler (drawn by S. Curry),,16,16
67,1,3:42.0,Turnover by T. Chandler (offensive foul),,16,16
68,1,3:42.0,C. Budinger enters the game for P. Tucker,,16,16
69,1,3:30.0,,S. Curry misses 3-pt jump shot from 23 ft,16,16
70,1,3:29.0,,Offensive rebound by L. Barbosa,16,16
71,1,3:25.0,,Shooting foul by C. Budinger (drawn by M. Speights),16,16
72,1,3:25.0,,M. Speights makes free throw 1 of 2,16,17
73,1,3:25.0,,M. Speights makes free throw 2 of 2,16,18
74,1,3:07.0,D. Booker misses 3-pt jump shot from 24 ft,,16,18
75,1,3:05.0,Offensive rebound by A. Len,,16,18
76,1,3:01.0,C. Budinger makes 3-pt jump shot from 25 ft (assist by B. Knight),,19,18
77,1,2:55.0,,Personal foul by C. Budinger,19,18
78,1,2:55.0,Phoenix full timeout,,19,18
79,1,2:55.0,M. Teletović enters the game for T. Chandler,,19,18
80,1,2:55.0,,L. Barbosa makes free throw 1 of 2,19,19
81,1,2:55.0,,L. Barbosa makes free throw 2 of 2,19,20
82,1,2:40.0,Personal foul by S. Livingston,,19,20
83,1,2:26.0,D. Booker misses 3-pt jump shot from 32 ft,,19,20
84,1,2:25.0,,Defensive rebound by M. Speights,19,20
85,1,2:05.0,,D. Green makes 2-pt layup from 2 ft (assist by S. Livingston),19,22
86,1,1:53.0,B. Knight misses 2-pt hook shot from 9 ft,,19,22
87,1,1:52.0,Offensive rebound by A. Len,,19,22
88,1,1:52.0,A. Len misses 2-pt layup from 2 ft (block by S. Livingston),,19,22
89,1,1:50.0,,Defensive rebound by S. Curry,19,22
90,1,1:42.0,,M. Speights makes 2-pt jump shot from 16 ft (assist by S. Livingston),19,24
91,1,1:20.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by D. Booker),,22,24
92,1,1:07.0,,D. Green makes 2-pt jump shot from 10 ft,22,26
93,1,0:54.0,M. Teletović misses 2-pt jump shot from 6 ft (block by M. Speights),,22,26
94,1,0:53.0,Offensive rebound by B. Knight,,22,26
95,1,0:43.0,C. Budinger misses 3-pt jump shot from 24 ft,,22,26
96,1,0:43.0,,Defensive rebound by Team,22,26
97,1,0:34.0,,S. Curry makes 3-pt jump shot from 26 ft,22,29
98,1,0:17.0,D. Booker makes 2-pt jump shot from 6 ft,,24,29
99,1,0:02.0,,S. Curry makes 2-pt layup from 1 ft,24,31
100,2,11:44.0,Shooting foul by L. Barbosa (drawn by D. Booker),,24,31
101,2,11:44.0,D. Booker misses free throw 1 of 2,,24,31
102,2,11:44.0,Offensive rebound by Team,,24,31
103,2,11:44.0,D. Booker makes free throw 2 of 2,,25,31
104,2,11:26.0,,M. Speights makes 2-pt jump shot from 10 ft,25,33
105,2,11:26.0,,Shooting foul by C. Budinger (drawn by M. Speights),25,33
106,2,11:26.0,A. Goodwin enters the game for D. Booker,,25,33
107,2,11:26.0,,M. Speights makes free throw 1 of 1,25,34
108,2,11:10.0,J. Leuer misses 2-pt jump shot from 10 ft,,25,34
109,2,11:09.0,,Defensive rebound by L. Barbosa,25,34
110,2,11:07.0,,Personal foul by C. Budinger,25,34
111,2,11:07.0,J. Jenkins enters the game for C. Budinger,,25,34
112,2,10:59.0,,Turnover by B. Rush (back court),25,34
113,2,10:44.0,A. Goodwin misses 2-pt layup from 1 ft (block by B. Rush),,25,34
114,2,10:43.0,,Defensive rebound by M. Speights,25,34
115,2,10:37.0,,M. Speights makes 2-pt jump shot from 17 ft (assist by L. Barbosa),25,36
116,2,10:36.0,Phoenix full timeout,,25,36
117,2,10:36.0,A. Len enters the game for J. Leuer,,25,36
118,2,10:26.0,J. Jenkins misses 3-pt jump shot from 24 ft,,25,36
119,2,10:25.0,,Defensive rebound by S. Livingston,25,36
120,2,10:06.0,,M. Speights misses 2-pt jump shot from 17 ft,25,36
121,2,10:06.0,Defensive rebound by A. Goodwin,,25,36
122,2,9:59.0,M. Teletović makes 3-pt jump shot from 26 ft (assist by A. Goodwin),,28,36
123,2,9:46.0,,B. Rush makes 2-pt jump shot from 19 ft,28,38
124,2,9:29.0,A. Len misses 2-pt dunk from 4 ft,,28,38
125,2,9:28.0,Offensive rebound by A. Len,,28,38
126,2,9:28.0,A. Len makes 2-pt hook shot from 4 ft,,30,38
127,2,9:28.0,Shooting foul by H. Barnes (drawn by A. Len),,30,38
128,2,9:28.0,,K. Thompson enters the game for L. Barbosa,30,38
129,2,9:28.0,,A. Varejão enters the game for M. Speights,30,38
130,2,9:28.0,A. Len makes free throw 1 of 1,,31,38
131,2,9:19.0,,K. Thompson misses 3-pt jump shot from 22 ft,31,38
132,2,9:19.0,Defensive rebound by J. Jenkins,,31,38
133,2,9:08.0,M. Teletović misses 2-pt jump shot from 15 ft,,31,38
134,2,9:07.0,,Defensive rebound by K. Thompson,31,38
135,2,9:00.0,,Personal foul by R. Price,31,38
136,2,8:56.0,,Shooting foul by A. Goodwin (drawn by A. Varejão),31,38
137,2,8:56.0,,A. Varejão makes free throw 1 of 2,31,39
138,2,8:56.0,,A. Varejão misses free throw 2 of 2,31,39
139,2,8:56.0,Defensive rebound by A. Goodwin,,31,39
140,2,8:38.0,Turnover by A. Len (traveling),,31,39
141,2,8:23.0,,H. Barnes makes 2-pt jump shot from 7 ft (assist by S. Livingston),31,41
142,2,8:17.0,Personal foul by H. Barnes,,31,41
143,2,8:11.0,A. Len misses 2-pt jump shot from 14 ft,,31,41
144,2,8:10.0,,Defensive rebound by S. Livingston,31,41
145,2,7:56.0,,H. Barnes misses 3-pt jump shot from 26 ft,31,41
146,2,7:55.0,Defensive rebound by J. Jenkins,,31,41
147,2,7:35.0,M. Teletović makes 2-pt jump shot from 9 ft (assist by A. Goodwin),,33,41
148,2,7:09.0,,S. Livingston misses 2-pt hook shot from 6 ft,33,41
149,2,7:08.0,Defensive rebound by J. Jenkins,,33,41
150,2,7:01.0,M. Teletović misses 3-pt jump shot from 23 ft,,33,41
151,2,7:00.0,Offensive rebound by J. Jenkins,,33,41
152,2,6:56.0,J. Jenkins misses 2-pt jump shot from 19 ft,,33,41
153,2,6:55.0,Offensive rebound by A. Len,,33,41
154,2,6:54.0,A. Len makes 2-pt layup at rim,,35,41
155,2,6:54.0,,Golden State full timeout,35,41
156,2,6:54.0,,S. Curry enters the game for S. Livingston,35,41
157,2,6:54.0,,D. Green enters the game for H. Barnes,35,41
158,2,6:39.0,,Offensive foul by A. Varejão (drawn by A. Goodwin),35,41
159,2,6:39.0,,Turnover by A. Varejão (offensive foul),35,41
160,2,6:26.0,A. Goodwin makes 2-pt layup from 2 ft (assist by A. Len),,37,41
161,2,6:26.0,Shooting foul by S. Curry (drawn by A. Goodwin),,37,41
162,2,6:26.0,A. Goodwin makes free throw 1 of 1,,38,41
163,2,6:14.0,,S. Curry misses 3-pt jump shot from 24 ft,38,41
164,2,6:13.0,Defensive rebound by A. Len,,38,41
165,2,5:57.0,A. Len makes 2-pt jump shot from 17 ft (assist by A. Goodwin),,40,41
166,2,5:41.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),40,44
167,2,5:25.0,A. Len makes 2-pt jump shot from 16 ft (assist by A. Goodwin),,42,44
168,2,5:13.0,,S. Curry misses 2-pt jump shot from 20 ft,42,44
169,2,5:12.0,Defensive rebound by M. Teletović,,42,44
170,2,5:03.0,Offensive foul by M. Teletović (drawn by B. Rush),,42,44
171,2,5:03.0,Turnover by M. Teletović (offensive foul),,42,44
172,2,4:49.0,,A. Varejão misses 2-pt jump shot from 16 ft,42,44
173,2,4:48.0,Defensive rebound by A. Goodwin,,42,44
174,2,4:41.0,A. Goodwin makes 2-pt layup from 1 ft,,44,44
175,2,4:24.0,,A. Varejão misses 2-pt jump shot from 17 ft,44,44
176,2,4:23.0,Defensive rebound by A. Len,,44,44
177,2,4:11.0,Offensive foul by A. Len (drawn by A. Varejão),,44,44
178,2,4:11.0,Turnover by A. Len (offensive foul),,44,44
179,2,4:11.0,,A. Bogut enters the game for A. Varejão,44,44
180,2,4:11.0,,H. Barnes enters the game for B. Rush,44,44
181,2,3:59.0,,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),44,46
182,2,3:38.0,Personal foul by A. Bogut,,44,46
183,2,3:38.0,A. Len makes free throw 1 of 2,,45,46
184,2,3:38.0,B. Knight enters the game for R. Price,,45,46
185,2,3:38.0,D. Booker enters the game for A. Goodwin,,45,46
186,2,3:38.0,T. Chandler enters the game for J. Jenkins,,45,46
187,2,3:38.0,A. Len makes free throw 2 of 2,,46,46
188,2,3:23.0,,Shooting foul by A. Len (drawn by K. Thompson),46,46
189,2,3:23.0,,K. Thompson makes free throw 1 of 2,46,47
190,2,3:23.0,P. Tucker enters the game for A. Len,,46,47
191,2,3:23.0,,K. Thompson makes free throw 2 of 2,46,48
192,2,3:11.0,M. Teletović makes 2-pt jump shot from 19 ft (assist by D. Booker),,48,48
193,2,3:04.0,,Personal foul by M. Teletović,48,48
194,2,3:04.0,,D. Green makes free throw 1 of 2,48,49
195,2,3:04.0,,D. Green makes free throw 2 of 2,48,50
196,2,2:58.0,D. Booker misses 2-pt layup from 2 ft (block by A. Bogut),,48,50
197,2,2:57.0,,Defensive rebound by K. Thompson,48,50
198,2,2:48.0,,S. Curry makes 2-pt layup from 2 ft (assist by K. Thompson),48,52
199,2,2:33.0,Shooting foul by D. Green (drawn by M. Teletović),,48,52
200,2,2:33.0,Official timeout,,48,52
201,2,2:33.0,M. Teletović misses free throw 1 of 2,,48,52
202,2,2:33.0,Offensive rebound by Team,,48,52
203,2,2:33.0,M. Teletović misses free throw 2 of 2,,48,52
204,2,2:31.0,,Defensive rebound by H. Barnes,48,52
205,2,2:13.0,,Personal foul by P. Tucker,48,52
206,2,2:13.0,,H. Barnes makes free throw 1 of 2,48,53
207,2,2:13.0,,H. Barnes makes free throw 2 of 2,48,54
208,2,1:56.0,B. Knight misses 3-pt jump shot from 26 ft,,48,54
209,2,1:56.0,Offensive rebound by B. Knight,,48,54
210,2,1:51.0,P. Tucker misses 2-pt jump shot from 22 ft,,48,54
211,2,1:50.0,Offensive rebound by B. Knight,,48,54
212,2,1:46.0,B. Knight makes 2-pt jump shot from 5 ft,,50,54
213,2,1:46.0,Shooting foul by D. Green (drawn by B. Knight),,50,54
214,2,1:46.0,B. Knight makes free throw 1 of 1,,51,54
215,2,1:37.0,,Personal foul by B. Knight,51,54
216,2,1:37.0,,S. Curry makes free throw 1 of 2,51,55
217,2,1:37.0,,S. Curry makes free throw 2 of 2,51,56
218,2,1:22.0,D. Booker misses 3-pt jump shot from 24 ft,,51,56
219,2,1:21.0,,Defensive rebound by D. Green,51,56
220,2,1:14.0,,Shooting foul by D. Booker (drawn by K. Thompson),51,56
221,2,1:14.0,,K. Thompson makes free throw 1 of 2,51,57
222,2,1:14.0,,K. Thompson makes free throw 2 of 2,51,58
223,2,1:00.0,T. Chandler makes 2-pt layup from 1 ft (assist by D. Booker),,53,58
224,2,0:50.0,,Shooting foul by T. Chandler (drawn by D. Green),53,58
225,2,0:50.0,,D. Green makes free throw 1 of 2,53,59
226,2,0:50.0,,D. Green makes free throw 2 of 2,53,60
227,2,0:40.0,D. Booker misses 2-pt jump shot from 14 ft,,53,60
228,2,0:39.0,,Defensive rebound by A. Bogut,53,60
229,2,0:34.0,,Offensive foul by D. Green (drawn by T. Chandler),53,60
230,2,0:34.0,,Turnover by D. Green (offensive foul),53,60
231,2,0:34.0,,B. Rush enters the game for D. Green,53,60
232,2,0:13.0,P. Tucker makes 3-pt jump shot from 22 ft (assist by D. Booker),,56,60
233,3,11:46.0,A. Len misses 2-pt jump shot from 18 ft,,56,60
234,3,11:43.0,,Defensive rebound by D. Green,56,60
235,3,11:31.0,,A. Bogut makes 2-pt dunk at rim (assist by S. Curry),56,62
236,3,11:10.0,A. Len makes 2-pt jump shot from 17 ft (assist by D. Booker),,58,62
237,3,10:57.0,,K. Thompson misses 3-pt jump shot from 25 ft,58,62
238,3,10:55.0,Defensive rebound by A. Len,,58,62
239,3,10:51.0,Personal foul by S. Curry,,58,62
240,3,10:41.0,T. Chandler misses 2-pt layup from 2 ft (block by A. Bogut),,58,62
241,3,10:40.0,,Defensive rebound by D. Green,58,62
242,3,10:34.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),58,65
243,3,10:25.0,D. Booker misses 2-pt jump shot from 7 ft,,58,65
244,3,10:24.0,Offensive rebound by Team,,58,65
245,3,10:24.0,,Loose ball foul by H. Barnes,58,65
246,3,10:17.0,T. Chandler makes 2-pt dunk at rim (assist by P. Tucker),,60,65
247,3,10:08.0,,S. Curry makes 3-pt jump shot from 27 ft,60,68
248,3,9:52.0,A. Len makes 2-pt jump shot from 22 ft (assist by D. Booker),,62,68
249,3,9:43.0,,S. Curry misses 2-pt jump shot from 5 ft,62,68
250,3,9:41.0,,Offensive rebound by A. Bogut,62,68
251,3,9:41.0,,A. Bogut misses 2-pt layup at rim,62,68
252,3,9:39.0,Defensive rebound by A. Len,,62,68
253,3,9:32.0,P. Tucker makes 2-pt dunk at rim (assist by B. Knight),,64,68
254,3,9:25.0,,Turnover by H. Barnes (bad pass),64,68
255,3,9:05.0,T. Chandler makes 2-pt dunk at rim (assist by A. Len),,66,68
256,3,8:41.0,,S. Curry misses 3-pt jump shot from 23 ft,66,68
257,3,8:40.0,Defensive rebound by B. Knight,,66,68
258,3,8:31.0,B. Knight misses 3-pt jump shot from 26 ft,,66,68
259,3,8:30.0,,Defensive rebound by A. Bogut,66,68
260,3,8:17.0,,H. Barnes misses 3-pt jump shot from 22 ft,66,68
261,3,8:16.0,Defensive rebound by B. Knight,,66,68
262,3,7:55.0,A. Len misses 2-pt jump shot from 18 ft,,66,68
263,3,7:55.0,Offensive rebound by Team,,66,68
264,3,7:55.0,,Loose ball foul by S. Curry,66,68
265,3,7:55.0,,I. Clark enters the game for S. Curry,66,68
266,3,7:48.0,,Offensive charge foul by A. Len (drawn by A. Bogut),66,68
267,3,7:48.0,Turnover by A. Len (offensive foul),,66,68
268,3,7:48.0,M. Teletović enters the game for A. Len,,66,68
269,3,7:37.0,,K. Thompson makes 2-pt jump shot from 16 ft (assist by D. Green),66,70
270,3,7:29.0,D. Booker makes 2-pt layup at rim (assist by T. Chandler),,68,70
271,3,7:14.0,,Turnover by D. Green (bad pass; steal by T. Chandler),68,70
272,3,7:03.0,Personal foul by K. Thompson,,68,70
273,3,6:53.0,Personal foul by I. Clark,,68,70
274,3,6:53.0,M. Teletović makes free throw 1 of 2,,69,70
275,3,6:53.0,,Golden State full timeout,69,70
276,3,6:53.0,M. Teletović makes free throw 2 of 2,,70,70
277,3,6:34.0,,Turnover by I. Clark (bad pass; steal by B. Knight),70,70
278,3,6:32.0,Personal foul by I. Clark,,70,70
279,3,6:32.0,P. Tucker misses free throw 1 of 2,,70,70
280,3,6:32.0,Offensive rebound by Team,,70,70
281,3,6:32.0,P. Tucker makes free throw 2 of 2,,71,70
282,3,6:08.0,,K. Thompson makes 2-pt jump shot from 20 ft (assist by A. Bogut),71,72
283,3,5:56.0,Turnover by B. Knight (bad pass; steal by K. Thompson),,71,72
284,3,5:48.0,,Personal foul by M. Teletović,71,72
285,3,5:37.0,,D. Green misses 3-pt jump shot from 25 ft,71,72
286,3,5:36.0,Defensive rebound by T. Chandler,,71,72
287,3,5:16.0,M. Teletović misses 3-pt jump shot from 26 ft,,71,72
288,3,5:15.0,,Defensive rebound by H. Barnes,71,72
289,3,5:02.0,,A. Bogut makes 2-pt layup from 1 ft (assist by K. Thompson),71,74
290,3,4:43.0,B. Knight makes 3-pt jump shot from 25 ft (assist by D. Booker),,74,74
291,3,4:30.0,,D. Green misses 2-pt layup from 2 ft,74,74
292,3,4:29.0,Defensive rebound by T. Chandler,,74,74
293,3,4:25.0,D. Booker makes 2-pt layup from 1 ft (assist by B. Knight),,76,74
294,3,4:25.0,Shooting foul by H. Barnes (drawn by D. Booker),,76,74
295,3,4:25.0,,M. Speights enters the game for A. Bogut,76,74
296,3,4:25.0,,S. Livingston enters the game for H. Barnes,76,74
297,3,4:25.0,D. Booker makes free throw 1 of 1,,77,74
298,3,4:14.0,,Def 3 sec tech foul by T. Chandler,77,74
299,3,4:14.0,,K. Thompson makes technical free throw,77,75
300,3,4:09.0,,K. Thompson misses 3-pt jump shot from 25 ft,77,75
301,3,4:08.0,Defensive rebound by T. Chandler,,77,75
302,3,4:01.0,B. Knight makes 2-pt layup from 2 ft,,79,75
303,3,3:52.0,,Personal foul by D. Booker,79,75
304,3,3:42.0,,M. Speights misses 2-pt jump shot from 17 ft,79,75
305,3,3:41.0,Defensive rebound by M. Teletović,,79,75
306,3,3:31.0,T. Chandler makes 2-pt layup from 2 ft (assist by D. Booker),,81,75
307,3,3:25.0,,Shooting foul by M. Teletović (drawn by M. Speights),81,75
308,3,3:25.0,,M. Speights misses free throw 1 of 2,81,75
309,3,3:25.0,,Offensive rebound by Team,81,75
310,3,3:25.0,,L. Barbosa enters the game for I. Clark,81,75
311,3,3:25.0,J. Leuer enters the game for M. Teletović,,81,75
312,3,3:25.0,,M. Speights makes free throw 2 of 2,81,76
313,3,3:18.0,B. Knight makes 3-pt jump shot from 25 ft,,84,76
314,3,3:03.0,,D. Green misses 2-pt jump shot from 9 ft,84,76
315,3,3:02.0,,Offensive rebound by M. Speights,84,76
316,3,3:02.0,,M. Speights makes 2-pt layup from 1 ft,84,78
317,3,2:54.0,B. Knight makes 3-pt jump shot from 26 ft,,87,78
318,3,2:35.0,,S. Livingston makes 2-pt jump shot from 14 ft,87,80
319,3,2:08.0,D. Booker makes 2-pt jump shot from 19 ft,,89,80
320,3,2:01.0,,Personal foul by J. Leuer,89,80
321,3,2:01.0,Phoenix full timeout,,89,80
322,3,1:52.0,,M. Speights makes 2-pt hook shot from 6 ft (assist by S. Livingston),89,82
323,3,1:35.0,B. Knight makes 3-pt jump shot from 24 ft (assist by D. Booker),,92,82
324,3,1:08.0,,M. Speights misses 2-pt jump shot from 16 ft,92,82
325,3,1:07.0,Defensive rebound by J. Leuer,,92,82
326,3,1:00.0,Turnover by B. Knight (bad pass; steal by M. Speights),,92,82
327,3,0:57.0,,Personal foul by D. Booker,92,82
328,3,0:57.0,,S. Livingston makes free throw 1 of 2,92,83
329,3,0:57.0,,S. Livingston misses free throw 2 of 2,92,83
330,3,0:56.0,Defensive rebound by T. Chandler,,92,83
331,3,0:33.0,D. Booker misses 3-pt jump shot from 27 ft,,92,83
332,3,0:33.0,,Defensive rebound by M. Speights,92,83
333,3,0:28.0,,Personal foul by D. Booker,92,83
334,3,0:28.0,,D. Green makes free throw 1 of 2,92,84
335,3,0:28.0,M. Teletović enters the game for T. Chandler,,92,84
336,3,0:28.0,C. Budinger enters the game for P. Tucker,,92,84
337,3,0:28.0,,H. Barnes enters the game for M. Speights,92,84
338,3,0:28.0,,D. Green makes free throw 2 of 2,92,85
339,3,0:07.0,B. Knight makes 3-pt jump shot from 24 ft,,95,85
340,3,0:04.0,,Shooting foul by M. Teletović (drawn by D. Green),95,85
341,3,0:04.0,,D. Green makes free throw 1 of 2,95,86
342,3,0:04.0,,D. Green misses free throw 2 of 2,95,86
343,3,0:04.0,Defensive rebound by J. Leuer,,95,86
344,4,11:43.0,,M. Speights makes 2-pt layup from 2 ft (assist by S. Livingston),95,88
345,4,11:35.0,D. Booker misses 2-pt jump shot from 8 ft,,95,88
346,4,11:34.0,,Defensive rebound by S. Livingston,95,88
347,4,11:24.0,,M. Speights makes 2-pt jump shot from 17 ft (assist by H. Barnes),95,90
348,4,11:09.0,B. Knight misses 2-pt jump shot from 6 ft,,95,90
349,4,11:08.0,,Defensive rebound by M. Speights,95,90
350,4,11:04.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by L. Barbosa),95,93
351,4,11:02.0,Phoenix full timeout,,95,93
352,4,11:02.0,R. Price enters the game for B. Knight,,95,93
353,4,10:46.0,R. Price misses 3-pt jump shot from 23 ft,,95,93
354,4,10:45.0,,Defensive rebound by H. Barnes,95,93
355,4,10:23.0,,S. Curry misses 3-pt jump shot from 24 ft,95,93
356,4,10:22.0,Defensive rebound by A. Len,,95,93
357,4,10:00.0,A. Len misses 2-pt jump shot from 12 ft,,95,93
358,4,9:59.0,,Defensive rebound by S. Curry,95,93
359,4,9:49.0,,M. Speights makes 2-pt jump shot from 19 ft (assist by H. Barnes),95,95
360,4,9:36.0,Personal foul by M. Speights,,95,95
361,4,9:33.0,Personal block foul by M. Speights,,95,95
362,4,9:33.0,A. Len makes free throw 1 of 2,,96,95
363,4,9:33.0,A. Len misses free throw 2 of 2,,96,95
364,4,9:33.0,,Defensive rebound by H. Barnes,96,95
365,4,9:20.0,,S. Livingston makes 2-pt dunk at rim (assist by S. Curry),96,97
366,4,9:00.0,A. Len makes 2-pt hook shot from 7 ft (assist by D. Booker),,98,97
367,4,8:53.0,,M. Speights makes 2-pt jump shot from 16 ft (assist by S. Livingston),98,99
368,4,8:53.0,,Shooting foul by A. Len (drawn by M. Speights),98,99
369,4,8:53.0,,K. Thompson enters the game for S. Livingston,98,99
370,4,8:53.0,T. Chandler enters the game for A. Len,,98,99
371,4,8:53.0,B. Knight enters the game for R. Price,,98,99
372,4,8:53.0,,M. Speights makes free throw 1 of 1,98,100
373,4,8:47.0,Personal foul by K. Thompson,,98,100
374,4,8:44.0,D. Booker misses 3-pt jump shot from 25 ft,,98,100
375,4,8:43.0,,Defensive rebound by H. Barnes,98,100
376,4,8:32.0,,K. Thompson misses 2-pt jump shot from 10 ft,98,100
377,4,8:31.0,,Offensive rebound by S. Curry,98,100
378,4,8:30.0,,S. Curry makes 2-pt layup from 1 ft,98,102
379,4,8:17.0,B. Knight makes 2-pt layup from 2 ft,,100,102
380,4,8:01.0,,S. Curry misses 3-pt jump shot from 27 ft,100,102
381,4,8:00.0,Defensive rebound by C. Budinger,,100,102
382,4,7:52.0,Turnover by B. Knight (bad pass; steal by M. Speights),,100,102
383,4,7:45.0,,K. Thompson misses 2-pt jump shot from 3 ft,100,102
384,4,7:45.0,Defensive rebound by C. Budinger,,100,102
385,4,7:39.0,B. Knight makes 3-pt jump shot from 26 ft (assist by C. Budinger),,103,102
386,4,7:31.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),103,105
387,4,7:16.0,J. Leuer misses 3-pt jump shot from 27 ft,,103,105
388,4,7:15.0,,Defensive rebound by M. Speights,103,105
389,4,7:05.0,,M. Speights misses 3-pt jump shot from 24 ft,103,105
390,4,7:05.0,Defensive rebound by T. Chandler,,103,105
391,4,6:49.0,Personal foul by K. Thompson,,103,105
392,4,6:49.0,,Golden State full timeout,103,105
393,4,6:49.0,,D. Green enters the game for H. Barnes,103,105
394,4,6:44.0,D. Booker misses 2-pt jump shot from 12 ft,,103,105
