,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,ORLANDO_ACTION,SAN ANTONIO_SCORE,ORLANDO_SCORE
50,1,6:06.0,P. Mills enters the game for T. Duncan,,8,11
51,1,6:06.0,B. Diaw enters the game for R. McCallum,,8,11
52,1,5:54.0,L. Aldridge misses 2-pt hook shot from 6 ft,,8,11
53,1,5:53.0,,Defensive rebound by N. Vučević,8,11
54,1,5:40.0,,E. Payton makes 2-pt jump shot from 9 ft (assist by A. Gordon),8,13
55,1,5:14.0,L. Aldridge makes 2-pt jump shot from 14 ft (assist by P. Mills),,10,13
56,1,5:00.0,,E. Fournier misses 2-pt jump shot from 18 ft,10,13
57,1,4:59.0,Defensive rebound by K. Leonard,,10,13
58,1,4:48.0,L. Aldridge makes 2-pt jump shot from 12 ft,,12,13
59,1,4:39.0,,E. Fournier makes 2-pt layup from 2 ft (assist by E. Payton),12,15
60,1,4:28.0,Personal foul by E. Payton (drawn by P. Mills),,12,15
61,1,4:28.0,J. Simmons enters the game for D. Green,,12,15
62,1,4:16.0,K. Leonard makes 2-pt jump shot from 14 ft,,14,15
63,1,4:02.0,,N. Vučević makes 2-pt jump shot from 7 ft,14,17
64,1,3:43.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by P. Mills),,17,17
65,1,3:19.0,,V. Oladipo makes 2-pt jump shot from 16 ft,17,19
66,1,3:07.0,L. Aldridge makes 2-pt layup from 2 ft (assist by B. Diaw),,19,19
67,1,3:07.0,Shooting foul by N. Vučević (drawn by L. Aldridge),,19,19
68,1,3:07.0,K. Anderson enters the game for K. Leonard,,19,19
69,1,3:07.0,,M. Hezonja enters the game for V. Oladipo,19,19
70,1,3:07.0,L. Aldridge makes free throw 1 of 1,,20,19
71,1,2:52.0,Offensive charge foul by A. Gordon (drawn by J. Simmons),,20,19
72,1,2:52.0,,Turnover by A. Gordon (offensive foul),20,19
73,1,2:52.0,,Orlando full timeout,20,19
74,1,2:52.0,D. West enters the game for L. Aldridge,,20,19
75,1,2:42.0,Turnover by D. West (bad pass; steal by N. Vučević),,20,19
76,1,2:33.0,,N. Vučević misses 2-pt layup from 2 ft,20,19
77,1,2:31.0,,Offensive rebound by N. Vučević,20,19
78,1,2:30.0,,Turnover by N. Vučević (traveling),20,19
79,1,2:10.0,Turnover by B. Diaw (traveling),,20,19
80,1,1:55.0,,N. Vučević makes 2-pt jump shot from 15 ft (assist by E. Fournier),20,21
81,1,1:32.0,P. Mills makes 3-pt jump shot from 25 ft (assist by B. Diaw),,23,21
82,1,1:32.0,Shooting foul by E. Fournier (drawn by P. Mills),,23,21
83,1,1:32.0,P. Mills misses free throw 1 of 1,,23,21
84,1,1:31.0,,Defensive rebound by A. Gordon,23,21
85,1,1:17.0,,Offensive foul by N. Vučević (drawn by D. West),23,21
86,1,1:17.0,,Turnover by N. Vučević (offensive foul),23,21
87,1,1:17.0,,D. Dedmon enters the game for N. Vučević,23,21
88,1,0:57.0,D. West makes 2-pt jump shot from 9 ft,,25,21
89,1,0:41.0,,E. Payton makes 2-pt jump shot from 15 ft,25,23
90,1,0:32.0,P. Mills makes 2-pt jump shot from 16 ft,,27,23
91,1,0:09.0,,E. Fournier misses 2-pt jump shot from 11 ft,27,23
92,1,0:07.0,,Offensive rebound by D. Dedmon,27,23
93,1,0:07.0,,D. Dedmon misses 2-pt layup from 1 ft,27,23
94,1,0:05.0,,Offensive rebound by D. Dedmon,27,23
95,1,0:05.0,,D. Dedmon misses 2-pt layup from 2 ft,27,23
96,1,0:03.0,,Offensive rebound by D. Dedmon,27,23
97,1,0:03.0,,D. Dedmon misses 2-pt layup from 1 ft (block by K. Anderson),27,23
98,1,0:03.0,Defensive rebound by Team,,27,23
99,1,0:00.0,P. Mills makes 2-pt jump shot from 10 ft,,29,23
100,2,11:43.0,,Turnover by M. Hezonja (bad pass),29,23
101,2,11:31.0,Shooting foul by M. Hezonja (drawn by K. Anderson),,29,23
102,2,11:31.0,K. Anderson makes free throw 1 of 2,,30,23
103,2,11:31.0,K. Anderson makes free throw 2 of 2,,31,23
104,2,11:15.0,,M. Hezonja misses 3-pt jump shot from 25 ft,31,23
105,2,11:14.0,Defensive rebound by D. West,,31,23
106,2,10:57.0,J. Simmons misses 2-pt layup from 2 ft,,31,23
107,2,10:56.0,,Defensive rebound by V. Oladipo,31,23
108,2,10:41.0,,M. Hezonja makes 2-pt layup from 3 ft,31,25
109,2,10:26.0,D. West misses 2-pt jump shot from 18 ft,,31,25
110,2,10:25.0,,Defensive rebound by D. Dedmon,31,25
111,2,10:13.0,,S. Napier misses 2-pt jump shot from 17 ft (block by P. Mills),31,25
112,2,10:11.0,,Offensive rebound by D. Dedmon,31,25
113,2,10:02.0,,V. Oladipo makes 2-pt dunk at rim (assist by A. Nicholson),31,27
114,2,9:43.0,D. West misses 2-pt layup from 1 ft (block by D. Dedmon),,31,27
115,2,9:40.0,Offensive rebound by D. West,,31,27
116,2,9:38.0,J. Simmons misses 3-pt jump shot from 24 ft,,31,27
117,2,9:37.0,,Defensive rebound by D. Dedmon,31,27
118,2,9:17.0,,S. Napier misses 3-pt jump shot from 24 ft,31,27
119,2,9:16.0,Defensive rebound by K. Anderson,,31,27
120,2,9:14.0,Turnover by K. Anderson (bad pass),,31,27
121,2,9:14.0,,Orlando full timeout,31,27
122,2,9:14.0,T. Duncan enters the game for B. Diaw,,31,27
123,2,9:14.0,R. McCallum enters the game for P. Mills,,31,27
124,2,9:14.0,D. Green enters the game for J. Simmons,,31,27
125,2,9:05.0,,V. Oladipo misses 2-pt jump shot from 18 ft,31,27
126,2,9:03.0,Defensive rebound by R. McCallum,,31,27
127,2,8:54.0,Turnover by D. West (lost ball; steal by V. Oladipo),,31,27
128,2,8:48.0,,M. Hezonja makes 2-pt layup from 1 ft (assist by D. Dedmon),31,29
129,2,8:30.0,K. Anderson misses 2-pt hook shot from 8 ft,,31,29
130,2,8:28.0,,Defensive rebound by D. Dedmon,31,29
131,2,8:19.0,,V. Oladipo misses 3-pt jump shot from 25 ft,31,29
132,2,8:18.0,Defensive rebound by R. McCallum,,31,29
133,2,8:05.0,T. Duncan makes 2-pt layup from 2 ft (assist by K. Anderson),,33,29
134,2,7:47.0,,A. Nicholson misses 2-pt jump shot from 19 ft,33,29
135,2,7:46.0,Defensive rebound by T. Duncan,,33,29
136,2,7:35.0,Turnover by D. Green (lost ball; steal by M. Hezonja),,33,29
137,2,7:33.0,,Personal foul by D. West (drawn by V. Oladipo),33,29
138,2,7:33.0,K. Leonard enters the game for K. Anderson,,33,29
139,2,7:18.0,,M. Hezonja makes 3-pt jump shot from 25 ft (assist by D. Dedmon),33,32
140,2,7:01.0,D. West makes 2-pt layup from 1 ft (assist by D. Green),,35,32
141,2,6:44.0,,A. Nicholson makes 3-pt jump shot from 24 ft (assist by S. Napier),35,35
142,2,6:18.0,R. McCallum makes 2-pt jump shot from 15 ft,,37,35
143,2,6:01.0,,A. Nicholson misses 3-pt jump shot from 26 ft,37,35
144,2,6:00.0,Defensive rebound by Team,,37,35
145,2,6:00.0,L. Aldridge enters the game for D. West,,37,35
146,2,5:50.0,Shooting foul by M. Hezonja (drawn by R. McCallum),,37,35
147,2,5:50.0,Official timeout,,37,35
148,2,5:50.0,,E. Fournier enters the game for D. Dedmon,37,35
149,2,5:50.0,,N. Vučević enters the game for S. Napier,37,35
150,2,5:50.0,,E. Payton enters the game for M. Hezonja,37,35
151,2,5:50.0,R. McCallum makes free throw 1 of 2,,38,35
152,2,5:50.0,R. McCallum makes free throw 2 of 2,,39,35
153,2,5:29.0,,N. Vučević makes 2-pt jump shot from 13 ft (assist by V. Oladipo),39,37
154,2,5:16.0,K. Leonard makes 2-pt layup from 2 ft (assist by T. Duncan),,41,37
155,2,5:03.0,,Shooting foul by R. McCallum (drawn by E. Payton),41,37
156,2,5:03.0,,E. Payton misses free throw 1 of 2,41,37
157,2,5:03.0,,Offensive rebound by Team,41,37
158,2,5:03.0,,E. Payton makes free throw 2 of 2,41,38
159,2,4:47.0,K. Leonard misses 2-pt jump shot from 15 ft,,41,38
160,2,4:45.0,,Defensive rebound by A. Nicholson,41,38
161,2,4:35.0,,E. Fournier misses 3-pt jump shot from 26 ft,41,38
162,2,4:34.0,Defensive rebound by D. Green,,41,38
163,2,4:26.0,L. Aldridge makes 2-pt layup from 2 ft (assist by T. Duncan),,43,38
164,2,4:04.0,,E. Fournier makes 2-pt layup from 1 ft,43,40
165,2,3:45.0,T. Duncan misses 2-pt jump shot from 9 ft (block by A. Nicholson),,43,40
166,2,3:43.0,,Defensive rebound by N. Vučević,43,40
167,2,3:39.0,,E. Payton misses 2-pt layup at rim (block by T. Duncan),43,40
168,2,3:36.0,Defensive rebound by K. Leonard,,43,40
169,2,3:29.0,T. Duncan makes 2-pt layup from 2 ft (assist by L. Aldridge),,45,40
170,2,3:29.0,Shooting foul by A. Nicholson (drawn by T. Duncan),,45,40
171,2,3:29.0,P. Mills enters the game for R. McCallum,,45,40
172,2,3:29.0,T. Duncan makes free throw 1 of 1,,46,40
173,2,3:13.0,,A. Nicholson misses 2-pt hook shot from 10 ft,46,40
174,2,3:12.0,Defensive rebound by L. Aldridge,,46,40
175,2,3:04.0,K. Leonard makes 2-pt jump shot from 8 ft,,48,40
176,2,2:46.0,,N. Vučević misses 2-pt jump shot from 7 ft (block by K. Leonard),48,40
177,2,2:44.0,Defensive rebound by K. Leonard,,48,40
178,2,2:40.0,K. Leonard makes 2-pt layup from 1 ft (assist by P. Mills),,50,40
179,2,2:39.0,,Orlando full timeout,50,40
180,2,2:39.0,San Antonio full timeout,,50,40
181,2,2:39.0,,A. Gordon enters the game for A. Nicholson,50,40
182,2,2:39.0,B. Diaw enters the game for T. Duncan,,50,40
183,2,2:22.0,,Turnover by N. Vučević (traveling),50,40
184,2,2:07.0,Personal foul by E. Fournier (drawn by K. Leonard),,50,40
185,2,1:59.0,K. Leonard misses 2-pt jump shot from 17 ft,,50,40
186,2,1:57.0,,Defensive rebound by A. Gordon,50,40
187,2,1:45.0,,V. Oladipo makes 3-pt jump shot from 26 ft (assist by E. Payton),50,43
188,2,1:27.0,B. Diaw misses 2-pt layup from 1 ft (block by A. Gordon),,50,43
189,2,1:25.0,,Defensive rebound by E. Payton,50,43
190,2,1:21.0,,V. Oladipo misses 2-pt jump shot from 16 ft,50,43
191,2,1:19.0,,Offensive rebound by A. Gordon,50,43
192,2,1:08.0,,E. Fournier makes 2-pt jump shot from 20 ft (assist by N. Vučević),50,45
193,2,0:54.0,B. Diaw misses 2-pt hook shot from 5 ft,,50,45
194,2,0:52.0,,Defensive rebound by E. Payton,50,45
195,2,0:48.0,,Turnover by V. Oladipo (lost ball; steal by P. Mills),50,45
196,2,0:40.0,D. Green misses 3-pt jump shot from 24 ft,,50,45
197,2,0:38.0,,Defensive rebound by N. Vučević,50,45
198,2,0:30.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),50,48
199,2,0:15.0,D. Green misses 3-pt jump shot from 23 ft,,50,48
200,2,0:13.0,,Defensive rebound by E. Fournier,50,48
201,2,0:07.0,,Personal take foul by P. Mills (drawn by E. Payton),50,48
202,2,0:00.0,,V. Oladipo makes 3-pt jump shot from 23 ft (assist by E. Fournier),50,51
203,3,11:47.0,,Turnover by V. Oladipo (bad pass; steal by K. Leonard),50,51
204,3,11:42.0,Turnover by D. Green (step out of bounds),,50,51
205,3,11:31.0,,V. Oladipo misses 2-pt jump shot from 11 ft,50,51
206,3,11:30.0,,Offensive rebound by N. Vučević,50,51
207,3,11:30.0,,N. Vučević misses 2-pt layup from 1 ft,50,51
208,3,11:27.0,,Offensive rebound by N. Vučević,50,51
209,3,11:27.0,,N. Vučević misses 2-pt layup from 1 ft,50,51
210,3,11:26.0,Defensive rebound by K. Leonard,,50,51
211,3,11:16.0,Turnover by T. Duncan (bad pass),,50,51
212,3,11:06.0,,V. Oladipo misses 2-pt layup from 1 ft,50,51
213,3,11:05.0,Defensive rebound by K. Leonard,,50,51
214,3,10:58.0,Turnover by K. Leonard (bad pass; steal by E. Payton),,50,51
215,3,10:56.0,,Turnover by E. Payton (lost ball; steal by K. Leonard),50,51
216,3,10:51.0,L. Aldridge makes 2-pt layup from 2 ft (assist by K. Leonard),,52,51
217,3,10:32.0,,N. Vučević misses 2-pt layup from 2 ft (block by T. Duncan),52,51
218,3,10:32.0,,Offensive rebound by Team,52,51
219,3,10:28.0,,N. Vučević misses 2-pt layup from 2 ft,52,51
220,3,10:27.0,Defensive rebound by R. McCallum,,52,51
221,3,10:14.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,55,51
222,3,9:55.0,,N. Vučević misses 2-pt hook shot from 5 ft,55,51
223,3,9:54.0,Defensive rebound by T. Duncan,,55,51
224,3,9:44.0,T. Duncan misses 2-pt jump shot from 8 ft (block by A. Gordon),,55,51
225,3,9:42.0,,Defensive rebound by E. Payton,55,51
226,3,9:34.0,,Shooting foul by T. Duncan (drawn by E. Payton),55,51
227,3,9:34.0,,E. Payton makes free throw 1 of 2,55,52
228,3,9:34.0,,E. Payton makes free throw 2 of 2,55,53
229,3,9:15.0,L. Aldridge misses 2-pt hook shot from 8 ft,,55,53
230,3,9:14.0,,Defensive rebound by A. Gordon,55,53
231,3,9:07.0,,A. Gordon misses 2-pt jump shot from 12 ft,55,53
232,3,9:06.0,Defensive rebound by T. Duncan,,55,53
233,3,8:57.0,L. Aldridge makes 2-pt layup from 2 ft (assist by T. Duncan),,57,53
234,3,8:36.0,,E. Payton misses 2-pt jump shot from 16 ft,57,53
235,3,8:35.0,Defensive rebound by R. McCallum,,57,53
236,3,8:20.0,T. Duncan misses 2-pt layup from 2 ft (block by N. Vučević),,57,53
237,3,8:18.0,Offensive rebound by T. Duncan,,57,53
238,3,8:18.0,T. Duncan misses 2-pt layup from 2 ft,,57,53
239,3,8:18.0,Offensive rebound by L. Aldridge,,57,53
240,3,8:18.0,L. Aldridge misses 2-pt layup from 1 ft,,57,53
241,3,8:18.0,,Defensive rebound by Team,57,53
242,3,8:01.0,,N. Vučević makes 2-pt hook shot from 7 ft (assist by E. Fournier),57,55
243,3,7:44.0,D. Green misses 2-pt jump shot from 16 ft,,57,55
244,3,7:43.0,,Defensive rebound by N. Vučević,57,55
245,3,7:34.0,,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Payton),57,57
246,3,7:19.0,R. McCallum misses 2-pt layup from 1 ft,,57,57
247,3,7:17.0,,Defensive rebound by A. Gordon,57,57
248,3,7:07.0,,V. Oladipo misses 3-pt jump shot from 25 ft,57,57
249,3,7:06.0,Defensive rebound by T. Duncan,,57,57
250,3,6:55.0,R. McCallum misses 3-pt jump shot from 25 ft,,57,57
251,3,6:54.0,Offensive rebound by T. Duncan,,57,57
252,3,6:49.0,D. Green makes 3-pt jump shot from 25 ft (assist by T. Duncan),,60,57
253,3,6:38.0,,A. Gordon misses 3-pt jump shot from 24 ft,60,57
254,3,6:37.0,Defensive rebound by D. Green,,60,57
255,3,6:32.0,L. Aldridge misses 2-pt layup from 2 ft,,60,57
256,3,6:30.0,,Defensive rebound by A. Gordon,60,57
257,3,6:18.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by N. Vučević),60,60
258,3,6:10.0,San Antonio full timeout,,60,60
259,3,6:10.0,P. Mills enters the game for T. Duncan,,60,60
260,3,6:10.0,J. Simmons enters the game for D. Green,,60,60
261,3,6:10.0,B. Diaw enters the game for R. McCallum,,60,60
262,3,5:54.0,Turnover by J. Simmons (bad pass; steal by A. Gordon),,60,60
263,3,5:47.0,,V. Oladipo makes 2-pt layup from 2 ft (assist by A. Gordon),60,62
264,3,5:28.0,B. Diaw misses 2-pt layup from 2 ft (block by N. Vučević),,60,62
265,3,5:26.0,,Defensive rebound by N. Vučević,60,62
266,3,5:23.0,,Personal foul by J. Simmons (drawn by V. Oladipo),60,62
267,3,5:09.0,,E. Fournier makes 2-pt layup from 1 ft,60,64
268,3,5:09.0,,Shooting block foul by J. Simmons (drawn by E. Fournier),60,64
269,3,5:09.0,,E. Fournier makes free throw 1 of 1,60,65
270,3,4:58.0,K. Leonard misses 2-pt jump shot from 9 ft,,60,65
271,3,4:56.0,Offensive rebound by P. Mills,,60,65
272,3,4:47.0,P. Mills makes 3-pt jump shot from 25 ft (assist by K. Leonard),,63,65
273,3,4:31.0,,Shooting foul by J. Simmons (drawn by E. Fournier),63,65
274,3,4:31.0,,E. Fournier makes free throw 1 of 2,63,66
275,3,4:31.0,K. Anderson enters the game for K. Leonard,,63,66
276,3,4:31.0,,E. Fournier makes free throw 2 of 2,63,67
277,3,4:17.0,L. Aldridge misses 2-pt hook shot from 6 ft,,63,67
278,3,4:16.0,,Defensive rebound by N. Vučević,63,67
279,3,4:07.0,,A. Gordon makes 2-pt layup from 2 ft (assist by E. Fournier),63,69
280,3,4:07.0,,Shooting foul by L. Aldridge (drawn by A. Gordon),63,69
281,3,4:07.0,,A. Gordon makes free throw 1 of 1,63,70
282,3,3:54.0,L. Aldridge misses 2-pt jump shot from 18 ft,,63,70
283,3,3:51.0,,Defensive rebound by V. Oladipo,63,70
284,3,3:45.0,,V. Oladipo misses 2-pt layup from 2 ft,63,70
285,3,3:42.0,Defensive rebound by B. Diaw,,63,70
286,3,3:37.0,J. Simmons misses 2-pt jump shot from 7 ft,,63,70
287,3,3:35.0,,Defensive rebound by E. Fournier,63,70
288,3,3:31.0,,Orlando full timeout,63,70
289,3,3:31.0,D. West enters the game for L. Aldridge,,63,70
290,3,3:21.0,,A. Gordon misses 3-pt jump shot from 23 ft,63,70
291,3,3:20.0,,Offensive rebound by N. Vučević,63,70
292,3,3:20.0,,N. Vučević misses 2-pt layup from 2 ft,63,70
293,3,3:18.0,Defensive rebound by B. Diaw,,63,70
294,3,3:10.0,B. Diaw misses 2-pt jump shot from 7 ft,,63,70
295,3,3:09.0,,Defensive rebound by A. Gordon,63,70
296,3,2:45.0,,E. Payton misses 2-pt jump shot from 14 ft,63,70
297,3,2:43.0,Defensive rebound by B. Diaw,,63,70
298,3,2:25.0,K. Anderson misses 3-pt jump shot from 23 ft,,63,70
299,3,2:24.0,,Defensive rebound by A. Gordon,63,70
300,3,2:12.0,,A. Gordon misses 2-pt layup from 2 ft (block by D. West),63,70
301,3,2:12.0,,Offensive rebound by Team,63,70
302,3,2:12.0,,M. Hezonja enters the game for V. Oladipo,63,70
303,3,2:12.0,,A. Nicholson enters the game for A. Gordon,63,70
304,3,2:06.0,,E. Fournier makes 2-pt jump shot from 12 ft (assist by M. Hezonja),63,72
305,3,1:55.0,B. Diaw makes 2-pt layup from 2 ft (assist by P. Mills),,65,72
306,3,1:43.0,,M. Hezonja makes 3-pt jump shot from 25 ft (assist by N. Vučević),65,75
307,3,1:11.0,B. Diaw makes 2-pt jump shot from 18 ft,,67,75
308,3,0:47.0,,E. Payton makes 2-pt jump shot from 9 ft,67,77
309,3,0:33.0,B. Diaw misses 3-pt jump shot from 26 ft,,67,77
310,3,0:32.0,Offensive rebound by P. Mills,,67,77
311,3,0:31.0,Personal foul by M. Hezonja (drawn by P. Mills),,67,77
312,3,0:22.0,K. Anderson misses 2-pt hook shot from 12 ft,,67,77
313,3,0:20.0,,Defensive rebound by A. Nicholson,67,77
314,3,0:05.0,,Personal foul by K. Anderson (drawn by M. Hezonja),67,77
315,3,0:05.0,,M. Hezonja makes free throw 1 of 2,67,78
316,3,0:05.0,,D. Dedmon enters the game for N. Vučević,67,78
317,3,0:05.0,,M. Hezonja makes free throw 2 of 2,67,79
318,3,0:00.0,J. Simmons misses 2-pt jump shot from 13 ft,,67,79
319,3,0:00.0,Offensive rebound by Team,,67,79
320,4,11:44.0,P. Mills misses 3-pt jump shot from 26 ft,,67,79
321,4,11:43.0,,Defensive rebound by E. Payton,67,79
322,4,11:25.0,,A. Nicholson misses 2-pt hook shot from 11 ft,67,79
323,4,11:23.0,,Offensive rebound by D. Dedmon,67,79
324,4,11:23.0,,D. Dedmon makes 2-pt layup from 2 ft,67,81
325,4,11:02.0,P. Mills misses 2-pt jump shot from 11 ft,,67,81
326,4,11:00.0,,Defensive rebound by E. Payton,67,81
327,4,10:44.0,,E. Fournier misses 2-pt jump shot from 18 ft,67,81
328,4,10:43.0,,Offensive rebound by D. Dedmon,67,81
329,4,10:42.0,,D. Dedmon misses 2-pt layup from 2 ft,67,81
330,4,10:41.0,,Offensive rebound by Team,67,81
331,4,10:31.0,,M. Hezonja misses 3-pt jump shot from 25 ft,67,81
332,4,10:30.0,Defensive rebound by P. Mills,,67,81
333,4,10:22.0,K. Anderson misses 2-pt layup from 3 ft (block by A. Nicholson),,67,81
334,4,10:22.0,Offensive rebound by Team,,67,81
335,4,10:19.0,D. Green makes 2-pt jump shot from 12 ft (assist by P. Mills),,69,81
336,4,10:03.0,,Turnover by D. Dedmon (lost ball; steal by K. Anderson),69,81
337,4,9:58.0,D. Green makes 3-pt jump shot from 25 ft (assist by K. Anderson),,72,81
338,4,9:31.0,,E. Fournier misses 2-pt jump shot from 20 ft,72,81
339,4,9:30.0,,Offensive rebound by A. Nicholson,72,81
340,4,9:14.0,,E. Payton makes 2-pt jump shot from 8 ft,72,83
341,4,9:00.0,Turnover by P. Mills (bad pass; steal by E. Payton),,72,83
342,4,8:56.0,Offensive charge foul by M. Hezonja (drawn by J. Simmons),,72,83
343,4,8:56.0,,Turnover by M. Hezonja (offensive foul),72,83
344,4,8:56.0,Official timeout,,72,83
345,4,8:56.0,,N. Vučević enters the game for M. Hezonja,72,83
346,4,8:56.0,,V. Oladipo enters the game for D. Dedmon,72,83
347,4,8:56.0,K. Leonard enters the game for J. Simmons,,72,83
348,4,8:56.0,L. Aldridge enters the game for B. Marjanović,,72,83
349,4,8:46.0,D. Green makes 2-pt layup from 1 ft (assist by P. Mills),,74,83
350,4,8:41.0,,Turnover by A. Nicholson (bad pass),74,83
351,4,8:33.0,Turnover by L. Aldridge (bad pass; steal by V. Oladipo),,74,83
352,4,8:13.0,,N. Vučević makes 2-pt jump shot from 14 ft,74,85
353,4,7:51.0,D. Green misses 3-pt jump shot from 25 ft,,74,85
354,4,7:50.0,Offensive rebound by P. Mills,,74,85
355,4,7:47.0,P. Mills makes 2-pt jump shot from 13 ft,,76,85
356,4,7:29.0,,E. Fournier makes 2-pt layup from 2 ft (assist by N. Vučević),76,87
357,4,7:17.0,K. Leonard makes 2-pt jump shot from 15 ft,,78,87
358,4,6:58.0,,Turnover by E. Payton (bad pass; steal by K. Anderson),78,87
359,4,6:43.0,K. Leonard makes 2-pt jump shot from 20 ft (assist by P. Mills),,80,87
360,4,6:29.0,,Shooting foul by P. Mills (drawn by N. Vučević),80,87
361,4,6:29.0,,N. Vučević makes free throw 1 of 2,80,88
362,4,6:29.0,,N. Vučević makes free throw 2 of 2,80,89
363,4,6:14.0,Personal foul by A. Nicholson (drawn by L. Aldridge),,80,89
364,4,6:11.0,P. Mills misses 3-pt jump shot from 26 ft,,80,89
365,4,6:09.0,,Defensive rebound by N. Vučević,80,89
366,4,5:53.0,,E. Fournier misses 2-pt layup from 2 ft,80,89
367,4,5:52.0,Defensive rebound by D. Green,,80,89
368,4,5:45.0,P. Mills makes 3-pt jump shot from 23 ft (assist by K. Anderson),,83,89
369,4,5:38.0,,Orlando full timeout,83,89
370,4,5:38.0,,A. Gordon enters the game for A. Nicholson,83,89
371,4,5:38.0,R. Butler enters the game for K. Anderson,,83,89
372,4,5:29.0,,N. Vučević misses 2-pt hook shot from 9 ft,83,89
373,4,5:28.0,Defensive rebound by L. Aldridge,,83,89
374,4,5:12.0,K. Leonard misses 2-pt jump shot from 11 ft,,83,89
375,4,5:11.0,Offensive rebound by D. Green,,83,89
376,4,5:06.0,K. Leonard makes 3-pt jump shot from 24 ft (assist by D. Green),,86,89
377,4,4:45.0,,N. Vučević makes 2-pt hook shot from 10 ft (assist by E. Payton),86,91
378,4,4:31.0,P. Mills makes 2-pt layup from 1 ft,,88,91
379,4,4:16.0,,Personal foul by K. Leonard (drawn by N. Vučević),88,91
