,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,CHARLOTTE_ACTION,MEMPHIS_SCORE,CHARLOTTE_SCORE
67,1,2:08.0,,J. Lamb enters the game for P. Hairston,25,27
68,1,1:56.0,,Turnover by J. Lamb (bad pass; steal by T. Allen),25,27
69,1,1:38.0,J. Green makes 2-pt layup from 1 ft,,27,27
70,1,1:16.0,,Shooting foul by M. Chalmers (drawn by F. Kaminsky),27,27
71,1,1:16.0,,F. Kaminsky makes free throw 1 of 2,27,28
72,1,1:16.0,,F. Kaminsky misses free throw 2 of 2,27,28
73,1,1:14.0,Defensive rebound by J. Green,,27,28
74,1,1:00.0,Turnover by J. Green (lost ball; steal by A. Jefferson),,27,28
75,1,0:53.0,,Shooting foul by T. Allen (drawn by A. Jefferson),27,28
76,1,0:53.0,,A. Jefferson misses free throw 1 of 2,27,28
77,1,0:53.0,,Offensive rebound by Team,27,28
78,1,0:53.0,,A. Jefferson misses free throw 2 of 2,27,28
79,1,0:52.0,Defensive rebound by J. Green,,27,28
80,1,0:33.0,Z. Randolph misses 2-pt jump shot from 16 ft,,27,28
81,1,0:30.0,Offensive rebound by J. Green,,27,28
82,1,0:28.0,J. Green misses 2-pt layup at rim (block by J. Lamb),,27,28
83,1,0:26.0,,Defensive rebound by J. Lamb,27,28
84,1,0:13.0,,A. Jefferson makes 2-pt jump shot from 16 ft (assist by K. Walker),27,30
85,1,0:05.0,Personal foul by A. Jefferson (drawn by M. Chalmers),,27,30
86,1,0:05.0,M. Chalmers makes free throw 1 of 2,,28,30
87,1,0:05.0,M. Conley enters the game for Z. Randolph,,28,30
88,1,0:05.0,M. Chalmers misses free throw 2 of 2,,28,30
89,1,0:04.0,,Defensive rebound by J. Lin,28,30
90,2,11:47.0,Turnover by Z. Randolph (bad pass; steal by N. Batum),,28,30
91,2,11:43.0,,N. Batum makes 2-pt layup from 1 ft,28,32
92,2,11:43.0,,Shooting foul by V. Carter (drawn by N. Batum),28,32
93,2,11:43.0,,N. Batum makes free throw 1 of 1,28,33
94,2,11:26.0,V. Carter misses 2-pt layup at rim,,28,33
95,2,11:25.0,Offensive rebound by J. Green,,28,33
96,2,11:24.0,J. Green makes 2-pt layup at rim,,30,33
97,2,10:59.0,,J. Lamb misses 3-pt jump shot from 25 ft,30,33
98,2,10:58.0,Defensive rebound by Z. Randolph,,30,33
99,2,10:51.0,V. Carter misses 2-pt jump shot from 17 ft,,30,33
100,2,10:48.0,,Defensive rebound by J. Lin,30,33
101,2,10:44.0,,Shooting foul by V. Carter (drawn by J. Lin),30,33
102,2,10:44.0,,J. Lin misses free throw 1 of 2,30,33
103,2,10:44.0,,Offensive rebound by Team,30,33
104,2,10:44.0,M. Gasol enters the game for J. Green,,30,33
105,2,10:44.0,,J. Lin makes free throw 2 of 2,30,34
106,2,10:28.0,T. Allen misses 2-pt layup from 2 ft (block by N. Batum),,30,34
107,2,10:25.0,Offensive rebound by Z. Randolph,,30,34
108,2,10:25.0,Z. Randolph misses 2-pt layup from 1 ft,,30,34
109,2,10:23.0,,Defensive rebound by A. Jefferson,30,34
110,2,10:15.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by J. Lin),30,37
111,2,10:01.0,Personal foul by F. Kaminsky (drawn by Z. Randolph),,30,37
112,2,9:56.0,Offensive foul by M. Chalmers (drawn by J. Lin),,30,37
113,2,9:56.0,Turnover by M. Chalmers (offensive foul),,30,37
114,2,9:47.0,,N. Batum misses 3-pt jump shot from 24 ft,30,37
115,2,9:45.0,Defensive rebound by T. Allen,,30,37
116,2,9:38.0,Z. Randolph misses 2-pt layup from 1 ft (block by A. Jefferson),,30,37
117,2,9:36.0,,Defensive rebound by A. Jefferson,30,37
118,2,9:28.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by J. Lin),30,40
119,2,9:18.0,Memphis full timeout,,30,40
120,2,9:10.0,M. Gasol makes 2-pt hook shot from 8 ft (assist by V. Carter),,32,40
121,2,8:58.0,,Offensive foul by F. Kaminsky (drawn by V. Carter),32,40
122,2,8:58.0,,Turnover by F. Kaminsky (offensive foul),32,40
123,2,8:58.0,,M. Williams enters the game for F. Kaminsky,32,40
124,2,8:47.0,M. Gasol makes 2-pt jump shot from 18 ft (assist by M. Chalmers),,34,40
125,2,8:24.0,,M. Williams misses 3-pt jump shot from 24 ft,34,40
126,2,8:23.0,Defensive rebound by T. Allen,,34,40
127,2,8:12.0,M. Gasol makes 2-pt hook shot from 8 ft,,36,40
128,2,7:54.0,,A. Jefferson misses 2-pt layup from 2 ft,36,40
129,2,7:54.0,Defensive rebound by V. Carter,,36,40
130,2,7:47.0,M. Chalmers makes 2-pt layup at rim,,38,40
131,2,7:44.0,,Charlotte full timeout,38,40
132,2,7:44.0,M. Barnes enters the game for V. Carter,,38,40
133,2,7:44.0,,C. Zeller enters the game for A. Jefferson,38,40
134,2,7:35.0,,Personal foul by M. Barnes (drawn by N. Batum),38,40
135,2,7:29.0,,N. Batum misses 3-pt jump shot from 24 ft (block by M. Barnes),38,40
136,2,7:28.0,,Offensive rebound by N. Batum,38,40
137,2,7:18.0,,M. Williams makes 2-pt jump shot from 10 ft (assist by N. Batum),38,42
138,2,7:06.0,T. Allen makes 2-pt jump shot from 16 ft (assist by M. Chalmers),,40,42
139,2,6:48.0,,J. Lin misses 2-pt layup from 1 ft,40,42
140,2,6:47.0,Defensive rebound by M. Gasol,,40,42
141,2,6:37.0,M. Gasol misses 2-pt jump shot from 10 ft,,40,42
142,2,6:35.0,Offensive rebound by Z. Randolph,,40,42
143,2,6:35.0,Z. Randolph misses 2-pt layup at rim,,40,42
144,2,6:31.0,,Defensive rebound by J. Lin,40,42
145,2,6:25.0,,J. Lin makes 3-pt jump shot from 22 ft (assist by N. Batum),40,45
146,2,6:14.0,Offensive foul by M. Gasol (drawn by M. Williams),,40,45
147,2,6:14.0,Turnover by M. Gasol (offensive foul),,40,45
148,2,6:14.0,M. Conley enters the game for M. Chalmers,,40,45
149,2,6:14.0,,K. Walker enters the game for J. Lin,40,45
150,2,5:58.0,,N. Batum misses 2-pt layup from 1 ft,40,45
151,2,5:56.0,,Offensive rebound by J. Lamb,40,45
152,2,5:54.0,,Shooting foul by T. Allen (drawn by M. Williams),40,45
153,2,5:54.0,,M. Williams makes free throw 1 of 2,40,46
154,2,5:54.0,,M. Williams makes free throw 2 of 2,40,47
155,2,5:35.0,M. Gasol misses 2-pt jump shot from 5 ft (block by N. Batum),,40,47
156,2,5:35.0,Offensive rebound by Team,,40,47
157,2,5:35.0,J. Green enters the game for T. Allen,,40,47
158,2,5:31.0,M. Conley misses 2-pt jump shot from 19 ft,,40,47
159,2,5:30.0,,Defensive rebound by J. Lamb,40,47
160,2,5:22.0,,J. Lamb misses 3-pt jump shot from 23 ft,40,47
161,2,5:21.0,Defensive rebound by Z. Randolph,,40,47
162,2,5:12.0,Z. Randolph makes 2-pt layup at rim (assist by M. Gasol),,42,47
163,2,5:02.0,,Personal foul by Z. Randolph (drawn by M. Williams),42,47
164,2,5:02.0,,M. Williams makes free throw 1 of 2,42,48
165,2,5:02.0,,M. Williams makes free throw 2 of 2,42,49
166,2,4:46.0,M. Gasol makes 2-pt dunk at rim (assist by M. Conley),,44,49
167,2,4:27.0,,C. Zeller misses 2-pt layup from 2 ft,44,49
168,2,4:26.0,Defensive rebound by J. Green,,44,49
169,2,4:25.0,,Violation by K. Walker (kicked ball),44,49
170,2,4:25.0,,T. Hansbrough enters the game for C. Zeller,44,49
171,2,4:20.0,Personal foul by T. Hansbrough (drawn by M. Gasol),,44,49
172,2,4:12.0,M. Gasol makes 2-pt hook shot from 8 ft (assist by M. Conley),,46,49
173,2,4:03.0,,Offensive foul by M. Williams (drawn by M. Conley),46,49
174,2,4:03.0,,Turnover by M. Williams (offensive foul),46,49
175,2,3:49.0,M. Gasol makes 2-pt jump shot from 10 ft (assist by M. Conley),,48,49
176,2,3:29.0,Offensive charge foul by T. Hansbrough (drawn by J. Green),,48,49
177,2,3:29.0,,Turnover by T. Hansbrough (offensive foul),48,49
178,2,3:24.0,,P. Hairston enters the game for J. Lamb,48,49
179,2,3:20.0,Personal foul by P. Hairston (drawn by J. Green),,48,49
180,2,3:18.0,Personal foul by P. Hairston (drawn by J. Green),,48,49
181,2,3:18.0,,J. Lin enters the game for P. Hairston,48,49
182,2,3:09.0,Personal foul by T. Hansbrough (drawn by M. Gasol),,48,49
183,2,3:09.0,M. Gasol misses free throw 1 of 2,,48,49
184,2,3:09.0,Offensive rebound by Team,,48,49
185,2,3:09.0,M. Gasol misses free throw 2 of 2,,48,49
186,2,3:07.0,Offensive rebound by Z. Randolph,,48,49
187,2,2:56.0,Z. Randolph misses 2-pt layup from 1 ft (block by M. Williams),,48,49
188,2,2:55.0,,Defensive rebound by K. Walker,48,49
189,2,2:50.0,,N. Batum misses 3-pt jump shot from 24 ft,48,49
190,2,2:49.0,Defensive rebound by M. Conley,,48,49
191,2,2:43.0,M. Barnes misses 3-pt jump shot from 24 ft,,48,49
192,2,2:43.0,Offensive rebound by Team,,48,49
193,2,2:43.0,Official timeout,,48,49
194,2,2:43.0,,F. Kaminsky enters the game for M. Williams,48,49
195,2,2:36.0,Turnover by M. Conley (bad pass; steal by F. Kaminsky),,48,49
196,2,2:33.0,,N. Batum makes 2-pt layup from 1 ft (assist by T. Hansbrough),48,51
197,2,2:24.0,Z. Randolph makes 2-pt layup from 2 ft,,50,51
198,2,2:06.0,,K. Walker misses 3-pt jump shot from 25 ft,50,51
199,2,2:05.0,Defensive rebound by M. Barnes,,50,51
200,2,1:56.0,Personal foul by F. Kaminsky (drawn by M. Gasol),,50,51
201,2,1:56.0,M. Gasol makes free throw 1 of 2,,51,51
202,2,1:56.0,,P. Hairston enters the game for F. Kaminsky,51,51
203,2,1:56.0,M. Gasol makes free throw 2 of 2,,52,51
204,2,1:40.0,,P. Hairston makes 2-pt jump shot from 16 ft (assist by N. Batum),52,53
205,2,1:31.0,Personal foul by P. Hairston (drawn by Z. Randolph),,52,53
206,2,1:31.0,Z. Randolph misses free throw 1 of 2,,52,53
207,2,1:31.0,Offensive rebound by Team,,52,53
208,2,1:31.0,,A. Jefferson enters the game for P. Hairston,52,53
209,2,1:31.0,Z. Randolph misses free throw 2 of 2,,52,53
210,2,1:28.0,,Defensive rebound by N. Batum,52,53
211,2,1:19.0,,Turnover by K. Walker (bad pass; steal by M. Conley),52,53
212,2,1:14.0,M. Conley misses 2-pt layup at rim,,52,53
213,2,1:11.0,Offensive rebound by M. Barnes,,52,53
214,2,1:11.0,M. Barnes misses 2-pt layup from 1 ft,,52,53
215,2,1:10.0,Offensive rebound by Z. Randolph,,52,53
216,2,1:10.0,Z. Randolph misses 2-pt layup at rim,,52,53
217,2,1:10.0,Offensive rebound by Team,,52,53
218,2,0:59.0,M. Gasol misses 2-pt jump shot from 19 ft,,52,53
219,2,0:57.0,Offensive rebound by Z. Randolph,,52,53
220,2,0:57.0,Z. Randolph misses 2-pt layup from 1 ft,,52,53
221,2,0:55.0,Offensive rebound by M. Barnes,,52,53
222,2,0:53.0,M. Barnes misses 2-pt layup at rim (block by J. Lin),,52,53
223,2,0:51.0,,Defensive rebound by T. Hansbrough,52,53
224,2,0:36.0,,A. Jefferson misses 2-pt jump shot from 18 ft,52,53
225,2,0:35.0,Defensive rebound by M. Conley,,52,53
226,2,0:25.0,M. Conley misses 2-pt layup from 1 ft,,52,53
227,2,0:25.0,Offensive rebound by Z. Randolph,,52,53
228,2,0:25.0,Shooting foul by A. Jefferson (drawn by Z. Randolph),,52,53
229,2,0:25.0,Z. Randolph misses free throw 1 of 2,,52,53
230,2,0:25.0,Offensive rebound by Team,,52,53
231,2,0:25.0,T. Allen enters the game for M. Gasol,,52,53
232,2,0:25.0,Z. Randolph makes free throw 2 of 2,,53,53
233,2,0:02.0,,K. Walker misses 2-pt layup from 1 ft (block by M. Barnes),53,53
234,2,0:01.0,,Offensive rebound by A. Jefferson,53,53
235,2,0:00.0,,A. Jefferson misses 2-pt layup from 1 ft,53,53
236,2,0:00.0,,Offensive rebound by Team,53,53
237,3,11:42.0,M. Gasol makes 2-pt jump shot from 14 ft,,55,53
238,3,11:25.0,,C. Zeller makes 2-pt layup from 1 ft (assist by N. Batum),55,55
239,3,11:25.0,,Shooting foul by M. Conley (drawn by C. Zeller),55,55
240,3,11:25.0,,C. Zeller makes free throw 1 of 1,55,56
241,3,10:59.0,M. Barnes misses 3-pt jump shot from 24 ft,,55,56
242,3,10:57.0,,Defensive rebound by N. Batum,55,56
243,3,10:52.0,,Turnover by N. Batum (bad pass),55,56
244,3,10:41.0,M. Gasol makes 2-pt layup from 1 ft (assist by M. Conley),,57,56
245,3,10:22.0,,M. Williams misses 3-pt jump shot from 24 ft,57,56
246,3,10:20.0,Defensive rebound by M. Barnes,,57,56
247,3,10:07.0,Turnover by M. Barnes (lost ball; steal by C. Zeller),,57,56
248,3,10:03.0,,C. Zeller makes 2-pt layup at rim,57,58
249,3,10:03.0,,Shooting foul by M. Gasol (drawn by C. Zeller),57,58
250,3,10:03.0,,F. Kaminsky enters the game for M. Williams,57,58
251,3,10:03.0,,C. Zeller makes free throw 1 of 1,57,59
252,3,9:39.0,M. Conley misses 3-pt jump shot from 25 ft,,57,59
253,3,9:38.0,,Defensive rebound by N. Batum,57,59
254,3,9:30.0,,N. Batum makes 3-pt jump shot from 25 ft,57,62
255,3,9:13.0,C. Lee misses 3-pt jump shot from 24 ft,,57,62
256,3,9:11.0,,Defensive rebound by C. Zeller,57,62
257,3,9:06.0,,P. Hairston makes 3-pt jump shot from 24 ft (assist by N. Batum),57,65
258,3,9:06.0,Memphis full timeout,,57,65
259,3,8:49.0,Turnover by M. Conley (bad pass; steal by P. Hairston),,57,65
260,3,8:45.0,Violation by M. Barnes (def goaltending),,57,65
261,3,8:45.0,,K. Walker makes 2-pt layup from 1 ft (assist by P. Hairston),57,67
262,3,8:28.0,M. Gasol misses 2-pt layup from 1 ft (block by F. Kaminsky),,57,67
263,3,8:26.0,,Defensive rebound by C. Zeller,57,67
264,3,8:20.0,,P. Hairston misses 3-pt jump shot from 25 ft,57,67
265,3,8:20.0,,Offensive rebound by C. Zeller,57,67
266,3,8:20.0,,C. Zeller misses 2-pt layup from 1 ft (block by M. Gasol),57,67
267,3,8:20.0,,Offensive rebound by Team,57,67
268,3,8:15.0,,Shooting foul by J. Green (drawn by F. Kaminsky),57,67
269,3,8:15.0,,F. Kaminsky makes free throw 1 of 2,57,68
270,3,8:15.0,,F. Kaminsky makes free throw 2 of 2,57,69
271,3,7:59.0,M. Conley makes 3-pt jump shot from 23 ft (assist by J. Green),,60,69
272,3,7:40.0,,K. Walker misses 2-pt layup from 1 ft (block by M. Conley),60,69
273,3,7:38.0,Defensive rebound by C. Lee,,60,69
274,3,7:31.0,C. Lee misses 2-pt layup from 1 ft,,60,69
275,3,7:30.0,,Defensive rebound by F. Kaminsky,60,69
276,3,7:15.0,,N. Batum misses 3-pt jump shot from 24 ft,60,69
277,3,7:14.0,Defensive rebound by M. Gasol,,60,69
278,3,7:06.0,M. Conley makes 2-pt jump shot from 15 ft,,62,69
279,3,6:44.0,,F. Kaminsky misses 2-pt hook shot from 11 ft,62,69
280,3,6:43.0,Defensive rebound by M. Conley,,62,69
281,3,6:30.0,Turnover by J. Green (bad pass; steal by P. Hairston),,62,69
282,3,6:25.0,,N. Batum makes 2-pt dunk at rim (assist by K. Walker),62,71
283,3,5:58.0,M. Conley misses 3-pt jump shot from 25 ft,,62,71
284,3,5:57.0,,Defensive rebound by C. Zeller,62,71
285,3,5:49.0,,Def 3 sec tech foul by J. Green,62,71
286,3,5:49.0,,N. Batum makes technical free throw,62,72
287,3,5:49.0,Z. Randolph enters the game for J. Green,,62,72
288,3,5:49.0,T. Allen enters the game for C. Lee,,62,72
289,3,5:39.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,62,72
290,3,5:38.0,Defensive rebound by Z. Randolph,,62,72
291,3,5:23.0,M. Gasol misses 2-pt hook shot from 9 ft,,62,72
292,3,5:19.0,Offensive rebound by T. Allen,,62,72
293,3,5:19.0,T. Allen makes 2-pt layup from 1 ft,,64,72
294,3,5:05.0,,K. Walker misses 2-pt jump shot from 20 ft,64,72
295,3,5:04.0,Defensive rebound by M. Gasol,,64,72
296,3,4:47.0,Z. Randolph makes 2-pt layup from 1 ft (assist by T. Allen),,66,72
297,3,4:32.0,,Turnover by N. Batum (bad pass; steal by M. Conley),66,72
298,3,4:27.0,M. Barnes makes 2-pt layup at rim (assist by M. Conley),,68,72
299,3,4:27.0,,Charlotte full timeout,68,72
300,3,4:27.0,,A. Jefferson enters the game for P. Hairston,68,72
301,3,4:27.0,,J. Lin enters the game for C. Zeller,68,72
302,3,4:27.0,,M. Williams enters the game for N. Batum,68,72
303,3,4:04.0,,K. Walker misses 3-pt jump shot from 25 ft,68,72
304,3,4:03.0,Defensive rebound by M. Gasol,,68,72
305,3,3:46.0,M. Conley misses 2-pt jump shot from 6 ft,,68,72
306,3,3:44.0,,Defensive rebound by M. Williams,68,72
307,3,3:31.0,,A. Jefferson misses 2-pt jump shot from 10 ft,68,72
308,3,3:30.0,Defensive rebound by M. Barnes,,68,72
309,3,3:23.0,Personal foul by A. Jefferson (drawn by M. Gasol),,68,72
310,3,3:08.0,M. Conley makes 2-pt layup at rim,,70,72
311,3,2:52.0,,Personal foul by T. Allen (drawn by J. Lin),70,72
312,3,2:52.0,J. Green enters the game for M. Gasol,,70,72
313,3,2:52.0,M. Chalmers enters the game for M. Conley,,70,72
314,3,2:44.0,,J. Lin misses 2-pt jump shot from 9 ft,70,72
315,3,2:43.0,Defensive rebound by J. Green,,70,72
316,3,2:28.0,Z. Randolph misses 2-pt layup from 1 ft,,70,72
317,3,2:26.0,Offensive rebound by Z. Randolph,,70,72
318,3,2:23.0,Turnover by M. Barnes (bad pass; steal by J. Lin),,70,72
319,3,2:12.0,Offensive charge foul by J. Lin (drawn by J. Green),,70,72
320,3,2:12.0,,Turnover by J. Lin (offensive foul),70,72
321,3,2:12.0,C. Lee enters the game for M. Barnes,,70,72
322,3,1:55.0,Z. Randolph makes 2-pt layup from 2 ft,,72,72
323,3,1:42.0,,J. Lin misses 3-pt jump shot from 25 ft,72,72
324,3,1:41.0,Defensive rebound by M. Chalmers,,72,72
325,3,1:25.0,Z. Randolph makes 2-pt jump shot from 18 ft (assist by M. Chalmers),,74,72
326,3,1:09.0,,Turnover by J. Lin (lost ball; steal by M. Chalmers),74,72
327,3,1:05.0,Turnover by M. Chalmers (lost ball; steal by F. Kaminsky),,74,72
328,3,1:02.0,,Turnover by F. Kaminsky (lost ball; steal by C. Lee),74,72
329,3,0:56.0,Turnover by M. Chalmers (bad pass; steal by K. Walker),,74,72
330,3,0:55.0,,F. Kaminsky makes 2-pt layup from 1 ft,74,74
331,3,0:43.0,J. Green misses 2-pt jump shot from 18 ft,,74,74
332,3,0:43.0,Offensive rebound by Team,,74,74
333,3,0:43.0,,Loose ball foul by A. Jefferson (drawn by Z. Randolph),74,74
334,3,0:43.0,,J. Lamb enters the game for F. Kaminsky,74,74
335,3,0:27.0,M. Chalmers misses 3-pt jump shot from 25 ft,,74,74
336,3,0:25.0,,Defensive rebound by J. Lamb,74,74
337,3,0:03.0,,J. Lamb misses 3-pt jump shot from 24 ft,74,74
338,3,0:03.0,,Offensive rebound by Team,74,74
339,3,0:03.0,,Turnover by Team (shot clock),74,74
340,3,0:03.0,J. Green enters the game for T. Allen,,74,74
341,3,0:00.0,Z. Randolph misses 3-pt jump shot from 34 ft,,74,74
342,3,0:00.0,Offensive rebound by Team,,74,74
343,4,11:47.0,,N. Batum makes 2-pt jump shot from 8 ft (assist by J. Lin),74,76
344,4,11:27.0,Z. Randolph misses 2-pt layup from 1 ft (block by A. Jefferson),,74,76
345,4,11:26.0,,Defensive rebound by N. Batum,74,76
346,4,11:19.0,,Turnover by J. Lamb (bad pass; steal by Z. Randolph),74,76
347,4,11:07.0,Shooting foul by A. Jefferson (drawn by J. Green),,74,76
348,4,11:07.0,J. Green makes free throw 1 of 2,,75,76
349,4,11:07.0,J. Green makes free throw 2 of 2,,76,76
350,4,10:41.0,,A. Jefferson misses 2-pt hook shot from 16 ft,76,76
351,4,10:41.0,,Offensive rebound by Team,76,76
352,4,10:41.0,,Turnover by Team (shot clock),76,76
353,4,10:22.0,C. Lee makes 3-pt jump shot from 25 ft (assist by Z. Randolph),,79,76
354,4,10:11.0,,Personal foul by M. Chalmers (drawn by J. Lin),79,76
355,4,10:03.0,,N. Batum misses 3-pt jump shot from 25 ft,79,76
356,4,10:01.0,Defensive rebound by Z. Randolph,,79,76
357,4,9:47.0,J. Green misses 2-pt jump shot from 18 ft,,79,76
358,4,9:46.0,,Defensive rebound by M. Williams,79,76
359,4,9:39.0,,J. Lin misses 2-pt jump shot from 20 ft,79,76
360,4,9:38.0,Defensive rebound by J. Green,,79,76
361,4,9:20.0,C. Lee makes 2-pt layup from 2 ft,,81,76
362,4,9:20.0,Shooting foul by J. Lamb (drawn by C. Lee),,81,76
363,4,9:20.0,,K. Walker enters the game for J. Lin,81,76
364,4,9:20.0,,F. Kaminsky enters the game for M. Williams,81,76
365,4,9:20.0,C. Lee misses free throw 1 of 1,,81,76
366,4,9:18.0,,Defensive rebound by K. Walker,81,76
367,4,9:04.0,,N. Batum misses 2-pt jump shot from 17 ft,81,76
368,4,9:03.0,Defensive rebound by J. Green,,81,76
369,4,8:44.0,C. Lee misses 3-pt jump shot from 25 ft,,81,76
370,4,8:43.0,,Defensive rebound by A. Jefferson,81,76
371,4,8:26.0,,A. Jefferson misses 2-pt jump shot from 15 ft,81,76
372,4,8:25.0,Defensive rebound by J. Green,,81,76
373,4,8:10.0,Personal foul by A. Jefferson (drawn by M. Chalmers),,81,76
374,4,8:10.0,Official timeout,,81,76
375,4,8:10.0,,J. Lin enters the game for A. Jefferson,81,76
376,4,8:10.0,,C. Zeller enters the game for J. Lamb,81,76
377,4,8:00.0,T. Allen misses 2-pt layup at rim (block by C. Zeller),,81,76
378,4,7:58.0,,Defensive rebound by N. Batum,81,76
379,4,7:56.0,,Shooting foul by Z. Randolph (drawn by J. Lin),81,76
380,4,7:56.0,,J. Lin makes free throw 1 of 2,81,77
381,4,7:56.0,,J. Lin makes free throw 2 of 2,81,78
382,4,7:44.0,Z. Randolph makes 2-pt layup at rim (assist by M. Chalmers),,83,78
383,4,7:21.0,,Turnover by J. Lin (traveling),83,78
384,4,7:07.0,Turnover by J. Green (offensive foul),,83,78
385,4,7:07.0,Offensive foul by J. Green (drawn by F. Kaminsky),,83,78
386,4,6:56.0,,Personal foul by T. Allen (drawn by F. Kaminsky),83,78
387,4,6:56.0,M. Gasol enters the game for J. Green,,83,78
