,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DENVER_ACTION,MILWAUKEE_SCORE,DENVER_SCORE
372,4,1:21.0,J. O'Bryant makes 2-pt jump shot from 18 ft (assist by J. Bayless),,100,98
373,4,1:21.0,,Denver full timeout,100,98
374,4,1:18.0,,Turnover by J. Hickson (offensive foul),100,98
375,4,1:18.0,,Offensive foul by J. Hickson (drawn by J. Bayless),100,98
376,4,0:58.0,G. Monroe misses 2-pt jump shot from 8 ft,,100,98
377,4,0:57.0,,Defensive rebound by K. Faried,100,98
378,4,0:47.0,,Personal foul by J. Bayless (drawn by E. Mudiay),100,98
379,4,0:47.0,,E. Mudiay makes free throw 1 of 2,100,99
380,4,0:47.0,,E. Mudiay misses free throw 2 of 2,100,99
381,4,0:47.0,Defensive rebound by G. Vásquez,,100,99
382,4,0:47.0,Milwaukee full timeout,,100,99
383,4,0:36.0,K. Middleton misses 3-pt jump shot from 25 ft,,100,99
384,4,0:33.0,,Defensive rebound by K. Faried,100,99
385,4,0:28.0,,Shooting foul by J. O'Bryant (drawn by E. Mudiay),100,99
386,4,0:28.0,G. Antetokounmpo enters the game for J. O'Bryant,,100,99
387,4,0:28.0,,E. Mudiay makes free throw 1 of 2,100,100
388,4,0:28.0,,E. Mudiay makes free throw 2 of 2,100,101
389,4,0:28.0,Milwaukee full timeout,,100,101
390,4,0:28.0,,W. Barton enters the game for J. Hickson,100,101
391,4,0:18.0,G. Antetokounmpo makes 2-pt jump shot from 4 ft (assist by G. Vásquez),,102,101
392,4,0:18.0,,Denver full timeout,102,101
393,4,0:05.0,,D. Gallinari misses 3-pt jump shot from 23 ft,102,101
394,4,0:05.0,,Offensive rebound by K. Faried,102,101
395,4,0:05.0,,K. Faried makes 2-pt layup from 2 ft,102,103
396,4,0:05.0,Milwaukee full timeout,,102,103
397,4,0:01.0,K. Middleton misses 2-pt jump shot from 19 ft,,102,103
398,4,0:00.0,,Defensive rebound by Team,102,103
