,QUARTER,TIME_REMAINING,TORONTO_ACTION,DENVER_ACTION,TORONTO_SCORE,DENVER_SCORE
385,4,7:29.0,,Turnover by J. Nurkić (lost ball; steal by N. Powell),70,97
386,4,7:14.0,L. Nogueira makes 2-pt layup at rim (assist by C. Joseph),,72,97
387,4,7:04.0,,W. Barton makes 2-pt dunk from 1 ft (assist by R. Foye),72,99
388,4,6:53.0,C. Joseph misses 2-pt layup from 2 ft,,72,99
389,4,6:52.0,Offensive rebound by L. Nogueira,,72,99
390,4,6:51.0,Shooting foul by R. Foye (drawn by L. Nogueira),,72,99
391,4,6:51.0,L. Nogueira makes free throw 1 of 2,,73,99
392,4,6:51.0,L. Nogueira makes free throw 2 of 2,,74,99
393,4,6:40.0,,Turnover by D. Arthur (bad pass; steal by L. Nogueira),74,99
394,4,6:29.0,T. Ross misses 2-pt jump shot from 18 ft,,74,99
395,4,6:28.0,,Defensive rebound by R. Foye,74,99
396,4,6:06.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,74,99
397,4,6:05.0,Defensive rebound by A. Bennett,,74,99
398,4,5:57.0,Shooting foul by J. Nurkić (drawn by C. Joseph),,74,99
399,4,5:57.0,Official timeout,,74,99
400,4,5:57.0,,G. Harris enters the game for J. Nurkić,74,99
401,4,5:57.0,,N. Jokić enters the game for D. Arthur,74,99
402,4,5:57.0,C. Joseph makes free throw 1 of 2,,75,99
403,4,5:57.0,C. Joseph makes free throw 2 of 2,,76,99
404,4,5:46.0,,Turnover by W. Barton (lost ball; steal by A. Bennett),76,99
405,4,5:31.0,Turnover by L. Nogueira (lost ball),,76,99
406,4,5:31.0,D. Wright enters the game for C. Joseph,,76,99
407,4,5:04.0,,N. Jokić misses 2-pt jump shot from 18 ft,76,99
408,4,5:04.0,Defensive rebound by A. Bennett,,76,99
409,4,4:56.0,D. Wright makes 3-pt jump shot from 25 ft,,79,99
410,4,4:41.0,,W. Barton misses 3-pt jump shot from 25 ft,79,99
411,4,4:40.0,Defensive rebound by N. Powell,,79,99
412,4,4:32.0,N. Powell misses 2-pt jump shot from 19 ft,,79,99
413,4,4:29.0,Offensive rebound by A. Bennett,,79,99
414,4,4:29.0,A. Bennett makes 2-pt layup from 2 ft,,81,99
415,4,4:22.0,,Denver full timeout,81,99
416,4,4:16.0,,G. Harris misses 2-pt layup from 1 ft,81,99
417,4,4:15.0,,Offensive rebound by N. Jokić,81,99
418,4,4:15.0,,N. Jokić makes 2-pt dunk at rim,81,101
419,4,3:57.0,T. Ross makes 2-pt layup from 2 ft,,83,101
420,4,3:38.0,,N. Jokić makes 2-pt layup from 1 ft (assist by G. Harris),83,103
421,4,3:25.0,A. Bennett misses 3-pt jump shot from 26 ft,,83,103
422,4,3:24.0,,Defensive rebound by G. Harris,83,103
423,4,3:08.0,,W. Barton makes 3-pt jump shot from 25 ft,83,106
424,4,2:54.0,C. Joseph enters the game for T. Ross,,83,106
425,4,2:54.0,,J. Lauvergne enters the game for N. Jokić,83,106
426,4,2:42.0,A. Bennett misses 2-pt jump shot from 6 ft,,83,106
427,4,2:41.0,,Defensive rebound by W. Barton,83,106
428,4,2:28.0,,M. Miller enters the game for G. Harris,83,106
429,4,2:24.0,,Turnover by R. Foye (bad pass; steal by D. Wright),83,106
430,4,2:18.0,N. Powell misses 2-pt layup from 2 ft,,83,106
431,4,2:17.0,,Defensive rebound by W. Barton,83,106
432,4,2:02.0,,J. Lauvergne makes 2-pt layup at rim (assist by W. Barton),83,108
433,4,1:47.0,Shooting foul by M. Miller (drawn by N. Powell),,83,108
434,4,1:47.0,N. Powell makes free throw 1 of 2,,84,108
435,4,1:47.0,N. Powell makes free throw 2 of 2,,85,108
436,4,1:30.0,,J. Lauvergne makes 2-pt jump shot from 19 ft (assist by M. Miller),85,110
437,4,1:15.0,C. Joseph makes 3-pt jump shot from 24 ft (assist by N. Powell),,88,110
438,4,1:01.0,,S. Kilpatrick makes 2-pt layup from 2 ft,88,112
439,4,0:38.0,N. Powell misses 2-pt jump shot from 16 ft,,88,112
440,4,0:36.0,,Defensive rebound by R. Foye,88,112
441,4,0:18.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,88,112
442,4,0:16.0,Defensive rebound by Team,,88,112
443,4,0:09.0,D. Wright makes 3-pt jump shot from 25 ft,,91,112
444,4,0:09.0,Away from play foul by M. Miller,,91,112
445,4,0:09.0,,Technical foul by M. Miller,91,112
446,4,0:09.0,A. Bennett makes technical free throw,,92,112
447,4,0:09.0,A. Bennett makes free throw 1 of 1,,93,112
