,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,INDIANA_ACTION,LA CLIPPERS_SCORE,INDIANA_SCORE
395,4,5:22.0,J. Redick misses free throw 1 of 2,,81,76
396,4,5:22.0,Offensive rebound by Team,,81,76
397,4,5:22.0,P. Pierce enters the game for J. Crawford,,81,76
398,4,5:22.0,J. Redick makes free throw 2 of 2,,82,76
399,4,5:11.0,,P. George makes 3-pt jump shot from 24 ft (assist by G. Hill),82,79
400,4,4:53.0,J. Redick misses 3-pt jump shot from 25 ft,,82,79
401,4,4:52.0,,Defensive rebound by I. Mahinmi,82,79
402,4,4:39.0,,L. Allen misses 2-pt jump shot from 4 ft (block by D. Jordan),82,79
403,4,4:37.0,Defensive rebound by A. Rivers,,82,79
404,4,4:26.0,Turnover by P. Pierce (bad pass),,82,79
405,4,4:15.0,,P. George misses 2-pt jump shot from 14 ft,82,79
406,4,4:14.0,,Offensive rebound by I. Mahinmi,82,79
407,4,4:13.0,,I. Mahinmi misses 2-pt jump shot from 2 ft,82,79
408,4,4:13.0,,Offensive rebound by Team,82,79
409,4,4:07.0,,Shooting foul by C. Paul (drawn by I. Mahinmi),82,79
410,4,4:07.0,,I. Mahinmi misses free throw 1 of 2,82,79
411,4,4:07.0,,Offensive rebound by Team,82,79
412,4,4:07.0,,I. Mahinmi misses free throw 2 of 2,82,79
413,4,4:07.0,Defensive rebound by D. Jordan,,82,79
414,4,3:52.0,C. Paul makes 2-pt jump shot from 10 ft,,84,79
415,4,3:35.0,,M. Ellis makes 2-pt layup from 3 ft,84,81
416,4,3:21.0,Personal block foul by P. George (drawn by C. Paul),,84,81
417,4,3:08.0,C. Paul makes 3-pt jump shot from 25 ft,,87,81
418,4,2:57.0,,Personal foul by A. Rivers (drawn by P. George),87,81
419,4,2:57.0,Official timeout,,87,81
420,4,2:50.0,,Turnover by M. Ellis (lost ball),87,81
421,4,2:28.0,C. Paul misses 3-pt jump shot from 27 ft,,87,81
422,4,2:27.0,,Defensive rebound by M. Ellis,87,81
423,4,2:17.0,,I. Mahinmi makes 2-pt dunk from 1 ft (assist by P. George),87,83
424,4,1:57.0,J. Redick misses 2-pt jump shot from 10 ft,,87,83
425,4,1:57.0,Offensive rebound by D. Jordan,,87,83
426,4,1:57.0,Personal foul by I. Mahinmi (drawn by D. Jordan),,87,83
427,4,1:57.0,D. Jordan misses free throw 1 of 2,,87,83
428,4,1:57.0,Offensive rebound by Team,,87,83
429,4,1:57.0,L. Mbah a Moute enters the game for J. Redick,,87,83
430,4,1:57.0,D. Jordan makes free throw 2 of 2,,88,83
431,4,1:43.0,,G. Hill makes 3-pt jump shot from 25 ft (assist by M. Ellis),88,86
432,4,1:43.0,LA Clippers full timeout,,88,86
433,4,1:43.0,J. Redick enters the game for L. Mbah a Moute,,88,86
434,4,1:43.0,J. Crawford enters the game for A. Rivers,,88,86
435,4,1:22.0,Shooting foul by M. Ellis (drawn by J. Crawford),,88,86
436,4,1:22.0,J. Crawford makes free throw 1 of 2,,89,86
437,4,1:22.0,L. Mbah a Moute enters the game for J. Redick,,89,86
438,4,1:22.0,J. Crawford misses free throw 2 of 2,,89,86
439,4,1:21.0,,Defensive rebound by I. Mahinmi,89,86
440,4,0:55.0,,G. Hill misses 2-pt jump shot from 20 ft,89,86
441,4,0:55.0,Defensive rebound by C. Paul,,89,86
442,4,0:45.0,LA Clippers full timeout,,89,86
443,4,0:45.0,J. Redick enters the game for L. Mbah a Moute,,89,86
444,4,0:34.0,C. Paul makes 2-pt jump shot from 18 ft,,91,86
445,4,0:34.0,,Indiana full timeout,91,86
446,4,0:34.0,A. Rivers enters the game for J. Redick,,91,86
447,4,0:34.0,L. Mbah a Moute enters the game for J. Crawford,,91,86
448,4,0:34.0,,J. Hill enters the game for I. Mahinmi,91,86
449,4,0:28.0,,P. George makes 3-pt jump shot from 24 ft (assist by M. Ellis),91,89
450,4,0:28.0,LA Clippers full timeout,,91,89
451,4,0:28.0,J. Redick enters the game for L. Mbah a Moute,,91,89
452,4,0:28.0,J. Crawford enters the game for A. Rivers,,91,89
453,4,0:28.0,,I. Mahinmi enters the game for J. Hill,91,89
454,4,0:06.0,P. Pierce misses 3-pt jump shot from 25 ft,,91,89
455,4,0:03.0,Offensive rebound by J. Crawford,,91,89
456,4,0:02.0,Turnover by J. Redick (back court),,91,89
457,4,0:02.0,,Indiana full timeout,91,89
458,4,0:02.0,L. Mbah a Moute enters the game for J. Redick,,91,89
459,4,0:02.0,A. Rivers enters the game for J. Crawford,,91,89
460,4,0:02.0,,C. Miles enters the game for I. Mahinmi,91,89
461,4,0:02.0,,Indiana full timeout,91,89
462,4,0:00.0,,Turnover by G. Hill (bad pass; steal by A. Rivers),91,89
