,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,NEW YORK_ACTION,MINNESOTA_SCORE,NEW YORK_SCORE
35,1,7:43.0,Violation by Team (delay of game),,6,7
36,1,7:30.0,,J. Calderón misses 3-pt jump shot from 24 ft,6,7
37,1,7:29.0,Defensive rebound by G. Dieng,,6,7
38,1,7:23.0,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),,8,7
39,1,7:08.0,,Turnover by A. Afflalo (bad pass; steal by R. Rubio),8,7
40,1,7:03.0,Turnover by K. Towns (lost ball),,8,7
41,1,7:03.0,,New York full timeout,8,7
42,1,7:03.0,,K. O'Quinn enters the game for R. Lopez,8,7
43,1,7:03.0,,L. Galloway enters the game for J. Calderón,8,7
44,1,6:44.0,,K. O'Quinn makes 2-pt jump shot from 15 ft (assist by C. Anthony),8,9
45,1,6:31.0,A. Wiggins misses 3-pt jump shot from 24 ft,,8,9
46,1,6:30.0,Offensive rebound by G. Dieng,,8,9
47,1,6:20.0,G. Dieng makes 2-pt jump shot from 12 ft (assist by R. Rubio),,10,9
48,1,6:00.0,,A. Afflalo makes 3-pt jump shot from 24 ft (assist by L. Galloway),10,12
49,1,5:40.0,K. Towns misses 2-pt jump shot from 4 ft,,10,12
50,1,5:39.0,Offensive rebound by R. Rubio,,10,12
51,1,5:38.0,Personal foul by K. O'Quinn (drawn by A. Wiggins),,10,12
52,1,5:38.0,A. Payne enters the game for G. Dieng,,10,12
53,1,5:26.0,A. Wiggins misses 2-pt jump shot from 11 ft,,10,12
54,1,5:25.0,Offensive rebound by A. Payne,,10,12
55,1,5:24.0,A. Payne misses 2-pt layup at rim (block by K. Porziņģis),,10,12
56,1,5:23.0,,Defensive rebound by A. Afflalo,10,12
57,1,5:17.0,,L. Galloway misses 2-pt jump shot from 6 ft,10,12
58,1,5:15.0,Defensive rebound by A. Payne,,10,12
59,1,5:11.0,A. Wiggins misses 2-pt layup at rim,,10,12
60,1,5:10.0,,Defensive rebound by C. Anthony,10,12
61,1,4:58.0,,L. Galloway misses 3-pt jump shot from 25 ft,10,12
62,1,4:57.0,Defensive rebound by A. Wiggins,,10,12
63,1,4:47.0,A. Payne misses 3-pt jump shot from 24 ft,,10,12
64,1,4:46.0,Offensive rebound by R. Rubio,,10,12
65,1,4:43.0,R. Rubio makes 2-pt jump shot from 12 ft,,12,12
66,1,4:28.0,,C. Anthony makes 2-pt jump shot from 15 ft,12,14
67,1,4:19.0,Minnesota full timeout,,12,14
68,1,4:19.0,,S. Vujačić enters the game for K. Porziņģis,12,14
69,1,4:19.0,,L. Thomas enters the game for A. Afflalo,12,14
70,1,4:19.0,Z. LaVine enters the game for K. Towns,,12,14
71,1,4:19.0,G. Dieng enters the game for R. Rubio,,12,14
72,1,4:06.0,A. Wiggins misses 2-pt jump shot from 5 ft,,12,14
73,1,4:05.0,Offensive rebound by A. Wiggins,,12,14
74,1,4:03.0,A. Wiggins makes 2-pt layup at rim,,14,14
75,1,3:45.0,,K. O'Quinn makes 2-pt layup at rim (assist by C. Anthony),14,16
76,1,3:24.0,G. Dieng makes 2-pt jump shot from 19 ft (assist by Z. LaVine),,16,16
77,1,3:04.0,,L. Thomas misses 2-pt layup from 1 ft,16,16
78,1,3:03.0,Defensive rebound by A. Payne,,16,16
79,1,2:45.0,,D. Williams enters the game for C. Anthony,16,16
80,1,2:45.0,,Violation by C. Anthony (kicked ball),16,16
81,1,2:45.0,S. Muhammad enters the game for T. Prince,,16,16
82,1,2:39.0,Shooting foul by K. O'Quinn (drawn by A. Wiggins),,16,16
83,1,2:39.0,A. Wiggins makes free throw 1 of 2,,17,16
84,1,2:39.0,A. Wiggins makes free throw 2 of 2,,18,16
85,1,2:32.0,,L. Thomas makes 2-pt layup at rim,18,18
86,1,2:18.0,S. Muhammad makes 2-pt jump shot from 11 ft,,20,18
87,1,2:01.0,,L. Galloway makes 2-pt layup at rim (assist by K. O'Quinn),20,20
88,1,1:44.0,Z. LaVine misses 2-pt jump shot from 22 ft,,20,20
89,1,1:44.0,,Defensive rebound by Team,20,20
90,1,1:44.0,,Flagrant foul type 1 by S. Muhammad (drawn by S. Vujačić),20,20
91,1,1:44.0,,S. Vujačić makes flagrant free throw 1 of 2,20,21
92,1,1:44.0,,S. Vujačić makes flagrant free throw 2 of 2,20,22
93,1,1:40.0,,Shooting foul by A. Payne (drawn by D. Williams),20,22
94,1,1:40.0,,D. Williams misses free throw 1 of 2,20,22
95,1,1:40.0,,Offensive rebound by Team,20,22
96,1,1:40.0,,D. Williams makes free throw 2 of 2,20,23
97,1,1:29.0,Personal foul by K. O'Quinn (drawn by G. Dieng),,20,23
98,1,1:29.0,,R. Lopez enters the game for K. O'Quinn,20,23
99,1,1:18.0,G. Dieng makes 2-pt hook shot from 1 ft,,22,23
100,1,1:02.0,,D. Williams makes 2-pt dunk at rim (assist by L. Galloway),22,25
101,1,0:50.0,G. Dieng makes 2-pt jump shot from 19 ft,,24,25
102,1,0:34.0,,L. Galloway makes 2-pt jump shot from 18 ft (assist by L. Thomas),24,27
103,1,0:20.0,A. Wiggins makes 2-pt jump shot from 16 ft (assist by Z. LaVine),,26,27
104,1,0:01.0,,R. Lopez misses 2-pt jump shot from 12 ft,26,27
105,1,0:00.0,Defensive rebound by S. Muhammad,,26,27
106,2,11:45.0,Z. LaVine makes 2-pt jump shot from 21 ft,,28,27
107,2,11:28.0,,L. Galloway makes 2-pt jump shot from 19 ft,28,29
108,2,11:08.0,S. Muhammad misses 2-pt jump shot from 6 ft,,28,29
109,2,11:07.0,Offensive rebound by G. Dieng,,28,29
110,2,11:07.0,G. Dieng misses 2-pt layup from 1 ft,,28,29
111,2,11:06.0,,Defensive rebound by Team,28,29
112,2,10:42.0,,L. Thomas misses 2-pt layup from 2 ft,28,29
113,2,10:41.0,Defensive rebound by S. Muhammad,,28,29
114,2,10:32.0,S. Muhammad makes 2-pt layup from 1 ft (assist by G. Dieng),,30,29
115,2,10:18.0,,L. Thomas misses 2-pt jump shot from 19 ft,30,29
116,2,10:17.0,Defensive rebound by S. Muhammad,,30,29
117,2,10:08.0,Personal foul by S. Vujačić (drawn by S. Muhammad),,30,29
118,2,10:02.0,Turnover by Z. LaVine (lost ball; steal by L. Galloway),,30,29
119,2,10:00.0,,Turnover by K. Séraphin (bad pass; steal by G. Dieng),30,29
120,2,9:59.0,Shooting foul by L. Thomas (drawn by S. Muhammad),,30,29
121,2,9:59.0,S. Muhammad makes free throw 1 of 2,,31,29
122,2,9:59.0,S. Muhammad makes free throw 2 of 2,,32,29
123,2,9:47.0,,Personal foul by Z. LaVine (drawn by S. Vujačić),32,29
124,2,9:36.0,,S. Vujačić misses 2-pt jump shot from 18 ft,32,29
125,2,9:35.0,,Offensive rebound by L. Thomas,32,29
126,2,9:16.0,,D. Williams misses 2-pt jump shot from 13 ft,32,29
127,2,9:15.0,Defensive rebound by G. Dieng,,32,29
128,2,9:03.0,D. Rudež misses 3-pt jump shot from 25 ft,,32,29
129,2,9:02.0,,Defensive rebound by L. Galloway,32,29
130,2,8:46.0,,L. Thomas makes 2-pt hook shot from 11 ft (assist by L. Galloway),32,31
131,2,8:38.0,Minnesota full timeout,,32,31
132,2,8:38.0,,C. Anthony enters the game for L. Thomas,32,31
133,2,8:38.0,,A. Afflalo enters the game for S. Vujačić,32,31
134,2,8:38.0,,J. Calderón enters the game for D. Williams,32,31
135,2,8:38.0,K. Towns enters the game for G. Dieng,,32,31
136,2,8:29.0,Z. LaVine misses 2-pt jump shot from 17 ft,,32,31
137,2,8:28.0,Offensive rebound by S. Muhammad,,32,31
138,2,8:27.0,S. Muhammad makes 2-pt layup from 1 ft,,34,31
139,2,8:04.0,,J. Calderón makes 3-pt jump shot from 24 ft (assist by L. Galloway),34,34
140,2,7:50.0,T. Prince enters the game for D. Rudež,,34,34
141,2,7:38.0,Turnover by Team (shot clock),,34,34
142,2,7:24.0,,Turnover by J. Calderón (bad pass; steal by S. Muhammad),34,34
143,2,7:09.0,A. Miller misses 2-pt jump shot from 10 ft,,34,34
144,2,7:08.0,,Defensive rebound by C. Anthony,34,34
145,2,7:01.0,,L. Galloway misses 2-pt layup at rim,34,34
146,2,7:00.0,,Offensive rebound by L. Galloway,34,34
147,2,6:55.0,,A. Afflalo misses 3-pt jump shot from 23 ft,34,34
148,2,6:54.0,,Offensive rebound by L. Galloway,34,34
149,2,6:50.0,,A. Afflalo makes 2-pt layup at rim,34,36
150,2,6:28.0,T. Prince misses 2-pt jump shot from 18 ft,,34,36
151,2,6:27.0,,Defensive rebound by C. Anthony,34,36
152,2,6:19.0,,K. Séraphin makes 2-pt layup from 1 ft (assist by C. Anthony),34,38
153,2,6:19.0,,Shooting foul by T. Prince (drawn by K. Séraphin),34,38
154,2,6:19.0,R. Rubio enters the game for A. Miller,,34,38
155,2,6:19.0,A. Wiggins enters the game for S. Muhammad,,34,38
156,2,6:19.0,,K. Séraphin makes free throw 1 of 1,34,39
157,2,6:01.0,Z. LaVine misses 2-pt jump shot from 10 ft,,34,39
158,2,6:00.0,,Defensive rebound by C. Anthony,34,39
159,2,5:50.0,,K. Séraphin misses 2-pt jump shot from 7 ft,34,39
160,2,5:49.0,Defensive rebound by Z. LaVine,,34,39
161,2,5:38.0,K. Towns misses 2-pt layup from 2 ft,,34,39
162,2,5:37.0,,Defensive rebound by J. Calderón,34,39
163,2,5:31.0,,A. Afflalo misses 3-pt jump shot from 23 ft,34,39
164,2,5:30.0,,Offensive rebound by K. Séraphin,34,39
165,2,5:24.0,,A. Afflalo makes 3-pt jump shot from 23 ft (assist by K. Séraphin),34,42
166,2,5:14.0,Minnesota full timeout,,34,42
167,2,5:14.0,Official timeout,,34,42
168,2,5:14.0,,K. Porziņģis enters the game for K. Séraphin,34,42
169,2,5:14.0,S. Muhammad enters the game for Z. LaVine,,34,42
170,2,5:06.0,A. Wiggins misses 2-pt layup at rim (block by K. Porziņģis),,34,42
171,2,5:05.0,,Defensive rebound by J. Calderón,34,42
172,2,4:59.0,,L. Galloway misses 2-pt layup at rim,34,42
173,2,4:58.0,Defensive rebound by S. Muhammad,,34,42
174,2,4:49.0,T. Prince makes 2-pt layup at rim (assist by R. Rubio),,36,42
175,2,4:40.0,,Shooting foul by T. Prince (drawn by C. Anthony),36,42
176,2,4:40.0,,C. Anthony misses free throw 1 of 2,36,42
177,2,4:40.0,,Offensive rebound by Team,36,42
178,2,4:40.0,,L. Thomas enters the game for L. Galloway,36,42
179,2,4:40.0,,C. Anthony makes free throw 2 of 2,36,43
180,2,4:31.0,Offensive foul by K. Towns (drawn by L. Thomas),,36,43
181,2,4:31.0,Turnover by K. Towns (offensive foul),,36,43
182,2,4:10.0,,C. Anthony misses 2-pt jump shot from 11 ft,36,43
183,2,4:09.0,,Offensive rebound by K. Porziņģis,36,43
184,2,3:54.0,,A. Afflalo makes 3-pt jump shot from 24 ft (assist by C. Anthony),36,46
185,2,3:40.0,R. Rubio misses 2-pt jump shot from 13 ft,,36,46
186,2,3:39.0,Offensive rebound by K. Towns,,36,46
187,2,3:38.0,K. Towns misses 2-pt layup from 1 ft,,36,46
188,2,3:37.0,,Defensive rebound by C. Anthony,36,46
189,2,3:29.0,,Offensive foul by K. Porziņģis (drawn by T. Prince),36,46
190,2,3:29.0,,Turnover by K. Porziņģis (offensive foul),36,46
191,2,3:13.0,K. Towns makes 2-pt hook shot from 3 ft (assist by T. Prince),,38,46
192,2,3:03.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,38,46
193,2,3:02.0,Defensive rebound by R. Rubio,,38,46
194,2,2:52.0,R. Rubio misses 2-pt layup from 1 ft,,38,46
195,2,2:51.0,Offensive rebound by R. Rubio,,38,46
196,2,2:44.0,S. Muhammad misses 2-pt layup from 1 ft,,38,46
197,2,2:43.0,Offensive rebound by S. Muhammad,,38,46
198,2,2:42.0,S. Muhammad misses 2-pt jump shot from 5 ft (block by K. Porziņģis),,38,46
199,2,2:41.0,Offensive rebound by S. Muhammad,,38,46
200,2,2:34.0,S. Muhammad misses 2-pt layup from 1 ft,,38,46
201,2,2:33.0,,Defensive rebound by K. Porziņģis,38,46
202,2,2:33.0,,L. Thomas makes 2-pt jump shot from 19 ft,38,48
203,2,2:33.0,,Shooting foul by T. Prince (drawn by L. Thomas),38,48
204,2,2:33.0,,New York full timeout,38,48
205,2,2:33.0,D. Rudež enters the game for T. Prince,,38,48
206,2,2:33.0,,L. Thomas makes free throw 1 of 1,38,49
207,2,2:13.0,R. Rubio misses 2-pt jump shot from 20 ft,,38,49
208,2,2:12.0,,Defensive rebound by L. Thomas,38,49
209,2,2:01.0,Violation by K. Towns (kicked ball),,38,49
210,2,1:54.0,,A. Afflalo makes 2-pt jump shot from 19 ft (assist by J. Calderón),38,51
211,2,1:37.0,A. Wiggins misses 2-pt layup from 2 ft (block by K. Porziņģis),,38,51
212,2,1:36.0,Offensive rebound by Team,,38,51
213,2,1:28.0,K. Towns misses 2-pt jump shot from 18 ft,,38,51
214,2,1:27.0,,Defensive rebound by K. Porziņģis,38,51
215,2,1:17.0,,A. Afflalo makes 2-pt jump shot from 20 ft (assist by K. Porziņģis),38,53
216,2,0:51.0,S. Muhammad misses 3-pt jump shot from 25 ft,,38,53
217,2,0:50.0,,Defensive rebound by C. Anthony,38,53
218,2,0:43.0,,Personal foul by D. Rudež (drawn by K. Porziņģis),38,53
219,2,0:43.0,,K. Porziņģis makes free throw 1 of 2,38,54
220,2,0:43.0,Z. LaVine enters the game for S. Muhammad,,38,54
221,2,0:43.0,,K. Porziņģis makes free throw 2 of 2,38,55
222,2,0:36.0,Z. LaVine misses 3-pt jump shot from 24 ft,,38,55
223,2,0:35.0,,Defensive rebound by L. Thomas,38,55
224,2,0:28.0,,C. Anthony makes 3-pt jump shot from 24 ft,38,58
225,2,0:24.0,A. Wiggins makes 2-pt layup at rim,,40,58
226,2,0:24.0,,New York full timeout,40,58
227,2,0:01.0,,C. Anthony makes 2-pt jump shot from 18 ft,40,60
228,3,11:48.0,Personal foul by A. Afflalo (drawn by A. Wiggins),,40,60
229,3,11:36.0,K. Towns makes 2-pt jump shot from 17 ft,,42,60
230,3,11:22.0,,K. Porziņģis misses 2-pt jump shot from 14 ft,42,60
231,3,11:21.0,Defensive rebound by A. Wiggins,,42,60
232,3,11:11.0,Turnover by A. Wiggins (bad pass; steal by C. Anthony),,42,60
233,3,11:07.0,,Turnover by J. Calderón (bad pass; steal by R. Rubio),42,60
234,3,11:04.0,T. Prince misses 3-pt jump shot from 23 ft,,42,60
235,3,11:03.0,,Defensive rebound by J. Calderón,42,60
236,3,10:54.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,42,60
237,3,10:54.0,,Offensive rebound by R. Lopez,42,60
238,3,10:49.0,,K. Porziņģis makes 2-pt dunk at rim (assist by R. Lopez),42,62
239,3,10:25.0,K. Towns misses 2-pt hook shot from 3 ft,,42,62
240,3,10:24.0,,Defensive rebound by J. Calderón,42,62
241,3,10:20.0,,Personal foul by K. Towns (drawn by R. Lopez),42,62
242,3,10:09.0,,Turnover by K. Porziņģis (traveling),42,62
243,3,10:00.0,Offensive foul by G. Dieng (drawn by J. Calderón),,42,62
244,3,10:00.0,Turnover by G. Dieng (offensive foul),,42,62
245,3,9:36.0,,R. Lopez makes 2-pt dunk at rim (assist by C. Anthony),42,64
246,3,9:21.0,A. Wiggins misses 2-pt jump shot from 19 ft,,42,64
247,3,9:20.0,Offensive rebound by K. Towns,,42,64
248,3,9:13.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by T. Prince),,45,64
249,3,8:57.0,,A. Afflalo misses 2-pt jump shot from 18 ft,45,64
250,3,8:56.0,Defensive rebound by K. Towns,,45,64
251,3,8:43.0,K. Towns makes 3-pt jump shot from 24 ft (assist by R. Rubio),,48,64
252,3,8:43.0,,New York full timeout,48,64
253,3,8:23.0,,K. Porziņģis misses 2-pt jump shot from 9 ft,48,64
254,3,8:22.0,Defensive rebound by G. Dieng,,48,64
255,3,8:15.0,Personal foul by R. Lopez (drawn by K. Towns),,48,64
256,3,8:07.0,K. Towns makes 3-pt jump shot from 25 ft (assist by R. Rubio),,51,64
257,3,7:54.0,,C. Anthony makes 2-pt jump shot from 15 ft (assist by A. Afflalo),51,66
258,3,7:34.0,G. Dieng makes 2-pt layup from 2 ft,,53,66
259,3,7:12.0,,R. Lopez misses 2-pt layup at rim,53,66
260,3,7:11.0,,Offensive rebound by R. Lopez,53,66
261,3,7:11.0,,R. Lopez misses 2-pt layup at rim,53,66
262,3,7:10.0,Defensive rebound by K. Towns,,53,66
263,3,7:10.0,Personal foul by R. Lopez (drawn by K. Towns),,53,66
264,3,7:01.0,R. Rubio misses 2-pt jump shot from 15 ft,,53,66
265,3,7:00.0,,Defensive rebound by J. Calderón,53,66
266,3,6:47.0,,K. Porziņģis misses 3-pt jump shot from 24 ft,53,66
267,3,6:46.0,Defensive rebound by R. Rubio,,53,66
268,3,6:24.0,G. Dieng misses 2-pt jump shot from 17 ft,,53,66
269,3,6:23.0,,Defensive rebound by C. Anthony,53,66
270,3,6:13.0,,K. Porziņģis makes 2-pt jump shot from 19 ft (assist by C. Anthony),53,68
271,3,6:02.0,Minnesota full timeout,,53,68
272,3,6:02.0,N. Bjelica enters the game for G. Dieng,,53,68
273,3,6:02.0,,L. Thomas enters the game for K. Porziņģis,53,68
274,3,5:46.0,K. Towns misses 2-pt jump shot from 17 ft,,53,68
275,3,5:45.0,,Defensive rebound by A. Afflalo,53,68
276,3,5:40.0,,R. Lopez makes 2-pt jump shot from 4 ft (assist by C. Anthony),53,70
277,3,5:40.0,,Shooting foul by K. Towns (drawn by R. Lopez),53,70
278,3,5:40.0,,R. Lopez misses free throw 1 of 1,53,70
279,3,5:39.0,Defensive rebound by K. Towns,,53,70
280,3,5:19.0,Personal foul by R. Lopez (drawn by K. Towns),,53,70
281,3,5:19.0,Z. LaVine enters the game for T. Prince,,53,70
282,3,5:11.0,A. Wiggins makes 2-pt layup from 1 ft (assist by R. Rubio),,55,70
283,3,5:11.0,Shooting foul by R. Lopez (drawn by A. Wiggins),,55,70
284,3,5:11.0,,K. O'Quinn enters the game for R. Lopez,55,70
285,3,5:11.0,,L. Galloway enters the game for J. Calderón,55,70
286,3,5:11.0,A. Wiggins makes free throw 1 of 1,,56,70
287,3,4:53.0,,Turnover by L. Thomas (bad pass; steal by R. Rubio),56,70
288,3,4:47.0,Z. LaVine makes 2-pt layup at rim (assist by R. Rubio),,58,70
289,3,4:18.0,,L. Galloway misses 2-pt jump shot from 3 ft,58,70
290,3,4:17.0,Defensive rebound by R. Rubio,,58,70
291,3,4:13.0,Shooting foul by C. Anthony (drawn by A. Wiggins),,58,70
292,3,4:13.0,A. Wiggins makes free throw 1 of 2,,59,70
293,3,4:13.0,G. Dieng enters the game for K. Towns,,59,70
294,3,4:13.0,A. Wiggins makes free throw 2 of 2,,60,70
295,3,3:58.0,,C. Anthony misses 2-pt jump shot from 19 ft (block by A. Wiggins),60,70
296,3,3:57.0,,Offensive rebound by C. Anthony,60,70
297,3,3:56.0,,Turnover by C. Anthony (bad pass; steal by N. Bjelica),60,70
298,3,3:53.0,A. Wiggins misses 2-pt layup at rim (block by C. Anthony),,60,70
299,3,3:52.0,,Defensive rebound by C. Anthony,60,70
300,3,3:47.0,,Turnover by C. Anthony (bad pass; steal by R. Rubio),60,70
301,3,3:39.0,Z. LaVine makes 2-pt dunk at rim (assist by A. Wiggins),,62,70
302,3,3:22.0,Violation by G. Dieng (kicked ball),,62,70
303,3,3:22.0,,K. Porziņģis enters the game for C. Anthony,62,70
304,3,3:10.0,,L. Thomas makes 2-pt jump shot from 20 ft (assist by L. Galloway),62,72
305,3,2:50.0,R. Rubio misses 2-pt jump shot from 18 ft,,62,72
306,3,2:49.0,,Defensive rebound by L. Thomas,62,72
307,3,2:34.0,,K. Porziņģis makes 2-pt jump shot from 14 ft,62,74
308,3,2:18.0,N. Bjelica misses 3-pt jump shot from 26 ft,,62,74
309,3,2:17.0,Offensive rebound by Team,,62,74
310,3,2:17.0,,S. Vujačić enters the game for A. Afflalo,62,74
311,3,2:07.0,A. Wiggins makes 2-pt layup at rim,,64,74
312,3,1:49.0,,L. Thomas misses 2-pt jump shot from 12 ft,64,74
313,3,1:48.0,Defensive rebound by G. Dieng,,64,74
314,3,1:37.0,N. Bjelica misses 3-pt jump shot from 23 ft,,64,74
315,3,1:36.0,,Defensive rebound by L. Thomas,64,74
316,3,1:24.0,,L. Thomas makes 3-pt jump shot from 23 ft (assist by K. Porziņģis),64,77
317,3,1:11.0,Personal foul by L. Galloway (drawn by R. Rubio),,64,77
318,3,1:11.0,R. Rubio makes free throw 1 of 2,,65,77
319,3,1:11.0,S. Muhammad enters the game for A. Wiggins,,65,77
320,3,1:11.0,R. Rubio makes free throw 2 of 2,,66,77
321,3,0:51.0,,K. Porziņģis misses 3-pt jump shot from 24 ft,66,77
322,3,0:50.0,Defensive rebound by Z. LaVine,,66,77
323,3,0:42.0,Z. LaVine makes 2-pt jump shot from 8 ft,,68,77
324,3,0:34.0,,Shooting foul by G. Dieng (drawn by L. Galloway),68,77
325,3,0:34.0,,L. Galloway makes free throw 1 of 2,68,78
326,3,0:34.0,,L. Galloway misses free throw 2 of 2,68,78
327,3,0:33.0,,Offensive rebound by K. Porziņģis,68,78
328,3,0:17.0,,K. Porziņģis misses 2-pt jump shot from 18 ft,68,78
329,3,0:16.0,Defensive rebound by R. Rubio,,68,78
330,3,0:06.0,Z. LaVine makes 2-pt dunk at rim (assist by R. Rubio),,70,78
331,3,0:01.0,,S. Vujačić misses 2-pt jump shot from 6 ft,70,78
332,3,0:00.0,,Offensive rebound by Team,70,78
333,4,11:48.0,,Personal foul by A. Miller (drawn by A. Afflalo),70,78
334,4,11:34.0,,Turnover by Team (shot clock),70,78
335,4,11:13.0,Z. LaVine misses 3-pt jump shot from 25 ft,,70,78
336,4,11:12.0,,Defensive rebound by K. O'Quinn,70,78
337,4,10:57.0,,A. Afflalo misses 2-pt jump shot from 5 ft,70,78
338,4,10:55.0,,Offensive rebound by Team,70,78
339,4,10:45.0,,D. Williams misses 3-pt jump shot from 25 ft,70,78
340,4,10:44.0,Defensive rebound by S. Muhammad,,70,78
341,4,10:33.0,N. Bjelica makes 2-pt hook shot from 2 ft (assist by A. Miller),,72,78
342,4,10:08.0,,D. Williams misses 2-pt layup from 1 ft,72,78
343,4,10:07.0,,Offensive rebound by L. Thomas,72,78
344,4,10:06.0,,Shooting foul by N. Bjelica (drawn by L. Thomas),72,78
345,4,10:06.0,,L. Thomas makes free throw 1 of 2,72,79
346,4,10:06.0,,L. Thomas makes free throw 2 of 2,72,80
347,4,9:48.0,Z. LaVine misses 2-pt layup from 1 ft,,72,80
348,4,9:47.0,,Defensive rebound by K. O'Quinn,72,80
349,4,9:29.0,,Personal foul by G. Dieng (drawn by K. O'Quinn),72,80
350,4,9:20.0,,L. Thomas misses 2-pt layup at rim,72,80
351,4,9:19.0,,Offensive rebound by K. O'Quinn,72,80
352,4,9:13.0,,L. Galloway misses 3-pt jump shot from 24 ft,72,80
353,4,9:12.0,Defensive rebound by S. Muhammad,,72,80
354,4,9:02.0,G. Dieng misses 2-pt jump shot from 14 ft,,72,80
355,4,9:01.0,,Defensive rebound by D. Williams,72,80
356,4,8:52.0,,A. Afflalo makes 2-pt jump shot from 2 ft (assist by D. Williams),72,82
357,4,8:35.0,N. Bjelica misses 3-pt jump shot from 24 ft,,72,82
358,4,8:34.0,,Defensive rebound by L. Thomas,72,82
359,4,8:20.0,,Shooting foul by Z. LaVine (drawn by A. Afflalo),72,82
360,4,8:20.0,,A. Afflalo makes 2-pt jump shot from 8 ft (assist by L. Thomas),72,84
361,4,8:20.0,Official timeout,,72,84
362,4,8:20.0,,C. Anthony enters the game for L. Thomas,72,84
363,4,8:20.0,R. Rubio enters the game for S. Muhammad,,72,84
364,4,8:20.0,K. Towns enters the game for A. Miller,,72,84
365,4,8:20.0,A. Wiggins enters the game for N. Bjelica,,72,84
366,4,8:20.0,,A. Afflalo makes free throw 1 of 1,72,85
367,4,8:05.0,Shooting foul by K. O'Quinn (drawn by G. Dieng),,72,85
368,4,8:05.0,G. Dieng makes free throw 1 of 2,,73,85
369,4,8:05.0,,J. Calderón enters the game for A. Afflalo,73,85
370,4,8:05.0,G. Dieng makes free throw 2 of 2,,74,85
371,4,7:53.0,,Turnover by C. Anthony (bad pass; steal by R. Rubio),74,85
372,4,7:47.0,A. Wiggins misses 3-pt jump shot from 26 ft,,74,85
373,4,7:46.0,,Defensive rebound by J. Calderón,74,85
374,4,7:43.0,,Turnover by J. Calderón (bad pass; steal by A. Wiggins),74,85
375,4,7:28.0,Z. LaVine makes 2-pt jump shot from 19 ft,,76,85
376,4,7:10.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by J. Calderón),76,88
377,4,6:59.0,Shooting foul by K. O'Quinn (drawn by A. Wiggins),,76,88
378,4,6:59.0,A. Wiggins makes free throw 1 of 2,,77,88
