,QUARTER,TIME_REMAINING,TORONTO_ACTION,SACRAMENTO_ACTION,TORONTO_SCORE,SACRAMENTO_SCORE
27,1,7:23.0,Offensive rebound by Team,,9,10
28,1,7:23.0,D. Carroll makes free throw 2 of 2,,10,10
29,1,7:12.0,,Personal foul by L. Scola (drawn by D. Cousins),10,10
30,1,7:02.0,,Turnover by D. Cousins (bad pass; steal by D. DeRozan),10,10
31,1,6:56.0,D. Carroll makes 2-pt layup from 2 ft (assist by K. Lowry),,12,10
32,1,6:44.0,,Turnover by R. Gay (lost ball; steal by L. Scola),12,10
33,1,6:39.0,K. Lowry misses 2-pt layup from 2 ft (block by D. Cousins),,12,10
34,1,6:39.0,Offensive rebound by Team,,12,10
35,1,6:27.0,J. Valančiūnas misses 2-pt hook shot from 4 ft,,12,10
36,1,6:24.0,,Defensive rebound by W. Cauley-Stein,12,10
37,1,6:19.0,,R. Rondo misses 2-pt layup from 2 ft,12,10
38,1,6:18.0,,Offensive rebound by W. Cauley-Stein,12,10
39,1,6:16.0,,Turnover by W. Cauley-Stein (lost ball; steal by D. DeRozan),12,10
40,1,6:10.0,L. Scola misses 2-pt jump shot from 11 ft,,12,10
41,1,6:10.0,Offensive rebound by L. Scola,,12,10
42,1,6:10.0,L. Scola misses 2-pt layup from 11 ft (block by W. Cauley-Stein),,12,10
43,1,6:10.0,Offensive rebound by L. Scola,,12,10
44,1,6:00.0,J. Valančiūnas misses 2-pt jump shot at rim,,12,10
45,1,5:59.0,Offensive rebound by J. Valančiūnas,,12,10
46,1,5:59.0,J. Valančiūnas misses 2-pt dunk at rim,,12,10
47,1,5:58.0,,Defensive rebound by D. Cousins,12,10
48,1,5:50.0,,D. Cousins makes 3-pt jump shot from 24 ft (assist by R. Rondo),12,13
49,1,5:31.0,,Sacramento full timeout,12,13
50,1,5:22.0,K. Lowry misses 2-pt jump shot from 22 ft,,12,13
51,1,5:22.0,,Defensive rebound by D. Cousins,12,13
52,1,5:05.0,,D. Cousins misses 2-pt jump shot from 8 ft,12,13
53,1,5:04.0,Defensive rebound by D. Carroll,,12,13
54,1,4:47.0,D. DeRozan misses 2-pt jump shot from 9 ft,,12,13
55,1,4:47.0,,Defensive rebound by D. Cousins,12,13
56,1,4:40.0,,Turnover by D. Cousins (bad pass; steal by D. DeRozan),12,13
57,1,4:33.0,D. Carroll misses 3-pt jump shot from 24 ft,,12,13
58,1,4:32.0,,Defensive rebound by W. Cauley-Stein,12,13
59,1,4:17.0,,D. Cousins misses 2-pt layup from 1 ft,12,13
60,1,4:16.0,,Offensive rebound by D. Cousins,12,13
61,1,4:15.0,,D. Cousins makes 2-pt jump shot from 6 ft,12,15
62,1,3:56.0,J. Valančiūnas misses 2-pt jump shot from 7 ft,,12,15
63,1,3:56.0,,Defensive rebound by R. Gay,12,15
64,1,3:48.0,,R. Gay misses 3-pt jump shot from 24 ft,12,15
65,1,3:47.0,Defensive rebound by D. DeRozan,,12,15
66,1,3:39.0,Personal foul by D. Cousins (drawn by L. Scola),,12,15
67,1,3:39.0,,M. Belinelli enters the game for R. Gay,12,15
68,1,3:39.0,,O. Casspi enters the game for W. Cauley-Stein,12,15
69,1,3:39.0,,K. Koufos enters the game for B. McLemore,12,15
70,1,3:39.0,B. Biyombo enters the game for L. Scola,,12,15
71,1,3:39.0,P. Patterson enters the game for J. Valančiūnas,,12,15
72,1,3:33.0,D. DeRozan misses 2-pt jump shot from 7 ft (block by D. Cousins),,12,15
73,1,3:31.0,,Defensive rebound by D. Cousins,12,15
74,1,3:29.0,,Offensive foul by R. Rondo (drawn by K. Lowry),12,15
75,1,3:29.0,,Turnover by R. Rondo (offensive foul),12,15
76,1,3:18.0,Turnover by K. Lowry (bad pass),,12,15
77,1,3:03.0,,Turnover by R. Rondo (lost ball; steal by K. Lowry),12,15
78,1,2:59.0,Shooting foul by M. Belinelli (drawn by D. DeRozan),,12,15
79,1,2:59.0,Toronto full timeout,,12,15
80,1,2:59.0,D. DeRozan makes free throw 1 of 2,,13,15
81,1,2:59.0,D. DeRozan makes free throw 2 of 2,,14,15
82,1,2:44.0,,M. Belinelli misses 2-pt jump shot from 22 ft,14,15
83,1,2:44.0,Defensive rebound by D. DeRozan,,14,15
84,1,2:20.0,K. Lowry misses 2-pt jump shot from 9 ft,,14,15
85,1,2:19.0,,Defensive rebound by M. Belinelli,14,15
86,1,2:08.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by R. Rondo),14,18
87,1,1:47.0,D. DeRozan makes 2-pt jump shot from 8 ft,,16,18
88,1,1:47.0,Shooting foul by K. Koufos (drawn by D. DeRozan),,16,18
89,1,1:47.0,D. DeRozan makes free throw 1 of 1,,17,18
90,1,1:31.0,,Turnover by R. Rondo (bad pass; steal by D. Carroll),17,18
91,1,1:22.0,D. Carroll misses 3-pt jump shot from 24 ft,,17,18
92,1,1:21.0,Offensive rebound by B. Biyombo,,17,18
93,1,1:15.0,K. Lowry misses 3-pt jump shot from 24 ft,,17,18
94,1,1:15.0,,Defensive rebound by D. Cousins,17,18
95,1,1:12.0,,Shooting foul by K. Lowry (drawn by D. Cousins),17,18
96,1,1:12.0,,D. Cousins misses free throw 1 of 3,17,18
97,1,1:12.0,,Offensive rebound by Team,17,18
98,1,1:12.0,,D. Cousins makes free throw 2 of 3,17,19
99,1,1:12.0,C. Joseph enters the game for K. Lowry,,17,19
100,1,1:12.0,,D. Cousins makes free throw 3 of 3,17,20
101,1,0:58.0,Turnover by D. DeRozan (bad pass; steal by O. Casspi),,17,20
102,1,0:54.0,,O. Casspi makes 2-pt layup from 2 ft (assist by R. Rondo),17,22
103,1,0:38.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,20,22
104,1,0:35.0,,Turnover by R. Rondo (bad pass),20,22
105,1,0:35.0,,S. Curry enters the game for R. Rondo,20,22
106,1,0:28.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by C. Joseph),,23,22
107,1,0:06.0,,D. Cousins misses 3-pt jump shot from 25 ft,23,22
108,1,0:05.0,Defensive rebound by P. Patterson,,23,22
109,1,0:00.0,D. DeRozan misses 3-pt jump shot from 38 ft,,23,22
110,1,0:00.0,Offensive rebound by Team,,23,22
111,2,11:47.0,,M. Belinelli misses 3-pt jump shot from 25 ft,23,22
112,2,11:46.0,Defensive rebound by B. Biyombo,,23,22
113,2,11:34.0,C. Joseph makes 2-pt jump shot from 21 ft,,25,22
114,2,11:22.0,,Shooting foul by B. Biyombo (drawn by K. Koufos),25,22
115,2,11:22.0,,K. Koufos makes free throw 1 of 2,25,23
116,2,11:22.0,,K. Koufos misses free throw 2 of 2,25,23
117,2,11:20.0,Defensive rebound by P. Patterson,,25,23
118,2,11:04.0,Shooting foul by Q. Acy (drawn by B. Biyombo),,25,23
119,2,11:04.0,B. Biyombo makes free throw 1 of 2,,26,23
120,2,11:04.0,B. Biyombo makes free throw 2 of 2,,27,23
121,2,10:40.0,,M. Belinelli misses 2-pt jump shot from 21 ft,27,23
122,2,10:39.0,,Offensive rebound by K. Koufos,27,23
123,2,10:38.0,,K. Koufos misses 2-pt jump shot from 11 ft,27,23
124,2,10:36.0,Defensive rebound by B. Biyombo,,27,23
125,2,10:20.0,J. Johnson misses 2-pt layup from 3 ft,,27,23
126,2,10:19.0,,Defensive rebound by Q. Acy,27,23
127,2,10:13.0,,O. Casspi makes 3-pt jump shot from 25 ft,27,26
128,2,9:51.0,Turnover by N. Powell (traveling),,27,26
129,2,9:51.0,,R. Gay enters the game for Q. Acy,27,26
130,2,9:34.0,,O. Casspi misses 3-pt jump shot from 25 ft,27,26
131,2,9:33.0,Defensive rebound by J. Johnson,,27,26
132,2,9:25.0,Turnover by N. Powell (lost ball),,27,26
133,2,9:16.0,,R. Gay misses 3-pt jump shot from 26 ft,27,26
134,2,9:16.0,Defensive rebound by C. Joseph,,27,26
135,2,9:06.0,C. Joseph misses 2-pt jump shot from 18 ft,,27,26
136,2,9:05.0,Offensive rebound by Team,,27,26
137,2,9:05.0,,Loose ball foul by K. Koufos (drawn by J. Johnson),27,26
138,2,8:58.0,,Violation by K. Koufos (kicked ball),27,26
139,2,8:58.0,Official timeout,,27,26
140,2,8:46.0,B. Biyombo makes 2-pt dunk at rim (assist by J. Johnson),,29,26
141,2,8:29.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by R. Gay),29,29
142,2,8:15.0,Personal foul by S. Curry (drawn by C. Joseph),,29,29
143,2,8:15.0,,D. Cousins enters the game for K. Koufos,29,29
144,2,8:04.0,J. Johnson misses 2-pt jump shot from 12 ft,,29,29
145,2,8:04.0,,Defensive rebound by M. Belinelli,29,29
146,2,7:51.0,,Shooting foul by J. Johnson (drawn by R. Gay),29,29
147,2,7:51.0,,R. Gay makes free throw 1 of 2,29,30
148,2,7:51.0,K. Lowry enters the game for N. Powell,,29,30
149,2,7:51.0,,R. Rondo enters the game for S. Curry,29,30
150,2,7:51.0,,R. Gay makes free throw 2 of 2,29,31
151,2,7:31.0,C. Joseph misses 2-pt layup from 4 ft,,29,31
152,2,7:31.0,Offensive rebound by Team,,29,31
153,2,7:31.0,,Loose ball foul by M. Belinelli (drawn by B. Biyombo),29,31
154,2,7:15.0,K. Lowry misses 2-pt jump shot from 4 ft,,29,31
155,2,7:14.0,,Defensive rebound by R. Rondo,29,31
156,2,7:08.0,,R. Rondo misses 2-pt layup from 2 ft,29,31
157,2,7:07.0,,Offensive rebound by O. Casspi,29,31
158,2,7:06.0,,O. Casspi makes 2-pt hook shot from 5 ft,29,33
159,2,6:47.0,Shooting foul by D. Cousins (drawn by J. Johnson),,29,33
160,2,6:47.0,J. Johnson misses free throw 1 of 2,,29,33
161,2,6:47.0,Offensive rebound by Team,,29,33
162,2,6:47.0,D. DeRozan enters the game for B. Biyombo,,29,33
163,2,6:47.0,J. Valančiūnas enters the game for P. Patterson,,29,33
164,2,6:47.0,J. Johnson makes free throw 2 of 2,,30,33
165,2,6:34.0,,M. Belinelli misses 2-pt jump shot from 22 ft,30,33
166,2,6:32.0,,Offensive rebound by R. Rondo,30,33
167,2,6:26.0,,D. Cousins misses 2-pt jump shot from 4 ft,30,33
168,2,6:24.0,Defensive rebound by J. Johnson,,30,33
169,2,6:23.0,Personal foul by O. Casspi (drawn by D. DeRozan),,30,33
170,2,6:23.0,D. DeRozan makes free throw 1 of 2,,31,33
171,2,6:23.0,D. Carroll enters the game for J. Johnson,,31,33
172,2,6:23.0,D. DeRozan makes free throw 2 of 2,,32,33
173,2,6:09.0,,Personal foul by J. Valančiūnas (drawn by D. Cousins),32,33
174,2,6:09.0,,B. McLemore enters the game for M. Belinelli,32,33
175,2,5:59.0,,R. Gay misses 2-pt jump shot from 15 ft,32,33
176,2,5:58.0,Defensive rebound by J. Valančiūnas,,32,33
177,2,5:52.0,D. DeRozan misses 2-pt jump shot from 5 ft,,32,33
178,2,5:51.0,,Defensive rebound by O. Casspi,32,33
179,2,5:44.0,,Turnover by R. Rondo (bad pass; steal by D. DeRozan),32,33
180,2,5:33.0,C. Joseph makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,35,33
181,2,5:22.0,,D. Cousins makes 2-pt layup from 2 ft,35,35
182,2,5:06.0,D. DeRozan misses 3-pt jump shot from 23 ft,,35,35
183,2,5:04.0,,Defensive rebound by O. Casspi,35,35
184,2,4:59.0,,Turnover by O. Casspi (lost ball; steal by K. Lowry),35,35
185,2,4:52.0,D. Carroll misses 3-pt jump shot from 24 ft,,35,35
186,2,4:51.0,,Defensive rebound by R. Rondo,35,35
187,2,4:43.0,,R. Gay misses 2-pt jump shot from 5 ft,35,35
188,2,4:43.0,,Offensive rebound by R. Gay,35,35
189,2,4:40.0,,Personal foul by C. Joseph (drawn by R. Gay),35,35
190,2,4:40.0,,Sacramento full timeout,35,35
191,2,4:40.0,,Q. Acy enters the game for O. Casspi,35,35
192,2,4:32.0,,Turnover by R. Rondo (bad pass; steal by K. Lowry),35,35
193,2,4:26.0,K. Lowry misses 3-pt jump shot from 25 ft,,35,35
194,2,4:26.0,,Defensive rebound by Q. Acy,35,35
195,2,4:16.0,,R. Rondo makes 3-pt jump shot from 25 ft (assist by D. Cousins),35,38
196,2,3:52.0,D. Carroll misses 2-pt jump shot from 8 ft,,35,38
197,2,3:51.0,Offensive rebound by J. Valančiūnas,,35,38
198,2,3:51.0,J. Valančiūnas misses 2-pt jump shot from 2 ft,,35,38
199,2,3:50.0,Offensive rebound by Team,,35,38
200,2,3:36.0,D. Carroll makes 2-pt jump shot from 20 ft (assist by K. Lowry),,37,38
201,2,3:25.0,,R. Gay makes 2-pt layup from 4 ft,37,40
202,2,3:03.0,C. Joseph makes 2-pt jump shot from 7 ft,,39,40
203,2,2:49.0,,R. Rondo misses 3-pt jump shot from 25 ft,39,40
204,2,2:49.0,Defensive rebound by C. Joseph,,39,40
205,2,2:34.0,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),,41,40
206,2,2:16.0,,Personal foul by D. Carroll (drawn by D. Cousins),41,40
207,2,2:16.0,Toronto full timeout,,41,40
208,2,2:16.0,L. Scola enters the game for C. Joseph,,41,40
209,2,2:16.0,,D. Cousins makes free throw 1 of 2,41,41
210,2,2:16.0,,D. Cousins makes free throw 2 of 2,41,42
211,2,1:59.0,J. Valančiūnas misses 2-pt jump shot from 11 ft,,41,42
212,2,1:57.0,,Defensive rebound by B. McLemore,41,42
213,2,1:47.0,,D. Cousins makes 3-pt jump shot from 24 ft (assist by R. Rondo),41,45
214,2,1:21.0,D. DeRozan makes 2-pt jump shot from 12 ft,,43,45
215,2,1:13.0,,D. Cousins makes 2-pt layup from 3 ft,43,47
216,2,1:13.0,,Shooting foul by J. Valančiūnas (drawn by D. Cousins),43,47
217,2,1:13.0,,D. Cousins misses free throw 1 of 1,43,47
218,2,1:12.0,,Offensive rebound by B. McLemore,43,47
219,2,1:06.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by R. Rondo),43,50
220,2,0:52.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by K. Lowry),,46,50
221,2,0:38.0,,D. Cousins misses 3-pt jump shot from 24 ft,46,50
222,2,0:38.0,Defensive rebound by Team,,46,50
223,2,0:37.0,Toronto full timeout,,46,50
224,2,0:37.0,P. Patterson enters the game for J. Valančiūnas,,46,50
225,2,0:37.0,,K. Koufos enters the game for D. Cousins,46,50
226,2,0:30.0,K. Lowry makes 3-pt jump shot from 24 ft,,49,50
227,2,0:07.0,,R. Gay makes 3-pt jump shot from 22 ft,49,53
228,2,0:01.0,D. DeRozan makes 2-pt jump shot from 11 ft,,51,53
229,3,11:42.0,,Personal foul by L. Scola (drawn by D. Cousins),51,53
230,3,11:32.0,,Q. Acy makes 2-pt jump shot from 6 ft (assist by R. Rondo),51,55
231,3,11:21.0,Turnover by K. Lowry (bad pass),,51,55
232,3,11:08.0,,R. Gay makes 2-pt jump shot from 7 ft,51,57
233,3,10:48.0,D. DeRozan misses 3-pt jump shot from 25 ft,,51,57
234,3,10:47.0,,Defensive rebound by D. Cousins,51,57
235,3,10:37.0,,Personal foul by L. Scola (drawn by D. Cousins),51,57
236,3,10:24.0,,D. Cousins misses 2-pt dunk at rim,51,57
237,3,10:22.0,Defensive rebound by D. Carroll,,51,57
238,3,10:21.0,Personal foul by R. Rondo (drawn by D. Carroll),,51,57
239,3,10:15.0,D. DeRozan misses 2-pt jump shot from 16 ft,,51,57
240,3,10:14.0,,Defensive rebound by B. McLemore,51,57
241,3,10:02.0,,D. Cousins misses 2-pt layup from 2 ft,51,57
242,3,10:01.0,Defensive rebound by D. DeRozan,,51,57
243,3,9:53.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by K. Lowry),,54,57
244,3,9:41.0,,B. McLemore misses 3-pt jump shot from 23 ft,54,57
245,3,9:40.0,Defensive rebound by J. Valančiūnas,,54,57
246,3,9:30.0,Personal foul by Q. Acy (drawn by J. Valančiūnas),,54,57
247,3,9:30.0,,Technical foul by Q. Acy,54,57
248,3,9:30.0,D. DeRozan misses technical free throw,,54,57
249,3,9:30.0,Offensive rebound by Team,,54,57
250,3,9:14.0,K. Lowry makes 2-pt layup from 3 ft,,56,57
251,3,8:56.0,,B. McLemore makes 3-pt jump shot from 23 ft (assist by Q. Acy),56,60
252,3,8:38.0,L. Scola misses 2-pt jump shot from 9 ft,,56,60
253,3,8:37.0,,Defensive rebound by Q. Acy,56,60
254,3,8:34.0,,Turnover by R. Gay (traveling),56,60
255,3,8:13.0,D. DeRozan misses 2-pt jump shot from 19 ft,,56,60
256,3,8:13.0,,Defensive rebound by R. Rondo,56,60
257,3,8:08.0,,R. Gay makes 2-pt dunk at rim (assist by R. Rondo),56,62
258,3,8:03.0,Toronto full timeout,,56,62
259,3,7:42.0,K. Lowry misses 2-pt jump shot from 4 ft,,56,62
260,3,7:40.0,Offensive rebound by J. Valančiūnas,,56,62
261,3,7:40.0,J. Valančiūnas makes 2-pt jump shot from 1 ft,,58,62
262,3,7:26.0,,R. Gay makes 2-pt dunk at rim (assist by R. Rondo),58,64
263,3,7:01.0,D. Carroll makes 3-pt jump shot from 24 ft,,61,64
264,3,6:49.0,,Q. Acy misses 2-pt jump shot from 22 ft,61,64
265,3,6:49.0,Defensive rebound by L. Scola,,61,64
266,3,6:37.0,L. Scola makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,64,64
267,3,6:20.0,,Def 3 sec tech foul by J. Valančiūnas,64,64
268,3,6:20.0,,O. Casspi enters the game for Q. Acy,64,64
269,3,6:20.0,B. Biyombo enters the game for J. Valančiūnas,,64,64
270,3,6:20.0,,R. Gay makes technical free throw,64,65
271,3,6:10.0,,Turnover by R. Rondo (bad pass; steal by D. DeRozan),64,65
272,3,6:01.0,D. DeRozan makes 2-pt layup from 3 ft,,66,65
273,3,5:37.0,,R. Rondo misses 2-pt jump shot from 22 ft (block by K. Lowry),66,65
274,3,5:36.0,,Offensive rebound by R. Rondo,66,65
275,3,5:35.0,,R. Rondo misses 2-pt jump shot from 19 ft,66,65
276,3,5:35.0,,Offensive rebound by Team,66,65
277,3,5:35.0,,Turnover by Team (shot clock),66,65
278,3,5:17.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,69,65
279,3,5:04.0,,D. Cousins makes 2-pt layup from 2 ft,69,67
280,3,4:49.0,D. DeRozan makes 2-pt jump shot from 4 ft,,71,67
281,3,4:48.0,,Sacramento full timeout,71,67
282,3,4:48.0,,M. Belinelli enters the game for B. McLemore,71,67
283,3,4:38.0,,R. Gay makes 2-pt jump shot at rim (assist by R. Rondo),71,69
284,3,4:21.0,B. Biyombo misses 2-pt jump shot from 4 ft,,71,69
285,3,4:20.0,,Defensive rebound by D. Cousins,71,69
286,3,4:12.0,,O. Casspi misses 3-pt jump shot from 25 ft,71,69
287,3,4:11.0,Defensive rebound by B. Biyombo,,71,69
288,3,3:58.0,Turnover by D. DeRozan (lost ball; steal by R. Rondo),,71,69
289,3,3:49.0,,Turnover by O. Casspi (lost ball),71,69
290,3,3:49.0,,K. Koufos enters the game for R. Gay,71,69
291,3,3:25.0,L. Scola misses 3-pt jump shot from 24 ft,,71,69
292,3,3:25.0,Offensive rebound by Team,,71,69
293,3,3:25.0,Turnover by Team (shot clock),,71,69
294,3,3:06.0,,R. Rondo misses 3-pt jump shot from 25 ft,71,69
295,3,3:05.0,,Offensive rebound by O. Casspi,71,69
296,3,2:58.0,,K. Koufos makes 2-pt hook shot from 3 ft (assist by R. Rondo),71,71
297,3,2:40.0,Turnover by D. DeRozan (lost ball; steal by M. Belinelli),,71,71
298,3,2:35.0,,Shooting foul by L. Scola (drawn by M. Belinelli),71,71
299,3,2:35.0,,M. Belinelli makes free throw 1 of 2,71,72
300,3,2:35.0,J. Johnson enters the game for L. Scola,,71,72
301,3,2:35.0,C. Joseph enters the game for D. DeRozan,,71,72
302,3,2:35.0,,M. Belinelli makes free throw 2 of 2,71,73
303,3,2:18.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by B. Biyombo),,74,73
304,3,2:05.0,,D. Cousins misses 2-pt layup from 2 ft,74,73
305,3,2:04.0,Defensive rebound by J. Johnson,,74,73
306,3,1:58.0,Turnover by J. Johnson (bad pass; steal by O. Casspi),,74,73
307,3,1:55.0,,O. Casspi makes 2-pt jump shot from 2 ft (assist by D. Cousins),74,75
308,3,1:55.0,,Shooting foul by C. Joseph (drawn by O. Casspi),74,75
309,3,1:55.0,P. Patterson enters the game for D. Carroll,,74,75
310,3,1:55.0,,O. Casspi makes free throw 1 of 1,74,76
311,3,1:38.0,C. Joseph makes 2-pt jump shot from 17 ft,,76,76
312,3,1:28.0,,Shooting foul by B. Biyombo (drawn by D. Cousins),76,76
313,3,1:28.0,,D. Cousins misses free throw 1 of 2,76,76
314,3,1:28.0,,Offensive rebound by Team,76,76
315,3,1:28.0,,D. Cousins makes free throw 2 of 2,76,77
316,3,1:14.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by C. Joseph),,79,77
317,3,0:58.0,,Turnover by M. Belinelli (lost ball),79,77
318,3,0:58.0,,Q. Acy enters the game for D. Cousins,79,77
319,3,0:42.0,Personal foul by Q. Acy (drawn by B. Biyombo),,79,77
320,3,0:30.0,P. Patterson misses 2-pt jump shot from 7 ft,,79,77
321,3,0:30.0,,Defensive rebound by R. Rondo,79,77
322,3,0:07.0,,M. Belinelli makes 2-pt jump shot from 10 ft (assist by R. Rondo),79,79
323,3,0:00.0,K. Lowry makes 3-pt jump shot from 26 ft,,82,79
324,4,11:40.0,K. Lowry makes 2-pt jump shot from 14 ft,,84,79
325,4,11:14.0,,Turnover by M. Belinelli (bad pass; steal by J. Johnson),84,79
326,4,11:06.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by K. Lowry),,87,79
327,4,10:55.0,,M. Belinelli misses 2-pt jump shot from 20 ft,87,79
328,4,10:55.0,Defensive rebound by P. Patterson,,87,79
329,4,10:49.0,Personal foul by K. Koufos (drawn by K. Lowry),,87,79
330,4,10:49.0,,R. Gay enters the game for Q. Acy,87,79
331,4,10:37.0,P. Patterson misses 3-pt jump shot from 23 ft,,87,79
332,4,10:36.0,,Defensive rebound by R. Gay,87,79
333,4,10:29.0,,Turnover by R. Gay (lost ball; steal by K. Lowry),87,79
334,4,10:24.0,C. Joseph makes 2-pt layup from 1 ft (assist by K. Lowry),,89,79
335,4,10:23.0,,Sacramento full timeout,89,79
336,4,10:23.0,,D. Cousins enters the game for K. Koufos,89,79
337,4,10:09.0,,Personal foul by B. Biyombo (drawn by R. Gay),89,79
338,4,10:09.0,,Technical foul by D. Cousins,89,79
339,4,10:09.0,Technical foul by B. Biyombo,,89,79
340,4,9:54.0,,R. Rondo misses 3-pt jump shot from 22 ft,89,79
341,4,9:53.0,Defensive rebound by C. Joseph,,89,79
342,4,9:45.0,K. Lowry misses 3-pt jump shot from 26 ft,,89,79
343,4,9:45.0,,Defensive rebound by Team,89,79
344,4,9:32.0,,Turnover by D. Cousins (bad pass),89,79
345,4,9:32.0,,Loose ball foul by D. Cousins (drawn by K. Lowry),89,79
346,4,9:18.0,Turnover by B. Biyombo (traveling),,89,79
347,4,9:11.0,,D. Cousins makes 2-pt dunk at rim (assist by R. Rondo),89,81
348,4,9:00.0,C. Joseph makes 2-pt jump shot from 19 ft,,91,81
349,4,8:47.0,,Turnover by R. Gay (lost ball; steal by J. Johnson),91,81
350,4,8:29.0,Turnover by K. Lowry (bad pass; steal by D. Cousins),,91,81
351,4,8:22.0,,O. Casspi makes 2-pt jump shot at rim (assist by R. Rondo),91,83
352,4,8:20.0,Toronto full timeout,,91,83
353,4,8:20.0,D. DeRozan enters the game for K. Lowry,,91,83
354,4,8:20.0,D. Carroll enters the game for J. Johnson,,91,83
355,4,8:06.0,Turnover by D. DeRozan (traveling),,91,83
356,4,7:43.0,,R. Gay misses 2-pt jump shot from 11 ft,91,83
357,4,7:42.0,Defensive rebound by B. Biyombo,,91,83
358,4,7:27.0,Turnover by C. Joseph (3 sec),,91,83
359,4,7:10.0,,O. Casspi misses 3-pt jump shot from 25 ft,91,83
360,4,7:10.0,Defensive rebound by D. Carroll,,91,83
361,4,6:56.0,D. DeRozan makes 2-pt jump shot from 19 ft,,93,83
362,4,6:42.0,,D. Cousins makes 2-pt layup from 3 ft,93,85
363,4,6:24.0,D. DeRozan misses 2-pt jump shot from 20 ft,,93,85
364,4,6:24.0,,Defensive rebound by O. Casspi,93,85
365,4,6:13.0,,R. Gay makes 2-pt dunk at rim (assist by D. Cousins),93,87
366,4,5:50.0,D. DeRozan makes 2-pt jump shot from 20 ft (assist by C. Joseph),,95,87
367,4,5:35.0,,R. Rondo makes 2-pt jump shot from 18 ft,95,89
368,4,5:19.0,D. DeRozan misses 2-pt jump shot from 19 ft,,95,89
369,4,5:18.0,,Defensive rebound by R. Rondo,95,89
370,4,5:11.0,,D. Cousins misses 3-pt jump shot from 25 ft,95,89
371,4,5:10.0,Defensive rebound by C. Joseph,,95,89
372,4,4:48.0,C. Joseph makes 2-pt jump shot from 8 ft,,97,89
373,4,4:36.0,,Shooting foul by B. Biyombo (drawn by D. Cousins),97,89
374,4,4:36.0,,D. Cousins makes free throw 1 of 2,97,90
375,4,4:36.0,,Sacramento full timeout,97,90
376,4,4:36.0,K. Lowry enters the game for P. Patterson,,97,90
377,4,4:36.0,,D. Cousins makes free throw 2 of 2,97,91
378,4,4:23.0,C. Joseph makes 2-pt layup from 2 ft,,99,91
379,4,4:04.0,,O. Casspi makes 2-pt layup from 2 ft (assist by R. Gay),99,93
380,4,3:40.0,D. Carroll misses 2-pt jump shot from 6 ft (block by O. Casspi),,99,93
