,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MEMPHIS_ACTION,ORLANDO_SCORE,MEMPHIS_SCORE
44,1,6:12.0,,T. Allen misses free throw 1 of 2,16,13
45,1,6:12.0,,Offensive rebound by Team,16,13
46,1,6:12.0,,T. Allen makes free throw 2 of 2,16,14
47,1,5:57.0,N. Vučević misses 2-pt jump shot from 9 ft,,16,14
48,1,5:55.0,,Defensive rebound by Z. Randolph,16,14
49,1,5:44.0,,M. Gasol makes 2-pt layup from 1 ft,16,16
50,1,5:40.0,Turnover by E. Payton (bad pass),,16,16
51,1,5:40.0,,Memphis full timeout,16,16
52,1,5:40.0,,M. Chalmers enters the game for M. Conley,16,16
53,1,5:21.0,,C. Lee makes 2-pt jump shot from 3 ft (assist by M. Gasol),16,18
54,1,4:58.0,V. Oladipo misses 2-pt jump shot from 19 ft,,16,18
55,1,4:58.0,,Defensive rebound by T. Allen,16,18
56,1,4:44.0,,M. Gasol misses 2-pt jump shot from 17 ft,16,18
57,1,4:44.0,Defensive rebound by A. Gordon,,16,18
58,1,4:37.0,A. Gordon misses 2-pt layup from 1 ft,,16,18
59,1,4:37.0,,Defensive rebound by Team,16,18
60,1,4:21.0,,Z. Randolph misses 2-pt jump shot from 16 ft,16,18
61,1,4:20.0,Defensive rebound by T. Harris,,16,18
62,1,4:07.0,A. Gordon makes 2-pt jump shot from 8 ft (assist by V. Oladipo),,18,18
63,1,3:48.0,,Personal foul by E. Payton (drawn by M. Chalmers),18,18
64,1,3:48.0,,M. Barnes enters the game for Z. Randolph,18,18
65,1,3:48.0,E. Fournier enters the game for V. Oladipo,,18,18
66,1,3:38.0,,M. Barnes makes 2-pt layup from 1 ft (assist by M. Gasol),18,20
67,1,3:19.0,Turnover by T. Harris (bad pass; steal by M. Gasol),,18,20
68,1,3:13.0,,T. Allen makes 2-pt layup from 2 ft (assist by M. Gasol),18,22
69,1,3:05.0,E. Payton makes 2-pt layup from 2 ft,,20,22
70,1,2:50.0,,M. Gasol misses 2-pt hook shot from 5 ft,20,22
71,1,2:48.0,Defensive rebound by A. Gordon,,20,22
72,1,2:39.0,E. Fournier makes 3-pt jump shot from 22 ft (assist by E. Payton),,23,22
73,1,2:25.0,,M. Chalmers misses 2-pt layup from 2 ft,23,22
74,1,2:22.0,,Offensive rebound by M. Chalmers,23,22
75,1,2:20.0,,C. Lee makes 3-pt jump shot from 22 ft (assist by M. Chalmers),23,25
76,1,1:57.0,A. Gordon misses 3-pt jump shot from 22 ft,,23,25
77,1,1:56.0,Offensive rebound by N. Vučević,,23,25
78,1,1:55.0,Orlando full timeout,,23,25
79,1,1:55.0,,J. Green enters the game for T. Allen,23,25
80,1,1:55.0,S. Napier enters the game for A. Gordon,,23,25
81,1,1:55.0,J. Smith enters the game for N. Vučević,,23,25
82,1,1:55.0,M. Hezonja enters the game for E. Payton,,23,25
83,1,1:36.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by T. Harris),,26,25
84,1,1:22.0,,Personal foul by M. Hezonja (drawn by J. Green),26,25
85,1,1:22.0,,J. Green makes free throw 1 of 2,26,26
86,1,1:22.0,,V. Carter enters the game for C. Lee,26,26
87,1,1:22.0,,J. Green makes free throw 2 of 2,26,27
88,1,1:04.0,J. Smith makes 2-pt jump shot from 16 ft (assist by S. Napier),,28,27
89,1,0:43.0,,Shooting foul by J. Smith (drawn by M. Gasol),28,27
90,1,0:43.0,,M. Gasol makes free throw 1 of 2,28,28
91,1,0:43.0,C. Frye enters the game for T. Harris,,28,28
92,1,0:43.0,,M. Gasol makes free throw 2 of 2,28,29
93,1,0:32.0,S. Napier makes 3-pt jump shot from 24 ft,,31,29
94,1,0:25.0,,M. Gasol makes 2-pt layup at rim (assist by J. Green),31,31
95,1,0:02.0,M. Hezonja makes 2-pt layup from 1 ft,,33,31
96,1,0:02.0,J. Smith misses 2-pt jump shot from 21 ft,,33,31
97,1,0:02.0,Offensive rebound by M. Hezonja,,33,31
98,1,0:00.0,,J. Green misses 3-pt jump shot from 50 ft,33,31
99,1,0:00.0,,Offensive rebound by Team,33,31
100,2,11:38.0,M. Hezonja makes 3-pt jump shot from 25 ft (assist by J. Smith),,36,31
101,2,11:23.0,,J. Green makes 2-pt layup from 3 ft (assist by M. Barnes),36,33
102,2,11:06.0,J. Smith misses 2-pt jump shot from 20 ft,,36,33
103,2,11:05.0,,Defensive rebound by J. Green,36,33
104,2,10:52.0,,Turnover by J. Green (bad pass),36,33
105,2,10:35.0,S. Napier misses 2-pt jump shot from 20 ft,,36,33
106,2,10:32.0,Offensive rebound by C. Frye,,36,33
107,2,10:32.0,C. Frye misses 2-pt layup from 1 ft,,36,33
108,2,10:31.0,,Defensive rebound by V. Carter,36,33
109,2,10:24.0,,J. Green misses 2-pt layup from 2 ft,36,33
110,2,10:23.0,Defensive rebound by M. Hezonja,,36,33
111,2,10:14.0,S. Napier makes 3-pt jump shot from 23 ft (assist by E. Fournier),,39,33
112,2,10:12.0,,Memphis full timeout,39,33
113,2,10:12.0,,M. Conley enters the game for M. Chalmers,39,33
114,2,9:51.0,,V. Carter misses 2-pt jump shot from 3 ft,39,33
115,2,9:50.0,Defensive rebound by J. Smith,,39,33
116,2,9:37.0,Turnover by J. Smith (bad pass; steal by M. Conley),,39,33
117,2,9:32.0,,M. Conley makes 2-pt layup from 2 ft,39,35
118,2,9:11.0,Personal foul by M. Barnes (drawn by E. Fournier),,39,35
119,2,9:11.0,,Z. Randolph enters the game for R. Hollins,39,35
120,2,9:04.0,E. Fournier misses 3-pt jump shot from 22 ft,,39,35
121,2,9:02.0,Offensive rebound by J. Smith,,39,35
122,2,8:57.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by J. Smith),,42,35
123,2,8:43.0,,M. Conley misses 2-pt layup from 1 ft (block by J. Smith),42,35
124,2,8:42.0,,Offensive rebound by Z. Randolph,42,35
125,2,8:41.0,,Z. Randolph makes 2-pt layup from 2 ft,42,37
126,2,8:27.0,C. Frye makes 2-pt layup from 2 ft (assist by E. Fournier),,44,37
127,2,8:27.0,Shooting foul by V. Carter (drawn by C. Frye),,44,37
128,2,8:27.0,,T. Allen enters the game for V. Carter,44,37
129,2,8:27.0,C. Frye makes free throw 1 of 1,,45,37
130,2,8:12.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by M. Barnes),45,39
131,2,7:56.0,M. Hezonja misses 3-pt jump shot from 26 ft,,45,39
132,2,7:54.0,Offensive rebound by E. Fournier,,45,39
133,2,7:54.0,C. Frye makes 2-pt dunk at rim (assist by E. Fournier),,47,39
134,2,7:54.0,Shooting foul by M. Barnes (drawn by C. Frye),,47,39
135,2,7:54.0,C. Frye makes free throw 1 of 1,,48,39
136,2,7:39.0,,J. Green makes 2-pt layup from 2 ft (assist by M. Conley),48,41
137,2,7:25.0,Turnover by E. Fournier (bad pass; steal by J. Green),,48,41
138,2,7:18.0,,Shooting foul by J. Smith (drawn by J. Green),48,41
139,2,7:18.0,,J. Green makes 2-pt dunk at rim,48,43
140,2,7:18.0,N. Vučević enters the game for J. Smith,,48,43
141,2,7:18.0,A. Gordon enters the game for C. Frye,,48,43
142,2,7:18.0,,J. Green misses free throw 1 of 1,48,43
143,2,7:17.0,Defensive rebound by S. Napier,,48,43
144,2,7:07.0,E. Fournier misses 3-pt jump shot from 24 ft,,48,43
145,2,7:07.0,,Defensive rebound by Z. Randolph,48,43
146,2,6:55.0,,M. Barnes misses 3-pt jump shot from 26 ft,48,43
147,2,6:54.0,Defensive rebound by N. Vučević,,48,43
148,2,6:42.0,N. Vučević misses 2-pt jump shot from 16 ft,,48,43
149,2,6:41.0,,Defensive rebound by M. Barnes,48,43
150,2,6:29.0,,Z. Randolph misses 2-pt jump shot from 12 ft,48,43
151,2,6:29.0,Defensive rebound by M. Hezonja,,48,43
152,2,6:14.0,S. Napier misses 3-pt jump shot from 24 ft,,48,43
153,2,6:13.0,,Defensive rebound by Z. Randolph,48,43
154,2,6:05.0,,Shooting foul by N. Vučević (drawn by J. Green),48,43
155,2,6:05.0,,J. Green makes free throw 1 of 2,48,44
156,2,6:05.0,T. Harris enters the game for E. Fournier,,48,44
157,2,6:05.0,V. Oladipo enters the game for M. Hezonja,,48,44
158,2,6:05.0,E. Payton enters the game for S. Napier,,48,44
159,2,6:05.0,,J. Green makes free throw 2 of 2,48,45
160,2,5:48.0,T. Harris makes 3-pt jump shot from 23 ft (assist by N. Vučević),,51,45
161,2,5:25.0,,Z. Randolph misses 2-pt layup from 1 ft (block by N. Vučević),51,45
162,2,5:25.0,Defensive rebound by N. Vučević,,51,45
163,2,5:25.0,,Loose ball foul by Z. Randolph (drawn by N. Vučević),51,45
164,2,5:25.0,Orlando full timeout,,51,45
165,2,5:25.0,,M. Gasol enters the game for M. Barnes,51,45
166,2,5:04.0,E. Payton makes 2-pt layup from 2 ft,,53,45
167,2,4:47.0,,Offensive foul by T. Allen (drawn by E. Payton),53,45
168,2,4:47.0,,Turnover by T. Allen (offensive foul),53,45
169,2,4:33.0,A. Gordon misses 3-pt jump shot from 24 ft,,53,45
170,2,4:32.0,,Defensive rebound by T. Allen,53,45
171,2,4:27.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by T. Allen),53,47
172,2,4:04.0,V. Oladipo misses 2-pt layup from 3 ft (block by J. Green),,53,47
173,2,4:03.0,,Defensive rebound by M. Conley,53,47
174,2,3:52.0,,M. Conley misses 3-pt jump shot from 24 ft,53,47
175,2,3:50.0,Defensive rebound by V. Oladipo,,53,47
176,2,3:43.0,N. Vučević makes 2-pt hook shot at rim (assist by T. Harris),,55,47
177,2,3:28.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by M. Conley),55,49
178,2,3:09.0,Turnover by N. Vučević (lost ball; steal by M. Gasol),,55,49
179,2,3:04.0,,T. Allen makes 2-pt layup from 1 ft,55,51
180,2,2:48.0,Turnover by A. Gordon (bad pass; steal by M. Gasol),,55,51
181,2,2:40.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by M. Gasol),55,53
182,2,2:37.0,Orlando full timeout,,55,53
183,2,2:37.0,,M. Chalmers enters the game for M. Conley,55,53
184,2,2:37.0,D. Dedmon enters the game for A. Gordon,,55,53
185,2,2:23.0,T. Harris makes 3-pt jump shot from 25 ft,,58,53
186,2,2:23.0,Shooting foul by M. Chalmers (drawn by T. Harris),,58,53
187,2,2:23.0,T. Harris makes free throw 1 of 1,,59,53
188,2,2:05.0,,Z. Randolph makes 2-pt layup from 2 ft,59,55
189,2,1:38.0,T. Harris misses 3-pt jump shot from 22 ft,,59,55
190,2,1:36.0,,Defensive rebound by Z. Randolph,59,55
191,2,1:24.0,,J. Green makes 3-pt jump shot from 22 ft (assist by M. Chalmers),59,58
192,2,1:13.0,Shooting foul by T. Allen (drawn by V. Oladipo),,59,58
193,2,1:13.0,V. Oladipo makes free throw 1 of 3,,60,58
194,2,1:13.0,V. Oladipo makes free throw 2 of 3,,61,58
195,2,1:13.0,V. Oladipo makes free throw 3 of 3,,62,58
196,2,0:53.0,,J. Green makes 2-pt jump shot from 5 ft,62,60
197,2,0:53.0,,Shooting foul by D. Dedmon (drawn by J. Green),62,60
198,2,0:53.0,,J. Green makes free throw 1 of 1,62,61
199,2,0:41.0,Shooting foul by M. Chalmers (drawn by E. Payton),,62,61
200,2,0:41.0,E. Payton misses free throw 1 of 2,,62,61
201,2,0:41.0,Offensive rebound by Team,,62,61
202,2,0:41.0,J. Smith enters the game for N. Vučević,,62,61
203,2,0:41.0,E. Payton makes free throw 2 of 2,,63,61
204,2,0:25.0,,J. Green makes 3-pt jump shot from 22 ft (assist by M. Chalmers),63,64
205,2,0:06.0,J. Smith makes 2-pt jump shot from 17 ft (assist by V. Oladipo),,65,64
206,2,0:00.0,,M. Chalmers misses 2-pt jump shot from 16 ft,65,64
207,2,0:00.0,,Offensive rebound by Team,65,64
208,3,11:45.0,N. Vučević misses 2-pt hook shot from 7 ft,,65,64
209,3,11:43.0,,Defensive rebound by T. Allen,65,64
210,3,11:27.0,,C. Lee misses 2-pt jump shot from 11 ft,65,64
211,3,11:26.0,Defensive rebound by E. Payton,,65,64
212,3,11:14.0,V. Oladipo misses 2-pt jump shot from 18 ft (block by C. Lee),,65,64
213,3,11:13.0,,Defensive rebound by M. Conley,65,64
214,3,10:52.0,,C. Lee makes 3-pt jump shot from 24 ft (assist by Z. Randolph),65,67
215,3,10:30.0,N. Vučević misses 2-pt jump shot from 15 ft,,65,67
216,3,10:29.0,,Defensive rebound by Z. Randolph,65,67
217,3,10:10.0,,Z. Randolph misses 2-pt jump shot from 3 ft,65,67
218,3,10:08.0,,Offensive rebound by Z. Randolph,65,67
219,3,10:08.0,,Z. Randolph makes 2-pt layup from 1 ft,65,69
220,3,9:57.0,Turnover by T. Harris (lost ball; steal by T. Allen),,65,69
221,3,9:44.0,,M. Conley misses 2-pt jump shot from 4 ft (block by E. Payton),65,69
222,3,9:43.0,,Offensive rebound by M. Conley,65,69
223,3,9:39.0,,M. Conley misses 2-pt layup from 2 ft,65,69
224,3,9:37.0,Defensive rebound by A. Gordon,,65,69
225,3,9:26.0,T. Harris misses 2-pt jump shot from 6 ft,,65,69
226,3,9:25.0,Offensive rebound by N. Vučević,,65,69
227,3,9:23.0,Turnover by N. Vučević (lost ball; steal by T. Allen),,65,69
228,3,9:18.0,,T. Allen misses 2-pt layup from 2 ft,65,69
229,3,9:15.0,Defensive rebound by N. Vučević,,65,69
230,3,9:11.0,V. Oladipo misses 2-pt jump shot from 12 ft,,65,69
231,3,9:10.0,,Defensive rebound by Z. Randolph,65,69
232,3,8:55.0,,M. Gasol misses 2-pt jump shot from 10 ft,65,69
233,3,8:53.0,Defensive rebound by A. Gordon,,65,69
234,3,8:46.0,Personal foul by T. Allen (drawn by T. Harris),,65,69
235,3,8:46.0,E. Fournier enters the game for V. Oladipo,,65,69
236,3,8:37.0,T. Harris makes 3-pt jump shot from 24 ft (assist by E. Payton),,68,69
237,3,8:13.0,,M. Gasol misses 2-pt jump shot from 14 ft,68,69
238,3,8:13.0,Defensive rebound by A. Gordon,,68,69
239,3,7:59.0,A. Gordon misses 3-pt jump shot from 22 ft,,68,69
240,3,7:57.0,Offensive rebound by E. Payton,,68,69
241,3,7:54.0,Turnover by A. Gordon (traveling),,68,69
242,3,7:35.0,,M. Conley misses 3-pt jump shot from 25 ft,68,69
243,3,7:34.0,Defensive rebound by T. Harris,,68,69
244,3,7:23.0,N. Vučević makes 2-pt layup from 1 ft,,70,69
245,3,6:57.0,,M. Gasol makes 2-pt layup from 2 ft (assist by M. Conley),70,71
246,3,6:53.0,Personal foul by C. Lee (drawn by T. Harris),,70,71
247,3,6:41.0,N. Vučević misses 2-pt jump shot from 11 ft,,70,71
248,3,6:40.0,,Defensive rebound by Z. Randolph,70,71
249,3,6:32.0,,Turnover by C. Lee (lost ball),70,71
250,3,6:15.0,Shooting foul by Z. Randolph (drawn by A. Gordon),,70,71
251,3,6:15.0,A. Gordon makes free throw 1 of 2,,71,71
252,3,6:15.0,A. Gordon makes free throw 2 of 2,,72,71
253,3,5:54.0,,Z. Randolph misses 2-pt hook shot from 4 ft,72,71
254,3,5:50.0,Defensive rebound by T. Harris,,72,71
255,3,5:37.0,E. Payton makes 2-pt layup from 2 ft,,74,71
256,3,5:29.0,,Personal foul by E. Payton (drawn by M. Conley),74,71
257,3,5:29.0,,Memphis full timeout,74,71
258,3,5:29.0,,R. Hollins enters the game for T. Allen,74,71
259,3,5:29.0,,J. Green enters the game for M. Gasol,74,71
260,3,5:14.0,,R. Hollins makes 2-pt dunk at rim (assist by M. Conley),74,73
261,3,4:58.0,N. Vučević makes 2-pt hook shot from 4 ft,,76,73
262,3,4:45.0,,R. Hollins misses 2-pt dunk at rim (block by N. Vučević),76,73
263,3,4:45.0,,Offensive rebound by Team,76,73
264,3,4:36.0,,J. Green makes 2-pt jump shot from 7 ft,76,75
265,3,4:21.0,Turnover by E. Payton (traveling),,76,75
266,3,4:21.0,,M. Chalmers enters the game for M. Conley,76,75
267,3,4:03.0,,Turnover by Z. Randolph (lost ball),76,75
268,3,3:52.0,Turnover by N. Vučević (3 sec),,76,75
269,3,3:38.0,,C. Lee misses 3-pt jump shot from 24 ft,76,75
270,3,3:36.0,Defensive rebound by A. Gordon,,76,75
271,3,3:18.0,E. Payton misses 2-pt jump shot from 19 ft,,76,75
272,3,3:18.0,,Defensive rebound by R. Hollins,76,75
273,3,3:07.0,,M. Chalmers misses 2-pt jump shot from 3 ft,76,75
274,3,3:05.0,,Offensive rebound by R. Hollins,76,75
275,3,3:05.0,,R. Hollins makes 2-pt layup from 1 ft,76,77
276,3,2:50.0,E. Payton misses 2-pt jump shot from 6 ft,,76,77
277,3,2:48.0,,Defensive rebound by R. Hollins,76,77
278,3,2:45.0,,J. Green makes 2-pt dunk at rim (assist by M. Chalmers),76,79
279,3,2:45.0,Orlando full timeout,,76,79
280,3,2:45.0,V. Oladipo enters the game for T. Harris,,76,79
281,3,2:45.0,C. Frye enters the game for A. Gordon,,76,79
282,3,2:45.0,,M. Barnes enters the game for C. Lee,76,79
283,3,2:34.0,N. Vučević misses 2-pt jump shot from 19 ft,,76,79
284,3,2:32.0,,Defensive rebound by J. Green,76,79
285,3,2:21.0,,Personal foul by C. Frye (drawn by M. Chalmers),76,79
286,3,2:18.0,,Personal foul by C. Frye (drawn by Z. Randolph),76,79
287,3,2:10.0,,J. Green misses 3-pt jump shot from 25 ft,76,79
288,3,2:09.0,,Offensive rebound by J. Green,76,79
289,3,1:45.0,,M. Barnes misses 3-pt jump shot from 26 ft,76,79
290,3,1:44.0,Defensive rebound by N. Vučević,,76,79
291,3,1:25.0,C. Frye misses 3-pt jump shot from 24 ft,,76,79
292,3,1:25.0,,Defensive rebound by M. Barnes,76,79
293,3,1:14.0,J. Smith enters the game for N. Vučević,,76,79
294,3,1:14.0,,M. Gasol enters the game for R. Hollins,76,79
295,3,1:06.0,,Shooting foul by V. Oladipo (drawn by J. Green),76,79
296,3,1:06.0,,J. Green misses free throw 1 of 2,76,79
297,3,1:06.0,,Offensive rebound by Team,76,79
298,3,1:06.0,S. Napier enters the game for E. Payton,,76,79
299,3,1:06.0,,J. Green makes free throw 2 of 2,76,80
300,3,0:55.0,J. Smith makes 2-pt layup from 3 ft (assist by V. Oladipo),,78,80
301,3,0:43.0,,Turnover by M. Chalmers (bad pass),78,80
302,3,0:43.0,,T. Allen enters the game for Z. Randolph,78,80
303,3,0:33.0,Turnover by C. Frye (bad pass),,78,80
304,3,0:33.0,,C. Lee enters the game for T. Allen,78,80
305,3,0:23.0,,J. Green misses 3-pt jump shot from 24 ft,78,80
306,3,0:22.0,,Offensive rebound by M. Barnes,78,80
307,3,0:06.0,,Turnover by M. Chalmers (lost ball),78,80
308,3,0:06.0,,T. Allen enters the game for C. Lee,78,80
309,3,0:02.0,Personal foul by M. Gasol (drawn by E. Fournier),,78,80
310,3,0:00.0,E. Fournier makes 3-pt jump shot from 27 ft (assist by J. Smith),,81,80
311,4,11:48.0,,J. Green misses 2-pt layup from 1 ft,81,80
312,4,11:48.0,Defensive rebound by C. Frye,,81,80
313,4,11:48.0,,Loose ball foul by J. Green (drawn by C. Frye),81,80
314,4,11:35.0,J. Smith makes 2-pt jump shot from 15 ft (assist by V. Oladipo),,83,80
315,4,11:14.0,,M. Conley misses 2-pt jump shot from 6 ft,83,80
316,4,11:12.0,,Offensive rebound by T. Allen,83,80
317,4,11:08.0,,T. Allen misses 2-pt jump shot from 5 ft,83,80
318,4,11:08.0,,Offensive rebound by J. Green,83,80
319,4,11:08.0,,J. Green makes 2-pt layup from 2 ft,83,82
320,4,10:54.0,Turnover by J. Smith (bad pass; steal by M. Gasol),,83,82
321,4,10:42.0,,Personal foul by J. Smith (drawn by M. Gasol),83,82
322,4,10:34.0,,Turnover by M. Conley (bad pass),83,82
323,4,10:18.0,E. Fournier makes 2-pt layup from 1 ft,,85,82
324,4,9:57.0,,M. Gasol misses 2-pt layup from 1 ft,85,82
325,4,9:56.0,,Offensive rebound by M. Barnes,85,82
326,4,9:56.0,,M. Barnes misses 2-pt layup from 1 ft,85,82
327,4,9:55.0,,Offensive rebound by M. Barnes,85,82
328,4,9:48.0,,M. Gasol misses 2-pt jump shot from 10 ft,85,82
329,4,9:46.0,Defensive rebound by V. Oladipo,,85,82
330,4,9:30.0,S. Napier misses 2-pt jump shot from 16 ft,,85,82
331,4,9:28.0,,Defensive rebound by Team,85,82
332,4,9:13.0,,T. Allen misses 2-pt layup from 2 ft,85,82
333,4,9:13.0,Defensive rebound by S. Napier,,85,82
334,4,8:54.0,V. Oladipo makes 2-pt layup from 1 ft,,87,82
335,4,8:54.0,,Memphis full timeout,87,82
336,4,8:54.0,,C. Lee enters the game for M. Barnes,87,82
337,4,8:40.0,,M. Conley makes 2-pt jump shot from 9 ft,87,84
338,4,8:23.0,C. Frye misses 2-pt jump shot from 6 ft,,87,84
339,4,8:21.0,,Defensive rebound by J. Green,87,84
340,4,8:06.0,,M. Gasol misses 2-pt jump shot from 3 ft (block by C. Frye),87,84
341,4,8:04.0,,Offensive rebound by M. Gasol,87,84
342,4,8:00.0,,J. Green misses 3-pt jump shot from 24 ft,87,84
343,4,7:59.0,Defensive rebound by E. Fournier,,87,84
344,4,7:49.0,V. Oladipo misses 3-pt jump shot from 25 ft,,87,84
345,4,7:48.0,,Defensive rebound by M. Conley,87,84
346,4,7:41.0,,Memphis full timeout,87,84
347,4,7:41.0,T. Harris enters the game for C. Frye,,87,84
348,4,7:32.0,,C. Lee misses 2-pt jump shot from 5 ft,87,84
349,4,7:31.0,,Offensive rebound by M. Gasol,87,84
350,4,7:31.0,,M. Gasol makes 2-pt layup from 2 ft,87,86
351,4,7:18.0,J. Smith misses 2-pt jump shot from 6 ft,,87,86
352,4,7:17.0,,Defensive rebound by T. Allen,87,86
353,4,7:08.0,,Personal foul by J. Smith (drawn by M. Gasol),87,86
354,4,7:08.0,,M. Barnes enters the game for J. Green,87,86
355,4,7:08.0,N. Vučević enters the game for J. Smith,,87,86
356,4,6:58.0,,M. Gasol misses 2-pt hook shot from 5 ft,87,86
357,4,6:55.0,,Offensive rebound by T. Allen,87,86
358,4,6:48.0,,T. Allen makes 2-pt layup from 1 ft,87,88
359,4,6:29.0,Turnover by V. Oladipo (traveling),,87,88
360,4,6:29.0,E. Payton enters the game for S. Napier,,87,88
361,4,6:13.0,,M. Gasol makes 2-pt dunk at rim (assist by M. Conley),87,90
362,4,5:54.0,E. Payton makes 2-pt layup from 1 ft,,89,90
363,4,5:20.0,,M. Barnes misses 3-pt jump shot from 23 ft,89,90
364,4,5:19.0,Defensive rebound by N. Vučević,,89,90
365,4,5:11.0,Turnover by N. Vučević (lost ball; steal by T. Allen),,89,90
366,4,5:08.0,,T. Allen makes 2-pt layup from 2 ft,89,92
367,4,5:08.0,,Shooting foul by E. Payton (drawn by T. Allen),89,92
368,4,5:08.0,,Memphis full timeout,89,92
369,4,5:08.0,,Z. Randolph enters the game for M. Barnes,89,92
370,4,5:08.0,,T. Allen misses free throw 1 of 1,89,92
371,4,5:07.0,Defensive rebound by N. Vučević,,89,92
372,4,4:55.0,V. Oladipo misses 3-pt jump shot from 22 ft,,89,92
373,4,4:55.0,,Defensive rebound by M. Conley,89,92
374,4,4:41.0,,M. Gasol makes 2-pt jump shot from 13 ft (assist by M. Conley),89,94
375,4,4:14.0,N. Vučević makes 2-pt jump shot from 19 ft (assist by E. Fournier),,91,94
376,4,3:46.0,,C. Lee makes 2-pt jump shot from 8 ft,91,96
377,4,3:23.0,N. Vučević makes 2-pt jump shot from 5 ft (assist by V. Oladipo),,93,96
378,4,3:02.0,,C. Lee misses 2-pt jump shot from 8 ft,93,96
379,4,3:00.0,Defensive rebound by V. Oladipo,,93,96
380,4,2:46.0,N. Vučević makes 2-pt jump shot from 6 ft (assist by T. Harris),,95,96
381,4,2:18.0,,M. Gasol misses 2-pt jump shot from 8 ft,95,96
382,4,2:14.0,,Offensive rebound by Z. Randolph,95,96
383,4,1:55.0,,Z. Randolph misses 2-pt jump shot from 12 ft,95,96
384,4,1:55.0,Defensive rebound by E. Fournier,,95,96
385,4,1:54.0,Orlando full timeout,,95,96
386,4,1:54.0,,J. Green enters the game for Z. Randolph,95,96
387,4,1:37.0,N. Vučević misses 2-pt jump shot from 18 ft,,95,96
