,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DETROIT_ACTION,SACRAMENTO_SCORE,DETROIT_SCORE
388,4,3:41.0,R. Rondo misses 2-pt jump shot from 19 ft,,98,104
389,4,3:40.0,,Defensive rebound by T. Harris,98,104
390,4,3:37.0,,Personal foul by R. Rondo,98,104
391,4,3:37.0,,A. Baynes enters the game for A. Drummond,98,104
392,4,3:25.0,,R. Jackson misses 2-pt jump shot from 5 ft (block by J. Anderson),98,104
393,4,3:24.0,,Offensive rebound by A. Baynes,98,104
394,4,3:21.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by M. Morris),98,107
395,4,3:21.0,Sacramento full timeout,,98,107
396,4,3:13.0,Shooting foul by A. Baynes (drawn by D. Cousins),,98,107
397,4,3:13.0,D. Cousins makes free throw 1 of 2,,99,107
398,4,3:13.0,D. Cousins makes free throw 2 of 2,,100,107
399,4,2:57.0,,Shooting foul by D. Cousins (drawn by M. Morris),100,107
400,4,2:57.0,,M. Morris makes free throw 1 of 2,100,108
401,4,2:57.0,,M. Morris makes free throw 2 of 2,100,109
402,4,2:51.0,Personal foul by K. Caldwell-Pope,,100,109
403,4,2:47.0,Personal foul by R. Jackson,,100,109
404,4,2:47.0,D. Cousins makes free throw 1 of 2,,101,109
405,4,2:47.0,D. Cousins makes free throw 2 of 2,,102,109
406,4,2:31.0,,R. Jackson misses 3-pt jump shot from 26 ft,102,109
407,4,2:30.0,Defensive rebound by R. Rondo,,102,109
408,4,2:18.0,D. Cousins makes 2-pt layup from 1 ft (assist by R. Rondo),,104,109
409,4,2:00.0,,R. Jackson makes 2-pt jump shot from 5 ft,104,111
410,4,1:54.0,D. Cousins misses 3-pt jump shot from 27 ft,,104,111
411,4,1:54.0,,Defensive rebound by K. Caldwell-Pope,104,111
412,4,1:45.0,,Detroit full timeout,104,111
413,4,1:37.0,,T. Harris misses 2-pt layup from 1 ft (block by R. Gay),104,111
414,4,1:36.0,Defensive rebound by R. Rondo,,104,111
415,4,1:27.0,R. Gay misses 2-pt layup from 2 ft (block by A. Baynes),,104,111
416,4,1:27.0,,Defensive rebound by A. Baynes,104,111
417,4,1:27.0,,Personal foul by R. Rondo,104,111
418,4,1:27.0,,A. Baynes makes free throw 1 of 2,104,112
419,4,1:27.0,,A. Baynes makes free throw 2 of 2,104,113
420,4,1:27.0,Sacramento full timeout,,104,113
421,4,1:18.0,J. Anderson misses 3-pt jump shot from 26 ft,,104,113
422,4,1:18.0,,Defensive rebound by A. Baynes,104,113
423,4,0:58.0,,M. Morris misses 3-pt jump shot from 24 ft,104,113
424,4,0:57.0,,Offensive rebound by A. Baynes,104,113
425,4,0:57.0,,A. Baynes misses 2-pt layup at rim,104,113
426,4,0:57.0,,Offensive rebound by A. Baynes,104,113
427,4,0:53.0,,A. Baynes makes 2-pt layup at rim,104,115
428,4,0:45.0,D. Cousins makes 2-pt layup at rim (assist by R. Rondo),,106,115
429,4,0:19.0,,R. Jackson misses 3-pt jump shot from 27 ft,106,115
430,4,0:19.0,,Offensive rebound by Team,106,115
431,4,0:19.0,,Turnover by Team (shot clock),106,115
432,4,0:18.0,J. Anderson makes 2-pt layup from 1 ft (assist by R. Rondo),,108,115
