,QUARTER,TIME_REMAINING,MIAMI_ACTION,ATLANTA_ACTION,MIAMI_SCORE,ATLANTA_SCORE
103,1,0:58.0,,A. Horford makes 2-pt jump shot from 13 ft,22,19
104,1,0:39.0,B. Udrih misses 2-pt jump shot from 14 ft,,22,19
105,1,0:37.0,,Defensive rebound by T. Sefolosha,22,19
106,1,0:30.0,,Shooting foul by B. Udrih (drawn by D. Schröder),22,19
107,1,0:30.0,,D. Schröder makes free throw 1 of 2,22,20
108,1,0:30.0,G. Dragić enters the game for H. Whiteside,,22,20
109,1,0:30.0,,K. Bazemore enters the game for M. Muscala,22,20
110,1,0:30.0,,D. Schröder misses free throw 2 of 2,22,20
111,1,0:29.0,Defensive rebound by J. Winslow,,22,20
112,1,0:04.0,J. Winslow misses 3-pt jump shot from 22 ft,,22,20
113,1,0:03.0,,Defensive rebound by K. Korver,22,20
114,1,0:00.0,,A. Horford misses 3-pt jump shot from 27 ft,22,20
115,1,0:00.0,,Offensive rebound by Team,22,20
116,2,11:42.0,Turnover by J. Winslow (bad pass; steal by D. Schröder),,22,20
117,2,11:32.0,,D. Schröder misses 3-pt jump shot from 24 ft,22,20
118,2,11:31.0,,Offensive rebound by T. Splitter,22,20
119,2,11:24.0,,L. Patterson misses 2-pt layup at rim,22,20
120,2,11:22.0,Defensive rebound by U. Haslem,,22,20
121,2,11:02.0,G. Green makes 2-pt jump shot from 14 ft,,24,20
122,2,10:47.0,,K. Korver misses 2-pt jump shot from 15 ft,24,20
123,2,10:45.0,Defensive rebound by C. Bosh,,24,20
124,2,10:31.0,G. Green makes 2-pt jump shot from 16 ft (assist by C. Bosh),,26,20
125,2,10:08.0,,D. Schröder makes 3-pt jump shot from 23 ft (assist by A. Horford),26,23
126,2,9:45.0,B. Udrih makes 3-pt jump shot from 24 ft (assist by J. Winslow),,29,23
127,2,9:35.0,,Offensive foul by D. Schröder (drawn by G. Green),29,23
128,2,9:35.0,,Turnover by D. Schröder (offensive foul),29,23
129,2,9:23.0,C. Bosh misses 2-pt jump shot from 21 ft,,29,23
130,2,9:22.0,,Defensive rebound by T. Splitter,29,23
131,2,9:11.0,,K. Korver makes 2-pt jump shot from 21 ft (assist by T. Splitter),29,25
132,2,8:53.0,Turnover by B. Udrih (lost ball; steal by D. Schröder),,29,25
133,2,8:53.0,,Personal foul by B. Udrih (drawn by D. Schröder),29,25
134,2,8:53.0,Official timeout,,29,25
135,2,8:53.0,L. Deng enters the game for J. Winslow,,29,25
136,2,8:42.0,,K. Korver misses 3-pt jump shot from 24 ft,29,25
137,2,8:41.0,Defensive rebound by G. Green,,29,25
138,2,8:30.0,G. Green misses 2-pt jump shot from 17 ft,,29,25
139,2,8:29.0,,Defensive rebound by A. Horford,29,25
140,2,8:17.0,,Turnover by K. Korver (bad pass; steal by G. Green),29,25
141,2,8:06.0,U. Haslem misses 2-pt jump shot from 14 ft,,29,25
142,2,8:05.0,,Defensive rebound by K. Korver,29,25
143,2,7:55.0,,A. Horford makes 3-pt jump shot from 24 ft (assist by D. Schröder),29,28
144,2,7:30.0,Shooting foul by A. Horford (drawn by C. Bosh),,29,28
145,2,7:30.0,C. Bosh makes free throw 1 of 2,,30,28
146,2,7:30.0,,J. Teague enters the game for D. Schröder,30,28
147,2,7:30.0,,M. Muscala enters the game for T. Splitter,30,28
148,2,7:30.0,D. Wade enters the game for U. Haslem,,30,28
149,2,7:30.0,C. Bosh makes free throw 2 of 2,,31,28
150,2,7:11.0,,L. Patterson makes 2-pt layup from 1 ft (assist by M. Muscala),31,30
151,2,7:04.0,Miami full timeout,,31,30
152,2,7:04.0,,K. Bazemore enters the game for A. Horford,31,30
153,2,7:04.0,,T. Splitter enters the game for K. Korver,31,30
154,2,7:04.0,,P. Millsap enters the game for M. Muscala,31,30
155,2,7:04.0,H. Whiteside enters the game for C. Bosh,,31,30
156,2,7:04.0,G. Dragić enters the game for B. Udrih,,31,30
157,2,6:58.0,D. Wade misses 2-pt jump shot from 19 ft,,31,30
158,2,6:55.0,Offensive rebound by G. Green,,31,30
159,2,6:50.0,L. Deng makes 2-pt layup from 3 ft (assist by G. Green),,33,30
160,2,6:35.0,,K. Bazemore misses 3-pt jump shot from 24 ft,33,30
161,2,6:33.0,Defensive rebound by H. Whiteside,,33,30
162,2,6:21.0,H. Whiteside misses 2-pt hook shot from 6 ft,,33,30
163,2,6:20.0,Offensive rebound by D. Wade,,33,30
164,2,6:20.0,D. Wade makes 2-pt layup at rim,,35,30
165,2,6:02.0,,P. Millsap makes 2-pt jump shot from 1 ft (assist by J. Teague),35,32
166,2,5:43.0,Personal foul by P. Millsap (drawn by G. Dragić),,35,32
167,2,5:28.0,G. Green misses 3-pt jump shot from 24 ft,,35,32
168,2,5:28.0,Offensive rebound by Team,,35,32
169,2,5:28.0,Turnover by Team (shot clock),,35,32
170,2,5:19.0,,Turnover by P. Millsap (lost ball; steal by L. Deng),35,32
171,2,5:16.0,Personal foul by K. Bazemore (drawn by L. Deng),,35,32
172,2,5:04.0,D. Wade makes 2-pt jump shot from 15 ft (assist by G. Dragić),,37,32
173,2,4:55.0,,Offensive foul by T. Splitter (drawn by G. Dragić),37,32
174,2,4:55.0,,Turnover by T. Splitter (offensive foul),37,32
175,2,4:37.0,D. Wade misses 2-pt jump shot from 5 ft,,37,32
176,2,4:35.0,Offensive rebound by H. Whiteside,,37,32
177,2,4:35.0,H. Whiteside misses 2-pt layup at rim,,37,32
178,2,4:34.0,,Defensive rebound by L. Patterson,37,32
179,2,4:26.0,,P. Millsap makes 2-pt dunk at rim (assist by L. Patterson),37,34
180,2,4:10.0,D. Wade misses 2-pt layup from 1 ft,,37,34
181,2,4:10.0,,Defensive rebound by Team,37,34
182,2,4:10.0,,T. Sefolosha enters the game for L. Patterson,37,34
183,2,4:02.0,,J. Teague misses 2-pt jump shot from 18 ft,37,34
184,2,4:00.0,,Offensive rebound by P. Millsap,37,34
185,2,3:54.0,,K. Bazemore makes 2-pt layup at rim,37,36
186,2,3:38.0,Shooting foul by T. Splitter (drawn by L. Deng),,37,36
187,2,3:38.0,L. Deng makes free throw 1 of 2,,38,36
188,2,3:38.0,C. Bosh enters the game for G. Green,,38,36
189,2,3:38.0,,A. Horford enters the game for T. Splitter,38,36
190,2,3:38.0,L. Deng makes free throw 2 of 2,,39,36
191,2,3:31.0,,Turnover by T. Sefolosha (bad pass; steal by G. Dragić),39,36
192,2,3:23.0,Turnover by D. Wade (lost ball; steal by K. Bazemore),,39,36
193,2,3:10.0,,T. Sefolosha misses 3-pt jump shot from 22 ft,39,36
194,2,3:09.0,Defensive rebound by L. Deng,,39,36
195,2,3:03.0,G. Dragić makes 2-pt jump shot from 18 ft (assist by L. Deng),,41,36
196,2,3:03.0,,Atlanta full timeout,41,36
197,2,3:03.0,,K. Korver enters the game for T. Sefolosha,41,36
198,2,2:49.0,,J. Teague misses 3-pt jump shot from 24 ft,41,36
199,2,2:46.0,Defensive rebound by L. Deng,,41,36
200,2,2:32.0,G. Dragić makes 2-pt layup from 1 ft (assist by C. Bosh),,43,36
201,2,2:25.0,,J. Teague misses 2-pt layup from 1 ft,43,36
202,2,2:23.0,Defensive rebound by C. Bosh,,43,36
203,2,2:18.0,D. Wade misses 2-pt layup at rim,,43,36
204,2,2:16.0,,Defensive rebound by K. Korver,43,36
205,2,2:09.0,,K. Bazemore misses 3-pt jump shot from 25 ft,43,36
206,2,2:08.0,Defensive rebound by H. Whiteside,,43,36
207,2,1:48.0,G. Dragić misses 2-pt layup at rim,,43,36
208,2,1:45.0,,Defensive rebound by J. Teague,43,36
209,2,1:44.0,,Shooting foul by H. Whiteside (drawn by J. Teague),43,36
210,2,1:44.0,,J. Teague makes free throw 1 of 2,43,37
211,2,1:44.0,,J. Teague makes free throw 2 of 2,43,38
212,2,1:26.0,L. Deng misses 2-pt jump shot from 20 ft,,43,38
213,2,1:16.0,Offensive rebound by D. Wade,,43,38
214,2,1:03.0,D. Wade misses 2-pt jump shot from 11 ft,,43,38
215,2,1:01.0,,Defensive rebound by K. Korver,43,38
216,2,0:56.0,,P. Millsap misses 2-pt jump shot from 4 ft,43,38
217,2,0:54.0,Defensive rebound by C. Bosh,,43,38
218,2,0:50.0,,Violation by P. Millsap (def goaltending),43,38
219,2,0:50.0,L. Deng makes 2-pt layup at rim (assist by G. Dragić),,45,38
220,2,0:28.0,,J. Teague misses 2-pt jump shot from 8 ft,45,38
221,2,0:26.0,Defensive rebound by H. Whiteside,,45,38
222,2,0:21.0,Miami full timeout,,45,38
223,2,0:21.0,,T. Sefolosha enters the game for K. Bazemore,45,38
224,2,0:21.0,G. Green enters the game for H. Whiteside,,45,38
225,2,0:08.0,C. Bosh makes 2-pt jump shot from 3 ft (assist by G. Dragić),,47,38
226,2,0:01.0,,A. Horford misses 2-pt layup from 1 ft,47,38
227,2,0:00.0,Defensive rebound by L. Deng,,47,38
228,3,11:45.0,L. Deng makes 2-pt jump shot from 16 ft (assist by G. Dragić),,49,38
229,3,11:33.0,,K. Korver misses 3-pt jump shot from 24 ft,49,38
230,3,11:32.0,Defensive rebound by H. Whiteside,,49,38
231,3,11:17.0,G. Dragić misses 3-pt jump shot from 23 ft,,49,38
232,3,11:16.0,,Defensive rebound by P. Millsap,49,38
233,3,11:07.0,,K. Korver misses 2-pt jump shot from 17 ft,49,38
234,3,11:05.0,Defensive rebound by H. Whiteside,,49,38
235,3,10:48.0,H. Whiteside makes 2-pt dunk from 1 ft (assist by D. Wade),,51,38
236,3,10:35.0,,K. Bazemore makes 2-pt jump shot from 14 ft (assist by J. Teague),51,40
237,3,10:14.0,C. Bosh misses 2-pt jump shot from 18 ft,,51,40
238,3,10:12.0,Offensive rebound by G. Dragić,,51,40
239,3,10:12.0,Shooting foul by A. Horford (drawn by H. Whiteside),,51,40
240,3,10:12.0,H. Whiteside misses free throw 1 of 2,,51,40
241,3,10:12.0,Offensive rebound by Team,,51,40
242,3,10:12.0,H. Whiteside misses free throw 2 of 2,,51,40
243,3,10:11.0,,Defensive rebound by K. Bazemore,51,40
244,3,9:59.0,,A. Horford misses 2-pt jump shot from 20 ft,51,40
245,3,9:58.0,Defensive rebound by D. Wade,,51,40
246,3,9:52.0,D. Wade misses 2-pt jump shot from 21 ft,,51,40
247,3,9:50.0,,Defensive rebound by K. Korver,51,40
248,3,9:44.0,,J. Teague misses 2-pt layup from 2 ft (block by H. Whiteside),51,40
249,3,9:42.0,Defensive rebound by G. Dragić,,51,40
250,3,9:39.0,L. Deng makes 2-pt layup from 1 ft (assist by D. Wade),,53,40
251,3,9:21.0,,Personal foul by G. Dragić (drawn by A. Horford),53,40
252,3,9:21.0,B. Udrih enters the game for G. Dragić,,53,40
253,3,9:15.0,,A. Horford makes 2-pt dunk at rim (assist by J. Teague),53,42
254,3,8:57.0,C. Bosh makes 3-pt jump shot from 23 ft (assist by D. Wade),,56,42
255,3,8:45.0,,A. Horford misses 3-pt jump shot from 24 ft,56,42
256,3,8:44.0,Defensive rebound by C. Bosh,,56,42
257,3,8:32.0,Def 3 sec tech foul by A. Horford,,56,42
258,3,8:32.0,D. Wade makes technical free throw,,57,42
259,3,8:19.0,L. Deng misses 3-pt jump shot from 24 ft,,57,42
260,3,8:18.0,,Defensive rebound by K. Bazemore,57,42
261,3,7:53.0,,J. Teague makes 3-pt jump shot from 25 ft (assist by A. Horford),57,45
262,3,7:33.0,C. Bosh makes 3-pt jump shot from 23 ft (assist by L. Deng),,60,45
263,3,7:21.0,,J. Teague misses 3-pt jump shot from 24 ft,60,45
264,3,7:18.0,Defensive rebound by H. Whiteside,,60,45
265,3,7:12.0,Offensive foul by H. Whiteside (drawn by K. Bazemore),,60,45
266,3,7:12.0,Turnover by H. Whiteside (offensive foul),,60,45
267,3,7:01.0,,K. Korver misses 3-pt jump shot from 24 ft,60,45
268,3,6:59.0,Defensive rebound by D. Wade,,60,45
269,3,6:44.0,Personal foul by K. Bazemore (drawn by D. Wade),,60,45
270,3,6:44.0,,D. Schröder enters the game for K. Korver,60,45
271,3,6:29.0,Turnover by Team (shot clock),,60,45
272,3,6:17.0,,A. Horford makes 2-pt jump shot from 19 ft (assist by D. Schröder),60,47
273,3,6:09.0,Miami full timeout,,60,47
274,3,6:09.0,G. Green enters the game for D. Wade,,60,47
275,3,6:01.0,L. Deng misses 2-pt layup from 1 ft (block by A. Horford),,60,47
276,3,5:59.0,Offensive rebound by L. Deng,,60,47
277,3,5:51.0,B. Udrih makes 2-pt jump shot from 3 ft,,62,47
278,3,5:38.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by K. Bazemore),62,50
279,3,5:22.0,C. Bosh misses 3-pt jump shot from 24 ft,,62,50
280,3,5:21.0,,Defensive rebound by A. Horford,62,50
281,3,5:13.0,,P. Millsap misses 2-pt jump shot from 8 ft,62,50
282,3,5:10.0,Defensive rebound by H. Whiteside,,62,50
283,3,4:55.0,H. Whiteside makes 2-pt dunk at rim (assist by G. Green),,64,50
284,3,4:40.0,,Shooting foul by H. Whiteside (drawn by D. Schröder),64,50
285,3,4:40.0,,D. Schröder makes free throw 1 of 2,64,51
286,3,4:40.0,J. Winslow enters the game for C. Bosh,,64,51
287,3,4:40.0,,T. Splitter enters the game for A. Horford,64,51
288,3,4:40.0,,D. Schröder makes free throw 2 of 2,64,52
289,3,4:26.0,H. Whiteside misses 2-pt jump shot from 8 ft (block by T. Splitter),,64,52
290,3,4:26.0,,Defensive rebound by Team,64,52
291,3,4:15.0,,Personal foul by H. Whiteside (drawn by P. Millsap),64,52
292,3,4:15.0,U. Haslem enters the game for H. Whiteside,,64,52
293,3,4:05.0,,P. Millsap misses 3-pt jump shot from 23 ft,64,52
294,3,4:05.0,Defensive rebound by L. Deng,,64,52
295,3,4:05.0,Personal foul by J. Teague (drawn by L. Deng),,64,52
296,3,3:48.0,,Offensive charge foul by J. Winslow (drawn by P. Millsap),64,52
297,3,3:48.0,Turnover by J. Winslow (offensive foul),,64,52
298,3,3:27.0,,T. Splitter makes 2-pt layup from 1 ft (assist by D. Schröder),64,54
299,3,3:11.0,G. Green makes 2-pt jump shot from 20 ft (assist by L. Deng),,66,54
300,3,2:52.0,,J. Teague makes 2-pt layup at rim,66,56
301,3,2:43.0,B. Udrih makes 2-pt jump shot from 17 ft,,68,56
302,3,2:42.0,,Atlanta full timeout,68,56
303,3,2:42.0,C. Bosh enters the game for L. Deng,,68,56
304,3,2:30.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by P. Millsap),68,58
305,3,2:15.0,Shooting foul by J. Teague (drawn by B. Udrih),,68,58
306,3,2:15.0,B. Udrih makes free throw 1 of 2,,69,58
307,3,2:15.0,B. Udrih makes free throw 2 of 2,,70,58
308,3,2:06.0,,K. Bazemore makes 3-pt jump shot from 24 ft (assist by D. Schröder),70,61
309,3,1:48.0,B. Udrih misses 2-pt jump shot from 14 ft,,70,61
310,3,1:47.0,,Defensive rebound by P. Millsap,70,61
311,3,1:40.0,,Turnover by D. Schröder (lost ball; steal by U. Haslem),70,61
312,3,1:40.0,Personal foul by D. Schröder (drawn by U. Haslem),,70,61
313,3,1:40.0,,K. Korver enters the game for J. Teague,70,61
314,3,1:40.0,U. Haslem makes free throw 1 of 2,,71,61
315,3,1:40.0,G. Dragić enters the game for J. Winslow,,71,61
316,3,1:40.0,U. Haslem makes free throw 2 of 2,,72,61
317,3,1:29.0,,D. Schröder misses 2-pt jump shot from 8 ft,72,61
318,3,1:27.0,Defensive rebound by C. Bosh,,72,61
319,3,1:21.0,,Offensive charge foul by G. Dragić (drawn by D. Schröder),72,61
320,3,1:21.0,Turnover by G. Dragić (offensive foul),,72,61
321,3,1:03.0,,T. Splitter misses 2-pt hook shot at rim,72,61
322,3,1:01.0,Defensive rebound by G. Dragić,,72,61
323,3,0:57.0,G. Dragić makes 2-pt layup from 2 ft,,74,61
324,3,0:46.0,,Personal foul by G. Green (drawn by P. Millsap),74,61
325,3,0:31.0,,P. Millsap misses 3-pt jump shot from 23 ft,74,61
326,3,0:29.0,Defensive rebound by B. Udrih,,74,61
327,3,0:07.0,G. Dragić misses 2-pt jump shot from 18 ft,,74,61
328,3,0:04.0,Offensive rebound by B. Udrih,,74,61
329,3,0:01.0,Turnover by B. Udrih (bad pass; steal by D. Schröder),,74,61
330,4,11:39.0,,D. Schröder misses 3-pt jump shot from 24 ft,74,61
331,4,11:38.0,Defensive rebound by D. Wade,,74,61
332,4,11:30.0,G. Green makes 2-pt layup from 1 ft (assist by D. Wade),,76,61
333,4,11:30.0,Shooting foul by M. Muscala (drawn by G. Green),,76,61
334,4,11:30.0,G. Green makes free throw 1 of 1,,77,61
335,4,11:16.0,,Turnover by T. Sefolosha (bad pass),77,61
336,4,10:51.0,C. Bosh misses 3-pt jump shot from 24 ft,,77,61
337,4,10:50.0,Offensive rebound by G. Green,,77,61
338,4,10:40.0,G. Green makes 2-pt jump shot from 11 ft,,79,61
339,4,10:25.0,,Turnover by T. Sefolosha (lost ball),79,61
340,4,10:11.0,G. Green misses 2-pt jump shot from 16 ft,,79,61
341,4,10:09.0,Offensive rebound by Team,,79,61
342,4,10:01.0,D. Wade misses 2-pt jump shot from 18 ft,,79,61
343,4,10:00.0,,Defensive rebound by D. Schröder,79,61
344,4,9:52.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Schröder),79,64
345,4,9:34.0,D. Wade misses 2-pt jump shot from 11 ft,,79,64
346,4,9:34.0,Offensive rebound by C. Bosh,,79,64
347,4,9:34.0,Personal foul by D. Schröder (drawn by C. Bosh),,79,64
348,4,9:34.0,,K. Bazemore enters the game for T. Sefolosha,79,64
349,4,9:25.0,D. Wade misses 2-pt jump shot from 13 ft,,79,64
350,4,9:23.0,Offensive rebound by G. Dragić,,79,64
351,4,9:23.0,G. Dragić misses 2-pt layup at rim,,79,64
352,4,9:21.0,,Defensive rebound by K. Bazemore,79,64
353,4,9:14.0,,K. Bazemore makes 2-pt layup at rim,79,66
354,4,9:14.0,Miami full timeout,,79,66
355,4,8:58.0,G. Green makes 2-pt jump shot from 18 ft (assist by U. Haslem),,81,66
356,4,8:42.0,,Turnover by A. Horford (offensive goaltending),81,66
357,4,8:27.0,Turnover by G. Green (bad pass; steal by A. Horford),,81,66
358,4,8:22.0,,A. Horford makes 2-pt layup at rim,81,68
359,4,8:08.0,,Violation by K. Korver (kicked ball),81,68
360,4,8:08.0,,P. Millsap enters the game for M. Muscala,81,68
361,4,8:08.0,L. Deng enters the game for C. Bosh,,81,68
362,4,7:58.0,D. Wade makes 2-pt jump shot from 19 ft,,83,68
363,4,7:50.0,,Shooting foul by L. Deng (drawn by P. Millsap),83,68
364,4,7:50.0,,P. Millsap makes free throw 1 of 2,83,69
365,4,7:50.0,,J. Teague enters the game for D. Schröder,83,69
366,4,7:50.0,,P. Millsap makes free throw 2 of 2,83,70
367,4,7:39.0,,Violation by A. Horford (kicked ball),83,70
368,4,7:24.0,D. Wade misses 3-pt jump shot from 23 ft,,83,70
369,4,7:23.0,,Defensive rebound by K. Korver,83,70
370,4,7:14.0,,P. Millsap makes 2-pt layup at rim (assist by K. Korver),83,72
371,4,6:49.0,L. Deng makes 3-pt jump shot from 23 ft (assist by D. Wade),,86,72
372,4,6:40.0,,Shooting foul by G. Green (drawn by K. Bazemore),86,72
373,4,6:40.0,,K. Bazemore makes free throw 1 of 2,86,73
374,4,6:40.0,,K. Bazemore makes free throw 2 of 2,86,74
375,4,6:22.0,D. Wade misses 2-pt jump shot from 18 ft,,86,74
376,4,6:19.0,,Defensive rebound by K. Korver,86,74
377,4,6:13.0,,K. Bazemore misses 2-pt layup from 3 ft,86,74
378,4,6:10.0,,Offensive rebound by K. Bazemore,86,74
379,4,5:54.0,,K. Bazemore misses 3-pt jump shot from 25 ft,86,74
380,4,5:54.0,Defensive rebound by Team,,86,74
381,4,5:54.0,,Loose ball foul by P. Millsap (drawn by U. Haslem),86,74
382,4,5:54.0,Official timeout,,86,74
383,4,5:54.0,,D. Schröder enters the game for K. Korver,86,74
384,4,5:54.0,C. Bosh enters the game for D. Wade,,86,74
385,4,5:54.0,B. Udrih enters the game for U. Haslem,,86,74
386,4,5:46.0,Personal foul by J. Teague (drawn by C. Bosh),,86,74
387,4,5:31.0,G. Dragić misses 2-pt layup from 1 ft,,86,74
388,4,5:30.0,,Defensive rebound by D. Schröder,86,74
