,QUARTER,TIME_REMAINING,DENVER_ACTION,OKLAHOMA CITY_ACTION,DENVER_SCORE,OKLAHOMA CITY_SCORE
0,1,11:39.0,K. Faried makes 2-pt jump shot from 3 ft (assist by J. Lauvergne),,2,0
1,1,11:19.0,,Turnover by R. Westbrook (bad pass; steal by K. Papanikolaou),2,0
2,1,11:05.0,J. Lauvergne misses 2-pt layup at rim (block by S. Ibaka),,2,0
3,1,11:03.0,Offensive rebound by K. Faried,,2,0
4,1,11:03.0,K. Faried misses 2-pt layup from 1 ft,,2,0
5,1,11:02.0,Offensive rebound by K. Faried,,2,0
6,1,11:01.0,K. Faried misses 2-pt jump shot from 3 ft,,2,0
7,1,10:59.0,,Defensive rebound by S. Ibaka,2,0
8,1,10:45.0,,R. Westbrook makes 2-pt layup at rim,2,2
9,1,10:24.0,G. Harris makes 2-pt jump shot from 3 ft (assist by K. Papanikolaou),,4,2
10,1,10:00.0,,R. Westbrook misses 2-pt jump shot from 17 ft,4,2
11,1,9:59.0,Defensive rebound by G. Harris,,4,2
12,1,9:38.0,K. Faried makes 2-pt jump shot from 3 ft,,6,2
13,1,9:14.0,,Turnover by R. Westbrook (bad pass; steal by K. Papanikolaou),6,2
14,1,9:10.0,G. Harris makes 2-pt layup from 1 ft (assist by K. Papanikolaou),,8,2
15,1,9:09.0,,Oklahoma City full timeout,8,2
16,1,8:57.0,,R. Westbrook misses 2-pt layup from 1 ft (block by K. Faried),8,2
17,1,8:56.0,,Offensive rebound by R. Westbrook,8,2
18,1,8:55.0,,R. Westbrook misses 2-pt jump shot from 4 ft,8,2
19,1,8:53.0,,Offensive rebound by K. Durant,8,2
20,1,8:47.0,,K. Durant makes 3-pt jump shot from 24 ft,8,5
21,1,8:30.0,K. Faried makes 2-pt dunk at rim (assist by G. Harris),,10,5
22,1,8:17.0,,K. Durant makes 2-pt jump shot from 15 ft (assist by R. Westbrook),10,7
23,1,7:54.0,J. Lauvergne misses 2-pt jump shot from 17 ft,,10,7
24,1,7:53.0,,Defensive rebound by A. Roberson,10,7
25,1,7:47.0,,R. Westbrook misses 2-pt layup from 1 ft,10,7
26,1,7:46.0,Defensive rebound by J. Lauvergne,,10,7
27,1,7:40.0,J. Nelson makes 3-pt jump shot from 24 ft,,13,7
28,1,7:17.0,,S. Ibaka makes 2-pt jump shot from 11 ft (assist by R. Westbrook),13,9
29,1,7:10.0,Personal foul by K. Durant (drawn by K. Papanikolaou),,13,9
30,1,6:58.0,J. Lauvergne makes 2-pt layup from 1 ft (assist by K. Papanikolaou),,15,9
31,1,6:36.0,,R. Westbrook makes 2-pt jump shot from 7 ft (assist by K. Durant),15,11
32,1,6:20.0,K. Faried makes 2-pt layup at rim,,17,11
33,1,6:07.0,,S. Ibaka makes 2-pt hook shot from 5 ft (assist by R. Westbrook),17,13
34,1,5:52.0,J. Lauvergne misses 2-pt layup from 1 ft,,17,13
35,1,5:51.0,Offensive rebound by K. Faried,,17,13
36,1,5:51.0,K. Faried makes 2-pt dunk at rim,,19,13
37,1,5:39.0,,R. Westbrook makes 2-pt layup from 1 ft,19,15
38,1,5:36.0,Denver full timeout,,19,15
39,1,5:24.0,Turnover by K. Papanikolaou (bad pass),,19,15
40,1,5:00.0,,A. Roberson misses 2-pt layup from 4 ft,19,15
41,1,5:00.0,Defensive rebound by J. Nelson,,19,15
42,1,4:49.0,J. Lauvergne misses 2-pt layup at rim (block by S. Ibaka),,19,15
43,1,4:48.0,,Defensive rebound by S. Adams,19,15
44,1,4:35.0,,K. Durant makes 2-pt jump shot from 17 ft,19,17
45,1,4:18.0,Turnover by K. Papanikolaou (bad pass; steal by R. Westbrook),,19,17
46,1,4:15.0,,Shooting foul by G. Harris (drawn by R. Westbrook),19,17
47,1,4:15.0,,R. Westbrook makes free throw 1 of 2,19,18
48,1,4:15.0,,D. Waiters enters the game for A. Roberson,19,18
49,1,4:15.0,W. Barton enters the game for K. Papanikolaou,,19,18
50,1,4:15.0,,R. Westbrook makes free throw 2 of 2,19,19
51,1,3:56.0,G. Harris misses 3-pt jump shot from 24 ft,,19,19
52,1,3:56.0,Offensive rebound by K. Faried,,19,19
53,1,3:47.0,J. Nelson makes 3-pt jump shot from 25 ft (assist by G. Harris),,22,19
54,1,3:23.0,,Shooting foul by J. Nelson (drawn by R. Westbrook),22,19
55,1,3:23.0,,R. Westbrook makes free throw 1 of 2,22,20
56,1,3:23.0,,R. Westbrook makes free throw 2 of 2,22,21
57,1,3:09.0,J. Nelson misses 3-pt jump shot from 25 ft,,22,21
58,1,3:09.0,Offensive rebound by W. Barton,,22,21
59,1,3:05.0,W. Barton misses 3-pt jump shot from 24 ft,,22,21
60,1,3:04.0,,Defensive rebound by S. Adams,22,21
61,1,2:58.0,,S. Ibaka makes 2-pt layup at rim (assist by R. Westbrook),22,23
62,1,2:58.0,,Shooting foul by K. Faried (drawn by S. Ibaka),22,23
63,1,2:58.0,,E. Freedom enters the game for S. Adams,22,23
64,1,2:58.0,D. Arthur enters the game for K. Faried,,22,23
65,1,2:58.0,,S. Ibaka makes free throw 1 of 1,22,24
66,1,2:34.0,D. Arthur misses 2-pt jump shot from 18 ft,,22,24
67,1,2:33.0,Offensive rebound by J. Lauvergne,,22,24
68,1,2:33.0,J. Lauvergne misses 2-pt layup from 1 ft,,22,24
69,1,2:32.0,,Defensive rebound by R. Westbrook,22,24
70,1,2:27.0,,S. Ibaka makes 2-pt layup from 2 ft (assist by R. Westbrook),22,26
71,1,2:12.0,G. Harris misses 2-pt jump shot from 23 ft,,22,26
72,1,2:12.0,,Defensive rebound by E. Freedom,22,26
73,1,2:06.0,,S. Ibaka makes 2-pt hook shot from 1 ft (assist by R. Westbrook),22,28
74,1,2:04.0,Denver full timeout,,22,28
75,1,2:04.0,,D. Augustin enters the game for R. Westbrook,22,28
76,1,2:04.0,,N. Collison enters the game for S. Ibaka,22,28
77,1,2:04.0,R. Foye enters the game for J. Lauvergne,,22,28
78,1,2:04.0,N. Jokić enters the game for J. Nelson,,22,28
79,1,1:47.0,R. Foye makes 2-pt layup at rim,,24,28
80,1,1:27.0,,N. Collison misses 2-pt hook shot from 5 ft,24,28
81,1,1:26.0,,Offensive rebound by E. Freedom,24,28
82,1,1:25.0,,E. Freedom makes 2-pt layup from 1 ft,24,30
83,1,1:09.0,W. Barton makes 2-pt layup from 1 ft,,26,30
84,1,1:09.0,Shooting foul by K. Durant (drawn by R. Foye),,26,30
85,1,1:09.0,W. Barton makes free throw 1 of 1,,27,30
86,1,0:49.0,,D. Waiters misses 2-pt layup from 1 ft,27,30
87,1,0:49.0,,Offensive rebound by D. Waiters,27,30
88,1,0:49.0,,D. Waiters makes 2-pt layup from 1 ft,27,32
89,1,0:42.0,W. Barton misses 3-pt jump shot from 24 ft,,27,32
90,1,0:41.0,,Defensive rebound by K. Durant,27,32
91,1,0:22.0,,Turnover by K. Durant (bad pass; steal by D. Arthur),27,32
92,1,0:18.0,G. Harris makes 2-pt layup from 1 ft (assist by W. Barton),,29,32
93,1,0:18.0,Shooting foul by N. Collison (drawn by G. Harris),,29,32
94,1,0:18.0,G. Harris misses free throw 1 of 1,,29,32
95,1,0:14.0,Offensive rebound by D. Arthur,,29,32
96,1,0:03.0,W. Barton makes 2-pt jump shot from 9 ft,,31,32
97,1,0:00.0,,K. Durant misses 3-pt jump shot from 31 ft,31,32
98,1,0:00.0,,Offensive rebound by Team,31,32
99,2,11:38.0,,Shooting foul by G. Harris (drawn by N. Collison),31,32
100,2,11:38.0,,N. Collison misses free throw 1 of 2,31,32
101,2,11:38.0,,Offensive rebound by Team,31,32
102,2,11:38.0,J. Nelson enters the game for G. Harris,,31,32
103,2,11:38.0,,N. Collison misses free throw 2 of 2,31,32
104,2,11:37.0,Defensive rebound by N. Jokić,,31,32
105,2,11:18.0,N. Jokić misses 2-pt jump shot from 7 ft,,31,32
106,2,11:17.0,,Defensive rebound by E. Freedom,31,32
107,2,11:08.0,,D. Augustin misses 3-pt jump shot from 25 ft,31,32
108,2,11:07.0,Defensive rebound by J. Nelson,,31,32
109,2,10:57.0,Personal foul by D. Waiters (drawn by W. Barton),,31,32
110,2,10:51.0,D. Arthur misses 2-pt jump shot from 15 ft,,31,32
111,2,10:50.0,,Defensive rebound by C. Payne,31,32
112,2,10:40.0,,Turnover by N. Collison (bad pass),31,32
113,2,10:26.0,W. Barton makes 2-pt jump shot from 4 ft,,33,32
114,2,10:16.0,,Offensive foul by C. Payne (drawn by N. Jokić),33,32
115,2,10:16.0,,Turnover by C. Payne (offensive foul),33,32
116,2,10:00.0,W. Barton makes 2-pt layup from 1 ft,,35,32
117,2,9:35.0,,E. Freedom makes 2-pt jump shot from 16 ft (assist by C. Payne),35,34
118,2,9:25.0,N. Jokić misses 2-pt jump shot from 3 ft,,35,34
119,2,9:24.0,,Defensive rebound by E. Freedom,35,34
120,2,9:20.0,,E. Freedom makes 2-pt layup from 1 ft (assist by C. Payne),35,36
121,2,9:20.0,,Shooting block foul by D. Arthur (drawn by E. Freedom),35,36
122,2,9:20.0,,A. Roberson enters the game for D. Waiters,35,36
123,2,9:20.0,,S. Ibaka enters the game for N. Collison,35,36
124,2,9:20.0,,E. Freedom makes free throw 1 of 1,35,37
125,2,8:56.0,N. Jokić makes 3-pt jump shot from 23 ft (assist by J. Nelson),,38,37
126,2,8:33.0,,S. Ibaka makes 2-pt jump shot from 7 ft (assist by D. Augustin),38,39
127,2,8:16.0,R. Foye misses 3-pt jump shot from 23 ft,,38,39
128,2,8:16.0,Offensive rebound by Team,,38,39
129,2,8:16.0,,Loose ball foul by S. Ibaka (drawn by N. Jokić),38,39
130,2,8:16.0,Official timeout,,38,39
131,2,8:16.0,,R. Westbrook enters the game for D. Augustin,38,39
132,2,8:05.0,J. Nelson misses 3-pt jump shot from 24 ft,,38,39
133,2,8:05.0,Offensive rebound by W. Barton,,38,39
134,2,7:45.0,D. Arthur makes 3-pt jump shot from 22 ft (assist by R. Foye),,41,39
135,2,7:25.0,,E. Freedom makes 2-pt hook shot from 3 ft,41,41
136,2,7:11.0,Turnover by R. Foye (bad pass; steal by A. Roberson),,41,41
137,2,7:07.0,,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),41,43
138,2,6:55.0,Shooting foul by A. Roberson (drawn by W. Barton),,41,43
139,2,6:55.0,W. Barton makes free throw 1 of 2,,42,43
140,2,6:55.0,,K. Durant enters the game for E. Freedom,42,43
141,2,6:55.0,W. Barton misses free throw 2 of 2,,42,43
142,2,6:53.0,,Defensive rebound by C. Payne,42,43
143,2,6:36.0,,S. Ibaka misses 2-pt jump shot from 15 ft,42,43
144,2,6:35.0,Defensive rebound by J. Nelson,,42,43
145,2,6:23.0,W. Barton makes 2-pt jump shot from 4 ft,,44,43
146,2,6:11.0,,Turnover by R. Westbrook (dbl dribble),44,43
147,2,5:56.0,Personal foul by S. Ibaka (drawn by N. Jokić),,44,43
148,2,5:56.0,,Oklahoma City full timeout,44,43
149,2,5:56.0,,S. Adams enters the game for S. Ibaka,44,43
150,2,5:42.0,N. Jokić misses 2-pt jump shot from 11 ft,,44,43
151,2,5:41.0,Offensive rebound by D. Arthur,,44,43
152,2,5:30.0,Turnover by N. Jokić (3 sec),,44,43
153,2,5:16.0,,C. Payne misses 2-pt jump shot from 14 ft,44,43
154,2,5:15.0,,Offensive rebound by A. Roberson,44,43
155,2,5:15.0,,A. Roberson misses 2-pt layup from 2 ft,44,43
156,2,5:14.0,Defensive rebound by N. Jokić,,44,43
157,2,5:04.0,D. Arthur misses 3-pt jump shot from 24 ft,,44,43
158,2,5:03.0,,Defensive rebound by C. Payne,44,43
159,2,4:58.0,,K. Durant misses 3-pt jump shot from 25 ft,44,43
160,2,4:57.0,Defensive rebound by R. Foye,,44,43
161,2,4:48.0,W. Barton makes 2-pt jump shot from 20 ft,,46,43
162,2,4:34.0,,Turnover by S. Adams (offensive goaltending),46,43
163,2,4:28.0,J. Lauvergne enters the game for N. Jokić,,46,43
164,2,4:16.0,W. Barton misses 3-pt jump shot from 25 ft,,46,43
165,2,4:15.0,,Defensive rebound by R. Westbrook,46,43
166,2,4:10.0,Violation by R. Foye (kicked ball),,46,43
167,2,4:10.0,K. Faried enters the game for D. Arthur,,46,43
168,2,4:08.0,,K. Durant misses 2-pt jump shot from 13 ft,46,43
169,2,4:07.0,Defensive rebound by W. Barton,,46,43
170,2,3:58.0,Personal block foul by C. Payne (drawn by J. Nelson),,46,43
171,2,3:58.0,J. Nelson makes free throw 1 of 2,,47,43
172,2,3:58.0,,N. Collison enters the game for C. Payne,47,43
173,2,3:58.0,J. Nelson makes free throw 2 of 2,,48,43
174,2,3:50.0,,R. Westbrook makes 3-pt jump shot from 24 ft,48,46
175,2,3:34.0,K. Faried misses 2-pt hook shot from 4 ft,,48,46
176,2,3:33.0,,Defensive rebound by A. Roberson,48,46
177,2,3:32.0,,Turnover by A. Roberson (bad pass),48,46
178,2,3:21.0,K. Faried makes 2-pt layup from 2 ft (assist by W. Barton),,50,46
179,2,3:05.0,,K. Durant misses 2-pt jump shot from 5 ft,50,46
180,2,3:05.0,Defensive rebound by J. Nelson,,50,46
181,2,2:59.0,J. Lauvergne makes 2-pt layup from 1 ft (assist by J. Nelson),,52,46
182,2,2:59.0,,Oklahoma City full timeout,52,46
183,2,2:59.0,Denver full timeout,,52,46
184,2,2:42.0,,A. Roberson makes 3-pt jump shot from 22 ft (assist by K. Durant),52,49
185,2,2:17.0,J. Lauvergne makes 2-pt dunk at rim (assist by J. Nelson),,54,49
186,2,2:05.0,,N. Collison misses 2-pt layup at rim,54,49
187,2,2:05.0,Defensive rebound by R. Foye,,54,49
188,2,1:46.0,J. Nelson makes 3-pt jump shot from 23 ft (assist by R. Foye),,57,49
189,2,1:30.0,,K. Durant makes 2-pt jump shot from 5 ft (assist by R. Westbrook),57,51
190,2,1:06.0,K. Faried makes 2-pt dunk at rim (assist by R. Foye),,59,51
191,2,0:54.0,,Offensive foul by S. Adams (drawn by K. Faried),59,51
192,2,0:54.0,,Turnover by S. Adams (offensive foul),59,51
193,2,0:42.0,K. Faried misses 2-pt jump shot from 7 ft,,59,51
194,2,0:42.0,Offensive rebound by J. Lauvergne,,59,51
195,2,0:24.0,W. Barton makes 2-pt jump shot from 4 ft,,61,51
196,2,0:07.0,,Personal take foul by R. Foye (drawn by R. Westbrook),61,51
197,2,0:00.0,,R. Westbrook makes 2-pt layup from 1 ft,61,53
198,3,11:51.0,,K. Durant misses 2-pt jump shot from 13 ft,61,53
199,3,11:50.0,Defensive rebound by K. Faried,,61,53
200,3,11:40.0,Turnover by G. Harris (step out of bounds),,61,53
201,3,11:28.0,,Turnover by A. Roberson (traveling),61,53
202,3,11:03.0,K. Papanikolaou makes 3-pt jump shot from 25 ft,,64,53
203,3,10:52.0,,R. Westbrook misses 2-pt jump shot from 3 ft,64,53
204,3,10:49.0,,Offensive rebound by Team,64,53
205,3,10:49.0,,Personal foul by K. Faried (drawn by R. Westbrook),64,53
206,3,10:38.0,,S. Ibaka makes 2-pt jump shot from 3 ft (assist by K. Durant),64,55
207,3,10:27.0,Shooting foul by S. Adams (drawn by K. Faried),,64,55
208,3,10:27.0,K. Faried makes free throw 1 of 2,,65,55
209,3,10:27.0,K. Faried misses free throw 2 of 2,,65,55
210,3,10:27.0,,Defensive rebound by S. Ibaka,65,55
211,3,10:12.0,,K. Durant misses 2-pt jump shot from 13 ft,65,55
212,3,10:11.0,Defensive rebound by J. Nelson,,65,55
213,3,10:05.0,Turnover by J. Nelson (bad pass; steal by A. Roberson),,65,55
214,3,10:04.0,,Personal take foul by J. Nelson (drawn by A. Roberson),65,55
215,3,9:56.0,,S. Ibaka misses 3-pt jump shot from 22 ft,65,55
216,3,9:55.0,Defensive rebound by G. Harris,,65,55
217,3,9:49.0,G. Harris misses 2-pt layup from 1 ft (block by S. Ibaka),,65,55
218,3,9:46.0,,Defensive rebound by R. Westbrook,65,55
219,3,9:42.0,,K. Durant makes 2-pt jump shot from 10 ft,65,57
220,3,9:15.0,K. Papanikolaou misses 3-pt jump shot from 24 ft,,65,57
221,3,9:14.0,,Defensive rebound by R. Westbrook,65,57
222,3,8:58.0,,K. Durant makes 2-pt jump shot from 12 ft (assist by R. Westbrook),65,59
223,3,8:42.0,G. Harris misses 3-pt jump shot from 25 ft,,65,59
224,3,8:41.0,Offensive rebound by K. Faried,,65,59
225,3,8:40.0,K. Faried makes 2-pt jump shot from 4 ft,,67,59
226,3,8:28.0,,R. Westbrook makes 2-pt layup from 1 ft,67,61
227,3,8:26.0,Denver full timeout,,67,61
228,3,8:07.0,K. Faried misses 2-pt jump shot from 11 ft,,67,61
229,3,8:06.0,,Defensive rebound by K. Durant,67,61
230,3,7:45.0,,S. Ibaka makes 2-pt layup from 2 ft (assist by K. Durant),67,63
