,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,UTAH_ACTION,MEMPHIS_SCORE,UTAH_SCORE
0,1,11:33.0,M. Conley makes 3-pt jump shot from 24 ft (assist by M. Gasol),,3,0
1,1,11:06.0,,D. Favors misses 2-pt jump shot from 19 ft,3,0
2,1,11:06.0,Defensive rebound by T. Allen,,3,0
3,1,10:59.0,T. Allen misses 2-pt jump shot from 3 ft (block by R. Gobert),,3,0
4,1,10:59.0,Offensive rebound by Team,,3,0
5,1,10:50.0,M. Conley makes 2-pt jump shot from 21 ft (assist by M. Gasol),,5,0
6,1,10:38.0,,R. Neto misses 3-pt jump shot from 23 ft,5,0
7,1,10:38.0,Defensive rebound by T. Allen,,5,0
8,1,10:27.0,T. Allen misses 2-pt layup from 2 ft (block by G. Hayward),,5,0
9,1,10:26.0,,Defensive rebound by R. Gobert,5,0
10,1,10:18.0,,R. Gobert makes 2-pt layup at rim (assist by R. Neto),5,2
11,1,10:07.0,Z. Randolph makes 2-pt jump shot from 18 ft (assist by M. Conley),,7,2
12,1,9:50.0,,Shooting foul by T. Allen (drawn by G. Hayward),7,2
13,1,9:50.0,,G. Hayward misses free throw 1 of 2,7,2
14,1,9:50.0,,Offensive rebound by Team,7,2
15,1,9:50.0,,G. Hayward makes free throw 2 of 2,7,3
16,1,9:35.0,M. Conley makes 2-pt jump shot from 13 ft,,9,3
17,1,9:21.0,,Turnover by R. Neto (bad pass),9,3
18,1,9:02.0,M. Gasol misses 2-pt jump shot from 11 ft,,9,3
19,1,9:01.0,,Defensive rebound by R. Neto,9,3
20,1,8:50.0,,D. Favors makes 2-pt jump shot from 7 ft (assist by G. Hayward),9,5
21,1,8:31.0,Z. Randolph makes 2-pt layup from 1 ft (assist by M. Conley),,11,5
22,1,8:07.0,,R. Neto misses 2-pt jump shot from 3 ft,11,5
23,1,8:07.0,Defensive rebound by M. Gasol,,11,5
24,1,8:06.0,Turnover by M. Gasol (bad pass),,11,5
25,1,7:59.0,,Turnover by R. Hood (bad pass),11,5
26,1,7:43.0,C. Lee misses 2-pt jump shot from 13 ft,,11,5
27,1,7:41.0,Offensive rebound by T. Allen,,11,5
28,1,7:38.0,T. Allen misses 2-pt layup from 1 ft (block by R. Gobert),,11,5
29,1,7:36.0,,Defensive rebound by R. Hood,11,5
30,1,7:36.0,,R. Neto misses 3-pt jump shot from 23 ft,11,5
31,1,7:28.0,Defensive rebound by T. Allen,,11,5
32,1,7:18.0,Turnover by M. Conley (lost ball),,11,5
33,1,6:56.0,,D. Favors misses 2-pt jump shot from 9 ft,11,5
34,1,6:56.0,Defensive rebound by M. Conley,,11,5
35,1,6:43.0,M. Gasol misses 2-pt hook shot from 3 ft,,11,5
36,1,6:42.0,,Defensive rebound by G. Hayward,11,5
37,1,6:24.0,,G. Hayward misses 3-pt jump shot from 23 ft,11,5
38,1,6:23.0,Defensive rebound by C. Lee,,11,5
39,1,6:15.0,M. Conley misses 2-pt jump shot from 11 ft,,11,5
40,1,6:14.0,Offensive rebound by T. Allen,,11,5
41,1,6:06.0,C. Lee misses 3-pt jump shot from 24 ft,,11,5
42,1,6:06.0,,Defensive rebound by Team,11,5
43,1,6:05.0,,Utah full timeout,11,5
44,1,6:05.0,B. Wright enters the game for T. Allen,,11,5
45,1,6:05.0,M. Barnes enters the game for Z. Randolph,,11,5
46,1,5:49.0,,R. Hood misses 3-pt jump shot from 23 ft,11,5
47,1,5:49.0,,Offensive rebound by D. Favors,11,5
48,1,5:40.0,,Turnover by R. Gobert (3 sec),11,5
49,1,5:26.0,M. Gasol makes 2-pt jump shot from 19 ft (assist by M. Conley),,13,5
50,1,5:14.0,,G. Hayward makes 3-pt jump shot from 24 ft,13,8
51,1,4:53.0,Turnover by M. Barnes (bad pass; steal by D. Favors),,13,8
52,1,4:46.0,,Shooting foul by B. Wright (drawn by G. Hayward),13,8
53,1,4:46.0,,G. Hayward makes free throw 1 of 2,13,9
54,1,4:46.0,,T. Burke enters the game for R. Neto,13,9
55,1,4:46.0,,A. Burks enters the game for R. Hood,13,9
56,1,4:46.0,,G. Hayward makes free throw 2 of 2,13,10
57,1,4:27.0,M. Gasol makes 2-pt hook shot from 5 ft,,15,10
58,1,4:00.0,,G. Hayward makes 3-pt jump shot from 22 ft (assist by A. Burks),15,13
59,1,3:39.0,M. Gasol misses 2-pt jump shot from 17 ft,,15,13
60,1,3:39.0,,Defensive rebound by T. Burke,15,13
61,1,3:21.0,,Turnover by T. Burke (bad pass; steal by B. Wright),15,13
62,1,3:12.0,Memphis full timeout,,15,13
63,1,3:12.0,J. Green enters the game for M. Gasol,,15,13
64,1,3:12.0,B. Udrih enters the game for M. Conley,,15,13
65,1,3:12.0,,T. Booker enters the game for D. Favors,15,13
66,1,2:57.0,B. Udrih makes 2-pt jump shot from 12 ft,,17,13
67,1,2:39.0,,T. Burke makes 3-pt jump shot from 24 ft (assist by G. Hayward),17,16
68,1,2:20.0,B. Wright misses 2-pt hook shot from 5 ft,,17,16
69,1,2:19.0,,Defensive rebound by T. Booker,17,16
70,1,2:09.0,,T. Burke misses 2-pt jump shot from 19 ft,17,16
71,1,2:08.0,Defensive rebound by C. Lee,,17,16
72,1,2:00.0,J. Green misses 2-pt jump shot from 21 ft,,17,16
73,1,2:00.0,,Defensive rebound by G. Hayward,17,16
74,1,1:37.0,,R. Gobert makes 2-pt layup from 1 ft (assist by A. Burks),17,18
75,1,1:17.0,B. Udrih makes 2-pt layup from 2 ft,,19,18
76,1,0:56.0,,T. Burke makes 3-pt jump shot from 23 ft (assist by G. Hayward),19,21
77,1,0:41.0,Turnover by J. Green (traveling),,19,21
78,1,0:41.0,,J. Ingles enters the game for G. Hayward,19,21
79,1,0:41.0,,T. Lyles enters the game for R. Gobert,19,21
80,1,0:34.0,,T. Burke misses 2-pt layup from 1 ft,19,21
81,1,0:33.0,,Offensive rebound by Team,19,21
82,1,0:33.0,Loose ball foul by J. Green (drawn by T. Lyles),,19,21
83,1,0:19.0,,T. Booker misses 3-pt jump shot from 23 ft,19,21
84,1,0:18.0,,Offensive rebound by A. Burks,19,21
85,1,0:00.0,,A. Burks misses 2-pt layup from 2 ft,19,21
86,1,0:00.0,Defensive rebound by M. Barnes,,19,21
87,2,11:46.0,,T. Burke misses 2-pt jump shot from 8 ft,19,21
88,2,11:45.0,Defensive rebound by Z. Randolph,,19,21
89,2,11:33.0,Personal foul by A. Burks (drawn by M. Barnes),,19,21
90,2,11:33.0,,D. Favors enters the game for T. Lyles,19,21
91,2,11:24.0,Z. Randolph misses 2-pt jump shot from 13 ft,,19,21
92,2,11:22.0,,Defensive rebound by T. Burke,19,21
93,2,11:14.0,,J. Ingles makes 2-pt layup from 2 ft,19,23
94,2,10:58.0,Turnover by B. Udrih (lost ball; steal by T. Burke),,19,23
95,2,10:53.0,,T. Burke makes 2-pt layup from 1 ft,19,25
96,2,10:52.0,Memphis full timeout,,19,25
97,2,10:52.0,M. Gasol enters the game for B. Udrih,,19,25
98,2,10:52.0,M. Conley enters the game for J. Stokes,,19,25
99,2,10:34.0,M. Conley misses 2-pt jump shot from 14 ft,,19,25
100,2,10:33.0,,Defensive rebound by D. Favors,19,25
101,2,10:16.0,,Turnover by A. Burks (bad pass; steal by Z. Randolph),19,25
102,2,10:14.0,Personal foul by T. Booker (drawn by Z. Randolph),,19,25
103,2,10:03.0,M. Barnes misses 3-pt jump shot from 24 ft,,19,25
104,2,10:01.0,Offensive rebound by Team,,19,25
105,2,9:50.0,M. Conley makes 2-pt layup from 1 ft (assist by M. Gasol),,21,25
106,2,9:26.0,,D. Favors makes 2-pt layup from 1 ft,21,27
107,2,9:13.0,Personal foul by A. Burks (drawn by J. Green),,21,27
108,2,9:13.0,T. Allen enters the game for M. Barnes,,21,27
109,2,9:13.0,,R. Gobert enters the game for T. Booker,21,27
110,2,9:13.0,,R. Hood enters the game for A. Burks,21,27
111,2,9:02.0,M. Gasol misses 2-pt jump shot from 18 ft,,21,27
112,2,9:01.0,,Defensive rebound by D. Favors,21,27
113,2,8:50.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by R. Hood),21,30
114,2,8:31.0,J. Green makes 2-pt jump shot from 21 ft,,23,30
115,2,8:21.0,,Personal foul by Z. Randolph (drawn by D. Favors),23,30
116,2,8:09.0,,R. Gobert misses 2-pt layup from 2 ft,23,30
117,2,8:08.0,Defensive rebound by Z. Randolph,,23,30
118,2,8:07.0,Turnover by M. Conley (lost ball),,23,30
119,2,7:52.0,,T. Burke misses 3-pt jump shot from 24 ft,23,30
120,2,7:52.0,,Offensive rebound by Team,23,30
121,2,7:52.0,Loose ball foul by M. Gasol (drawn by R. Gobert),,23,30
122,2,7:45.0,,Turnover by R. Hood (bad pass; steal by T. Allen),23,30
123,2,7:38.0,J. Green makes 2-pt dunk at rim,,25,30
124,2,7:21.0,,Turnover by R. Gobert (traveling),25,30
125,2,7:11.0,Personal foul by D. Favors (drawn by J. Green),,25,30
126,2,7:11.0,,G. Hayward enters the game for J. Ingles,25,30
127,2,7:02.0,J. Green makes 2-pt dunk at rim,,27,30
128,2,6:50.0,,R. Hood misses 3-pt jump shot from 23 ft,27,30
129,2,6:49.0,Defensive rebound by Z. Randolph,,27,30
130,2,6:40.0,Shooting foul by R. Hood (drawn by T. Allen),,27,30
131,2,6:40.0,T. Allen makes free throw 1 of 2,,28,30
132,2,6:40.0,T. Allen misses free throw 2 of 2,,28,30
133,2,6:39.0,,Defensive rebound by R. Gobert,28,30
134,2,6:29.0,,Turnover by D. Favors (bad pass; steal by T. Allen),28,30
135,2,6:23.0,T. Allen misses 2-pt layup from 1 ft,,28,30
136,2,6:23.0,,Defensive rebound by T. Burke,28,30
137,2,6:14.0,,T. Burke makes 2-pt layup from 2 ft,28,32
138,2,5:56.0,M. Conley misses 3-pt jump shot from 24 ft,,28,32
139,2,5:56.0,,Defensive rebound by R. Gobert,28,32
140,2,5:50.0,,Utah full timeout,28,32
141,2,5:50.0,,A. Burks enters the game for T. Burke,28,32
142,2,5:34.0,,A. Burks misses 3-pt jump shot from 24 ft,28,32
143,2,5:34.0,,Offensive rebound by R. Gobert,28,32
144,2,5:26.0,,Turnover by A. Burks (step out of bounds),28,32
145,2,5:13.0,Turnover by M. Gasol (lost ball; steal by A. Burks),,28,32
146,2,5:08.0,,G. Hayward makes 2-pt dunk at rim (assist by A. Burks),28,34
147,2,4:45.0,Z. Randolph misses 2-pt jump shot from 4 ft,,28,34
148,2,4:43.0,,Defensive rebound by G. Hayward,28,34
149,2,4:38.0,,A. Burks makes 2-pt layup from 2 ft (assist by G. Hayward),28,36
150,2,4:24.0,M. Conley makes 2-pt layup from 2 ft,,30,36
151,2,4:15.0,,Personal foul by T. Allen (drawn by A. Burks),30,36
152,2,4:15.0,,Inbound foul by M. Conley,30,36
153,2,4:15.0,C. Lee enters the game for M. Conley,,30,36
154,2,4:15.0,,R. Hood makes free throw 1 of 2,30,37
155,2,4:15.0,,R. Hood makes free throw 2 of 2,30,38
156,2,3:55.0,C. Lee misses 2-pt jump shot from 9 ft,,30,38
157,2,3:54.0,Offensive rebound by C. Lee,,30,38
158,2,3:53.0,C. Lee misses 2-pt jump shot from 5 ft,,30,38
159,2,3:52.0,,Defensive rebound by G. Hayward,30,38
160,2,3:43.0,,Personal foul by T. Allen (drawn by D. Favors),30,38
161,2,3:43.0,,D. Favors makes free throw 1 of 2,30,39
162,2,3:43.0,,D. Favors makes free throw 2 of 2,30,40
163,2,3:30.0,Personal foul by R. Gobert (drawn by M. Gasol),,30,40
164,2,3:30.0,M. Gasol makes free throw 1 of 2,,31,40
165,2,3:30.0,B. Udrih enters the game for T. Allen,,31,40
166,2,3:30.0,M. Gasol makes free throw 2 of 2,,32,40
167,2,3:08.0,,R. Gobert misses 2-pt layup from 1 ft,32,40
168,2,3:07.0,Defensive rebound by Z. Randolph,,32,40
169,2,3:02.0,J. Green misses 3-pt jump shot from 24 ft,,32,40
170,2,3:01.0,,Defensive rebound by G. Hayward,32,40
171,2,2:52.0,,A. Burks makes 3-pt jump shot from 24 ft,32,43
172,2,2:27.0,Shooting foul by R. Gobert (drawn by M. Gasol),,32,43
173,2,2:27.0,M. Gasol makes 2-pt jump shot from 5 ft,,34,43
174,2,2:27.0,Memphis full timeout,,34,43
175,2,2:27.0,,Technical foul by R. Gobert,34,43
176,2,2:27.0,M. Conley enters the game for B. Udrih,,34,43
177,2,2:27.0,C. Lee makes technical free throw,,35,43
178,2,2:27.0,M. Gasol makes free throw 1 of 1,,36,43
179,2,2:06.0,,R. Hood makes 2-pt jump shot from 7 ft,36,45
180,2,1:48.0,Turnover by M. Conley (bad pass; steal by D. Favors),,36,45
181,2,1:43.0,,G. Hayward makes 2-pt dunk at rim,36,47
182,2,1:24.0,Z. Randolph makes 2-pt layup from 2 ft (assist by M. Gasol),,38,47
183,2,1:08.0,,G. Hayward makes 2-pt jump shot from 18 ft,38,49
184,2,0:50.0,M. Conley misses 2-pt layup from 2 ft,,38,49
185,2,0:49.0,Offensive rebound by Z. Randolph,,38,49
186,2,0:48.0,Z. Randolph misses 2-pt layup from 2 ft,,38,49
187,2,0:48.0,Offensive rebound by Team,,38,49
188,2,0:48.0,,T. Burke enters the game for A. Burks,38,49
