,QUARTER,TIME_REMAINING,DETROIT_ACTION,WASHINGTON_ACTION,DETROIT_SCORE,WASHINGTON_SCORE
216,3,10:46.0,,J. Wall misses 3-pt jump shot from 27 ft,40,57
217,3,10:45.0,Defensive rebound by A. Drummond,,40,57
218,3,10:35.0,R. Jackson makes 2-pt jump shot from 10 ft,,42,57
219,3,10:25.0,,Shooting foul by A. Tolliver (drawn by J. Dudley),42,57
220,3,10:25.0,,J. Dudley misses free throw 1 of 2,42,57
221,3,10:25.0,,Offensive rebound by Team,42,57
222,3,10:25.0,,J. Dudley makes free throw 2 of 2,42,58
223,3,10:06.0,A. Drummond makes 2-pt hook shot from 9 ft,,44,58
224,3,9:51.0,,J. Dudley makes 2-pt jump shot from 17 ft (assist by G. Temple),44,60
225,3,9:34.0,A. Tolliver misses 3-pt jump shot from 23 ft,,44,60
226,3,9:33.0,,Defensive rebound by J. Wall,44,60
227,3,9:27.0,,O. Porter misses 3-pt jump shot from 27 ft,44,60
228,3,9:25.0,Defensive rebound by A. Drummond,,44,60
229,3,9:12.0,A. Drummond misses 2-pt layup at rim (block by J. Wall),,44,60
230,3,9:11.0,Offensive rebound by M. Morris,,44,60
231,3,9:11.0,M. Morris makes 2-pt layup from 1 ft,,46,60
232,3,9:11.0,Shooting foul by J. Dudley (drawn by M. Morris),,46,60
233,3,9:11.0,M. Morris misses free throw 1 of 1,,46,60
234,3,9:10.0,,Defensive rebound by J. Dudley,46,60
235,3,8:52.0,,M. Gortat makes 2-pt layup at rim (assist by G. Temple),46,62
236,3,8:51.0,Detroit full timeout,,46,62
237,3,8:51.0,Violation by Team (jump ball),,46,62
238,3,8:29.0,R. Jackson misses 2-pt layup from 1 ft (block by M. Gortat),,46,62
239,3,8:29.0,Offensive rebound by Team,,46,62
240,3,8:27.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,46,62
241,3,8:27.0,Offensive rebound by Team,,46,62
242,3,8:27.0,Turnover by Team (shot clock),,46,62
243,3,8:20.0,,Offensive foul by J. Dudley (drawn by R. Jackson),46,62
244,3,8:20.0,,Turnover by J. Dudley (offensive foul),46,62
245,3,8:01.0,A. Drummond misses 2-pt layup from 1 ft (block by M. Gortat),,46,62
246,3,8:00.0,,Defensive rebound by Team,46,62
247,3,8:00.0,Loose ball foul by A. Drummond (drawn by M. Gortat),,46,62
248,3,7:45.0,,O. Porter misses 2-pt jump shot from 17 ft,46,62
249,3,7:44.0,Defensive rebound by R. Jackson,,46,62
250,3,7:39.0,R. Jackson misses 2-pt jump shot from 3 ft (block by J. Dudley),,46,62
251,3,7:38.0,,Defensive rebound by J. Dudley,46,62
252,3,7:25.0,,M. Gortat misses 2-pt layup at rim (block by A. Drummond),46,62
253,3,7:24.0,,Offensive rebound by M. Gortat,46,62
254,3,7:15.0,,J. Dudley misses 3-pt jump shot from 26 ft,46,62
255,3,7:15.0,Defensive rebound by A. Drummond,,46,62
256,3,6:56.0,Shooting foul by M. Gortat (drawn by A. Drummond),,46,62
257,3,6:56.0,A. Drummond makes free throw 1 of 2,,47,62
258,3,6:56.0,A. Drummond misses free throw 2 of 2,,47,62
259,3,6:54.0,,Defensive rebound by G. Temple,47,62
260,3,6:47.0,,O. Porter misses 2-pt layup from 1 ft (block by R. Jackson),47,62
261,3,6:46.0,Defensive rebound by K. Caldwell-Pope,,47,62
262,3,6:30.0,Shooting foul by G. Temple (drawn by K. Caldwell-Pope),,47,62
263,3,6:30.0,K. Caldwell-Pope makes free throw 1 of 2,,48,62
264,3,6:30.0,K. Caldwell-Pope makes free throw 2 of 2,,49,62
265,3,6:11.0,,J. Wall makes 2-pt jump shot from 20 ft,49,64
266,3,5:48.0,K. Caldwell-Pope makes 2-pt jump shot from 10 ft,,51,64
267,3,5:38.0,,Shooting foul by A. Drummond (drawn by J. Wall),51,64
268,3,5:38.0,,J. Wall makes free throw 1 of 2,51,65
269,3,5:38.0,,B. Beal enters the game for G. Temple,51,65
270,3,5:38.0,T. Harris enters the game for A. Tolliver,,51,65
271,3,5:38.0,,J. Wall makes free throw 2 of 2,51,66
272,3,5:20.0,Turnover by A. Drummond (bad pass),,51,66
273,3,5:05.0,,J. Wall misses 2-pt jump shot from 16 ft,51,66
274,3,5:04.0,Defensive rebound by A. Drummond,,51,66
275,3,4:54.0,R. Jackson makes 2-pt jump shot from 5 ft,,53,66
276,3,4:34.0,,B. Beal makes 2-pt jump shot from 17 ft (assist by J. Wall),53,68
277,3,4:07.0,R. Jackson misses 2-pt layup from 2 ft (block by J. Dudley),,53,68
278,3,4:07.0,Offensive rebound by Team,,53,68
279,3,4:04.0,M. Morris misses 3-pt jump shot from 24 ft,,53,68
280,3,4:03.0,Offensive rebound by T. Harris,,53,68
281,3,4:01.0,T. Harris makes 2-pt layup at rim,,55,68
282,3,3:43.0,,Personal foul by M. Morris (drawn by J. Dudley),55,68
283,3,3:43.0,S. Johnson enters the game for K. Caldwell-Pope,,55,68
284,3,3:28.0,,J. Wall makes 3-pt jump shot from 26 ft,55,71
285,3,3:11.0,A. Drummond misses 2-pt layup from 2 ft,,55,71
286,3,3:10.0,,Defensive rebound by J. Wall,55,71
287,3,3:05.0,,Offensive foul by M. Gortat (drawn by R. Jackson),55,71
288,3,3:05.0,,Turnover by M. Gortat (offensive foul),55,71
289,3,3:05.0,,N. Hilário enters the game for M. Gortat,55,71
290,3,2:54.0,R. Jackson makes 3-pt jump shot from 27 ft,,58,71
291,3,2:39.0,,B. Beal makes 3-pt jump shot from 25 ft,58,74
292,3,2:21.0,R. Jackson makes 2-pt layup from 1 ft,,60,74
293,3,2:02.0,,N. Hilário misses 2-pt jump shot from 16 ft,60,74
294,3,2:01.0,Defensive rebound by S. Johnson,,60,74
295,3,1:55.0,Turnover by S. Johnson (lost ball; steal by J. Dudley),,60,74
296,3,1:50.0,,O. Porter makes 2-pt dunk at rim (assist by J. Dudley),60,76
297,3,1:31.0,Shooting foul by J. Dudley (drawn by A. Drummond),,60,76
298,3,1:31.0,,Washington full timeout,60,76
299,3,1:31.0,S. Blake enters the game for R. Jackson,,60,76
300,3,1:31.0,K. Caldwell-Pope enters the game for M. Morris,,60,76
301,3,1:31.0,,M. Morris enters the game for J. Dudley,60,76
302,3,1:31.0,,Violation by Team (jump ball),60,76
303,3,1:31.0,A. Drummond makes free throw 1 of 2,,61,76
304,3,1:31.0,A. Drummond misses free throw 2 of 2,,61,76
305,3,1:30.0,,Defensive rebound by M. Morris,61,76
306,3,1:08.0,,M. Morris makes 2-pt jump shot from 12 ft (assist by J. Wall),61,78
307,3,0:54.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,61,78
308,3,0:53.0,,Defensive rebound by J. Wall,61,78
309,3,0:47.0,,O. Porter makes 3-pt jump shot from 26 ft (assist by J. Wall),61,81
310,3,0:32.0,T. Harris misses 3-pt jump shot from 25 ft,,61,81
311,3,0:31.0,,Defensive rebound by J. Wall,61,81
312,3,0:26.0,,Shooting foul by S. Johnson (drawn by J. Wall),61,81
313,3,0:26.0,,J. Wall makes free throw 1 of 2,61,82
314,3,0:26.0,,J. Wall makes free throw 2 of 2,61,83
315,3,0:07.0,,R. Sessions enters the game for J. Wall,61,83
316,3,0:02.0,T. Harris misses 2-pt jump shot from 5 ft,,61,83
317,3,0:01.0,,Defensive rebound by N. Hilário,61,83
318,4,11:49.0,T. Harris makes 2-pt layup from 2 ft,,63,83
319,4,11:33.0,,Shooting foul by K. Caldwell-Pope (drawn by B. Beal),63,83
320,4,11:33.0,,B. Beal misses free throw 1 of 2,63,83
321,4,11:33.0,,Offensive rebound by Team,63,83
322,4,11:33.0,,B. Beal makes free throw 2 of 2,63,84
323,4,11:19.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,63,84
324,4,11:18.0,,Defensive rebound by N. Hilário,63,84
325,4,11:09.0,,M. Morris makes 2-pt jump shot from 21 ft (assist by R. Sessions),63,86
326,4,10:44.0,T. Harris makes 2-pt jump shot from 16 ft,,65,86
327,4,10:29.0,,N. Hilário makes 2-pt dunk at rim (assist by B. Beal),65,88
328,4,10:01.0,S. Blake makes 2-pt layup from 1 ft,,67,88
329,4,9:50.0,,Turnover by N. Hilário (traveling),67,88
330,4,9:27.0,T. Harris makes 2-pt jump shot from 17 ft,,69,88
331,4,9:11.0,,Personal foul by A. Baynes (drawn by N. Hilário),69,88
332,4,9:11.0,,J. Wall enters the game for B. Beal,69,88
333,4,8:58.0,,R. Sessions misses 2-pt jump shot from 13 ft,69,88
334,4,8:57.0,Defensive rebound by T. Harris,,69,88
335,4,8:47.0,Turnover by S. Blake (lost ball; steal by G. Temple),,69,88
336,4,8:42.0,,G. Temple misses 2-pt layup from 1 ft,69,88
337,4,8:40.0,Defensive rebound by S. Johnson,,69,88
338,4,8:37.0,A. Baynes makes 2-pt layup from 2 ft (assist by S. Johnson),,71,88
339,4,8:37.0,Shooting foul by M. Morris (drawn by A. Baynes),,71,88
340,4,8:37.0,Official timeout,,71,88
341,4,8:37.0,A. Baynes misses free throw 1 of 1,,71,88
342,4,8:36.0,,Defensive rebound by N. Hilário,71,88
343,4,8:12.0,,J. Wall misses 3-pt jump shot from 24 ft,71,88
344,4,8:11.0,Defensive rebound by T. Harris,,71,88
345,4,8:04.0,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,,71,88
346,4,8:03.0,,Defensive rebound by R. Sessions,71,88
347,4,7:51.0,,N. Hilário makes 2-pt layup at rim (assist by R. Sessions),71,90
348,4,7:33.0,Turnover by T. Harris (traveling),,71,90
349,4,7:33.0,M. Morris enters the game for K. Caldwell-Pope,,71,90
350,4,7:22.0,,M. Morris misses 3-pt jump shot from 26 ft,71,90
351,4,7:21.0,Defensive rebound by A. Baynes,,71,90
352,4,7:12.0,S. Blake misses 2-pt jump shot from 23 ft,,71,90
353,4,7:11.0,Offensive rebound by Team,,71,90
354,4,7:11.0,,Loose ball foul by R. Sessions (drawn by A. Baynes),71,90
355,4,7:11.0,R. Jackson enters the game for S. Blake,,71,90
356,4,7:01.0,S. Johnson makes 3-pt jump shot from 26 ft (assist by R. Jackson),,74,90
357,4,6:39.0,,R. Sessions misses 2-pt layup from 1 ft,74,90
358,4,6:38.0,Defensive rebound by A. Baynes,,74,90
359,4,6:23.0,S. Johnson misses 3-pt jump shot from 25 ft,,74,90
360,4,6:22.0,,Defensive rebound by M. Morris,74,90
361,4,6:11.0,,Shooting foul by A. Baynes (drawn by R. Sessions),74,90
362,4,6:11.0,,R. Sessions makes free throw 1 of 2,74,91
363,4,6:11.0,A. Drummond enters the game for A. Baynes,,74,91
364,4,6:11.0,,B. Beal enters the game for G. Temple,74,91
365,4,6:11.0,,R. Sessions makes free throw 2 of 2,74,92
366,4,6:00.0,Personal foul by B. Beal (drawn by T. Harris),,74,92
367,4,6:00.0,,O. Porter enters the game for R. Sessions,74,92
368,4,5:52.0,M. Morris makes 2-pt jump shot from 16 ft,,76,92
369,4,5:29.0,,Washington full timeout,76,92
370,4,5:29.0,,M. Gortat enters the game for N. Hilário,76,92
371,4,5:25.0,,B. Beal makes 2-pt jump shot from 16 ft (assist by O. Porter),76,94
372,4,5:01.0,S. Johnson misses 2-pt jump shot from 12 ft,,76,94
373,4,5:00.0,,Defensive rebound by J. Wall,76,94
374,4,4:41.0,,M. Morris misses 3-pt jump shot from 26 ft,76,94
375,4,4:40.0,Defensive rebound by A. Drummond,,76,94
376,4,4:28.0,R. Jackson misses 2-pt jump shot from 20 ft,,76,94
377,4,4:27.0,,Defensive rebound by J. Wall,76,94
378,4,4:11.0,,J. Wall makes 2-pt jump shot from 16 ft,76,96
379,4,3:47.0,Personal foul by B. Beal (drawn by S. Johnson),,76,96
380,4,3:34.0,M. Morris misses 2-pt jump shot from 18 ft,,76,96
381,4,3:33.0,,Defensive rebound by B. Beal,76,96
382,4,3:14.0,,M. Gortat misses 2-pt jump shot from 16 ft,76,96
383,4,3:13.0,Defensive rebound by M. Morris,,76,96
384,4,3:08.0,M. Morris makes 3-pt jump shot from 25 ft,,79,96
385,4,2:48.0,,J. Wall misses 3-pt jump shot from 30 ft,79,96
386,4,2:47.0,,Offensive rebound by M. Gortat,79,96
387,4,2:28.0,,B. Beal misses 3-pt jump shot from 29 ft,79,96
388,4,2:27.0,Defensive rebound by Team,,79,96
