,QUARTER,TIME_REMAINING,TORONTO_ACTION,MIAMI_ACTION,TORONTO_SCORE,MIAMI_SCORE
87,1,0:40.0,,Defensive rebound by T. Johnson,22,19
88,1,0:31.0,,T. Johnson makes 3-pt jump shot from 24 ft (assist by C. Bosh),22,22
89,1,0:14.0,D. DeRozan makes 2-pt jump shot from 3 ft,,24,22
90,1,0:01.0,,C. Bosh misses 3-pt jump shot from 24 ft,24,22
91,1,0:00.0,,Offensive rebound by Team,24,22
92,2,12:00.0,,Violation by Team (delay of game),24,22
93,2,11:47.0,,C. Bosh misses 2-pt jump shot from 13 ft,24,22
94,2,11:46.0,Defensive rebound by K. Lowry,,24,22
95,2,11:27.0,K. Lowry misses 3-pt jump shot from 24 ft,,24,22
96,2,11:26.0,,Defensive rebound by C. Bosh,24,22
97,2,11:15.0,,Turnover by J. McRoberts (bad pass; steal by B. Biyombo),24,22
98,2,11:09.0,B. Biyombo makes 2-pt dunk at rim (assist by K. Lowry),,26,22
99,2,11:09.0,Shooting foul by M. Chalmers (drawn by B. Biyombo),,26,22
100,2,11:09.0,B. Biyombo makes free throw 1 of 1,,27,22
101,2,11:01.0,,M. Chalmers makes 2-pt jump shot from 6 ft,27,24
102,2,10:46.0,P. Patterson misses 3-pt jump shot from 24 ft,,27,24
103,2,10:45.0,,Defensive rebound by M. Chalmers,27,24
104,2,10:42.0,,M. Chalmers misses 2-pt layup from 1 ft (block by C. Joseph),27,24
105,2,10:41.0,,Offensive rebound by Team,27,24
106,2,10:28.0,,J. McRoberts misses 3-pt jump shot from 23 ft (block by T. Ross),27,24
107,2,10:27.0,,Offensive rebound by J. McRoberts,27,24
108,2,10:23.0,,J. McRoberts misses 2-pt jump shot from 5 ft (block by C. Joseph),27,24
109,2,10:22.0,,Offensive rebound by J. McRoberts,27,24
110,2,10:22.0,,Turnover by Team (shot clock),27,24
111,2,9:57.0,P. Patterson makes 2-pt jump shot from 16 ft (assist by K. Lowry),,29,24
112,2,9:41.0,,J. Winslow misses 2-pt layup from 1 ft,29,24
113,2,9:40.0,,Offensive rebound by J. Winslow,29,24
114,2,9:39.0,,J. Winslow makes 2-pt layup at rim,29,26
115,2,9:28.0,K. Lowry misses 2-pt jump shot from 5 ft,,29,26
116,2,9:27.0,,Defensive rebound by J. Winslow,29,26
117,2,9:12.0,,Shooting foul by B. Biyombo (drawn by C. Bosh),29,26
118,2,9:12.0,,C. Bosh makes free throw 1 of 2,29,27
119,2,9:12.0,,C. Bosh makes free throw 2 of 2,29,28
120,2,8:58.0,K. Lowry misses 2-pt jump shot from 11 ft,,29,28
121,2,8:57.0,,Defensive rebound by J. Winslow,29,28
122,2,8:53.0,,Turnover by J. Winslow (lost ball; steal by P. Patterson),29,28
123,2,8:51.0,Turnover by B. Biyombo (lost ball),,29,28
124,2,8:51.0,,Miami full timeout,29,28
125,2,8:51.0,L. Scola enters the game for P. Patterson,,29,28
126,2,8:39.0,,M. Chalmers makes 2-pt layup from 2 ft,29,30
127,2,8:25.0,T. Ross misses 3-pt jump shot from 25 ft,,29,30
128,2,8:24.0,,Defensive rebound by M. Chalmers,29,30
129,2,8:18.0,,T. Johnson misses 2-pt layup from 1 ft,29,30
130,2,8:17.0,,Offensive rebound by C. Bosh,29,30
131,2,8:06.0,,C. Bosh makes 3-pt jump shot from 25 ft (assist by M. Chalmers),29,33
132,2,7:46.0,L. Scola misses 2-pt layup from 2 ft,,29,33
133,2,7:45.0,,Defensive rebound by T. Johnson,29,33
134,2,7:36.0,,M. Chalmers misses 2-pt jump shot from 19 ft,29,33
135,2,7:35.0,Defensive rebound by C. Joseph,,29,33
136,2,7:24.0,K. Lowry makes 3-pt jump shot from 23 ft (assist by C. Joseph),,32,33
137,2,7:02.0,,M. Chalmers misses 2-pt jump shot from 4 ft (block by L. Scola),32,33
138,2,7:01.0,,Offensive rebound by Team,32,33
139,2,7:01.0,J. Valančiūnas enters the game for B. Biyombo,,32,33
140,2,7:01.0,J. Johnson enters the game for T. Ross,,32,33
141,2,7:01.0,,D. Wade enters the game for C. Bosh,32,33
142,2,7:01.0,,L. Deng enters the game for J. Winslow,32,33
143,2,7:01.0,,H. Whiteside enters the game for J. McRoberts,32,33
144,2,6:56.0,,T. Johnson makes 3-pt jump shot from 24 ft (assist by L. Deng),32,36
145,2,6:28.0,J. Valančiūnas misses 2-pt hook shot from 9 ft,,32,36
146,2,6:27.0,,Defensive rebound by M. Chalmers,32,36
147,2,6:17.0,,T. Johnson makes 2-pt layup from 1 ft (assist by M. Chalmers),32,38
148,2,6:14.0,Toronto full timeout,,32,38
149,2,6:14.0,D. DeRozan enters the game for K. Lowry,,32,38
150,2,5:56.0,C. Joseph makes 2-pt jump shot from 17 ft,,34,38
151,2,5:32.0,,D. Wade misses 2-pt jump shot from 15 ft,34,38
152,2,5:31.0,Defensive rebound by L. Scola,,34,38
153,2,5:14.0,J. Valančiūnas makes 2-pt layup at rim (assist by J. Johnson),,36,38
154,2,4:57.0,,Turnover by D. Wade (bad pass; steal by J. Valančiūnas),36,38
155,2,4:55.0,Personal foul by H. Whiteside (drawn by J. Valančiūnas),,36,38
156,2,4:55.0,,G. Dragić enters the game for M. Chalmers,36,38
157,2,4:39.0,J. Valančiūnas makes 2-pt jump shot from 4 ft,,38,38
158,2,4:15.0,,L. Deng misses 2-pt layup from 2 ft,38,38
159,2,4:14.0,,Offensive rebound by H. Whiteside,38,38
160,2,4:14.0,,Shooting foul by J. Johnson (drawn by H. Whiteside),38,38
161,2,4:14.0,,H. Whiteside makes free throw 1 of 2,38,39
162,2,4:14.0,,H. Whiteside makes free throw 2 of 2,38,40
163,2,4:06.0,Personal foul by T. Johnson (drawn by J. Johnson),,38,40
164,2,3:57.0,J. Johnson makes 2-pt dunk at rim,,40,40
165,2,3:42.0,,Personal foul by J. Johnson (drawn by H. Whiteside),40,40
166,2,3:42.0,T. Ross enters the game for J. Johnson,,40,40
167,2,3:42.0,,J. Winslow enters the game for T. Johnson,40,40
168,2,3:42.0,K. Lowry enters the game for C. Joseph,,40,40
169,2,3:31.0,,D. Wade misses 2-pt jump shot from 21 ft,40,40
170,2,3:30.0,Defensive rebound by L. Scola,,40,40
171,2,3:19.0,J. Valančiūnas makes 2-pt jump shot from 12 ft (assist by D. DeRozan),,42,40
172,2,3:06.0,,H. Whiteside makes 2-pt jump shot from 6 ft (assist by G. Dragić),42,42
173,2,2:46.0,J. Valančiūnas makes 2-pt jump shot from 8 ft,,44,42
174,2,2:26.0,,H. Whiteside misses 2-pt jump shot from 6 ft,44,42
175,2,2:25.0,Defensive rebound by T. Ross,,44,42
176,2,2:19.0,,Miami full timeout,44,42
177,2,2:19.0,,C. Bosh enters the game for H. Whiteside,44,42
178,2,2:16.0,Turnover by D. DeRozan (bad pass),,44,42
179,2,2:00.0,,D. Wade misses 2-pt layup from 1 ft,44,42
180,2,1:59.0,Defensive rebound by T. Ross,,44,42
181,2,1:44.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,47,42
182,2,1:30.0,,Personal foul by T. Ross (drawn by D. Wade),47,42
183,2,1:28.0,,Personal foul by T. Ross (drawn by D. Wade),47,42
184,2,1:28.0,,D. Wade misses free throw 1 of 2,47,42
185,2,1:28.0,,Offensive rebound by Team,47,42
186,2,1:28.0,,D. Wade makes free throw 2 of 2,47,43
187,2,1:13.0,Turnover by K. Lowry (bad pass; steal by L. Deng),,47,43
188,2,1:12.0,,Personal foul by D. DeRozan (drawn by L. Deng),47,43
189,2,1:12.0,,L. Deng makes free throw 1 of 2,47,44
190,2,1:12.0,N. Powell enters the game for T. Ross,,47,44
191,2,1:12.0,,L. Deng misses free throw 2 of 2,47,44
192,2,1:11.0,Defensive rebound by J. Valančiūnas,,47,44
193,2,0:59.0,Turnover by D. DeRozan (lost ball),,47,44
194,2,0:43.0,,C. Bosh misses 3-pt jump shot from 24 ft,47,44
195,2,0:42.0,Defensive rebound by K. Lowry,,47,44
196,2,0:42.0,Personal foul by C. Bosh (drawn by K. Lowry),,47,44
197,2,0:42.0,,J. McRoberts enters the game for C. Bosh,47,44
198,2,0:29.0,,Offensive charge foul by D. DeRozan (drawn by J. Winslow),47,44
199,2,0:29.0,Turnover by D. DeRozan (offensive foul),,47,44
200,2,0:07.0,,D. Wade misses 2-pt jump shot from 12 ft,47,44
201,2,0:06.0,Defensive rebound by D. DeRozan,,47,44
202,2,0:01.0,K. Lowry misses 3-pt jump shot from 24 ft,,47,44
203,2,0:00.0,Offensive rebound by Team,,47,44
204,3,11:45.0,,Personal foul by L. Scola (drawn by C. Bosh),47,44
205,3,11:34.0,,C. Bosh makes 2-pt jump shot from 20 ft (assist by G. Dragić),47,46
206,3,11:17.0,D. DeRozan makes 2-pt jump shot from 18 ft (assist by L. Scola),,49,46
207,3,10:56.0,,C. Bosh makes 2-pt jump shot from 14 ft (assist by D. Wade),49,48
208,3,10:37.0,Personal foul by L. Deng (drawn by K. Lowry),,49,48
209,3,10:30.0,D. DeRozan makes 2-pt jump shot from 19 ft (assist by K. Lowry),,51,48
210,3,10:03.0,,H. Whiteside misses 2-pt hook shot from 6 ft,51,48
211,3,10:02.0,Defensive rebound by K. Lowry,,51,48
212,3,9:46.0,Turnover by J. Johnson (bad pass; steal by H. Whiteside),,51,48
213,3,9:35.0,,D. Wade misses 2-pt jump shot from 14 ft,51,48
214,3,9:34.0,,Offensive rebound by H. Whiteside,51,48
215,3,9:34.0,,Shooting foul by J. Valančiūnas (drawn by H. Whiteside),51,48
216,3,9:34.0,,H. Whiteside misses free throw 1 of 2,51,48
217,3,9:34.0,,Offensive rebound by Team,51,48
218,3,9:34.0,,H. Whiteside makes free throw 2 of 2,51,49
219,3,9:14.0,J. Johnson misses 2-pt jump shot from 5 ft (block by H. Whiteside),,51,49
220,3,9:13.0,,Defensive rebound by L. Deng,51,49
221,3,9:08.0,,Personal block foul by K. Lowry (drawn by G. Dragić),51,49
222,3,8:46.0,,D. Wade misses 2-pt layup from 1 ft,51,49
223,3,8:41.0,,Offensive rebound by H. Whiteside,51,49
224,3,8:41.0,,H. Whiteside makes 2-pt dunk at rim,51,51
225,3,8:33.0,D. DeRozan misses 3-pt jump shot from 24 ft,,51,51
226,3,8:32.0,,Defensive rebound by H. Whiteside,51,51
227,3,8:22.0,,G. Dragić misses 3-pt jump shot from 24 ft,51,51
228,3,8:21.0,Defensive rebound by J. Valančiūnas,,51,51
229,3,8:03.0,D. DeRozan makes 2-pt jump shot from 19 ft (assist by K. Lowry),,53,51
230,3,7:33.0,,L. Deng misses 3-pt jump shot from 24 ft,53,51
231,3,7:32.0,Defensive rebound by L. Scola,,53,51
232,3,7:25.0,K. Lowry misses 3-pt jump shot from 24 ft,,53,51
233,3,7:24.0,,Defensive rebound by H. Whiteside,53,51
234,3,7:14.0,,G. Dragić makes 2-pt layup from 2 ft,53,53
235,3,7:01.0,,J. Winslow enters the game for C. Bosh,53,53
236,3,6:56.0,J. Johnson misses 2-pt layup from 2 ft (block by H. Whiteside),,53,53
237,3,6:55.0,Offensive rebound by J. Johnson,,53,53
238,3,6:51.0,K. Lowry misses 2-pt jump shot from 15 ft (block by D. Wade),,53,53
239,3,6:50.0,Offensive rebound by Team,,53,53
240,3,6:49.0,Turnover by Team (shot clock),,53,53
241,3,6:32.0,,D. Wade makes 3-pt jump shot from 23 ft (assist by G. Dragić),53,56
242,3,6:24.0,Toronto full timeout,,53,56
243,3,6:24.0,T. Ross enters the game for J. Johnson,,53,56
244,3,6:24.0,P. Patterson enters the game for L. Scola,,53,56
245,3,6:09.0,P. Patterson misses 2-pt layup from 3 ft (block by H. Whiteside),,53,56
246,3,6:08.0,,Defensive rebound by J. Winslow,53,56
247,3,6:07.0,,Shooting foul by T. Ross (drawn by D. Wade),53,56
248,3,6:07.0,,D. Wade makes free throw 1 of 2,53,57
249,3,6:07.0,,D. Wade makes free throw 2 of 2,53,58
250,3,5:47.0,D. DeRozan misses 2-pt jump shot from 19 ft,,53,58
251,3,5:46.0,,Defensive rebound by D. Wade,53,58
252,3,5:28.0,,Turnover by J. Winslow (bad pass; steal by T. Ross),53,58
253,3,5:22.0,Shooting foul by L. Deng (drawn by K. Lowry),,53,58
254,3,5:22.0,K. Lowry makes free throw 1 of 2,,54,58
255,3,5:22.0,K. Lowry makes free throw 2 of 2,,55,58
256,3,5:08.0,,J. Winslow misses 3-pt jump shot from 24 ft,55,58
257,3,5:07.0,,Offensive rebound by D. Wade,55,58
258,3,5:06.0,,D. Wade misses 2-pt layup from 1 ft,55,58
259,3,5:05.0,,Offensive rebound by H. Whiteside,55,58
260,3,5:04.0,,H. Whiteside makes 2-pt layup at rim,55,60
261,3,4:45.0,J. Valančiūnas misses 2-pt jump shot from 17 ft,,55,60
262,3,4:44.0,,Defensive rebound by L. Deng,55,60
263,3,4:37.0,,D. Wade misses 2-pt jump shot from 14 ft,55,60
264,3,4:36.0,,Offensive rebound by H. Whiteside,55,60
265,3,4:35.0,,H. Whiteside makes 2-pt layup at rim,55,62
266,3,4:14.0,D. DeRozan misses 2-pt jump shot from 12 ft,,55,62
267,3,4:13.0,,Defensive rebound by G. Dragić,55,62
268,3,4:00.0,,H. Whiteside makes 2-pt jump shot from 18 ft,55,64
269,3,4:00.0,Toronto full timeout,,55,64
270,3,4:00.0,,M. Chalmers enters the game for D. Wade,55,64
271,3,3:38.0,Shooting foul by M. Chalmers (drawn by D. DeRozan),,55,64
272,3,3:38.0,D. DeRozan makes free throw 1 of 2,,56,64
273,3,3:38.0,B. Biyombo enters the game for J. Valančiūnas,,56,64
274,3,3:38.0,D. DeRozan makes free throw 2 of 2,,57,64
275,3,3:20.0,,G. Dragić misses 3-pt jump shot from 24 ft,57,64
276,3,3:19.0,,Offensive rebound by Team,57,64
277,3,3:18.0,C. Joseph enters the game for D. DeRozan,,57,64
278,3,3:15.0,,H. Whiteside misses 2-pt jump shot from 12 ft,57,64
279,3,3:14.0,Defensive rebound by B. Biyombo,,57,64
280,3,3:07.0,,Offensive charge foul by K. Lowry (drawn by G. Dragić),57,64
281,3,3:07.0,Turnover by K. Lowry (offensive foul),,57,64
282,3,3:07.0,,J. McRoberts enters the game for L. Deng,57,64
283,3,2:39.0,,H. Whiteside misses 2-pt hook shot from 9 ft,57,64
284,3,2:38.0,Defensive rebound by B. Biyombo,,57,64
285,3,2:25.0,,Miami full timeout,57,64
286,3,2:25.0,,C. Bosh enters the game for H. Whiteside,57,64
287,3,2:21.0,T. Ross misses 3-pt jump shot from 23 ft,,57,64
288,3,2:20.0,,Defensive rebound by M. Chalmers,57,64
289,3,2:03.0,,Shooting foul by B. Biyombo (drawn by C. Bosh),57,64
290,3,2:03.0,,C. Bosh misses free throw 1 of 2,57,64
291,3,2:03.0,,Offensive rebound by Team,57,64
292,3,2:03.0,,C. Bosh makes free throw 2 of 2,57,65
293,3,1:52.0,Turnover by P. Patterson (lost ball; steal by J. McRoberts),,57,65
294,3,1:51.0,,Personal foul by P. Patterson (drawn by J. McRoberts),57,65
295,3,1:51.0,,J. McRoberts makes free throw 1 of 2,57,66
296,3,1:51.0,,J. McRoberts misses free throw 2 of 2,57,66
297,3,1:50.0,Defensive rebound by B. Biyombo,,57,66
298,3,1:37.0,K. Lowry misses 3-pt jump shot from 24 ft,,57,66
299,3,1:36.0,,Defensive rebound by M. Chalmers,57,66
300,3,1:27.0,,M. Chalmers makes 2-pt jump shot from 19 ft,57,68
301,3,1:14.0,Personal foul by M. Chalmers (drawn by C. Joseph),,57,68
302,3,1:14.0,,T. Johnson enters the game for G. Dragić,57,68
303,3,1:00.0,T. Ross misses 2-pt jump shot from 12 ft,,57,68
304,3,0:59.0,,Defensive rebound by C. Bosh,57,68
305,3,0:50.0,,C. Bosh makes 3-pt jump shot from 25 ft (assist by J. McRoberts),57,71
306,3,0:36.0,K. Lowry misses 3-pt jump shot from 24 ft,,57,71
307,3,0:35.0,Offensive rebound by B. Biyombo,,57,71
308,3,0:35.0,Shooting foul by C. Bosh (drawn by B. Biyombo),,57,71
309,3,0:35.0,B. Biyombo makes free throw 1 of 2,,58,71
310,3,0:35.0,B. Biyombo makes free throw 2 of 2,,59,71
311,3,0:18.0,,Turnover by M. Chalmers (bad pass; steal by K. Lowry),59,71
312,3,0:14.0,K. Lowry makes 2-pt layup from 2 ft,,61,71
313,3,0:04.0,,Personal foul by C. Joseph (drawn by M. Chalmers),61,71
314,3,0:04.0,,M. Chalmers makes free throw 1 of 3,61,72
315,3,0:04.0,,M. Chalmers makes free throw 2 of 3,61,73
316,3,0:04.0,,L. Deng enters the game for C. Bosh,61,73
317,3,0:04.0,,M. Chalmers makes free throw 3 of 3,61,74
318,3,0:01.0,Shooting foul by T. Johnson (drawn by K. Lowry),,61,74
319,3,0:01.0,K. Lowry makes free throw 1 of 2,,62,74
320,3,0:01.0,,H. Whiteside enters the game for L. Deng,62,74
321,3,0:01.0,K. Lowry makes free throw 2 of 2,,63,74
322,4,11:47.0,Shooting foul by T. Johnson (drawn by D. DeRozan),,63,74
323,4,11:47.0,D. DeRozan makes free throw 1 of 2,,64,74
324,4,11:47.0,D. DeRozan makes free throw 2 of 2,,65,74
325,4,11:34.0,,J. Winslow misses 2-pt layup from 1 ft (block by B. Biyombo),65,74
326,4,11:33.0,Defensive rebound by C. Joseph,,65,74
327,4,11:25.0,C. Joseph makes 2-pt jump shot from 14 ft,,67,74
328,4,11:02.0,,J. Winslow makes 2-pt layup at rim (assist by J. McRoberts),67,76
329,4,10:45.0,A. Bennett misses 3-pt jump shot from 27 ft,,67,76
330,4,10:44.0,Offensive rebound by B. Biyombo,,67,76
331,4,10:33.0,D. DeRozan misses 2-pt jump shot from 16 ft,,67,76
332,4,10:32.0,Offensive rebound by B. Biyombo,,67,76
333,4,10:29.0,T. Ross misses 3-pt jump shot from 24 ft,,67,76
334,4,10:28.0,,Defensive rebound by C. Bosh,67,76
335,4,10:09.0,,J. Winslow misses 2-pt jump shot from 16 ft,67,76
336,4,10:08.0,Defensive rebound by B. Biyombo,,67,76
337,4,10:00.0,Turnover by C. Joseph (bad pass; steal by J. McRoberts),,67,76
338,4,9:58.0,,Shooting foul by A. Bennett (drawn by J. Winslow),67,76
339,4,9:58.0,,J. Winslow makes free throw 1 of 2,67,77
340,4,9:58.0,,J. Winslow makes free throw 2 of 2,67,78
341,4,9:46.0,Turnover by B. Biyombo (lost ball; steal by C. Bosh),,67,78
342,4,9:40.0,,T. Johnson makes 2-pt dunk at rim (assist by J. Winslow),67,80
343,4,9:17.0,Turnover by D. DeRozan (lost ball; steal by J. Winslow),,67,80
344,4,9:12.0,,J. McRoberts makes 2-pt dunk at rim (assist by M. Chalmers),67,82
345,4,9:12.0,Toronto full timeout,,67,82
346,4,8:54.0,B. Biyombo misses 2-pt jump shot from 17 ft (block by M. Chalmers),,67,82
347,4,8:53.0,,Defensive rebound by M. Chalmers,67,82
348,4,8:41.0,,Turnover by M. Chalmers (lost ball; steal by B. Biyombo),67,82
349,4,8:33.0,Turnover by D. DeRozan (lost ball; steal by J. McRoberts),,67,82
350,4,8:28.0,,J. Winslow makes 2-pt dunk at rim (assist by J. McRoberts),67,84
351,4,8:08.0,Shooting foul by J. Winslow (drawn by D. DeRozan),,67,84
352,4,8:08.0,Technical foul by D. DeRozan,,67,84
353,4,8:08.0,,C. Bosh misses technical free throw,67,84
354,4,8:08.0,Offensive rebound by Team,,67,84
355,4,8:08.0,D. DeRozan makes free throw 1 of 2,,68,84
356,4,8:08.0,J. Valančiūnas enters the game for B. Biyombo,,68,84
357,4,8:08.0,K. Lowry enters the game for T. Ross,,68,84
358,4,8:08.0,D. DeRozan makes free throw 2 of 2,,69,84
359,4,7:54.0,,J. McRoberts misses 3-pt jump shot from 24 ft,69,84
360,4,7:53.0,Defensive rebound by C. Joseph,,69,84
361,4,7:29.0,C. Joseph misses 2-pt jump shot from 19 ft,,69,84
362,4,7:28.0,,Defensive rebound by J. Winslow,69,84
363,4,7:13.0,,C. Bosh makes 2-pt layup from 1 ft,69,86
364,4,6:47.0,Shooting foul by J. McRoberts (drawn by J. Valančiūnas),,69,86
365,4,6:47.0,J. Valančiūnas misses free throw 1 of 2,,69,86
366,4,6:47.0,Offensive rebound by Team,,69,86
367,4,6:47.0,J. Johnson enters the game for A. Bennett,,69,86
368,4,6:47.0,J. Valančiūnas makes free throw 2 of 2,,70,86
369,4,6:30.0,,C. Bosh misses 3-pt jump shot from 23 ft,70,86
370,4,6:29.0,Defensive rebound by K. Lowry,,70,86
371,4,6:18.0,Turnover by D. DeRozan (offensive foul),,70,86
372,4,6:18.0,,Offensive charge foul by D. DeRozan (drawn by J. Winslow),70,86
373,4,5:57.0,,C. Bosh makes 3-pt jump shot from 24 ft (assist by T. Johnson),70,89
374,4,5:36.0,D. DeRozan misses 3-pt jump shot from 24 ft,,70,89
375,4,5:35.0,,Defensive rebound by C. Bosh,70,89
376,4,5:21.0,,C. Bosh makes 3-pt jump shot from 24 ft (assist by M. Chalmers),70,92
377,4,4:57.0,Shooting foul by J. Winslow (drawn by K. Lowry),,70,92
378,4,4:57.0,Official timeout,,70,92
379,4,4:57.0,L. Scola enters the game for J. Valančiūnas,,70,92
380,4,4:57.0,K. Lowry makes free throw 1 of 2,,71,92
381,4,4:57.0,K. Lowry misses free throw 2 of 2,,71,92
382,4,4:56.0,,Defensive rebound by C. Bosh,71,92
