,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DALLAS_ACTION,OKLAHOMA CITY_SCORE,DALLAS_SCORE
0,1,11:38.0,S. Ibaka misses 2-pt jump shot from 18 ft,,0,0
1,1,11:38.0,,Defensive rebound by R. Felton,0,0
2,1,11:20.0,,Turnover by D. Williams (lost ball),0,0
3,1,11:01.0,S. Adams makes 2-pt jump shot from 6 ft (assist by R. Westbrook),,2,0
4,1,10:40.0,,D. Nowitzki makes 2-pt jump shot from 11 ft,2,2
5,1,10:31.0,Oklahoma City full timeout,,2,2
6,1,10:31.0,,J. Barea enters the game for D. Williams,2,2
7,1,10:23.0,R. Westbrook misses 2-pt layup from 2 ft,,2,2
8,1,10:22.0,Offensive rebound by A. Roberson,,2,2
9,1,10:22.0,A. Roberson misses 2-pt layup from 2 ft,,2,2
10,1,10:21.0,,Defensive rebound by D. Nowitzki,2,2
11,1,10:11.0,,R. Felton misses 2-pt jump shot from 11 ft,2,2
12,1,10:10.0,,Offensive rebound by R. Felton,2,2
13,1,10:03.0,,J. Barea misses 2-pt layup from 1 ft,2,2
14,1,10:03.0,Defensive rebound by S. Adams,,2,2
15,1,10:03.0,Personal foul by Z. Pachulia,,2,2
16,1,9:51.0,S. Ibaka makes 3-pt jump shot from 22 ft (assist by R. Westbrook),,5,2
17,1,9:34.0,,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by Z. Pachulia),5,4
18,1,9:16.0,K. Durant makes 2-pt jump shot from 12 ft,,7,4
19,1,9:02.0,,Z. Pachulia makes 2-pt jump shot from 8 ft (assist by R. Felton),7,6
20,1,8:42.0,S. Ibaka makes 2-pt hook shot from 8 ft (assist by R. Westbrook),,9,6
21,1,8:16.0,,W. Matthews misses 3-pt jump shot from 26 ft,9,6
22,1,8:15.0,,Offensive rebound by Team,9,6
23,1,8:15.0,,Turnover by Team (shot clock),9,6
24,1,7:59.0,K. Durant misses 2-pt jump shot from 15 ft,,9,6
25,1,7:59.0,Offensive rebound by R. Westbrook,,9,6
26,1,7:52.0,R. Westbrook misses 2-pt jump shot from 5 ft,,9,6
27,1,7:51.0,,Defensive rebound by D. Nowitzki,9,6
28,1,7:49.0,,Turnover by D. Nowitzki (lost ball; steal by R. Westbrook),9,6
29,1,7:46.0,R. Westbrook misses 2-pt dunk at rim,,9,6
30,1,7:45.0,Offensive rebound by S. Ibaka,,9,6
31,1,7:45.0,S. Ibaka makes 2-pt hook shot from 5 ft,,11,6
32,1,7:28.0,,D. Nowitzki makes 2-pt hook shot from 2 ft,11,8
33,1,7:28.0,,Away from play foul by S. Adams,11,8
34,1,7:28.0,,Z. Pachulia makes free throw 1 of 1,11,9
35,1,7:12.0,K. Durant misses 2-pt jump shot from 14 ft,,11,9
36,1,7:11.0,,Defensive rebound by R. Felton,11,9
37,1,7:03.0,,Shooting foul by S. Ibaka (drawn by W. Matthews),11,9
38,1,7:03.0,,W. Matthews makes free throw 1 of 2,11,10
39,1,7:03.0,,W. Matthews makes free throw 2 of 2,11,11
40,1,6:54.0,R. Westbrook misses 2-pt jump shot from 7 ft,,11,11
41,1,6:53.0,,Defensive rebound by J. Barea,11,11
42,1,6:33.0,,R. Felton misses 3-pt jump shot from 25 ft,11,11
43,1,6:31.0,Defensive rebound by S. Ibaka,,11,11
44,1,6:20.0,S. Ibaka misses 2-pt jump shot from 9 ft,,11,11
45,1,6:18.0,Offensive rebound by S. Adams,,11,11
46,1,6:18.0,S. Adams misses 2-pt layup from 1 ft,,11,11
