,QUARTER,TIME_REMAINING,UTAH_ACTION,DETROIT_ACTION,UTAH_SCORE,DETROIT_SCORE
197,3,11:36.0,,A. Drummond makes 2-pt hook shot from 3 ft,44,43
198,3,11:14.0,Turnover by D. Favors (traveling),,44,43
199,3,10:59.0,,R. Jackson makes 2-pt jump shot from 5 ft,44,45
200,3,10:34.0,R. Hood misses 2-pt jump shot from 11 ft,,44,45
201,3,10:34.0,,Defensive rebound by K. Caldwell-Pope,44,45
202,3,10:32.0,,Shooting foul by R. Hood (drawn by K. Caldwell-Pope),44,45
203,3,10:32.0,,K. Caldwell-Pope makes free throw 1 of 2,44,46
204,3,10:32.0,,K. Caldwell-Pope makes free throw 2 of 2,44,47
205,3,10:12.0,D. Favors makes 2-pt jump shot from 5 ft (assist by R. Neto),,46,47
206,3,9:50.0,,A. Drummond makes 2-pt layup at rim (assist by M. Morris),46,49
207,3,9:50.0,,Shooting foul by R. Gobert (drawn by A. Drummond),46,49
208,3,9:50.0,,A. Drummond misses free throw 1 of 1,46,49
209,3,9:49.0,Defensive rebound by R. Gobert,,46,49
210,3,9:38.0,R. Hood misses 3-pt jump shot from 23 ft,,46,49
211,3,9:36.0,,Defensive rebound by M. Morris,46,49
212,3,9:28.0,,A. Drummond misses 2-pt layup from 1 ft,46,49
213,3,9:26.0,,Offensive rebound by A. Drummond,46,49
214,3,9:25.0,,A. Drummond misses 2-pt layup at rim,46,49
215,3,9:23.0,,Offensive rebound by Team,46,49
216,3,9:13.0,,E. İlyasova misses 3-pt jump shot from 22 ft,46,49
217,3,9:13.0,Defensive rebound by R. Neto,,46,49
218,3,8:54.0,G. Hayward misses 3-pt jump shot from 25 ft,,46,49
219,3,8:53.0,,Defensive rebound by K. Caldwell-Pope,46,49
220,3,8:46.0,Violation by R. Gobert (def goaltending),,46,49
221,3,8:46.0,,M. Morris makes 2-pt layup at rim (assist by R. Jackson),46,51
222,3,8:46.0,,Shooting foul by R. Hood (drawn by M. Morris),46,51
223,3,8:46.0,,M. Morris makes free throw 1 of 1,46,52
224,3,8:28.0,D. Favors misses 2-pt jump shot from 15 ft,,46,52
225,3,8:27.0,Offensive rebound by R. Hood,,46,52
226,3,8:27.0,R. Hood misses 2-pt jump shot from 6 ft,,46,52
227,3,8:25.0,,Defensive rebound by E. İlyasova,46,52
228,3,8:12.0,,R. Jackson misses 3-pt jump shot from 24 ft,46,52
229,3,8:12.0,Defensive rebound by G. Hayward,,46,52
230,3,7:56.0,R. Gobert makes 2-pt dunk at rim (assist by R. Hood),,48,52
231,3,7:42.0,,R. Jackson misses 3-pt jump shot from 23 ft,48,52
232,3,7:42.0,Defensive rebound by R. Gobert,,48,52
233,3,7:30.0,R. Neto makes 2-pt jump shot from 18 ft (assist by R. Gobert),,50,52
234,3,7:17.0,,K. Caldwell-Pope misses 2-pt jump shot from 7 ft,50,52
235,3,7:16.0,Defensive rebound by G. Hayward,,50,52
236,3,7:12.0,,Offensive charge foul by R. Gobert (drawn by E. İlyasova),50,52
237,3,7:12.0,Turnover by R. Gobert (offensive foul),,50,52
238,3,7:03.0,,Turnover by E. İlyasova (bad pass),50,52
239,3,6:57.0,Personal foul by E. İlyasova (drawn by D. Favors),,50,52
240,3,6:52.0,G. Hayward makes 2-pt layup from 1 ft,,52,52
241,3,6:52.0,Shooting foul by M. Morris (drawn by G. Hayward),,52,52
242,3,6:52.0,G. Hayward makes free throw 1 of 1,,53,52
243,3,6:41.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by R. Jackson),53,55
244,3,6:27.0,G. Hayward misses 2-pt jump shot from 11 ft,,53,55
245,3,6:26.0,,Defensive rebound by A. Drummond,53,55
246,3,6:03.0,,R. Jackson misses 2-pt jump shot from 6 ft (block by D. Favors),53,55
247,3,6:03.0,,Offensive rebound by M. Morris,53,55
248,3,6:03.0,,Turnover by Team (shot clock),53,55
249,3,5:42.0,D. Favors makes 2-pt jump shot from 7 ft (assist by R. Hood),,55,55
250,3,5:20.0,,Shooting foul by R. Gobert (drawn by A. Drummond),55,55
251,3,5:20.0,,Detroit full timeout,55,55
252,3,5:20.0,,A. Drummond misses free throw 1 of 2,55,55
253,3,5:20.0,,Offensive rebound by Team,55,55
254,3,5:20.0,,A. Drummond misses free throw 2 of 2,55,55
255,3,5:19.0,Defensive rebound by D. Favors,,55,55
256,3,4:57.0,R. Hood makes 2-pt jump shot from 4 ft,,57,55
257,3,4:35.0,,M. Morris misses 2-pt jump shot from 14 ft,57,55
258,3,4:35.0,,Offensive rebound by Team,57,55
259,3,4:35.0,A. Burks enters the game for R. Hood,,57,55
260,3,4:20.0,,K. Caldwell-Pope makes 3-pt jump shot from 22 ft (assist by E. İlyasova),57,58
261,3,4:03.0,Shooting foul by E. İlyasova (drawn by D. Favors),,57,58
262,3,4:03.0,D. Favors makes free throw 1 of 2,,58,58
263,3,4:03.0,D. Favors makes free throw 2 of 2,,59,58
264,3,3:47.0,,R. Jackson makes 2-pt layup from 1 ft,59,60
265,3,3:40.0,,Offensive charge foul by R. Gobert (drawn by E. İlyasova),59,60
266,3,3:40.0,Turnover by R. Gobert (offensive foul),,59,60
267,3,3:40.0,T. Lyles enters the game for R. Gobert,,59,60
268,3,3:40.0,,A. Tolliver enters the game for E. İlyasova,59,60
269,3,3:21.0,,K. Caldwell-Pope misses 2-pt jump shot from 9 ft,59,60
270,3,3:20.0,Defensive rebound by T. Lyles,,59,60
271,3,3:05.0,D. Favors makes 2-pt layup at rim (assist by T. Lyles),,61,60
272,3,2:44.0,,Offensive foul by M. Morris (drawn by G. Hayward),61,60
273,3,2:44.0,,Turnover by M. Morris (offensive foul),61,60
274,3,2:44.0,Utah full timeout,,61,60
275,3,2:44.0,,Technical foul by M. Morris,61,60
276,3,2:44.0,T. Burke enters the game for R. Neto,,61,60
277,3,2:44.0,,S. Blake enters the game for R. Jackson,61,60
278,3,2:44.0,A. Burks makes technical free throw,,62,60
279,3,2:37.0,Turnover by T. Burke (bad pass; steal by A. Drummond),,62,60
280,3,2:28.0,,A. Drummond makes 2-pt dunk at rim (assist by S. Blake),62,62
281,3,2:15.0,Personal foul by K. Caldwell-Pope (drawn by A. Burks),,62,62
282,3,2:06.0,D. Favors misses 2-pt layup at rim,,62,62
283,3,2:05.0,,Defensive rebound by A. Drummond,62,62
284,3,1:53.0,,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by S. Blake),62,65
285,3,1:44.0,Shooting foul by A. Drummond (drawn by A. Burks),,62,65
286,3,1:44.0,A. Burks misses free throw 1 of 2,,62,65
287,3,1:44.0,Offensive rebound by Team,,62,65
288,3,1:44.0,A. Burks makes free throw 2 of 2,,63,65
289,3,1:33.0,,Personal foul by A. Burks (drawn by M. Morris),63,65
290,3,1:33.0,,M. Morris makes free throw 1 of 2,63,66
291,3,1:33.0,,M. Morris makes free throw 2 of 2,63,67
292,3,1:19.0,G. Hayward misses 3-pt jump shot from 24 ft,,63,67
293,3,1:18.0,,Defensive rebound by S. Blake,63,67
294,3,0:59.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,63,67
295,3,0:58.0,Defensive rebound by A. Burks,,63,67
296,3,0:42.0,A. Burks misses 2-pt jump shot from 4 ft (block by A. Drummond),,63,67
297,3,0:41.0,,Defensive rebound by A. Drummond,63,67
298,3,0:30.0,,A. Drummond makes 2-pt layup at rim (assist by S. Blake),63,69
299,3,0:06.0,D. Favors misses 2-pt jump shot from 13 ft,,63,69
300,3,0:05.0,Offensive rebound by G. Hayward,,63,69
301,3,0:05.0,G. Hayward misses 2-pt layup at rim,,63,69
302,3,0:04.0,Offensive rebound by D. Favors,,63,69
303,3,0:04.0,Shooting foul by A. Tolliver (drawn by D. Favors),,63,69
304,3,0:04.0,D. Favors makes free throw 1 of 2,,64,69
305,3,0:04.0,E. Millsap enters the game for T. Burke,,64,69
306,3,0:04.0,D. Favors misses free throw 2 of 2,,64,69
307,3,0:04.0,,Defensive rebound by S. Blake,64,69
308,4,11:40.0,A. Burks misses 2-pt jump shot from 14 ft,,64,69
309,4,11:39.0,,Defensive rebound by S. Johnson,64,69
310,4,11:17.0,,S. Blake makes 2-pt jump shot from 11 ft,64,71
311,4,11:00.0,E. Millsap misses 2-pt layup at rim,,64,71
312,4,10:59.0,,Defensive rebound by S. Blake,64,71
313,4,10:58.0,,Shooting foul by R. Hood (drawn by S. Johnson),64,71
314,4,10:58.0,,S. Johnson makes free throw 1 of 2,64,72
315,4,10:58.0,J. Ingles enters the game for T. Lyles,,64,72
316,4,10:58.0,,S. Johnson makes free throw 2 of 2,64,73
317,4,10:46.0,R. Hood makes 2-pt jump shot from 15 ft,,66,73
318,4,10:27.0,,A. Baynes misses 2-pt jump shot from 11 ft,66,73
319,4,10:27.0,,Offensive rebound by A. Tolliver,66,73
320,4,10:15.0,,S. Johnson misses 2-pt jump shot from 5 ft (block by R. Gobert),66,73
321,4,10:14.0,,Offensive rebound by S. Johnson,66,73
322,4,10:14.0,,Shooting foul by R. Hood (drawn by S. Johnson),66,73
323,4,10:14.0,,S. Johnson makes free throw 1 of 2,66,74
324,4,10:14.0,R. Neto enters the game for R. Hood,,66,74
325,4,10:14.0,,S. Johnson makes free throw 2 of 2,66,75
326,4,9:55.0,Shooting foul by A. Baynes (drawn by A. Burks),,66,75
327,4,9:55.0,A. Burks makes free throw 1 of 2,,67,75
328,4,9:55.0,A. Burks makes free throw 2 of 2,,68,75
329,4,9:41.0,,R. Bullock misses 3-pt jump shot from 22 ft,68,75
330,4,9:41.0,Defensive rebound by R. Gobert,,68,75
331,4,9:31.0,A. Burks makes 2-pt layup at rim,,70,75
332,4,9:24.0,,S. Johnson makes 2-pt layup at rim (assist by S. Blake),70,77
333,4,9:16.0,A. Burks misses 2-pt layup at rim,,70,77
334,4,9:15.0,,Defensive rebound by A. Tolliver,70,77
335,4,9:04.0,,A. Tolliver misses 2-pt jump shot from 16 ft,70,77
336,4,9:04.0,Defensive rebound by A. Burks,,70,77
337,4,8:44.0,J. Ingles makes 2-pt layup at rim,,72,77
338,4,8:26.0,,S. Johnson misses 3-pt jump shot from 26 ft,72,77
339,4,8:25.0,Defensive rebound by R. Gobert,,72,77
340,4,8:03.0,R. Neto misses 2-pt jump shot from 10 ft,,72,77
341,4,8:03.0,,Defensive rebound by A. Baynes,72,77
342,4,7:50.0,,A. Tolliver misses 2-pt jump shot from 8 ft,72,77
343,4,7:50.0,,Offensive rebound by Team,72,77
344,4,7:50.0,Loose ball foul by E. Millsap (drawn by A. Baynes),,72,77
345,4,7:50.0,Official timeout,,72,77
346,4,7:50.0,G. Hayward enters the game for E. Millsap,,72,77
347,4,7:37.0,,S. Johnson misses 2-pt jump shot from 4 ft (block by G. Hayward),72,77
348,4,7:35.0,Defensive rebound by J. Ingles,,72,77
349,4,7:19.0,R. Neto makes 3-pt jump shot from 24 ft (assist by A. Burks),,75,77
350,4,6:58.0,,S. Blake misses 3-pt jump shot from 25 ft,75,77
351,4,6:58.0,Defensive rebound by Team,,75,77
352,4,6:58.0,,Loose ball foul by A. Baynes (drawn by R. Gobert),75,77
353,4,6:58.0,,R. Jackson enters the game for S. Blake,75,77
354,4,6:58.0,,A. Drummond enters the game for A. Baynes,75,77
355,4,6:44.0,A. Burks misses 2-pt jump shot from 20 ft,,75,77
356,4,6:44.0,,Defensive rebound by A. Tolliver,75,77
357,4,6:35.0,,S. Johnson makes 2-pt layup from 1 ft,75,79
358,4,6:20.0,Shooting foul by S. Johnson (drawn by G. Hayward),,75,79
359,4,6:20.0,G. Hayward misses free throw 1 of 2,,75,79
360,4,6:20.0,Offensive rebound by Team,,75,79
361,4,6:20.0,,M. Morris enters the game for A. Tolliver,75,79
362,4,6:20.0,D. Favors enters the game for R. Gobert,,75,79
363,4,6:20.0,G. Hayward makes free throw 2 of 2,,76,79
364,4,5:55.0,,S. Johnson misses 3-pt jump shot from 26 ft,76,79
365,4,5:55.0,Defensive rebound by A. Burks,,76,79
366,4,5:48.0,Turnover by R. Neto (traveling),,76,79
367,4,5:48.0,,Detroit full timeout,76,79
368,4,5:48.0,,K. Caldwell-Pope enters the game for R. Bullock,76,79
369,4,5:31.0,,Offensive foul by R. Jackson (drawn by R. Neto),76,79
370,4,5:31.0,,Turnover by R. Jackson (offensive foul),76,79
371,4,5:11.0,A. Burks misses 2-pt jump shot from 5 ft (block by A. Drummond),,76,79
372,4,5:09.0,,Defensive rebound by R. Jackson,76,79
373,4,5:04.0,,K. Caldwell-Pope makes 2-pt jump shot from 8 ft,76,81
374,4,4:55.0,Shooting foul by S. Johnson (drawn by D. Favors),,76,81
375,4,4:55.0,D. Favors makes free throw 1 of 2,,77,81
376,4,4:55.0,D. Favors makes free throw 2 of 2,,78,81
377,4,4:42.0,,Shooting foul by D. Favors (drawn by A. Drummond),78,81
378,4,4:42.0,,A. Drummond makes free throw 1 of 2,78,82
379,4,4:42.0,R. Gobert enters the game for J. Ingles,,78,82
380,4,4:42.0,,E. İlyasova enters the game for S. Johnson,78,82
381,4,4:42.0,,A. Drummond makes free throw 2 of 2,78,83
382,4,4:23.0,R. Neto misses 2-pt jump shot from 9 ft,,78,83
383,4,4:20.0,,Defensive rebound by M. Morris,78,83
384,4,3:58.0,,K. Caldwell-Pope misses 2-pt jump shot from 8 ft,78,83
385,4,3:58.0,Defensive rebound by A. Burks,,78,83
386,4,3:48.0,A. Burks makes 2-pt jump shot from 7 ft,,80,83
387,4,3:32.0,,R. Jackson makes 3-pt jump shot from 25 ft,80,86
388,4,3:27.0,Utah full timeout,,80,86
389,4,3:27.0,R. Hood enters the game for R. Neto,,80,86
390,4,3:20.0,Offensive foul by G. Hayward (drawn by M. Morris),,80,86
391,4,3:20.0,Turnover by G. Hayward (offensive foul),,80,86
392,4,2:57.0,,A. Drummond misses 2-pt hook shot from 5 ft,80,86
393,4,2:57.0,Defensive rebound by Team,,80,86
