,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MIAMI_ACTION,MINNESOTA_SCORE,MIAMI_SCORE
86,1,3:10.0,,H. Whiteside misses 2-pt jump shot from 10 ft,13,21
87,1,3:07.0,Defensive rebound by Z. LaVine,,13,21
88,1,2:53.0,G. Dieng misses 2-pt jump shot from 15 ft,,13,21
89,1,2:52.0,,Defensive rebound by H. Whiteside,13,21
90,1,2:41.0,,J. Winslow misses 3-pt jump shot from 23 ft,13,21
91,1,2:40.0,Defensive rebound by A. Wiggins,,13,21
92,1,2:26.0,,Violation by H. Whiteside (def goaltending),13,21
93,1,2:26.0,K. Martin makes 2-pt jump shot from 8 ft,,15,21
94,1,2:20.0,,Turnover by T. Johnson (lost ball; steal by A. Wiggins),15,21
95,1,2:17.0,Turnover by A. Wiggins (lost ball; steal by G. Dragić),,15,21
96,1,2:06.0,,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),15,23
97,1,1:53.0,K. Martin misses 2-pt jump shot from 19 ft,,15,23
98,1,1:51.0,,Defensive rebound by J. Winslow,15,23
99,1,1:46.0,,G. Dragić makes 2-pt layup from 1 ft,15,25
100,1,1:41.0,Minnesota full timeout,,15,25
101,1,1:41.0,,C. Bosh enters the game for L. Deng,15,25
102,1,1:41.0,,J. McRoberts enters the game for H. Whiteside,15,25
103,1,1:41.0,,G. Green enters the game for G. Dragić,15,25
104,1,1:41.0,S. Muhammad enters the game for A. Wiggins,,15,25
105,1,1:26.0,S. Muhammad misses 2-pt hook shot from 10 ft,,15,25
106,1,1:25.0,,Defensive rebound by J. Winslow,15,25
107,1,1:13.0,,Turnover by C. Bosh (step out of bounds),15,25
108,1,1:00.0,N. Bjelica misses 2-pt jump shot from 4 ft,,15,25
109,1,1:00.0,,Defensive rebound by J. McRoberts,15,25
110,1,0:52.0,,T. Johnson misses 2-pt layup from 3 ft (block by N. Bjelica),15,25
111,1,0:50.0,,Offensive rebound by T. Johnson,15,25
112,1,0:45.0,,G. Green misses 3-pt jump shot from 24 ft,15,25
113,1,0:44.0,Defensive rebound by K. Martin,,15,25
114,1,0:43.0,K. Martin makes 2-pt jump shot from 17 ft,,17,25
115,1,0:27.0,,T. Johnson misses 3-pt jump shot from 23 ft,17,25
116,1,0:27.0,Defensive rebound by Team,,17,25
117,1,0:27.0,,Loose ball foul by C. Bosh (drawn by N. Bjelica),17,25
118,1,0:07.0,S. Muhammad makes 3-pt jump shot from 25 ft (assist by Z. LaVine),,20,25
119,1,0:01.0,,T. Johnson misses 2-pt jump shot from 21 ft,20,25
120,1,0:00.0,Defensive rebound by G. Dieng,,20,25
121,2,11:49.0,N. Bjelica misses 3-pt jump shot from 24 ft,,20,25
122,2,11:48.0,,Defensive rebound by Team,20,25
123,2,11:34.0,,Turnover by J. Winslow (lost ball; steal by K. Martin),20,25
124,2,11:26.0,G. Dieng misses 2-pt hook shot from 3 ft,,20,25
125,2,11:25.0,,Defensive rebound by J. Winslow,20,25
126,2,11:18.0,,G. Green misses 3-pt jump shot from 22 ft,20,25
127,2,11:17.0,Defensive rebound by G. Dieng,,20,25
128,2,11:02.0,N. Bjelica misses 3-pt jump shot from 24 ft,,20,25
129,2,11:01.0,,Defensive rebound by Team,20,25
130,2,10:36.0,,C. Bosh misses 2-pt jump shot from 12 ft,20,25
131,2,10:35.0,Defensive rebound by K. Martin,,20,25
132,2,10:27.0,K. Martin misses 2-pt jump shot from 8 ft,,20,25
133,2,10:26.0,Offensive rebound by K. Martin,,20,25
134,2,10:22.0,S. Muhammad misses 3-pt jump shot from 22 ft,,20,25
135,2,10:21.0,,Defensive rebound by C. Bosh,20,25
136,2,10:14.0,,G. Green misses 2-pt layup at rim (block by N. Bjelica),20,25
137,2,10:13.0,,Offensive rebound by Team,20,25
138,2,10:07.0,,C. Bosh makes 2-pt jump shot from 18 ft (assist by J. McRoberts),20,27
139,2,9:51.0,S. Muhammad makes 2-pt jump shot from 3 ft,,22,27
140,2,9:39.0,,J. McRoberts misses 2-pt jump shot from 4 ft,22,27
141,2,9:37.0,Defensive rebound by N. Bjelica,,22,27
142,2,9:34.0,K. Martin misses 2-pt layup at rim,,22,27
143,2,9:32.0,,Defensive rebound by G. Green,22,27
144,2,9:31.0,,Shooting foul by N. Bjelica (drawn by J. Winslow),22,27
145,2,9:31.0,,J. Winslow misses free throw 1 of 2,22,27
146,2,9:31.0,,Offensive rebound by Team,22,27
147,2,9:31.0,,J. Winslow misses free throw 2 of 2,22,27
148,2,9:30.0,Defensive rebound by K. Martin,,22,27
149,2,9:15.0,Shooting foul by G. Green (drawn by S. Muhammad),,22,27
150,2,9:15.0,S. Muhammad makes free throw 1 of 2,,23,27
151,2,9:15.0,A. Payne enters the game for N. Bjelica,,23,27
152,2,9:15.0,S. Muhammad makes free throw 2 of 2,,24,27
153,2,8:59.0,,Turnover by J. Winslow (lost ball; steal by G. Dieng),24,27
154,2,8:50.0,A. Payne makes 2-pt jump shot from 20 ft (assist by S. Muhammad),,26,27
155,2,8:36.0,,T. Johnson misses 2-pt jump shot from 6 ft,26,27
156,2,8:35.0,Defensive rebound by G. Dieng,,26,27
157,2,8:26.0,Z. LaVine makes 2-pt jump shot from 19 ft,,28,27
158,2,8:20.0,,Miami full timeout,28,27
159,2,8:02.0,,T. Johnson misses 3-pt jump shot from 23 ft,28,27
160,2,8:01.0,,Offensive rebound by C. Bosh,28,27
161,2,8:00.0,,C. Bosh makes 2-pt jump shot at rim,28,29
162,2,7:44.0,Personal foul by J. McRoberts (drawn by A. Payne),,28,29
163,2,7:44.0,,D. Wade enters the game for G. Green,28,29
164,2,7:33.0,K. Martin misses 2-pt jump shot from 18 ft,,28,29
165,2,7:32.0,,Defensive rebound by T. Johnson,28,29
166,2,7:25.0,,C. Bosh misses 3-pt jump shot from 23 ft,28,29
167,2,7:24.0,Defensive rebound by A. Payne,,28,29
168,2,7:17.0,Shooting foul by T. Johnson (drawn by Z. LaVine),,28,29
169,2,7:17.0,Z. LaVine makes free throw 1 of 2,,29,29
170,2,7:17.0,,G. Dragić enters the game for T. Johnson,29,29
171,2,7:17.0,Z. LaVine misses free throw 2 of 2,,29,29
172,2,7:16.0,,Defensive rebound by J. McRoberts,29,29
173,2,7:04.0,,D. Wade misses 2-pt jump shot from 17 ft,29,29
174,2,7:03.0,Defensive rebound by A. Payne,,29,29
175,2,6:48.0,S. Muhammad makes 2-pt hook shot from 3 ft,,31,29
176,2,6:38.0,,H. Whiteside enters the game for J. McRoberts,31,29
177,2,6:24.0,,D. Wade makes 2-pt hook shot from 6 ft,31,31
178,2,6:15.0,Z. LaVine misses 2-pt layup from 2 ft,,31,31
179,2,6:14.0,Offensive rebound by G. Dieng,,31,31
180,2,6:12.0,G. Dieng makes 2-pt dunk at rim,,33,31
181,2,5:53.0,,Turnover by D. Wade (lost ball; steal by A. Payne),33,31
182,2,5:53.0,Personal foul by G. Dragić (drawn by Z. LaVine),,33,31
183,2,5:53.0,Official timeout,,33,31
184,2,5:53.0,,L. Deng enters the game for C. Bosh,33,31
185,2,5:53.0,R. Rubio enters the game for Z. LaVine,,33,31
186,2,5:53.0,A. Wiggins enters the game for S. Muhammad,,33,31
187,2,5:41.0,K. Martin misses 3-pt jump shot from 23 ft,,33,31
188,2,5:40.0,,Defensive rebound by H. Whiteside,33,31
189,2,5:40.0,,Personal foul by R. Rubio (drawn by H. Whiteside),33,31
190,2,5:15.0,,H. Whiteside makes 2-pt hook shot from 5 ft (assist by D. Wade),33,33
191,2,4:55.0,G. Dieng misses 2-pt jump shot from 8 ft (block by H. Whiteside),,33,33
192,2,4:52.0,,Defensive rebound by J. Winslow,33,33
193,2,4:48.0,,L. Deng misses 3-pt jump shot from 25 ft,33,33
194,2,4:47.0,Defensive rebound by G. Dieng,,33,33
195,2,4:40.0,Personal foul by J. Winslow (drawn by R. Rubio),,33,33
196,2,4:40.0,R. Rubio misses free throw 1 of 2,,33,33
197,2,4:40.0,Offensive rebound by Team,,33,33
198,2,4:40.0,S. Muhammad enters the game for K. Martin,,33,33
199,2,4:40.0,K. Towns enters the game for G. Dieng,,33,33
200,2,4:40.0,R. Rubio misses free throw 2 of 2,,33,33
201,2,4:39.0,,Defensive rebound by J. Winslow,33,33
202,2,4:34.0,,L. Deng makes 2-pt layup from 2 ft (assist by G. Dragić),33,35
203,2,4:34.0,,Shooting foul by A. Payne (drawn by L. Deng),33,35
204,2,4:34.0,,L. Deng misses free throw 1 of 1,33,35
205,2,4:33.0,Defensive rebound by K. Towns,,33,35
206,2,4:18.0,A. Wiggins misses 2-pt layup from 1 ft,,33,35
207,2,4:16.0,Offensive rebound by A. Wiggins,,33,35
208,2,4:08.0,A. Wiggins misses 2-pt jump shot from 7 ft,,33,35
209,2,4:06.0,,Defensive rebound by H. Whiteside,33,35
210,2,4:03.0,,D. Wade makes 2-pt layup at rim (assist by G. Dragić),33,37
211,2,3:59.0,,Violation by H. Whiteside (kicked ball),33,37
212,2,3:53.0,A. Wiggins makes 2-pt jump shot from 22 ft (assist by R. Rubio),,35,37
213,2,3:38.0,,G. Dragić makes 2-pt layup from 1 ft,35,39
214,2,3:21.0,A. Payne makes 2-pt hook shot from 2 ft,,37,39
215,2,3:11.0,,D. Wade makes 2-pt layup from 1 ft,37,41
216,2,2:55.0,A. Payne misses 2-pt jump shot from 7 ft (block by L. Deng),,37,41
217,2,2:54.0,Offensive rebound by Team,,37,41
218,2,2:54.0,Minnesota full timeout,,37,41
219,2,2:54.0,,Technical foul by L. Deng,37,41
220,2,2:54.0,Technical foul by A. Payne,,37,41
221,2,2:47.0,Personal foul by J. Winslow (drawn by A. Wiggins),,37,41
222,2,2:47.0,A. Wiggins makes free throw 1 of 2,,38,41
223,2,2:47.0,,T. Johnson enters the game for J. Winslow,38,41
224,2,2:47.0,Z. LaVine enters the game for S. Muhammad,,38,41
225,2,2:47.0,A. Wiggins makes free throw 2 of 2,,39,41
226,2,2:32.0,,L. Deng misses 3-pt jump shot from 22 ft,39,41
227,2,2:31.0,,Offensive rebound by H. Whiteside,39,41
228,2,2:27.0,,H. Whiteside misses 2-pt layup at rim,39,41
229,2,2:25.0,,Offensive rebound by H. Whiteside,39,41
230,2,2:22.0,,H. Whiteside misses 2-pt layup at rim,39,41
231,2,2:21.0,Defensive rebound by R. Rubio,,39,41
232,2,2:09.0,A. Payne misses 2-pt jump shot from 21 ft,,39,41
233,2,2:08.0,,Defensive rebound by L. Deng,39,41
234,2,1:57.0,,H. Whiteside makes 2-pt jump shot from 5 ft (assist by D. Wade),39,43
235,2,1:57.0,,Shooting foul by A. Payne (drawn by H. Whiteside),39,43
236,2,1:57.0,,H. Whiteside misses free throw 1 of 1,39,43
237,2,1:56.0,Defensive rebound by A. Payne,,39,43
238,2,1:45.0,A. Wiggins makes 2-pt jump shot from 9 ft,,41,43
239,2,1:30.0,,H. Whiteside makes 2-pt layup from 1 ft,41,45
240,2,1:11.0,Z. LaVine makes 2-pt jump shot from 17 ft,,43,45
241,2,0:56.0,,G. Dragić makes 3-pt jump shot from 23 ft,43,48
242,2,0:43.0,Z. LaVine misses 2-pt jump shot from 20 ft,,43,48
243,2,0:42.0,,Defensive rebound by D. Wade,43,48
244,2,0:41.0,,L. Deng makes 2-pt dunk at rim (assist by D. Wade),43,50
245,2,0:32.0,Personal foul by G. Dragić (drawn by R. Rubio),,43,50
246,2,0:32.0,R. Rubio makes free throw 1 of 2,,44,50
247,2,0:32.0,G. Dieng enters the game for K. Towns,,44,50
248,2,0:32.0,,C. Bosh enters the game for G. Dragić,44,50
249,2,0:32.0,R. Rubio makes free throw 2 of 2,,45,50
250,2,0:13.0,,Turnover by H. Whiteside (3 sec),45,50
251,2,0:13.0,K. Martin enters the game for A. Payne,,45,50
252,2,0:03.0,R. Rubio misses 3-pt jump shot from 23 ft,,45,50
253,2,0:02.0,Offensive rebound by R. Rubio,,45,50
254,2,0:00.0,R. Rubio misses 3-pt jump shot from 25 ft,,45,50
255,2,0:00.0,Offensive rebound by Team,,45,50
256,3,11:47.0,K. Towns makes 2-pt jump shot from 17 ft (assist by K. Garnett),,47,50
257,3,11:20.0,,G. Dragić misses 3-pt jump shot from 23 ft,47,50
258,3,11:19.0,Defensive rebound by K. Garnett,,47,50
259,3,11:07.0,A. Wiggins misses 2-pt jump shot from 21 ft,,47,50
260,3,11:06.0,,Defensive rebound by L. Deng,47,50
261,3,10:51.0,,C. Bosh misses 3-pt jump shot from 23 ft,47,50
262,3,10:50.0,,Offensive rebound by H. Whiteside,47,50
263,3,10:45.0,,Turnover by D. Wade (bad pass; steal by A. Wiggins),47,50
264,3,10:37.0,A. Wiggins misses 2-pt layup at rim,,47,50
265,3,10:36.0,Offensive rebound by K. Towns,,47,50
266,3,10:33.0,K. Towns makes 2-pt jump shot from 4 ft,,49,50
267,3,10:12.0,,D. Wade misses 2-pt jump shot from 17 ft,49,50
268,3,10:11.0,Defensive rebound by R. Rubio,,49,50
269,3,10:03.0,,Offensive charge foul by K. Towns (drawn by C. Bosh),49,50
270,3,10:03.0,Turnover by K. Towns (offensive foul),,49,50
271,3,9:48.0,,C. Bosh misses 3-pt jump shot from 23 ft,49,50
272,3,9:47.0,Defensive rebound by K. Towns,,49,50
273,3,9:34.0,Turnover by K. Towns (bad pass),,49,50
274,3,9:29.0,,Personal foul by K. Garnett (drawn by G. Dragić),49,50
275,3,9:18.0,,L. Deng makes 2-pt jump shot from 20 ft (assist by D. Wade),49,52
276,3,9:05.0,K. Towns misses 2-pt jump shot from 20 ft,,49,52
277,3,9:04.0,Offensive rebound by T. Prince,,49,52
278,3,9:00.0,K. Towns makes 2-pt jump shot from 15 ft (assist by T. Prince),,51,52
279,3,8:43.0,,G. Dragić misses 2-pt layup from 1 ft (block by K. Towns),51,52
280,3,8:41.0,Defensive rebound by K. Towns,,51,52
281,3,8:36.0,K. Garnett makes 2-pt jump shot from 6 ft (assist by R. Rubio),,53,52
282,3,8:20.0,,Turnover by H. Whiteside (lost ball; steal by R. Rubio),53,52
283,3,8:15.0,Shooting foul by H. Whiteside (drawn by K. Towns),,53,52
284,3,8:15.0,K. Towns makes free throw 1 of 2,,54,52
285,3,8:15.0,K. Towns makes free throw 2 of 2,,55,52
286,3,8:02.0,,Shooting foul by T. Prince (drawn by L. Deng),55,52
287,3,8:02.0,,L. Deng makes free throw 1 of 2,55,53
288,3,8:02.0,,L. Deng misses free throw 2 of 2,55,53
289,3,8:01.0,Defensive rebound by K. Towns,,55,53
290,3,7:47.0,R. Rubio misses 2-pt jump shot from 11 ft,,55,53
291,3,7:46.0,,Defensive rebound by C. Bosh,55,53
292,3,7:35.0,,Turnover by D. Wade (bad pass; steal by K. Towns),55,53
293,3,7:28.0,R. Rubio misses 2-pt layup from 2 ft (block by H. Whiteside),,55,53
294,3,7:25.0,,Defensive rebound by G. Dragić,55,53
295,3,7:24.0,,Turnover by G. Dragić (bad pass),55,53
296,3,7:06.0,K. Towns misses 2-pt jump shot from 8 ft (block by H. Whiteside),,55,53
297,3,7:05.0,Offensive rebound by Team,,55,53
298,3,7:00.0,K. Garnett misses 2-pt layup from 1 ft (block by H. Whiteside),,55,53
299,3,6:58.0,,Defensive rebound by G. Dragić,55,53
300,3,6:51.0,,Shooting foul by T. Prince (drawn by H. Whiteside),55,53
301,3,6:51.0,,H. Whiteside makes free throw 1 of 2,55,54
302,3,6:51.0,,J. Winslow enters the game for C. Bosh,55,54
303,3,6:51.0,,H. Whiteside misses free throw 2 of 2,55,54
304,3,6:50.0,Defensive rebound by K. Garnett,,55,54
305,3,6:46.0,Minnesota full timeout,,55,54
306,3,6:46.0,N. Bjelica enters the game for K. Garnett,,55,54
307,3,6:37.0,A. Wiggins misses 2-pt jump shot from 18 ft,,55,54
308,3,6:36.0,Offensive rebound by K. Towns,,55,54
309,3,6:35.0,K. Towns makes 2-pt layup at rim,,57,54
310,3,6:35.0,Violation by Team (delay of game),,57,54
311,3,6:18.0,,G. Dragić misses 2-pt layup at rim,57,54
312,3,6:17.0,Defensive rebound by K. Towns,,57,54
313,3,6:12.0,Offensive foul by K. Towns (drawn by D. Wade),,57,54
314,3,6:12.0,Turnover by K. Towns (offensive foul),,57,54
315,3,6:12.0,G. Dieng enters the game for K. Towns,,57,54
316,3,6:01.0,,Shooting foul by N. Bjelica (drawn by J. Winslow),57,54
317,3,6:01.0,,J. Winslow makes free throw 1 of 2,57,55
318,3,6:01.0,,J. Winslow misses free throw 2 of 2,57,55
319,3,6:00.0,Defensive rebound by T. Prince,,57,55
320,3,5:46.0,Shooting foul by D. Wade (drawn by G. Dieng),,57,55
321,3,5:46.0,G. Dieng misses free throw 1 of 2,,57,55
322,3,5:46.0,Offensive rebound by Team,,57,55
323,3,5:46.0,K. Martin enters the game for T. Prince,,57,55
324,3,5:46.0,G. Dieng makes free throw 2 of 2,,58,55
325,3,5:29.0,,G. Dragić misses 2-pt jump shot from 10 ft,58,55
326,3,5:28.0,Defensive rebound by N. Bjelica,,58,55
327,3,5:15.0,A. Wiggins misses 2-pt dunk at rim,,58,55
328,3,5:14.0,,Defensive rebound by J. Winslow,58,55
329,3,5:07.0,,H. Whiteside misses 2-pt layup from 1 ft (block by R. Rubio),58,55
330,3,5:07.0,,Offensive rebound by Team,58,55
331,3,4:55.0,,D. Wade makes 2-pt jump shot from 16 ft,58,57
332,3,4:37.0,G. Dieng misses 2-pt jump shot from 4 ft (block by H. Whiteside),,58,57
333,3,4:36.0,,Defensive rebound by J. Winslow,58,57
334,3,4:24.0,,L. Deng makes 3-pt jump shot from 23 ft (assist by G. Dragić),58,60
335,3,4:07.0,Turnover by R. Rubio (bad pass; steal by D. Wade),,58,60
336,3,4:00.0,,Turnover by G. Dragić (lost ball; steal by A. Wiggins),58,60
337,3,3:52.0,K. Martin misses 3-pt jump shot from 24 ft,,58,60
338,3,3:51.0,,Defensive rebound by J. Winslow,58,60
339,3,3:51.0,,Personal foul by K. Martin (drawn by J. Winslow),58,60
340,3,3:51.0,,J. Winslow makes free throw 1 of 2,58,61
341,3,3:51.0,,T. Johnson enters the game for D. Wade,58,61
342,3,3:51.0,,J. Winslow makes free throw 2 of 2,58,62
343,3,3:40.0,Shooting foul by T. Johnson (drawn by K. Martin),,58,62
344,3,3:40.0,K. Martin makes free throw 1 of 2,,59,62
345,3,3:40.0,K. Martin makes free throw 2 of 2,,60,62
346,3,3:27.0,,Turnover by J. Winslow (step out of bounds),60,62
347,3,3:27.0,S. Muhammad enters the game for A. Wiggins,,60,62
348,3,3:15.0,K. Martin misses 2-pt jump shot from 17 ft,,60,62
349,3,3:13.0,,Defensive rebound by H. Whiteside,60,62
350,3,3:02.0,,H. Whiteside makes 2-pt jump shot from 5 ft (assist by T. Johnson),60,64
351,3,2:39.0,N. Bjelica misses 3-pt jump shot from 23 ft,,60,64
352,3,2:38.0,,Defensive rebound by Team,60,64
353,3,2:38.0,,Miami full timeout,60,64
354,3,2:38.0,Z. LaVine enters the game for R. Rubio,,60,64
355,3,2:22.0,,Turnover by J. Winslow (bad pass; steal by G. Dieng),60,64
356,3,2:05.0,G. Dieng misses 2-pt jump shot from 20 ft (block by H. Whiteside),,60,64
357,3,2:03.0,,Defensive rebound by L. Deng,60,64
358,3,1:56.0,,L. Deng makes 3-pt jump shot from 25 ft (assist by G. Dragić),60,67
359,3,1:40.0,N. Bjelica misses 3-pt jump shot from 26 ft,,60,67
360,3,1:39.0,,Defensive rebound by H. Whiteside,60,67
361,3,1:30.0,,L. Deng misses 3-pt jump shot from 22 ft,60,67
362,3,1:29.0,Defensive rebound by N. Bjelica,,60,67
363,3,1:18.0,N. Bjelica misses 3-pt jump shot from 25 ft,,60,67
364,3,1:17.0,,Defensive rebound by H. Whiteside,60,67
365,3,1:17.0,,Personal foul by G. Dieng (drawn by H. Whiteside),60,67
366,3,1:17.0,,H. Whiteside misses free throw 1 of 2,60,67
367,3,1:17.0,,Offensive rebound by Team,60,67
368,3,1:17.0,,C. Bosh enters the game for L. Deng,60,67
369,3,1:17.0,,G. Green enters the game for T. Johnson,60,67
370,3,1:17.0,A. Payne enters the game for N. Bjelica,,60,67
371,3,1:17.0,,H. Whiteside misses free throw 2 of 2,60,67
372,3,1:16.0,,Offensive rebound by J. Winslow,60,67
373,3,0:55.0,,C. Bosh misses 2-pt jump shot from 16 ft,60,67
374,3,0:54.0,Defensive rebound by Z. LaVine,,60,67
375,3,0:33.0,S. Muhammad makes 2-pt jump shot from 12 ft,,62,67
376,3,0:11.0,,H. Whiteside makes 2-pt layup from 2 ft (assist by J. Winslow),62,69
377,3,0:02.0,Z. LaVine misses 3-pt jump shot from 25 ft,,62,69
378,3,0:00.0,,Defensive rebound by G. Green,62,69
379,4,11:40.0,,C. Bosh makes 2-pt jump shot from 11 ft (assist by G. Green),62,71
380,4,11:21.0,S. Muhammad makes 2-pt layup from 1 ft (assist by G. Dieng),,64,71
381,4,11:08.0,,Personal foul by G. Dieng (drawn by C. Bosh),64,71
382,4,11:03.0,,Personal foul by G. Dieng (drawn by C. Bosh),64,71
383,4,10:54.0,,Turnover by J. McRoberts (lost ball),64,71
384,4,10:42.0,G. Dieng makes 2-pt dunk at rim (assist by Z. LaVine),,66,71
385,4,10:30.0,,T. Johnson makes 2-pt layup from 1 ft,66,73
386,4,10:30.0,,Shooting foul by A. Payne (drawn by T. Johnson),66,73
387,4,10:30.0,,T. Johnson makes free throw 1 of 1,66,74
388,4,10:05.0,K. Martin misses 3-pt jump shot from 25 ft,,66,74
