,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PHOENIX_ACTION,SACRAMENTO_SCORE,PHOENIX_SCORE
0,1,11:41.0,,P. Tucker makes 2-pt layup from 1 ft,0,2
1,1,11:23.0,K. Koufos misses 2-pt hook shot from 3 ft,,0,2
2,1,11:22.0,,Defensive rebound by J. Leuer,0,2
3,1,11:06.0,,J. Leuer misses 2-pt jump shot from 15 ft,0,2
4,1,11:04.0,Defensive rebound by B. McLemore,,0,2
5,1,10:58.0,B. McLemore makes 2-pt layup from 2 ft,,2,2
6,1,10:44.0,,D. Booker misses 3-pt jump shot from 25 ft,2,2
7,1,10:44.0,Defensive rebound by R. Gay,,2,2
8,1,10:35.0,R. Gay misses 2-pt layup from 1 ft,,2,2
9,1,10:34.0,Offensive rebound by Team,,2,2
10,1,10:24.0,S. Curry misses 2-pt jump shot from 19 ft,,2,2
11,1,10:23.0,,Defensive rebound by Team,2,2
12,1,10:05.0,,P. Tucker misses 2-pt jump shot from 20 ft,2,2
13,1,10:05.0,Defensive rebound by K. Koufos,,2,2
14,1,9:55.0,K. Koufos makes 2-pt jump shot from 9 ft (assist by S. Curry),,4,2
15,1,9:39.0,,Turnover by J. Leuer (lost ball),4,2
16,1,9:28.0,Turnover by W. Cauley-Stein (bad pass; steal by R. Price),,4,2
17,1,9:25.0,,R. Price makes 2-pt dunk at rim,4,4
18,1,9:04.0,K. Koufos misses 2-pt hook shot from 2 ft,,4,4
19,1,9:02.0,,Defensive rebound by P. Tucker,4,4
20,1,8:53.0,,A. Len misses 2-pt jump shot from 4 ft (block by R. Gay),4,4
21,1,8:51.0,Defensive rebound by S. Curry,,4,4
22,1,8:48.0,Turnover by S. Curry (lost ball),,4,4
23,1,8:35.0,,A. Len makes 2-pt hook shot from 5 ft,4,6
24,1,8:23.0,Turnover by K. Koufos (bad pass; steal by P. Tucker),,4,6
25,1,8:23.0,,Personal foul by K. Koufos,4,6
26,1,8:13.0,,A. Len makes 2-pt jump shot from 18 ft (assist by R. Price),4,8
27,1,8:00.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by K. Koufos),,6,8
28,1,7:44.0,,R. Price makes 2-pt jump shot from 14 ft,6,10
29,1,7:31.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by S. Curry),,8,10
30,1,7:20.0,,R. Price misses 2-pt jump shot from 18 ft,8,10
31,1,7:19.0,Defensive rebound by W. Cauley-Stein,,8,10
32,1,7:08.0,S. Curry misses 3-pt jump shot from 25 ft,,8,10
33,1,7:08.0,,Defensive rebound by R. Price,8,10
34,1,7:04.0,,Personal foul by S. Curry,8,10
35,1,7:03.0,,Shooting foul by B. McLemore (drawn by D. Booker),8,10
36,1,7:03.0,,D. Booker makes free throw 1 of 2,8,11
37,1,7:03.0,,D. Booker makes free throw 2 of 2,8,12
38,1,6:49.0,Shooting block foul by P. Tucker (drawn by W. Cauley-Stein),,8,12
39,1,6:49.0,W. Cauley-Stein misses free throw 1 of 2,,8,12
40,1,6:49.0,Offensive rebound by Team,,8,12
41,1,6:49.0,W. Cauley-Stein makes free throw 2 of 2,,9,12
42,1,6:33.0,,J. Leuer makes 2-pt jump shot from 18 ft (assist by A. Len),9,14
43,1,6:14.0,B. McLemore makes 2-pt layup from 1 ft (assist by S. Curry),,11,14
44,1,6:01.0,,D. Booker makes 2-pt jump shot from 14 ft (assist by P. Tucker),11,16
45,1,5:48.0,K. Koufos makes 2-pt layup from 1 ft (assist by S. Curry),,13,16
46,1,5:41.0,,Turnover by J. Leuer (bad pass; steal by R. Gay),13,16
47,1,5:38.0,W. Cauley-Stein misses 2-pt layup from 1 ft,,13,16
48,1,5:37.0,Offensive rebound by W. Cauley-Stein,,13,16
49,1,5:37.0,W. Cauley-Stein misses 2-pt layup from 1 ft (block by J. Leuer),,13,16
50,1,5:36.0,Offensive rebound by Team,,13,16
51,1,5:36.0,,Phoenix full timeout,13,16
52,1,5:36.0,,M. Teletović enters the game for J. Leuer,13,16
53,1,5:24.0,Turnover by W. Cauley-Stein (traveling),,13,16
54,1,5:13.0,,D. Booker misses 2-pt layup from 2 ft,13,16
55,1,5:12.0,Defensive rebound by K. Koufos,,13,16
56,1,4:57.0,K. Koufos misses 2-pt jump shot from 12 ft,,13,16
57,1,4:55.0,Offensive rebound by K. Koufos,,13,16
58,1,4:50.0,S. Curry makes 2-pt jump shot from 12 ft,,15,16
59,1,4:30.0,,M. Teletović misses 2-pt jump shot from 22 ft,15,16
60,1,4:30.0,Defensive rebound by K. Koufos,,15,16
61,1,4:16.0,S. Curry makes 2-pt jump shot from 10 ft,,17,16
62,1,3:58.0,,D. Booker misses 2-pt jump shot from 22 ft,17,16
63,1,3:57.0,Defensive rebound by K. Koufos,,17,16
64,1,3:49.0,Personal foul by D. Booker,,17,16
65,1,3:49.0,Q. Acy enters the game for W. Cauley-Stein,,17,16
66,1,3:49.0,J. Anderson enters the game for R. Gay,,17,16
67,1,3:49.0,,J. Jenkins enters the game for R. Price,17,16
68,1,3:35.0,J. Anderson misses 3-pt jump shot from 25 ft,,17,16
69,1,3:35.0,,Defensive rebound by M. Teletović,17,16
70,1,3:25.0,,P. Tucker misses 2-pt hook shot from 6 ft,17,16
71,1,3:25.0,Defensive rebound by K. Koufos,,17,16
72,1,3:25.0,Personal foul by P. Tucker,,17,16
73,1,3:20.0,Personal foul by D. Booker,,17,16
74,1,3:20.0,,C. Budinger enters the game for P. Tucker,17,16
75,1,3:08.0,K. Koufos misses 2-pt hook shot from 3 ft,,17,16
76,1,3:07.0,Offensive rebound by Q. Acy,,17,16
77,1,3:07.0,Shooting foul by D. Booker (drawn by Q. Acy),,17,16
78,1,3:07.0,Q. Acy makes free throw 1 of 2,,18,16
79,1,3:07.0,,R. Price enters the game for D. Booker,18,16
80,1,3:07.0,Q. Acy makes free throw 2 of 2,,19,16
81,1,2:56.0,,Personal foul by Q. Acy,19,16
82,1,2:56.0,Sacramento full timeout,,19,16
83,1,2:49.0,,A. Len misses 2-pt layup from 1 ft,19,16
84,1,2:48.0,,Offensive rebound by R. Price,19,16
85,1,2:48.0,,R. Price misses 2-pt layup from 1 ft,19,16
86,1,2:47.0,,Offensive rebound by A. Len,19,16
87,1,2:47.0,,A. Len misses 2-pt layup from 2 ft (block by J. Anderson),19,16
88,1,2:46.0,Defensive rebound by J. Anderson,,19,16
89,1,2:36.0,Q. Acy makes 2-pt layup at rim (assist by S. Curry),,21,16
90,1,2:23.0,,Turnover by R. Price (bad pass; steal by J. Anderson),21,16
91,1,2:19.0,J. Anderson makes 2-pt dunk at rim,,23,16
92,1,2:03.0,,J. Jenkins misses 3-pt jump shot from 24 ft,23,16
93,1,2:02.0,Defensive rebound by J. Anderson,,23,16
94,1,2:02.0,Turnover by J. Anderson (lost ball),,23,16
95,1,2:02.0,C. Butler enters the game for B. McLemore,,23,16
96,1,1:58.0,,J. Jenkins makes 2-pt jump shot from 16 ft (assist by C. Budinger),23,18
97,1,1:35.0,J. Anderson makes 2-pt layup from 2 ft,,25,18
98,1,1:26.0,,M. Teletović misses 3-pt jump shot from 27 ft,25,18
99,1,1:26.0,Defensive rebound by J. Anderson,,25,18
100,1,1:17.0,Turnover by J. Anderson (bad pass; steal by M. Teletović),,25,18
101,1,1:11.0,,M. Teletović makes 2-pt dunk at rim (assist by J. Jenkins),25,20
102,1,0:55.0,S. Curry misses 3-pt jump shot from 25 ft,,25,20
103,1,0:54.0,,Defensive rebound by A. Len,25,20
104,1,0:46.0,,A. Len makes 2-pt layup from 1 ft,25,22
105,1,0:32.0,C. Butler misses 2-pt jump shot from 12 ft,,25,22
106,1,0:31.0,Offensive rebound by Team,,25,22
107,1,0:31.0,,Loose ball foul by M. Teletović,25,22
108,1,0:31.0,Q. Acy makes free throw 1 of 2,,26,22
109,1,0:31.0,Q. Acy misses free throw 2 of 2,,26,22
110,1,0:31.0,,Defensive rebound by A. Len,26,22
111,1,0:09.0,,R. Price misses 3-pt jump shot from 25 ft,26,22
112,1,0:08.0,Defensive rebound by K. Koufos,,26,22
113,1,0:00.0,J. Anderson misses 3-pt jump shot from 28 ft,,26,22
114,1,0:00.0,Offensive rebound by Team,,26,22
115,2,11:38.0,C. Butler makes 2-pt jump shot from 18 ft,,28,22
116,2,11:23.0,,M. Teletović makes 3-pt jump shot from 23 ft (assist by J. Jenkins),28,25
117,2,11:10.0,Turnover by Q. Acy (bad pass),,28,25
118,2,11:10.0,B. McLemore enters the game for S. Curry,,28,25
119,2,10:54.0,,M. Teletović makes 2-pt jump shot from 13 ft,28,27
120,2,10:41.0,J. Anderson makes 2-pt layup at rim,,30,27
121,2,10:34.0,,Turnover by J. Jenkins (offensive foul),30,27
122,2,10:34.0,Offensive charge foul by J. Jenkins (drawn by Q. Acy),,30,27
123,2,10:25.0,C. Butler misses 2-pt jump shot from 20 ft,,30,27
124,2,10:24.0,,Defensive rebound by A. Williams,30,27
125,2,10:12.0,,Shooting foul by Q. Acy (drawn by M. Teletović),30,27
126,2,10:12.0,,M. Teletović makes free throw 1 of 2,30,28
127,2,10:12.0,,M. Teletović makes free throw 2 of 2,30,29
128,2,10:05.0,C. Butler makes 2-pt jump shot from 20 ft (assist by Q. Acy),,32,29
129,2,9:47.0,,J. Leuer misses 2-pt jump shot from 16 ft,32,29
130,2,9:46.0,,Offensive rebound by A. Williams,32,29
131,2,9:46.0,,Personal foul by B. McLemore,32,29
132,2,9:46.0,R. Gay enters the game for Q. Acy,,32,29
133,2,9:42.0,,M. Teletović misses 2-pt jump shot from 16 ft (block by C. Butler),32,29
134,2,9:41.0,Defensive rebound by B. McLemore,,32,29
135,2,9:35.0,C. Butler makes 3-pt jump shot from 25 ft (assist by B. McLemore),,35,29
136,2,9:23.0,,J. Jenkins misses 2-pt layup from 2 ft (block by W. Cauley-Stein),35,29
137,2,9:20.0,Defensive rebound by R. Gay,,35,29
138,2,9:17.0,C. Butler misses 3-pt jump shot from 25 ft,,35,29
139,2,9:15.0,,Defensive rebound by J. Leuer,35,29
140,2,9:15.0,,Turnover by J. Leuer (lost ball; steal by W. Cauley-Stein),35,29
141,2,9:00.0,R. Gay makes 2-pt jump shot from 17 ft,,37,29
142,2,8:58.0,,Phoenix full timeout,37,29
143,2,8:58.0,,R. Price enters the game for C. Budinger,37,29
144,2,8:46.0,,J. Leuer misses 2-pt jump shot from 11 ft,37,29
145,2,8:43.0,Defensive rebound by R. Gay,,37,29
146,2,8:35.0,Shooting foul by J. Leuer (drawn by R. Gay),,37,29
147,2,8:35.0,R. Gay makes free throw 1 of 2,,38,29
148,2,8:35.0,R. Gay misses free throw 2 of 2,,38,29
149,2,8:33.0,,Defensive rebound by A. Williams,38,29
150,2,8:20.0,,M. Teletović makes 2-pt jump shot from 20 ft (assist by J. Jenkins),38,31
151,2,7:54.0,J. Anderson misses 3-pt jump shot from 28 ft,,38,31
152,2,7:54.0,,Defensive rebound by Team,38,31
153,2,7:54.0,,D. Booker enters the game for J. Jenkins,38,31
154,2,7:54.0,,P. Tucker enters the game for A. Williams,38,31
155,2,7:43.0,,M. Teletović misses 3-pt jump shot from 25 ft,38,31
156,2,7:42.0,Defensive rebound by B. McLemore,,38,31
157,2,7:32.0,B. McLemore misses 2-pt jump shot from 5 ft,,38,31
158,2,7:30.0,,Defensive rebound by D. Booker,38,31
159,2,7:16.0,,J. Leuer makes 2-pt dunk at rim,38,33
160,2,7:04.0,J. Anderson makes 2-pt layup at rim,,40,33
161,2,6:42.0,,D. Booker misses 2-pt jump shot from 14 ft,40,33
162,2,6:40.0,,Offensive rebound by P. Tucker,40,33
163,2,6:38.0,,P. Tucker makes 2-pt hook shot from 4 ft,40,35
164,2,6:19.0,B. McLemore makes 2-pt jump shot from 21 ft,,42,35
165,2,6:01.0,,P. Tucker makes 3-pt jump shot from 25 ft (assist by D. Booker),42,38
166,2,5:50.0,Turnover by J. Anderson (lost ball; steal by J. Leuer),,42,38
167,2,5:45.0,,M. Teletović makes 2-pt dunk at rim (assist by R. Price),42,40
168,2,5:45.0,Sacramento full timeout,,42,40
169,2,5:45.0,S. Curry enters the game for J. Anderson,,42,40
170,2,5:31.0,B. McLemore misses 3-pt jump shot from 25 ft,,42,40
171,2,5:31.0,,Defensive rebound by J. Leuer,42,40
172,2,5:22.0,,Offensive foul by D. Booker (drawn by B. McLemore),42,40
173,2,5:22.0,,Turnover by D. Booker (offensive foul),42,40
174,2,5:22.0,,J. Jenkins enters the game for D. Booker,42,40
175,2,5:09.0,C. Butler misses 2-pt jump shot from 21 ft,,42,40
176,2,5:09.0,Offensive rebound by B. McLemore,,42,40
177,2,5:04.0,R. Gay misses 2-pt jump shot from 8 ft,,42,40
178,2,5:04.0,,Defensive rebound by J. Jenkins,42,40
179,2,4:48.0,,J. Leuer misses 2-pt jump shot from 18 ft,42,40
180,2,4:47.0,Defensive rebound by C. Butler,,42,40
181,2,4:27.0,C. Butler misses 2-pt jump shot from 17 ft,,42,40
182,2,4:26.0,,Defensive rebound by J. Leuer,42,40
183,2,4:11.0,,M. Teletović misses 2-pt layup from 1 ft,42,40
184,2,4:10.0,,Offensive rebound by M. Teletović,42,40
185,2,4:06.0,,J. Jenkins misses 3-pt jump shot from 25 ft,42,40
186,2,4:05.0,Defensive rebound by C. Butler,,42,40
187,2,3:56.0,Shooting foul by J. Jenkins (drawn by R. Gay),,42,40
188,2,3:56.0,R. Gay misses free throw 1 of 2,,42,40
189,2,3:56.0,Offensive rebound by Team,,42,40
190,2,3:56.0,,A. Len enters the game for J. Leuer,42,40
191,2,3:56.0,J. Anderson enters the game for B. McLemore,,42,40
192,2,3:56.0,K. Koufos enters the game for C. Butler,,42,40
193,2,3:56.0,R. Gay makes free throw 2 of 2,,43,40
194,2,3:40.0,,A. Len makes 2-pt layup from 1 ft,43,42
195,2,3:29.0,K. Koufos makes 2-pt layup from 1 ft (assist by S. Curry),,45,42
196,2,3:29.0,Shooting foul by M. Teletović (drawn by K. Koufos),,45,42
197,2,3:29.0,K. Koufos makes free throw 1 of 1,,46,42
198,2,3:13.0,,A. Len misses 2-pt jump shot from 18 ft,46,42
199,2,3:12.0,Defensive rebound by R. Gay,,46,42
200,2,3:01.0,Turnover by R. Gay (lost ball),,46,42
201,2,2:46.0,,M. Teletović makes 3-pt jump shot from 25 ft (assist by P. Tucker),46,45
202,2,2:31.0,K. Koufos makes 2-pt hook shot from 5 ft (assist by S. Curry),,48,45
203,2,2:19.0,,Shooting foul by K. Koufos (drawn by P. Tucker),48,45
204,2,2:19.0,Official timeout,,48,45
205,2,2:19.0,,P. Tucker makes free throw 1 of 2,48,46
206,2,2:19.0,,P. Tucker makes free throw 2 of 2,48,47
207,2,2:10.0,Turnover by K. Koufos (bad pass; steal by M. Teletović),,48,47
208,2,2:02.0,,M. Teletović misses 3-pt jump shot from 25 ft,48,47
209,2,2:00.0,Defensive rebound by W. Cauley-Stein,,48,47
210,2,1:41.0,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Koufos),,51,47
211,2,1:17.0,,M. Teletović misses 3-pt jump shot from 25 ft,51,47
212,2,1:17.0,Defensive rebound by W. Cauley-Stein,,51,47
213,2,1:05.0,Shooting foul by R. Price (drawn by S. Curry),,51,47
214,2,1:05.0,S. Curry makes free throw 1 of 2,,52,47
215,2,1:05.0,S. Curry misses free throw 2 of 2,,52,47
216,2,1:04.0,,Defensive rebound by P. Tucker,52,47
217,2,0:48.0,,Turnover by M. Teletović (lost ball; steal by R. Gay),52,47
218,2,0:44.0,R. Gay makes 2-pt dunk at rim (assist by S. Curry),,54,47
219,2,0:36.0,,R. Price misses 2-pt layup from 2 ft (block by K. Koufos),54,47
220,2,0:36.0,,Offensive rebound by R. Price,54,47
