,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MILWAUKEE_ACTION,NEW ORLEANS_SCORE,MILWAUKEE_SCORE
40,1,7:18.0,Defensive rebound by L. Babbitt,,6,14
41,1,7:14.0,A. Davis makes 2-pt dunk at rim (assist by T. Douglas),,8,14
42,1,6:59.0,,K. Middleton misses 2-pt jump shot from 4 ft,8,14
43,1,6:58.0,Defensive rebound by A. Davis,,8,14
44,1,6:51.0,A. Davis makes 2-pt layup at rim,,10,14
45,1,6:39.0,,K. Middleton makes 2-pt jump shot from 7 ft (assist by J. Bayless),10,16
46,1,6:24.0,A. Davis misses 2-pt jump shot from 20 ft,,10,16
47,1,6:22.0,,Defensive rebound by G. Monroe,10,16
48,1,6:14.0,,J. Parker misses 2-pt jump shot from 18 ft,10,16
49,1,6:12.0,Defensive rebound by Ö. Aşık,,10,16
50,1,6:05.0,Turnover by T. Douglas (bad pass; steal by J. Parker),,10,16
51,1,6:00.0,,J. Parker makes 2-pt dunk at rim,10,18
52,1,5:52.0,New Orleans full timeout,,10,18
53,1,5:52.0,J. Holiday enters the game for D. Cunningham,,10,18
54,1,5:52.0,A. Gee enters the game for Ö. Aşık,,10,18
55,1,5:52.0,R. Anderson enters the game for T. Douglas,,10,18
56,1,5:37.0,J. Holiday misses 3-pt jump shot from 24 ft,,10,18
57,1,5:36.0,,Defensive rebound by G. Antetokounmpo,10,18
58,1,5:17.0,,G. Antetokounmpo makes 2-pt jump shot from 21 ft,10,20
59,1,4:58.0,R. Anderson makes 2-pt jump shot from 12 ft,,12,20
60,1,4:39.0,,J. Bayless makes 3-pt jump shot from 25 ft (assist by K. Middleton),12,23
61,1,4:26.0,L. Babbitt makes 3-pt jump shot from 23 ft (assist by A. Davis),,15,23
62,1,4:12.0,,G. Monroe misses 2-pt jump shot from 4 ft,15,23
63,1,4:10.0,Defensive rebound by A. Davis,,15,23
64,1,4:05.0,R. Anderson makes 3-pt jump shot from 24 ft (assist by J. Holiday),,18,23
65,1,3:47.0,,J. Bayless misses 3-pt jump shot from 23 ft,18,23
66,1,3:44.0,Defensive rebound by L. Babbitt,,18,23
67,1,3:37.0,J. Holiday misses 3-pt jump shot from 25 ft,,18,23
68,1,3:35.0,,Defensive rebound by G. Monroe,18,23
69,1,3:30.0,,Milwaukee full timeout,18,23
70,1,3:30.0,,M. Plumlee enters the game for G. Monroe,18,23
71,1,3:16.0,,J. Bayless makes 2-pt jump shot from 6 ft,18,25
72,1,3:00.0,R. Anderson misses 3-pt jump shot from 23 ft,,18,25
73,1,2:59.0,,Defensive rebound by K. Middleton,18,25
74,1,2:51.0,,M. Plumlee makes 2-pt dunk at rim (assist by K. Middleton),18,27
75,1,2:37.0,Shooting foul by M. Plumlee (drawn by A. Davis),,18,27
76,1,2:37.0,A. Davis makes free throw 1 of 2,,19,27
77,1,2:37.0,A. Davis makes free throw 2 of 2,,20,27
78,1,2:23.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,20,27
79,1,2:21.0,Defensive rebound by A. Davis,,20,27
80,1,2:11.0,J. Holiday misses 2-pt layup from 2 ft,,20,27
81,1,2:10.0,,Defensive rebound by M. Plumlee,20,27
82,1,1:54.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Bayless),20,29
83,1,1:29.0,A. Gee makes 2-pt dunk at rim (assist by L. Babbitt),,22,29
84,1,1:09.0,,Turnover by G. Antetokounmpo (bad pass; steal by R. Anderson),22,29
85,1,1:05.0,Shooting foul by G. Antetokounmpo (drawn by A. Davis),,22,29
86,1,1:05.0,A. Davis makes free throw 1 of 2,,23,29
87,1,1:05.0,,J. O'Bryant enters the game for J. Parker,23,29
88,1,1:05.0,A. Davis makes free throw 2 of 2,,24,29
89,1,1:00.0,,K. Middleton makes 2-pt layup at rim (assist by G. Antetokounmpo),24,31
90,1,0:50.0,R. Anderson makes 2-pt jump shot from 16 ft (assist by J. Holiday),,26,31
91,1,0:32.0,,J. O'Bryant misses 2-pt hook shot from 8 ft,26,31
92,1,0:30.0,Defensive rebound by A. Gee,,26,31
93,1,0:27.0,Turnover by J. Holiday (bad pass; steal by M. Plumlee),,26,31
94,1,0:23.0,,K. Middleton makes 2-pt dunk at rim (assist by M. Plumlee),26,33
95,1,0:07.0,A. Davis makes 2-pt jump shot from 10 ft,,28,33
96,1,0:02.0,,Turnover by G. Antetokounmpo (bad pass; steal by J. Holiday),28,33
97,1,0:00.0,J. Holiday misses 3-pt jump shot from 40 ft,,28,33
98,1,0:00.0,Offensive rebound by Team,,28,33
99,2,11:50.0,,Turnover by T. Ennis (bad pass),28,33
100,2,11:35.0,Shooting foul by M. Plumlee (drawn by A. Davis),,28,33
101,2,11:35.0,A. Davis misses free throw 1 of 2,,28,33
102,2,11:35.0,Offensive rebound by Team,,28,33
103,2,11:35.0,A. Davis makes free throw 2 of 2,,29,33
104,2,11:20.0,,T. Ennis makes 3-pt jump shot from 25 ft (assist by K. Middleton),29,36
105,2,11:07.0,R. Anderson misses 3-pt jump shot from 22 ft,,29,36
106,2,11:06.0,Offensive rebound by A. Davis,,29,36
107,2,11:05.0,Shooting foul by K. Middleton (drawn by A. Davis),,29,36
108,2,11:05.0,A. Davis makes free throw 1 of 2,,30,36
109,2,11:05.0,A. Davis makes free throw 2 of 2,,31,36
110,2,10:43.0,,Shooting foul by A. Gee (drawn by T. Ennis),31,36
111,2,10:43.0,,T. Ennis makes 2-pt layup from 4 ft,31,38
112,2,10:43.0,,T. Ennis makes free throw 1 of 1,31,39
113,2,10:32.0,A. Davis misses 2-pt layup from 1 ft,,31,39
114,2,10:31.0,,Defensive rebound by M. Plumlee,31,39
115,2,10:14.0,,K. Middleton misses 3-pt jump shot from 25 ft,31,39
116,2,10:12.0,Defensive rebound by D. Cunningham,,31,39
117,2,9:59.0,J. Holiday misses 3-pt jump shot from 24 ft,,31,39
118,2,9:57.0,,Defensive rebound by K. Middleton,31,39
119,2,9:40.0,,M. Plumlee makes 2-pt hook shot from 9 ft,31,41
120,2,9:28.0,R. Anderson misses 3-pt jump shot from 24 ft,,31,41
121,2,9:27.0,,Defensive rebound by T. Ennis,31,41
122,2,9:17.0,,T. Ennis makes 2-pt layup at rim (assist by K. Middleton),31,43
123,2,9:10.0,New Orleans full timeout,,31,43
124,2,9:10.0,K. Perkins enters the game for A. Davis,,31,43
125,2,9:10.0,,J. Parker enters the game for K. Middleton,31,43
126,2,8:57.0,R. Anderson misses 2-pt jump shot from 6 ft,,31,43
127,2,8:57.0,,Defensive rebound by Team,31,43
128,2,8:34.0,,T. Ennis misses 3-pt jump shot from 24 ft,31,43
129,2,8:33.0,Defensive rebound by K. Perkins,,31,43
130,2,8:26.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by J. Holiday),,34,43
131,2,8:01.0,,T. Ennis misses 2-pt jump shot from 5 ft,34,43
132,2,8:00.0,,Offensive rebound by J. Parker,34,43
133,2,7:47.0,,J. O'Bryant misses 2-pt jump shot from 18 ft,34,43
134,2,7:46.0,Defensive rebound by R. Anderson,,34,43
135,2,7:26.0,D. Cunningham misses 3-pt jump shot from 23 ft,,34,43
136,2,7:25.0,,Defensive rebound by T. Ennis,34,43
137,2,7:16.0,,Personal foul by J. Holiday,34,43
138,2,7:16.0,,G. Monroe enters the game for M. Plumlee,34,43
139,2,7:02.0,,G. Monroe misses 2-pt jump shot from 12 ft,34,43
140,2,7:00.0,Defensive rebound by R. Anderson,,34,43
141,2,6:51.0,A. Gee makes 2-pt layup from 1 ft (assist by K. Perkins),,36,43
142,2,6:33.0,,G. Monroe misses 2-pt hook shot from 5 ft,36,43
143,2,6:32.0,Defensive rebound by J. Holiday,,36,43
144,2,6:28.0,D. Cunningham makes 2-pt dunk at rim (assist by A. Gee),,38,43
145,2,6:22.0,,Milwaukee full timeout,38,43
146,2,6:22.0,L. Babbitt enters the game for D. Cunningham,,38,43
147,2,6:22.0,,G. Antetokounmpo enters the game for J. O'Bryant,38,43
148,2,6:22.0,,J. Bayless enters the game for T. Ennis,38,43
149,2,6:16.0,,J. Parker misses 2-pt jump shot from 18 ft,38,43
150,2,6:15.0,Defensive rebound by L. Babbitt,,38,43
151,2,6:03.0,L. Babbitt misses 3-pt jump shot from 26 ft,,38,43
152,2,6:01.0,,Defensive rebound by G. Monroe,38,43
153,2,5:50.0,,G. Monroe makes 2-pt layup from 3 ft (assist by J. Bayless),38,45
154,2,5:39.0,R. Anderson misses 3-pt jump shot from 24 ft,,38,45
155,2,5:37.0,Offensive rebound by L. Babbitt,,38,45
156,2,5:32.0,L. Babbitt makes 2-pt layup from 1 ft,,40,45
157,2,5:22.0,,J. Parker misses 2-pt jump shot from 15 ft,40,45
158,2,5:21.0,Defensive rebound by L. Babbitt,,40,45
159,2,5:14.0,J. Holiday makes 2-pt layup from 1 ft,,42,45
160,2,4:51.0,,Shooting foul by A. Gee (drawn by G. Monroe),42,45
161,2,4:51.0,,G. Monroe makes free throw 1 of 2,42,46
162,2,4:51.0,,K. Middleton enters the game for R. Vaughn,42,46
163,2,4:51.0,,G. Monroe makes free throw 2 of 2,42,47
164,2,4:37.0,J. Holiday misses 2-pt jump shot from 5 ft,,42,47
165,2,4:35.0,Offensive rebound by Team,,42,47
166,2,4:35.0,D. Cunningham enters the game for A. Gee,,42,47
167,2,4:24.0,R. Anderson misses 3-pt jump shot from 24 ft,,42,47
168,2,4:22.0,Offensive rebound by D. Cunningham,,42,47
169,2,4:06.0,R. Anderson misses 2-pt layup from 1 ft,,42,47
170,2,4:05.0,Offensive rebound by R. Anderson,,42,47
171,2,4:02.0,R. Anderson makes 2-pt layup at rim,,44,47
172,2,3:51.0,,K. Middleton misses 3-pt jump shot from 25 ft,44,47
173,2,3:50.0,Defensive rebound by J. Holiday,,44,47
174,2,3:33.0,K. Perkins misses 2-pt jump shot from 7 ft,,44,47
175,2,3:31.0,,Defensive rebound by G. Monroe,44,47
176,2,3:21.0,,G. Monroe makes 2-pt layup at rim (assist by J. Parker),44,49
177,2,3:10.0,Personal foul by G. Monroe,,44,49
178,2,3:00.0,J. Holiday makes 2-pt jump shot from 17 ft,,46,49
179,2,2:50.0,,G. Antetokounmpo makes 2-pt layup at rim,46,51
180,2,2:50.0,,Shooting foul by L. Babbitt (drawn by G. Antetokounmpo),46,51
181,2,2:50.0,Official timeout,,46,51
182,2,2:50.0,T. Douglas enters the game for J. Holiday,,46,51
183,2,2:50.0,,G. Antetokounmpo makes free throw 1 of 1,46,52
184,2,2:40.0,Shooting foul by G. Antetokounmpo (drawn by R. Anderson),,46,52
185,2,2:40.0,R. Anderson makes free throw 1 of 2,,47,52
186,2,2:40.0,R. Anderson makes free throw 2 of 2,,48,52
187,2,2:26.0,,G. Antetokounmpo misses 2-pt jump shot from 5 ft,48,52
188,2,2:24.0,Defensive rebound by L. Babbitt,,48,52
189,2,2:07.0,L. Babbitt misses 2-pt jump shot from 5 ft,,48,52
190,2,2:04.0,Offensive rebound by L. Babbitt,,48,52
191,2,2:02.0,L. Babbitt makes 2-pt layup from 3 ft,,50,52
192,2,1:43.0,,K. Middleton makes 2-pt jump shot from 11 ft,50,54
193,2,1:29.0,L. Babbitt misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,50,54
194,2,1:29.0,Offensive rebound by Team,,50,54
195,2,1:19.0,R. Anderson makes 2-pt jump shot from 9 ft,,52,54
196,2,1:05.0,,J. Bayless misses 2-pt jump shot from 11 ft,52,54
197,2,1:04.0,Defensive rebound by T. Douglas,,52,54
198,2,0:43.0,Turnover by R. Anderson (bad pass),,52,54
199,2,0:25.0,,Shooting foul by D. Cunningham (drawn by G. Antetokounmpo),52,54
200,2,0:25.0,,G. Antetokounmpo misses free throw 1 of 2,52,54
201,2,0:25.0,,Offensive rebound by Team,52,54
202,2,0:25.0,A. Davis enters the game for K. Perkins,,52,54
203,2,0:25.0,J. Holiday enters the game for D. Cunningham,,52,54
204,2,0:25.0,,G. Antetokounmpo makes free throw 2 of 2,52,55
205,2,0:00.0,J. Holiday misses 3-pt jump shot from 24 ft,,52,55
206,2,0:00.0,Offensive rebound by Team,,52,55
207,3,11:50.0,,Shooting foul by T. Douglas (drawn by G. Monroe),52,55
208,3,11:50.0,,G. Monroe makes free throw 1 of 2,52,56
209,3,11:50.0,,G. Monroe makes free throw 2 of 2,52,57
210,3,11:38.0,L. Babbitt makes 2-pt layup from 3 ft (assist by A. Davis),,54,57
211,3,11:21.0,,Turnover by J. Parker (step out of bounds),54,57
212,3,11:08.0,A. Davis misses 2-pt jump shot from 17 ft,,54,57
213,3,11:07.0,,Defensive rebound by K. Middleton,54,57
214,3,10:58.0,,G. Antetokounmpo makes 2-pt jump shot from 7 ft,54,59
215,3,10:58.0,,Shooting foul by L. Babbitt (drawn by G. Antetokounmpo),54,59
216,3,10:58.0,,G. Antetokounmpo makes free throw 1 of 1,54,60
217,3,10:35.0,D. Cunningham makes 2-pt jump shot from 10 ft (assist by L. Babbitt),,56,60
218,3,10:21.0,,J. Bayless makes 2-pt jump shot from 20 ft (assist by G. Antetokounmpo),56,62
219,3,10:01.0,L. Babbitt misses 2-pt jump shot from 3 ft (block by G. Monroe),,56,62
220,3,9:59.0,,Defensive rebound by G. Monroe,56,62
221,3,9:53.0,,K. Middleton misses 3-pt jump shot from 23 ft,56,62
222,3,9:51.0,Defensive rebound by T. Douglas,,56,62
223,3,9:42.0,A. Gee makes 2-pt dunk at rim,,58,62
224,3,9:28.0,,Personal block foul by A. Gee,58,62
225,3,9:19.0,,Turnover by J. Parker (lost ball; steal by L. Babbitt),58,62
226,3,9:03.0,A. Davis makes 2-pt jump shot from 16 ft (assist by L. Babbitt),,60,62
227,3,8:49.0,,G. Antetokounmpo misses 2-pt layup at rim (block by D. Cunningham),60,62
228,3,8:49.0,,Offensive rebound by Team,60,62
229,3,8:48.0,,Turnover by J. Parker (bad pass; steal by T. Douglas),60,62
230,3,8:44.0,T. Douglas misses 2-pt layup at rim (block by J. Bayless),,60,62
231,3,8:44.0,Offensive rebound by A. Gee,,60,62
232,3,8:44.0,Shooting foul by G. Monroe (drawn by A. Gee),,60,62
233,3,8:44.0,A. Gee makes free throw 1 of 2,,61,62
234,3,8:44.0,A. Gee makes free throw 2 of 2,,62,62
235,3,8:21.0,,G. Monroe makes 2-pt layup from 1 ft (assist by K. Middleton),62,64
236,3,8:13.0,Turnover by T. Douglas (bad pass; steal by J. Parker),,62,64
237,3,8:08.0,,J. Parker makes 2-pt layup at rim,62,66
238,3,7:53.0,D. Cunningham misses 3-pt jump shot from 22 ft,,62,66
239,3,7:52.0,,Defensive rebound by K. Middleton,62,66
240,3,7:48.0,,Shooting foul by D. Cunningham (drawn by G. Antetokounmpo),62,66
241,3,7:48.0,,G. Antetokounmpo makes free throw 1 of 2,62,67
242,3,7:48.0,,G. Antetokounmpo makes free throw 2 of 2,62,68
243,3,7:35.0,A. Davis misses 2-pt jump shot from 15 ft,,62,68
244,3,7:33.0,,Defensive rebound by J. Parker,62,68
245,3,7:29.0,,Turnover by G. Antetokounmpo (bad pass),62,68
246,3,7:29.0,J. Holiday enters the game for T. Douglas,,62,68
247,3,7:15.0,Turnover by J. Holiday (bad pass; steal by K. Middleton),,62,68
248,3,7:12.0,,Offensive foul by J. Parker (drawn by J. Holiday),62,68
249,3,7:12.0,,Turnover by J. Parker (offensive foul),62,68
250,3,6:55.0,L. Babbitt misses 2-pt jump shot from 9 ft,,62,68
251,3,6:53.0,Offensive rebound by A. Gee,,62,68
252,3,6:49.0,A. Davis makes 3-pt jump shot from 25 ft (assist by A. Gee),,65,68
253,3,6:29.0,,J. Bayless misses 3-pt jump shot from 24 ft,65,68
254,3,6:28.0,Defensive rebound by A. Davis,,65,68
255,3,6:20.0,A. Davis makes 2-pt jump shot from 18 ft,,67,68
256,3,5:56.0,,G. Monroe misses 2-pt jump shot from 17 ft,67,68
257,3,5:55.0,Defensive rebound by A. Gee,,67,68
258,3,5:51.0,Turnover by J. Holiday (bad pass; steal by G. Monroe),,67,68
259,3,5:36.0,,Milwaukee full timeout,67,68
260,3,5:34.0,,Turnover by G. Antetokounmpo (bad pass; steal by A. Davis),67,68
261,3,5:22.0,D. Cunningham makes 2-pt layup from 1 ft (assist by J. Holiday),,69,68
262,3,4:55.0,,J. Bayless misses 3-pt jump shot from 24 ft,69,68
263,3,4:54.0,Defensive rebound by A. Davis,,69,68
264,3,4:44.0,L. Babbitt misses 2-pt jump shot from 12 ft,,69,68
265,3,4:42.0,,Defensive rebound by G. Monroe,69,68
266,3,4:30.0,,Personal foul by L. Babbitt,69,68
267,3,4:30.0,,J. Parker misses free throw 1 of 2,69,68
268,3,4:30.0,,Offensive rebound by Team,69,68
269,3,4:30.0,,M. Plumlee enters the game for G. Monroe,69,68
270,3,4:30.0,,J. Parker makes free throw 2 of 2,69,69
271,3,4:22.0,J. Holiday makes 2-pt layup from 3 ft,,71,69
272,3,4:00.0,,K. Middleton makes 2-pt jump shot from 19 ft,71,71
273,3,3:47.0,R. Anderson enters the game for L. Babbitt,,71,71
274,3,3:41.0,A. Gee misses 3-pt jump shot from 23 ft,,71,71
275,3,3:39.0,,Defensive rebound by G. Antetokounmpo,71,71
276,3,3:33.0,,Shooting foul by A. Gee (drawn by G. Antetokounmpo),71,71
277,3,3:33.0,,G. Antetokounmpo misses free throw 1 of 2,71,71
278,3,3:33.0,,Offensive rebound by Team,71,71
279,3,3:33.0,L. Babbitt enters the game for A. Gee,,71,71
280,3,3:33.0,,G. Antetokounmpo misses free throw 2 of 2,71,71
281,3,3:33.0,Defensive rebound by A. Davis,,71,71
282,3,3:18.0,R. Anderson misses 2-pt jump shot from 12 ft,,71,71
283,3,3:17.0,,Defensive rebound by K. Middleton,71,71
284,3,2:58.0,,G. Antetokounmpo misses 2-pt jump shot from 3 ft,71,71
285,3,2:57.0,,Offensive rebound by K. Middleton,71,71
286,3,2:39.0,,G. Antetokounmpo misses 2-pt layup at rim (block by R. Anderson),71,71
287,3,2:35.0,,Offensive rebound by J. Parker,71,71
288,3,2:35.0,,J. Parker makes 2-pt dunk at rim,71,73
289,3,2:26.0,Turnover by A. Davis (traveling),,71,73
290,3,2:26.0,New Orleans full timeout,,71,73
291,3,2:26.0,O. Johnson enters the game for D. Cunningham,,71,73
292,3,2:17.0,,G. Antetokounmpo misses 2-pt layup at rim,71,73
293,3,2:16.0,Defensive rebound by A. Davis,,71,73
294,3,2:09.0,Turnover by J. Holiday (lost ball),,71,73
295,3,1:50.0,,G. Antetokounmpo makes 2-pt jump shot from 5 ft (assist by J. Bayless),71,75
296,3,1:36.0,A. Davis misses 2-pt hook shot at rim,,71,75
297,3,1:35.0,,Defensive rebound by M. Plumlee,71,75
298,3,1:27.0,,K. Middleton misses 3-pt jump shot from 24 ft,71,75
299,3,1:25.0,Defensive rebound by L. Babbitt,,71,75
300,3,1:10.0,A. Davis misses 2-pt hook shot from 6 ft,,71,75
301,3,1:08.0,,Defensive rebound by K. Middleton,71,75
302,3,1:00.0,,J. Bayless misses 3-pt jump shot from 24 ft,71,75
303,3,0:59.0,Defensive rebound by A. Davis,,71,75
304,3,0:48.0,A. Davis misses 2-pt jump shot from 20 ft,,71,75
305,3,0:45.0,Offensive rebound by Team,,71,75
306,3,0:39.0,A. Davis misses 2-pt jump shot from 7 ft (block by M. Plumlee),,71,75
307,3,0:38.0,Offensive rebound by A. Davis,,71,75
308,3,0:37.0,A. Davis misses 2-pt layup from 2 ft (block by M. Plumlee),,71,75
309,3,0:36.0,,Defensive rebound by J. Bayless,71,75
310,3,0:25.0,,Personal foul by J. Holiday,71,75
311,3,0:25.0,,J. Parker makes free throw 1 of 2,71,76
312,3,0:25.0,,J. Parker makes free throw 2 of 2,71,77
313,3,0:05.0,A. Davis misses 2-pt jump shot from 16 ft,,71,77
314,3,0:01.0,Offensive rebound by R. Anderson,,71,77
315,3,0:01.0,R. Anderson misses 2-pt layup from 1 ft,,71,77
316,3,0:00.0,,Defensive rebound by G. Antetokounmpo,71,77
317,4,11:42.0,L. Babbitt misses 2-pt jump shot from 8 ft,,71,77
318,4,11:41.0,Offensive rebound by R. Anderson,,71,77
319,4,11:37.0,Turnover by R. Anderson (lost ball; steal by J. Bayless),,71,77
320,4,11:36.0,,Turnover by J. Parker (traveling),71,77
321,4,11:18.0,J. Holiday misses 3-pt jump shot from 25 ft,,71,77
322,4,11:17.0,,Defensive rebound by Team,71,77
323,4,11:17.0,Loose ball foul by K. Perkins,,71,77
324,4,11:07.0,,J. Parker misses 2-pt jump shot from 6 ft,71,77
325,4,11:05.0,Defensive rebound by A. Gee,,71,77
326,4,10:42.0,L. Babbitt makes 2-pt jump shot from 13 ft (assist by A. Gee),,73,77
327,4,10:26.0,,M. Plumlee makes 2-pt dunk at rim (assist by J. Parker),73,79
328,4,10:06.0,,Violation by M. Plumlee (def goaltending),73,79
329,4,10:06.0,K. Perkins makes 2-pt layup at rim (assist by A. Gee),,75,79
330,4,10:06.0,Shooting foul by K. Middleton (drawn by K. Perkins),,75,79
331,4,10:06.0,K. Perkins misses free throw 1 of 1,,75,79
332,4,10:04.0,,Defensive rebound by Team,75,79
333,4,9:45.0,,Turnover by J. Parker (traveling),75,79
334,4,9:45.0,D. Cunningham enters the game for L. Babbitt,,75,79
335,4,9:30.0,R. Anderson misses 2-pt jump shot from 20 ft,,75,79
336,4,9:29.0,,Defensive rebound by J. Bayless,75,79
337,4,9:26.0,,Shooting block foul by R. Anderson (drawn by J. Parker),75,79
338,4,9:26.0,,J. Parker makes free throw 1 of 2,75,80
339,4,9:26.0,,J. Parker makes free throw 2 of 2,75,81
340,4,9:08.0,Turnover by J. Holiday (lost ball; steal by K. Middleton),,75,81
341,4,9:06.0,,Offensive foul by G. Antetokounmpo (drawn by J. Holiday),75,81
342,4,9:06.0,,Turnover by G. Antetokounmpo (offensive foul),75,81
343,4,9:06.0,A. Davis enters the game for K. Perkins,,75,81
344,4,8:43.0,A. Davis misses 2-pt jump shot from 18 ft,,75,81
345,4,8:42.0,,Defensive rebound by K. Middleton,75,81
346,4,8:35.0,,K. Middleton makes 2-pt layup from 1 ft,75,83
347,4,8:32.0,New Orleans full timeout,,75,83
348,4,8:32.0,,J. O'Bryant enters the game for J. Parker,75,83
349,4,8:22.0,Personal foul by J. Bayless,,75,83
350,4,8:15.0,A. Davis makes 3-pt jump shot from 24 ft,,78,83
351,4,7:58.0,,M. Plumlee misses 2-pt layup from 2 ft (block by J. Holiday),78,83
352,4,7:56.0,Defensive rebound by D. Cunningham,,78,83
353,4,7:45.0,J. Holiday makes 2-pt layup at rim,,80,83
354,4,7:24.0,,Shooting foul by R. Anderson (drawn by G. Antetokounmpo),80,83
355,4,7:24.0,,G. Antetokounmpo makes free throw 1 of 2,80,84
356,4,7:24.0,,G. Antetokounmpo misses free throw 2 of 2,80,84
357,4,7:23.0,Defensive rebound by J. Holiday,,80,84
358,4,7:12.0,Turnover by J. Holiday (bad pass; steal by J. O'Bryant),,80,84
359,4,7:09.0,,Personal foul by J. Holiday,80,84
360,4,7:09.0,T. Douglas enters the game for J. Holiday,,80,84
361,4,7:01.0,,Turnover by K. Middleton (bad pass; steal by A. Davis),80,84
362,4,6:51.0,A. Davis misses 3-pt jump shot from 24 ft,,80,84
363,4,6:50.0,,Defensive rebound by G. Antetokounmpo,80,84
364,4,6:40.0,,J. Bayless makes 3-pt jump shot from 24 ft,80,87
365,4,6:28.0,Personal foul by K. Middleton,,80,87
366,4,6:26.0,Turnover by D. Cunningham (bad pass; steal by J. Bayless),,80,87
367,4,6:22.0,,J. Bayless makes 2-pt dunk at rim,80,89
368,4,6:09.0,A. Davis makes 2-pt jump shot from 6 ft (assist by T. Douglas),,82,89
369,4,5:47.0,,J. Bayless misses 2-pt jump shot from 12 ft,82,89
370,4,5:44.0,,Offensive rebound by J. Bayless,82,89
371,4,5:43.0,,J. Bayless makes 2-pt layup from 1 ft,82,91
372,4,5:33.0,R. Anderson misses 3-pt jump shot from 27 ft,,82,91
373,4,5:32.0,,Defensive rebound by K. Middleton,82,91
374,4,5:23.0,,K. Middleton makes 2-pt jump shot from 16 ft,82,93
375,4,5:22.0,New Orleans full timeout,,82,93
376,4,5:22.0,Official timeout,,82,93
377,4,5:22.0,J. Holiday enters the game for D. Cunningham,,82,93
378,4,5:22.0,L. Babbitt enters the game for T. Douglas,,82,93
379,4,5:22.0,,J. Parker enters the game for G. Antetokounmpo,82,93
380,4,5:22.0,,G. Monroe enters the game for M. Plumlee,82,93
381,4,5:13.0,J. Holiday misses 2-pt jump shot from 17 ft,,82,93
