,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,HOUSTON_ACTION,MINNESOTA_SCORE,HOUSTON_SCORE
0,1,12:00.0,Violation by Team (jump ball),,0,0
1,1,11:51.0,,Turnover by J. Harden (bad pass; steal by K. Towns),0,0
2,1,11:35.0,A. Wiggins misses 2-pt jump shot from 15 ft,,0,0
3,1,11:34.0,,Defensive rebound by T. Ariza,0,0
4,1,11:29.0,,Turnover by J. Harden (lost ball; steal by R. Rubio),0,0
5,1,11:18.0,K. Towns makes 2-pt hook shot from 6 ft,,2,0
6,1,10:58.0,,Personal foul by N. Peković (drawn by D. Howard),2,0
7,1,10:42.0,,J. Harden misses 3-pt jump shot from 25 ft,2,0
8,1,10:42.0,Defensive rebound by K. Towns,,2,0
9,1,10:32.0,N. Peković makes 2-pt hook shot from 6 ft (assist by R. Rubio),,4,0
10,1,10:12.0,,Turnover by D. Howard (bad pass; steal by K. Towns),4,0
11,1,10:06.0,K. Towns misses 2-pt layup from 1 ft,,4,0
12,1,10:05.0,,Defensive rebound by T. Ariza,4,0
13,1,9:58.0,,T. Ariza misses 3-pt jump shot from 24 ft,4,0
14,1,9:57.0,,Offensive rebound by Team,4,0
15,1,9:55.0,,Personal foul by R. Rubio (drawn by T. Ariza),4,0
16,1,9:47.0,,T. Ariza makes 2-pt jump shot from 17 ft (assist by J. Terry),4,2
17,1,9:22.0,K. Towns makes 3-pt jump shot from 24 ft (assist by A. Wiggins),,7,2
18,1,9:02.0,,Shooting foul by N. Peković (drawn by J. Terry),7,2
19,1,9:02.0,,J. Terry makes free throw 1 of 2,7,3
20,1,9:02.0,,J. Terry makes free throw 2 of 2,7,4
21,1,8:48.0,K. Towns misses 2-pt jump shot from 10 ft,,7,4
22,1,8:47.0,Offensive rebound by N. Peković,,7,4
23,1,8:47.0,N. Peković misses 2-pt layup at rim,,7,4
24,1,8:45.0,,Defensive rebound by J. Harden,7,4
25,1,8:36.0,,J. Harden makes 2-pt jump shot from 17 ft,7,6
26,1,8:16.0,Turnover by N. Peković (lost ball; steal by J. Harden),,7,6
27,1,8:03.0,Violation by K. Towns (kicked ball),,7,6
28,1,7:55.0,,J. Harden makes 2-pt jump shot from 19 ft,7,8
29,1,7:55.0,,Shooting foul by A. Wiggins (drawn by J. Harden),7,8
30,1,7:55.0,,J. Harden makes free throw 1 of 1,7,9
31,1,7:41.0,A. Wiggins misses 2-pt jump shot from 19 ft,,7,9
32,1,7:40.0,Offensive rebound by K. Towns,,7,9
33,1,7:38.0,Turnover by K. Towns (lost ball; steal by T. Ariza),,7,9
34,1,7:33.0,,Turnover by J. Harden (bad pass; steal by R. Rubio),7,9
35,1,7:25.0,R. Rubio makes 2-pt layup from 2 ft,,9,9
36,1,7:10.0,,T. Lawson enters the game for J. Terry,9,9
37,1,7:10.0,,T. Jones enters the game for C. Capela,9,9
38,1,7:10.0,G. Dieng enters the game for N. Peković,,9,9
39,1,7:03.0,,J. Harden misses 2-pt jump shot from 20 ft,9,9
40,1,7:02.0,Defensive rebound by K. Towns,,9,9
41,1,6:59.0,Turnover by R. Rubio (bad pass; steal by T. Lawson),,9,9
42,1,6:45.0,,T. Jones misses 3-pt jump shot from 23 ft,9,9
43,1,6:44.0,Defensive rebound by R. Rubio,,9,9
44,1,6:40.0,Minnesota full timeout,,9,9
45,1,6:27.0,G. Dieng makes 2-pt hook shot from 6 ft (assist by K. Towns),,11,9
46,1,6:11.0,,Turnover by T. Lawson (bad pass; steal by G. Dieng),11,9
47,1,6:03.0,T. Prince misses 2-pt jump shot from 16 ft,,11,9
48,1,6:02.0,Offensive rebound by K. Towns,,11,9
49,1,5:58.0,K. Towns misses 2-pt jump shot from 10 ft,,11,9
50,1,5:57.0,,Defensive rebound by J. Harden,11,9
51,1,5:54.0,S. Muhammad enters the game for T. Prince,,11,9
52,1,5:44.0,,Turnover by D. Howard (lost ball; steal by R. Rubio),11,9
53,1,5:39.0,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),,13,9
54,1,5:23.0,,T. Lawson misses 2-pt jump shot from 19 ft,13,9
55,1,5:22.0,Defensive rebound by R. Rubio,,13,9
56,1,5:18.0,Turnover by R. Rubio (bad pass; steal by D. Howard),,13,9
57,1,5:04.0,,T. Ariza misses 3-pt jump shot from 25 ft,13,9
58,1,5:04.0,Defensive rebound by K. Towns,,13,9
59,1,5:01.0,Turnover by K. Towns (bad pass),,13,9
60,1,4:37.0,,T. Ariza makes 2-pt layup from 2 ft (assist by J. Harden),13,11
61,1,4:24.0,Turnover by K. Towns (bad pass),,13,11
62,1,4:24.0,N. Bjelica enters the game for K. Towns,,13,11
63,1,4:24.0,,C. Capela enters the game for D. Howard,13,11
64,1,4:10.0,,Turnover by T. Jones (traveling),13,11
65,1,3:54.0,Shooting foul by T. Ariza (drawn by A. Wiggins),,13,11
66,1,3:54.0,A. Wiggins makes free throw 1 of 2,,14,11
67,1,3:54.0,Z. LaVine enters the game for R. Rubio,,14,11
68,1,3:54.0,A. Wiggins makes free throw 2 of 2,,15,11
69,1,3:36.0,,J. Harden misses 3-pt jump shot from 26 ft,15,11
70,1,3:35.0,,Offensive rebound by Team,15,11
71,1,3:30.0,,Personal foul by N. Bjelica (drawn by T. Ariza),15,11
72,1,3:30.0,,T. Ariza misses free throw 1 of 2,15,11
73,1,3:30.0,,Offensive rebound by Team,15,11
74,1,3:30.0,,T. Ariza makes free throw 2 of 2,15,12
75,1,3:16.0,S. Muhammad misses 3-pt jump shot from 25 ft,,15,12
76,1,3:15.0,,Defensive rebound by T. Jones,15,12
77,1,3:08.0,,C. Capela makes 2-pt dunk at rim (assist by T. Lawson),15,14
78,1,2:53.0,S. Muhammad misses 2-pt jump shot from 3 ft,,15,14
79,1,2:52.0,Offensive rebound by S. Muhammad,,15,14
80,1,2:52.0,S. Muhammad misses 2-pt layup from 3 ft,,15,14
81,1,2:50.0,,Defensive rebound by C. Capela,15,14
82,1,2:42.0,,T. Ariza makes 3-pt jump shot from 26 ft (assist by J. Harden),15,17
83,1,2:28.0,Shooting foul by C. Capela (drawn by G. Dieng),,15,17
84,1,2:28.0,,Houston full timeout,15,17
85,1,2:28.0,,C. Brewer enters the game for T. Ariza,15,17
86,1,2:28.0,,M. Thornton enters the game for J. Harden,15,17
87,1,2:28.0,K. Martin enters the game for A. Wiggins,,15,17
88,1,2:28.0,G. Dieng makes free throw 1 of 2,,16,17
89,1,2:28.0,G. Dieng makes free throw 2 of 2,,17,17
